,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
918,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
1113,1,0.705364048,0.21015203,0.057533167,0.019895712,0.007055033,1,2019,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,1,NA,NA,NA
1114,1,0.722896695,0.202164456,0.04896459,0.021244811,0.004729442,1,2019,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,2,NA,NA,NA
1115,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
1239,1,0.729708493,0.205004573,0.049542539,0.013890902,0.001853511,1,2019,5,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,1,NA,NA,NA
1240,1,0.757444561,0.18279545,0.040311836,0.017330877,0.002117295,1,2019,5,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,2,NA,NA,NA
1241,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
1242,1,0.424435228,0.269552499,0.14974311,0.08918979,0.067079373,1,2019,5,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,1,NA,NA,NA
1243,1,0.407323569,0.379088342,0.128002137,0.056996178,0.028589791,1,2019,5,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,2,NA,NA,NA
1244,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
1408,1,0.91242969,0.084505565,0.001638305,0.001426449,0,1,2019,5,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,1,NA,NA
1409,1,0.827737987,0.138091668,0.025854187,0.005934167,0.002381983,1,2019,5,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
1410,1,0.717904747,0.214610174,0.049045332,0.014635745,0.003804001,1,2019,5,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
1411,1,0.606482983,0.2488271,0.091029659,0.038621463,0.015038809,1,2019,5,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,7+,NA,NA
1614,1,0.923241377,0.074502692,0.000739117,0.001516801,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,1,NA,NA
1615,1,0.843022823,0.132861137,0.019589147,0.002536257,0.001990621,1,2019,5,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
1616,1,0.741631508,0.209501609,0.039556578,0.008331688,0.000978588,1,2019,5,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
1617,1,0.64080739,0.239753962,0.084049404,0.031903122,0.00348612,1,2019,5,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,7+,NA,NA
1618,1,0.741738617,0.242427051,0.015834337,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,1,NA,NA
1619,1,0.64108628,0.201964647,0.10236001,0.047427908,0.007161123,1,2019,5,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
1620,1,0.465431035,0.268969685,0.150013968,0.081716433,0.033868875,1,2019,5,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
1621,1,0.206010044,0.354685932,0.172470316,0.117006332,0.149827391,1,2019,5,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,7+,NA,NA
1792,1,0.719047606,0.198678091,0.056728512,0.022258854,0.003286928,1,2019,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,0,NA
1793,1,0.703177929,0.212867096,0.056671541,0.019297639,0.007985769,1,2019,5,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,1,NA
1899,1,0.751842499,0.192380726,0.04067567,0.014104832,0.00099629,1,2019,5,State,urban/rural,Owns House,statesector,0,Madhya Pradesh,NA,NA,NA,NA,0,NA
1900,1,0.72615701,0.206210524,0.051206414,0.01426339,0.002162655,1,2019,5,State,urban/rural,Owns House,statesector,0,Madhya Pradesh,NA,NA,NA,NA,1,NA
1901,1,0.411155999,0.25780043,0.207439095,0.098812111,0.024792366,1,2019,5,State,urban/rural,Owns House,statesector,1,Madhya Pradesh,NA,NA,NA,NA,0,NA
1902,1,0.427007228,0.292868286,0.122353368,0.079801053,0.07797005,1,2019,5,State,urban/rural,Owns House,statesector,1,Madhya Pradesh,NA,NA,NA,NA,1,NA
2010,1,0.725190461,0.189569324,0.055612691,0.020119447,0.009508091,1,2019,5,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,0
2011,1,0.693374574,0.224375501,0.057499472,0.019960668,0.004789758,1,2019,5,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,1
2115,1,0.78102541,0.17228967,0.036820665,0.009772211,9.21E-05,1,2019,5,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,0
2116,1,0.700241387,0.223059908,0.056467894,0.01716977,0.003061054,1,2019,5,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,1
2117,1,0.414698631,0.285659522,0.160113037,0.077659264,0.061869539,1,2019,5,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,0
2118,1,0.454241484,0.270191044,0.093423679,0.117152601,0.064991198,1,2019,5,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,1
2202,1,0.545994878,0.306156099,0.109063007,0.031545661,0.007240331,1,2015,4,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2255,1,0.57981509,0.301203012,0.095769316,0.020975927,0.002236631,1,2015,4,State,urban/rural,All Households,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2256,1,0.244494274,0.350311816,0.227573738,0.125772819,0.051847357,1,2015,4,State,urban/rural,All Households,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2383,1,0.58160913,0.301170975,0.090948358,0.022174729,0.004096802,1,2015,4,State,All,Age,state,99,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
2384,1,0.574024439,0.299504846,0.093448818,0.02754258,0.005479304,1,2015,4,State,All,Age,state,99,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
2385,1,0.495978296,0.325067967,0.130099103,0.037508283,0.011346337,1,2015,4,State,All,Age,state,99,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
2386,1,0.545177996,0.281026214,0.127805039,0.04046955,0.005521228,1,2015,4,State,All,Age,state,99,Madhya Pradesh,65+,NA,NA,NA,NA,NA
2387,1,1,0,0,0,0,1,2015,4,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2606,1,0.613603055,0.294889003,0.078680873,0.011881673,0.000945425,1,2015,4,State,urban/rural,Age,statesector,0,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
2607,1,0.616074264,0.290719151,0.077959068,0.013185245,0.002062284,1,2015,4,State,urban/rural,Age,statesector,0,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
2608,1,0.524146438,0.324366719,0.117878161,0.03060784,0.003000848,1,2015,4,State,urban/rural,Age,statesector,0,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
2609,1,0.568659306,0.279409379,0.117257774,0.032466687,0.00220688,1,2015,4,State,urban/rural,Age,statesector,0,Madhya Pradesh,65+,NA,NA,NA,NA,NA
2610,1,1,0,0,0,0,1,2015,4,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2611,1,0.262236774,0.363879621,0.213405922,0.124922946,0.035554741,1,2015,4,State,urban/rural,Age,statesector,1,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
2612,1,0.236344412,0.370058089,0.217839003,0.142838866,0.032919616,1,2015,4,State,urban/rural,Age,statesector,1,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
2613,1,0.23693791,0.331516862,0.242485642,0.100966275,0.088093296,1,2015,4,State,urban/rural,Age,statesector,1,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
2614,1,0.288200557,0.298720777,0.243233338,0.12805216,0.041793149,1,2015,4,State,urban/rural,Age,statesector,1,Madhya Pradesh,65+,NA,NA,NA,NA,NA
2615,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
2855,1,0.652776062,0.257348955,0.068383366,0.019396506,0.002095151,1,2015,4,State,All,Education,state,99,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2856,1,0.51441443,0.316967666,0.124501832,0.036089774,0.00802633,1,2015,4,State,All,Education,state,99,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
2857,1,0.404847533,0.376585513,0.158513084,0.047303677,0.012750199,1,2015,4,State,All,Education,state,99,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
2858,1,0.170015931,0.428864837,0.279928237,0.064011358,0.057179619,1,2015,4,State,All,Education,state,99,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
2859,1,0.468013257,0.376765639,0.100287363,0.035193428,0.019740311,1,2015,4,State,All,Education,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3088,1,0.691641867,0.246333793,0.051647935,0.009904289,0.000472124,1,2015,4,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3089,1,0.548949242,0.315317065,0.108928621,0.024458952,0.002346129,1,2015,4,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
3090,1,0.430116832,0.378344178,0.152928978,0.034776714,0.003833296,1,2015,4,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
3091,1,0.181800634,0.441447794,0.288715273,0.067719638,0.020316653,1,2015,4,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
3092,1,0.479570955,0.372927666,0.090851374,0.035494175,0.021155817,1,2015,4,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3093,1,0.296152592,0.358421296,0.221943647,0.106494814,0.016987653,1,2015,4,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3094,1,0.233793244,0.330380023,0.251045734,0.130598828,0.054182176,1,2015,4,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
3095,1,0.169521272,0.360207409,0.210516438,0.163963944,0.095790938,1,2015,4,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
3096,1,0.066109158,0.317919821,0.202452093,0.031315111,0.382203817,1,2015,4,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
3097,1,0.306832373,0.43028897,0.231879413,0.030999269,0,1,2015,4,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3299,1,0.542513669,0.307625145,0.11134278,0.031596739,0.006921655,1,2015,4,State,All,Gender,state,99,Madhya Pradesh,NA,NA,1,NA,NA,NA
3300,1,0.593989015,0.285902947,0.077632822,0.030841462,0.011633758,1,2015,4,State,All,Gender,state,99,Madhya Pradesh,NA,NA,2,NA,NA,NA
3301,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Gender,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3422,1,0.574243009,0.30338341,0.098409422,0.021617416,0.002346741,1,2015,4,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,1,NA,NA,NA
3423,1,0.663539588,0.26844123,0.056099918,0.011337128,0.000582155,1,2015,4,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,2,NA,NA,NA
3424,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3425,1,0.243095785,0.347652853,0.233390048,0.125767902,0.05009342,1,2015,4,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,1,NA,NA,NA
3426,1,0.255336821,0.370926768,0.182479754,0.125810996,0.065445669,1,2015,4,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,2,NA,NA,NA
3427,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3598,1,0.840867221,0.127145931,0.029552579,0.002434242,0,1,2015,4,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,1,NA,NA
3599,1,0.684887588,0.249091372,0.054392181,0.009637794,0.001991075,1,2015,4,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
3600,1,0.563974977,0.311182767,0.095375843,0.025761748,0.003704655,1,2015,4,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
3601,1,0.47661373,0.32067439,0.143655106,0.045705594,0.013351157,1,2015,4,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,7+,NA,NA
3602,1,NA,NA,NA,NA,NA,0,2015,4,State,All,HH Size,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3822,1,0.867907286,0.111020818,0.019513417,0.001558491,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,1,NA,NA
3823,1,0.709810972,0.239611715,0.045403287,0.004844402,0.00032963,1,2015,4,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
3824,1,0.599720478,0.30233717,0.0828069,0.014404768,0.000730688,1,2015,4,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
3825,1,0.511314929,0.321868539,0.127933055,0.034174379,0.004709081,1,2015,4,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,7+,NA,NA
3826,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
3827,1,0.689453065,0.21744062,0.085768186,0.007338123,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,1,NA,NA
3828,1,0.45560351,0.336299956,0.137086034,0.053734876,0.017275631,1,2015,4,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,2 to 3,NA,NA
3829,1,0.252467364,0.38826862,0.204909131,0.124733284,0.029621588,1,2015,4,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,4 to 6,NA,NA
3830,1,0.155612946,0.309628069,0.289090753,0.152374208,0.093294002,1,2015,4,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,7+,NA,NA
3831,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4025,1,0.545749426,0.316619784,0.098276936,0.034328014,0.00502583,1,2015,4,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,0,NA
4026,1,0.546038806,0.304283857,0.110992931,0.031047823,0.007636564,1,2015,4,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,1,NA
4027,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Owns House,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4149,1,0.599779308,0.312565774,0.071366258,0.016020328,0.000268294,1,2015,4,State,urban/rural,Owns House,statesector,0,Madhya Pradesh,NA,NA,NA,NA,0,NA
4150,1,0.576563478,0.299352318,0.099743918,0.021783061,0.00255722,1,2015,4,State,urban/rural,Owns House,statesector,0,Madhya Pradesh,NA,NA,NA,NA,1,NA
4151,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4152,1,0.282391608,0.336380243,0.229447559,0.123565115,0.028215475,1,2015,4,State,urban/rural,Owns House,statesector,1,Madhya Pradesh,NA,NA,NA,NA,0,NA
4153,1,0.231443137,0.355109602,0.226928428,0.126533106,0.059985738,1,2015,4,State,urban/rural,Owns House,statesector,1,Madhya Pradesh,NA,NA,NA,NA,1,NA
4154,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4284,1,0.580698371,0.281063259,0.0928666,0.033814959,0.011556819,1,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,0
4285,1,0.520614028,0.324508101,0.120908484,0.029885979,0.004083405,1,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,1
4286,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4408,1,0.667565286,0.26453808,0.057275791,0.009385686,0.001235123,1,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,0
4409,1,0.527496278,0.323063552,0.118720099,0.027886312,0.002833755,1,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,1
4410,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
4411,1,0.243706554,0.345171064,0.230937645,0.12858592,0.051598821,1,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,0
4412,1,0.249267519,0.381462336,0.207189977,0.108726807,0.053353377,1,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,1
4413,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
24,1,0.540097654,0.307576895,0.082382165,0.053421844,0.016521439,1,2019,5,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
80,1,0.597810209,0.302140594,0.062678367,0.034302916,0.003067939,1,2019,5,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
81,1,0.241984144,0.335658133,0.184161916,0.152180463,0.086015344,1,2019,5,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
215,1,0.640619397,0.241452307,0.094762646,0.023165677,0,1,2019,5,State,All,Age,state,99,Maharashtra,15 to 29,NA,NA,NA,NA,NA
216,1,0.518389881,0.329691023,0.069560878,0.05274532,0.029612893,1,2019,5,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
217,1,0.509815037,0.327399045,0.09494672,0.05823211,0.009607106,1,2019,5,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
218,1,0.593490362,0.258853704,0.081715651,0.056584261,0.009356038,1,2019,5,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
219,1,1,0,0,0,0,1,2019,5,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
447,1,0.661279798,0.248617902,0.072235838,0.017866459,0,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,15 to 29,NA,NA,NA,NA,NA
448,1,0.599287391,0.327904612,0.042706858,0.028735597,0.001365559,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,30 to 45,NA,NA,NA,NA,NA
449,1,0.568504393,0.311705321,0.079477645,0.037407976,0.002904657,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,46 to 64,NA,NA,NA,NA,NA
450,1,0.618713737,0.264426559,0.066364966,0.043564595,0.006930114,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,65+,NA,NA,NA,NA,NA
451,1,1,0,0,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
452,1,0.483088613,0.186816365,0.266524076,0.063570924,0,1,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,15 to 29,NA,NA,NA,NA,NA
453,1,0.207752526,0.336550683,0.172677323,0.144939974,0.138079494,1,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,30 to 45,NA,NA,NA,NA,NA
454,1,0.1856305,0.414086908,0.180393815,0.173259124,0.046629664,1,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,46 to 64,NA,NA,NA,NA,NA
455,1,0.394377142,0.214861587,0.202893719,0.159361318,0.028506245,1,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,65+,NA,NA,NA,NA,NA
687,1,0.647452533,0.267973721,0.053560432,0.026931854,0.004081476,1,2019,5,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
688,1,0.541604996,0.306664288,0.10803543,0.042779583,0.000915701,1,2019,5,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
689,1,0.357404351,0.373023063,0.10455592,0.114132904,0.050883785,1,2019,5,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
690,1,0.417232186,0.392251104,0.082211554,0.016144384,0.092160776,1,2019,5,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
691,1,1,0,0,0,0,1,2019,5,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
919,1,0.698893785,0.241050839,0.043844715,0.01621067,0,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
920,1,0.599297345,0.305968583,0.063613303,0.030020311,0.001100458,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Primary,NA,NA,NA,NA
921,1,0.416063309,0.406521857,0.094728261,0.073508248,0.009178335,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Secondary,NA,NA,NA,NA
922,1,0.471663892,0.381148249,0.093131036,0.020953897,0.033102911,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Higher,NA,NA,NA,NA
923,1,1,0,0,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
924,1,0.336919725,0.430497676,0.11221081,0.091651879,0.028719913,1,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
925,1,0.255667806,0.310112327,0.328202248,0.106017619,0,1,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Primary,NA,NA,NA,NA
926,1,0.102365918,0.227376476,0.147284746,0.290761441,0.232211411,1,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Secondary,NA,NA,NA,NA
927,1,0.234517932,0.429520756,0.045557454,0,0.290403843,1,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Higher,NA,NA,NA,NA
1116,1,0.520690024,0.31752196,0.088360578,0.055620842,0.017806593,1,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
1117,1,0.669329703,0.241354436,0.042572953,0.038779095,0.007963818,1,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
1118,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
1245,1,0.577307224,0.313692421,0.068062633,0.037412088,0.003525632,1,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,1,NA,NA,NA
1246,1,0.735242367,0.224708259,0.026587388,0.013461978,0,1,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,2,NA,NA,NA
1247,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
1248,1,0.226673082,0.337409139,0.193769127,0.150180086,0.091968559,1,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,1,NA,NA,NA
1249,1,0.340561032,0.32438463,0.122308046,0.165059417,0.047686886,1,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,2,NA,NA,NA
1412,1,0.832689881,0.149043009,0.018267099,0,0,1,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,1,NA,NA
1413,1,0.690704823,0.248621032,0.04053295,0.018050157,0.002091029,1,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,2 to 3,NA,NA
1414,1,0.529134929,0.3431409,0.079084203,0.040527161,0.008112796,1,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,4 to 6,NA,NA
1415,1,0.434199125,0.305145621,0.119646102,0.100835562,0.040173572,1,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,7+,NA,NA
1622,1,0.840317428,0.151230842,0.008451755,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,1,NA,NA
1623,1,0.72405237,0.246895939,0.025775881,0.003275825,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,2 to 3,NA,NA
1624,1,0.597186804,0.320265949,0.055554837,0.025346337,0.001646042,1,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,4 to 6,NA,NA
1625,1,0.490691215,0.325944185,0.103663288,0.072065055,0.007636251,1,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,7+,NA,NA
1626,1,0.778779924,0.133579776,0.087640293,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,1,NA,NA
1627,1,0.503418922,0.258309454,0.12341141,0.101025559,0.013834639,1,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,2 to 3,NA,NA
1628,1,0.159845367,0.467273802,0.206768379,0.122907244,0.043205202,1,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,4 to 6,NA,NA
1629,1,0.183405012,0.212811291,0.19060111,0.228560984,0.184621587,1,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,7+,NA,NA
1794,1,0.538527429,0.309099168,0.080708407,0.059902981,0.011762014,1,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,0,NA
1795,1,0.540495098,0.307191581,0.08280585,0.051781267,0.017726198,1,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,1,NA
1903,1,0.646070719,0.269607306,0.053802162,0.027495382,0.003024429,1,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,0,NA
1904,1,0.588428795,0.308464766,0.064403825,0.035626236,0.003076397,1,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,1,NA
1905,1,0.315136492,0.391132414,0.136598557,0.127220646,0.029911889,1,2019,5,State,urban/rural,Owns House,statesector,1,Maharashtra,NA,NA,NA,NA,0,NA
