,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,year,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
4300,1,0.28155452,0.059571706,0,0.484576613,0.59863466,0.888921618,0.579040468,0.909934878,0.93373847,0.734602511,2019,5,State,urban/rural,Agri Land,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,1
4301,0,0.033791319,0.004516596,0.013214078,0.165578887,0,0.120407693,0.020023491,0.083680317,0.007981309,0.033423521,2019,5,State,urban/rural,Agri Land,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
4302,1,0.450388491,0,0,1,0.424946457,0.378996849,0.242287919,0.424946457,0.366952956,0.549611509,2019,5,State,urban/rural,Agri Land,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
4303,0,0,0,0,0.096376278,0,0.119939215,0,0.162909716,0,0.026060602,2019,5,State,urban/rural,Agri Land,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,1
4584,0,0.022754043,0.007377929,0.004021639,0.185015991,0.007224333,0.204724461,0.046672963,0.296511114,0.205609187,0.043544754,2015,4,State,All,All Households,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4585,1,0.398110986,0.033165012,0.066009931,0.696588099,0.29537344,0.786066651,0.266984731,0.864153504,0.777309895,0.439660668,2015,4,State,All,All Households,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4654,0,0.030223576,0.008153684,0.002803422,0.189803466,0.012484524,0.271739393,0.085048079,0.459285676,0.358167976,0.064941429,2015,4,State,urban/rural,All Households,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4655,1,0.369053453,0.035257518,0.070174754,0.677444637,0.295708984,0.813139081,0.283829838,0.887488723,0.817435384,0.458482593,2015,4,State,urban/rural,All Households,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4656,0,0.013669375,0.006434433,0.005503271,0.179193333,0.00082673,0.123218939,0,0.098539829,0.020062668,0.017521488,2015,4,State,urban/rural,All Households,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4657,1,0.858655512,0,0,1,0.290055394,0.356985122,0,0.494303972,0.141344517,0.141344517,2015,4,State,urban/rural,All Households,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
4824,0,0.030579727,0.014274633,0,0.227164507,0,0.202700481,0.037315782,0.352426022,0.138805628,0.101663388,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,15 to 29,NA,NA,NA,NA,NA
4825,1,0.502615988,0,0.112962894,0.783125579,0.300575495,0.990948856,0.350761294,0.69288063,0.990948856,0.322412163,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,15 to 29,NA,NA,NA,NA,NA
4826,0,0.020800188,0.004935903,0.010098522,0.166310728,0.007277297,0.253754139,0.044935182,0.291699886,0.184496954,0.047080182,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
4827,1,0.372869611,0.046579506,0.038477886,0.839159012,0.370210141,0.764209688,0.224078402,0.88787657,0.722905576,0.385391325,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
4828,0,0.014836155,0.011322027,1.79E-05,0.186728299,0.00775209,0.185366526,0.050919734,0.301716834,0.226117164,0.035448153,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
4829,1,0.365577281,0.036286656,0.049068492,0.631698847,0.252577603,0.799778759,0.297466993,0.895798922,0.76468569,0.444349349,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
4830,0,0.051384743,0,0,0.22216855,0.00757679,0.122299924,0.041213114,0.276431054,0.222441584,0.041426364,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,65+,NA,NA,NA,NA,NA
4831,1,0.49580133,0.009838352,0.165394694,0.418857008,0.210501045,0.641476214,0.22659941,0.82737112,0.808383763,0.678641319,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,65+,NA,NA,NA,NA,NA
4832,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,All,Age,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
5152,0,0.046006378,0.025847532,0,0.16694729,0,0.300475955,0.067568868,0.453162998,0.251339763,0.16123727,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,15 to 29,NA,NA,NA,NA,NA
5153,1,0.502615988,0,0.112962894,0.783125579,0.300575495,0.990948856,0.350761294,0.69288063,0.990948856,0.322412163,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,15 to 29,NA,NA,NA,NA,NA
5154,0,0.029895276,0.001993672,0.007506369,0.169136018,0.014183931,0.315678507,0.08758162,0.445930094,0.334560961,0.066016898,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
5155,1,0.279347807,0.055546828,0.045885514,0.808194458,0.385641247,0.842607081,0.267217189,0.963645756,0.83486563,0.432374328,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
5156,0,0.015388357,0.014279243,3.14E-05,0.205624908,0.012026371,0.263126493,0.089018717,0.470267147,0.38220793,0.057371277,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
5157,1,0.365577281,0.036286656,0.049068492,0.631698847,0.252577603,0.799778759,0.297466993,0.895798922,0.76468569,0.444349349,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
5158,0,0.073261313,0,0,0.20080246,0.013093754,0.17625156,0.07122203,0.46044752,0.374821216,0.058470424,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,65+,NA,NA,NA,NA,NA
5159,1,0.49580133,0.009838352,0.165394694,0.418857008,0.210501045,0.641476214,0.22659941,0.82737112,0.808383763,0.678641319,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,65+,NA,NA,NA,NA,NA
5160,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,urban/rural,Age,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
5161,0,0.011551666,0,0,0.301439673,0,0.082098961,0,0.228171602,0,0.028181773,2015,4,State,urban/rural,Age,statesector,1,Andaman and Nicobar Islands,15 to 29,NA,NA,NA,NA,NA
5162,0,0.011216989,0.008036036,0.01282979,0.163333818,0,0.188506424,0,0.129192442,0.026379324,0.027127173,2015,4,State,urban/rural,Age,statesector,1,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
5163,1,0.858655512,0,0,1,0.290055394,0.356985122,0,0.494303972,0.141344517,0.141344517,2015,4,State,urban/rural,Age,statesector,1,Andaman and Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
5164,0,0.01409813,0.007369676,0,0.161472782,0.002039465,0.081439435,0,0.076447412,0.017500063,0.006147651,2015,4,State,urban/rural,Age,statesector,1,Andaman and Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
5165,0,0.02134029,0,0,0.251511902,0,0.048204791,0,0.023709774,0.013169148,0.018018696,2015,4,State,urban/rural,Age,statesector,1,Andaman and Nicobar Islands,65+,NA,NA,NA,NA,NA
5807,0,0.056636065,0.009845443,0,0.190427735,0.015515247,0.274252892,0.061380066,0.3247464,0.278876036,0.060583435,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
5808,1,0.488087147,0.023156188,0.080353729,0.676055729,0.352684587,0.729548395,0.315633506,0.777092814,0.657090783,0.51772368,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
5809,0,0.056156117,0.005016882,0.007684555,0.199105173,0.013476093,0.282758653,0.071072116,0.40259552,0.335553765,0.052593414,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
5810,1,0.603153706,0.021091253,0.016030144,0.586211085,0.201682404,0.729584455,0.237323359,0.89198935,0.797597945,0.416190892,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
5811,0,0,0.008402456,0.004003876,0.193212494,0.002467564,0.170080677,0.034657113,0.269346327,0.150943786,0.039693668,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
5812,1,0,0.064570054,0.117152475,0.871466935,0.363076627,0.937514305,0.253825009,0.937864244,0.930609167,0.35645929,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
5813,0,0,0,0.006668308,0.093154922,0.001008446,0.059472952,0.029079072,0.151508927,0.056287318,0.003165562,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Higher,NA,NA,NA,NA
5814,1,0,0,1,1,0,0,0,0,0,0,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,Higher,NA,NA,NA,NA
5815,0,0,0,0,0.014755311,0,0.167672679,0,0.227708682,0.202857465,0,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
5816,1,0,0,0,1,0,1,0,1,0,1,2015,4,State,All,Education,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
6146,0,0.065219529,0.016857987,0,0.197221607,0.023625283,0.30358395,0.105098814,0.496586293,0.444109827,0.08772409,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
6147,1,0.468550265,0.024039932,0.083420381,0.663692594,0.366144598,0.719226778,0.327679485,0.806750178,0.682168305,0.537482321,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
6148,0,0.063797422,0.007166514,5.88E-05,0.177390262,0.019250324,0.32239151,0.101525068,0.484551013,0.479331702,0.06181886,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
6149,1,0.558632076,0.023457453,0.017828543,0.539788723,0.173702076,0.811435521,0.263948351,0.930478573,0.887079358,0.462882787,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
6150,0,0,0.005560104,0.003930422,0.202083066,0.005013249,0.259141207,0.070411444,0.460222721,0.287571847,0.064227246,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
6151,1,0,0.066679217,0.12097922,0.867268443,0.374936402,0.935473263,0.262116104,0.935834587,0.928342521,0.335438251,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
6152,0,0,0,0.014151515,0.131404087,0.002140129,0.070485793,0.061711743,0.238172829,0.119453207,0.00671797,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Higher,NA,NA,NA,NA
6153,1,0,0,1,1,0,0,0,0,0,0,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,Higher,NA,NA,NA,NA
6154,0,0,0,0,0.038282655,0,0.435026765,0,0.590790153,0.526313722,0,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
6155,1,0,0,0,1,0,1,0,1,0,1,2015,4,State,urban/rural,Education,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
6156,0,0.044585086,0,0,0.180889294,0.004128952,0.233072788,0,0.083487339,0.046891794,0.02247861,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
6157,1,1,0,0,1,0,1,0,0,0,0,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
6158,0,0.038322579,0,0.025481757,0.249784142,0,0.190262213,0,0.21132502,0,0.031062754,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
6159,1,1,0,0,1,0.451086611,0,0,0.54891336,0,0,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,Primary,NA,NA,NA,NA
6160,0,0,0.011157583,0.004075075,0.184614122,0,0.083753213,0,0.084327519,0.018508542,0.015912971,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
6161,1,0,0,0,1,0,1,0,1,1,1,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,Secondary,NA,NA,NA,NA
6162,0,0,0,0,0.059070975,0,0.049659371,0,0.07428246,0,0,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,Higher,NA,NA,NA,NA
6163,0,0,0,0,0,0,0,0,0,0,0,2015,4,State,urban/rural,Education,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
6817,0,0.022687117,0.00772522,0.004760639,0.184898302,0.006627859,0.209665641,0.046546984,0.307693839,0.21293512,0.042194806,2015,4,State,All,Gender,state,99,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
6818,1,0.356672078,0.038986444,0.053603087,0.699169755,0.314797282,0.830221057,0.279684097,0.913834572,0.823492944,0.462418318,2015,4,State,All,Gender,state,99,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
6819,0,0.023155395,0.005496788,0,0.185637787,0.010487164,0.178120255,0.047434606,0.234743521,0.165251851,0.05097295,2015,4,State,All,Gender,state,99,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
6820,1,0.545227885,0.012497704,0.110056832,0.687422633,0.226414725,0.629309297,0.221899271,0.687775373,0.613350272,0.358866245,2015,4,State,All,Gender,state,99,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
6821,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,All,Gender,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
7007,0,0.028507814,0.007805888,0.003314966,0.185378149,0.011260485,0.283744782,0.084726505,0.475300252,0.368086398,0.060980845,2015,4,State,urban/rural,Gender,statesector,0,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
7008,1,0.327287316,0.041460093,0.057004146,0.680082381,0.31130746,0.871463954,0.29742977,0.931830823,0.864309013,0.480324566,2015,4,State,urban/rural,Gender,statesector,0,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
7009,0,0.039743338,0.010089378,0,0.21410501,0.019249236,0.206553474,0.087066427,0.370249361,0.303320497,0.086902142,2015,4,State,urban/rural,Gender,statesector,0,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
7010,1,0.517107069,0.013270499,0.1168622,0.668094397,0.240415081,0.606387615,0.235620409,0.730303943,0.651276827,0.381056756,2015,4,State,urban/rural,Gender,statesector,0,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
7011,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,urban/rural,Gender,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
7012,0,0.01559075,0.007626873,0.006523146,0.184313297,0.000979941,0.119351253,0,0.103354625,0.023780713,0.019291593,2015,4,State,urban/rural,Gender,statesector,1,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
7013,1,0.819796264,0,0,1,0.369799107,0.180203766,0,0.630200863,0.180203766,0.180203766,2015,4,State,urban/rural,Gender,statesector,1,Andaman and Nicobar Islands,NA,NA,1,NA,NA,NA
7014,0,0.003301588,0,0,0.15156588,0,0.144089058,0,0.072559029,0,0.007969958,2015,4,State,urban/rural,Gender,statesector,1,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
7015,1,1,0,0,1,0,1,0,0,0,0,2015,4,State,urban/rural,Gender,statesector,1,Andaman and Nicobar Islands,NA,NA,2,NA,NA,NA
7387,0,0.267315388,0,0,0,0.006725526,0.184186265,0.039893284,0.232134774,0.071223609,0.241254359,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA
7388,1,1,0,0,0,0.18381688,0.819513202,0.214366391,1,0.808887839,0.834366441,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA
7389,0,0.051628925,0,0.014411709,0.105933659,0.004649578,0.196624979,0.040430699,0.253200382,0.123947479,0.054200899,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7390,1,0.718065321,0.011192737,0.009552678,0.413859338,0.218805686,0.877755225,0.334831744,0.797922075,0.729920506,0.365796149,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7391,0,0.014424883,0.005757249,0.001633153,0.164775312,0.009170045,0.215032235,0.042014826,0.313296914,0.210771233,0.039978482,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7392,1,0.342552125,0.033113349,0.054840844,0.757866919,0.373846978,0.766961992,0.282494515,0.891790807,0.798534811,0.467593819,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7393,0,0,0.022689719,4.48E-05,0.366521746,0.00352358,0.179810956,0.071382128,0.293774813,0.296301007,0.029500559,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,7+,NA,NA
7394,1,0.054543458,0.07272397,0.214299217,0.986444414,0.063743509,0.739097834,0.113711834,0.791174233,0.735562682,0.307826251,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,7+,NA,NA
7395,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,All,HH Size,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
7715,0,0.33044681,0,0,0,0.010818413,0.296274632,0.064170733,0.273856699,0.114567444,0.3188169,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA
7716,1,1,0,0,0,0.18381688,0.819513202,0.214366391,1,0.808887839,0.834366441,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA
7717,0,0.071965598,0,0.005337399,0.098760672,0.005957616,0.258655936,0.083898731,0.409273833,0.249824792,0.091249689,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7718,1,0.697668612,0.012002483,0.010243773,0.371454626,0.234635308,0.868911386,0.35905534,0.85564822,0.782727003,0.392259896,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7719,0,0.020735824,0.001783349,0.002989251,0.173159003,0.016784444,0.297965497,0.076902077,0.484655648,0.363363951,0.057343222,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7720,1,0.305002958,0.035718683,0.059155677,0.738816082,0.374165475,0.813127637,0.304720938,0.91237253,0.847184598,0.490205437,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7721,0,0,0.03580502,7.07E-05,0.338428587,0.005560309,0.202691793,0.112643033,0.440128684,0.459545732,0.046552718,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,7+,NA,NA
7722,1,0.054543458,0.07272397,0.214299217,0.986444414,0.063743509,0.739097834,0.113711834,0.791174233,0.735562682,0.307826251,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,7+,NA,NA
7723,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,urban/rural,HH Size,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
7724,0,0.163576305,0,0,0,0,0,0,0.163576305,0,0.11380174,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA
7725,0,0.032713279,0,0.02285195,0.112605438,0.003432939,0.138928458,0,0.108032607,0.006865879,0.019740902,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7726,1,1,0,0,1,0,1,0,0,0,0,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,2 to 3,NA,NA
7727,0,0.006824594,0.010543032,0,0.154678822,0,0.115155436,0,0.106929027,0.027003303,0.019066067,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7728,1,0.819796264,0,0,1,0.369799107,0.180203766,0,0.630200863,0.180203766,0.180203766,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,4 to 6,NA,NA
7729,0,0,0,0,0.415123403,0,0.140226692,0,0.040579833,0.013884601,0,2015,4,State,urban/rural,HH Size,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,7+,NA,NA
8357,0,0.021495594,0.011102634,0.008893424,0.180742621,0.003304588,0.188170657,0.010579024,0.266395748,0.135579631,0.060861044,2015,4,State,All,Owns House,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8358,1,0.567777634,0.012169671,0.0859522,0.747918904,0.377727687,0.699543655,0.193401679,0.765702069,0.571211815,0.441731662,2015,4,State,All,Owns House,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8359,0,0.023570575,0.004991743,0.000898289,0.187752128,0.009741596,0.215426564,0.06984441,0.315621585,0.250421196,0.032455064,2015,4,State,All,Owns House,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8360,1,0.342876077,0.040000036,0.059517734,0.679877341,0.268563032,0.814234197,0.290939659,0.896204352,0.844404995,0.43898648,2015,4,State,All,Owns House,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8361,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,All,Owns House,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
8546,0,0.030400712,0.015430943,0.005498205,0.176026016,0.007160377,0.20931828,0.022922616,0.475208491,0.290325612,0.106751375,2015,4,State,urban/rural,Owns House,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8547,1,0.454610586,0.015356007,0.108456716,0.681917548,0.388181329,0.816947997,0.244039252,0.85855639,0.720769882,0.557388425,2015,4,State,urban/rural,Owns House,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8548,0,0.030157277,0.004595861,0.001485807,0.196544573,0.015099955,0.30248785,0.115525544,0.451256782,0.391311288,0.044512946,2015,4,State,urban/rural,Owns House,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8549,1,0.346731603,0.040449824,0.06018699,0.676277637,0.271582931,0.812145293,0.294211179,0.895037174,0.84265542,0.432678074,2015,4,State,urban/rural,Owns House,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8550,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,urban/rural,Owns House,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
8551,0,0.013863497,0.007393075,0.011803281,0.184784964,0,0.17004618,0,0.087433651,0.002955251,0.02153093,2015,4,State,urban/rural,Owns House,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8552,1,1,0,0,1,0.337801844,0.251137525,0,0.411060631,0,0,2015,4,State,urban/rural,Owns House,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,0,NA
8553,0,0.013499803,0.005597027,0,0.174308851,0.001548907,0.082313761,0,0.108241446,0.035006572,0.014019106,2015,4,State,urban/rural,Owns House,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8554,1,0,0,0,1,0,1,0,1,1,1,2015,4,State,urban/rural,Owns House,statesector,1,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA
8915,0,0.020854438,0.00831358,0.004531654,0.190156847,0.005791042,0.209755316,0.033695467,0.293462396,0.192659616,0.044997111,2015,4,State,All,Agri Land,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
8916,1,0.39060244,0.039315555,0.060237881,0.727959514,0.316391528,0.785703421,0.247624934,0.847750425,0.766039252,0.434933245,2015,4,State,All,Agri Land,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
8917,0,0.037816741,0,0,0.144361526,0.018567393,0.165420473,0.149335295,0.319482028,0.307360142,0.032163583,2015,4,State,All,Agri Land,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,1
8918,1,0.438598692,0,0.097134024,0.527426779,0.182039469,0.78802532,0.371376783,0.952602506,0.838083446,0.465152055,2015,4,State,All,Agri Land,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,1
8919,0,0,0,0,0.197286457,0,0,0,0.802713573,0.470439583,0,2015,4,State,All,Agri Land,state,99,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA
9104,0,0.026548797,0.009627225,0.003310059,0.192963421,0.01105731,0.28557089,0.064337507,0.467511773,0.350791633,0.069709331,2015,4,State,urban/rural,Agri Land,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
9105,1,0.351420879,0.04184337,0.064110912,0.710468531,0.315014958,0.820073605,0.263546109,0.87582761,0.81529218,0.462897509,2015,4,State,urban/rural,Agri Land,statesector,0,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0
