,m_poor_1_20_old,m_poor_1_33,m_poor_1_50,m_poor_1_20,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
383,0.133348212,0.072083674,0.02686155,0.061264538,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,30 to 45,NA,NA,NA
384,0.038208939,0,0,0.038208939,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,45 to 64,NA,NA,NA
385,0.044848319,0.003612526,0,0.041235793,2019,State,urban/rural,Age,statesector,0,Delhi,NA,NA,65+,NA,NA,NA
386,0.310813665,0.081166737,0.005695805,0.229646928,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,15 to 29,NA,NA,NA
387,0.140654162,0.049702246,0.009009695,0.090951916,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,30 to 45,NA,NA,NA
388,0.069733828,0.020772465,0.002583129,0.048961363,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,45 to 64,NA,NA,NA
389,0.049073201,0.013082215,0,0.035990986,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,65+,NA,NA,NA
390,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
391,0.269499332,0.22988528,0,0.039614052,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,15 to 29,NA,NA,NA
392,0.189377412,0.062025059,0.018081868,0.127352353,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,30 to 45,NA,NA,NA
393,0.089663573,0.015644366,0,0.074019207,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,45 to 64,NA,NA,NA
394,0.067680448,0.018333456,0,0.049346992,2019,State,urban/rural,Age,statesector,0,Goa,NA,NA,65+,NA,NA,NA
395,0.185594141,0.018874951,0,0.16671919,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,15 to 29,NA,NA,NA
396,0.104722358,0.012212696,0,0.092509662,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,30 to 45,NA,NA,NA
397,0.041009583,0,0,0.041009583,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,45 to 64,NA,NA,NA
398,0.019475779,0,0,0.019475779,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,65+,NA,NA,NA
399,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Goa,NA,NA,NA,NA,NA,NA
400,0.649667025,0.33783561,0.098186567,0.311831415,2019,State,urban/rural,Age,statesector,0,Gujarat,NA,NA,15 to 29,NA,NA,NA
401,0.471525103,0.232673943,0.060038369,0.23885116,2019,State,urban/rural,Age,statesector,0,Gujarat,NA,NA,30 to 45,NA,NA,NA
402,0.460431129,0.193985447,0.034769032,0.266445682,2019,State,urban/rural,Age,statesector,0,Gujarat,NA,NA,45 to 64,NA,NA,NA
403,0.413584173,0.182394207,0.026237901,0.231189966,2019,State,urban/rural,Age,statesector,0,Gujarat,NA,NA,65+,NA,NA,NA
404,0.285523921,0.190802008,0,0.094721913,2019,State,urban/rural,Age,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
405,0.273577154,0.140033722,0.019953674,0.133543432,2019,State,urban/rural,Age,statesector,1,Gujarat,NA,NA,15 to 29,NA,NA,NA
406,0.139550954,0.060016289,0.009999207,0.079534665,2019,State,urban/rural,Age,statesector,1,Gujarat,NA,NA,30 to 45,NA,NA,NA
407,0.091607109,0.029652348,0.005749205,0.061954761,2019,State,urban/rural,Age,statesector,1,Gujarat,NA,NA,45 to 64,NA,NA,NA
408,0.066500753,0.022849083,0.002597526,0.04365167,2019,State,urban/rural,Age,statesector,1,Gujarat,NA,NA,65+,NA,NA,NA
409,0.643486857,0,0,0.643486857,2019,State,urban/rural,Age,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
410,0.502582371,0.217851117,0.077895015,0.284731254,2019,State,urban/rural,Age,statesector,0,Haryana,NA,NA,15 to 29,NA,NA,NA
411,0.318860292,0.107843466,0.030624628,0.211016826,2019,State,urban/rural,Age,statesector,0,Haryana,NA,NA,30 to 45,NA,NA,NA
412,0.28634429,0.065473542,0.007797375,0.220870748,2019,State,urban/rural,Age,statesector,0,Haryana,NA,NA,45 to 64,NA,NA,NA
413,0.27220124,0.062528625,0.012534901,0.209672615,2019,State,urban/rural,Age,statesector,0,Haryana,NA,NA,65+,NA,NA,NA
414,0.230653301,0.166271716,0,0.064381585,2019,State,urban/rural,Age,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
415,0.365044028,0.193979681,0.045396063,0.171064347,2019,State,urban/rural,Age,statesector,1,Haryana,NA,NA,15 to 29,NA,NA,NA
416,0.170044109,0.05356098,0.014991677,0.116483129,2019,State,urban/rural,Age,statesector,1,Haryana,NA,NA,30 to 45,NA,NA,NA
417,0.107076116,0.02196515,0.001430673,0.085110966,2019,State,urban/rural,Age,statesector,1,Haryana,NA,NA,45 to 64,NA,NA,NA
418,0.106357947,0.02887499,0.00274301,0.077482957,2019,State,urban/rural,Age,statesector,1,Haryana,NA,NA,65+,NA,NA,NA
419,0.192920327,0,0,0.192920327,2019,State,urban/rural,Age,statesector,1,Haryana,NA,NA,NA,NA,NA,NA
420,0.389754593,0.190210417,0.048123792,0.199544176,2019,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,15 to 29,NA,NA,NA
421,0.226185933,0.06808199,0.007723361,0.158103943,2019,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,30 to 45,NA,NA,NA
422,0.250287175,0.044568788,0.002743384,0.205718387,2019,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,45 to 64,NA,NA,NA
423,0.258476287,0.055699736,0.004909795,0.202776551,2019,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,65+,NA,NA,NA
424,0.362970978,0.038529612,0,0.324441366,2019,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
425,0.101701796,0.092880674,0.036701057,0.008821122,2019,State,urban/rural,Age,statesector,1,Himachal Pradesh,NA,NA,15 to 29,NA,NA,NA
426,0.110148966,0.03658434,0.025093874,0.073564626,2019,State,urban/rural,Age,statesector,1,Himachal Pradesh,NA,NA,30 to 45,NA,NA,NA
427,0.066703521,0.012379038,0,0.054324483,2019,State,urban/rural,Age,statesector,1,Himachal Pradesh,NA,NA,45 to 64,NA,NA,NA
428,0.035148483,0.006316658,0,0.028831825,2019,State,urban/rural,Age,statesector,1,Himachal Pradesh,NA,NA,65+,NA,NA,NA
429,0.375072628,0.152587444,0.03572889,0.222485184,2019,State,urban/rural,Age,statesector,0,Jammu and Kashmir,NA,NA,15 to 29,NA,NA,NA
430,0.243571863,0.098286487,0.017917702,0.145285376,2019,State,urban/rural,Age,statesector,0,Jammu and Kashmir,NA,NA,30 to 45,NA,NA,NA
431,0.174877957,0.057470471,0.008543462,0.117407486,2019,State,urban/rural,Age,statesector,0,Jammu and Kashmir,NA,NA,45 to 64,NA,NA,NA
432,0.196050748,0.06755475,0.006823461,0.128495998,2019,State,urban/rural,Age,statesector,0,Jammu and Kashmir,NA,NA,65+,NA,NA,NA
433,0.35570094,0,0,0.35570094,2019,State,urban/rural,Age,statesector,0,Jammu and Kashmir,NA,NA,NA,NA,NA,NA
434,0.140854627,0.054895468,0.006896804,0.085959159,2019,State,urban/rural,Age,statesector,1,Jammu and Kashmir,NA,NA,15 to 29,NA,NA,NA
435,0.074018471,0.027812848,0.002595464,0.046205623,2019,State,urban/rural,Age,statesector,1,Jammu and Kashmir,NA,NA,30 to 45,NA,NA,NA
436,0.042925775,0.003966834,0,0.038958941,2019,State,urban/rural,Age,statesector,1,Jammu and Kashmir,NA,NA,45 to 64,NA,NA,NA
437,0.063959703,0.013794014,0,0.050165689,2019,State,urban/rural,Age,statesector,1,Jammu and Kashmir,NA,NA,65+,NA,NA,NA
438,0.776880741,0.531247735,0.197715774,0.245633006,2019,State,urban/rural,Age,statesector,0,Jharkhand,NA,NA,15 to 29,NA,NA,NA
439,0.620962679,0.395199269,0.144865498,0.22576341,2019,State,urban/rural,Age,statesector,0,Jharkhand,NA,NA,30 to 45,NA,NA,NA
440,0.590965211,0.320511639,0.074712224,0.270453572,2019,State,urban/rural,Age,statesector,0,Jharkhand,NA,NA,45 to 64,NA,NA,NA
441,0.590930104,0.335952014,0.062569082,0.25497809,2019,State,urban/rural,Age,statesector,0,Jharkhand,NA,NA,65+,NA,NA,NA
442,0.362883985,0.216434628,0.216434628,0.146449357,2019,State,urban/rural,Age,statesector,0,Jharkhand,NA,NA,NA,NA,NA,NA
443,0.388983935,0.161364272,0.055161502,0.227619663,2019,State,urban/rural,Age,statesector,1,Jharkhand,NA,NA,15 to 29,NA,NA,NA
444,0.259193987,0.100819655,0.027173936,0.158374332,2019,State,urban/rural,Age,statesector,1,Jharkhand,NA,NA,30 to 45,NA,NA,NA
445,0.211684197,0.067415118,0.00875101,0.144269079,2019,State,urban/rural,Age,statesector,1,Jharkhand,NA,NA,45 to 64,NA,NA,NA
446,0.188517287,0.073575772,0.009762504,0.114941515,2019,State,urban/rural,Age,statesector,1,Jharkhand,NA,NA,65+,NA,NA,NA
447,0.404788941,0,0,0.404788941,2019,State,urban/rural,Age,statesector,1,Jharkhand,NA,NA,NA,NA,NA,NA
448,0.47221455,0.192464888,0.059493251,0.279749662,2019,State,urban/rural,Age,statesector,0,Karnataka,NA,NA,15 to 29,NA,NA,NA
449,0.329727143,0.130389109,0.024386672,0.199338034,2019,State,urban/rural,Age,statesector,0,Karnataka,NA,NA,30 to 45,NA,NA,NA
450,0.330609828,0.102682896,0.013042872,0.227926932,2019,State,urban/rural,Age,statesector,0,Karnataka,NA,NA,45 to 64,NA,NA,NA
451,0.356052965,0.121847287,0.016405758,0.234205678,2019,State,urban/rural,Age,statesector,0,Karnataka,NA,NA,65+,NA,NA,NA
452,0.69696641,0.140080631,0,0.556885779,2019,State,urban/rural,Age,statesector,0,Karnataka,NA,NA,NA,NA,NA,NA
453,0.211806908,0.062807038,0.031537134,0.14899987,2019,State,urban/rural,Age,statesector,1,Karnataka,NA,NA,15 to 29,NA,NA,NA
454,0.155296639,0.036553252,0.005287326,0.118743387,2019,State,urban/rural,Age,statesector,1,Karnataka,NA,NA,30 to 45,NA,NA,NA
455,0.130879521,0.028216315,0.000590699,0.102663206,2019,State,urban/rural,Age,statesector,1,Karnataka,NA,NA,45 to 64,NA,NA,NA
456,0.140218288,0.025328936,0.001028259,0.114889352,2019,State,urban/rural,Age,statesector,1,Karnataka,NA,NA,65+,NA,NA,NA
457,0.064080931,0.064080931,0,0,2019,State,urban/rural,Age,statesector,1,Karnataka,NA,NA,NA,NA,NA,NA
458,0.194250613,0.078228258,0,0.116022355,2019,State,urban/rural,Age,statesector,0,Kerala,NA,NA,15 to 29,NA,NA,NA
459,0.101091467,0.016805742,0.00073431,0.084285725,2019,State,urban/rural,Age,statesector,0,Kerala,NA,NA,30 to 45,NA,NA,NA
460,0.104348853,0.008638729,0.000462781,0.095710124,2019,State,urban/rural,Age,statesector,0,Kerala,NA,NA,45 to 64,NA,NA,NA
461,0.14248696,0.013423117,0.000689188,0.129063843,2019,State,urban/rural,Age,statesector,0,Kerala,NA,NA,65+,NA,NA,NA
462,0,0,0,0,2019,State,urban/rural,Age,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
463,0.111117661,0.012889992,0,0.098227669,2019,State,urban/rural,Age,statesector,1,Kerala,NA,NA,15 to 29,NA,NA,NA
464,0.064611435,0.006976387,0,0.057635048,2019,State,urban/rural,Age,statesector,1,Kerala,NA,NA,30 to 45,NA,NA,NA
465,0.073173076,0.003193551,0,0.069979525,2019,State,urban/rural,Age,statesector,1,Kerala,NA,NA,45 to 64,NA,NA,NA
466,0.081940755,0.003154197,0,0.078786558,2019,State,urban/rural,Age,statesector,1,Kerala,NA,NA,65+,NA,NA,NA
467,0.219995305,0.044408176,0,0.175587129,2019,State,urban/rural,Age,statesector,0,Ladakh,NA,NA,15 to 29,NA,NA,NA
468,0.269046843,0.107685842,0.021687089,0.161361001,2019,State,urban/rural,Age,statesector,0,Ladakh,NA,NA,30 to 45,NA,NA,NA
469,0.170884132,0.040137693,0,0.130746439,2019,State,urban/rural,Age,statesector,0,Ladakh,NA,NA,45 to 64,NA,NA,NA
470,0.244443759,0.125227973,0.008722155,0.119215786,2019,State,urban/rural,Age,statesector,0,Ladakh,NA,NA,65+,NA,NA,NA
471,0,0,0,0,2019,State,urban/rural,Age,statesector,0,Ladakh,NA,NA,NA,NA,NA,NA
472,0.067628823,0,0,0.067628823,2019,State,urban/rural,Age,statesector,1,Ladakh,NA,NA,15 to 29,NA,NA,NA
473,0.148020238,0.022004293,0.010091162,0.126015945,2019,State,urban/rural,Age,statesector,1,Ladakh,NA,NA,30 to 45,NA,NA,NA
474,0.08108113,0.016577534,0,0.064503596,2019,State,urban/rural,Age,statesector,1,Ladakh,NA,NA,45 to 64,NA,NA,NA
475,0.231616378,0,0,0.231616378,2019,State,urban/rural,Age,statesector,1,Ladakh,NA,NA,65+,NA,NA,NA
476,0.187248513,0.187248513,0,0,2019,State,urban/rural,Age,statesector,0,Lakshadweep,NA,NA,15 to 29,NA,NA,NA
477,0.16063638,0,0,0.16063638,2019,State,urban/rural,Age,statesector,0,Lakshadweep,NA,NA,30 to 45,NA,NA,NA
478,0.322131425,0.014407021,0,0.307724404,2019,State,urban/rural,Age,statesector,0,Lakshadweep,NA,NA,45 to 64,NA,NA,NA
479,0.422201782,0,0,0.422201782,2019,State,urban/rural,Age,statesector,0,Lakshadweep,NA,NA,65+,NA,NA,NA
480,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Lakshadweep,NA,NA,15 to 29,NA,NA,NA
481,0.064017795,0.003210253,0,0.060807542,2019,State,urban/rural,Age,statesector,1,Lakshadweep,NA,NA,30 to 45,NA,NA,NA
482,0.124976687,0.011374932,0,0.113601755,2019,State,urban/rural,Age,statesector,1,Lakshadweep,NA,NA,45 to 64,NA,NA,NA
483,0.13825193,0.005180054,0,0.133071876,2019,State,urban/rural,Age,statesector,1,Lakshadweep,NA,NA,65+,NA,NA,NA
484,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,NA
485,0.738590479,0.47609508,0.124747448,0.262495399,2019,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,15 to 29,NA,NA,NA
486,0.545769989,0.299908608,0.085701779,0.245861381,2019,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,30 to 45,NA,NA,NA
487,0.52802825,0.265022337,0.052682456,0.263005913,2019,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,45 to 64,NA,NA,NA
488,0.527819276,0.279309124,0.040166482,0.248510152,2019,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,65+,NA,NA,NA
489,0.405813217,0.27035287,0.137204617,0.135460347,2019,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
490,0.378561735,0.183923811,0.045439705,0.194637924,2019,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,15 to 29,NA,NA,NA
491,0.21866706,0.08563371,0.018498944,0.13303335,2019,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,30 to 45,NA,NA,NA
492,0.177832946,0.060466085,0.010002362,0.117366861,2019,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,45 to 64,NA,NA,NA
493,0.185621172,0.062879182,0.002835667,0.12274199,2019,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,65+,NA,NA,NA
494,0.142777294,0.142777294,0.142777294,0,2019,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
495,0.454183728,0.221277207,0.059814699,0.232906521,2019,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,15 to 29,NA,NA,NA
496,0.354039192,0.146807343,0.033727098,0.207231849,2019,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,30 to 45,NA,NA,NA
497,0.330659866,0.112104796,0.013743119,0.21855507,2019,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,45 to 64,NA,NA,NA
498,0.369933754,0.136096537,0.013283599,0.233837217,2019,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,65+,NA,NA,NA
499,0.157702163,0.131644174,0.080143377,0.026057989,2019,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
500,0.207688659,0.038850468,0,0.168838191,2019,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,15 to 29,NA,NA,NA
501,0.177446797,0.048358764,0.0027937,0.129088033,2019,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,30 to 45,NA,NA,NA
502,0.114285417,0.024158588,0.004529091,0.090126829,2019,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,45 to 64,NA,NA,NA
503,0.111295834,0.027100578,0.002474625,0.084195256,2019,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,65+,NA,NA,NA
504,0.293761969,0,0,0.293761969,2019,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
505,0.526888609,0.289896756,0.048654635,0.236991853,2019,State,urban/rural,Age,statesector,0,Manipur,NA,NA,15 to 29,NA,NA,NA
506,0.360844404,0.15777941,0.030814443,0.203064994,2019,State,urban/rural,Age,statesector,0,Manipur,NA,NA,30 to 45,NA,NA,NA
507,0.29514426,0.102527238,0.012560867,0.192617022,2019,State,urban/rural,Age,statesector,0,Manipur,NA,NA,45 to 64,NA,NA,NA
508,0.291949928,0.093355976,0.006360088,0.198593952,2019,State,urban/rural,Age,statesector,0,Manipur,NA,NA,65+,NA,NA,NA
509,0.677164674,0,0,0.677164674,2019,State,urban/rural,Age,statesector,0,Manipur,NA,NA,NA,NA,NA,NA
510,0.375496358,0.141253546,0.027758503,0.234242812,2019,State,urban/rural,Age,statesector,1,Manipur,NA,NA,15 to 29,NA,NA,NA
511,0.22956723,0.061739132,0.009767447,0.167828098,2019,State,urban/rural,Age,statesector,1,Manipur,NA,NA,30 to 45,NA,NA,NA
512,0.144355744,0.035555631,0.001060802,0.108800113,2019,State,urban/rural,Age,statesector,1,Manipur,NA,NA,45 to 64,NA,NA,NA
513,0.141135886,0.02672622,0.002339889,0.114409666,2019,State,urban/rural,Age,statesector,1,Manipur,NA,NA,65+,NA,NA,NA
514,0.720507383,0.516291261,0.200367078,0.204216122,2019,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,15 to 29,NA,NA,NA
515,0.574065864,0.359143138,0.162112147,0.214922726,2019,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,30 to 45,NA,NA,NA
516,0.435590625,0.202303216,0.051410474,0.233287409,2019,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,45 to 64,NA,NA,NA
517,0.485648155,0.261789083,0.082557268,0.223859072,2019,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,65+,NA,NA,NA
518,1,1,0.050673429,0,2019,State,urban/rural,Age,statesector,0,Meghalaya,NA,NA,NA,NA,NA,NA
519,0.475192159,0.237332091,0.051116165,0.237860068,2019,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,15 to 29,NA,NA,NA
520,0.234618992,0.10395316,0.049054965,0.130665832,2019,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,30 to 45,NA,NA,NA
521,0.11410284,0.031863499,0.004307593,0.082239341,2019,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,45 to 64,NA,NA,NA
522,0.077765323,0.032037113,0.006696864,0.04572821,2019,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,65+,NA,NA,NA
523,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
524,0.511478007,0.290140837,0.078206412,0.22133717,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,15 to 29,NA,NA,NA
525,0.311091274,0.157750934,0.064505681,0.15334034,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,30 to 45,NA,NA,NA
526,0.220264062,0.082668103,0.020885002,0.137595959,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,45 to 64,NA,NA,NA
527,0.182824314,0.050933711,0.010369875,0.131890603,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,65+,NA,NA,NA
528,0,0,0,0,2019,State,urban/rural,Age,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
529,0.125350133,0.02581434,0,0.099535793,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,15 to 29,NA,NA,NA
530,0.067909747,0.011234475,0.001466384,0.056675272,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,30 to 45,NA,NA,NA
531,0.035707634,0.003393104,0.000545863,0.03231453,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,45 to 64,NA,NA,NA
532,0.043229245,0.009464726,0,0.033764519,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,65+,NA,NA,NA
533,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
534,0.484122783,0.295767546,0.081193909,0.188355237,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,15 to 29,NA,NA,NA
535,0.418181151,0.239564359,0.056772888,0.178616792,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,30 to 45,NA,NA,NA
536,0.353175819,0.187842995,0.025188051,0.165332824,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,45 to 64,NA,NA,NA
537,0.41341272,0.244017914,0.01732683,0.169394806,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,65+,NA,NA,NA
538,0.517568231,0.517568231,0.517568231,0,2019,State,urban/rural,Age,statesector,0,Nagaland,NA,NA,NA,NA,NA,NA
539,0.309418201,0.158490181,0.042388752,0.15092802,2019,State,urban/rural,Age,statesector,1,Nagaland,NA,NA,15 to 29,NA,NA,NA
540,0.20345816,0.08248888,0.007099395,0.12096928,2019,State,urban/rural,Age,statesector,1,Nagaland,NA,NA,30 to 45,NA,NA,NA
541,0.134637162,0.031404987,0.005645739,0.103232175,2019,State,urban/rural,Age,statesector,1,Nagaland,NA,NA,45 to 64,NA,NA,NA
542,0.21591413,0.060943577,0,0.154970553,2019,State,urban/rural,Age,statesector,1,Nagaland,NA,NA,65+,NA,NA,NA
543,0.650927663,0.4154751,0.149196982,0.235452563,2019,State,urban/rural,Age,statesector,0,Odisha,NA,NA,15 to 29,NA,NA,NA
544,0.47028929,0.267141551,0.080447912,0.203147739,2019,State,urban/rural,Age,statesector,0,Odisha,NA,NA,30 to 45,NA,NA,NA
545,0.410072356,0.195003688,0.036217876,0.215068668,2019,State,urban/rural,Age,statesector,0,Odisha,NA,NA,45 to 64,NA,NA,NA
546,0.395782441,0.192302883,0.029391972,0.203479558,2019,State,urban/rural,Age,statesector,0,Odisha,NA,NA,65+,NA,NA,NA
547,0.571374416,0.121044487,0.040500119,0.450329929,2019,State,urban/rural,Age,statesector,0,Odisha,NA,NA,NA,NA,NA,NA
548,0.416793108,0.227702454,0.090176627,0.189090654,2019,State,urban/rural,Age,statesector,1,Odisha,NA,NA,15 to 29,NA,NA,NA
549,0.201757699,0.076810643,0.01880775,0.124947056,2019,State,urban/rural,Age,statesector,1,Odisha,NA,NA,30 to 45,NA,NA,NA
550,0.169640198,0.059802897,0.010554404,0.109837301,2019,State,urban/rural,Age,statesector,1,Odisha,NA,NA,45 to 64,NA,NA,NA
551,0.136353776,0.044481464,0.005303797,0.091872312,2019,State,urban/rural,Age,statesector,1,Odisha,NA,NA,65+,NA,NA,NA
552,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Odisha,NA,NA,NA,NA,NA,NA
553,0.222569391,0.047427386,0,0.175142005,2019,State,urban/rural,Age,statesector,0,Puducherry,NA,NA,15 to 29,NA,NA,NA
554,0.07281328,0.003735072,0,0.069078208,2019,State,urban/rural,Age,statesector,0,Puducherry,NA,NA,30 to 45,NA,NA,NA
555,0.092205852,0.009152176,0.00060322,0.083053676,2019,State,urban/rural,Age,statesector,0,Puducherry,NA,NA,45 to 64,NA,NA,NA
556,0.152621508,0.051645104,0.005038382,0.100976404,2019,State,urban/rural,Age,statesector,0,Puducherry,NA,NA,65+,NA,NA,NA
557,0.172857344,0.02925558,0.003058681,0.143601764,2019,State,urban/rural,Age,statesector,1,Puducherry,NA,NA,15 to 29,NA,NA,NA
558,0.110829346,0.022244297,0,0.088585049,2019,State,urban/rural,Age,statesector,1,Puducherry,NA,NA,30 to 45,NA,NA,NA
559,0.047341879,0.00748959,0,0.039852289,2019,State,urban/rural,Age,statesector,1,Puducherry,NA,NA,45 to 64,NA,NA,NA
560,0.055854496,0.010054148,0,0.045800348,2019,State,urban/rural,Age,statesector,1,Puducherry,NA,NA,65+,NA,NA,NA
561,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Puducherry,NA,NA,NA,NA,NA,NA
562,0.446269423,0.193364233,0.023890553,0.25290519,2019,State,urban/rural,Age,statesector,0,Punjab,NA,NA,15 to 29,NA,NA,NA
563,0.218030736,0.060320381,0.011940646,0.157710355,2019,State,urban/rural,Age,statesector,0,Punjab,NA,NA,30 to 45,NA,NA,NA
564,0.180588827,0.031969298,0.002978389,0.148619529,2019,State,urban/rural,Age,statesector,0,Punjab,NA,NA,45 to 64,NA,NA,NA
565,0.192156881,0.044610113,0.006453752,0.147546768,2019,State,urban/rural,Age,statesector,0,Punjab,NA,NA,65+,NA,NA,NA
566,0,0,0,0,2019,State,urban/rural,Age,statesector,0,Punjab,NA,NA,NA,NA,NA,NA
567,0.421037585,0.188034028,0.038663961,0.233003557,2019,State,urban/rural,Age,statesector,1,Punjab,NA,NA,15 to 29,NA,NA,NA
568,0.171531677,0.066825755,0.012855404,0.104705922,2019,State,urban/rural,Age,statesector,1,Punjab,NA,NA,30 to 45,NA,NA,NA
569,0.084444255,0.032908473,0.00353172,0.051535782,2019,State,urban/rural,Age,statesector,1,Punjab,NA,NA,45 to 64,NA,NA,NA
570,0.066428132,0.022315798,0.002678916,0.044112334,2019,State,urban/rural,Age,statesector,1,Punjab,NA,NA,65+,NA,NA,NA
571,0,0,0,0,2019,State,urban/rural,Age,statesector,1,Punjab,NA,NA,NA,NA,NA,NA
572,0.639218628,0.36022377,0.095919214,0.278994858,2019,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,15 to 29,NA,NA,NA
573,0.451675415,0.22337769,0.063396342,0.228297725,2019,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,30 to 45,NA,NA,NA
574,0.446907997,0.171592951,0.02923945,0.275315046,2019,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,45 to 64,NA,NA,NA
575,0.450494468,0.183600828,0.026874149,0.26689364,2019,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,65+,NA,NA,NA
576,0.341508806,0.131848857,0.131848857,0.209659949,2019,State,urban/rural,Age,statesector,0,Rajasthan,NA,NA,NA,NA,NA,NA
577,0.298767507,0.092874378,0.030173745,0.205893129,2019,State,urban/rural,Age,statesector,1,Rajasthan,NA,NA,15 to 29,NA,NA,NA
578,0.16816783,0.0556334,0.012790748,0.11253443,2019,State,urban/rural,Age,statesector,1,Rajasthan,NA,NA,30 to 45,NA,NA,NA
579,0.180524841,0.034607965,0.004662481,0.145916876,2019,State,urban/rural,Age,statesector,1,Rajasthan,NA,NA,45 to 64,NA,NA,NA
580,0.142579421,0.02471685,0.001802987,0.117862571,2019,State,urban/rural,Age,statesector,1,Rajasthan,NA,NA,65+,NA,NA,NA
