,poor_420,inc_selfemp,inc_salaried,inc_casual,year,level,area,dem,SourceSheet,sector,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_dwelling
356,1,0.7872,0.1458,0.0597,2023,State,All,Age,state,NA,99,Nagaland,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,0,0.5426,0.3684,0.0823,2023,State,All,Age,state,NA,99,Nagaland,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,0.6450,0.1392,0.2158,2023,State,All,Age,state,NA,99,Nagaland,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,0,0.3639,0.1824,0.1056,2023,State,All,Age,state,NA,99,Nagaland,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1,0.6602,0.0000,0.3398,2023,State,All,Age,state,NA,99,Nagaland,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,0,0.5571,0.2438,0.1126,2023,State,All,Age,state,NA,99,Manipur,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,1,0.6678,0.2323,0.0946,2023,State,All,Age,state,NA,99,Manipur,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,0,0.5846,0.2741,0.1198,2023,State,All,Age,state,NA,99,Manipur,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,1,0.7533,0.0950,0.1216,2023,State,All,Age,state,NA,99,Manipur,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,0,0.5422,0.3171,0.1364,2023,State,All,Age,state,NA,99,Manipur,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,1,0.6892,0.0711,0.2398,2023,State,All,Age,state,NA,99,Manipur,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,0,0.3564,0.1051,0.2575,2023,State,All,Age,state,NA,99,Manipur,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1,0.5489,0.0643,0.3868,2023,State,All,Age,state,NA,99,Manipur,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,0,0.5544,0.3883,0.0312,2023,State,All,Age,state,NA,99,Mizoram,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,1,0.6418,0.0994,0.2282,2023,State,All,Age,state,NA,99,Mizoram,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,0,0.4893,0.4308,0.0559,2023,State,All,Age,state,NA,99,Mizoram,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1,0.7939,0.0303,0.1482,2023,State,All,Age,state,NA,99,Mizoram,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,0,0.4212,0.4668,0.0852,2023,State,All,Age,state,NA,99,Mizoram,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,1,0.3526,0.1733,0.4741,2023,State,All,Age,state,NA,99,Mizoram,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,0,0.2809,0.4010,0.1802,2023,State,All,Age,state,NA,99,Mizoram,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,1,0.0000,0.2425,0.7575,2023,State,All,Age,state,NA,99,Mizoram,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,0,0.4935,0.1386,0.1447,2023,State,All,Age,state,NA,99,Tripura,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,1,0.2734,0.1008,0.5074,2023,State,All,Age,state,NA,99,Tripura,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,0,0.4946,0.2259,0.2118,2023,State,All,Age,state,NA,99,Tripura,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,1,0.7230,0.0915,0.1854,2023,State,All,Age,state,NA,99,Tripura,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,0,0.4849,0.1885,0.2864,2023,State,All,Age,state,NA,99,Tripura,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,1,0.3450,0.0682,0.5868,2023,State,All,Age,state,NA,99,Tripura,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,0,0.3446,0.1623,0.2890,2023,State,All,Age,state,NA,99,Tripura,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,1,0.7373,0.0000,0.2627,2023,State,All,Age,state,NA,99,Tripura,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,0,0.5084,0.2643,0.1440,2023,State,All,Age,state,NA,99,Meghalaya,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,0.6301,0.0602,0.2187,2023,State,All,Age,state,NA,99,Meghalaya,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,0,0.5198,0.2188,0.2344,2023,State,All,Age,state,NA,99,Meghalaya,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,1,0.6076,0.0568,0.3356,2023,State,All,Age,state,NA,99,Meghalaya,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,0,0.5181,0.2099,0.2636,2023,State,All,Age,state,NA,99,Meghalaya,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,0.6302,0.0552,0.3147,2023,State,All,Age,state,NA,99,Meghalaya,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,0,0.3688,0.1291,0.3700,2023,State,All,Age,state,NA,99,Meghalaya,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,0.3260,0.1116,0.4626,2023,State,All,Age,state,NA,99,Meghalaya,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,0,0.3688,0.0000,0.0000,2023,State,All,Age,state,NA,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,0,0.4970,0.1673,0.1883,2023,State,All,Age,state,NA,99,Assam,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,0.5135,0.1243,0.3422,2023,State,All,Age,state,NA,99,Assam,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,0,0.4889,0.2130,0.2447,2023,State,All,Age,state,NA,99,Assam,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,0.5215,0.1425,0.3167,2023,State,All,Age,state,NA,99,Assam,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,0,0.4451,0.1986,0.3370,2023,State,All,Age,state,NA,99,Assam,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,0.4064,0.1619,0.4089,2023,State,All,Age,state,NA,99,Assam,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,0,0.2774,0.1853,0.3744,2023,State,All,Age,state,NA,99,Assam,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,1,0.3440,0.1659,0.4439,2023,State,All,Age,state,NA,99,Assam,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,0,0.3780,0.2342,0.1306,2023,State,All,Age,state,NA,99,West Bengal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,0.3533,0.1133,0.3339,2023,State,All,Age,state,NA,99,West Bengal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,0,0.4414,0.2305,0.2603,2023,State,All,Age,state,NA,99,West Bengal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,0.3816,0.1613,0.4221,2023,State,All,Age,state,NA,99,West Bengal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,0,0.3673,0.2307,0.3767,2023,State,All,Age,state,NA,99,West Bengal,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,0.2948,0.1232,0.5645,2023,State,All,Age,state,NA,99,West Bengal,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,0,0.1882,0.1991,0.4490,2023,State,All,Age,state,NA,99,West Bengal,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,0.2769,0.1561,0.5086,2023,State,All,Age,state,NA,99,West Bengal,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,0,0.0000,0.0374,0.0000,2023,State,All,Age,state,NA,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,0,0.4312,0.1978,0.1524,2023,State,All,Age,state,NA,99,Jharkhand,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,1,0.5590,0.0591,0.2477,2023,State,All,Age,state,NA,99,Jharkhand,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,0,0.4709,0.2444,0.2158,2023,State,All,Age,state,NA,99,Jharkhand,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1,0.5704,0.1206,0.2729,2023,State,All,Age,state,NA,99,Jharkhand,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,0,0.4225,0.2463,0.2850,2023,State,All,Age,state,NA,99,Jharkhand,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0.4530,0.1785,0.3511,2023,State,All,Age,state,NA,99,Jharkhand,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,0,0.3350,0.2374,0.2860,2023,State,All,Age,state,NA,99,Jharkhand,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0.3211,0.1934,0.4212,2023,State,All,Age,state,NA,99,Jharkhand,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,0.4406,0.1512,0.1296,2023,State,All,Age,state,NA,99,Odisha,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0.3705,0.0672,0.2848,2023,State,All,Age,state,NA,99,Odisha,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,0.4774,0.1933,0.2451,2023,State,All,Age,state,NA,99,Odisha,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,1,0.4882,0.0751,0.3826,2023,State,All,Age,state,NA,99,Odisha,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,0,0.3953,0.2086,0.3386,2023,State,All,Age,state,NA,99,Odisha,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1,0.4246,0.0528,0.4990,2023,State,All,Age,state,NA,99,Odisha,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0.1710,0.1418,0.1926,2023,State,All,Age,state,NA,99,Odisha,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1,0.3609,0.0708,0.3664,2023,State,All,Age,state,NA,99,Odisha,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,0,0.5979,0.1038,0.1245,2023,State,All,Age,state,NA,99,Chhattisgarh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,1,0.6530,0.0804,0.1859,2023,State,All,Age,state,NA,99,Chhattisgarh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,0,0.5362,0.2125,0.1993,2023,State,All,Age,state,NA,99,Chhattisgarh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1,0.6356,0.0710,0.2813,2023,State,All,Age,state,NA,99,Chhattisgarh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,0,0.4654,0.2382,0.2844,2023,State,All,Age,state,NA,99,Chhattisgarh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,1,0.5539,0.0806,0.3570,2023,State,All,Age,state,NA,99,Chhattisgarh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,0,0.3807,0.2097,0.2632,2023,State,All,Age,state,NA,99,Chhattisgarh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1,0.3809,0.0642,0.3187,2023,State,All,Age,state,NA,99,Chhattisgarh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,0,0.5885,0.0964,0.1565,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1,0.5963,0.0462,0.2644,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,0,0.5631,0.1754,0.2239,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1,0.5312,0.0627,0.3977,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0,0.4921,0.1720,0.3211,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,1,0.4460,0.0529,0.4969,2023,State,All,Age,state,NA,99,Madhya Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,0,0.3209,0.1655,0.3996,2023,State,All,Age,state,NA,99,Madhya Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1,0.3416,0.0525,0.5777,2023,State,All,Age,state,NA,99,Madhya Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,0,0.4813,0.2145,0.1019,2023,State,All,Age,state,NA,99,Gujarat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,1,0.4396,0.1345,0.2948,2023,State,All,Age,state,NA,99,Gujarat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,0,0.4901,0.2958,0.1631,2023,State,All,Age,state,NA,99,Gujarat,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,1,0.4824,0.1266,0.3784,2023,State,All,Age,state,NA,99,Gujarat,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,0,0.4342,0.3711,0.1833,2023,State,All,Age,state,NA,99,Gujarat,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,1,0.4322,0.1234,0.4354,2023,State,All,Age,state,NA,99,Gujarat,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,0,0.1865,0.5017,0.1540,2023,State,All,Age,state,NA,99,Gujarat,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,1,0.2284,0.2844,0.2133,2023,State,All,Age,state,NA,99,Gujarat,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,0,0.0197,0.0000,0.0000,2023,State,All,Age,state,NA,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0,0.2683,0.4842,0.0414,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,1,0.2787,0.6030,0.0000,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,0,0.2777,0.6243,0.0429,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1,0.3299,0.3421,0.3280,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,0,0.2238,0.7209,0.0401,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,1,0.0720,0.4007,0.5274,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0,0.0482,0.8252,0.0492,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1,0.0532,0.8637,0.0831,2023,State,All,Age,state,NA,99,Dadra and Nagar Haveli and Daman and Diu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,0,0.4087,0.1875,0.1172,2023,State,All,Age,state,NA,99,Maharashtra,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,1,0.3881,0.1154,0.3344,2023,State,All,Age,state,NA,99,Maharashtra,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,0,0.4527,0.3138,0.1567,2023,State,All,Age,state,NA,99,Maharashtra,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,1,0.3710,0.1364,0.4607,2023,State,All,Age,state,NA,99,Maharashtra,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,0,0.3629,0.4087,0.2042,2023,State,All,Age,state,NA,99,Maharashtra,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,1,0.2820,0.1837,0.5260,2023,State,All,Age,state,NA,99,Maharashtra,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0,0.1376,0.4066,0.1256,2023,State,All,Age,state,NA,99,Maharashtra,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,1,0.2044,0.1756,0.4845,2023,State,All,Age,state,NA,99,Maharashtra,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0,0.2527,0.0860,0.1437,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,1,0.2031,0.0936,0.1325,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,0,0.3763,0.1902,0.2908,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,1,0.4372,0.0850,0.3595,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,0,0.3766,0.2663,0.3395,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,1,0.4603,0.1478,0.3334,2023,State,All,Age,state,NA,99,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,0,0.2027,0.2238,0.2180,2023,State,All,Age,state,NA,99,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,1,0.2451,0.0864,0.1376,2023,State,All,Age,state,NA,99,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0,0.4816,0.1464,0.1740,2023,State,All,Age,state,NA,99,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,1,0.5144,0.0588,0.3366,2023,State,All,Age,state,NA,99,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,0,0.4892,0.2242,0.2457,2023,State,All,Age,state,NA,99,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,1,0.5213,0.0885,0.3766,2023,State,All,Age,state,NA,99,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,0,0.4206,0.3158,0.2491,2023,State,All,Age,state,NA,99,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,1,0.4508,0.1240,0.4252,2023,State,All,Age,state,NA,99,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0,0.1136,0.5186,0.1237,2023,State,All,Age,state,NA,99,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,1,0.1992,0.0804,0.3420,2023,State,All,Age,state,NA,99,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,0,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,1,0.0000,0.0000,0.0000,2023,State,All,Age,state,NA,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,0,0.2513,0.5070,0.0458,2023,State,All,Age,state,NA,99,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,1,0.2230,0.0000,0.2702,2023,State,All,Age,state,NA,99,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,0,0.2875,0.5913,0.0491,2023,State,All,Age,state,NA,99,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
