State,Code,Indicator,Year,Value
Maharashtra,tax_rev_total,Tax revenues,2021,82.29
Maharashtra,own_tax_total,State's own tax revenues,2021,66.05
Maharashtra,inc_tax_total,Taxes on Income,2021,0.79
Maharashtra,prop_tax_total,Taxes on Property and Capital,2021,11.56
Maharashtra,comm_tax_total,Taxes on Commodities and Services,2021,53.7
Maharashtra,central_share_total,Share in central government tax,2021,16.24
Maharashtra,nontax_total,Non-tax revenues,2021,17.36
Maharashtra,own_nontax_total,State's Own Non-Tax Revenue,2021,5.77
Maharashtra,grants_total,Grants from the Centre,2021,11.59
Maharashtra,loan_rec_total,Recovery of loans and advances,2021,0.35
Maharashtra,misc_cap_total,Miscellaneous capital receipts,2021,0.0
Maharashtra,inc_tax_taxrev,Taxes on Income,2021,0.96
Maharashtra,prop_tax_taxrev,Taxes on Property and Capital,2021,14.05
Maharashtra,nontax_taxrev,Non-tax revenues,2021,21.1
Maharashtra,own_nontax_taxrev,State's Own Non-Tax Revenue,2021,7.01
Maharashtra,total_rev_gdp,Total revenues,2022,11.14
Maharashtra,cur_rev_gdp,Current revenues,2022,11.13
Maharashtra,tax_rev_gdp,Tax revenues,2022,9.26
Maharashtra,own_tax_gdp,State's own tax revenues,2022,7.61
Maharashtra,inc_tax_gdp,Taxes on Income,2022,0.08
Maharashtra,prop_tax_gdp,Taxes on Property and Capital,2022,1.31
Maharashtra,comm_tax_gdp,Taxes on Commodities and Services,2022,6.22
Maharashtra,central_share_gdp,Share in central government tax,2022,1.65
Maharashtra,nontax_gdp,Non-tax revenues,2022,1.87
Maharashtra,own_nontax_gdp,State's Own Non-Tax Revenue,2022,0.46
Maharashtra,grants_gdp,Grants from the Centre,2022,1.41
Maharashtra,loan_rec_gdp,Recovery of loans and advances,2022,0.02
Maharashtra,misc_cap_gdp,Miscellaneous capital receipts,2022,0.0
Maharashtra,cur_rev_total,Current revenues,2022,99.84
Maharashtra,tax_rev_total,Tax revenues,2022,83.06
Maharashtra,own_tax_total,State's own tax revenues,2022,68.29
Maharashtra,inc_tax_total,Taxes on Income,2022,0.72
Maharashtra,prop_tax_total,Taxes on Property and Capital,2022,11.74
Maharashtra,comm_tax_total,Taxes on Commodities and Services,2022,55.83
Maharashtra,central_share_total,Share in central government tax,2022,14.77
Maharashtra,nontax_total,Non-tax revenues,2022,16.78
Maharashtra,own_nontax_total,State's Own Non-Tax Revenue,2022,4.13
Maharashtra,grants_total,Grants from the Centre,2022,12.65
Maharashtra,loan_rec_total,Recovery of loans and advances,2022,0.16
Maharashtra,misc_cap_total,Miscellaneous capital receipts,2022,0.0
Maharashtra,inc_tax_taxrev,Taxes on Income,2022,0.87
Maharashtra,prop_tax_taxrev,Taxes on Property and Capital,2022,14.14
Maharashtra,nontax_taxrev,Non-tax revenues,2022,20.21
Maharashtra,own_nontax_taxrev,State's Own Non-Tax Revenue,2022,4.97
Maharashtra,total_rev_gdp,Total revenues,2023,12.08
Maharashtra,cur_rev_gdp,Current revenues,2023,12.02
Maharashtra,tax_rev_gdp,Tax revenues,2023,9.79
Maharashtra,own_tax_gdp,State's own tax revenues,2023,8.07
Maharashtra,inc_tax_gdp,Taxes on Income,2023,0.1
Maharashtra,prop_tax_gdp,Taxes on Property and Capital,2023,1.34
Maharashtra,comm_tax_gdp,Taxes on Commodities and Services,2023,6.63
Maharashtra,central_share_gdp,Share in central government tax,2023,1.73
Maharashtra,nontax_gdp,Non-tax revenues,2023,2.23
Maharashtra,own_nontax_gdp,State's Own Non-Tax Revenue,2023,0.61
Maharashtra,grants_gdp,Grants from the Centre,2023,1.62
Maharashtra,loan_rec_gdp,Recovery of loans and advances,2023,0.06
Maharashtra,misc_cap_gdp,Miscellaneous capital receipts,2023,0.0
Maharashtra,cur_rev_total,Current revenues,2023,99.5
Maharashtra,tax_rev_total,Tax revenues,2023,81.07
Maharashtra,own_tax_total,State's own tax revenues,2023,66.79
Maharashtra,inc_tax_total,Taxes on Income,2023,0.82
Maharashtra,prop_tax_total,Taxes on Property and Capital,2023,11.05
Maharashtra,comm_tax_total,Taxes on Commodities and Services,2023,54.91
Maharashtra,central_share_total,Share in central government tax,2023,14.28
Maharashtra,nontax_total,Non-tax revenues,2023,18.44
Maharashtra,own_nontax_total,State's Own Non-Tax Revenue,2023,5.04
Maharashtra,grants_total,Grants from the Centre,2023,13.4
Maharashtra,loan_rec_total,Recovery of loans and advances,2023,0.5
Maharashtra,misc_cap_total,Miscellaneous capital receipts,2023,0.0
Maharashtra,inc_tax_taxrev,Taxes on Income,2023,1.01
Maharashtra,prop_tax_taxrev,Taxes on Property and Capital,2023,13.63
Maharashtra,nontax_taxrev,Non-tax revenues,2023,22.74
Maharashtra,own_nontax_taxrev,State's Own Non-Tax Revenue,2023,6.22
Manipur,total_rev_gdp,Total revenues,1990,35.64
Manipur,cur_rev_gdp,Current revenues,1990,35.52
Manipur,tax_rev_gdp,Tax revenues,1990,11.59
Manipur,own_tax_gdp,State's own tax revenues,1990,1.54
Manipur,inc_tax_gdp,Taxes on Income,1990,0.11
Manipur,prop_tax_gdp,Taxes on Property and Capital,1990,0.1
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1990,1.33
Manipur,central_share_gdp,Share in central government tax,1990,10.05
Manipur,nontax_gdp,Non-tax revenues,1990,23.93
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1990,2.12
Manipur,grants_gdp,Grants from the Centre,1990,21.8
Manipur,loan_rec_gdp,Recovery of loans and advances,1990,0.13
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1990,0.0
Manipur,cur_rev_total,Current revenues,1990,99.64
Manipur,tax_rev_total,Tax revenues,1990,32.52
Manipur,own_tax_total,State's own tax revenues,1990,4.32
Manipur,inc_tax_total,Taxes on Income,1990,0.32
Manipur,prop_tax_total,Taxes on Property and Capital,1990,0.27
Manipur,comm_tax_total,Taxes on Commodities and Services,1990,3.72
Manipur,central_share_total,Share in central government tax,1990,28.2
Manipur,nontax_total,Non-tax revenues,1990,67.12
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1990,5.96
Manipur,grants_total,Grants from the Centre,1990,61.17
Manipur,loan_rec_total,Recovery of loans and advances,1990,0.36
Manipur,misc_cap_total,Miscellaneous capital receipts,1990,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1990,0.99
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1990,0.84
Manipur,nontax_taxrev,Non-tax revenues,1990,206.41
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1990,18.31
Manipur,total_rev_gdp,Total revenues,1991,33.86
Manipur,cur_rev_gdp,Current revenues,1991,33.72
Manipur,tax_rev_gdp,Tax revenues,1991,10.99
Manipur,own_tax_gdp,State's own tax revenues,1991,1.07
Manipur,inc_tax_gdp,Taxes on Income,1991,0.16
Manipur,prop_tax_gdp,Taxes on Property and Capital,1991,0.1
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1991,0.81
Manipur,central_share_gdp,Share in central government tax,1991,9.92
Manipur,nontax_gdp,Non-tax revenues,1991,22.72
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1991,1.63
Manipur,grants_gdp,Grants from the Centre,1991,21.1
Manipur,loan_rec_gdp,Recovery of loans and advances,1991,0.14
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1991,0.0
Manipur,cur_rev_total,Current revenues,1991,99.59
Manipur,tax_rev_total,Tax revenues,1991,32.47
Manipur,own_tax_total,State's own tax revenues,1991,3.17
Manipur,inc_tax_total,Taxes on Income,1991,0.47
Manipur,prop_tax_total,Taxes on Property and Capital,1991,0.31
Manipur,comm_tax_total,Taxes on Commodities and Services,1991,2.39
Manipur,central_share_total,Share in central government tax,1991,29.3
Manipur,nontax_total,Non-tax revenues,1991,67.11
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1991,4.8
Manipur,grants_total,Grants from the Centre,1991,62.31
Manipur,loan_rec_total,Recovery of loans and advances,1991,0.41
Manipur,misc_cap_total,Miscellaneous capital receipts,1991,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1991,1.46
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1991,0.95
Manipur,nontax_taxrev,Non-tax revenues,1991,206.68
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1991,14.79
Manipur,total_rev_gdp,Total revenues,1992,30.84
Manipur,cur_rev_gdp,Current revenues,1992,30.74
Manipur,tax_rev_gdp,Tax revenues,1992,11.12
Manipur,own_tax_gdp,State's own tax revenues,1992,0.98
Manipur,inc_tax_gdp,Taxes on Income,1992,0.18
Manipur,prop_tax_gdp,Taxes on Property and Capital,1992,0.1
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1992,0.7
Manipur,central_share_gdp,Share in central government tax,1992,10.14
Manipur,nontax_gdp,Non-tax revenues,1992,19.62
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1992,1.4
Manipur,grants_gdp,Grants from the Centre,1992,18.22
Manipur,loan_rec_gdp,Recovery of loans and advances,1992,0.1
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1992,0.0
Manipur,cur_rev_total,Current revenues,1992,99.67
Manipur,tax_rev_total,Tax revenues,1992,36.06
Manipur,own_tax_total,State's own tax revenues,1992,3.18
Manipur,inc_tax_total,Taxes on Income,1992,0.59
Manipur,prop_tax_total,Taxes on Property and Capital,1992,0.33
Manipur,comm_tax_total,Taxes on Commodities and Services,1992,2.27
Manipur,central_share_total,Share in central government tax,1992,32.88
Manipur,nontax_total,Non-tax revenues,1992,63.61
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1992,4.53
Manipur,grants_total,Grants from the Centre,1992,59.08
Manipur,loan_rec_total,Recovery of loans and advances,1992,0.33
Manipur,misc_cap_total,Miscellaneous capital receipts,1992,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1992,1.62
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1992,0.91
Manipur,nontax_taxrev,Non-tax revenues,1992,176.42
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1992,12.57
Manipur,total_rev_gdp,Total revenues,1993,29.03
Manipur,cur_rev_gdp,Current revenues,1993,28.97
Manipur,tax_rev_gdp,Tax revenues,1993,9.01
Manipur,own_tax_gdp,State's own tax revenues,1993,0.93
Manipur,inc_tax_gdp,Taxes on Income,1993,0.17
Manipur,prop_tax_gdp,Taxes on Property and Capital,1993,0.07
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1993,0.7
Manipur,central_share_gdp,Share in central government tax,1993,8.09
Manipur,nontax_gdp,Non-tax revenues,1993,19.96
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1993,1.4
Manipur,grants_gdp,Grants from the Centre,1993,18.55
Manipur,loan_rec_gdp,Recovery of loans and advances,1993,0.06
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1993,0.0
Manipur,cur_rev_total,Current revenues,1993,99.78
Manipur,tax_rev_total,Tax revenues,1993,31.05
Manipur,own_tax_total,State's own tax revenues,1993,3.19
Manipur,inc_tax_total,Taxes on Income,1993,0.57
Manipur,prop_tax_total,Taxes on Property and Capital,1993,0.22
Manipur,comm_tax_total,Taxes on Commodities and Services,1993,2.4
Manipur,central_share_total,Share in central government tax,1993,27.86
Manipur,nontax_total,Non-tax revenues,1993,68.73
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1993,4.82
Manipur,grants_total,Grants from the Centre,1993,63.91
Manipur,loan_rec_total,Recovery of loans and advances,1993,0.22
Manipur,misc_cap_total,Miscellaneous capital receipts,1993,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1993,1.84
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1993,0.72
Manipur,nontax_taxrev,Non-tax revenues,1993,221.36
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1993,15.54
Manipur,total_rev_gdp,Total revenues,1994,27.65
Manipur,cur_rev_gdp,Current revenues,1994,27.6
Manipur,tax_rev_gdp,Tax revenues,1994,9.57
Manipur,own_tax_gdp,State's own tax revenues,1994,1.11
Manipur,inc_tax_gdp,Taxes on Income,1994,0.18
Manipur,prop_tax_gdp,Taxes on Property and Capital,1994,0.06
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1994,0.87
Manipur,central_share_gdp,Share in central government tax,1994,8.46
Manipur,nontax_gdp,Non-tax revenues,1994,18.03
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1994,2.33
Manipur,grants_gdp,Grants from the Centre,1994,15.7
Manipur,loan_rec_gdp,Recovery of loans and advances,1994,0.05
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1994,0.0
Manipur,cur_rev_total,Current revenues,1994,99.82
Manipur,tax_rev_total,Tax revenues,1994,34.6
Manipur,own_tax_total,State's own tax revenues,1994,4.01
Manipur,inc_tax_total,Taxes on Income,1994,0.65
Manipur,prop_tax_total,Taxes on Property and Capital,1994,0.21
Manipur,comm_tax_total,Taxes on Commodities and Services,1994,3.16
Manipur,central_share_total,Share in central government tax,1994,30.59
Manipur,nontax_total,Non-tax revenues,1994,65.22
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1994,8.43
Manipur,grants_total,Grants from the Centre,1994,56.78
Manipur,loan_rec_total,Recovery of loans and advances,1994,0.18
Manipur,misc_cap_total,Miscellaneous capital receipts,1994,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1994,1.88
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1994,0.59
Manipur,nontax_taxrev,Non-tax revenues,1994,188.48
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1994,24.37
Manipur,total_rev_gdp,Total revenues,1995,27.88
Manipur,cur_rev_gdp,Current revenues,1995,27.85
Manipur,tax_rev_gdp,Tax revenues,1995,7.8
Manipur,own_tax_gdp,State's own tax revenues,1995,1.12
Manipur,inc_tax_gdp,Taxes on Income,1995,0.17
Manipur,prop_tax_gdp,Taxes on Property and Capital,1995,0.06
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1995,0.89
Manipur,central_share_gdp,Share in central government tax,1995,6.68
Manipur,nontax_gdp,Non-tax revenues,1995,20.05
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1995,1.83
Manipur,grants_gdp,Grants from the Centre,1995,18.22
Manipur,loan_rec_gdp,Recovery of loans and advances,1995,0.04
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1995,0.0
Manipur,cur_rev_total,Current revenues,1995,99.87
Manipur,tax_rev_total,Tax revenues,1995,27.97
Manipur,own_tax_total,State's own tax revenues,1995,4.03
Manipur,inc_tax_total,Taxes on Income,1995,0.62
Manipur,prop_tax_total,Taxes on Property and Capital,1995,0.23
Manipur,comm_tax_total,Taxes on Commodities and Services,1995,3.18
Manipur,central_share_total,Share in central government tax,1995,23.94
Manipur,nontax_total,Non-tax revenues,1995,71.9
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1995,6.57
Manipur,grants_total,Grants from the Centre,1995,65.33
Manipur,loan_rec_total,Recovery of loans and advances,1995,0.13
Manipur,misc_cap_total,Miscellaneous capital receipts,1995,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1995,2.23
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1995,0.82
Manipur,nontax_taxrev,Non-tax revenues,1995,257.07
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1995,23.48
Manipur,total_rev_gdp,Total revenues,1996,27.92
Manipur,cur_rev_gdp,Current revenues,1996,27.89
Manipur,tax_rev_gdp,Tax revenues,1996,8.49
Manipur,own_tax_gdp,State's own tax revenues,1996,0.49
Manipur,inc_tax_gdp,Taxes on Income,1996,0.18
Manipur,prop_tax_gdp,Taxes on Property and Capital,1996,0.09
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1996,0.23
Manipur,central_share_gdp,Share in central government tax,1996,8.0
Manipur,nontax_gdp,Non-tax revenues,1996,19.4
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1996,2.04
Manipur,grants_gdp,Grants from the Centre,1996,17.36
Manipur,loan_rec_gdp,Recovery of loans and advances,1996,0.03
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1996,0.0
Manipur,cur_rev_total,Current revenues,1996,99.9
Manipur,tax_rev_total,Tax revenues,1996,30.42
Manipur,own_tax_total,State's own tax revenues,1996,1.76
Manipur,inc_tax_total,Taxes on Income,1996,0.63
Manipur,prop_tax_total,Taxes on Property and Capital,1996,0.31
Manipur,comm_tax_total,Taxes on Commodities and Services,1996,0.82
Manipur,central_share_total,Share in central government tax,1996,28.66
Manipur,nontax_total,Non-tax revenues,1996,69.48
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1996,7.31
Manipur,grants_total,Grants from the Centre,1996,62.17
Manipur,loan_rec_total,Recovery of loans and advances,1996,0.1
Manipur,misc_cap_total,Miscellaneous capital receipts,1996,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1996,2.06
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1996,1.01
Manipur,nontax_taxrev,Non-tax revenues,1996,228.44
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1996,24.04
Manipur,total_rev_gdp,Total revenues,1997,26.21
Manipur,cur_rev_gdp,Current revenues,1997,26.19
Manipur,tax_rev_gdp,Tax revenues,1997,10.52
Manipur,own_tax_gdp,State's own tax revenues,1997,1.08
Manipur,inc_tax_gdp,Taxes on Income,1997,0.16
Manipur,prop_tax_gdp,Taxes on Property and Capital,1997,0.05
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1997,0.88
Manipur,central_share_gdp,Share in central government tax,1997,9.43
Manipur,nontax_gdp,Non-tax revenues,1997,15.68
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1997,1.23
Manipur,grants_gdp,Grants from the Centre,1997,14.44
Manipur,loan_rec_gdp,Recovery of loans and advances,1997,0.02
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1997,0.0
Manipur,cur_rev_total,Current revenues,1997,99.93
Manipur,tax_rev_total,Tax revenues,1997,40.13
Manipur,own_tax_total,State's own tax revenues,1997,4.14
Manipur,inc_tax_total,Taxes on Income,1997,0.6
Manipur,prop_tax_total,Taxes on Property and Capital,1997,0.2
Manipur,comm_tax_total,Taxes on Commodities and Services,1997,3.34
Manipur,central_share_total,Share in central government tax,1997,35.99
Manipur,nontax_total,Non-tax revenues,1997,59.8
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1997,4.7
Manipur,grants_total,Grants from the Centre,1997,55.1
Manipur,loan_rec_total,Recovery of loans and advances,1997,0.07
Manipur,misc_cap_total,Miscellaneous capital receipts,1997,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1997,1.49
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1997,0.5
Manipur,nontax_taxrev,Non-tax revenues,1997,149.03
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1997,11.71
Manipur,total_rev_gdp,Total revenues,1998,24.18
Manipur,cur_rev_gdp,Current revenues,1998,24.17
Manipur,tax_rev_gdp,Tax revenues,1998,9.77
Manipur,own_tax_gdp,State's own tax revenues,1998,0.83
Manipur,inc_tax_gdp,Taxes on Income,1998,0.15
Manipur,prop_tax_gdp,Taxes on Property and Capital,1998,0.04
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1998,0.64
Manipur,central_share_gdp,Share in central government tax,1998,8.94
Manipur,nontax_gdp,Non-tax revenues,1998,14.4
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1998,0.85
Manipur,grants_gdp,Grants from the Centre,1998,13.55
Manipur,loan_rec_gdp,Recovery of loans and advances,1998,0.01
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1998,0.0
Manipur,cur_rev_total,Current revenues,1998,99.96
Manipur,tax_rev_total,Tax revenues,1998,40.4
Manipur,own_tax_total,State's own tax revenues,1998,3.43
Manipur,inc_tax_total,Taxes on Income,1998,0.62
Manipur,prop_tax_total,Taxes on Property and Capital,1998,0.17
Manipur,comm_tax_total,Taxes on Commodities and Services,1998,2.63
Manipur,central_share_total,Share in central government tax,1998,36.97
Manipur,nontax_total,Non-tax revenues,1998,59.56
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1998,3.51
Manipur,grants_total,Grants from the Centre,1998,56.05
Manipur,loan_rec_total,Recovery of loans and advances,1998,0.04
Manipur,misc_cap_total,Miscellaneous capital receipts,1998,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1998,1.55
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1998,0.43
Manipur,nontax_taxrev,Non-tax revenues,1998,147.44
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1998,8.7
Manipur,total_rev_gdp,Total revenues,1999,25.08
Manipur,cur_rev_gdp,Current revenues,1999,25.06
Manipur,tax_rev_gdp,Tax revenues,1999,10.02
Manipur,own_tax_gdp,State's own tax revenues,1999,0.94
Manipur,inc_tax_gdp,Taxes on Income,1999,0.22
Manipur,prop_tax_gdp,Taxes on Property and Capital,1999,0.05
Manipur,comm_tax_gdp,Taxes on Commodities and Services,1999,0.67
Manipur,central_share_gdp,Share in central government tax,1999,9.08
Manipur,nontax_gdp,Non-tax revenues,1999,15.04
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,1999,1.0
Manipur,grants_gdp,Grants from the Centre,1999,14.04
Manipur,loan_rec_gdp,Recovery of loans and advances,1999,0.01
Manipur,misc_cap_gdp,Miscellaneous capital receipts,1999,0.0
Manipur,cur_rev_total,Current revenues,1999,99.95
Manipur,tax_rev_total,Tax revenues,1999,39.96
Manipur,own_tax_total,State's own tax revenues,1999,3.73
Manipur,inc_tax_total,Taxes on Income,1999,0.89
Manipur,prop_tax_total,Taxes on Property and Capital,1999,0.18
Manipur,comm_tax_total,Taxes on Commodities and Services,1999,2.65
Manipur,central_share_total,Share in central government tax,1999,36.23
Manipur,nontax_total,Non-tax revenues,1999,59.99
Manipur,own_nontax_total,State's Own Non-Tax Revenue,1999,3.98
Manipur,grants_total,Grants from the Centre,1999,56.0
Manipur,loan_rec_total,Recovery of loans and advances,1999,0.05
Manipur,misc_cap_total,Miscellaneous capital receipts,1999,0.0
Manipur,inc_tax_taxrev,Taxes on Income,1999,2.24
Manipur,prop_tax_taxrev,Taxes on Property and Capital,1999,0.46
Manipur,nontax_taxrev,Non-tax revenues,1999,150.11
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,1999,9.97
Manipur,total_rev_gdp,Total revenues,2000,25.65
Manipur,cur_rev_gdp,Current revenues,2000,25.64
Manipur,tax_rev_gdp,Tax revenues,2000,5.22
Manipur,own_tax_gdp,State's own tax revenues,2000,1.2
Manipur,inc_tax_gdp,Taxes on Income,2000,0.24
Manipur,prop_tax_gdp,Taxes on Property and Capital,2000,0.05
Manipur,comm_tax_gdp,Taxes on Commodities and Services,2000,0.92
Manipur,central_share_gdp,Share in central government tax,2000,4.01
Manipur,nontax_gdp,Non-tax revenues,2000,20.42
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,2000,1.02
Manipur,grants_gdp,Grants from the Centre,2000,19.4
Manipur,loan_rec_gdp,Recovery of loans and advances,2000,0.01
Manipur,misc_cap_gdp,Miscellaneous capital receipts,2000,0.0
Manipur,cur_rev_total,Current revenues,2000,99.95
Manipur,tax_rev_total,Tax revenues,2000,20.34
Manipur,own_tax_total,State's own tax revenues,2000,4.7
Manipur,inc_tax_total,Taxes on Income,2000,0.92
Manipur,prop_tax_total,Taxes on Property and Capital,2000,0.21
Manipur,comm_tax_total,Taxes on Commodities and Services,2000,3.57
Manipur,central_share_total,Share in central government tax,2000,15.65
Manipur,nontax_total,Non-tax revenues,2000,79.61
Manipur,own_nontax_total,State's Own Non-Tax Revenue,2000,3.99
Manipur,grants_total,Grants from the Centre,2000,75.62
Manipur,loan_rec_total,Recovery of loans and advances,2000,0.05
Manipur,misc_cap_total,Miscellaneous capital receipts,2000,0.0
Manipur,inc_tax_taxrev,Taxes on Income,2000,4.52
Manipur,prop_tax_taxrev,Taxes on Property and Capital,2000,1.02
Manipur,nontax_taxrev,Non-tax revenues,2000,391.38
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,2000,19.6
Manipur,total_rev_gdp,Total revenues,2001,26.69
Manipur,cur_rev_gdp,Current revenues,2001,26.68
Manipur,tax_rev_gdp,Tax revenues,2001,4.38
Manipur,own_tax_gdp,State's own tax revenues,2001,1.18
Manipur,inc_tax_gdp,Taxes on Income,2001,0.29
Manipur,prop_tax_gdp,Taxes on Property and Capital,2001,0.04
Manipur,comm_tax_gdp,Taxes on Commodities and Services,2001,0.84
Manipur,central_share_gdp,Share in central government tax,2001,3.2
Manipur,nontax_gdp,Non-tax revenues,2001,22.3
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,2001,0.65
Manipur,grants_gdp,Grants from the Centre,2001,21.65
Manipur,loan_rec_gdp,Recovery of loans and advances,2001,0.01
Manipur,misc_cap_gdp,Miscellaneous capital receipts,2001,0.0
Manipur,cur_rev_total,Current revenues,2001,99.96
Manipur,tax_rev_total,Tax revenues,2001,16.41
Manipur,own_tax_total,State's own tax revenues,2001,4.41
Manipur,inc_tax_total,Taxes on Income,2001,1.09
Manipur,prop_tax_total,Taxes on Property and Capital,2001,0.16
Manipur,comm_tax_total,Taxes on Commodities and Services,2001,3.16
Manipur,central_share_total,Share in central government tax,2001,11.99
Manipur,nontax_total,Non-tax revenues,2001,83.55
Manipur,own_nontax_total,State's Own Non-Tax Revenue,2001,2.44
Manipur,grants_total,Grants from the Centre,2001,81.11
Manipur,loan_rec_total,Recovery of loans and advances,2001,0.04
Manipur,misc_cap_total,Miscellaneous capital receipts,2001,0.0
Manipur,inc_tax_taxrev,Taxes on Income,2001,6.66
Manipur,prop_tax_taxrev,Taxes on Property and Capital,2001,0.97
Manipur,nontax_taxrev,Non-tax revenues,2001,509.26
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,2001,14.87
Manipur,total_rev_gdp,Total revenues,2002,28.94
Manipur,cur_rev_gdp,Current revenues,2002,28.93
Manipur,tax_rev_gdp,Tax revenues,2002,5.52
Manipur,own_tax_gdp,State's own tax revenues,2002,1.42
Manipur,inc_tax_gdp,Taxes on Income,2002,0.25
Manipur,prop_tax_gdp,Taxes on Property and Capital,2002,0.06
Manipur,comm_tax_gdp,Taxes on Commodities and Services,2002,1.11
Manipur,central_share_gdp,Share in central government tax,2002,4.1
Manipur,nontax_gdp,Non-tax revenues,2002,23.41
Manipur,own_nontax_gdp,State's Own Non-Tax Revenue,2002,1.23
Manipur,grants_gdp,Grants from the Centre,2002,22.18
Manipur,loan_rec_gdp,Recovery of loans and advances,2002,0.01
Manipur,misc_cap_gdp,Miscellaneous capital receipts,2002,0.0
Manipur,cur_rev_total,Current revenues,2002,99.96
Manipur,tax_rev_total,Tax revenues,2002,19.07
Manipur,own_tax_total,State's own tax revenues,2002,4.9
Manipur,inc_tax_total,Taxes on Income,2002,0.88
Manipur,prop_tax_total,Taxes on Property and Capital,2002,0.21
Manipur,comm_tax_total,Taxes on Commodities and Services,2002,3.82
Manipur,central_share_total,Share in central government tax,2002,14.16
Manipur,nontax_total,Non-tax revenues,2002,80.9
Manipur,own_nontax_total,State's Own Non-Tax Revenue,2002,4.25
Manipur,grants_total,Grants from the Centre,2002,76.65
Manipur,loan_rec_total,Recovery of loans and advances,2002,0.04
Manipur,misc_cap_total,Miscellaneous capital receipts,2002,0.0
Manipur,inc_tax_taxrev,Taxes on Income,2002,4.6
Manipur,prop_tax_taxrev,Taxes on Property and Capital,2002,1.08
Manipur,nontax_taxrev,Non-tax revenues,2002,424.32
Manipur,own_nontax_taxrev,State's Own Non-Tax Revenue,2002,22.3
Manipur,total_rev_gdp,Total revenues,2003,27.26
