State,Code,Indicator,Year,Value
Assam,inc_tax_gdp,Taxes on Income,1994,0.26
Assam,prop_tax_gdp,Taxes on Property and Capital,1994,0.28
Assam,comm_tax_gdp,Taxes on Commodities and Services,1994,2.08
Assam,central_share_gdp,Share in central government tax,1994,3.4
Assam,nontax_gdp,Non-tax revenues,1994,6.25
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1994,1.35
Assam,grants_gdp,Grants from the Centre,1994,4.9
Assam,loan_rec_gdp,Recovery of loans and advances,1994,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,1994,0.0
Assam,cur_rev_total,Current revenues,1994,99.76
Assam,tax_rev_total,Tax revenues,1994,48.94
Assam,own_tax_total,State's own tax revenues,1994,21.3
Assam,inc_tax_total,Taxes on Income,1994,2.1
Assam,prop_tax_total,Taxes on Property and Capital,1994,2.27
Assam,comm_tax_total,Taxes on Commodities and Services,1994,16.92
Assam,central_share_total,Share in central government tax,1994,27.64
Assam,nontax_total,Non-tax revenues,1994,50.82
Assam,own_nontax_total,State's Own Non-Tax Revenue,1994,11.0
Assam,grants_total,Grants from the Centre,1994,39.83
Assam,loan_rec_total,Recovery of loans and advances,1994,0.24
Assam,misc_cap_total,Miscellaneous capital receipts,1994,0.0
Assam,inc_tax_taxrev,Taxes on Income,1994,4.3
Assam,prop_tax_taxrev,Taxes on Property and Capital,1994,4.64
Assam,nontax_taxrev,Non-tax revenues,1994,103.85
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1994,22.48
Assam,total_rev_gdp,Total revenues,1995,12.67
Assam,cur_rev_gdp,Current revenues,1995,12.64
Assam,tax_rev_gdp,Tax revenues,1995,6.05
Assam,own_tax_gdp,State's own tax revenues,1995,2.63
Assam,inc_tax_gdp,Taxes on Income,1995,0.29
Assam,prop_tax_gdp,Taxes on Property and Capital,1995,0.23
Assam,comm_tax_gdp,Taxes on Commodities and Services,1995,2.11
Assam,central_share_gdp,Share in central government tax,1995,3.42
Assam,nontax_gdp,Non-tax revenues,1995,6.59
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1995,1.26
Assam,grants_gdp,Grants from the Centre,1995,5.33
Assam,loan_rec_gdp,Recovery of loans and advances,1995,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,1995,0.0
Assam,cur_rev_total,Current revenues,1995,99.75
Assam,tax_rev_total,Tax revenues,1995,47.75
Assam,own_tax_total,State's own tax revenues,1995,20.76
Assam,inc_tax_total,Taxes on Income,1995,2.27
Assam,prop_tax_total,Taxes on Property and Capital,1995,1.83
Assam,comm_tax_total,Taxes on Commodities and Services,1995,16.65
Assam,central_share_total,Share in central government tax,1995,26.99
Assam,nontax_total,Non-tax revenues,1995,52.0
Assam,own_nontax_total,State's Own Non-Tax Revenue,1995,9.92
Assam,grants_total,Grants from the Centre,1995,42.08
Assam,loan_rec_total,Recovery of loans and advances,1995,0.25
Assam,misc_cap_total,Miscellaneous capital receipts,1995,0.0
Assam,inc_tax_taxrev,Taxes on Income,1995,4.76
Assam,prop_tax_taxrev,Taxes on Property and Capital,1995,3.83
Assam,nontax_taxrev,Non-tax revenues,1995,108.9
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1995,20.77
Assam,total_rev_gdp,Total revenues,1996,13.36
Assam,cur_rev_gdp,Current revenues,1996,13.33
Assam,tax_rev_gdp,Tax revenues,1996,6.72
Assam,own_tax_gdp,State's own tax revenues,1996,2.65
Assam,inc_tax_gdp,Taxes on Income,1996,0.24
Assam,prop_tax_gdp,Taxes on Property and Capital,1996,0.21
Assam,comm_tax_gdp,Taxes on Commodities and Services,1996,2.2
Assam,central_share_gdp,Share in central government tax,1996,4.07
Assam,nontax_gdp,Non-tax revenues,1996,6.62
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1996,1.11
Assam,grants_gdp,Grants from the Centre,1996,5.5
Assam,loan_rec_gdp,Recovery of loans and advances,1996,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,1996,0.0
Assam,cur_rev_total,Current revenues,1996,99.79
Assam,tax_rev_total,Tax revenues,1996,50.27
Assam,own_tax_total,State's own tax revenues,1996,19.85
Assam,inc_tax_total,Taxes on Income,1996,1.82
Assam,prop_tax_total,Taxes on Property and Capital,1996,1.59
Assam,comm_tax_total,Taxes on Commodities and Services,1996,16.43
Assam,central_share_total,Share in central government tax,1996,30.42
Assam,nontax_total,Non-tax revenues,1996,49.52
Assam,own_nontax_total,State's Own Non-Tax Revenue,1996,8.34
Assam,grants_total,Grants from the Centre,1996,41.18
Assam,loan_rec_total,Recovery of loans and advances,1996,0.21
Assam,misc_cap_total,Miscellaneous capital receipts,1996,0.0
Assam,inc_tax_taxrev,Taxes on Income,1996,3.62
Assam,prop_tax_taxrev,Taxes on Property and Capital,1996,3.17
Assam,nontax_taxrev,Non-tax revenues,1996,98.5
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1996,16.58
Assam,total_rev_gdp,Total revenues,1997,13.81
Assam,cur_rev_gdp,Current revenues,1997,13.79
Assam,tax_rev_gdp,Tax revenues,1997,7.51
Assam,own_tax_gdp,State's own tax revenues,1997,2.81
Assam,inc_tax_gdp,Taxes on Income,1997,0.39
Assam,prop_tax_gdp,Taxes on Property and Capital,1997,0.27
Assam,comm_tax_gdp,Taxes on Commodities and Services,1997,2.14
Assam,central_share_gdp,Share in central government tax,1997,4.7
Assam,nontax_gdp,Non-tax revenues,1997,6.27
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1997,1.21
Assam,grants_gdp,Grants from the Centre,1997,5.06
Assam,loan_rec_gdp,Recovery of loans and advances,1997,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,1997,0.0
Assam,cur_rev_total,Current revenues,1997,99.79
Assam,tax_rev_total,Tax revenues,1997,54.38
Assam,own_tax_total,State's own tax revenues,1997,20.35
Assam,inc_tax_total,Taxes on Income,1997,2.86
Assam,prop_tax_total,Taxes on Property and Capital,1997,1.97
Assam,comm_tax_total,Taxes on Commodities and Services,1997,15.52
Assam,central_share_total,Share in central government tax,1997,34.03
Assam,nontax_total,Non-tax revenues,1997,45.41
Assam,own_nontax_total,State's Own Non-Tax Revenue,1997,8.79
Assam,grants_total,Grants from the Centre,1997,36.62
Assam,loan_rec_total,Recovery of loans and advances,1997,0.21
Assam,misc_cap_total,Miscellaneous capital receipts,1997,0.0
Assam,inc_tax_taxrev,Taxes on Income,1997,5.25
Assam,prop_tax_taxrev,Taxes on Property and Capital,1997,3.62
Assam,nontax_taxrev,Non-tax revenues,1997,83.51
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1997,16.17
Assam,total_rev_gdp,Total revenues,1998,12.85
Assam,cur_rev_gdp,Current revenues,1998,12.82
Assam,tax_rev_gdp,Tax revenues,1998,6.63
Assam,own_tax_gdp,State's own tax revenues,1998,2.79
Assam,inc_tax_gdp,Taxes on Income,1998,0.43
Assam,prop_tax_gdp,Taxes on Property and Capital,1998,0.27
Assam,comm_tax_gdp,Taxes on Commodities and Services,1998,2.1
Assam,central_share_gdp,Share in central government tax,1998,3.84
Assam,nontax_gdp,Non-tax revenues,1998,6.18
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1998,1.29
Assam,grants_gdp,Grants from the Centre,1998,4.9
Assam,loan_rec_gdp,Recovery of loans and advances,1998,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,1998,0.0
Assam,cur_rev_total,Current revenues,1998,99.75
Assam,tax_rev_total,Tax revenues,1998,51.62
Assam,own_tax_total,State's own tax revenues,1998,21.75
Assam,inc_tax_total,Taxes on Income,1998,3.32
Assam,prop_tax_total,Taxes on Property and Capital,1998,2.12
Assam,comm_tax_total,Taxes on Commodities and Services,1998,16.31
Assam,central_share_total,Share in central government tax,1998,29.87
Assam,nontax_total,Non-tax revenues,1998,48.13
Assam,own_nontax_total,State's Own Non-Tax Revenue,1998,10.0
Assam,grants_total,Grants from the Centre,1998,38.13
Assam,loan_rec_total,Recovery of loans and advances,1998,0.25
Assam,misc_cap_total,Miscellaneous capital receipts,1998,0.0
Assam,inc_tax_taxrev,Taxes on Income,1998,6.43
Assam,prop_tax_taxrev,Taxes on Property and Capital,1998,4.1
Assam,nontax_taxrev,Non-tax revenues,1998,93.26
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1998,19.38
Assam,total_rev_gdp,Total revenues,1999,12.06
Assam,cur_rev_gdp,Current revenues,1999,12.02
Assam,tax_rev_gdp,Tax revenues,1999,6.64
Assam,own_tax_gdp,State's own tax revenues,1999,3.04
Assam,inc_tax_gdp,Taxes on Income,1999,0.33
Assam,prop_tax_gdp,Taxes on Property and Capital,1999,0.26
Assam,comm_tax_gdp,Taxes on Commodities and Services,1999,2.45
Assam,central_share_gdp,Share in central government tax,1999,3.6
Assam,nontax_gdp,Non-tax revenues,1999,5.38
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,1999,1.11
Assam,grants_gdp,Grants from the Centre,1999,4.28
Assam,loan_rec_gdp,Recovery of loans and advances,1999,0.04
Assam,misc_cap_gdp,Miscellaneous capital receipts,1999,0.0
Assam,cur_rev_total,Current revenues,1999,99.7
Assam,tax_rev_total,Tax revenues,1999,55.06
Assam,own_tax_total,State's own tax revenues,1999,25.22
Assam,inc_tax_total,Taxes on Income,1999,2.75
Assam,prop_tax_total,Taxes on Property and Capital,1999,2.14
Assam,comm_tax_total,Taxes on Commodities and Services,1999,20.33
Assam,central_share_total,Share in central government tax,1999,29.84
Assam,nontax_total,Non-tax revenues,1999,44.64
Assam,own_nontax_total,State's Own Non-Tax Revenue,1999,9.16
Assam,grants_total,Grants from the Centre,1999,35.48
Assam,loan_rec_total,Recovery of loans and advances,1999,0.3
Assam,misc_cap_total,Miscellaneous capital receipts,1999,0.0
Assam,inc_tax_taxrev,Taxes on Income,1999,4.99
Assam,prop_tax_taxrev,Taxes on Property and Capital,1999,3.89
Assam,nontax_taxrev,Non-tax revenues,1999,81.07
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,1999,16.64
Assam,total_rev_gdp,Total revenues,2000,13.29
Assam,cur_rev_gdp,Current revenues,2000,13.25
Assam,tax_rev_gdp,Tax revenues,2000,7.27
Assam,own_tax_gdp,State's own tax revenues,2000,3.32
Assam,inc_tax_gdp,Taxes on Income,2000,0.26
Assam,prop_tax_gdp,Taxes on Property and Capital,2000,0.25
Assam,comm_tax_gdp,Taxes on Commodities and Services,2000,2.81
Assam,central_share_gdp,Share in central government tax,2000,3.95
Assam,nontax_gdp,Non-tax revenues,2000,5.98
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2000,1.24
Assam,grants_gdp,Grants from the Centre,2000,4.74
Assam,loan_rec_gdp,Recovery of loans and advances,2000,0.04
Assam,misc_cap_gdp,Miscellaneous capital receipts,2000,0.0
Assam,cur_rev_total,Current revenues,2000,99.68
Assam,tax_rev_total,Tax revenues,2000,54.68
Assam,own_tax_total,State's own tax revenues,2000,24.98
Assam,inc_tax_total,Taxes on Income,2000,1.95
Assam,prop_tax_total,Taxes on Property and Capital,2000,1.87
Assam,comm_tax_total,Taxes on Commodities and Services,2000,21.16
Assam,central_share_total,Share in central government tax,2000,29.7
Assam,nontax_total,Non-tax revenues,2000,45.0
Assam,own_nontax_total,State's Own Non-Tax Revenue,2000,9.31
Assam,grants_total,Grants from the Centre,2000,35.69
Assam,loan_rec_total,Recovery of loans and advances,2000,0.32
Assam,misc_cap_total,Miscellaneous capital receipts,2000,0.0
Assam,inc_tax_taxrev,Taxes on Income,2000,3.57
Assam,prop_tax_taxrev,Taxes on Property and Capital,2000,3.42
Assam,nontax_taxrev,Non-tax revenues,2000,82.29
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2000,17.03
Assam,total_rev_gdp,Total revenues,2001,13.53
Assam,cur_rev_gdp,Current revenues,2001,13.47
Assam,tax_rev_gdp,Tax revenues,2001,7.37
Assam,own_tax_gdp,State's own tax revenues,2001,3.54
Assam,inc_tax_gdp,Taxes on Income,2001,0.2
Assam,prop_tax_gdp,Taxes on Property and Capital,2001,0.24
Assam,comm_tax_gdp,Taxes on Commodities and Services,2001,3.1
Assam,central_share_gdp,Share in central government tax,2001,3.83
Assam,nontax_gdp,Non-tax revenues,2001,6.1
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2001,1.2
Assam,grants_gdp,Grants from the Centre,2001,4.9
Assam,loan_rec_gdp,Recovery of loans and advances,2001,0.06
Assam,misc_cap_gdp,Miscellaneous capital receipts,2001,0.0
Assam,cur_rev_total,Current revenues,2001,99.52
Assam,tax_rev_total,Tax revenues,2001,54.44
Assam,own_tax_total,State's own tax revenues,2001,26.13
Assam,inc_tax_total,Taxes on Income,2001,1.48
Assam,prop_tax_total,Taxes on Property and Capital,2001,1.76
Assam,comm_tax_total,Taxes on Commodities and Services,2001,22.89
Assam,central_share_total,Share in central government tax,2001,28.31
Assam,nontax_total,Non-tax revenues,2001,45.08
Assam,own_nontax_total,State's Own Non-Tax Revenue,2001,8.9
Assam,grants_total,Grants from the Centre,2001,36.19
Assam,loan_rec_total,Recovery of loans and advances,2001,0.48
Assam,misc_cap_total,Miscellaneous capital receipts,2001,0.0
Assam,inc_tax_taxrev,Taxes on Income,2001,2.71
Assam,prop_tax_taxrev,Taxes on Property and Capital,2001,3.24
Assam,nontax_taxrev,Non-tax revenues,2001,82.81
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2001,16.34
Assam,total_rev_gdp,Total revenues,2002,13.6
Assam,cur_rev_gdp,Current revenues,2002,13.54
Assam,tax_rev_gdp,Tax revenues,2002,7.47
Assam,own_tax_gdp,State's own tax revenues,2002,3.86
Assam,inc_tax_gdp,Taxes on Income,2002,0.17
Assam,prop_tax_gdp,Taxes on Property and Capital,2002,0.22
Assam,comm_tax_gdp,Taxes on Commodities and Services,2002,3.47
Assam,central_share_gdp,Share in central government tax,2002,3.62
Assam,nontax_gdp,Non-tax revenues,2002,6.07
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2002,1.38
Assam,grants_gdp,Grants from the Centre,2002,4.69
Assam,loan_rec_gdp,Recovery of loans and advances,2002,0.06
Assam,misc_cap_gdp,Miscellaneous capital receipts,2002,0.0
Assam,cur_rev_total,Current revenues,2002,99.59
Assam,tax_rev_total,Tax revenues,2002,54.96
Assam,own_tax_total,State's own tax revenues,2002,28.36
Assam,inc_tax_total,Taxes on Income,2002,1.23
Assam,prop_tax_total,Taxes on Property and Capital,2002,1.65
Assam,comm_tax_total,Taxes on Commodities and Services,2002,25.49
Assam,central_share_total,Share in central government tax,2002,26.6
Assam,nontax_total,Non-tax revenues,2002,44.63
Assam,own_nontax_total,State's Own Non-Tax Revenue,2002,10.16
Assam,grants_total,Grants from the Centre,2002,34.47
Assam,loan_rec_total,Recovery of loans and advances,2002,0.41
Assam,misc_cap_total,Miscellaneous capital receipts,2002,0.0
Assam,inc_tax_taxrev,Taxes on Income,2002,2.23
Assam,prop_tax_taxrev,Taxes on Property and Capital,2002,2.99
Assam,nontax_taxrev,Non-tax revenues,2002,81.21
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2002,18.48
Assam,total_rev_gdp,Total revenues,2003,14.27
Assam,cur_rev_gdp,Current revenues,2003,14.2
Assam,tax_rev_gdp,Tax revenues,2003,7.74
Assam,own_tax_gdp,State's own tax revenues,2003,3.79
Assam,inc_tax_gdp,Taxes on Income,2003,0.16
Assam,prop_tax_gdp,Taxes on Property and Capital,2003,0.23
Assam,comm_tax_gdp,Taxes on Commodities and Services,2003,3.39
Assam,central_share_gdp,Share in central government tax,2003,3.95
Assam,nontax_gdp,Non-tax revenues,2003,6.46
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2003,1.73
Assam,grants_gdp,Grants from the Centre,2003,4.73
Assam,loan_rec_gdp,Recovery of loans and advances,2003,0.07
Assam,misc_cap_gdp,Miscellaneous capital receipts,2003,0.0
Assam,cur_rev_total,Current revenues,2003,99.48
Assam,tax_rev_total,Tax revenues,2003,54.22
Assam,own_tax_total,State's own tax revenues,2003,26.52
Assam,inc_tax_total,Taxes on Income,2003,1.15
Assam,prop_tax_total,Taxes on Property and Capital,2003,1.59
Assam,comm_tax_total,Taxes on Commodities and Services,2003,23.78
Assam,central_share_total,Share in central government tax,2003,27.7
Assam,nontax_total,Non-tax revenues,2003,45.26
Assam,own_nontax_total,State's Own Non-Tax Revenue,2003,12.12
Assam,grants_total,Grants from the Centre,2003,33.14
Assam,loan_rec_total,Recovery of loans and advances,2003,0.52
Assam,misc_cap_total,Miscellaneous capital receipts,2003,0.0
Assam,inc_tax_taxrev,Taxes on Income,2003,2.12
Assam,prop_tax_taxrev,Taxes on Property and Capital,2003,2.93
Assam,nontax_taxrev,Non-tax revenues,2003,83.47
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2003,22.35
Assam,total_rev_gdp,Total revenues,2004,18.65
Assam,cur_rev_gdp,Current revenues,2004,16.36
Assam,tax_rev_gdp,Tax revenues,2004,8.72
Assam,own_tax_gdp,State's own tax revenues,2004,4.47
Assam,inc_tax_gdp,Taxes on Income,2004,0.16
Assam,prop_tax_gdp,Taxes on Property and Capital,2004,0.22
Assam,comm_tax_gdp,Taxes on Commodities and Services,2004,4.09
Assam,central_share_gdp,Share in central government tax,2004,4.26
Assam,nontax_gdp,Non-tax revenues,2004,7.64
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2004,1.76
Assam,grants_gdp,Grants from the Centre,2004,5.88
Assam,loan_rec_gdp,Recovery of loans and advances,2004,2.29
Assam,misc_cap_gdp,Miscellaneous capital receipts,2004,0.0
Assam,cur_rev_total,Current revenues,2004,87.74
Assam,tax_rev_total,Tax revenues,2004,46.77
Assam,own_tax_total,State's own tax revenues,2004,23.96
Assam,inc_tax_total,Taxes on Income,2004,0.88
Assam,prop_tax_total,Taxes on Property and Capital,2004,1.15
Assam,comm_tax_total,Taxes on Commodities and Services,2004,21.92
Assam,central_share_total,Share in central government tax,2004,22.82
Assam,nontax_total,Non-tax revenues,2004,40.96
Assam,own_nontax_total,State's Own Non-Tax Revenue,2004,9.45
Assam,grants_total,Grants from the Centre,2004,31.52
Assam,loan_rec_total,Recovery of loans and advances,2004,12.26
Assam,misc_cap_total,Miscellaneous capital receipts,2004,0.0
Assam,inc_tax_taxrev,Taxes on Income,2004,1.89
Assam,prop_tax_taxrev,Taxes on Property and Capital,2004,2.47
Assam,nontax_taxrev,Non-tax revenues,2004,87.58
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2004,20.2
Assam,total_rev_gdp,Total revenues,2005,17.89
Assam,cur_rev_gdp,Current revenues,2005,17.84
Assam,tax_rev_gdp,Tax revenues,2005,9.31
Assam,own_tax_gdp,State's own tax revenues,2005,4.79
Assam,inc_tax_gdp,Taxes on Income,2005,0.16
Assam,prop_tax_gdp,Taxes on Property and Capital,2005,0.24
Assam,comm_tax_gdp,Taxes on Commodities and Services,2005,4.39
Assam,central_share_gdp,Share in central government tax,2005,4.53
Assam,nontax_gdp,Non-tax revenues,2005,8.52
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2005,2.16
Assam,grants_gdp,Grants from the Centre,2005,6.36
Assam,loan_rec_gdp,Recovery of loans and advances,2005,0.06
Assam,misc_cap_gdp,Miscellaneous capital receipts,2005,0.0
Assam,cur_rev_total,Current revenues,2005,99.69
Assam,tax_rev_total,Tax revenues,2005,52.05
Assam,own_tax_total,State's own tax revenues,2005,26.75
Assam,inc_tax_total,Taxes on Income,2005,0.88
Assam,prop_tax_total,Taxes on Property and Capital,2005,1.33
Assam,comm_tax_total,Taxes on Commodities and Services,2005,24.54
Assam,central_share_total,Share in central government tax,2005,25.3
Assam,nontax_total,Non-tax revenues,2005,47.64
Assam,own_nontax_total,State's Own Non-Tax Revenue,2005,12.08
Assam,grants_total,Grants from the Centre,2005,35.56
Assam,loan_rec_total,Recovery of loans and advances,2005,0.31
Assam,misc_cap_total,Miscellaneous capital receipts,2005,0.0
Assam,inc_tax_taxrev,Taxes on Income,2005,1.7
Assam,prop_tax_taxrev,Taxes on Property and Capital,2005,2.56
Assam,nontax_taxrev,Non-tax revenues,2005,91.53
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2005,23.2
Assam,total_rev_gdp,Total revenues,2006,18.62
Assam,cur_rev_gdp,Current revenues,2006,18.58
Assam,tax_rev_gdp,Tax revenues,2006,10.03
Assam,own_tax_gdp,State's own tax revenues,2006,4.73
Assam,inc_tax_gdp,Taxes on Income,2006,0.15
Assam,prop_tax_gdp,Taxes on Property and Capital,2006,0.23
Assam,comm_tax_gdp,Taxes on Commodities and Services,2006,4.35
Assam,central_share_gdp,Share in central government tax,2006,5.3
Assam,nontax_gdp,Non-tax revenues,2006,8.54
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2006,2.53
Assam,grants_gdp,Grants from the Centre,2006,6.02
Assam,loan_rec_gdp,Recovery of loans and advances,2006,0.05
Assam,misc_cap_gdp,Miscellaneous capital receipts,2006,0.0
Assam,cur_rev_total,Current revenues,2006,99.75
Assam,tax_rev_total,Tax revenues,2006,53.88
Assam,own_tax_total,State's own tax revenues,2006,25.42
Assam,inc_tax_total,Taxes on Income,2006,0.81
Assam,prop_tax_total,Taxes on Property and Capital,2006,1.25
Assam,comm_tax_total,Taxes on Commodities and Services,2006,23.36
Assam,central_share_total,Share in central government tax,2006,28.46
Assam,nontax_total,Non-tax revenues,2006,45.87
Assam,own_nontax_total,State's Own Non-Tax Revenue,2006,13.57
Assam,grants_total,Grants from the Centre,2006,32.3
Assam,loan_rec_total,Recovery of loans and advances,2006,0.25
Assam,misc_cap_total,Miscellaneous capital receipts,2006,0.0
Assam,inc_tax_taxrev,Taxes on Income,2006,1.5
Assam,prop_tax_taxrev,Taxes on Property and Capital,2006,2.32
Assam,nontax_taxrev,Non-tax revenues,2006,85.13
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2006,25.19
Assam,total_rev_gdp,Total revenues,2007,19.01
Assam,cur_rev_gdp,Current revenues,2007,18.96
Assam,tax_rev_gdp,Tax revenues,2007,10.24
Assam,own_tax_gdp,State's own tax revenues,2007,4.16
Assam,inc_tax_gdp,Taxes on Income,2007,0.16
Assam,prop_tax_gdp,Taxes on Property and Capital,2007,0.23
Assam,comm_tax_gdp,Taxes on Commodities and Services,2007,3.76
Assam,central_share_gdp,Share in central government tax,2007,6.08
Assam,nontax_gdp,Non-tax revenues,2007,8.72
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2007,2.64
Assam,grants_gdp,Grants from the Centre,2007,6.08
Assam,loan_rec_gdp,Recovery of loans and advances,2007,0.05
Assam,misc_cap_gdp,Miscellaneous capital receipts,2007,0.0
Assam,cur_rev_total,Current revenues,2007,99.74
Assam,tax_rev_total,Tax revenues,2007,53.87
Assam,own_tax_total,State's own tax revenues,2007,21.86
Assam,inc_tax_total,Taxes on Income,2007,0.83
Assam,prop_tax_total,Taxes on Property and Capital,2007,1.23
Assam,comm_tax_total,Taxes on Commodities and Services,2007,19.8
Assam,central_share_total,Share in central government tax,2007,32.01
Assam,nontax_total,Non-tax revenues,2007,45.86
Assam,own_nontax_total,State's Own Non-Tax Revenue,2007,13.89
Assam,grants_total,Grants from the Centre,2007,31.97
Assam,loan_rec_total,Recovery of loans and advances,2007,0.26
Assam,misc_cap_total,Miscellaneous capital receipts,2007,0.0
Assam,inc_tax_taxrev,Taxes on Income,2007,1.54
Assam,prop_tax_taxrev,Taxes on Property and Capital,2007,2.29
Assam,nontax_taxrev,Non-tax revenues,2007,85.13
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2007,25.79
Assam,total_rev_gdp,Total revenues,2008,19.65
Assam,cur_rev_gdp,Current revenues,2008,19.61
Assam,tax_rev_gdp,Tax revenues,2008,10.13
Assam,own_tax_gdp,State's own tax revenues,2008,4.5
Assam,inc_tax_gdp,Taxes on Income,2008,0.17
Assam,prop_tax_gdp,Taxes on Property and Capital,2008,0.24
Assam,comm_tax_gdp,Taxes on Commodities and Services,2008,4.09
Assam,central_share_gdp,Share in central government tax,2008,5.63
Assam,nontax_gdp,Non-tax revenues,2008,9.48
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2008,2.46
Assam,grants_gdp,Grants from the Centre,2008,7.01
Assam,loan_rec_gdp,Recovery of loans and advances,2008,0.04
Assam,misc_cap_gdp,Miscellaneous capital receipts,2008,0.0
Assam,cur_rev_total,Current revenues,2008,99.81
Assam,tax_rev_total,Tax revenues,2008,51.57
Assam,own_tax_total,State's own tax revenues,2008,22.91
Assam,inc_tax_total,Taxes on Income,2008,0.86
Assam,prop_tax_total,Taxes on Property and Capital,2008,1.24
Assam,comm_tax_total,Taxes on Commodities and Services,2008,20.81
Assam,central_share_total,Share in central government tax,2008,28.65
Assam,nontax_total,Non-tax revenues,2008,48.24
Assam,own_nontax_total,State's Own Non-Tax Revenue,2008,12.54
Assam,grants_total,Grants from the Centre,2008,35.7
Assam,loan_rec_total,Recovery of loans and advances,2008,0.19
Assam,misc_cap_total,Miscellaneous capital receipts,2008,0.0
Assam,inc_tax_taxrev,Taxes on Income,2008,1.67
Assam,prop_tax_taxrev,Taxes on Property and Capital,2008,2.4
Assam,nontax_taxrev,Non-tax revenues,2008,93.54
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2008,24.32
Assam,total_rev_gdp,Total revenues,2009,18.25
Assam,cur_rev_gdp,Current revenues,2009,18.22
Assam,tax_rev_gdp,Tax revenues,2009,9.46
Assam,own_tax_gdp,State's own tax revenues,2009,4.57
Assam,inc_tax_gdp,Taxes on Income,2009,0.21
Assam,prop_tax_gdp,Taxes on Property and Capital,2009,0.21
Assam,comm_tax_gdp,Taxes on Commodities and Services,2009,4.15
Assam,central_share_gdp,Share in central government tax,2009,4.89
Assam,nontax_gdp,Non-tax revenues,2009,8.76
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2009,2.52
Assam,grants_gdp,Grants from the Centre,2009,6.24
Assam,loan_rec_gdp,Recovery of loans and advances,2009,0.03
Assam,misc_cap_gdp,Miscellaneous capital receipts,2009,0.0
Assam,cur_rev_total,Current revenues,2009,99.83
Assam,tax_rev_total,Tax revenues,2009,51.85
Assam,own_tax_total,State's own tax revenues,2009,25.04
Assam,inc_tax_total,Taxes on Income,2009,1.15
Assam,prop_tax_total,Taxes on Property and Capital,2009,1.13
Assam,comm_tax_total,Taxes on Commodities and Services,2009,22.76
Assam,central_share_total,Share in central government tax,2009,26.81
Assam,nontax_total,Non-tax revenues,2009,47.99
Assam,own_nontax_total,State's Own Non-Tax Revenue,2009,13.82
Assam,grants_total,Grants from the Centre,2009,34.17
Assam,loan_rec_total,Recovery of loans and advances,2009,0.17
Assam,misc_cap_total,Miscellaneous capital receipts,2009,0.0
Assam,inc_tax_taxrev,Taxes on Income,2009,2.21
Assam,prop_tax_taxrev,Taxes on Property and Capital,2009,2.18
Assam,nontax_taxrev,Non-tax revenues,2009,92.56
Assam,own_nontax_taxrev,State's Own Non-Tax Revenue,2009,26.66
Assam,total_rev_gdp,Total revenues,2010,17.97
Assam,cur_rev_gdp,Current revenues,2010,17.95
Assam,tax_rev_gdp,Tax revenues,2010,10.85
Assam,own_tax_gdp,State's own tax revenues,2010,4.63
Assam,inc_tax_gdp,Taxes on Income,2010,0.2
Assam,prop_tax_gdp,Taxes on Property and Capital,2010,0.21
Assam,comm_tax_gdp,Taxes on Commodities and Services,2010,4.22
Assam,central_share_gdp,Share in central government tax,2010,6.22
Assam,nontax_gdp,Non-tax revenues,2010,7.11
Assam,own_nontax_gdp,State's Own Non-Tax Revenue,2010,1.85
Assam,grants_gdp,Grants from the Centre,2010,5.25
