State,Code,Indicator,Year,Value
Chhattisgarh,cur_total_total,Total current expenditure,2021,87.39
Chhattisgarh,cur_dev_total,Current developmental expenditure,2021,61.19
Chhattisgarh,cur_dev_ss_total,Social Services,2021,32.58
Chhattisgarh,cur_dev_es_total,Economic Services,2021,28.61
Chhattisgarh,cur_nondev_total,Current non-developmental expenditure,2021,24.9
Chhattisgarh,cur_nd_org_total,Organs of State,2021,0.66
Chhattisgarh,cur_nd_fis_total,Fiscal Services,2021,1.25
Chhattisgarh,cur_nd_int_total,Interest Payments and Servicing of Debt,2021,7.51
Chhattisgarh,cur_nd_adm_total,Administrative Services,2021,6.78
Chhattisgarh,cur_nd_pen_total,Pensions,2021,8.7
Chhattisgarh,cur_nd_mis_total,Miscellaneous General Services,2021,0.0
Chhattisgarh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,2021,1.3
Chhattisgarh,cap_outlay_total,Total Capital Outlay,2021,12.24
Chhattisgarh,cap_dev_total,Development Capital Outlay,2021,11.83
Chhattisgarh,cap_dev_ss_total,Social Services,2021,3.77
Chhattisgarh,cap_dev_es_total,Economic Services,2021,8.06
Chhattisgarh,cap_nondev_total,Non-Development Capital Outlay,2021,0.41
Chhattisgarh,loans_total,Loans and Advances,2021,0.38
Chhattisgarh,loans_dev_total,Development Purposes,2021,0.38
Chhattisgarh,loans_ss_total,Social Services,2021,0.22
Chhattisgarh,loans_es_total,Economic Services,2021,0.16
Chhattisgarh,loans_nondev_total,Non-Development Purposes,2021,0.0
Chhattisgarh,total_exp_gdp,Total,2022,21.25
Chhattisgarh,cur_total_gdp,Total current expenditure,2022,18.36
Chhattisgarh,cur_dev_gdp,Current developmental expenditure,2022,13.2
Chhattisgarh,cur_dev_ss_gdp,Social Services,2022,6.85
Chhattisgarh,cur_dev_es_gdp,Economic Services,2022,6.35
Chhattisgarh,cur_nondev_gdp,Current non-developmental expenditure,2022,4.92
Chhattisgarh,cur_nd_org_gdp,Organs of State,2022,0.15
Chhattisgarh,cur_nd_fis_gdp,Fiscal Services,2022,0.29
Chhattisgarh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,2022,1.46
Chhattisgarh,cur_nd_adm_gdp,Administrative Services,2022,1.36
Chhattisgarh,cur_nd_pen_gdp,Pensions,2022,1.65
Chhattisgarh,cur_nd_mis_gdp,Miscellaneous General Services,2022,0.0
Chhattisgarh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,2022,0.25
Chhattisgarh,cap_outlay_gdp,Total Capital Outlay,2022,2.87
Chhattisgarh,cap_dev_gdp,Development Capital Outlay,2022,2.71
Chhattisgarh,cap_dev_ss_gdp,Social Services,2022,1.07
Chhattisgarh,cap_dev_es_gdp,Economic Services,2022,1.63
Chhattisgarh,cap_nondev_gdp,Non-Development Capital Outlay,2022,0.16
Chhattisgarh,loans_gdp,Loans and Advances,2022,0.02
Chhattisgarh,loans_dev_gdp,Development Purposes,2022,0.02
Chhattisgarh,loans_ss_gdp,Social Services,2022,0.01
Chhattisgarh,loans_es_gdp,Economic Services,2022,0.01
Chhattisgarh,loans_nondev_gdp,Non-Development Purposes,2022,0.0
Chhattisgarh,cur_total_total,Total current expenditure,2022,86.42
Chhattisgarh,cur_dev_total,Current developmental expenditure,2022,62.13
Chhattisgarh,cur_dev_ss_total,Social Services,2022,32.24
Chhattisgarh,cur_dev_es_total,Economic Services,2022,29.89
Chhattisgarh,cur_nondev_total,Current non-developmental expenditure,2022,23.13
Chhattisgarh,cur_nd_org_total,Organs of State,2022,0.7
Chhattisgarh,cur_nd_fis_total,Fiscal Services,2022,1.37
Chhattisgarh,cur_nd_int_total,Interest Payments and Servicing of Debt,2022,6.87
Chhattisgarh,cur_nd_adm_total,Administrative Services,2022,6.42
Chhattisgarh,cur_nd_pen_total,Pensions,2022,7.76
Chhattisgarh,cur_nd_mis_total,Miscellaneous General Services,2022,0.01
Chhattisgarh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,2022,1.16
Chhattisgarh,cap_outlay_total,Total Capital Outlay,2022,13.5
Chhattisgarh,cap_dev_total,Development Capital Outlay,2022,12.73
Chhattisgarh,cap_dev_ss_total,Social Services,2022,5.05
Chhattisgarh,cap_dev_es_total,Economic Services,2022,7.68
Chhattisgarh,cap_nondev_total,Non-Development Capital Outlay,2022,0.76
Chhattisgarh,loans_total,Loans and Advances,2022,0.09
Chhattisgarh,loans_dev_total,Development Purposes,2022,0.09
Chhattisgarh,loans_ss_total,Social Services,2022,0.04
Chhattisgarh,loans_es_total,Economic Services,2022,0.05
Chhattisgarh,loans_nondev_total,Non-Development Purposes,2022,0.0
Chhattisgarh,total_exp_gdp,Total,2023,29.38
Chhattisgarh,cur_total_gdp,Total current expenditure,2023,25.11
Chhattisgarh,cur_dev_gdp,Current developmental expenditure,2023,19.64
Chhattisgarh,cur_dev_ss_gdp,Social Services,2023,9.86
Chhattisgarh,cur_dev_es_gdp,Economic Services,2023,9.78
Chhattisgarh,cur_nondev_gdp,Current non-developmental expenditure,2023,5.21
Chhattisgarh,cur_nd_org_gdp,Organs of State,2023,0.23
Chhattisgarh,cur_nd_fis_gdp,Fiscal Services,2023,0.4
Chhattisgarh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,2023,1.47
Chhattisgarh,cur_nd_adm_gdp,Administrative Services,2023,1.65
Chhattisgarh,cur_nd_pen_gdp,Pensions,2023,1.47
Chhattisgarh,cur_nd_mis_gdp,Miscellaneous General Services,2023,0.0
Chhattisgarh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,2023,0.26
Chhattisgarh,cap_outlay_gdp,Total Capital Outlay,2023,4.2
Chhattisgarh,cap_dev_gdp,Development Capital Outlay,2023,3.97
Chhattisgarh,cap_dev_ss_gdp,Social Services,2023,2.09
Chhattisgarh,cap_dev_es_gdp,Economic Services,2023,1.88
Chhattisgarh,cap_nondev_gdp,Non-Development Capital Outlay,2023,0.23
Chhattisgarh,loans_gdp,Loans and Advances,2023,0.07
Chhattisgarh,loans_dev_gdp,Development Purposes,2023,0.07
Chhattisgarh,loans_ss_gdp,Social Services,2023,0.04
Chhattisgarh,loans_es_gdp,Economic Services,2023,0.02
Chhattisgarh,loans_nondev_gdp,Non-Development Purposes,2023,0.0
Chhattisgarh,cur_total_total,Total current expenditure,2023,85.47
Chhattisgarh,cur_dev_total,Current developmental expenditure,2023,66.86
Chhattisgarh,cur_dev_ss_total,Social Services,2023,33.58
Chhattisgarh,cur_dev_es_total,Economic Services,2023,33.28
Chhattisgarh,cur_nondev_total,Current non-developmental expenditure,2023,17.74
Chhattisgarh,cur_nd_org_total,Organs of State,2023,0.77
Chhattisgarh,cur_nd_fis_total,Fiscal Services,2023,1.34
Chhattisgarh,cur_nd_int_total,Interest Payments and Servicing of Debt,2023,5.02
Chhattisgarh,cur_nd_adm_total,Administrative Services,2023,5.61
Chhattisgarh,cur_nd_pen_total,Pensions,2023,4.99
Chhattisgarh,cur_nd_mis_total,Miscellaneous General Services,2023,0.01
Chhattisgarh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,2023,0.87
Chhattisgarh,cap_outlay_total,Total Capital Outlay,2023,14.3
Chhattisgarh,cap_dev_total,Development Capital Outlay,2023,13.52
Chhattisgarh,cap_dev_ss_total,Social Services,2023,7.11
Chhattisgarh,cap_dev_es_total,Economic Services,2023,6.41
Chhattisgarh,cap_nondev_total,Non-Development Capital Outlay,2023,0.78
Chhattisgarh,loans_total,Loans and Advances,2023,0.22
Chhattisgarh,loans_dev_total,Development Purposes,2023,0.22
Chhattisgarh,loans_ss_total,Social Services,2023,0.14
Chhattisgarh,loans_es_total,Economic Services,2023,0.08
Chhattisgarh,loans_nondev_total,Non-Development Purposes,2023,0.0
Goa,total_exp_gdp,Total,1990,23.53
Goa,cur_total_gdp,Total current expenditure,1990,17.03
Goa,cur_dev_gdp,Current developmental expenditure,1990,12.88
Goa,cur_dev_ss_gdp,Social Services,1990,7.47
Goa,cur_dev_es_gdp,Economic Services,1990,5.41
Goa,cur_nondev_gdp,Current non-developmental expenditure,1990,4.15
Goa,cur_nd_org_gdp,Organs of State,1990,0.17
Goa,cur_nd_fis_gdp,Fiscal Services,1990,0.18
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1990,1.85
Goa,cur_nd_adm_gdp,Administrative Services,1990,1.43
Goa,cur_nd_pen_gdp,Pensions,1990,0.51
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1990,0.0
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1990,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1990,6.14
Goa,cap_dev_gdp,Development Capital Outlay,1990,6.01
Goa,cap_dev_ss_gdp,Social Services,1990,1.81
Goa,cap_dev_es_gdp,Economic Services,1990,4.2
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1990,0.13
Goa,loans_gdp,Loans and Advances,1990,0.36
Goa,loans_dev_gdp,Development Purposes,1990,0.32
Goa,loans_ss_gdp,Social Services,1990,0.28
Goa,loans_es_gdp,Economic Services,1990,0.04
Goa,loans_nondev_gdp,Non-Development Purposes,1990,0.05
Goa,cur_total_total,Total current expenditure,1990,72.36
Goa,cur_dev_total,Current developmental expenditure,1990,54.75
Goa,cur_dev_ss_total,Social Services,1990,31.74
Goa,cur_dev_es_total,Economic Services,1990,23.01
Goa,cur_nondev_total,Current non-developmental expenditure,1990,17.61
Goa,cur_nd_org_total,Organs of State,1990,0.71
Goa,cur_nd_fis_total,Fiscal Services,1990,0.77
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1990,7.88
Goa,cur_nd_adm_total,Administrative Services,1990,6.07
Goa,cur_nd_pen_total,Pensions,1990,2.19
Goa,cur_nd_mis_total,Miscellaneous General Services,1990,0.0
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1990,0.0
Goa,cap_outlay_total,Total Capital Outlay,1990,26.09
Goa,cap_dev_total,Development Capital Outlay,1990,25.54
Goa,cap_dev_ss_total,Social Services,1990,7.69
Goa,cap_dev_es_total,Economic Services,1990,17.85
Goa,cap_nondev_total,Non-Development Capital Outlay,1990,0.55
Goa,loans_total,Loans and Advances,1990,1.55
Goa,loans_dev_total,Development Purposes,1990,1.35
Goa,loans_ss_total,Social Services,1990,1.2
Goa,loans_es_total,Economic Services,1990,0.15
Goa,loans_nondev_total,Non-Development Purposes,1990,0.19
Goa,total_exp_gdp,Total,1991,23.22
Goa,cur_total_gdp,Total current expenditure,1991,17.12
Goa,cur_dev_gdp,Current developmental expenditure,1991,12.06
Goa,cur_dev_ss_gdp,Social Services,1991,6.99
Goa,cur_dev_es_gdp,Economic Services,1991,5.07
Goa,cur_nondev_gdp,Current non-developmental expenditure,1991,5.06
Goa,cur_nd_org_gdp,Organs of State,1991,0.19
Goa,cur_nd_fis_gdp,Fiscal Services,1991,0.15
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1991,2.96
Goa,cur_nd_adm_gdp,Administrative Services,1991,1.31
Goa,cur_nd_pen_gdp,Pensions,1991,0.46
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1991,0.0
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1991,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1991,5.77
Goa,cap_dev_gdp,Development Capital Outlay,1991,5.59
Goa,cap_dev_ss_gdp,Social Services,1991,1.75
Goa,cap_dev_es_gdp,Economic Services,1991,3.84
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1991,0.18
Goa,loans_gdp,Loans and Advances,1991,0.33
Goa,loans_dev_gdp,Development Purposes,1991,0.3
Goa,loans_ss_gdp,Social Services,1991,0.27
Goa,loans_es_gdp,Economic Services,1991,0.03
Goa,loans_nondev_gdp,Non-Development Purposes,1991,0.03
Goa,cur_total_total,Total current expenditure,1991,73.73
Goa,cur_dev_total,Current developmental expenditure,1991,51.92
Goa,cur_dev_ss_total,Social Services,1991,30.11
Goa,cur_dev_es_total,Economic Services,1991,21.81
Goa,cur_nondev_total,Current non-developmental expenditure,1991,21.8
Goa,cur_nd_org_total,Organs of State,1991,0.8
Goa,cur_nd_fis_total,Fiscal Services,1991,0.64
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1991,12.74
Goa,cur_nd_adm_total,Administrative Services,1991,5.64
Goa,cur_nd_pen_total,Pensions,1991,1.99
Goa,cur_nd_mis_total,Miscellaneous General Services,1991,0.0
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1991,0.0
Goa,cap_outlay_total,Total Capital Outlay,1991,24.85
Goa,cap_dev_total,Development Capital Outlay,1991,24.07
Goa,cap_dev_ss_total,Social Services,1991,7.55
Goa,cap_dev_es_total,Economic Services,1991,16.53
Goa,cap_nondev_total,Non-Development Capital Outlay,1991,0.78
Goa,loans_total,Loans and Advances,1991,1.42
Goa,loans_dev_total,Development Purposes,1991,1.28
Goa,loans_ss_total,Social Services,1991,1.16
Goa,loans_es_total,Economic Services,1991,0.12
Goa,loans_nondev_total,Non-Development Purposes,1991,0.14
Goa,total_exp_gdp,Total,1992,23.42
Goa,cur_total_gdp,Total current expenditure,1992,18.49
Goa,cur_dev_gdp,Current developmental expenditure,1992,13.36
Goa,cur_dev_ss_gdp,Social Services,1992,7.4
Goa,cur_dev_es_gdp,Economic Services,1992,5.96
Goa,cur_nondev_gdp,Current non-developmental expenditure,1992,5.13
Goa,cur_nd_org_gdp,Organs of State,1992,0.17
Goa,cur_nd_fis_gdp,Fiscal Services,1992,0.16
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1992,2.85
Goa,cur_nd_adm_gdp,Administrative Services,1992,1.42
Goa,cur_nd_pen_gdp,Pensions,1992,0.53
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1992,0.0
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1992,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1992,4.67
Goa,cap_dev_gdp,Development Capital Outlay,1992,4.54
Goa,cap_dev_ss_gdp,Social Services,1992,1.44
Goa,cap_dev_es_gdp,Economic Services,1992,3.1
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1992,0.14
Goa,loans_gdp,Loans and Advances,1992,0.25
Goa,loans_dev_gdp,Development Purposes,1992,0.23
Goa,loans_ss_gdp,Social Services,1992,0.17
Goa,loans_es_gdp,Economic Services,1992,0.05
Goa,loans_nondev_gdp,Non-Development Purposes,1992,0.03
Goa,cur_total_total,Total current expenditure,1992,78.96
Goa,cur_dev_total,Current developmental expenditure,1992,57.04
Goa,cur_dev_ss_total,Social Services,1992,31.59
Goa,cur_dev_es_total,Economic Services,1992,25.45
Goa,cur_nondev_total,Current non-developmental expenditure,1992,21.92
Goa,cur_nd_org_total,Organs of State,1992,0.75
Goa,cur_nd_fis_total,Fiscal Services,1992,0.68
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1992,12.15
Goa,cur_nd_adm_total,Administrative Services,1992,6.07
Goa,cur_nd_pen_total,Pensions,1992,2.27
Goa,cur_nd_mis_total,Miscellaneous General Services,1992,0.0
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1992,0.0
Goa,cap_outlay_total,Total Capital Outlay,1992,19.95
Goa,cap_dev_total,Development Capital Outlay,1992,19.38
Goa,cap_dev_ss_total,Social Services,1992,6.15
Goa,cap_dev_es_total,Economic Services,1992,13.23
Goa,cap_nondev_total,Non-Development Capital Outlay,1992,0.58
Goa,loans_total,Loans and Advances,1992,1.09
Goa,loans_dev_total,Development Purposes,1992,0.97
Goa,loans_ss_total,Social Services,1992,0.74
Goa,loans_es_total,Economic Services,1992,0.23
Goa,loans_nondev_total,Non-Development Purposes,1992,0.12
Goa,total_exp_gdp,Total,1993,21.64
Goa,cur_total_gdp,Total current expenditure,1993,17.69
Goa,cur_dev_gdp,Current developmental expenditure,1993,12.75
Goa,cur_dev_ss_gdp,Social Services,1993,6.87
Goa,cur_dev_es_gdp,Economic Services,1993,5.88
Goa,cur_nondev_gdp,Current non-developmental expenditure,1993,4.95
Goa,cur_nd_org_gdp,Organs of State,1993,0.16
Goa,cur_nd_fis_gdp,Fiscal Services,1993,0.15
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1993,2.8
Goa,cur_nd_adm_gdp,Administrative Services,1993,1.32
Goa,cur_nd_pen_gdp,Pensions,1993,0.52
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1993,0.0
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1993,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1993,3.76
Goa,cap_dev_gdp,Development Capital Outlay,1993,3.68
Goa,cap_dev_ss_gdp,Social Services,1993,1.57
Goa,cap_dev_es_gdp,Economic Services,1993,2.11
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1993,0.08
Goa,loans_gdp,Loans and Advances,1993,0.19
Goa,loans_dev_gdp,Development Purposes,1993,0.16
Goa,loans_ss_gdp,Social Services,1993,0.15
Goa,loans_es_gdp,Economic Services,1993,0.01
Goa,loans_nondev_gdp,Non-Development Purposes,1993,0.03
Goa,cur_total_total,Total current expenditure,1993,81.76
Goa,cur_dev_total,Current developmental expenditure,1993,58.9
Goa,cur_dev_ss_total,Social Services,1993,31.73
Goa,cur_dev_es_total,Economic Services,1993,27.18
Goa,cur_nondev_total,Current non-developmental expenditure,1993,22.86
Goa,cur_nd_org_total,Organs of State,1993,0.73
Goa,cur_nd_fis_total,Fiscal Services,1993,0.69
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1993,12.95
Goa,cur_nd_adm_total,Administrative Services,1993,6.09
Goa,cur_nd_pen_total,Pensions,1993,2.4
Goa,cur_nd_mis_total,Miscellaneous General Services,1993,0.0
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1993,0.0
Goa,cap_outlay_total,Total Capital Outlay,1993,17.37
Goa,cap_dev_total,Development Capital Outlay,1993,17.02
Goa,cap_dev_ss_total,Social Services,1993,7.26
Goa,cap_dev_es_total,Economic Services,1993,9.76
Goa,cap_nondev_total,Non-Development Capital Outlay,1993,0.35
Goa,loans_total,Loans and Advances,1993,0.87
Goa,loans_dev_total,Development Purposes,1993,0.75
Goa,loans_ss_total,Social Services,1993,0.71
Goa,loans_es_total,Economic Services,1993,0.04
Goa,loans_nondev_total,Non-Development Purposes,1993,0.12
Goa,total_exp_gdp,Total,1994,20.19
Goa,cur_total_gdp,Total current expenditure,1994,16.57
Goa,cur_dev_gdp,Current developmental expenditure,1994,12.05
Goa,cur_dev_ss_gdp,Social Services,1994,6.34
Goa,cur_dev_es_gdp,Economic Services,1994,5.71
Goa,cur_nondev_gdp,Current non-developmental expenditure,1994,4.51
Goa,cur_nd_org_gdp,Organs of State,1994,0.2
Goa,cur_nd_fis_gdp,Fiscal Services,1994,0.14
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1994,2.4
Goa,cur_nd_adm_gdp,Administrative Services,1994,1.25
Goa,cur_nd_pen_gdp,Pensions,1994,0.52
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1994,0.0
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1994,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1994,3.51
Goa,cap_dev_gdp,Development Capital Outlay,1994,3.43
Goa,cap_dev_ss_gdp,Social Services,1994,1.0
Goa,cap_dev_es_gdp,Economic Services,1994,2.43
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1994,0.08
Goa,loans_gdp,Loans and Advances,1994,0.11
Goa,loans_dev_gdp,Development Purposes,1994,0.09
Goa,loans_ss_gdp,Social Services,1994,0.08
Goa,loans_es_gdp,Economic Services,1994,0.0
Goa,loans_nondev_gdp,Non-Development Purposes,1994,0.03
Goa,cur_total_total,Total current expenditure,1994,82.06
Goa,cur_dev_total,Current developmental expenditure,1994,59.7
Goa,cur_dev_ss_total,Social Services,1994,31.4
Goa,cur_dev_es_total,Economic Services,1994,28.3
Goa,cur_nondev_total,Current non-developmental expenditure,1994,22.36
Goa,cur_nd_org_total,Organs of State,1994,0.98
Goa,cur_nd_fis_total,Fiscal Services,1994,0.71
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1994,11.89
Goa,cur_nd_adm_total,Administrative Services,1994,6.19
Goa,cur_nd_pen_total,Pensions,1994,2.59
Goa,cur_nd_mis_total,Miscellaneous General Services,1994,0.0
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1994,0.0
Goa,cap_outlay_total,Total Capital Outlay,1994,17.37
Goa,cap_dev_total,Development Capital Outlay,1994,16.97
Goa,cap_dev_ss_total,Social Services,1994,4.95
Goa,cap_dev_es_total,Economic Services,1994,12.02
Goa,cap_nondev_total,Non-Development Capital Outlay,1994,0.4
Goa,loans_total,Loans and Advances,1994,0.57
Goa,loans_dev_total,Development Purposes,1994,0.43
Goa,loans_ss_total,Social Services,1994,0.42
Goa,loans_es_total,Economic Services,1994,0.02
Goa,loans_nondev_total,Non-Development Purposes,1994,0.13
Goa,total_exp_gdp,Total,1995,27.27
Goa,cur_total_gdp,Total current expenditure,1995,23.3
Goa,cur_dev_gdp,Current developmental expenditure,1995,12.01
Goa,cur_dev_ss_gdp,Social Services,1995,6.49
Goa,cur_dev_es_gdp,Economic Services,1995,5.53
Goa,cur_nondev_gdp,Current non-developmental expenditure,1995,11.28
Goa,cur_nd_org_gdp,Organs of State,1995,0.2
Goa,cur_nd_fis_gdp,Fiscal Services,1995,0.14
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1995,2.67
Goa,cur_nd_adm_gdp,Administrative Services,1995,1.24
Goa,cur_nd_pen_gdp,Pensions,1995,0.59
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1995,6.45
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1995,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1995,3.86
Goa,cap_dev_gdp,Development Capital Outlay,1995,3.4
Goa,cap_dev_ss_gdp,Social Services,1995,0.95
Goa,cap_dev_es_gdp,Economic Services,1995,2.45
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1995,0.46
Goa,loans_gdp,Loans and Advances,1995,0.11
Goa,loans_dev_gdp,Development Purposes,1995,0.08
Goa,loans_ss_gdp,Social Services,1995,0.05
Goa,loans_es_gdp,Economic Services,1995,0.04
Goa,loans_nondev_gdp,Non-Development Purposes,1995,0.03
Goa,cur_total_total,Total current expenditure,1995,85.42
Goa,cur_dev_total,Current developmental expenditure,1995,44.04
Goa,cur_dev_ss_total,Social Services,1995,23.78
Goa,cur_dev_es_total,Economic Services,1995,20.26
Goa,cur_nondev_total,Current non-developmental expenditure,1995,41.38
Goa,cur_nd_org_total,Organs of State,1995,0.72
Goa,cur_nd_fis_total,Fiscal Services,1995,0.52
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1995,9.79
Goa,cur_nd_adm_total,Administrative Services,1995,4.56
Goa,cur_nd_pen_total,Pensions,1995,2.15
Goa,cur_nd_mis_total,Miscellaneous General Services,1995,23.64
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1995,0.0
Goa,cap_outlay_total,Total Capital Outlay,1995,14.16
Goa,cap_dev_total,Development Capital Outlay,1995,12.46
Goa,cap_dev_ss_total,Social Services,1995,3.48
Goa,cap_dev_es_total,Economic Services,1995,8.98
Goa,cap_nondev_total,Non-Development Capital Outlay,1995,1.7
Goa,loans_total,Loans and Advances,1995,0.42
Goa,loans_dev_total,Development Purposes,1995,0.31
Goa,loans_ss_total,Social Services,1995,0.17
Goa,loans_es_total,Economic Services,1995,0.14
Goa,loans_nondev_total,Non-Development Purposes,1995,0.11
Goa,total_exp_gdp,Total,1996,22.82
Goa,cur_total_gdp,Total current expenditure,1996,19.6
Goa,cur_dev_gdp,Current developmental expenditure,1996,11.36
Goa,cur_dev_ss_gdp,Social Services,1996,6.22
Goa,cur_dev_es_gdp,Economic Services,1996,5.14
Goa,cur_nondev_gdp,Current non-developmental expenditure,1996,8.23
Goa,cur_nd_org_gdp,Organs of State,1996,0.2
Goa,cur_nd_fis_gdp,Fiscal Services,1996,0.15
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1996,2.5
Goa,cur_nd_adm_gdp,Administrative Services,1996,1.34
Goa,cur_nd_pen_gdp,Pensions,1996,0.6
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1996,3.45
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1996,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1996,3.15
Goa,cap_dev_gdp,Development Capital Outlay,1996,2.97
Goa,cap_dev_ss_gdp,Social Services,1996,0.79
Goa,cap_dev_es_gdp,Economic Services,1996,2.18
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1996,0.18
Goa,loans_gdp,Loans and Advances,1996,0.07
Goa,loans_dev_gdp,Development Purposes,1996,0.05
Goa,loans_ss_gdp,Social Services,1996,0.05
Goa,loans_es_gdp,Economic Services,1996,0.0
Goa,loans_nondev_gdp,Non-Development Purposes,1996,0.02
Goa,cur_total_total,Total current expenditure,1996,85.89
Goa,cur_dev_total,Current developmental expenditure,1996,49.81
Goa,cur_dev_ss_total,Social Services,1996,27.28
Goa,cur_dev_es_total,Economic Services,1996,22.53
Goa,cur_nondev_total,Current non-developmental expenditure,1996,36.08
Goa,cur_nd_org_total,Organs of State,1996,0.87
Goa,cur_nd_fis_total,Fiscal Services,1996,0.67
Goa,cur_nd_int_total,Interest Payments and Servicing of Debt,1996,10.94
Goa,cur_nd_adm_total,Administrative Services,1996,5.86
Goa,cur_nd_pen_total,Pensions,1996,2.61
Goa,cur_nd_mis_total,Miscellaneous General Services,1996,15.14
Goa,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1996,0.0
Goa,cap_outlay_total,Total Capital Outlay,1996,13.79
Goa,cap_dev_total,Development Capital Outlay,1996,13.01
Goa,cap_dev_ss_total,Social Services,1996,3.47
Goa,cap_dev_es_total,Economic Services,1996,9.54
Goa,cap_nondev_total,Non-Development Capital Outlay,1996,0.78
Goa,loans_total,Loans and Advances,1996,0.32
Goa,loans_dev_total,Development Purposes,1996,0.22
Goa,loans_ss_total,Social Services,1996,0.21
Goa,loans_es_total,Economic Services,1996,0.02
Goa,loans_nondev_total,Non-Development Purposes,1996,0.1
Goa,total_exp_gdp,Total,1997,24.79
Goa,cur_total_gdp,Total current expenditure,1997,22.46
Goa,cur_dev_gdp,Current developmental expenditure,1997,11.36
Goa,cur_dev_ss_gdp,Social Services,1997,6.23
Goa,cur_dev_es_gdp,Economic Services,1997,5.13
Goa,cur_nondev_gdp,Current non-developmental expenditure,1997,11.09
Goa,cur_nd_org_gdp,Organs of State,1997,0.17
Goa,cur_nd_fis_gdp,Fiscal Services,1997,0.14
Goa,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1997,2.36
Goa,cur_nd_adm_gdp,Administrative Services,1997,1.15
Goa,cur_nd_pen_gdp,Pensions,1997,0.59
Goa,cur_nd_mis_gdp,Miscellaneous General Services,1997,6.67
Goa,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1997,0.0
Goa,cap_outlay_gdp,Total Capital Outlay,1997,2.29
Goa,cap_dev_gdp,Development Capital Outlay,1997,2.04
Goa,cap_dev_ss_gdp,Social Services,1997,0.55
Goa,cap_dev_es_gdp,Economic Services,1997,1.49
Goa,cap_nondev_gdp,Non-Development Capital Outlay,1997,0.24
Goa,loans_gdp,Loans and Advances,1997,0.05
Goa,loans_dev_gdp,Development Purposes,1997,0.03
Goa,loans_ss_gdp,Social Services,1997,0.02
Goa,loans_es_gdp,Economic Services,1997,0.0
