year,sector,state,Quintile_Overall,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear,type,level
2011,urban,Haryana,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Haryana,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Haryana,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Haryana,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Haryana,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,99,0.11,0.05,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Haryana,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,99,0.18,0.14,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Haryana,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,99,0.94,0.33,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Himachal Pradesh,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,99,0.63,0.10,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Himachal Pradesh,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,99,0.91,0.30,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Himachal Pradesh,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,99,0.94,0.66,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jammu & Kashmir,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,99,0.86,0.33,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jammu & Kashmir,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,99,0.92,0.58,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jammu & Kashmir,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,99,0.35,0.66,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,1,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Jharkhand,5,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,99,0.07,0.26,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Jharkhand,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,99,0.29,0.57,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,1,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Jharkhand,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,99,0.77,0.81,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Karnataka,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,99,0.41,0.33,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Karnataka,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,99,0.65,0.65,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Karnataka,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,99,0.85,0.79,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Kerala,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,99,0.73,0.63,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Kerala,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,99,0.82,0.75,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Kerala,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,99,0.99,0.84,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Ladakh,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,99,0.94,0.65,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Ladakh,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,99,0.98,0.81,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Ladakh,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,99,0.99,0.99,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Lakshadweep,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,99,0.96,0.83,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Lakshadweep,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,99,0.97,0.91,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Lakshadweep,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,99,0.42,0.74,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Madhya Pradesh,5,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,99,0.30,0.37,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Madhya Pradesh,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,99,0.39,0.64,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Madhya Pradesh,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,99,0.49,0.67,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Maharashtra,5,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,99,0.14,0.21,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Maharashtra,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,99,0.33,0.47,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Maharashtra,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,99,0.11,0.36,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Manipur,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,99,0.07,0.30,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Manipur,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,99,0.10,0.34,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Manipur,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,99,0.78,0.59,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Meghalaya,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,99,0.39,0.10,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Meghalaya,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,99,0.70,0.50,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Meghalaya,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,99,0.98,0.48,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Mizoram,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,99,0.95,0.41,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Mizoram,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,99,0.97,0.44,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Mizoram,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,99,0.17,0.07,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Nagaland,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,99,0.11,0.03,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Nagaland,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,99,0.15,0.06,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Nagaland,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,99,0.68,0.80,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Odisha,5,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,99,0.36,0.44,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Odisha,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,99,0.63,0.75,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Odisha,5,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,99,0.80,0.32,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Puducherry,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,99,0.82,0.23,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Puducherry,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,99,0.81,0.26,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Puducherry,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,99,0.24,0.19,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Punjab,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,99,0.09,0.05,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Punjab,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,99,0.19,0.14,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,1,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Punjab,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,99,0.28,0.79,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,1,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Rajasthan,5,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,99,0.21,0.24,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,1,0,1,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,2,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,3,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,4,0,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Rajasthan,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,99,0.27,0.66,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,1,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,2,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,3,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,4,0,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Rajasthan,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,99,0.79,0.64,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,4,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Sikkim,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,99,0.57,0.06,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,1,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,2,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,3,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,rural,Sikkim,5,0,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,99,0.75,0.53,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,3,1,1,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,4,1,0,,,,,,,,,,,,,,,,,,,,,
2011,All,Sikkim,5,1,0,,,,,,,,,,,,,,,,,,,,,
2011,urban,Tamil Nadu,99,0.97,0.77,,,,,,,,,,,,,,,,,,,,,
2011,urban,Tamil Nadu,1,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Tamil Nadu,2,1,1,,,,,,,,,,,,,,,,,,,,,
2011,urban,Tamil Nadu,3,1,1,,,,,,,,,,,,,,,,,,,,,
