statenumber,state,lf_cws,emp_cws,unpaid_emp,unemp_cws,neet,lfpr_female,unemp_female,type,sector,level,area,year,dem,yr
8,Rajasthan,0.622007847,0.590225637,0.301660627,0.051096216,0.273601264,0.470311135,0.039563715,State+Urban+All,0,state,urban/rural,2023,All,2023
8,Rajasthan,0.557914555,0.516948283,0.243970156,0.073427483,0.302141726,0.374348253,0.044325579,State+AllSectors+All,99,state,All,2022,All,2022
11,Sikkim,0.746728003,0.724765718,0.188674346,0.029411351,0.168965697,0.659954965,0.029185666,State+AllSectors+All,99,state,All,2023,All,2023
11,Sikkim,0.596777141,0.587406039,0.051944416,0.015702803,0.167655498,0.336117268,0.035658754,State+Urban+All,1,state,urban/rural,2022,All,2022
11,Sikkim,0.800550163,0.777255535,0.209607288,0.029098313,0.172488332,0.751583397,0.024569085,State+Urban+All,0,state,urban/rural,2023,All,2023
11,Sikkim,0.567147374,0.549630642,0.08990515,0.030885665,0.160568133,0.320234656,0.069357388,State+Urban+All,1,state,urban/rural,2023,All,2023
11,Sikkim,0.776145637,0.762319386,0.247151747,0.017813977,0.12227495,0.747785091,0.024098841,State+Urban+All,0,state,urban/rural,2022,All,2022
11,Sikkim,0.739693046,0.726772189,0.215087712,0.017467825,0.134300232,0.670697927,0.025183652,State+AllSectors+All,99,state,All,2022,All,2022
33,Tamil Nadu,0.552566946,0.509092689,0.072392382,0.078676961,0.280188054,0.374744862,0.095374465,State+AllSectors+All,99,state,All,2022,All,2022
33,Tamil Nadu,0.501723409,0.466182828,0.044469532,0.070837043,0.271094561,0.280269921,0.082174219,State+Urban+All,1,state,urban/rural,2022,All,2022
33,Tamil Nadu,0.557839692,0.51864785,0.062727921,0.070256449,0.28962931,0.38476032,0.087484121,State+AllSectors+All,99,state,All,2023,All,2023
33,Tamil Nadu,0.602793038,0.558413029,0.080310963,0.073623993,0.29995513,0.464172184,0.090033345,State+Urban+All,0,state,urban/rural,2023,All,2023
33,Tamil Nadu,0.504665971,0.471611083,0.038101539,0.065498568,0.277747989,0.291057825,0.08268708,State+Urban+All,1,state,urban/rural,2023,All,2023
33,Tamil Nadu,0.591796458,0.542200744,0.090916313,0.083805345,0.287546307,0.445908755,0.101624116,State+Urban+All,0,state,urban/rural,2022,All,2022
36,Telangana,0.539865434,0.494189501,0.055403896,0.084606148,0.283294261,0.306976289,0.113491707,State+Urban+All,1,state,urban/rural,2023,All,2023
36,Telangana,0.637376845,0.607502043,0.168634236,0.046871539,0.257897824,0.507935643,0.04091939,State+Urban+All,0,state,urban/rural,2023,All,2023
36,Telangana,0.620380342,0.592363775,0.210800529,0.045160327,0.241186976,0.491357177,0.035297323,State+Urban+All,0,state,urban/rural,2022,All,2022
36,Telangana,0.599350452,0.563313663,0.129896328,0.060126383,0.268802524,0.431834072,0.06045578,State+AllSectors+All,99,state,All,2023,All,2023
36,Telangana,0.498122662,0.455548614,0.043963488,0.085468978,0.28429547,0.262030721,0.100806393,State+Urban+All,1,state,urban/rural,2022,All,2022
36,Telangana,0.574865937,0.541429818,0.158541918,0.058163248,0.25825122,0.407150418,0.050778061,State+AllSectors+All,99,state,All,2022,All,2022
16,Tripura,0.481350273,0.463872313,0.071497627,0.036310248,0.247856706,0.283870518,0.058348812,State+Urban+All,1,state,urban/rural,2023,All,2023
16,Tripura,0.557966292,0.550122797,0.097678296,0.014057282,0.261896342,0.361884683,0.006489892,State+Urban+All,0,state,urban/rural,2022,All,2022
16,Tripura,0.492137581,0.476547182,0.048229694,0.0316789,0.241613284,0.262868315,0.046616025,State+Urban+All,1,state,urban/rural,2022,All,2022
16,Tripura,0.613060653,0.599819481,0.166783795,0.021598535,0.228235185,0.439804673,0.023413884,State+AllSectors+All,99,state,All,2023,All,2023
16,Tripura,0.546058774,0.536814034,0.089737929,0.016930029,0.258485943,0.343534857,0.012179994,State+AllSectors+All,99,state,All,2022,All,2022
16,Tripura,0.642701685,0.630413949,0.182562664,0.019118898,0.224387765,0.476047099,0.01857209,State+Urban+All,0,state,urban/rural,2023,All,2023
9,Uttar Pradesh,0.530395567,0.516056836,0.240335807,0.027034014,0.320752412,0.283658445,0.013898832,State+Urban+All,0,state,urban/rural,2022,All,2022
9,Uttar Pradesh,0.442245364,0.406584978,0.103579611,0.08063484,0.311985075,0.130247548,0.13227576,State+Urban+All,1,state,urban/rural,2022,All,2022
9,Uttar Pradesh,0.4651618,0.429313719,0.106800355,0.077065788,0.327607632,0.158890978,0.125803337,State+Urban+All,1,state,urban/rural,2023,All,2023
9,Uttar Pradesh,0.5118047,0.492969275,0.216548026,0.036802016,0.318922341,0.252335012,0.026374742,State+AllSectors+All,99,state,All,2022,All,2022
9,Uttar Pradesh,0.522264123,0.498110294,0.21269612,0.046248328,0.323119313,0.272208512,0.033545449,State+AllSectors+All,99,state,All,2023,All,2023
9,Uttar Pradesh,0.538566172,0.517750859,0.23776415,0.038649451,0.321911424,0.303168356,0.020334911,State+Urban+All,0,state,urban/rural,2023,All,2023
5,Uttrakhand,0.571903944,0.535764813,0.165515453,0.06319084,0.26168704,0.412683249,0.051738318,State+Urban+All,0,state,urban/rural,2023,All,2023
5,Uttrakhand,0.519487202,0.48899588,0.20355843,0.058695056,0.261492312,0.32559827,0.063533917,State+AllSectors+All,99,state,All,2022,All,2022
5,Uttrakhand,0.457165599,0.422255397,0.08610934,0.07636226,0.278285444,0.161442891,0.109666951,State+Urban+All,1,state,urban/rural,2022,All,2022
5,Uttrakhand,0.48518759,0.450485915,0.070811592,0.071522161,0.280721933,0.226071358,0.147251442,State+Urban+All,1,state,urban/rural,2023,All,2023
5,Uttrakhand,0.54107374,0.512112975,0.237101555,0.053524591,0.255390108,0.378260851,0.057217274,State+Urban+All,0,state,urban/rural,2022,All,2022
5,Uttrakhand,0.550027013,0.514250576,0.144585922,0.065044902,0.266758561,0.366269946,0.066400908,State+AllSectors+All,99,state,All,2023,All,2023
19,West Bengal,0.512181461,0.487862796,0.054680105,0.047480609,0.294022292,0.259604931,0.04844334,State+Urban+All,1,state,urban/rural,2022,All,2022
19,West Bengal,0.581579447,0.559952855,0.101232767,0.037185937,0.293877691,0.354918063,0.039255712,State+AllSectors+All,99,state,All,2023,All,2023
19,West Bengal,0.552427649,0.534562349,0.099884063,0.032339629,0.295921445,0.303273469,0.028927013,State+AllSectors+All,99,state,All,2022,All,2022
19,West Bengal,0.602438867,0.583489299,0.118584901,0.031454798,0.294926673,0.382307947,0.029747806,State+Urban+All,0,state,urban/rural,2023,All,2023
19,West Bengal,0.569718122,0.554625273,0.116966739,0.026491741,0.296591401,0.322038084,0.022166573,State+Urban+All,0,state,urban/rural,2022,All,2022
19,West Bengal,0.534177065,0.506467104,0.055803865,0.051874071,0.291148812,0.292888612,0.067361996,State+Urban+All,1,state,urban/rural,2023,All,2023
