sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
1,Madhya Pradesh,1,0.615,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Madhya Pradesh,2,0.534,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Madhya Pradesh,3,0.429,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Madhya Pradesh,4,0.334,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Madhya Pradesh,5,0.198,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,1,0.529,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,2,0.399,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,3,0.31,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,4,0.203,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,5,0.056,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,1,0.565,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,2,0.53,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,3,0.403,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,4,0.314,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,5,0.142,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Madhya Pradesh,99,0.391,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Madhya Pradesh,99,0.422,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Madhya Pradesh,99,0.3,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Maharashtra,1,0.634,0.001,0.392,0.491,0.003,0.295,0.027,0.147,0.073,0.008,0.007,0,0,0,0.002,0.481,0.014,0.01,0.13,0.004,2022
urban,Maharashtra,1,0.444,0,0.264,0.322,0.002,0.358,0.023,0.086,0.056,0.013,0.013,0,0,0,0,0.315,0.017,0.03,0.039,0.003,2022
rural,Maharashtra,2,0.613,0.001,0.434,0.397,0.001,0.382,0.015,0.122,0.102,0.009,0.013,0,0,0,0.002,0.378,0.016,0.015,0.102,0.005,2022
urban,Maharashtra,2,0.363,0,0.184,0.172,0.001,0.214,0.014,0.058,0.026,0.012,0.007,0.002,0.002,0,0,0.166,0.023,0.025,0.021,0.008,2022
rural,Maharashtra,3,0.558,0,0.45,0.344,0.001,0.343,0.02,0.109,0.098,0.009,0.015,0,0,0,0.003,0.333,0.015,0.008,0.08,0.007,2022
urban,Maharashtra,3,0.285,0,0.14,0.089,0,0.136,0.015,0.041,0.013,0.004,0.003,0.001,0.001,0,0,0.086,0.009,0.01,0.009,0,2022
rural,Maharashtra,4,0.485,0,0.434,0.257,0.002,0.231,0.01,0.093,0.077,0.013,0.011,0.001,0,0,0,0.245,0.018,0.016,0.054,0.007,2022
urban,Maharashtra,4,0.178,0,0.1,0.052,0,0.12,0.007,0.039,0.01,0.004,0.017,0.012,0,0,0,0.051,0.01,0.012,0.004,0.001,2022
rural,Maharashtra,5,0.339,0,0.295,0.126,0.002,0.202,0.008,0.067,0.064,0.016,0.021,0.016,0,0,0.001,0.12,0.007,0.006,0.018,0.003,2022
urban,Maharashtra,5,0.094,0,0.046,0.039,0,0.077,0.014,0.023,0.007,0.002,0.022,0.016,0,0,0,0.038,0.013,0.014,0.001,0,2022
all,Maharashtra,1,0.587,0.001,0.366,0.439,0.003,0.332,0.024,0.126,0.076,0.011,0.009,0,0,0,0.001,0.427,0.015,0.016,0.106,0.004,2022
all,Maharashtra,2,0.53,0.001,0.367,0.334,0,0.341,0.019,0.103,0.077,0.008,0.015,0,0.001,0,0.001,0.322,0.019,0.018,0.07,0.006,2022
all,Maharashtra,3,0.458,0,0.331,0.244,0.002,0.256,0.013,0.087,0.066,0.01,0.009,0.001,0,0,0.001,0.235,0.015,0.015,0.048,0.006,2022
all,Maharashtra,4,0.322,0,0.265,0.144,0.001,0.162,0.009,0.061,0.04,0.01,0.013,0.007,0,0,0,0.138,0.013,0.013,0.023,0.003,2022
all,Maharashtra,5,0.198,0,0.14,0.057,0.001,0.13,0.011,0.04,0.027,0.008,0.02,0.015,0,0,0,0.054,0.009,0.008,0.006,0.001,2022
all,Maharashtra,99,0.419,0,0.294,0.244,0.001,0.244,0.015,0.083,0.057,0.009,0.013,0.005,0,0,0.001,0.235,0.014,0.014,0.051,0.004,2022
rural,Maharashtra,99,0.526,0.001,0.401,0.323,0.002,0.291,0.016,0.108,0.083,0.011,0.014,0.003,0,0,0.002,0.312,0.014,0.011,0.077,0.005,2022
urban,Maharashtra,99,0.273,0,0.147,0.135,0.001,0.181,0.015,0.049,0.022,0.007,0.012,0.006,0.001,0,0,0.131,0.014,0.018,0.015,0.003,2022
1,Maharashtra,1,0.629,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Maharashtra,2,0.549,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Maharashtra,3,0.553,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Maharashtra,4,0.455,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Maharashtra,5,0.276,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,1,0.366,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,2,0.166,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,3,0.105,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,4,0.042,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,5,0.024,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,1,0.556,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,2,0.463,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,3,0.37,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,4,0.199,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,5,0.077,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Maharashtra,99,0.333,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Maharashtra,99,0.493,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Maharashtra,99,0.141,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Manipur,1,0.883,0,0.12,0.252,0.002,0.081,0.037,0.091,0.163,0.006,0.003,0,0,0,0,0.245,0.045,0.052,0.034,0.002,2022
urban,Manipur,1,0.84,0.01,0.316,0.125,0,0.098,0.011,0.028,0.18,0.004,0.002,0,0,0,0,0.123,0.006,0.029,0.005,0,2022
rural,Manipur,2,0.878,0.003,0.114,0.169,0,0.118,0.02,0.035,0.191,0.013,0.004,0,0,0,0,0.165,0.032,0.04,0.029,0,2022
urban,Manipur,2,0.711,0,0.234,0.041,0,0.138,0.009,0.013,0.156,0.016,0,0,0,0,0,0.038,0.005,0.016,0.001,0,2022
rural,Manipur,3,0.784,0,0.105,0.092,0,0.186,0.024,0.015,0.17,0.004,0.005,0,0,0,0,0.087,0.011,0.028,0.024,0,2022
urban,Manipur,3,0.698,0.003,0.168,0.039,0.002,0.176,0.003,0.021,0.139,0.009,0.013,0,0,0,0,0.032,0,0.014,0.015,0.005,2022
rural,Manipur,4,0.772,0,0.072,0.048,0,0.267,0.022,0.009,0.209,0.018,0,0,0,0,0,0.046,0.002,0.013,0,0,2022
urban,Manipur,4,0.671,0,0.125,0.007,0,0.195,0.007,0.003,0.178,0.009,0,0,0,0,0,0.005,0,0,0.002,0,2022
rural,Manipur,5,0.666,0,0.055,0.031,0.002,0.246,0.01,0.02,0.142,0.02,0.002,0,0,0,0,0.027,0.008,0.019,0.004,0.003,2022
urban,Manipur,5,0.52,0,0.059,0.005,0,0.286,0.003,0.004,0.126,0.018,0,0,0,0,0,0.005,0,0,0,0,2022
all,Manipur,1,0.88,0,0.165,0.225,0.002,0.083,0.032,0.076,0.173,0.004,0.002,0,0,0,0,0.22,0.041,0.044,0.027,0.002,2022
all,Manipur,2,0.836,0.005,0.145,0.132,0,0.118,0.02,0.026,0.179,0.014,0.003,0,0,0,0,0.129,0.02,0.036,0.021,0,2022
all,Manipur,3,0.753,0.001,0.127,0.075,0,0.188,0.015,0.016,0.171,0.005,0.007,0,0,0,0,0.069,0.007,0.023,0.021,0.001,2022
all,Manipur,4,0.751,0,0.091,0.038,0.001,0.257,0.017,0.008,0.192,0.02,0,0,0,0,0,0.035,0.001,0.01,0.001,0.001,2022
all,Manipur,5,0.618,0,0.056,0.021,0.001,0.25,0.007,0.016,0.135,0.017,0.002,0,0,0,0,0.018,0.006,0.014,0.003,0.002,2022
all,Manipur,99,0.768,0.001,0.117,0.098,0.001,0.179,0.018,0.028,0.17,0.012,0.003,0,0,0,0,0.094,0.015,0.025,0.015,0.001,2022
rural,Manipur,99,0.797,0.001,0.093,0.119,0.001,0.18,0.022,0.034,0.175,0.012,0.003,0,0,0,0,0.114,0.02,0.03,0.018,0.001,2022
urban,Manipur,99,0.688,0.002,0.18,0.043,0,0.179,0.007,0.014,0.156,0.011,0.003,0,0,0,0,0.041,0.002,0.012,0.005,0.001,2022
1,Manipur,1,0.029,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Manipur,2,0.045,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Manipur,3,0.126,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Manipur,4,0.148,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Manipur,5,0.2,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,1,0.084,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,2,0.047,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,3,0.081,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,4,0.092,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,5,0.042,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,1,0.044,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,2,0.046,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,3,0.121,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,4,0.125,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,5,0.157,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Manipur,99,0.099,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Manipur,99,0.11,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Manipur,99,0.069,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Meghalaya,1,0.813,0.114,0.253,0.505,0.003,0.005,0.054,0.037,0.29,0.024,0.019,0,0.005,0,0,0.496,0.103,0.041,0.134,0.08,2022
urban,Meghalaya,1,0.662,0.1,0.038,0.141,0,0.069,0.004,0.015,0.164,0.036,0.008,0,0,0,0,0.134,0.016,0.012,0.013,0.005,2022
rural,Meghalaya,2,0.781,0.069,0.165,0.427,0,0.022,0.028,0.055,0.259,0.021,0.014,0,0,0,0,0.421,0.03,0.03,0.099,0.016,2022
urban,Meghalaya,2,0.609,0.01,0.011,0.074,0,0.085,0.005,0.044,0.331,0.018,0.009,0,0,0,0,0.074,0.008,0,0.016,0,2022
rural,Meghalaya,3,0.737,0.074,0.092,0.367,0,0.029,0.026,0.045,0.233,0.014,0.044,0,0,0,0,0.356,0.068,0.034,0.107,0.008,2022
urban,Meghalaya,3,0.54,0.005,0.014,0.071,0,0.046,0.009,0.042,0.433,0.048,0.02,0,0.017,0,0,0.071,0,0.006,0.013,0,2022
rural,Meghalaya,4,0.726,0.054,0.09,0.272,0,0.029,0.017,0.033,0.308,0.024,0.094,0,0.01,0,0,0.264,0.093,0.008,0.141,0.005,2022
urban,Meghalaya,4,0.345,0.004,0.002,0.016,0,0.041,0.014,0.086,0.323,0.064,0.032,0,0.022,0,0,0.016,0.002,0,0,0,2022
rural,Meghalaya,5,0.624,0.026,0.08,0.097,0,0.026,0.003,0.034,0.382,0.012,0.03,0,0.015,0,0,0.095,0.015,0,0.046,0.001,2022
urban,Meghalaya,5,0.18,0.004,0.009,0.011,0.001,0.027,0.007,0.059,0.291,0.011,0.046,0.015,0.028,0.002,0,0.011,0,0,0.001,0.001,2022
all,Meghalaya,1,0.799,0.113,0.243,0.472,0.002,0.006,0.047,0.038,0.28,0.023,0.016,0,0.005,0,0,0.463,0.089,0.038,0.115,0.068,2022
all,Meghalaya,2,0.781,0.083,0.139,0.412,0,0.031,0.028,0.054,0.236,0.02,0.017,0,0,0,0,0.406,0.038,0.032,0.102,0.013,2022
all,Meghalaya,3,0.719,0.058,0.086,0.333,0,0.021,0.026,0.04,0.257,0.019,0.062,0,0,0,0,0.322,0.081,0.025,0.113,0.007,2022
all,Meghalaya,4,0.689,0.038,0.072,0.2,0,0.052,0.009,0.033,0.346,0.021,0.062,0,0.013,0,0,0.194,0.051,0.004,0.104,0.005,2022
all,Meghalaya,5,0.498,0.014,0.053,0.056,0,0.024,0.005,0.045,0.364,0.023,0.031,0.002,0.019,0,0,0.054,0.009,0,0.023,0,2022
all,Meghalaya,99,0.697,0.061,0.119,0.294,0,0.027,0.023,0.042,0.296,0.021,0.038,0,0.007,0,0,0.288,0.054,0.02,0.091,0.019,2022
rural,Meghalaya,99,0.736,0.067,0.136,0.334,0.001,0.022,0.026,0.041,0.294,0.019,0.04,0,0.006,0,0,0.326,0.062,0.023,0.106,0.022,2022
urban,Meghalaya,99,0.468,0.025,0.015,0.063,0,0.054,0.008,0.049,0.308,0.035,0.023,0.003,0.014,0,0,0.061,0.005,0.004,0.008,0.001,2022
1,Meghalaya,1,0.927,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Meghalaya,2,0.89,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Meghalaya,3,0.794,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Meghalaya,4,0.722,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Meghalaya,5,0.568,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,1,0.423,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,2,0.508,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,3,0.358,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,4,0.484,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,5,0.181,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,1,0.862,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,2,0.842,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,3,0.754,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,4,0.622,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,5,0.444,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Meghalaya,99,0.705,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Meghalaya,99,0.781,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Meghalaya,99,0.393,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Mizoram,1,0.929,0.132,0.131,0.265,0,0.617,0.007,0.019,0.023,0.015,0,0,0,0,0,0.254,0.057,0.066,0,0,2022
urban,Mizoram,1,0.937,0.076,0.104,0.099,0,0.809,0.002,0.02,0.022,0.022,0.005,0,0,0,0,0.097,0.02,0.024,0.007,0.004,2022
rural,Mizoram,2,0.89,0.157,0.152,0.261,0,0.666,0.012,0.041,0.006,0.006,0.02,0,0,0,0,0.256,0.1,0.042,0.009,0,2022
urban,Mizoram,2,0.964,0.06,0.109,0.071,0,0.707,0.006,0.077,0.004,0.002,0,0,0,0,0,0.067,0.001,0.003,0,0,2022
rural,Mizoram,3,0.864,0.078,0.205,0.26,0,0.67,0.018,0.048,0.004,0.004,0.006,0,0,0,0,0.255,0.019,0.019,0.011,0,2022
urban,Mizoram,3,0.96,0.048,0.076,0.056,0,0.733,0.007,0.1,0.022,0.003,0,0,0,0,0,0.053,0,0,0.003,0.003,2022
rural,Mizoram,4,0.877,0.04,0.139,0.149,0,0.725,0.002,0.049,0.008,0.003,0,0,0,0,0,0.146,0.008,0.016,0,0,2022
urban,Mizoram,4,0.94,0.028,0.079,0.027,0,0.746,0.013,0.095,0.038,0.004,0,0,0,0,0,0.025,0,0,0,0,2022
rural,Mizoram,5,0.899,0.032,0.139,0.047,0,0.668,0.001,0.016,0,0,0.002,0,0,0,0,0.047,0,0.007,0,0,2022
urban,Mizoram,5,0.913,0.03,0.122,0.014,0,0.678,0.008,0.067,0.02,0.006,0.003,0,0,0,0,0.01,0,0,0,0,2022
all,Mizoram,1,0.919,0.123,0.128,0.23,0,0.661,0.007,0.026,0.017,0.013,0.01,0,0,0,0,0.223,0.06,0.051,0.003,0.002,2022
all,Mizoram,2,0.896,0.102,0.159,0.219,0,0.709,0.01,0.046,0.011,0.011,0.005,0,0,0,0,0.214,0.046,0.026,0.011,0,2022
all,Mizoram,3,0.919,0.058,0.14,0.126,0,0.696,0.007,0.058,0.01,0.003,0.002,0,0,0,0,0.122,0.006,0.012,0,0,2022
all,Mizoram,4,0.926,0.046,0.1,0.068,0,0.743,0.008,0.068,0.018,0.002,0,0,0,0,0,0.065,0.001,0.004,0.002,0.002,2022
all,Mizoram,5,0.912,0.024,0.119,0.024,0,0.681,0.005,0.057,0.014,0.004,0.002,0,0,0,0,0.023,0,0.003,0,0,2022
all,Mizoram,99,0.914,0.071,0.129,0.133,0,0.698,0.007,0.051,0.014,0.007,0.004,0,0,0,0,0.129,0.023,0.019,0.003,0.001,2022
rural,Mizoram,99,0.892,0.088,0.153,0.196,0,0.669,0.008,0.035,0.008,0.006,0.006,0,0,0,0,0.192,0.037,0.03,0.004,0,2022
urban,Mizoram,99,0.943,0.048,0.098,0.053,0,0.735,0.007,0.072,0.021,0.007,0.002,0,0,0,0,0.05,0.004,0.005,0.002,0.002,2022
1,Mizoram,1,0.975,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Mizoram,2,0.976,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Mizoram,3,1,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Mizoram,4,0.987,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Mizoram,5,0.983,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,1,0.976,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,2,0.94,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,3,0.967,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,4,0.949,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,5,0.923,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,1,0.979,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,2,0.974,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,3,0.972,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,4,0.979,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,5,0.937,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Mizoram,99,0.969,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Mizoram,99,0.984,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Mizoram,99,0.951,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Nagaland,1,0.489,0,0.307,0.528,0,0.051,0,0,0.366,0.014,0.066,0,0,0,0,0.503,0.03,0.075,0.06,0,2022
urban,Nagaland,1,0.431,0,0.289,0.203,0,0.193,0.007,0.003,0.162,0.006,0.012,0,0,0,0,0.193,0.002,0.012,0.015,0.006,2022
rural,Nagaland,2,0.498,0,0.429,0.32,0.002,0.064,0.006,0.004,0.275,0.014,0.004,0,0,0,0,0.301,0.055,0.073,0.012,0,2022
urban,Nagaland,2,0.385,0.009,0.457,0.082,0,0.143,0.007,0.012,0.116,0,0,0,0,0,0,0.076,0,0.012,0,0,2022
rural,Nagaland,3,0.411,0,0.588,0.225,0,0.053,0,0,0.295,0.006,0,0,0,0,0,0.212,0.014,0.035,0.006,0,2022
urban,Nagaland,3,0.454,0,0.373,0.054,0,0.161,0.002,0,0.195,0.039,0,0,0,0,0,0.054,0,0.02,0,0,2022
rural,Nagaland,4,0.523,0,0.451,0.195,0,0.084,0,0,0.292,0.006,0,0,0,0,0,0.179,0.009,0.02,0.009,0,2022
urban,Nagaland,4,0.337,0.003,0.478,0.03,0,0.083,0.007,0.003,0.214,0.022,0.004,0,0,0,0,0.025,0,0.003,0.004,0.004,2022
rural,Nagaland,5,0.49,0,0.405,0.127,0,0.102,0,0,0.325,0.006,0,0,0,0,0,0.125,0.008,0.017,0.002,0,2022
urban,Nagaland,5,0.333,0.013,0.42,0.013,0,0.156,0.005,0.006,0.159,0,0,0,0,0,0,0.013,0,0,0,0,2022
all,Nagaland,1,0.492,0,0.326,0.483,0,0.056,0.002,0,0.34,0.014,0.052,0,0,0,0,0.459,0.032,0.07,0.049,0,2022
all,Nagaland,2,0.443,0,0.452,0.273,0.002,0.096,0.004,0.003,0.284,0.011,0.003,0,0,0,0,0.26,0.034,0.055,0.012,0.002,2022
all,Nagaland,3,0.446,0.002,0.511,0.161,0,0.08,0.002,0.003,0.198,0.002,0,0,0,0,0,0.149,0.013,0.026,0.003,0,2022
