,X,sector,sector_type,year,edu_cat,youth,sex1,dem,statename,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,X46,JQdim365,JQdim215,POV_365,POV_215
99,869,0,Rural,2023,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.082266487,0.83005023,0.761764884,0.055220217,0.311450899,0.203626573,0.484922498,0.222043738,0.424752444,0.329447091,0.245800465,849,1.6182,1.6911,0.1298,0.0892
100,733,99,All,2023,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.083595105,0.825192869,0.756210804,0.035025161,0.471174389,0.167622685,0.361202925,0.202051073,0.252630234,0.505863965,0.241505802,715,1.8631,1.9113,0.0879,0.058
101,871,1,Urban,2023,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.085310496,0.819005013,0.749135256,0.009298007,0.67808181,0.120982878,0.200935334,0.179892883,0.029661387,0.73439616,0.235942453,851,2.1804,2.1965,0.0336,0.0175
214,1867,0,Rural,2022,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.102875821,0.816219211,0.732249975,0.061101034,0.341404229,0.131859526,0.526736259,0.218393609,0.373981893,0.348708808,0.277309299,1820,1.7295,1.7489,0.1034,0.0921
217,1729,99,All,2022,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.109039806,0.815680027,0.726738393,0.037244927,0.436551303,0.144376084,0.419072628,0.200356424,0.215532884,0.502275348,0.282191753,1684,1.8268,1.8422,0.0701,0.0594
218,1869,1,Urban,2022,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.117196999,0.814967513,0.719455779,0.005723051,0.564508021,0.161208734,0.27428323,0.176366597,0.002445719,0.708796442,0.288757831,1822,1.9576,1.9676,0.0254,0.0154
305,2866,0,Rural,2021,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.092582017,0.833652139,0.756470978,0.026022693,0.19196412,0.362387538,0.445648342,0.245210528,0.416059643,0.273534596,0.310405761,2792,1.6612,1.7103,0.1091,0.0629
311,2728,99,All,2021,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.10088636,0.816475689,0.734104455,0.015838891,0.305683404,0.336124837,0.358191758,0.196999148,0.24665381,0.47075069,0.282595485,2656,1.8163,1.8636,0.0814,0.0423
318,2868,1,Urban,2021,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.109591611,0.799213767,0.711626649,0.005604445,0.427170008,0.308068335,0.264761657,0.151366755,0.065677099,0.681437194,0.252885729,2794,1.982,2.0273,0.0518,0.0203
409,3867,1,Urban,2020,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.096932091,0.827107608,0.746934354,0.01314548,0.578528643,0.175897151,0.245574206,0.19386366,0.034557804,0.688252509,0.277189702,3766,2.2892,2.3045,0.0624,0.0554
420,3727,99,All,2020,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.102272354,0.808069646,0.725426435,0.020628618,0.42412743,0.253964573,0.321907997,0.204076022,0.191162333,0.527444065,0.281393588,3628,1.977,2.0163,0.0926,0.0588
422,3865,0,Rural,2020,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.106800698,0.792599678,0.70794946,0.026709296,0.291754484,0.320894212,0.387351304,0.212905914,0.325424254,0.389578015,0.284997731,3764,1.7093,1.7692,0.1186,0.0617
507,4927,1,Urban,2019,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.095806479,0.819449067,0.740940571,0.003961196,0.674132526,0.149285048,0.176582396,0.162866965,0.021536086,0.683956742,0.294507176,4738,1.8694,1.8926,0.1079,0.0893
524,4787,99,All,2019,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.110070951,0.759212792,0.67564553,0.010963791,0.587977767,0.139613673,0.272408545,0.156124309,0.165336981,0.508532763,0.326130301,4600,1.7274,1.7651,0.0973,0.0703
534,4925,0,Rural,2019,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.12138433,0.71738869,0.630308926,0.015825938,0.517657876,0.131719843,0.350622267,0.151774213,0.28270793,0.365350842,0.351941228,4736,1.6114,1.661,0.0887,0.0549
605,5980,1,Urban,2018,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.080526277,0.830840349,0.763935864,0.024574144,0.628317714,0.095044501,0.276637793,0.11298985,0.030665707,0.745413661,0.223920614,5733,1.9563,1.9872,0.0617,0.0363
608,5840,99,All,2018,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.081239998,0.809204578,0.743464828,0.026294285,0.549447775,0.113582723,0.336969525,0.129584864,0.137798876,0.58786124,0.274339855,5595,1.8542,1.8728,0.0534,0.0372
610,5978,0,Rural,2018,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.081806488,0.792817831,0.727960169,0.027597113,0.486759871,0.128317386,0.384922743,0.143987015,0.222951114,0.462634504,0.314414412,5731,1.773,1.7819,0.0468,0.0379
679,7033,1,Urban,2017,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.050810862,0.787521243,0.747506618,0.021959696,0.688242018,0.115729004,0.196028948,0.08435639,0.008683079,0.807162166,0.184154734,6705,2.0414,2.1097,0.0785,0.0337
704,6893,99,All,2017,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.07458435,0.807417035,0.747196376,0.028706888,0.536320984,0.177761868,0.285917133,0.142758414,0.165657252,0.561927378,0.27241534,6567,1.7496,1.7962,0.0812,0.0439
737,7031,0,Rural,2017,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.089459553,0.820385456,0.746994138,0.033104818,0.437228382,0.218223661,0.344547957,0.184622586,0.268045843,0.401969612,0.329984546,6703,1.5592,1.5917,0.0829,0.0505
811,8130,0,Rural,2011,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.028082242,0.807938635,0.785249889,0.087788604,0.415580362,0.167394668,0.41702497,0.020057969,0.3738693,0.363145858,0.262984842,NA,NA,NA,NA,NA
830,7992,99,All,2011,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.035548043,0.804039657,0.775457621,0.060835574,0.478818238,0.174750805,0.346430957,0.030152962,0.259554654,0.475014269,0.265431076,NA,NA,NA,NA,NA
856,8132,1,Urban,2011,NA,NA,Male,Gender,Andaman and Nicobar Islands,0.049063992,0.797075868,0.757968128,0.012696347,0.59582895,0.188362047,0.215809017,0.047834083,0.048035175,0.682007372,0.269957423,NA,NA,NA,NA,NA
982,870,0,Rural,2023,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.153264791,0.50933063,0.431268156,0.238637105,0.328134596,0.015379528,0.656485856,0.549615741,0.579232395,0.374207467,0.046560142,850,0.8817,0.8956,0.5864,0.5725
986,734,99,All,2023,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.183757976,0.422013938,0.344465494,0.138646632,0.484158516,0.012776151,0.503065348,0.477365285,0.410079777,0.5356341,0.054286119,716,1.2342,1.265,0.4565,0.4293
992,872,1,Urban,2023,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.24515748,0.313720435,0.236809537,0.014634619,0.836565554,0.006895975,0.156538501,0.407742858,0.02801935,0.900244057,0.071736567,852,2.0303,2.0994,0.1632,0.1058
1099,1868,0,Rural,2022,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.168196976,0.48424527,0.402796686,0.186706334,0.253367007,0.065443002,0.681190014,0.405091912,0.372086078,0.417051911,0.210862011,1821,0.8627,1.0473,0.5541,0.4849
1105,1730,99,All,2022,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.245187759,0.467619777,0.352965117,0.112797283,0.420340538,0.058749836,0.520909607,0.41328311,0.245813578,0.574336171,0.17985025,1685,1.1823,1.3564,0.4653,0.373
1108,1870,1,Urban,2022,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.349144459,0.446902335,0.290868849,0.020697502,0.708476424,0.047199856,0.244323686,0.422513872,0.027912939,0.845751882,0.126335189,1823,1.7339,1.8898,0.312,0.18
1198,2867,0,Rural,2021,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.145613834,0.399336219,0.341187328,0.154640898,0.192932338,0.099158555,0.707909107,0.546287,0.590408683,0.35117957,0.058411717,2793,0.7275,0.9803,0.68,0.5115
1211,2729,99,All,2021,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.208435297,0.391161859,0.309629917,0.090873964,0.298266202,0.173980847,0.527752936,0.466765821,0.358649254,0.553803205,0.087547556,2657,1.0455,1.3337,0.5819,0.3684
1217,2869,1,Urban,2021,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.277706981,0.38252756,0.276297003,0.023519348,0.435656637,0.27157405,0.292769313,0.398574829,0.056357682,0.818091929,0.125550404,2795,1.4604,1.7947,0.454,0.1818
1321,3866,0,Rural,2020,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.224118456,0.497982204,0.386375189,0.154454499,0.242921427,0.167105436,0.589973152,0.404274583,0.499218524,0.349676311,0.15110518,3765,1.1341,1.2442,0.5498,0.4479
1324,3728,99,All,2020,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.256614536,0.453352928,0.337015986,0.10036917,0.368318796,0.167277768,0.46440345,0.470891565,0.357476622,0.504396498,0.13812691,3629,1.4067,1.5361,0.4659,0.3658
1327,3868,1,Urban,2020,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.313804418,0.391590297,0.268707544,0.025520248,0.617849469,0.167620689,0.214529827,0.563253522,0.075421602,0.812277257,0.112301171,3767,1.9491,2.117,0.2988,0.2022
1434,4926,0,Rural,2019,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.28942436,0.350414664,0.248996139,0.022328936,0.681189775,0.120904677,0.197905526,0.616817892,0.151089817,0.676496685,0.172413483,4737,1.5282,1.6479,0.3463,0.2294
1437,4788,99,All,2019,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.298747301,0.343364269,0.240785137,0.01613876,0.731746256,0.078208409,0.190045327,0.585542202,0.0951645,0.768095672,0.13673982,4601,1.6011,1.7572,0.3121,0.1869
1438,4928,1,Urban,2019,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.312746197,0.333294958,0.229058221,0.007297986,0.812616587,0.00991132,0.177472115,0.547975957,0.008339953,0.910303891,0.08135616,4739,1.7176,1.9322,0.2575,0.119
1546,5979,0,Rural,2018,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.347331166,0.3061423,0.199809551,0.026368037,0.581939518,0.176596671,0.24146384,0.591835499,0.071769901,0.723616064,0.204614058,5732,1.9146,2.0623,0.2881,0.1761
1547,5841,99,All,2018,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.362075329,0.30744642,0.196127653,0.023379594,0.629970491,0.109856643,0.260172874,0.572504282,0.055953246,0.796162546,0.14788422,5596,1.8139,1.9664,0.3096,0.1926
1548,5981,1,Urban,2018,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.384946078,0.309491456,0.19035393,0.018693291,0.709031343,0,0.290968686,0.542963505,0.029918425,0.915576875,0.054504707,5734,1.6481,1.8086,0.3451,0.2198
1659,7032,0,Rural,2017,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.382650942,0.278697342,0.172053546,0.030586027,0.625702679,0.036987141,0.337310195,0.686616898,0.203646198,0.707139075,0.08921475,6704,1.3184,1.4802,0.3742,0.2366
1660,6894,99,All,2017,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.419344902,0.326685756,0.189691752,0.022424249,0.719809353,0.0364317,0.243758962,0.676411152,0.115079373,0.823678136,0.06124248,6568,1.5298,1.759,0.376,0.2001
1661,7034,1,Urban,2017,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.458953589,0.401267648,0.21710442,0.009739503,0.835717082,0.035747584,0.128535345,0.662873805,0.005994858,0.967215061,0.026790058,6706,1.7903,2.1024,0.3782,0.155
1760,8131,0,Rural,2011,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.210102841,0.316289186,0.249835938,0.053884655,0.426493138,0.102015205,0.471491665,0.384585798,0.297316134,0.570080578,0.132603317,NA,NA,NA,NA,NA
1763,7993,99,All,2011,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.224423677,0.318800211,0.24725388,0.036549814,0.491253883,0.170946017,0.337800086,0.345245391,0.190019965,0.647099614,0.16288045,NA,NA,NA,NA,NA
1765,8133,1,Urban,2011,NA,NA,Female,Gender,Andaman and Nicobar Islands,0.24855119,0.323122084,0.242809713,0.006713442,0.605944276,0.2930215,0.101034217,0.279439658,0,0.783499181,0.216500834,NA,NA,NA,NA,NA
1863,420,0,Rural,2023,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.228408605,0.881494641,0.680153668,0.078732647,0.672316492,0.045895487,0.281787992,0.47968179,0.243579924,0.662170231,0.094249822,416,2.1588,2.1588,0.1193,0.1193
1866,148,99,All,2023,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.238432571,0.814589262,0.620364666,0.038990699,0.779943943,0.027934972,0.192121074,0.448279351,0.132253647,0.787510693,0.080235668,148,2.4467,2.455,0.0782,0.0699
1868,424,1,Urban,2023,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.25000754,0.748948634,0.561705828,0,0.907803416,0.006598198,0.085598372,0.412902325,0,0.936412871,0.063587107,420,2.7888,2.8069,0.0293,0.0113
1993,1418,1,Urban,2022,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.324253678,0.812545896,0.549074888,0.010504347,0.75018239,0.011699075,0.238118529,0.509402692,0,0.838449121,0.161550894,1387,2.4746,2.4862,0.0579,0.0464
1994,1138,99,All,2022,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.354950517,0.866920114,0.559206367,0.027706744,0.761408806,0.00713689,0.231454298,0.612560868,0.065913856,0.783950269,0.150135875,1111,2.5559,2.5629,0.0771,0.07
1995,1414,0,Rural,2022,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.39774859,0.956125259,0.575827777,0.055928633,0.778970957,0,0.221029058,0.749418557,0.169026718,0.698694587,0.132278696,1383,2.683,2.683,0.1071,0.1071
2093,2417,1,Urban,2021,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.268059641,0.710055232,0.519718051,0.009361661,0.683489501,0.126857802,0.189652711,0.416233003,0,0.870327592,0.129672408,2359,2.484,2.5638,0.1155,0.0611
2101,2137,99,All,2021,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.331311464,0.733759582,0.490656614,0.010563187,0.634924233,0.140906408,0.224169374,0.437245935,0.025440024,0.876334369,0.098225631,2083,2.3506,2.4214,0.1294,0.083
2106,2413,0,Rural,2021,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.47344318,0.793267369,0.41770035,0.01357952,0.483228087,0.184787974,0.331983924,0.475928456,0.104903243,0.895096779,0,2355,1.9338,1.9765,0.1728,0.1515
2197,3416,1,Urban,2020,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.267553508,0.745450795,0.546002805,0.014098166,0.780558646,0.05244486,0.166996509,0.427980185,0.044673357,0.840505362,0.114821285,3331,2.588,2.6278,0.0792,0.0624
2209,3136,99,All,2020,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.322738647,0.801361263,0.542730987,0.029378455,0.694667935,0.152698323,0.152633727,0.442671597,0.06855657,0.742819846,0.188623592,3055,2.3649,2.4671,0.167,0.0766
2214,3412,0,Rural,2020,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.372861713,0.859942496,0.539302886,0.045388687,0.603556216,0.259045899,0.13739787,0.459452897,0.093891568,0.639196336,0.266912103,3327,2.1283,2.2966,0.26,0.0917
2304,4474,1,Urban,2019,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.237382248,0.765700877,0.583937109,0.012099662,0.846121848,0.006240985,0.147637159,0.403760076,0.002491665,0.831579387,0.16592893,4303,2.268,2.3289,0.1201,0.0929
2306,4161,99,All,2019,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.254477143,0.816817224,0.60895592,0.008569472,0.865311444,0.025250992,0.109437592,0.425906062,0.006996194,0.791594625,0.201409176,4027,2.388,2.4222,0.0784,0.0632
2318,4470,0,Rural,2019,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.27518329,0.888675332,0.644126713,0.003606814,0.889766932,0.049477644,0.06075545,0.451171309,0.012736838,0.740637422,0.246625766,4299,2.541,2.541,0.0252,0.0252
2415,5527,1,Urban,2018,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.259557307,0.719870508,0.533022881,0.043476626,0.788231909,0.010127428,0.20164068,0.419287115,0.018111257,0.91555959,0.066329144,5298,2.1602,2.2081,0.1121,0.0816
2430,5216,99,All,2018,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.325807661,0.782214582,0.527363062,0.046520215,0.730961502,0.068083264,0.200955227,0.49044922,0.028262062,0.844048202,0.127689749,5010,2.1737,2.2275,0.1225,0.0882
2435,5523,0,Rural,2018,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.381576091,0.843723893,0.52177906,0.049523052,0.673240304,0.126495346,0.200264364,0.548526406,0.038492776,0.771973789,0.189533412,5294,2.1873,2.2471,0.133,0.0949
2505,6576,0,Rural,2017,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.205888018,0.812099934,0.644898295,0.004442544,0.847331285,0.05261647,0.100052223,0.320632488,0.050377168,0.889390767,0.060232058,6266,2.0482,2.0716,0.0302,0.0069
2519,6271,99,All,2017,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.248241857,0.791633308,0.595116794,0.012119168,0.847106457,0.033422921,0.119470611,0.379941136,0.033462778,0.922180355,0.04435689,5994,2.2756,2.3308,0.0636,0.0204
2536,6580,1,Urban,2017,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.287009954,0.773783326,0.551699817,0.018814346,0.846877277,0.013855417,0.13926734,0.435591429,0.016218835,0.955608726,0.028172424,6270,2.5074,2.595,0.0976,0.0341
2634,7674,0,Rural,2011,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.124903731,0.767852902,0.671945214,0.000998168,0.905764043,0.050698958,0.043536983,0.288501412,0.02616363,0.90578115,0.068055227,NA,NA,NA,NA,NA
2648,7336,99,All,2011,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.153851867,0.810672164,0.685948789,0.003207983,0.855551302,0.080624551,0.06382414,0.316235811,0.023299376,0.886678398,0.090022206,NA,NA,NA,NA,NA
2652,7678,1,Urban,2011,tertiary,NA,NA,Education,Andaman and Nicobar Islands,0.175875098,0.846588731,0.697694838,0.005061562,0.814987659,0.104799531,0.080212839,0.358341813,0.020985527,0.871246517,0.10776794,NA,NA,NA,NA,NA
2765,423,1,Urban,2023,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.125366941,0.523235381,0.457638979,0.028539727,0.67474848,0.067459278,0.257792234,0.205525488,0.029412443,0.78225714,0.188330427,419,1.9432,1.9618,0.081,0.0624
2768,147,99,All,2023,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.161633357,0.568904281,0.476950377,0.06005583,0.532626688,0.088845007,0.378528267,0.278483123,0.226818904,0.585735559,0.187445506,147,1.7189,1.7478,0.1781,0.1515
2770,419,0,Rural,2023,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.190131545,0.610796452,0.494664758,0.08896558,0.412016392,0.106993802,0.480989784,0.349862427,0.394346058,0.418959409,0.186694533,415,1.5285,1.5662,0.2606,0.2271
2880,1413,0,Rural,2022,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.158683822,0.55595541,0.467734277,0.108735964,0.365931958,0.105270594,0.528797448,0.173909932,0.20746395,0.515791774,0.276744246,1382,1.5751,1.606,0.2685,0.2585
2881,1137,99,All,2022,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.173799008,0.539963603,0.446118444,0.063318491,0.50220722,0.083742179,0.414050579,0.164521068,0.116777577,0.642707229,0.240515217,1110,1.6854,1.7151,0.1781,0.1601
2882,1417,1,Urban,2022,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.192481071,0.521425664,0.421061099,0.010669963,0.67768997,0.056019869,0.266290158,0.151706845,0,0.806137204,0.193862811,1386,1.8275,1.8556,0.0617,0.0335
2960,2416,1,Urban,2021,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.090859406,0.48502925,0.440959781,0.00670785,0.460170329,0.345086724,0.194742933,0.150546864,0.071922161,0.813581228,0.114496604,2358,1.8845,2.0399,0.1122,0.0152
2965,2136,99,All,2021,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.093427464,0.561109126,0.508686066,0.055808585,0.371938735,0.284390032,0.343671232,0.183260798,0.250780731,0.596972167,0.152247101,2082,1.8412,1.944,0.187,0.1149
2966,2412,0,Rural,2021,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.095350787,0.635800064,0.575176001,0.104012936,0.305530697,0.238706321,0.455762982,0.209511951,0.385399699,0.433940083,0.180660218,2354,1.8086,1.8719,0.2434,0.1898
3064,3415,1,Urban,2020,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.093786471,0.539241672,0.488668084,0.006373997,0.573305309,0.143836498,0.282858193,0.221236452,0.002652145,0.822872221,0.174475625,3330,2.2429,2.3144,0.1147,0.0688
3084,3135,99,All,2020,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.127779812,0.511007369,0.445710927,0.026932372,0.423896194,0.219098687,0.357005149,0.189040676,0.125647649,0.720917106,0.15343523,3054,1.9005,1.9523,0.1343,0.1028
3101,3411,0,Rural,2020,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.16560632,0.482873499,0.402906597,0.047417607,0.243328914,0.31005621,0.446614861,0.171539247,0.274292886,0.597700059,0.128007025,3326,1.4866,1.5146,0.1579,0.1439
3202,4473,1,Urban,2019,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.167633489,0.426121861,0.354689568,0,0.891531289,0.004108866,0.10435985,0.275685549,0,0.914401948,0.085598037,4302,1.9866,2.0029,0.058,0.0498
3209,4160,99,All,2019,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.226322234,0.479901582,0.371289164,0.019904992,0.778446674,0.05724559,0.164307758,0.320158422,0.091203399,0.733546138,0.175250471,4026,1.6177,1.6496,0.1867,0.1602
3210,4469,0,Rural,2019,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.257381082,0.51424855,0.381890684,0.032617513,0.711368263,0.088764697,0.19986707,0.347874701,0.145302504,0.62626791,0.228429601,4298,1.3989,1.44,0.2631,0.2256
3307,5526,1,Urban,2018,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.130310267,0.552837908,0.48079747,0.025329711,0.699317694,0.049402039,0.251280278,0.255392641,0.011977848,0.897564232,0.090457916,5297,1.949,1.9666,0.1331,0.1155
3311,5215,99,All,2018,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.143537596,0.516933382,0.442734003,0.022449141,0.576813459,0.068748146,0.354438394,0.237266049,0.118587136,0.678624034,0.202788815,5009,1.9254,1.935,0.0899,0.0803
3314,5522,0,Rural,2018,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.154984027,0.489426732,0.413573414,0.020242322,0.467707366,0.085978389,0.446314245,0.222617209,0.21353671,0.483629078,0.302834213,5293,1.9044,1.9068,0.0513,0.0489
3427,6579,1,Urban,2017,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.174288675,0.530445278,0.437994689,0.012979342,0.799286902,0.060294036,0.140419066,0.316239595,0,0.774039388,0.225960612,6269,2.0822,2.2237,0.124,0.0416
3434,6270,99,All,2017,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.279896766,0.520974934,0.375155747,0.020013841,0.69666785,0.071452871,0.231879279,0.408108622,0.088293783,0.714956641,0.196749583,5993,1.8629,1.9625,0.1554,0.0893
3437,6575,0,Rural,2017,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.367602766,0.513363242,0.324649483,0.025667761,0.585392654,0.083552971,0.331054389,0.471808344,0.184035361,0.650890112,0.165074527,6265,1.6251,1.6792,0.1895,0.1411
3537,7677,1,Urban,2011,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.145888507,0.498578161,0.425841361,0.008005348,0.577074707,0.188139275,0.234786004,0.222067878,0.006684719,0.732189834,0.261125416,NA,NA,NA,NA,NA
3538,7335,99,All,2011,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.166482121,0.489807576,0.408263385,0.037014555,0.516369402,0.174939036,0.308691591,0.286009192,0.141660839,0.555917263,0.302421898,NA,NA,NA,NA,NA
3539,7673,0,Rural,2011,secondary,NA,NA,Education,Andaman and Nicobar Islands,0.181521207,0.483595043,0.395812303,0.057562757,0.470107466,0.164879486,0.365013033,0.32914108,0.244522482,0.421584696,0.333892822,NA,NA,NA,NA,NA
3594,418,0,Rural,2023,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.026321148,0.708557904,0.689907849,0.226535574,0.173584253,0.14530313,0.681112647,0.199914739,0.602810442,0.245070338,0.152119249,414,0.9874,1.0949,0.401,0.3437
3626,146,99,All,2023,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.040215641,0.649442375,0.623324633,0.132038161,0.357797891,0.14237833,0.499823809,0.244064972,0.395392984,0.415070236,0.189536765,146,1.3561,1.4423,0.2784,0.2271
3654,422,1,Urban,2023,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.063810021,0.568850756,0.532552361,0.003210627,0.683139205,0.137212813,0.179647967,0.286181897,0.029071195,0.715308666,0.255620152,418,2.0072,2.0559,0.0618,0.0212
3698,1412,0,Rural,2022,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.025397236,0.717604578,0.699379385,0.163569123,0.239419177,0.139605269,0.620975554,0.167731345,0.422236413,0.304417372,0.273346215,1381,1.1957,1.271,0.2671,0.2362
3753,1136,99,All,2022,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.05046887,0.670795083,0.636940777,0.10556905,0.33613506,0.14954935,0.514315605,0.220021501,0.281625062,0.422815979,0.295558959,1109,1.3653,1.437,0.2232,0.1882
3768,1416,1,Urban,2022,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.096187621,0.599486768,0.541823566,0.017213335,0.526312411,0.169102907,0.304584652,0.312189579,0.005133834,0.655629158,0.339237005,1385,1.6989,1.7633,0.137,0.0936
3787,2411,0,Rural,2021,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.018382961,0.592107654,0.581222951,0.113423102,0.093581378,0.373803198,0.532615423,0.626362562,0.456721455,0.191592351,0.351686209,2353,0.9843,1.1404,0.365,0.2373
3850,2135,99,All,2021,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.056259722,0.596118212,0.562580764,0.072862014,0.170685589,0.353716999,0.475597411,0.415532768,0.31193164,0.339902967,0.348165423,2081,1.1984,1.331,0.2771,0.1679
3876,2415,1,Urban,2021,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.109149761,0.601810157,0.536122739,0.015295563,0.289321631,0.322811455,0.387866914,0.142188609,0.089151442,0.568100393,0.342748165,2357,1.5279,1.6244,0.1418,0.0611
3926,3410,0,Rural,2020,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.04175787,0.617124915,0.591355085,0.091757201,0.18328093,0.3384206,0.478298455,0.32555759,0.435367882,0.242185384,0.322446734,3325,1.3817,1.4774,0.2728,0.1852
3944,3134,99,All,2020,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.057691552,0.616548359,0.580978692,0.064468153,0.295237839,0.292842001,0.41192013,0.31826058,0.295379758,0.387899011,0.316721201,3053,1.5766,1.6648,0.2221,0.1517
3973,3414,1,Urban,2020,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.082923628,0.615637541,0.564586639,0.021358227,0.480487525,0.217425317,0.302087158,0.306556731,0.063748181,0.629004359,0.30724749,3329,1.8992,1.9749,0.1383,0.0963
