,X,sector,sector_type,year,edu_cat,youth,sex1,dem,statename,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,X46,JQdim365,JQdim215,POV_365,POV_215
453,4751,99,All,2019,NA,NA,Male,Gender,Tripura,0.033613075,0.778576136,0.752405822,0.035013411,0.168071955,0.255577117,0.576350927,0.088853627,0.383192062,0.383682728,0.23312521,4564,1.0619,1.3456,0.309,0.0926
465,4855,1,Urban,2019,NA,NA,Male,Gender,Tripura,0.046785526,0.776258051,0.739940405,0.021617506,0.324714839,0.190963477,0.484321684,0.114033341,0.059168983,0.718156457,0.222674578,4666,1.2295,1.496,0.3012,0.1063
579,5906,0,Rural,2018,NA,NA,Male,Gender,Tripura,0.058554009,0.766455591,0.721576571,0.019397788,0.164760873,0.215213895,0.620025218,0.128399491,0.358871877,0.445614785,0.195513338,5659,1.1101,1.3716,0.306,0.0907
584,5804,99,All,2018,NA,NA,Male,Gender,Tripura,0.062797703,0.754697561,0.707304299,0.017062729,0.196149662,0.211627424,0.592222929,0.136819363,0.307641357,0.48904565,0.203313008,5559,1.175,1.431,0.2923,0.0838
613,5908,1,Urban,2018,NA,NA,Male,Gender,Tripura,0.083292603,0.702640176,0.644115448,0.006724519,0.351832479,0.193839163,0.454328358,0.177340224,0.053547107,0.704454958,0.241997927,5661,1.4968,1.7256,0.2244,0.0496
687,6961,1,Urban,2017,NA,NA,Male,Gender,Tripura,0.055805411,0.720477581,0.680271029,0.013799971,0.403539747,0.18761754,0.408842713,0.108687565,0.057539664,0.705378652,0.237081707,6633,1.4109,1.6777,0.2738,0.0772
692,6857,99,All,2017,NA,NA,Male,Gender,Tripura,0.063274287,0.749639869,0.702206969,0.019275406,0.224267662,0.22040242,0.555329919,0.125912666,0.296235323,0.500153124,0.203611538,6531,1.1161,1.423,0.3352,0.0976
693,6959,0,Rural,2017,NA,NA,Male,Gender,Tripura,0.065049388,0.756921411,0.7076841,0.020642562,0.181239396,0.228271335,0.590489268,0.129563794,0.353526205,0.450895637,0.195578143,6631,1.0453,1.3618,0.3499,0.1024
878,8058,0,Rural,2011,NA,NA,Male,Gender,Tripura,0.067885391,0.849428117,0.791764379,0.037359659,0.081073821,0.482629329,0.43629685,0.067502171,0.319610029,0.216056794,0.464333177,NA,NA,NA,NA,NA
879,7956,99,All,2011,NA,NA,Male,Gender,Tripura,0.075262688,0.8356902,0.772793889,0.033817235,0.128435284,0.436333656,0.43523109,0.07132671,0.276323587,0.29117009,0.432506323,NA,NA,NA,NA,NA
884,8060,1,Urban,2011,NA,NA,Male,Gender,Tripura,0.115363337,0.768159568,0.679542124,0.016404003,0.398525238,0.172321483,0.429153293,0.094295345,0.028404186,0.721375167,0.250220656,NA,NA,NA,NA,NA
898,798,0,Rural,2023,NA,NA,Female,Gender,Tripura,0.01857209,0.476047099,0.467205912,0.180853054,0.08497005,0.137608677,0.777421296,0.402694881,0.710223913,0.146638289,0.143137783,778,0.2207,0.4113,0.8629,0.7014
901,698,99,All,2023,NA,NA,Female,Gender,Tripura,0.023413884,0.439804673,0.429507136,0.155382365,0.119662941,0.127988935,0.752348125,0.403213054,0.649902046,0.207245737,0.142852217,680,0.3012,0.5044,0.8388,0.6728
935,800,1,Urban,2023,NA,NA,Female,Gender,Tripura,0.058348812,0.283870518,0.267307013,0.045793906,0.380555958,0.055647712,0.563796341,0.405577838,0.196277127,0.663018107,0.140704751,780,0.9068,1.2041,0.6578,0.4576
1000,1796,0,Rural,2022,NA,NA,Female,Gender,Tripura,0.006489892,0.361884683,0.359536111,0.068774834,0.146423995,0.236025438,0.617550552,0.491801798,0.540691853,0.223273769,0.236034349,1749,0.3931,0.5865,0.8022,0.6367
1002,1694,99,All,2022,NA,NA,Female,Gender,Tripura,0.012179994,0.343534857,0.339350611,0.060945027,0.176600084,0.227158263,0.596241653,0.477767736,0.49124065,0.268337548,0.240421802,1649,0.4489,0.6564,0.7874,0.6179
1035,1798,1,Urban,2022,NA,NA,Female,Gender,Tripura,0.046616025,0.262868315,0.250614434,0.026524914,0.366909623,0.171236217,0.46185416,0.412631094,0.179369897,0.552538276,0.268091857,1751,0.8011,1.0977,0.6937,0.4993
1151,2797,1,Urban,2021,NA,NA,Female,Gender,Tripura,0.060292725,0.183427572,0.172368228,0.008529575,0.500974238,0.175676301,0.323349446,0.531926632,0.138665378,0.606867492,0.25446713,2723,0.9657,1.1706,0.6531,0.5151
1174,2693,99,All,2021,NA,NA,Female,Gender,Tripura,0.094565354,0.267827481,0.242500275,0.031760667,0.229771376,0.339002818,0.431225836,0.612694681,0.364996135,0.308259964,0.326743901,2621,0.4448,0.7169,0.7989,0.6095
1180,2795,0,Rural,2021,NA,NA,Female,Gender,Tripura,0.09970922,0.287695408,0.25900951,0.037229314,0.187285334,0.364589155,0.448125511,0.627917409,0.400452614,0.261480778,0.338066608,2721,0.3632,0.6458,0.8218,0.6243
1243,3794,0,Rural,2020,NA,NA,Female,Gender,Tripura,0.038038578,0.32743305,0.314977974,0.080584519,0.157595038,0.18013835,0.662266612,0.627951682,0.633753717,0.232782125,0.133464158,3693,0.3119,0.6139,0.8657,0.6674
1247,3692,99,All,2020,NA,NA,Female,Gender,Tripura,0.041163765,0.30733493,0.294683874,0.068893999,0.211412862,0.164819658,0.623767495,0.60438931,0.561775208,0.295672566,0.142552197,3593,0.4075,0.7115,0.834,0.6388
1266,3796,1,Urban,2020,NA,NA,Female,Gender,Tripura,0.057602324,0.232325286,0.218942806,0.025262956,0.500372648,0.082570262,0.417057067,0.490591824,0.175306901,0.633345246,0.191347852,3695,0.9211,1.2352,0.6631,0.485
1353,4854,0,Rural,2019,NA,NA,Female,Gender,Tripura,0.037519719,0.255097061,0.245525897,0.062525898,0.22566919,0.213952631,0.560378194,0.627951682,0.542251229,0.295823395,0.161925375,4665,0.3377,0.754,0.8191,0.545
1355,4752,99,All,2019,NA,NA,Female,Gender,Tripura,0.039662514,0.24355647,0.233896405,0.051485065,0.269230068,0.19412604,0.536643922,0.603458822,0.466676325,0.353119612,0.180204064,4565,0.4421,0.8331,0.7952,0.5368
1361,4856,1,Urban,2019,NA,NA,Female,Gender,Tripura,0.04964833,0.201148942,0.191162229,0.010913964,0.474056393,0.100899987,0.425043643,0.48469159,0.109988868,0.623538017,0.266473114,4667,0.9329,1.2052,0.6828,0.498
1541,5909,1,Urban,2018,NA,NA,Female,Gender,Tripura,0.309508651,0.20276989,0.140010864,0.000997295,0.615307629,0.179977596,0.20471476,0.530744374,0.027796855,0.783073306,0.189129829,5662,1.592,2.1217,0.4835,0.1857
1542,5805,99,All,2018,NA,NA,Female,Gender,Tripura,0.330380499,0.165070012,0.110534102,0.012396128,0.431583136,0.196902514,0.37151432,0.552843332,0.31763497,0.570799708,0.111565337,5560,0.9839,1.3251,0.6656,0.435
1543,5907,0,Rural,2018,NA,NA,Female,Gender,Tripura,0.336847186,0.156079158,0.103504337,0.015114579,0.372313648,0.202362493,0.425323874,0.557741702,0.411136717,0.50232023,0.086543038,5660,0.7878,1.0681,0.7244,0.5154
1611,6960,0,Rural,2017,NA,NA,Female,Gender,Tripura,0.121089399,0.112091362,0.098518282,0.011809235,0.278347194,0.39339608,0.328256726,0.62243855,0.372538567,0.436913878,0.190547541,6632,0.6056,0.9649,0.7353,0.4887
1632,6858,99,All,2017,NA,NA,Female,Gender,Tripura,0.152320221,0.123751245,0.104901426,0.010114036,0.375679582,0.322517514,0.301802874,0.604249954,0.279990882,0.529070616,0.190938473,6532,0.8281,1.1653,0.6744,0.4468
1644,6962,1,Urban,2017,NA,NA,Female,Gender,Tripura,0.225169063,0.163398042,0.126605853,0.004349897,0.631195486,0.136447966,0.232356548,0.532582998,0.035116978,0.772910178,0.191972822,6634,1.4121,1.6916,0.5147,0.3368
1767,8059,0,Rural,2011,NA,NA,Female,Gender,Tripura,0.291553348,0.267937154,0.189819187,0.038696703,0.140297115,0.465321302,0.394381583,0.372424304,0.252114296,0.179345638,0.568540037,NA,NA,NA,NA,NA
1769,7957,99,All,2011,NA,NA,Female,Gender,Tripura,0.34981963,0.277225852,0.1802468,0.032674707,0.218322366,0.413119733,0.3685579,0.373604149,0.221962139,0.263416827,0.514621019,NA,NA,NA,NA,NA
1774,8061,1,Urban,2011,NA,NA,Female,Gender,Tripura,0.578230023,0.320826143,0.135314837,0.004407947,0.732088447,0.069392703,0.198518857,0.379854262,0.023421904,0.816993058,0.159585044,NA,NA,NA,NA,NA
1798,280,1,Urban,2023,tertiary,NA,NA,Education,Tripura,0.096338354,0.602086186,0.544082165,0.013322876,0.536623776,0.001154713,0.462221503,0.317911774,0.012199803,0.919276416,0.068523787,276,2.2472,2.2951,0.1152,0.0803
1799,76,99,All,2023,tertiary,NA,NA,Education,Tripura,0.097138569,0.712813973,0.643572271,0.02077933,0.484135151,0.03360378,0.482261062,0.30896306,0.116927832,0.818718851,0.064353295,76,2.0575,2.0962,0.1176,0.084
1800,276,0,Rural,2023,tertiary,NA,NA,Education,Tripura,0.097588651,0.795053244,0.717465043,0.026317352,0.454571962,0.05188008,0.493547946,0.304504931,0.175913841,0.762081802,0.062004343,272,1.9506,1.9841,0.1189,0.0861
1897,1270,0,Rural,2022,tertiary,NA,NA,Education,Tripura,0.083197847,0.79220736,0.726297379,0.018451951,0.453832299,0.023165302,0.523002386,0.27594161,0.114862397,0.847376168,0.037761439,1239,1.9359,2.0678,0.1636,0.0763
1900,1066,99,All,2022,tertiary,NA,NA,Education,Tripura,0.092265524,0.736513138,0.668558359,0.02050429,0.483099282,0.018876307,0.498024404,0.29336533,0.082699835,0.865190327,0.052109849,1039,2.0016,2.1303,0.1531,0.0713
1915,1274,1,Urban,2022,tertiary,NA,NA,Education,Tripura,0.108721986,0.653175414,0.58216089,0.023575295,0.537735522,0.010869513,0.451394945,0.327039063,0.022658063,0.898446143,0.078895777,1243,2.1242,2.247,0.1334,0.062
2017,2273,1,Urban,2021,tertiary,NA,NA,Education,Tripura,0.11004246,0.545932055,0.485856354,0.01368719,0.714343905,0.005722424,0.279933661,0.364872575,0.024716191,0.935409844,0.039873954,2215,2.4234,2.5572,0.121,0.0459
2043,2065,99,All,2021,tertiary,NA,NA,Education,Tripura,0.148378864,0.652895153,0.556019306,0.009918514,0.628401935,0.00835618,0.363241851,0.381056905,0.091487743,0.864380419,0.044131845,2011,2.1242,2.268,0.149,0.0578
2058,2269,0,Rural,2021,tertiary,NA,NA,Education,Tripura,0.176985309,0.764693439,0.62935394,0.005979477,0.559056342,0.010481331,0.43046236,0.388450861,0.145365015,0.807067513,0.047567494,2211,1.8827,2.0347,0.1716,0.0674
2128,3272,1,Urban,2020,tertiary,NA,NA,Education,Tripura,0.112719148,0.563136578,0.499660283,0.017770713,0.644165814,0.019210402,0.336623818,0.289792866,0.032828774,0.887468934,0.079702318,3187,2.0869,2.2579,0.2101,0.1207
2155,3064,99,All,2020,tertiary,NA,NA,Education,Tripura,0.15586102,0.668355465,0.564184904,0.030508934,0.437051266,0.030794667,0.532154083,0.337937713,0.152604595,0.776051641,0.071343787,2983,1.6885,1.842,0.2539,0.1492
2172,3268,0,Rural,2020,tertiary,NA,NA,Education,Tripura,0.183585361,0.759557128,0.620113552,0.041550171,0.292399704,0.038885273,0.668715,0.361086369,0.236257613,0.698236287,0.065506086,3183,1.4102,1.5516,0.2844,0.169
2226,4316,1,Urban,2019,tertiary,NA,NA,Education,Tripura,0.083704762,0.594397008,0.544643164,0.00683213,0.706674814,0.003847672,0.289477527,0.312582493,0.006003841,0.961587787,0.032408372,4159,2.1481,2.2745,0.1869,0.105
2238,4078,99,All,2019,tertiary,NA,NA,Education,Tripura,0.126047105,0.66732049,0.583206654,0.014800383,0.605486035,0.019571908,0.374942034,0.307081521,0.06252405,0.868502676,0.068973295,3955,1.8794,2.0849,0.2458,0.1292
2256,4311,0,Rural,2019,tertiary,NA,NA,Education,Tripura,0.156578705,0.732083261,0.617454588,0.021876933,0.526218057,0.031889763,0.441892147,0.304258347,0.106800131,0.795582831,0.09761706,4155,1.6689,1.9363,0.2919,0.1481
2390,5364,0,Rural,2018,tertiary,NA,NA,Education,Tripura,0.19255951,0.741407514,0.598642468,0.008834101,0.675045848,0.015862005,0.309092134,0.353364825,0.056649897,0.893861234,0.04948888,5143,2.2993,2.4268,0.1328,0.0641
2391,5136,99,All,2018,tertiary,NA,NA,Education,Tripura,0.193757236,0.702647448,0.566504419,0.009237302,0.697024643,0.00939333,0.293582022,0.368369222,0.035286974,0.915574789,0.049138214,4933,2.3696,2.4893,0.1216,0.0564
2393,5369,1,Urban,2018,tertiary,NA,NA,Education,Tripura,0.195490152,0.653236449,0.525535166,0.009751299,0.728940547,0,0.271059424,0.395204902,0.004265322,0.947105706,0.048629001,5147,2.4715,2.5801,0.1054,0.0453
2457,6418,0,Rural,2017,tertiary,NA,NA,Education,Tripura,0.122999199,0.659457862,0.57834512,0.009675534,0.690065026,0,0.309934944,0.236218721,0.061331023,0.934671044,0.003997919,6122,2.3147,2.4125,0.1064,0.0436
2463,6188,99,All,2017,tertiary,NA,NA,Education,Tripura,0.1369818,0.612662375,0.528738737,0.010482493,0.729672551,0.001841287,0.268486202,0.272314072,0.036378492,0.92729187,0.036329642,5922,2.2842,2.4134,0.1139,0.0413
2475,6422,1,Urban,2017,tertiary,NA,NA,Education,Tripura,0.155832589,0.559168756,0.47203207,0.011404955,0.785146594,0.004420186,0.210433215,0.346929997,0.001430074,0.916956604,0.081613325,6126,2.2415,2.4146,0.1245,0.0381
2656,7496,0,Rural,2011,tertiary,NA,NA,Education,Tripura,0.266192526,0.780407548,0.57266891,0.059994645,0.464704275,0.020355595,0.514940143,0.616989136,0.145580247,0.767753363,0.086666398,NA,NA,NA,NA,NA
2657,7246,99,All,2011,tertiary,NA,NA,Education,Tripura,0.328126609,0.763899267,0.513243616,0.03318819,0.653568089,0.010190809,0.336241126,0.568926036,0.055157404,0.901346028,0.04349659,NA,NA,NA,NA,NA
2658,7501,1,Urban,2011,tertiary,NA,NA,Education,Tripura,0.361023754,0.755411565,0.482690036,0.019405637,0.768773854,0.003990348,0.227235779,0.535537541,0,0.982836723,0.017163265,NA,NA,NA,NA,NA
2663,279,1,Urban,2023,secondary,NA,NA,Education,Tripura,0.010658654,0.363613486,0.359737843,0.027147673,0.271394849,0.081184775,0.647420406,0.190685794,0.057714932,0.779392064,0.162892997,275,1.3442,1.4699,0.216,0.1242
2678,75,99,All,2023,secondary,NA,NA,Education,Tripura,0.026445005,0.420589298,0.409466803,0.050721057,0.253539383,0.11692287,0.629537761,0.180259883,0.265242159,0.580527067,0.154230803,75,1.2135,1.3111,0.2903,0.2168
2684,275,0,Rural,2023,secondary,NA,NA,Education,Tripura,0.031657241,0.443536073,0.429494947,0.060215142,0.247516155,0.128978521,0.623505354,0.177207574,0.335247993,0.513443232,0.15130876,271,1.1695,1.2576,0.3153,0.248
2783,1273,1,Urban,2022,secondary,NA,NA,Education,Tripura,0.020860836,0.35677132,0.349328756,0.032161031,0.32593137,0.100675896,0.573392749,0.106328525,0.038315922,0.854196727,0.107487328,1242,1.4524,1.5402,0.2268,0.1528
2784,1065,99,All,2022,secondary,NA,NA,Education,Tripura,0.023136374,0.422766715,0.412985444,0.028872833,0.317259789,0.124974161,0.55776608,0.142045826,0.205319196,0.640392065,0.154288724,1038,1.405,1.4764,0.228,0.1684
2785,1269,0,Rural,2022,secondary,NA,NA,Education,Tripura,0.023826707,0.447901875,0.437229842,0.027620485,0.314621061,0.132367954,0.553010941,0.152117535,0.256137133,0.57533282,0.168530062,1238,1.3906,1.457,0.2284,0.1731
2893,2268,0,Rural,2021,secondary,NA,NA,Education,Tripura,0.02944779,0.460857421,0.447286189,0.022031005,0.249163419,0.165254056,0.585582554,0.166167289,0.187219799,0.611647606,0.20113261,2210,1.2527,1.3827,0.257,0.1587
2897,2064,99,All,2021,secondary,NA,NA,Education,Tripura,0.036282044,0.439520985,0.423574239,0.018176753,0.284410328,0.143416181,0.572173476,0.184834719,0.155499265,0.652490139,0.192010626,2010,1.341,1.4765,0.2382,0.1395
2919,2272,1,Urban,2021,secondary,NA,NA,Education,Tripura,0.06040493,0.377784967,0.354964912,0.007024661,0.412920535,0.063795336,0.523284137,0.258612633,0.039846193,0.801401913,0.15875192,2214,1.6633,1.8184,0.1695,0.0695
3008,3271,1,Urban,2020,secondary,NA,NA,Education,Tripura,0.028381974,0.394872576,0.383665323,0.012777757,0.483830094,0.065798171,0.450371742,0.208109811,0.052116424,0.822470367,0.125413209,3186,1.548,1.8536,0.2911,0.1236
3013,3063,99,All,2020,secondary,NA,NA,Education,Tripura,0.041429661,0.453103006,0.434331119,0.028344508,0.303705543,0.132356331,0.563938141,0.244251579,0.218296528,0.628148556,0.153554931,2982,1.1862,1.4188,0.3835,0.2142
3020,3267,0,Rural,2020,secondary,NA,NA,Education,Tripura,0.046075314,0.47821185,0.456178069,0.035056852,0.238382369,0.156494021,0.605123639,0.253524542,0.278562695,0.557676613,0.163760692,3182,1.055,1.2612,0.4168,0.2469
3111,4315,1,Urban,2019,secondary,NA,NA,Education,Tripura,0.044181257,0.396869361,0.379335165,0.016992578,0.477177799,0.079808451,0.443013757,0.206290349,0.039344322,0.837279975,0.123375706,4158,1.4148,1.5984,0.3096,0.1896
3123,4077,99,All,2019,secondary,NA,NA,Education,Tripura,0.057564177,0.415356487,0.391446829,0.029182075,0.356941283,0.106730379,0.536328316,0.220458895,0.188423768,0.660342991,0.151233241,3954,1.2698,1.5234,0.3455,0.1817
3127,4310,0,Rural,2019,secondary,NA,NA,Education,Tripura,0.063117988,0.423544168,0.396810919,0.034580629,0.306035459,0.118128605,0.575835943,0.224765077,0.251541167,0.585431278,0.163027599,4154,1.2084,1.4917,0.3608,0.1784
3312,5363,0,Rural,2018,secondary,NA,NA,Education,Tripura,0.14970161,0.386244297,0.328422904,0.011864708,0.403630227,0.06406083,0.532308936,0.194439426,0.119518884,0.785910964,0.09457013,5142,1.4789,1.6321,0.2307,0.0953
3316,5135,99,All,2018,secondary,NA,NA,Education,Tripura,0.158948064,0.378087729,0.317991406,0.009557044,0.432052791,0.063125618,0.504821599,0.203358427,0.107792974,0.795983791,0.09622325,4932,1.5493,1.7036,0.2186,0.0888
3318,5368,1,Urban,2018,secondary,NA,NA,Education,Tripura,0.188048363,0.354525506,0.287857562,0.002890808,0.525728583,0.060043316,0.414228112,0.236021057,0.069146439,0.82918191,0.101671644,5146,1.7815,1.939,0.1789,0.0674
3398,6421,1,Urban,2017,secondary,NA,NA,Education,Tripura,0.114557303,0.39138338,0.346547574,0.010381819,0.521306753,0.032795217,0.445897996,0.252625138,0.027536446,0.845986485,0.126477093,6125,1.5378,1.8325,0.2764,0.0917
3403,6187,99,All,2017,secondary,NA,NA,Education,Tripura,0.118827485,0.394225746,0.347380906,0.023800921,0.378769428,0.07734967,0.54388088,0.252318114,0.137948841,0.726814926,0.135236233,5921,1.4401,1.67,0.2813,0.1235
3405,6417,0,Rural,2017,secondary,NA,NA,Education,Tripura,0.120461188,0.395324141,0.34770292,0.028986562,0.323870718,0.094509959,0.581619322,0.252227575,0.180474535,0.680915654,0.138609841,6121,1.4025,1.6074,0.2832,0.1358
3546,7495,0,Rural,2011,secondary,NA,NA,Education,Tripura,0.370097607,0.669571757,0.421764851,0.037532084,0.348020732,0.214317694,0.437661588,0.360844821,0.270097226,0.538127959,0.19177483,NA,NA,NA,NA,NA
3547,7245,99,All,2011,secondary,NA,NA,Education,Tripura,0.381855875,0.621726274,0.384316444,0.027768342,0.400164783,0.160623312,0.439211875,0.333594799,0.19974272,0.646172583,0.154084697,NA,NA,NA,NA,NA
3548,7500,1,Urban,2011,secondary,NA,NA,Education,Tripura,0.410891354,0.528475046,0.311329216,0.008738746,0.537844181,0.018850585,0.443305254,0.261977702,0.013981158,0.931449831,0.054569013,NA,NA,NA,NA,NA
3565,278,1,Urban,2023,primary and middle,NA,NA,Education,Tripura,0.011329252,0.50108856,0.495411605,0.031557158,0.222869247,0.235359311,0.541771412,0.273743868,0.148595855,0.541723609,0.309680521,274,1.0519,1.1775,0.2907,0.2059
3566,74,99,All,2023,primary and middle,NA,NA,Education,Tripura,0.011490697,0.664846718,0.657207131,0.130481035,0.083712593,0.262203813,0.65408361,0.235203639,0.492802024,0.251571149,0.255626857,74,0.7549,0.877,0.426,0.3255
3567,274,0,Rural,2023,primary and middle,NA,NA,Education,Tripura,0.011510092,0.692014635,0.684049487,0.146892771,0.066992596,0.265429258,0.667578161,0.231037349,0.534159184,0.216708645,0.249132171,270,0.7192,0.8408,0.4423,0.3399
3666,1268,0,Rural,2022,primary and middle,NA,NA,Education,Tripura,0.002383992,0.563556969,0.562213421,0.057331465,0.12477798,0.276113123,0.599108875,0.294579118,0.401210576,0.355679154,0.243110269,1237,0.924,1.0219,0.3288,0.2417
3667,1064,99,All,2022,primary and middle,NA,NA,Education,Tripura,0.002952297,0.557509363,0.55586344,0.051738419,0.14333418,0.269494802,0.587171018,0.294347554,0.356870592,0.394483685,0.248645738,1037,0.9298,1.0424,0.331,0.2342
3670,1272,1,Urban,2022,primary and middle,NA,NA,Education,Tripura,0.006246123,0.524864793,0.521586418,0.021547422,0.251301706,0.230986699,0.51771158,0.292654067,0.098882549,0.620264173,0.280853271,1241,0.9633,1.1619,0.344,0.1903
3781,2271,1,Urban,2021,primary and middle,NA,NA,Education,Tripura,0.014876009,0.467283338,0.460332006,0.008971149,0.249664262,0.251577824,0.498757929,0.337176502,0.063370973,0.616163611,0.320465386,2213,1.0374,1.2619,0.333,0.1624
3808,2063,99,All,2021,primary and middle,NA,NA,Education,Tripura,0.039765593,0.555131733,0.533056617,0.022077465,0.119495459,0.334622294,0.545882285,0.397043228,0.32465893,0.364488095,0.310852945,2009,1.0476,1.2118,0.3132,0.1866
3816,2267,0,Rural,2021,primary and middle,NA,NA,Education,Tripura,0.04361489,0.571755409,0.546818376,0.024557594,0.098759271,0.347851455,0.553389251,0.40487951,0.366282701,0.324395627,0.309321672,2209,1.0493,1.2039,0.3101,0.1904
3905,3266,0,Rural,2020,primary and middle,NA,NA,Education,Tripura,0.02359578,0.587843299,0.573972702,0.053524755,0.108691312,0.305244058,0.586064637,0.428966105,0.422576249,0.320961863,0.256461859,3181,0.7843,1.0426,0.4363,0.2295
3908,3062,99,All,2020,primary and middle,NA,NA,Education,Tripura,0.025449118,0.568394899,0.553929746,0.048530668,0.124573022,0.302634805,0.572792172,0.422353148,0.375390947,0.356181115,0.268427968,2981,0.8176,1.085,0.427,0.2209
3919,3270,1,Urban,2020,primary and middle,NA,NA,Education,Tripura,0.036447212,0.475115657,0.457799017,0.024577826,0.220075488,0.28694436,0.492980152,0.380893975,0.091648646,0.567966998,0.340384334,3185,1.0177,1.3397,0.371,0.1688
4011,4309,0,Rural,2019,primary and middle,NA,NA,Education,Tripura,0.022003191,0.521121681,0.509655356,0.049784455,0.140428454,0.256356925,0.603214622,0.410332501,0.489604205,0.278783977,0.231611818,4153,0.8149,1.1358,0.4219,0.1915
4015,4076,99,All,2019,primary and middle,NA,NA,Education,Tripura,0.026668411,0.513905764,0.500200689,0.045378834,0.154936224,0.246621639,0.598442137,0.40546307,0.423221529,0.334460586,0.24231787,3953,0.8228,1.1389,0.421,0.1934
4030,4314,1,Urban,2019,primary and middle,NA,NA,Education,Tripura,0.050873604,0.479459614,0.455067784,0.024348004,0.232499823,0.194573477,0.5729267,0.370794535,0.068322912,0.632121861,0.299555212,4157,0.8646,1.155,0.416,0.2035
4194,5367,1,Urban,2018,primary and middle,NA,NA,Education,Tripura,0.097751543,0.449560255,0.405615032,0.001373682,0.252459049,0.23870182,0.50883913,0.425009727,0.061414018,0.61870265,0.319883347,5145,1.1286,1.4774,0.3283,0.0812
4202,5134,99,All,2018,primary and middle,NA,NA,Education,Tripura,0.113889903,0.487398803,0.431888998,0.020103451,0.16301012,0.203631073,0.633358777,0.397280872,0.341199338,0.469334513,0.189466164,4931,0.9931,1.2931,0.3614,0.1229
4205,5362,0,Rural,2018,primary and middle,NA,NA,Education,Tripura,0.116566837,0.494299829,0.436680853,0.023519408,0.147856891,0.197689861,0.654453218,0.39329052,0.388596773,0.444030583,0.167372629,5141,0.9701,1.2619,0.367,0.13
4258,6420,1,Urban,2017,primary and middle,NA,NA,Education,Tripura,0.056038201,0.439714283,0.415073484,0.009844297,0.305024624,0.27264908,0.422326297,0.369960189,0.082687877,0.611506343,0.305805743,6124,1.1816,1.4489,0.3613,0.1467
4270,6186,99,All,2017,primary and middle,NA,NA,Education,Tripura,0.070016198,0.483724236,0.449855715,0.014282449,0.172956139,0.279465854,0.547578037,0.385855347,0.307804137,0.472773492,0.21942237,5920,0.8883,1.2255,0.4059,0.1397
4274,6416,0,Rural,2017,primary and middle,NA,NA,Education,Tripura,0.073023744,0.49437058,0.458269775,0.015356071,0.143940687,0.28096348,0.575095832,0.388767183,0.357128292,0.442376405,0.200495318,6120,0.8239,1.1764,0.4157,0.1382
4431,7494,0,Rural,2011,primary and middle,NA,NA,Education,Tripura,0.126510873,0.570174098,0.498040885,0.0457647,0.077927649,0.45368883,0.468383521,0.246699259,0.293327242,0.217771366,0.488901377,NA,NA,NA,NA,NA
4433,7244,99,All,2011,primary and middle,NA,NA,Education,Tripura,0.130502686,0.558325887,0.485462874,0.041153651,0.105807029,0.423097193,0.4710958,0.246643588,0.262756199,0.26962918,0.467614621,NA,NA,NA,NA,NA
4435,7499,1,Urban,2011,primary and middle,NA,NA,Education,Tripura,0.160371527,0.483195394,0.405704618,0.011914607,0.320673078,0.187327713,0.491999209,0.246250972,0.0247826,0.673305094,0.301912338,NA,NA,NA,NA,NA
4513,273,0,Rural,2023,below primary,NA,NA,Education,Tripura,0.005203555,0.619609833,0.616385639,0.106065921,0.02240167,0.281583071,0.696015239,0.305552781,0.672682524,0.103918321,0.223399177,269,0.6437,0.7767,0.4569,0.3311
4517,73,99,All,2023,below primary,NA,NA,Education,Tripura,0.006640748,0.603810251,0.599800527,0.103953645,0.037995283,0.278117895,0.683886826,0.307093024,0.640168905,0.127482384,0.232348695,73,0.6458,0.7948,0.4611,0.3279
4558,277,1,Urban,2023,below primary,NA,NA,Education,Tripura,0.0243381,0.459523141,0.448339224,0.084663577,0.233778328,0.234611303,0.53161037,0.319857776,0.231950074,0.423337132,0.344712794,273,0.6724,1.0223,0.5142,0.2877
4603,1271,1,Urban,2022,below primary,NA,NA,Education,Tripura,0,0.378162742,0.378162742,0.011786894,0.156066686,0.545803964,0.29812938,0.599327326,0.150553316,0.281657636,0.567789078,1240,0.7522,0.8235,0.3485,0.2773
4639,1063,99,All,2022,below primary,NA,NA,Education,Tripura,0.013484576,0.529001236,0.521867931,0.06152473,0.072251551,0.328306228,0.599442244,0.466334522,0.591433704,0.135533735,0.273032546,1036,0.6629,0.8066,0.4977,0.361
4642,1267,0,Rural,2022,below primary,NA,NA,Education,Tripura,0.01455834,0.546354473,0.538400471,0.067246825,0.065478824,0.310731202,0.623789966,0.446434677,0.62705934,0.123726122,0.249214575,1236,0.6557,0.8052,0.5098,0.3677
4733,2270,1,Urban,2021,below primary,NA,NA,Education,Tripura,0.010875308,0.417486817,0.412946522,0.016459778,0.172029749,0.391397804,0.436572433,0.351786524,0.145636633,0.484930009,0.369433343,2212,0.6277,0.8451,0.5401,0.3415
4741,2062,99,All,2021,below primary,NA,NA,Education,Tripura,0.013290849,0.468198866,0.461976111,0.030489871,0.088646367,0.389134705,0.522218943,0.403699428,0.485656917,0.227377281,0.286965817,2008,0.7832,1.0387,0.4526,0.2487
