,sector,sector_type,year,state,sex1_female,sex1_male,youth,working_age,working_age_female,working_age_male,age_cohort_1,age_cohort_2,age_cohort_3,age_cohort_4,age_cohort_female_1,age_cohort_female_2,age_cohort_female_3,age_cohort_female_4,age_cohort_male_1,age_cohort_male_2,age_cohort_male_3,age_cohort_male_4
82,0,Rural,2023,Madhya Pradesh,0.4822146,0.5177854,0.273612857,0.724698544,0.733600497,0.716408134,0.377554029,0.278579921,0.26708588,0.07678017,0.368227303,0.291709453,0.260869741,0.079193503,0.386448473,0.266058922,0.27301392,0.074478693
83,1,Urban,2023,Madhya Pradesh,0.493742764,0.506257236,0.271776438,0.757558107,0.767455757,0.747905195,0.358753234,0.311563432,0.248402953,0.081280373,0.34778738,0.312536746,0.251894653,0.087781206,0.369727612,0.310589373,0.244908527,0.074774496
133,99,All,2022,Madhya Pradesh,0.482294679,0.517705321,0.286265373,0.749756873,0.754036427,0.745769978,0.381810933,0.297259063,0.251760125,0.069169857,0.374240279,0.309012711,0.245818436,0.070928574,0.388941973,0.286187977,0.257356763,0.06751328
190,0,Rural,2022,Madhya Pradesh,0.481245935,0.518754065,0.284360409,0.740654051,0.743750453,0.737781584,0.383931458,0.292135686,0.255745947,0.068186902,0.377263486,0.305150986,0.247609556,0.06997598,0.390167385,0.279963791,0.263355106,0.066513747
191,1,Urban,2022,Madhya Pradesh,0.485438704,0.514561296,0.291976303,0.777046263,0.784606636,0.769913793,0.375751495,0.311899245,0.240370587,0.071978681,0.365723073,0.319892317,0.240772352,0.073612273,0.385392904,0.304214627,0.239984334,0.070408128
241,99,All,2021,Madhya Pradesh,0.487667739,0.512332261,0.280942589,0.740260839,0.736687183,0.743662417,0.37951836,0.294714004,0.255070478,0.070697136,0.368478417,0.299495965,0.256552517,0.075473092,0.389928281,0.290204972,0.253673017,0.06619373
298,0,Rural,2021,Madhya Pradesh,0.490638971,0.509361029,0.281860411,0.728829682,0.72448796,0.733011842,0.386730134,0.290766656,0.253385752,0.069117457,0.380953342,0.292431772,0.251042247,0.075572625,0.392229915,0.289181381,0.255616844,0.062971853
299,1,Urban,2021,Madhya Pradesh,0.478425354,0.521574646,0.278087527,0.775818944,0.775603294,0.776016712,0.358443886,0.306249142,0.259993672,0.07531333,0.331305504,0.320545942,0.272972047,0.075176522,0.383323848,0.29314208,0.248095319,0.07543876
349,99,All,2020,Madhya Pradesh,0.487759709,0.512240291,0.28795886,0.743276536,0.744050324,0.742539704,0.387418211,0.294400901,0.247882545,0.070298351,0.361794978,0.30932793,0.24750039,0.081376702,0.411866486,0.280158371,0.248247162,0.059727989
406,0,Rural,2020,Madhya Pradesh,0.486482382,0.513517618,0.284686446,0.733978987,0.733000934,0.734905481,0.387867332,0.293488622,0.24535206,0.07329201,0.357289225,0.310627282,0.247099802,0.084983706,0.416760504,0.277294308,0.243700624,0.062244549
407,1,Urban,2020,Madhya Pradesh,0.491232336,0.508767664,0.29685545,0.768553615,0.773799598,0.763488412,0.386252105,0.296769589,0.254452586,0.062525712,0.373286575,0.306014061,0.248522088,0.072177291,0.398939818,0.287723213,0.260256022,0.053080939
457,99,All,2019,Madhya Pradesh,0.484479845,0.515520155,0.290724039,0.740092099,0.743541539,0.736850321,0.392821431,0.288483351,0.23939611,0.079299107,0.378234655,0.295954287,0.243184432,0.082626618,0.406654418,0.281398475,0.235803574,0.076143555
514,0,Rural,2019,Madhya Pradesh,0.487907618,0.512092382,0.290248871,0.730404556,0.730527163,0.730287731,0.397380948,0.285898566,0.237130105,0.079590365,0.385364026,0.293392211,0.238237754,0.083006017,0.40883413,0.278756499,0.236074418,0.076334968
515,1,Urban,2019,Madhya Pradesh,0.475160509,0.524839491,0.29201591,0.76643014,0.779873669,0.754259169,0.38100788,0.29518041,0.245267257,0.078544475,0.359591007,0.302654296,0.256120235,0.081634477,0.401055992,0.288184166,0.235107914,0.075651951
565,99,All,2018,Madhya Pradesh,0.477319837,0.522680163,0.28681916,0.732318342,0.741988778,0.723487139,0.391659141,0.306487769,0.242538601,0.059314501,0.37572512,0.317162067,0.243138433,0.063974388,0.406582445,0.29649052,0.241976827,0.054950189
622,0,Rural,2018,Madhya Pradesh,0.475638449,0.524361551,0.282943904,0.719844639,0.729775429,0.710836649,0.393062443,0.312148124,0.2418084,0.052981026,0.374683827,0.323577732,0.245665252,0.056073185,0.410177499,0.301504314,0.238216713,0.050101459
623,1,Urban,2018,Madhya Pradesh,0.482114613,0.517885387,0.297870219,0.76788938,0.776349545,0.76001358,0.387907714,0.291356027,0.244490638,0.076245598,0.378478944,0.300195068,0.236455977,0.084870003,0.396873891,0.28295067,0.252131134,0.06804432
673,99,All,2017,Madhya Pradesh,0.479482472,0.520517528,0.295993209,0.733706176,0.736418068,0.731208026,0.403422028,0.294570893,0.242379323,0.05962776,0.391743422,0.306226939,0.240659326,0.061370317,0.414256573,0.283757269,0.243975013,0.058011141
730,0,Rural,2017,Madhya Pradesh,0.475551188,0.524448812,0.294947296,0.725760818,0.732402921,0.719737947,0.406397402,0.295308679,0.242598265,0.055695679,0.393808603,0.307397008,0.242699221,0.056095164,0.418013304,0.284154534,0.242505088,0.055327065
731,1,Urban,2017,Madhya Pradesh,0.491633385,0.508366615,0.299225986,0.758263886,0.748422265,0.767781556,0.394619852,0.29238835,0.241731644,0.071260177,0.385701209,0.302803695,0.234691143,0.076803975,0.403027445,0.282569796,0.248368725,0.066034049
29,99,All,2023,Maharashtra,0.489174455,0.510825545,0.254491478,0.793850899,0.797945917,0.78992939,0.320578426,0.299974531,0.269398302,0.110048734,0.298828632,0.307780623,0.275561184,0.117829539,0.341617733,0.292423427,0.263436764,0.102522105
88,0,Rural,2023,Maharashtra,0.495084584,0.504915416,0.24584718,0.787008166,0.790861428,0.783229947,0.312381983,0.288878053,0.271476746,0.127263203,0.287740499,0.298063874,0.278815508,0.135380119,0.336779118,0.279783368,0.264210731,0.119226776
89,1,Urban,2023,Maharashtra,0.481104851,0.518895149,0.266294271,0.803193808,0.807900131,0.798830271,0.331544191,0.31482017,0.266617656,0.087017983,0.314079553,0.321145356,0.271085113,0.093689971,0.347920775,0.308889061,0.262428522,0.080761664
136,99,All,2022,Maharashtra,0.488738418,0.511261582,0.247662202,0.78547132,0.786661804,0.784333348,0.315303922,0.302800179,0.270776838,0.111119069,0.300941616,0.307798028,0.275516033,0.115744337,0.329074264,0.298008293,0.266232997,0.106684446
196,0,Rural,2022,Maharashtra,0.492028296,0.507971704,0.24085243,0.777904749,0.778026581,0.777786732,0.309616864,0.292188466,0.274457395,0.123737268,0.295087785,0.299390435,0.278427243,0.127094522,0.323694289,0.285210401,0.270610929,0.120484382
197,1,Urban,2022,Maharashtra,0.48415935,0.51584065,0.257140517,0.796003103,0.798876226,0.79330641,0.323039591,0.317234427,0.265770465,0.093955502,0.309005708,0.319380105,0.271505564,0.100108594,0.336304039,0.315206409,0.26034978,0.088139765
244,99,All,2021,Maharashtra,0.486140728,0.513859272,0.255855322,0.780222416,0.78160423,0.778915167,0.327926129,0.300702065,0.26956585,0.101805963,0.310333043,0.304657638,0.278872162,0.106137179,0.344627678,0.296946973,0.260731131,0.097694226
304,0,Rural,2021,Maharashtra,0.484189898,0.515810102,0.252071172,0.773664951,0.778068125,0.769531727,0.325814366,0.287306249,0.276458532,0.110420868,0.30288285,0.294095129,0.289201468,0.113820545,0.347578913,0.280862838,0.264364064,0.1071942
305,1,Urban,2021,Maharashtra,0.488720745,0.511279255,0.260859877,0.788894653,0.786237359,0.791434705,0.330665022,0.318076074,0.260626227,0.090632685,0.319993168,0.318353236,0.265478879,0.096174717,0.340799063,0.31781286,0.256018132,0.085369952
352,99,All,2020,Maharashtra,0.488172024,0.511827976,0.260426402,0.789460003,0.795949459,0.783270538,0.329879165,0.297077477,0.271730274,0.101313092,0.311806768,0.298617601,0.28755483,0.102020778,0.347395301,0.295584738,0.256392777,0.100627191
412,0,Rural,2020,Maharashtra,0.4866032,0.5133968,0.255494237,0.785863698,0.791487515,0.780533433,0.325112671,0.287184089,0.274110436,0.113592796,0.301733553,0.288851291,0.2942307,0.115184464,0.347582608,0.285581738,0.254772633,0.11206302
413,1,Urban,2020,Maharashtra,0.490551651,0.509448349,0.26790759,0.794914901,0.802662909,0.787454367,0.337026715,0.311912984,0.268161118,0.08289919,0.326751918,0.313107431,0.277650207,0.082490437,0.347111493,0.31074059,0.258847505,0.083300389
460,99,All,2019,Maharashtra,0.486053556,0.513946444,0.259112298,0.78214103,0.789118528,0.775542259,0.331285864,0.298743904,0.2686463,0.101323925,0.311112851,0.31037873,0.269647896,0.108860537,0.350698054,0.287547886,0.267682493,0.094071567
520,0,Rural,2019,Maharashtra,0.48273024,0.51726976,0.255606264,0.77461499,0.781491518,0.768197596,0.329978466,0.284079611,0.278450847,0.107491106,0.303668082,0.300358593,0.280857414,0.115115888,0.354956895,0.268624693,0.276166081,0.100252323
521,1,Urban,2019,Maharashtra,0.490666389,0.509333611,0.26397872,0.79258734,0.799533725,0.785895526,0.33305946,0.318636656,0.25534603,0.092957869,0.32104972,0.323753119,0.254685938,0.100511201,0.344829798,0.313622147,0.255992949,0.085555099
568,99,All,2018,Maharashtra,0.482925445,0.517074555,0.273710281,0.785248518,0.79172796,0.779197037,0.348565161,0.284910142,0.265108794,0.10141591,0.331905276,0.296005845,0.272470206,0.099618673,0.364374995,0.274380565,0.25812301,0.103121445
628,0,Rural,2018,Maharashtra,0.479812622,0.520187378,0.270008892,0.787339568,0.79560554,0.77971524,0.342938304,0.270533204,0.276050687,0.110477813,0.319201201,0.287795037,0.287293136,0.105710618,0.365279198,0.254286677,0.265469521,0.114964612
629,1,Urban,2018,Maharashtra,0.487179488,0.512820512,0.278768659,0.782390893,0.786508918,0.778478742,0.356303573,0.304682225,0.250060797,0.088953406,0.349202156,0.307185024,0.252288461,0.091324367,0.363119513,0.302280009,0.247922719,0.08667776
676,99,All,2017,Maharashtra,0.489247501,0.510752499,0.266113162,0.775735378,0.78366518,0.768139482,0.343046278,0.295774519,0.262833387,0.098345816,0.332746029,0.297626406,0.267712593,0.10191498,0.35311231,0.293964714,0.258065134,0.094857827
736,0,Rural,2017,Maharashtra,0.486735374,0.513264626,0.266447783,0.776147604,0.787446916,0.765432358,0.343295246,0.27688688,0.269950897,0.109866969,0.325604677,0.283949941,0.276928008,0.113517404,0.36055395,0.269996256,0.263144135,0.106305659
737,1,Urban,2017,Maharashtra,0.492548317,0.507451683,0.265673459,0.775193751,0.77875483,0.771737337,0.34271878,0.320622444,0.253469825,0.083188981,0.342122138,0.315582752,0.255613327,0.086681761,0.343303144,0.325558573,0.251370311,0.079767957
17,99,All,2023,Manipur,0.505754113,0.494245887,0.239670664,0.745172799,0.745278656,0.745064437,0.321630985,0.3288894,0.254113257,0.095366351,0.325510085,0.327815503,0.253974646,0.092699759,0.317660391,0.329988629,0.254255146,0.098095819
64,0,Rural,2023,Manipur,0.504332244,0.495667756,0.239449263,0.737427354,0.736589134,0.738280177,0.324708939,0.336233824,0.246075392,0.092981853,0.334096372,0.332102239,0.243553296,0.090248093,0.315179288,0.340427995,0.248635694,0.09575703
65,1,Urban,2023,Manipur,0.509275198,0.490724802,0.240218937,0.764353454,0.766588271,0.762034059,0.314277291,0.311342597,0.27331683,0.101063259,0.305277646,0.317714363,0.278531194,0.098476797,0.32367298,0.30469045,0.267873049,0.103763536
124,99,All,2022,Manipur,0.504144609,0.495855391,0.235526681,0.728603005,0.716958106,0.740442634,0.323257893,0.322717667,0.264052957,0.08997149,0.314171225,0.336500645,0.260406286,0.088921845,0.332203448,0.309148729,0.267643005,0.091004826
172,0,Rural,2022,Manipur,0.503540635,0.496459365,0.240280256,0.717539847,0.706594348,0.72864151,0.334866762,0.321766794,0.257358223,0.086008236,0.336279333,0.331501037,0.25153172,0.080687918,0.333477408,0.31219244,0.263089001,0.091241166
173,1,Urban,2022,Manipur,0.505730867,0.494269133,0.223041266,0.757660747,0.744060993,0.771575928,0.29438144,0.325082898,0.28070578,0.099829867,0.259266287,0.348917037,0.282446057,0.109370597,0.32902959,0.301565737,0.278988659,0.090416014
232,99,All,2021,Manipur,0.489662528,0.510337472,0.246948659,0.733666599,0.742207348,0.725471914,0.336595207,0.313791603,0.257528812,0.092084378,0.334975272,0.322312981,0.262149602,0.080562137,0.33818537,0.305426806,0.252992958,0.103394851
280,0,Rural,2021,Manipur,0.488268107,0.511731893,0.252469242,0.726416826,0.733356774,0.719795167,0.347554207,0.311976016,0.25216341,0.088306352,0.349012882,0.31975168,0.256834298,0.074401133,0.346136212,0.304417074,0.247622728,0.101823963
281,1,Urban,2021,Manipur,0.493506968,0.506493032,0.231728271,0.75365442,0.766349614,0.741284728,0.307472855,0.318616301,0.271786779,0.10212405,0.298332483,0.328998834,0.276024282,0.096644372,0.316680014,0.308157891,0.267518342,0.107643768
340,99,All,2020,Manipur,0.487533182,0.512466818,0.250981361,0.744901538,0.762788177,0.727885127,0.336932272,0.31998387,0.264933705,0.078150161,0.332531095,0.334261984,0.263920039,0.069286898,0.341320127,0.305749089,0.265944302,0.086986519
388,0,Rural,2020,Manipur,0.482274234,0.517725766,0.25015828,0.733472049,0.751934707,0.716273606,0.34106043,0.327583075,0.257486731,0.07386975,0.341238856,0.343917817,0.252405077,0.06243825,0.340885937,0.311609298,0.262456119,0.085048638
389,1,Urban,2020,Manipur,0.500863552,0.499136448,0.253067702,0.773872852,0.789278388,0.75841403,0.327014595,0.301727027,0.282824725,0.08843369,0.312283456,0.311809897,0.290695012,0.085211612,0.342398226,0.291197509,0.274605781,0.091798492
448,99,All,2019,Manipur,0.495745718,0.504254282,0.265067011,0.743417501,0.75503391,0.731997132,0.356552005,0.318907768,0.256600469,0.067939743,0.360378832,0.325363964,0.254703373,0.059553847,0.352671355,0.312360734,0.258524269,0.076443605
496,0,Rural,2019,Manipur,0.493418336,0.506581664,0.266780496,0.731518567,0.741155982,0.72213155,0.364694089,0.328589469,0.245438293,0.061278135,0.370542258,0.332969487,0.24553518,0.050953086,0.358847827,0.324210882,0.24534145,0.071599834
497,1,Urban,2019,Manipur,0.501768827,0.498231173,0.260632664,0.774211287,0.790351391,0.757956624,0.336642772,0.295233697,0.283894598,0.084228918,0.336124212,0.307213604,0.276582927,0.080079243,0.33718735,0.282653123,0.291572869,0.088586673
556,99,All,2018,Manipur,0.4931463,0.5068537,0.258917034,0.742328703,0.761370778,0.723801613,0.348790258,0.31525591,0.266071528,0.069882274,0.361991704,0.317721516,0.25396809,0.066318698,0.335279167,0.312732488,0.278458893,0.073529445
604,0,Rural,2018,Manipur,0.492304832,0.507695168,0.26459223,0.736480653,0.759543836,0.714116573,0.359265685,0.312642097,0.267735869,0.060356334,0.377289325,0.317798674,0.248961106,0.055950869,0.340676636,0.307323754,0.2870996,0.064899996
605,1,Urban,2018,Manipur,0.495186806,0.504813194,0.245154724,0.756510139,0.765775204,0.747421741,0.324060053,0.321426541,0.26214245,0.092370957,0.325411141,0.31753695,0.265941083,0.091110818,0.322702169,0.325335681,0.258324742,0.093637414
664,99,All,2017,Manipur,0.485777229,0.514222771,0.26730001,0.75319016,0.753263235,0.753121138,0.354890466,0.310893506,0.262516558,0.071699463,0.349337995,0.323701769,0.26080516,0.066155076,0.360136777,0.298791498,0.264133573,0.076938137
712,0,Rural,2017,Manipur,0.479862422,0.520137578,0.275673598,0.748622835,0.742129266,0.754613638,0.368240952,0.309484661,0.257883549,0.064390831,0.364753067,0.32313171,0.258552969,0.053562261,0.371405542,0.29710263,0.257276177,0.074215651
713,1,Urban,2017,Manipur,0.499936908,0.500063092,0.247254148,0.764124036,0.77884692,0.749404907,0.323578537,0.314197809,0.273382694,0.088840947,0.315586895,0.32494992,0.265736312,0.093726873,0.331882089,0.30302611,0.281327486,0.083764344
20,99,All,2023,Meghalaya,0.514118791,0.485881209,0.286557138,0.656426132,0.655920565,0.656961143,0.436541319,0.327241629,0.191956297,0.044260766,0.429096699,0.322753459,0.198195845,0.049953986,0.444406092,0.331983089,0.185364589,0.038246222
70,0,Rural,2023,Meghalaya,0.512729824,0.487270176,0.276916057,0.636129618,0.632784247,0.639649749,0.43531388,0.332814246,0.188982472,0.042889409,0.43158111,0.323066473,0.197993189,0.047359221,0.439199567,0.342961192,0.179602697,0.038236532
71,1,Urban,2023,Meghalaya,0.522434771,0.477565229,0.344279766,0.777944744,0.791867852,0.762713492,0.442550391,0.29995966,0.206515372,0.05097457,0.417431206,0.321283758,0.199147388,0.062137652,0.471080005,0.275740415,0.214883715,0.038295869
127,99,All,2022,Meghalaya,0.510415971,0.489584029,0.258018911,0.625018239,0.629376113,0.620474994,0.412818164,0.358400077,0.199145705,0.029636057,0.419377506,0.359923482,0.185604766,0.035094228,0.405881643,0.356789052,0.213465318,0.023864007
178,0,Rural,2022,Meghalaya,0.506610036,0.493389964,0.247844905,0.60197264,0.600435436,0.60355103,0.4117212,0.371761888,0.192162693,0.024354205,0.419578195,0.37852481,0.173992291,0.027904699,0.403695345,0.364853621,0.210723639,0.020727398
179,1,Urban,2022,Meghalaya,0.531753778,0.468246222,0.315059423,0.754223526,0.783959925,0.720454037,0.417726845,0.298609197,0.230392918,0.053271022,0.418556571,0.283825725,0.233111218,0.064506479,0.416701555,0.316877574,0.227033839,0.039387029
235,99,All,2021,Meghalaya,0.5042997,0.4957003,0.276870996,0.638090134,0.641310871,0.634813547,0.43390578,0.339630425,0.194704771,0.031759042,0.433149457,0.340207011,0.189829364,0.036814168,0.434683055,0.339037836,0.199715525,0.026563583
286,0,Rural,2021,Meghalaya,0.502866268,0.497133732,0.270936966,0.618637919,0.620518506,0.616735578,0.437957257,0.340529412,0.193126008,0.028387334,0.440080822,0.340300262,0.18580471,0.033814203,0.435796022,0.340762615,0.200577155,0.022864217
287,1,Urban,2021,Meghalaya,0.512868762,0.487131238,0.312345058,0.754376948,0.763184607,0.745103896,0.414043754,0.335223198,0.202444538,0.048288502,0.400116235,0.339762568,0.209009916,0.051111277,0.429062963,0.330328047,0.19536455,0.045244467
343,99,All,2020,Meghalaya,0.521503925,0.478496075,0.263549656,0.624459684,0.620778143,0.628472149,0.422044307,0.354320407,0.188869819,0.034765448,0.420233548,0.362209946,0.178232983,0.039323539,0.423993677,0.345827043,0.20032078,0.029858489
394,0,Rural,2020,Meghalaya,0.520473242,0.479526758,0.252027363,0.601396561,0.594113469,0.609301567,0.419070125,0.365347177,0.183822855,0.031759832,0.420418978,0.372581273,0.169759974,0.037239771,0.417642623,0.357691079,0.198706076,0.025960227
395,1,Urban,2020,Meghalaya,0.52630353,0.47369647,0.317202985,0.731852412,0.743565857,0.718838096,0.433424801,0.312127173,0.208181754,0.046266254,0.419551253,0.324050277,0.20940806,0.046990409,0.449369371,0.298424244,0.206772372,0.045433994
451,99,All,2019,Meghalaya,0.513539433,0.486460567,0.267838746,0.633779705,0.632468939,0.635163426,0.422605455,0.336826563,0.210156187,0.030411787,0.415491134,0.342487186,0.202018082,0.040003598,0.43008393,0.330876201,0.218710855,0.020329002
502,0,Rural,2019,Meghalaya,0.512957811,0.487042189,0.255780816,0.612779737,0.609293342,0.616451681,0.417410702,0.344702482,0.209439203,0.028447594,0.409645706,0.350519508,0.202538848,0.037295945,0.425493956,0.338647068,0.216622353,0.019236637
503,1,Urban,2019,Meghalaya,0.516435266,0.483564734,0.327870876,0.73833102,0.74707514,0.728992522,0.44407028,0.304283053,0.213118777,0.038527895,0.43906635,0.310092062,0.199917778,0.050923813,0.449546933,0.297925264,0.227566823,0.024960978
559,99,All,2018,Meghalaya,0.505740106,0.494259894,0.282996267,0.662693083,0.664885342,0.660449862,0.427039713,0.314458042,0.216859564,0.041642684,0.420009762,0.315085322,0.220368713,0.044536192,0.43428126,0.313811868,0.213244796,0.038662083
610,0,Rural,2018,Meghalaya,0.500527859,0.499472141,0.269874424,0.645162821,0.64715296,0.643168509,0.418304384,0.320932031,0.221385822,0.039377756,0.405762881,0.327553213,0.22635448,0.040329415,0.430950254,0.314255774,0.216375813,0.038418178
611,1,Urban,2018,Meghalaya,0.534694195,0.465305805,0.3558878,0.760073304,0.757094264,0.763496697,0.468228221,0.28393206,0.195517525,0.052322179,0.483335793,0.259666741,0.193762556,0.063234903,0.451013327,0.311582118,0.197517306,0.039887257
667,99,All,2017,Meghalaya,0.509586275,0.490413725,0.286215335,0.663995087,0.681200862,0.646116734,0.43105039,0.340260684,0.200267509,0.028421419,0.440812707,0.328003556,0.196629077,0.034554657,0.420355588,0.353688598,0.204253465,0.021702347
718,0,Rural,2017,Meghalaya,0.507704377,0.492295623,0.275680155,0.649171829,0.671251655,0.626400888,0.424664408,0.346432894,0.201386929,0.027515765,0.439527839,0.329889089,0.197080299,0.033502772,0.408238202,0.364716142,0.206146359,0.020899275
719,1,Urban,2017,Meghalaya,0.517939448,0.482060552,0.332978636,0.729792297,0.724490225,0.735488951,0.456264943,0.315890193,0.195847556,0.031997316,0.44599247,0.320402324,0.194810033,0.038795158,0.467136919,0.311114699,0.196945637,0.024802748
18,99,All,2023,Mizoram,0.496393055,0.503606945,0.226565078,0.744392514,0.72830832,0.760246277,0.304362386,0.334412515,0.261146724,0.100078367,0.282591343,0.344358265,0.268874705,0.104175679,0.324920088,0.325021088,0.253849447,0.096209407
66,0,Rural,2023,Mizoram,0.486590505,0.513409495,0.222778261,0.736799479,0.714569271,0.75786835,0.302359432,0.331200391,0.259366423,0.107073732,0.275198549,0.348627299,0.265837222,0.110336922,0.326630801,0.315627486,0.253584027,0.104157694
67,1,Urban,2023,Mizoram,0.5082739,0.4917261,0.23115477,0.753595412,0.744249821,0.763255477,0.306735903,0.338218898,0.263256371,0.091788828,0.290827215,0.339602411,0.27225858,0.097311817,0.322770506,0.336824447,0.254182935,0.086222135
125,99,All,2022,Mizoram,0.497216672,0.502783328,0.225011393,0.738273203,0.723640382,0.752743959,0.304780662,0.317313403,0.281418234,0.096487708,0.28009662,0.338353336,0.282851726,0.098698318,0.328247607,0.297310859,0.280055404,0.094386093
174,0,Rural,2022,Mizoram,0.487045377,0.512954623,0.222838804,0.732746303,0.714036405,0.750511169,0.30411455,0.311931729,0.286345422,0.097608283,0.263754785,0.339899123,0.292239487,0.104106605,0.340573341,0.286667556,0.281021059,0.09173806
175,1,Urban,2022,Mizoram,0.509007692,0.490992308,0.227529958,0.744680226,0.734293401,0.755448163,0.305540502,0.323452055,0.275797963,0.095209502,0.297723383,0.336685985,0.27272585,0.092864797,0.313417494,0.310116768,0.27889359,0.097572163
233,99,All,2021,Mizoram,0.498810828,0.501189172,0.258692533,0.752865672,0.726884246,0.778723717,0.343610466,0.297310174,0.273029178,0.086050183,0.324283481,0.311167955,0.284731716,0.079816841,0.361565262,0.284436285,0.2621575,0.09184096
282,0,Rural,2021,Mizoram,0.491538167,0.508461833,0.259441614,0.737023234,0.711062431,0.762119949,0.352012783,0.286462516,0.272262186,0.089262493,0.3249605,0.308911532,0.285491318,0.08063668,0.37641263,0.266214609,0.2603302,0.097042561
283,1,Urban,2021,Mizoram,0.507334411,0.492665589,0.257814586,0.771432996,0.744850099,0.798807323,0.3342022,0.309456557,0.273887962,0.082453273,0.323549598,0.313613951,0.283908308,0.078928135,0.344430983,0.305464566,0.264266282,0.085838169
341,99,All,2020,Mizoram,0.481818378,0.518181622,0.279778898,0.796138823,0.799205005,0.793287814,0.351419747,0.296243519,0.293930918,0.05840582,0.340050668,0.313965738,0.297633916,0.048349649,0.362069845,0.279642016,0.290462077,0.067826048
390,0,Rural,2020,Mizoram,0.467761993,0.532238007,0.269890457,0.787361801,0.790220678,0.784849226,0.342778236,0.296432287,0.304486752,0.056302723,0.340573967,0.302502006,0.313249767,0.043674253,0.344728708,0.291061372,0.296732605,0.067477323
391,1,Urban,2020,Mizoram,0.496759027,0.503240973,0.290289432,0.805468082,0.808197081,0.802774191,0.360398442,0.29604736,0.282963246,0.060590971,0.339538604,0.325184166,0.282352239,0.052925006,0.381128669,0.267091572,0.283570439,0.06820932
449,99,All,2019,Mizoram,0.484670043,0.515329957,0.286419421,0.816702127,0.822293043,0.811443865,0.350702435,0.31700322,0.271653593,0.060640756,0.345893055,0.323900431,0.275018841,0.055187676,0.355286151,0.310429633,0.268446237,0.065837972
498,0,Rural,2019,Mizoram,0.47087726,0.52912274,0.269198149,0.803835928,0.815103829,0.793808401,0.334891915,0.336045504,0.271383375,0.057679191,0.321055681,0.357570499,0.267236322,0.054137498,0.347535431,0.31637612,0.275172889,0.060915571
499,1,Urban,2019,Mizoram,0.499943435,0.500056565,0.305489331,0.830949485,0.829791129,0.832107604,0.367638886,0.296604842,0.271943063,0.063813232,0.371339142,0.289405197,0.282992065,0.056263592,0.363949746,0.303782791,0.26092732,0.071340144
557,99,All,2018,Mizoram,0.498399734,0.501600266,0.307348251,0.805768013,0.806207478,0.805331409,0.381435156,0.297614545,0.256872475,0.064077809,0.377093941,0.306804091,0.25570932,0.060392655,0.385753363,0.288473725,0.258029491,0.067743428
606,0,Rural,2018,Mizoram,0.481968164,0.518031836,0.296530277,0.793379307,0.792079449,0.794588625,0.373755991,0.310549974,0.254355401,0.061338641,0.357733399,0.336914957,0.247266263,0.058085378,0.388616085,0.286097884,0.260930151,0.064355858
607,1,Urban,2018,Mizoram,0.516822696,0.483177304,0.31947729,0.81965822,0.820979476,0.818244934,0.389768928,0.283576429,0.259604156,0.067050479,0.396624327,0.276429057,0.264226437,0.062720172,0.382411659,0.29124707,0.25464347,0.071697801
665,99,All,2017,Mizoram,0.501279175,0.498720825,0.298734456,0.775052845,0.779913723,0.770166993,0.385437548,0.292253494,0.259634644,0.062674314,0.388727337,0.288456619,0.266857237,0.05595883,0.382089019,0.29611817,0.252283126,0.069509678
714,0,Rural,2017,Mizoram,0.480658025,0.519341975,0.30270189,0.77837497,0.784308016,0.772883952,0.388889521,0.288056821,0.266842514,0.056211125,0.399419039,0.275286734,0.278937429,0.046356779,0.379000306,0.300050408,0.255483031,0.065466262
715,1,Urban,2017,Mizoram,0.523459971,0.476540029,0.294466943,0.771479368,0.775573552,0.766982138,0.381691277,0.296807945,0.251812309,0.069688484,0.37804842,0.301610738,0.254791439,0.065549411,0.385737658,0.29147315,0.248503178,0.074286014
1,99,All,2023,India,0.495193303,0.504806697,0.255811453,0.747878492,0.758798122,0.737166762,0.342049479,0.299864739,0.264600366,0.093485393,0.334244162,0.305598587,0.265693873,0.094463401,0.349930853,0.294075072,0.26349622,0.092497863
2,0,Rural,2023,India,0.49719891,0.50280109,0.254350692,0.731946409,0.744536638,0.719496489,0.347499073,0.294737816,0.263607621,0.094155513,0.341054529,0.302321047,0.262840301,0.093784124,0.354093581,0.286978066,0.264392793,0.094535552
3,1,Urban,2023,India,0.490309328,0.509690672,0.259368628,0.786675751,0.794015288,0.779615223,0.329702079,0.311481148,0.266849697,0.091967069,0.31847471,0.313187689,0.272301316,0.09603627,0.340701997,0.309809178,0.261508495,0.0879803
108,99,All,2022,India,0.49224034,0.50775966,0.26064235,0.745736659,0.75350976,0.738201141,0.349509895,0.297907829,0.26290676,0.089675523,0.341654867,0.305501729,0.263697326,0.089146093,0.357282758,0.290393353,0.262124449,0.090199418
109,0,Rural,2022,India,0.494529307,0.505470693,0.258152246,0.729070425,0.737454891,0.720867455,0.354084074,0.295814127,0.261213094,0.088888682,0.348474056,0.304616988,0.259432346,0.087476619,0.359698951,0.287003666,0.262995392,0.090301976
110,1,Urban,2022,India,0.486334831,0.513665169,0.267066807,0.788735449,0.795629203,0.782208502,0.338601261,0.30290094,0.266945839,0.091551989,0.325072974,0.307653129,0.274068236,0.093205653,0.351629525,0.298324376,0.260086685,0.08995945
