,sector,sector_type,year,state,sex1_female,sex1_male,youth,working_age,working_age_female,working_age_male,age_cohort_1,age_cohort_2,age_cohort_3,age_cohort_4,age_cohort_female_1,age_cohort_female_2,age_cohort_female_3,age_cohort_female_4,age_cohort_male_1,age_cohort_male_2,age_cohort_male_3,age_cohort_male_4
37,99,All,2023,Andaman and Nicobar Island,0.484336168,0.515663832,0.229787916,0.811347604,0.820229471,0.803005278,0.283217609,0.333790988,0.305370927,0.077620469,0.265501678,0.356697351,0.305549592,0.072251394,0.300214171,0.311814785,0.305199534,0.082771525
104,0,Rural,2023,Andaman and Nicobar Island,0.479073197,0.520926803,0.210671365,0.812957942,0.825850487,0.801101267,0.259141773,0.329609305,0.322980046,0.088268861,0.235345677,0.365294218,0.320823133,0.078536965,0.281702071,0.295777619,0.325024933,0.097495355
105,1,Urban,2023,Andaman and Nicobar Island,0.490923882,0.509076118,0.253716141,0.809331894,0.813363433,0.805444121,0.313488394,0.339048654,0.283230841,0.064232141,0.302902311,0.346035153,0.286606759,0.064455785,0.323797345,0.332245022,0.279943287,0.064014345
144,99,All,2022,Andaman and Nicobar Island,0.484040529,0.515959471,0.252837867,0.812953353,0.814938962,0.811090589,0.311011523,0.321984202,0.305769593,0.061234646,0.327843964,0.32790941,0.295209765,0.049036872,0.295145512,0.316399187,0.315723181,0.072732121
212,0,Rural,2022,Andaman and Nicobar Island,0.484221637,0.515778363,0.244978696,0.805385768,0.796391785,0.813829482,0.304175586,0.292511076,0.339039117,0.064274229,0.313098282,0.304472029,0.340698034,0.04173167,0.295978338,0.281522512,0.337515056,0.084984109
213,1,Urban,2022,Andaman and Nicobar Island,0.483802915,0.516197085,0.263150066,0.82288295,0.839296222,0.807499707,0.319790393,0.359834254,0.263044208,0.057331145,0.346218884,0.357115299,0.238525733,0.058140054,0.294045061,0.362482905,0.286928892,0.056543149
252,99,All,2021,Andaman and Nicobar Island,0.492308378,0.507691622,0.231470659,0.784074843,0.783593178,0.784541905,0.295215011,0.33988297,0.302108109,0.062793911,0.290266782,0.359415442,0.287324667,0.062993102,0.300007492,0.32096526,0.316426277,0.062600985
320,0,Rural,2021,Andaman and Nicobar Island,0.494171351,0.505828649,0.212677747,0.770546436,0.776725948,0.764509261,0.276008993,0.336531967,0.314119279,0.073339745,0.260864466,0.378270805,0.278473794,0.082390919,0.291040957,0.295103401,0.349499792,0.064355865
321,1,Urban,2021,Andaman and Nicobar Island,0.490320116,0.509679884,0.251527637,0.798513174,0.790979803,0.805760443,0.314994961,0.343334138,0.289737999,0.05193292,0.321323365,0.339499235,0.296673477,0.042503919,0.309018612,0.346955687,0.283188313,0.060837377
360,99,All,2020,Andaman and Nicobar Island,0.482602566,0.517397434,0.260791183,0.829852521,0.834671497,0.825357676,0.314262062,0.315517575,0.304371774,0.065848589,0.290268242,0.325971246,0.336674422,0.047086097,0.33689487,0.30565688,0.273901463,0.083546795
428,0,Rural,2020,Andaman and Nicobar Island,0.493565708,0.506434292,0.255165577,0.825613797,0.833251417,0.81817019,0.309061676,0.311938196,0.299993813,0.079006314,0.290493071,0.339702219,0.320964009,0.048840694,0.327491999,0.284380913,0.279179752,0.108947337
429,1,Urban,2020,Andaman and Nicobar Island,0.468153208,0.531846792,0.268205702,0.835439205,0.836644709,0.834378064,0.321035564,0.320179701,0.310074031,0.048710704,0.289957076,0.306968927,0.35841611,0.044657905,0.348466426,0.331839949,0.267405778,0.052287836
468,99,All,2019,Andaman and Nicobar Island,0.475887299,0.524112701,0.261736184,0.810753465,0.803063989,0.817735374,0.322830826,0.311535507,0.275464118,0.090169527,0.307665765,0.330357194,0.271193385,0.090783648,0.336353421,0.29475233,0.279272318,0.089621916
536,0,Rural,2019,Andaman and Nicobar Island,0.478989959,0.521010041,0.25753358,0.810559809,0.796218395,0.823744535,0.317723095,0.313483,0.251371443,0.117422439,0.285443395,0.346949726,0.248128235,0.119478658,0.346407771,0.28374356,0.254253447,0.115595222
537,1,Urban,2019,Andaman and Nicobar Island,0.471433789,0.528566211,0.267768532,0.811031342,0.813047409,0.809233248,0.330158025,0.308741778,0.31002605,0.051074132,0.339403659,0.306659818,0.304134905,0.049801599,0.32187289,0.310607433,0.315305173,0.05221447
576,99,All,2018,Andaman and Nicobar Island,0.491274804,0.508725196,0.252227724,0.779803991,0.777050793,0.782462835,0.323450148,0.334918708,0.27370733,0.067923836,0.353979021,0.304351985,0.273784161,0.067884818,0.294172406,0.364232719,0.273633629,0.067961253
644,0,Rural,2018,Andaman and Nicobar Island,0.512534738,0.487465262,0.242932782,0.773377299,0.765287995,0.781882644,0.314119369,0.32710585,0.287400544,0.071374245,0.350407183,0.278481275,0.305578917,0.065532647,0.276775092,0.377146035,0.26869297,0.077385902
645,1,Urban,2018,Andaman and Nicobar Island,0.460134089,0.539865911,0.265842617,0.789217591,0.796242595,0.783230066,0.336843252,0.346132964,0.25405255,0.062971242,0.359580189,0.344920963,0.223925471,0.071573354,0.317142308,0.347183138,0.280156821,0.055517752
684,99,All,2017,Andaman and Nicobar Island,0.489394039,0.510605961,0.25471735,0.768460572,0.759415686,0.77712971,0.33146444,0.351095021,0.245245695,0.072194837,0.328422129,0.360268205,0.238485545,0.072824121,0.334313899,0.342503309,0.251577318,0.071605444
752,0,Rural,2017,Andaman and Nicobar Island,0.494831175,0.505168825,0.243810102,0.774229944,0.758698642,0.789443374,0.314906567,0.346707672,0.259028435,0.079357311,0.307738513,0.367427468,0.245506465,0.079327561,0.321654499,0.32720232,0.271757871,0.079385318
753,1,Urban,2017,Andaman and Nicobar Island,0.481157452,0.518842548,0.271240473,0.759720743,0.760532796,0.758967698,0.357026517,0.357868224,0.223967865,0.061137389,0.360567868,0.349141568,0.227573887,0.062716693,0.353735626,0.365977734,0.220616862,0.059669774
30,99,All,2023,Andhra Pradesh,0.507883847,0.492116153,0.226640463,0.788483322,0.800339103,0.77624768,0.287438512,0.298974365,0.310259283,0.10332787,0.277144969,0.291509151,0.319225043,0.112120837,0.298391551,0.306917846,0.300719053,0.093971536
90,0,Rural,2023,Andhra Pradesh,0.504650295,0.495349705,0.21958977,0.780943513,0.796290874,0.765308082,0.28118521,0.293647736,0.316271275,0.108895794,0.267554641,0.284468263,0.326298505,0.121678606,0.295633882,0.303378165,0.305642188,0.095345758
91,1,Urban,2023,Andhra Pradesh,0.515527785,0.484472215,0.243308112,0.806307137,0.809707105,0.802689195,0.301756114,0.31117022,0.296494156,0.090579502,0.298970163,0.307532459,0.303127617,0.090369739,0.304746568,0.31507501,0.289373755,0.090804666
137,99,All,2022,Andhra Pradesh,0.507276714,0.492723286,0.246087566,0.795298338,0.803747296,0.786599815,0.309428006,0.286241919,0.313782603,0.090547495,0.294754952,0.286880076,0.321919322,0.096445642,0.324863732,0.285570592,0.305222958,0.084342755
198,0,Rural,2022,Andhra Pradesh,0.508539319,0.491460681,0.241373062,0.790862501,0.795524061,0.786038935,0.305202305,0.283645481,0.315161139,0.095991053,0.289440006,0.283357143,0.323843718,0.10335914,0.321709186,0.283947438,0.30606845,0.088274918
199,1,Urban,2022,Andhra Pradesh,0.504317403,0.495682597,0.25713706,0.805694699,0.82318157,0.78790319,0.319149494,0.292215228,0.310611129,0.078024141,0.306894004,0.294926286,0.317524105,0.080655605,0.332176775,0.289333463,0.30326283,0.075226963
245,99,All,2021,Andhra Pradesh,0.511143804,0.488856196,0.242656454,0.798752189,0.800067842,0.797376513,0.303794414,0.296772391,0.313517064,0.085916139,0.302244425,0.295573145,0.321181148,0.081001289,0.305420578,0.298030525,0.305476487,0.091072418
306,0,Rural,2021,Andhra Pradesh,0.509351611,0.490648389,0.240084633,0.805559635,0.805725813,0.805387139,0.298034579,0.289096266,0.323846072,0.089023076,0.294980347,0.291638702,0.33361569,0.079765245,0.301206589,0.28645578,0.313699782,0.098637857
307,1,Urban,2021,Andhra Pradesh,0.515254557,0.484745443,0.248555511,0.783137798,0.787238777,0.778778672,0.317384154,0.314883351,0.289146841,0.078585654,0.319102049,0.304703772,0.292324424,0.083869763,0.315538287,0.325821191,0.285732567,0.072907969
353,99,All,2020,Andhra Pradesh,0.500625789,0.499374211,0.244810984,0.792271495,0.801150799,0.783369958,0.308998853,0.304754406,0.291646391,0.09460035,0.297086805,0.307964295,0.309020609,0.085928284,0.321211815,0.301463425,0.273833275,0.103491478
414,0,Rural,2020,Andhra Pradesh,0.498948306,0.501051694,0.243377492,0.795857131,0.799008906,0.792718589,0.305805504,0.302777559,0.288666099,0.102750845,0.289460987,0.310037076,0.309801131,0.090700805,0.32221058,0.295491159,0.267452776,0.114845514
415,1,Urban,2020,Andhra Pradesh,0.504081368,0.495918632,0.247763917,0.784885287,0.805518031,0.763912916,0.31566897,0.308883578,0.29787153,0.077575929,0.312510073,0.303772092,0.307442009,0.076275803,0.319054723,0.314362139,0.28761372,0.078969426
461,99,All,2019,Andhra Pradesh,0.505235136,0.494764864,0.24425365,0.794670939,0.804190934,0.784949481,0.307364523,0.297594756,0.301739663,0.093301065,0.29700774,0.301980466,0.312419027,0.088592768,0.318199694,0.29300645,0.290566981,0.09822686
522,0,Rural,2019,Andhra Pradesh,0.501809955,0.498190045,0.238519341,0.795746207,0.807121098,0.784288645,0.299742997,0.295671999,0.305657923,0.098927081,0.283726871,0.301047266,0.323460758,0.091765098,0.316345155,0.290100068,0.28720367,0.106351115
523,1,Urban,2019,Andhra Pradesh,0.512549698,0.487450302,0.25649941,0.79237479,0.798064709,0.786391854,0.323709697,0.301718295,0.29333654,0.081235468,0.32509017,0.303953707,0.289071262,0.081884868,0.322236598,0.299332887,0.297888011,0.080542497
569,99,All,2018,Andhra Pradesh,0.505134583,0.494865417,0.258090645,0.781903386,0.793383598,0.770184994,0.330079973,0.299459994,0.271483779,0.098976254,0.325813025,0.297302336,0.279772669,0.097111963,0.334566683,0.301728755,0.26276803,0.100936547
630,0,Rural,2018,Andhra Pradesh,0.505362093,0.494637907,0.254875004,0.776824057,0.785819888,0.7676332,0.328098774,0.298627585,0.265153646,0.108120009,0.31988129,0.290618151,0.279352099,0.11014843,0.336693287,0.307004511,0.250303686,0.105998509
631,1,Urban,2018,Andhra Pradesh,0.504680097,0.495319903,0.264514387,0.792050123,0.808513582,0.775275528,0.333961695,0.301090896,0.283886075,0.081061348,0.337345481,0.310297757,0.280590355,0.071766399,0.330366135,0.291307837,0.287388027,0.090937965
677,99,All,2017,Andhra Pradesh,0.510061622,0.489938378,0.249497131,0.785066545,0.807733238,0.761468947,0.3178038,0.301704556,0.280369908,0.100121751,0.322428793,0.292853236,0.294349551,0.090368435,0.312696308,0.31147927,0.264931828,0.110892579
738,0,Rural,2017,Andhra Pradesh,0.510985911,0.489014089,0.244571522,0.790317416,0.804028213,0.775990605,0.309459865,0.296398103,0.286658823,0.107483216,0.305689037,0.293639928,0.3074992,0.093171827,0.313542455,0.299384356,0.264095217,0.12297795
739,1,Urban,2017,Andhra Pradesh,0.508212447,0.491787553,0.25935185,0.774561167,0.815186322,0.732579231,0.334837139,0.312537163,0.267531663,0.085094027,0.355641901,0.291292429,0.268259406,0.084806256,0.310913205,0.336967051,0.266694844,0.085424937
15,99,All,2023,Arunachal Pradesh,0.484622359,0.515377641,0.275665998,0.744230211,0.748484194,0.740230083,0.370404214,0.316442281,0.258426964,0.054726571,0.378196388,0.327795684,0.242591158,0.051416744,0.362995327,0.305647314,0.273483783,0.057873584
60,0,Rural,2023,Arunachal Pradesh,0.479833871,0.520166129,0.271714896,0.744331837,0.749911427,0.739184856,0.365045369,0.314869344,0.261959612,0.058125652,0.37067461,0.325291485,0.249822274,0.05421162,0.359777272,0.305115819,0.273318321,0.061788596
61,1,Urban,2023,Arunachal Pradesh,0.508535802,0.491464198,0.29539755,0.743722737,0.741758883,0.745754838,0.39718771,0.324303746,0.240770653,0.037737899,0.414029092,0.339725345,0.20814319,0.038102362,0.379854709,0.308431923,0.274350584,0.037362799
122,99,All,2022,Arunachal Pradesh,0.495391577,0.504608423,0.273948342,0.728397787,0.713740587,0.742787242,0.376097172,0.319427967,0.256351262,0.048123628,0.376922756,0.336235017,0.238304943,0.048537303,0.375318348,0.303573102,0.273375154,0.047733389
168,0,Rural,2022,Arunachal Pradesh,0.496453255,0.503546745,0.266704053,0.724171758,0.705801904,0.742282748,0.368288398,0.320793271,0.259521157,0.051397178,0.365056485,0.338924706,0.24478139,0.051237423,0.371318161,0.303795785,0.273339093,0.051546942
169,1,Urban,2022,Arunachal Pradesh,0.489517301,0.510482699,0.314031094,0.75178051,0.758287549,0.745540738,0.417716473,0.312151104,0.239456236,0.030676192,0.438900322,0.322186768,0.204478383,0.034434546,0.397055328,0.302363068,0.273571044,0.027010573
230,99,All,2021,Arunachal Pradesh,0.489926666,0.510073334,0.293053508,0.729144871,0.716288149,0.741493762,0.401913971,0.306951255,0.2389801,0.052154683,0.404134393,0.33791849,0.209131747,0.048815381,0.399853766,0.27821824,0.266674936,0.055253062
276,0,Rural,2021,Arunachal Pradesh,0.489895403,0.510104597,0.289215922,0.727982938,0.716100752,0.739394426,0.397283942,0.304518968,0.240211219,0.057985879,0.400709778,0.333586574,0.211462542,0.05424108,0.394097447,0.27748239,0.266951144,0.061469018
277,1,Urban,2021,Arunachal Pradesh,0.490079552,0.509920448,0.311823279,0.734827757,0.717204332,0.75176549,0.424348801,0.318736821,0.233014673,0.02389973,0.420852154,0.359065473,0.197753519,0.02232885,0.427554876,0.281759232,0.265345812,0.025340078
338,99,All,2020,Arunachal Pradesh,0.474748939,0.525251061,0.279822707,0.727426171,0.727395713,0.727453768,0.384675026,0.337506831,0.245848104,0.031970024,0.373931557,0.373580217,0.222194612,0.030293586,0.394384742,0.304904461,0.267225653,0.033485152
384,0,Rural,2020,Arunachal Pradesh,0.47045958,0.52954042,0.272093475,0.723190427,0.723499417,0.722915947,0.376240432,0.336796999,0.255015194,0.031947397,0.362992316,0.377260268,0.230402961,0.029344464,0.388019949,0.300819188,0.27689907,0.034261785
385,1,Urban,2020,Arunachal Pradesh,0.493522018,0.506477982,0.313650668,0.745964587,0.743651688,0.748218358,0.420463204,0.340518773,0.206952006,0.032066025,0.418334663,0.358642727,0.18887648,0.034146126,0.422524631,0.322966218,0.224457636,0.030051505
446,99,All,2019,Arunachal Pradesh,0.47411406,0.52588594,0.315306038,0.742245495,0.727531493,0.755510926,0.424800187,0.293539226,0.253118306,0.028542301,0.403909981,0.327201486,0.247587949,0.021300595,0.442936361,0.264314801,0.25791955,0.034829296
492,0,Rural,2019,Arunachal Pradesh,0.474881738,0.525118262,0.321225345,0.752484143,0.732337713,0.770703197,0.426886529,0.282090098,0.259747803,0.031275552,0.399420619,0.315652311,0.26145798,0.023469064,0.450488389,0.253249586,0.258278251,0.037983783
493,1,Urban,2019,Arunachal Pradesh,0.470834166,0.529165834,0.290015608,0.698500633,0.70682019,0.691098154,0.415197372,0.346236378,0.222604379,0.015961885,0.423954189,0.378766507,0.185660556,0.011618745,0.407228589,0.316633672,0.256223559,0.019914182
554,99,All,2018,Arunachal Pradesh,0.452015996,0.547984004,0.305311024,0.771924734,0.76029712,0.781516016,0.395519197,0.340567797,0.240216702,0.023696309,0.358805358,0.399331331,0.224057421,0.017805882,0.424981087,0.293411553,0.25318414,0.028423229
600,0,Rural,2018,Arunachal Pradesh,0.445493132,0.554506868,0.2998676,0.773470938,0.762221813,0.782508552,0.387690872,0.343731105,0.243785948,0.024792086,0.341795266,0.409404695,0.230569452,0.018230611,0.423607647,0.292336553,0.254128844,0.029926937
601,1,Urban,2018,Arunachal Pradesh,0.484067589,0.515932411,0.332058609,0.76432699,0.751593232,0.776274323,0.434445739,0.324838132,0.2224686,0.018247532,0.436815888,0.353133619,0.194192469,0.015858028,0.43229267,0.299134284,0.248154864,0.020418178
662,99,All,2017,Arunachal Pradesh,0.451095611,0.548904389,0.272079527,0.725549102,0.724740863,0.726213276,0.374998093,0.376901776,0.225352719,0.022747423,0.330644339,0.439039737,0.211038679,0.019277263,0.411374599,0.325939655,0.237092301,0.025593458
708,0,Rural,2017,Arunachal Pradesh,0.447648823,0.552351177,0.266508907,0.726072907,0.725444198,0.726582408,0.367055327,0.381142944,0.226656049,0.025145693,0.315898448,0.44761616,0.215665743,0.020819619,0.408450067,0.32735461,0.235549092,0.028646233
709,1,Urban,2017,Arunachal Pradesh,0.469455808,0.530544192,0.301752925,0.722758889,0.721168458,0.724166214,0.417501509,0.354206383,0.21837832,0.009913798,0.405987799,0.39521873,0.187396839,0.011396656,0.427647322,0.318066537,0.245679006,0.008607114
21,99,All,2023,Assam,0.494442582,0.505557418,0.237220004,0.732658505,0.732588232,0.732727289,0.323779792,0.335162044,0.264690995,0.07636717,0.32698065,0.334254295,0.263269126,0.075495929,0.320649862,0.336049676,0.266081363,0.077219099
72,0,Rural,2023,Assam,0.49407804,0.50592196,0.23825416,0.723551393,0.723006368,0.724083602,0.32928437,0.337021738,0.259515524,0.074178353,0.333894074,0.335631877,0.257794291,0.072679751,0.324789286,0.338377059,0.261193961,0.075639695
73,1,Urban,2023,Assam,0.497412771,0.502587229,0.228793725,0.806863904,0.810137928,0.803623557,0.283559263,0.321573734,0.302506775,0.092360243,0.277045339,0.324303955,0.302813649,0.095837057,0.290058374,0.318849713,0.302200586,0.088891335
128,99,All,2022,Assam,0.489454061,0.510545939,0.244848609,0.702270925,0.709002733,0.695817232,0.348652631,0.345163822,0.243016943,0.063166603,0.374952883,0.327737987,0.239425972,0.057883155,0.322961122,0.362186342,0.246524781,0.06832777
180,0,Rural,2022,Assam,0.490285397,0.509714603,0.244005904,0.691466093,0.69603914,0.687067449,0.352881938,0.347964913,0.237258047,0.061895106,0.383592814,0.328687817,0.231512651,0.056206703,0.322955936,0.366749346,0.242856607,0.067438126
181,1,Urban,2022,Assam,0.481584996,0.518415004,0.252825618,0.804548204,0.833932042,0.777251899,0.314245433,0.322375745,0.289867997,0.073510833,0.305458218,0.320098042,0.303076148,0.071367592,0.32300368,0.324645907,0.276703417,0.075646996
236,99,All,2021,Assam,0.484302193,0.515697807,0.25534457,0.723389328,0.737442434,0.710191786,0.352983594,0.334117323,0.238667488,0.07423158,0.36180377,0.332929313,0.229716823,0.075550087,0.344382554,0.335275829,0.247395769,0.072945833
288,0,Rural,2021,Assam,0.484101206,0.515898794,0.254991323,0.714388549,0.728171766,0.701454878,0.356936455,0.33785975,0.232402354,0.072801448,0.367668092,0.335593909,0.222435802,0.074302204,0.346482724,0.34006691,0.242110819,0.071339555
289,1,Urban,2021,Assam,0.48606056,0.51393944,0.258434653,0.802125216,0.818212211,0.786910832,0.322187424,0.304960877,0.287478149,0.085373536,0.31633392,0.312269151,0.286171198,0.085225724,0.327943593,0.297774136,0.288763404,0.085518882
344,99,All,2020,Assam,0.48400262,0.51599738,0.230264276,0.752824783,0.754867733,0.750908434,0.305867046,0.381668568,0.250403851,0.062060535,0.304739773,0.393939167,0.23464559,0.066675447,0.306929976,0.370098114,0.265262961,0.057708953
396,0,Rural,2020,Assam,0.484330773,0.515669227,0.232043326,0.747525334,0.748733461,0.746390641,0.310415357,0.383835167,0.245623738,0.060125761,0.308167994,0.396645188,0.231071711,0.064115115,0.312532753,0.371765852,0.259334296,0.056367088
397,1,Urban,2020,Assam,0.48164171,0.51835829,0.217465207,0.790950656,0.79924649,0.783242404,0.274941564,0.36693722,0.282905489,0.075215712,0.281505942,0.375599802,0.258866787,0.084027462,0.268717557,0.35872376,0.305697888,0.066860817
452,99,All,2019,Assam,0.486101121,0.513898879,0.255841851,0.736479104,0.752637625,0.721194625,0.347385079,0.34715569,0.238079518,0.067379706,0.365071923,0.349545985,0.221385792,0.063996293,0.329925537,0.344796151,0.254558682,0.07071963
504,0,Rural,2019,Assam,0.483769327,0.516230673,0.25589022,0.72887671,0.746727049,0.712148786,0.351074785,0.350185692,0.233750448,0.064989075,0.369926661,0.353673339,0.214628026,0.061771981,0.332550555,0.346758634,0.252540529,0.068150252
505,1,Urban,2019,Assam,0.503199756,0.496800244,0.255487084,0.792226076,0.794305265,0.790120125,0.322492629,0.326714128,0.267285287,0.083507948,0.332897723,0.322192401,0.266172171,0.078737706,0.311897665,0.331318378,0.268418729,0.088365234
560,99,All,2018,Assam,0.470850587,0.529149413,0.252230227,0.748026848,0.760830939,0.73663348,0.337194055,0.357903332,0.235464394,0.069438204,0.339804441,0.371099025,0.221897483,0.067199066,0.334794998,0.345775753,0.247933149,0.071496092
612,0,Rural,2018,Assam,0.47027567,0.52972433,0.250041753,0.743310332,0.755940616,0.732097507,0.336389422,0.363199919,0.231730133,0.068680517,0.339989364,0.374708682,0.21920526,0.066096686,0.333089411,0.352649957,0.243211538,0.071049087
613,1,Urban,2018,Assam,0.475823432,0.524176568,0.271159917,0.788823485,0.802637577,0.776283681,0.343752325,0.31473273,0.265901119,0.075613819,0.338315398,0.342035741,0.243573979,0.076074898,0.348855287,0.289106935,0.286856711,0.075181067
668,99,All,2017,Assam,0.474115074,0.525884926,0.264393479,0.75226295,0.770423651,0.73589009,0.351464182,0.334804565,0.250453681,0.063277602,0.363151044,0.33988446,0.237902641,0.059061874,0.340433359,0.330009818,0.262300164,0.067256674
720,0,Rural,2017,Assam,0.471767515,0.528232485,0.263032436,0.746177375,0.766367257,0.728145659,0.352506578,0.336340964,0.248617247,0.062535226,0.366306126,0.33868584,0.237093106,0.057914924,0.339535177,0.334136814,0.25944978,0.066878252
721,1,Urban,2017,Assam,0.495224655,0.504775345,0.276632279,0.806985557,0.805171371,0.808765471,0.342797041,0.322030008,0.265722841,0.069450103,0.337426275,0.349657208,0.244503126,0.068413407,0.348042786,0.295045972,0.286448568,0.070462674
13,99,All,2023,Bihar,0.488234729,0.511765271,0.25716266,0.64833343,0.664027035,0.63336134,0.396651894,0.296778291,0.23407869,0.072491117,0.393671662,0.313164115,0.228711933,0.064452276,0.399632722,0.280389011,0.239446595,0.080531664
56,0,Rural,2023,Bihar,0.489441365,0.510558635,0.254580289,0.642102659,0.659420431,0.625501156,0.3964791,0.295091659,0.23572126,0.072707988,0.394582361,0.310719371,0.23071219,0.06398607,0.398395985,0.279297918,0.240783542,0.081522569
57,1,Urban,2023,Bihar,0.476188451,0.523811549,0.282943368,0.710536838,0.71129626,0.709846556,0.398210675,0.31199488,0.219259903,0.070534557,0.385008276,0.336420566,0.209683955,0.068887219,0.410237253,0.289744556,0.227982998,0.072035179
120,99,All,2022,Bihar,0.481535941,0.518464059,0.244632006,0.641129673,0.654754698,0.62847513,0.381563991,0.323787153,0.227994815,0.066654049,0.384060889,0.338367254,0.217669845,0.059901997,0.379147977,0.30967927,0.237985343,0.073187411
164,0,Rural,2022,Bihar,0.482724607,0.517275393,0.24137713,0.634421408,0.648730516,0.62106812,0.38046813,0.325364083,0.227801874,0.066365927,0.385128379,0.338961452,0.216347039,0.059563104,0.375925452,0.312109739,0.238967702,0.072997116
165,1,Urban,2022,Bihar,0.467548281,0.532451719,0.282933861,0.720069468,0.727946043,0.713153005,0.392925769,0.307437718,0.229995191,0.0696413,0.372502834,0.331933469,0.231992394,0.063571304,0.41123125,0.285481721,0.22820507,0.075081944
228,99,All,2021,Bihar,0.484629691,0.515370309,0.252846837,0.649781048,0.657369733,0.642645061,0.389126182,0.301392585,0.232837737,0.076643512,0.383315951,0.317784309,0.232536957,0.066362776,0.394715011,0.285625398,0.233127043,0.086532533
272,0,Rural,2021,Bihar,0.485811412,0.514188588,0.250031173,0.644244492,0.652192771,0.636734903,0.388099819,0.303419232,0.232385993,0.076094948,0.383393675,0.319868654,0.23111473,0.065622926,0.392654181,0.287500322,0.233616248,0.086229235
273,1,Urban,2021,Bihar,0.47125414,0.52874586,0.28471598,0.712447226,0.717775702,0.707698107,0.399630994,0.280649662,0.237461269,0.08225809,0.382491946,0.295685828,0.247615486,0.074206755,0.415123999,0.267057568,0.228282273,0.089536175
336,99,All,2020,Bihar,0.468576878,0.531423122,0.262092113,0.665161908,0.686054349,0.646740198,0.394027561,0.323426038,0.232052967,0.050493427,0.371455193,0.357546568,0.228730232,0.042268008,0.41514039,0.291511774,0.235160857,0.058186982
380,0,Rural,2020,Bihar,0.467482746,0.532517254,0.257971704,0.659846187,0.68261081,0.639861763,0.390957296,0.327969134,0.23147431,0.049599241,0.367526442,0.363602936,0.228050679,0.040819962,0.412900895,0.294597238,0.234680638,0.057821248
381,1,Urban,2020,Bihar,0.479093432,0.520906568,0.30169782,0.716256499,0.718351781,0.714329422,0.421214759,0.283196807,0.237176985,0.058411445,0.406469971,0.303569645,0.234786779,0.055173613,0.434852332,0.264353812,0.239387706,0.061406147
444,99,All,2019,Bihar,0.481693506,0.518306494,0.254309952,0.655587077,0.669184685,0.642950058,0.387911767,0.311008871,0.242482215,0.058597159,0.375564039,0.336655885,0.23982054,0.047959551,0.399855494,0.28620097,0.245056823,0.068886712
488,0,Rural,2019,Bihar,0.482737035,0.517262965,0.24992758,0.650631428,0.663425803,0.638691068,0.384130806,0.313197404,0.245882466,0.056789305,0.370474696,0.341277897,0.242532894,0.045714505,0.397368997,0.285976321,0.249129519,0.067525163
489,1,Urban,2019,Bihar,0.472970754,0.527029246,0.290941328,0.697010577,0.71831584,0.677890658,0.417413056,0.293932348,0.215951473,0.072703108,0.415665299,0.300236702,0.218448639,0.06564936,0.419075102,0.287937254,0.213576794,0.079410844
552,99,All,2018,Bihar,0.478095651,0.521904349,0.261336595,0.659830272,0.655869365,0.663458705,0.396066397,0.316799074,0.232534498,0.054600041,0.386556268,0.341346383,0.229688361,0.042408984,0.404678583,0.294569492,0.235111892,0.065640032
596,0,Rural,2018,Bihar,0.478306681,0.521693319,0.259214252,0.655682564,0.650325537,0.660594106,0.395334989,0.318090349,0.233265817,0.053308852,0.384976774,0.344837785,0.23011744,0.040067993,0.404684126,0.293948561,0.236107498,0.065259829
597,1,Urban,2018,Bihar,0.476004124,0.523995876,0.282369614,0.700935185,0.7110762,0.691722989,0.402846962,0.304828316,0.225754768,0.066569962,0.400941402,0.309548646,0.225780591,0.063729391,0.404626429,0.300420344,0.225730658,0.069222569
660,99,All,2017,Bihar,0.46745342,0.53254658,0.275005341,0.66452682,0.670393884,0.659376919,0.4138363,0.294990718,0.227658302,0.063514687,0.398054153,0.330347836,0.213295296,0.058302701,0.427920878,0.263436735,0.24047634,0.068166047
704,0,Rural,2017,Bihar,0.466712743,0.533287257,0.274071962,0.661452472,0.668324411,0.655438364,0.414348692,0.294113547,0.227459058,0.064078711,0.399313241,0.331074387,0.211107895,0.05850447,0.427765816,0.261130899,0.24205032,0.069052979
705,1,Urban,2017,Bihar,0.474984407,0.525015593,0.284495831,0.695786715,0.691069722,0.700054228,0.408883661,0.303469449,0.229584098,0.058062781,0.385888815,0.323328167,0.234429806,0.056353219,0.429420233,0.285733759,0.225256428,0.05958958
7,99,All,2023,Chandigarh,0.47457549,0.52542451,0.251767904,0.79400897,0.808123231,0.78126061,0.317084491,0.325668961,0.23354499,0.123701565,0.321317166,0.329027027,0.220985815,0.128669992,0.313129961,0.322531581,0.245278776,0.119059682
45,1,Urban,2023,Chandigarh,0.47457549,0.52542451,0.251767904,0.79400897,0.808123231,0.78126061,0.317084491,0.325668961,0.23354499,0.123701565,0.321317166,0.329027027,0.220985815,0.128669992,0.313129961,0.322531581,0.245278776,0.119059682
114,99,All,2022,Chandigarh,0.4850384,0.5149616,0.25512749,0.804519296,0.809161663,0.800146759,0.317117929,0.295997351,0.291239202,0.095645532,0.332303524,0.29219529,0.275495946,0.100005262,0.302653581,0.29961887,0.306234717,0.091492862
152,0,Rural,2022,Chandigarh,0.481873393,0.518126607,0.364977598,0.720223844,0.749508977,0.692987859,0.506755769,0.269459307,0.198426291,0.025358619,0.561436951,0.271927774,0.148245141,0.018390127,0.451752752,0.266976357,0.248902768,0.03236812
