statename,sector,Year,quint_label,group,dem,real_wage_23,sex_cat,youth_cat,cws_type,emp_type,sex_label,youth_lab,cws_label,emp_label
Andaman and Nicobar Island,All,2019,4,CWSType,CWS Type,13995.53,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2019,4,CWSType,CWS Type,20993.3,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2019,4,CWSType,CWS Type,43785.69,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2019,5,CWSType,CWS Type,44874.57,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2019,5,CWSType,CWS Type,45524.93,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2019,5,CWSType,CWS Type,76519.15,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Andaman and Nicobar Island,All,2020,Total,CWSType,CWS Type,14433.17,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,Total,CWSType,CWS Type,16351.06,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,Total,CWSType,CWS Type,20776.45,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2020,1,CWSType,CWS Type,5450.35,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,1,CWSType,CWS Type,9994.12,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,1,CWSType,CWS Type,9759.83,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2020,2,CWSType,CWS Type,10900.71,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,2,CWSType,CWS Type,14195.55,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,2,CWSType,CWS Type,14187.28,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2020,3,CWSType,CWS Type,14433.17,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,3,CWSType,CWS Type,16388.97,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,3,CWSType,CWS Type,21199.64,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2020,4,CWSType,CWS Type,22043.65,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,4,CWSType,CWS Type,21589.14,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,4,CWSType,CWS Type,47110.32,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2020,5,CWSType,CWS Type,57354.55,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2020,5,CWSType,CWS Type,53972.85,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2020,5,CWSType,CWS Type,74482.53,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,Total,CWSType,CWS Type,15963.29,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,Total,CWSType,CWS Type,20989.88,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,Total,CWSType,CWS Type,17820.05,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,1,CWSType,CWS Type,8649.97,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,1,CWSType,CWS Type,9540.26,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,1,CWSType,CWS Type,8432.81,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,2,CWSType,CWS Type,13894.81,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,2,CWSType,CWS Type,15565.83,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,2,CWSType,CWS Type,13169.1,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,3,CWSType,CWS Type,16336.36,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,3,CWSType,CWS Type,20989.88,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,3,CWSType,CWS Type,17841.4,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,4,CWSType,CWS Type,20168.35,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,4,CWSType,CWS Type,24867.27,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,4,CWSType,CWS Type,31610.33,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2022,5,CWSType,CWS Type,46573.3,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2022,5,CWSType,CWS Type,82279.41,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2022,5,CWSType,CWS Type,73464.58,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,Total,CWSType,CWS Type,17687.79,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,Total,CWSType,CWS Type,19116.31,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,Total,CWSType,CWS Type,16979.57,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,1,CWSType,CWS Type,6680.06,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,1,CWSType,CWS Type,12300.64,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,1,CWSType,CWS Type,8610.45,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,2,CWSType,CWS Type,14065.16,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,2,CWSType,CWS Type,16097.95,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,2,CWSType,CWS Type,12774.51,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,3,CWSType,CWS Type,17687.79,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,3,CWSType,CWS Type,19116.31,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,3,CWSType,CWS Type,16979.57,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,4,CWSType,CWS Type,29479.64,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,4,CWSType,CWS Type,24111.71,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,4,CWSType,CWS Type,29810.82,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2023,5,CWSType,CWS Type,57536.66,NA,NA,1,NA,NA,NA,Agriculture,NA
Andaman and Nicobar Island,All,2023,5,CWSType,CWS Type,59970.89,NA,NA,2,NA,NA,NA,Industry,NA
Andaman and Nicobar Island,All,2023,5,CWSType,CWS Type,72452.54,NA,NA,3,NA,NA,NA,Services,NA
Andaman and Nicobar Island,All,2017,Total,EmpType,Emp Type,22009.41,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,Total,EmpType,Emp Type,13530.02,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,Total,EmpType,Emp Type,14042.81,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2017,1,EmpType,Emp Type,9651.12,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,1,EmpType,Emp Type,8118.01,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,1,EmpType,Emp Type,10147.52,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2017,2,EmpType,Emp Type,13216.13,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,2,EmpType,Emp Type,11763.24,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,2,EmpType,Emp Type,13255.96,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2017,3,EmpType,Emp Type,22009.41,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,3,EmpType,Emp Type,13695.47,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,3,EmpType,Emp Type,14374.04,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2017,4,EmpType,Emp Type,52822.59,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,4,EmpType,Emp Type,19619,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,4,EmpType,Emp Type,16694.06,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2017,5,EmpType,Emp Type,79433.72,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2017,5,EmpType,Emp Type,34649.03,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2017,5,EmpType,Emp Type,19673.61,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,Total,EmpType,Emp Type,23603.57,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,Total,EmpType,Emp Type,20347.41,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,Total,EmpType,Emp Type,15288.5,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,1,EmpType,Emp Type,10550.29,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,1,EmpType,Emp Type,10292.05,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,1,EmpType,Emp Type,10788,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,2,EmpType,Emp Type,14332.56,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,2,EmpType,Emp Type,13564.94,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,2,EmpType,Emp Type,12740.42,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,3,EmpType,Emp Type,23738.16,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,3,EmpType,Emp Type,20347.41,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,3,EmpType,Emp Type,15288.5,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,4,EmpType,Emp Type,51250.36,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,4,EmpType,Emp Type,35673.16,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,4,EmpType,Emp Type,16063.06,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2018,5,EmpType,Emp Type,67824.71,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2018,5,EmpType,Emp Type,92315.08,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2018,5,EmpType,Emp Type,23062.66,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,Total,EmpType,Emp Type,20265.94,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,Total,EmpType,Emp Type,12544.12,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,Total,EmpType,Emp Type,15429.53,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,1,EmpType,Emp Type,9165.87,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,1,EmpType,Emp Type,7019.49,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,1,EmpType,Emp Type,7365.43,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,2,EmpType,Emp Type,13462.37,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,2,EmpType,Emp Type,11381.23,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,2,EmpType,Emp Type,13454.36,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,3,EmpType,Emp Type,20265.94,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,3,EmpType,Emp Type,12947.92,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,3,EmpType,Emp Type,15429.53,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,4,EmpType,Emp Type,45317.73,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,4,EmpType,Emp Type,18209.97,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,4,EmpType,Emp Type,17994.26,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2019,5,EmpType,Emp Type,75264.73,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2019,5,EmpType,Emp Type,28453.08,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2019,5,EmpType,Emp Type,27021.25,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,Total,EmpType,Emp Type,45798.46,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,Total,EmpType,Emp Type,13080.85,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,Total,EmpType,Emp Type,14406.82,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,1,EmpType,Emp Type,13080.85,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,1,EmpType,Emp Type,4370.39,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,1,EmpType,Emp Type,7216.59,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,2,EmpType,Emp Type,21589.14,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,2,EmpType,Emp Type,10599.82,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,2,EmpType,Emp Type,11776.75,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,3,EmpType,Emp Type,46141.1,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,3,EmpType,Emp Type,13080.85,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,3,EmpType,Emp Type,14720.93,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,4,EmpType,Emp Type,58330.96,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,4,EmpType,Emp Type,17666.37,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,4,EmpType,Emp Type,16351.06,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2020,5,EmpType,Emp Type,78247.73,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2020,5,EmpType,Emp Type,43178.28,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2020,5,EmpType,Emp Type,19685.38,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,Total,EmpType,Emp Type,20989.88,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,Total,EmpType,Emp Type,17614.32,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,Total,EmpType,Emp Type,16321.8,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,1,EmpType,Emp Type,9534.9,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,1,EmpType,Emp Type,7927.37,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,1,EmpType,Emp Type,9035.15,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,2,EmpType,Emp Type,14117.84,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,2,EmpType,Emp Type,14416.61,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,2,EmpType,Emp Type,13552.72,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,3,EmpType,Emp Type,21157.9,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,3,EmpType,Emp Type,17820.05,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,3,EmpType,Emp Type,16321.8,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,4,EmpType,Emp Type,43196.69,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,4,EmpType,Emp Type,26205.95,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,4,EmpType,Emp Type,18973.81,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2022,5,EmpType,Emp Type,69474.06,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2022,5,EmpType,Emp Type,83064.34,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2022,5,EmpType,Emp Type,22235.6,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,Total,EmpType,Emp Type,19085.89,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,Total,EmpType,Emp Type,18410.53,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,Total,EmpType,Emp Type,16276.92,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,1,EmpType,Emp Type,9154.66,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,1,EmpType,Emp Type,7501.42,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,1,EmpType,Emp Type,11393.85,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,2,EmpType,Emp Type,13296.49,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,2,EmpType,Emp Type,14065.16,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,2,EmpType,Emp Type,15043.31,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,3,EmpType,Emp Type,19085.89,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,3,EmpType,Emp Type,18487.3,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,3,EmpType,Emp Type,17116.64,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,4,EmpType,Emp Type,40873.15,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,4,EmpType,Emp Type,30515.53,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,4,EmpType,Emp Type,19403.78,NA,NA,NA,3,NA,NA,NA,Casual
Andaman and Nicobar Island,All,2023,5,EmpType,Emp Type,70428.53,NA,NA,NA,1,NA,NA,NA,Salaried
Andaman and Nicobar Island,All,2023,5,EmpType,Emp Type,68785.84,NA,NA,NA,2,NA,NA,NA,Self-employed
Andaman and Nicobar Island,All,2023,5,EmpType,Emp Type,22495.54,NA,NA,NA,3,NA,NA,NA,Casual
Arunachal Pradesh,All,2017,Total,Total,All Households,13649.9,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,1,Total,All Households,4949.38,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,2,Total,All Households,8798.89,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,3,Total,All Households,13748.27,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,4,Total,All Households,22547.16,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,5,Total,All Households,35745.5,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,Total,Total,All Households,14138.73,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,1,Total,All Households,5085.94,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,2,Total,All Households,9154.69,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,3,Total,All Households,14749.21,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,4,Total,All Households,25247.73,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2018,5,Total,All Households,36110.15,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,Total,Total,All Households,18668.9,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,1,Total,All Households,7500.82,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,2,Total,All Households,13068.23,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,3,Total,All Households,18668.9,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,4,Total,All Households,30907.9,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2019,5,Total,All Households,59740.49,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,Total,Total,All Households,11859.63,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,1,Total,All Households,4941.51,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,2,Total,All Households,7906.42,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,3,Total,All Households,11859.63,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,4,Total,All Households,18481.26,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2020,5,Total,All Households,39249.26,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,Total,Total,All Households,11101.97,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,1,Total,All Households,4903.37,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,2,Total,All Households,7863.9,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,3,Total,All Households,11379.52,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,4,Total,All Households,18503.29,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2021,5,Total,All Households,37006.57,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,Total,Total,All Households,10538.77,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,1,Total,All Households,3095.96,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,2,Total,All Households,6988.03,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,3,Total,All Households,10614.72,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,4,Total,All Households,16452.82,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2022,5,Total,All Households,32728.73,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,Total,Total,All Households,10219.33,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,1,Total,All Households,3406.44,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,2,Total,All Households,6812.89,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,3,Total,All Households,10559.97,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,4,Total,All Households,14051.58,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2023,5,Total,All Households,33313.39,NA,NA,NA,NA,NA,NA,NA,NA
Arunachal Pradesh,All,2017,Total,Gender,Sex,16200.95,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,Total,Gender,Sex,6261.57,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2017,1,Gender,Sex,6375.95,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,1,Gender,Sex,3998.72,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2017,2,Gender,Sex,10492.59,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,2,Gender,Sex,5009.25,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2017,3,Gender,Sex,16200.95,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,3,Gender,Sex,6375.95,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2017,4,Gender,Sex,27024.93,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,4,Gender,Sex,13797.6,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2017,5,Gender,Sex,42626.16,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2017,5,Gender,Sex,35694.5,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,Total,Gender,Sex,17578.1,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,Total,Gender,Sex,6879.45,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,1,Gender,Sex,6879.45,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,1,Gender,Sex,3525.06,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,2,Gender,Sex,11422.62,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,2,Gender,Sex,4792.71,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,3,Gender,Sex,17578.1,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,3,Gender,Sex,6967.59,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,4,Gender,Sex,29888.47,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,4,Gender,Sex,15123.85,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2018,5,Gender,Sex,43617.4,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2018,5,Gender,Sex,35989.54,2,NA,NA,NA,Female,NA,NA,NA
Arunachal Pradesh,All,2019,Total,Gender,Sex,14982.73,1,NA,NA,NA,Male,NA,NA,NA
Arunachal Pradesh,All,2019,Total,Gender,Sex,9512.84,2,NA,NA,NA,Female,NA,NA,NA
