,real_wage_23,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type,quintile_overall,nat_quint
7212,10550.29,2018,State,All,Sex,2,state_quint,2018,99,NA,Andaman and Nicobar Island,2,NA,Gender,2,NA,NA,NA,2,NA
7213,20347,2018,State,All,Sex,3,state_quint,2018,99,NA,Andaman and Nicobar Island,3,NA,Gender,1,NA,NA,NA,3,NA
7214,14486.01,2018,State,All,Sex,3,state_quint,2018,99,NA,Andaman and Nicobar Island,3,NA,Gender,2,NA,NA,NA,3,NA
7215,46157.54,2018,State,All,Sex,4,state_quint,2018,99,NA,Andaman and Nicobar Island,4,NA,Gender,1,NA,NA,NA,4,NA
7216,38017.21,2018,State,All,Sex,4,state_quint,2018,99,NA,Andaman and Nicobar Island,4,NA,Gender,2,NA,NA,NA,4,NA
7217,70075.32,2018,State,All,Sex,5,state_quint,2018,99,NA,Andaman and Nicobar Island,5,NA,Gender,1,NA,NA,NA,5,NA
7218,67380.12,2018,State,All,Sex,5,state_quint,2018,99,NA,Andaman and Nicobar Island,5,NA,Gender,2,NA,NA,NA,5,NA
7219,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
7220,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
7365,17893.03,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
7366,14332.56,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
7367,26375.74,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
7368,14486.01,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8157,10982.22,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
8158,5971.9,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
8159,14224.39,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
8160,10788,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
8161,17893.03,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
8162,15288.5,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
8163,35831.41,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
8164,38017.21,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
8165,59268.3,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
8166,59643.42,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
8167,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8168,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8169,13169.1,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
8170,5275.15,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
8171,17326.31,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
8172,10550.29,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
8173,26375.74,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
8174,14486.01,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
8175,57820.57,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
8176,23603.57,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
8177,76489.63,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
8178,79127.21,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
8179,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8180,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8313,17677.03,2019,State,All,Sex,Total,state_quint,2019,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8314,13462.37,2019,State,All,Sex,Total,state_quint,2019,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8713,10102.79,2019,State,All,Sex,1,state_quint,2019,99,NA,Andaman and Nicobar Island,1,NA,Gender,1,NA,NA,NA,1,NA
8714,4094.7,2019,State,All,Sex,1,state_quint,2019,99,NA,Andaman and Nicobar Island,1,NA,Gender,2,NA,NA,NA,1,NA
8715,13462.37,2019,State,All,Sex,2,state_quint,2019,99,NA,Andaman and Nicobar Island,2,NA,Gender,1,NA,NA,NA,2,NA
8716,9710.94,2019,State,All,Sex,2,state_quint,2019,99,NA,Andaman and Nicobar Island,2,NA,Gender,2,NA,NA,NA,2,NA
8717,18001.12,2019,State,All,Sex,3,state_quint,2019,99,NA,Andaman and Nicobar Island,3,NA,Gender,1,NA,NA,NA,3,NA
8718,13470.39,2019,State,All,Sex,3,state_quint,2019,99,NA,Andaman and Nicobar Island,3,NA,Gender,2,NA,NA,NA,3,NA
8719,27021.25,2019,State,All,Sex,4,state_quint,2019,99,NA,Andaman and Nicobar Island,4,NA,Gender,1,NA,NA,NA,4,NA
8720,23144.3,2019,State,All,Sex,4,state_quint,2019,99,NA,Andaman and Nicobar Island,4,NA,Gender,2,NA,NA,NA,4,NA
8721,70194.86,2019,State,All,Sex,5,state_quint,2019,99,NA,Andaman and Nicobar Island,5,NA,Gender,1,NA,NA,NA,5,NA
8722,70194.86,2019,State,All,Sex,5,state_quint,2019,99,NA,Andaman and Nicobar Island,5,NA,Gender,2,NA,NA,NA,5,NA
8723,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8724,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8869,14592.92,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8870,12519.35,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
8871,22702.55,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
8872,17609.53,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
9659,10102.79,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
9660,4094.7,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
9661,12519.35,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
9662,9104.98,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
9663,14730.86,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
9664,12989.31,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
9665,20265.94,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
9666,17994.26,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
9667,56294.27,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
9668,70194.86,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
9669,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
9670,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
9671,12335.05,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
9672,6428.97,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
9673,15859.35,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
9674,10358.34,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
9675,23144.3,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
9676,18502.58,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
9677,46288.6,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
9678,50450.12,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
9679,81316.28,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
9680,78179.91,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
9681,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
9682,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
9815,18041.47,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
9816,14720.93,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
10215,9810.64,2020,State,All,Sex,1,state_quint,2020,99,NA,Andaman and Nicobar Island,1,NA,Gender,1,NA,NA,NA,1,NA
10216,5397.28,2020,State,All,Sex,1,state_quint,2020,99,NA,Andaman and Nicobar Island,1,NA,Gender,2,NA,NA,NA,1,NA
10217,14187.28,2020,State,All,Sex,2,state_quint,2020,99,NA,Andaman and Nicobar Island,2,NA,Gender,1,NA,NA,NA,2,NA
10218,11010.8,2020,State,All,Sex,2,state_quint,2020,99,NA,Andaman and Nicobar Island,2,NA,Gender,2,NA,NA,NA,2,NA
10219,18041.47,2020,State,All,Sex,3,state_quint,2020,99,NA,Andaman and Nicobar Island,3,NA,Gender,1,NA,NA,NA,3,NA
10220,14720.93,2020,State,All,Sex,3,state_quint,2020,99,NA,Andaman and Nicobar Island,3,NA,Gender,2,NA,NA,NA,3,NA
10221,32702.12,2020,State,All,Sex,4,state_quint,2020,99,NA,Andaman and Nicobar Island,4,NA,Gender,1,NA,NA,NA,4,NA
10222,41379.57,2020,State,All,Sex,4,state_quint,2020,99,NA,Andaman and Nicobar Island,4,NA,Gender,2,NA,NA,NA,4,NA
10223,65413.16,2020,State,All,Sex,5,state_quint,2020,99,NA,Andaman and Nicobar Island,5,NA,Gender,1,NA,NA,NA,5,NA
10224,74482.53,2020,State,All,Sex,5,state_quint,2020,99,NA,Andaman and Nicobar Island,5,NA,Gender,2,NA,NA,NA,5,NA
10225,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
10226,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
10371,15464.12,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
10372,13013.11,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
10373,23555.16,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
10374,17696.03,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11166,8964.24,2020,State,urban/rural,Sex,1,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
11167,5450.35,2020,State,urban/rural,Sex,1,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
11168,13013.11,2020,State,urban/rural,Sex,2,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
11169,9715.11,2020,State,urban/rural,Sex,2,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
11170,16191.86,2020,State,urban/rural,Sex,3,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
11171,13080.85,2020,State,urban/rural,Sex,3,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
11172,21742.71,2020,State,urban/rural,Sex,4,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
11173,16838.7,2020,State,urban/rural,Sex,4,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
11174,56131.77,2020,State,urban/rural,Sex,5,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
11175,74482.53,2020,State,urban/rural,Sex,5,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
11176,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11177,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11178,12038.11,2020,State,urban/rural,Sex,1,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
11179,5076.62,2020,State,urban/rural,Sex,1,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
11180,17548.6,2020,State,urban/rural,Sex,2,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
11181,13749.35,2020,State,urban/rural,Sex,2,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
11182,23645.47,2020,State,urban/rural,Sex,3,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
11183,17696.03,2020,State,urban/rural,Sex,3,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
11184,52864.51,2020,State,urban/rural,Sex,4,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
11185,45798.46,2020,State,urban/rural,Sex,4,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
11186,72330.38,2020,State,urban/rural,Sex,5,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
11187,70936.41,2020,State,urban/rural,Sex,5,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
11188,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11189,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11322,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11323,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11682,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11683,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11828,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11829,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
11830,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
11831,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
12542,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
12543,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
12544,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
12545,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
12678,19155.94,2022,State,All,Sex,Total,state_quint,2022,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
12679,12965.37,2022,State,All,Sex,Total,state_quint,2022,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
13068,11676.19,2022,State,All,Sex,1,state_quint,2022,99,NA,Andaman and Nicobar Island,1,NA,Gender,1,NA,NA,NA,1,NA
13069,6050.5,2022,State,All,Sex,1,state_quint,2022,99,NA,Andaman and Nicobar Island,1,NA,Gender,2,NA,NA,NA,1,NA
13070,15644.8,2022,State,All,Sex,2,state_quint,2022,99,NA,Andaman and Nicobar Island,2,NA,Gender,1,NA,NA,NA,2,NA
13071,9035.15,2022,State,All,Sex,2,state_quint,2022,99,NA,Andaman and Nicobar Island,2,NA,Gender,2,NA,NA,NA,2,NA
13072,19155.94,2022,State,All,Sex,3,state_quint,2022,99,NA,Andaman and Nicobar Island,3,NA,Gender,1,NA,NA,NA,3,NA
13073,12965.37,2022,State,All,Sex,3,state_quint,2022,99,NA,Andaman and Nicobar Island,3,NA,Gender,2,NA,NA,NA,3,NA
13074,31610.33,2022,State,All,Sex,4,state_quint,2022,99,NA,Andaman and Nicobar Island,4,NA,Gender,1,NA,NA,NA,4,NA
13075,19222.15,2022,State,All,Sex,4,state_quint,2022,99,NA,Andaman and Nicobar Island,4,NA,Gender,2,NA,NA,NA,4,NA
13076,74052.64,2022,State,All,Sex,5,state_quint,2022,99,NA,Andaman and Nicobar Island,5,NA,Gender,1,NA,NA,NA,5,NA
13077,53991.82,2022,State,All,Sex,5,state_quint,2022,99,NA,Andaman and Nicobar Island,5,NA,Gender,2,NA,NA,NA,5,NA
13078,NA,2022,State,All,Sex,Total,state_quint,2022,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
13079,NA,2022,State,All,Sex,Total,state_quint,2022,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
13224,18243.76,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
13225,12965.37,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
13226,22039.38,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
13227,12593.93,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
14001,10657.4,2022,State,urban/rural,Sex,1,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
14002,6289.43,2022,State,urban/rural,Sex,1,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
14003,14832.07,2022,State,urban/rural,Sex,2,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
14004,8432.81,2022,State,urban/rural,Sex,2,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
14005,18650.45,2022,State,urban/rural,Sex,3,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
14006,12965.37,2022,State,urban/rural,Sex,3,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
14007,26485.84,2022,State,urban/rural,Sex,4,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
14008,19222.15,2022,State,urban/rural,Sex,4,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
14009,69474.06,2022,State,urban/rural,Sex,5,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
14010,47647.72,2022,State,urban/rural,Sex,5,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
14011,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
14012,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
14013,12644.13,2022,State,urban/rural,Sex,1,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,1,Gender,1,NA,NA,NA,1,NA
14014,4376.13,2022,State,urban/rural,Sex,1,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,1,Gender,2,NA,NA,NA,1,NA
14015,16461.37,2022,State,urban/rural,Sex,2,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,2,Gender,1,NA,NA,NA,2,NA
14016,9339.5,2022,State,urban/rural,Sex,2,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,2,Gender,2,NA,NA,NA,2,NA
14017,22127.23,2022,State,urban/rural,Sex,3,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,3,Gender,1,NA,NA,NA,3,NA
14018,12593.93,2022,State,urban/rural,Sex,3,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,3,Gender,2,NA,NA,NA,3,NA
14019,36504.53,2022,State,urban/rural,Sex,4,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,4,Gender,1,NA,NA,NA,4,NA
14020,21870.66,2022,State,urban/rural,Sex,4,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,4,Gender,2,NA,NA,NA,4,NA
14021,83064.34,2022,State,urban/rural,Sex,5,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,5,Gender,1,NA,NA,NA,5,NA
14022,82258.06,2022,State,urban/rural,Sex,5,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,5,Gender,2,NA,NA,NA,5,NA
14023,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
14024,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
14157,19403.78,2023,State,All,Sex,Total,state_quint,2023,99,NA,Andaman and Nicobar Island,NA,NA,Gender,1,NA,NA,NA,NA,NA
14158,12273.69,2023,State,All,Sex,Total,state_quint,2023,99,NA,Andaman and Nicobar Island,NA,NA,Gender,2,NA,NA,NA,NA,NA
14557,10626.37,2023,State,All,Sex,1,state_quint,2023,99,NA,Andaman and Nicobar Island,1,NA,Gender,1,NA,NA,NA,1,NA
14558,6762.24,2023,State,All,Sex,1,state_quint,2023,99,NA,Andaman and Nicobar Island,1,NA,Gender,2,NA,NA,NA,1,NA
14559,15043.31,2023,State,All,Sex,2,state_quint,2023,99,NA,Andaman and Nicobar Island,2,NA,Gender,1,NA,NA,NA,2,NA
