,state_n,State,sector,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,round,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,SourceSheet
1273,13,Himachal Pradesh,1,NA,NA,1,NA,NA,4,0.015951121,0.003359978,0.0046765,0.036481373,0.082062751,0.249661788,0.627117574,statesector
1275,13,Himachal Pradesh,0,NA,NA,NA,1,NA,4,0.252341986,0.001780473,0.073943898,0.139553696,0.317375332,0.369190276,0.099936813,statesector
1276,13,Himachal Pradesh,1,NA,Higher,NA,NA,NA,4,0,0,0,0,0.016016738,0.196318388,0.78766489,statesector
1279,13,Himachal Pradesh,1,15 to 29,NA,NA,NA,NA,4,0.022625756,0.014450105,0.026668247,0.054091785,0.179918721,0.473010987,0.266310245,statesector
1280,13,Himachal Pradesh,0,46 to 64,NA,NA,NA,NA,4,0.090526335,0.005318716,0.019317348,0.090046868,0.247916445,0.340452611,0.302266717,statesector
1281,13,Himachal Pradesh,0,NA,Higher,NA,NA,NA,4,0.004208565,0,0,0.0043385,0.081666268,0.249096572,0.664898634,statesector
1285,13,Himachal Pradesh,1,NA,Secondary,NA,NA,NA,4,0.01664279,0.002979808,0.008217602,0.028083174,0.108143501,0.290407896,0.565147817,statesector
1288,13,Himachal Pradesh,1,NA,NA,NA,NA,NA,4,0.018044444,0.003688891,0.003792835,0.036684439,0.083613113,0.266559035,0.609350562,statesector
1295,13,Himachal Pradesh,1,65+,NA,NA,NA,NA,4,0.004341562,0,0,0.028137518,0.081165127,0.172649175,0.718048155,statesector
1296,13,Himachal Pradesh,0,NA,Primary,NA,NA,NA,4,0.138934404,0.009586993,0.028459566,0.13935028,0.316322565,0.334390998,0.181476578,statesector
1297,13,Himachal Pradesh,1,NA,NA,2,NA,NA,4,0.02702043,0.005099243,0,0.037556034,0.090267517,0.339084774,0.533091664,statesector
1300,13,Himachal Pradesh,0,15 to 29,NA,NA,NA,NA,4,0.147735238,0.025870143,0.017365532,0.164988816,0.367069185,0.281404465,0.169172004,statesector
1301,13,Himachal Pradesh,0,NA,NA,NA,NA,NA,4,0.093390435,0.005627668,0.021703862,0.104424015,0.253666788,0.339967966,0.280237377,statesector
1302,13,Himachal Pradesh,0,30 to 45,NA,NA,NA,NA,4,0.094070256,0.006286143,0.02637971,0.125135794,0.300936669,0.351139992,0.19640781,statesector
1309,13,Himachal Pradesh,1,NA,NA,NA,7+,NA,4,0.072156966,0,0,0.017426124,0.080453031,0.274296522,0.627824306,statesector
1310,13,Himachal Pradesh,1,NA,NA,NA,NA,NA,4,0,0,0,0,0,0.579611599,0.420388401,statesector
1312,13,Himachal Pradesh,1,NA,No education / Preschool,NA,NA,NA,4,0.087957762,0.009348001,0,0.122137517,0.154554084,0.322434098,0.400874287,statesector
1313,13,Himachal Pradesh,1,NA,Primary,NA,NA,NA,4,0.011315037,0.011315037,0,0.094462506,0.108021744,0.296707153,0.500808597,statesector
1318,13,Himachal Pradesh,0,65+,NA,NA,NA,NA,4,0.091434725,0.003337144,0.021323472,0.100104809,0.204998136,0.334697068,0.338876516,statesector
1320,13,Himachal Pradesh,0,NA,NA,NA,4 to 6,NA,4,0.081973746,0.005716317,0.015079122,0.099163942,0.259174466,0.348844528,0.277737945,statesector
1323,13,Himachal Pradesh,1,NA,NA,NA,4 to 6,NA,4,0.015208191,0.006205619,0.002878195,0.037307784,0.068543762,0.259655058,0.631615222,statesector
1327,13,Himachal Pradesh,0,NA,NA,1,NA,NA,4,0.086789608,0.004584059,0.022627372,0.104586221,0.255040467,0.326429397,0.291316539,statesector
1330,13,Himachal Pradesh,0,NA,NA,NA,NA,0,4,0.102553986,0.008319288,0.027576664,0.110292546,0.26509285,0.373104244,0.223933682,statesector
1333,13,Himachal Pradesh,1,NA,NA,NA,NA,0,4,0.01126325,0.005888481,0.006318649,0.050667536,0.094838001,0.380595714,0.46758011,statesector
1344,13,Himachal Pradesh,0,NA,NA,NA,NA,1,4,0.090806536,0.004868695,0.020058416,0.102779768,0.250465423,0.330683798,0.29601258,statesector
1345,13,Himachal Pradesh,0,NA,NA,NA,2 to 3,NA,4,0.091321662,0.005719561,0.029122684,0.111307591,0.243061572,0.321445018,0.295063138,statesector
1346,13,Himachal Pradesh,1,46 to 64,NA,NA,NA,NA,4,0.015266279,0,0,0.030210685,0.056346152,0.226040766,0.687402427,statesector
1347,13,Himachal Pradesh,1,NA,NA,NA,NA,1,4,0.022473898,0.002252126,0.002107741,0.027355632,0.076124437,0.190479547,0.703932643,statesector
1348,13,Himachal Pradesh,0,NA,NA,NA,7+,NA,4,0.087547034,0.006388532,0.015030514,0.099192426,0.233514503,0.334029764,0.318232805,statesector
1349,13,Himachal Pradesh,1,NA,NA,NA,2 to 3,NA,4,0.013561587,0.0025478,0.003247732,0.024097558,0.085151456,0.202467203,0.685036063,statesector
1351,13,Himachal Pradesh,0,NA,No education / Preschool,NA,NA,NA,4,0.17534703,0.012975551,0.052498929,0.175020367,0.301979899,0.31856218,0.151938617,statesector
1358,13,Himachal Pradesh,1,NA,NA,NA,1,NA,4,0.007119689,0,0.012782361,0.097581618,0.146801025,0.543796003,0.199038982,statesector
1366,14,Jammu and Kashmir,1,15 to 29,NA,NA,NA,NA,4,0.119563363,0.015354676,0.057103246,0.114006169,0.314357251,0.308141559,0.206391782,statesector
1367,14,Jammu and Kashmir,1,NA,Secondary,NA,NA,NA,4,0.01450675,0.000981729,0.011003141,0.034814954,0.162268832,0.313242316,0.478670776,statesector
1368,14,Jammu and Kashmir,1,NA,Primary,NA,NA,NA,4,0.087579429,0.004319147,0.018867033,0.153947279,0.190465868,0.327968746,0.308751076,statesector
1369,14,Jammu and Kashmir,0,NA,NA,1,NA,NA,4,0.189534947,0.038876966,0.098001853,0.258890867,0.277994961,0.203329608,0.161782712,statesector
1370,14,Jammu and Kashmir,0,65+,NA,NA,NA,NA,4,0.17842041,0.022497039,0.092687123,0.222214907,0.249374688,0.224009186,0.211714089,statesector
1372,14,Jammu and Kashmir,1,NA,NA,1,NA,NA,4,0.042033594,0.007134287,0.013845592,0.055861536,0.172502324,0.307406098,0.450384468,statesector
1374,14,Jammu and Kashmir,1,46 to 64,NA,NA,NA,NA,4,0.020826077,0.004418692,0.010921229,0.042932741,0.138342619,0.298744798,0.509058595,statesector
1375,14,Jammu and Kashmir,1,65+,NA,NA,NA,NA,4,0.04416059,0.011095305,0.013087365,0.038081445,0.124641508,0.213743761,0.610445917,statesector
1377,14,Jammu and Kashmir,0,NA,Higher,NA,NA,NA,4,0.034531839,0.001247425,0.009955643,0.077149801,0.188117072,0.261381477,0.463396013,statesector
1378,14,Jammu and Kashmir,1,NA,No education / Preschool,NA,NA,NA,4,0.110727347,0.024650916,0.027967485,0.102642775,0.272003502,0.37522915,0.222157061,statesector
1379,14,Jammu and Kashmir,1,NA,Higher,NA,NA,NA,4,0.000369592,0,0,0.005232729,0.04103823,0.153702721,0.800026298,statesector
1380,14,Jammu and Kashmir,0,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,statesector
1382,14,Jammu and Kashmir,0,NA,Secondary,NA,NA,NA,4,0.117960155,0.008550412,0.05232941,0.207721025,0.285851091,0.245017365,0.209081098,statesector
1388,14,Jammu and Kashmir,0,NA,NA,NA,NA,NA,4,0.081324317,0.012149073,0.071671426,0.251693964,0.425570011,0.18776466,0.063299932,statesector
1396,14,Jammu and Kashmir,0,NA,No education / Preschool,NA,NA,NA,4,0.30022186,0.079076305,0.181980297,0.344857186,0.270408243,0.146312892,0.056441385,statesector
1397,14,Jammu and Kashmir,0,NA,NA,NA,NA,NA,4,0.190957293,0.038469363,0.098910794,0.258245647,0.273533762,0.204223931,0.165085852,statesector
1398,14,Jammu and Kashmir,0,NA,NA,2,NA,NA,4,0.205640882,0.034261491,0.108197778,0.251653254,0.227952123,0.213361591,0.198835239,statesector
1404,14,Jammu and Kashmir,0,46 to 64,NA,NA,NA,NA,4,0.142831713,0.0238152,0.076569572,0.223389313,0.264742643,0.226619154,0.208679318,statesector
1405,14,Jammu and Kashmir,0,30 to 45,NA,NA,NA,NA,4,0.219030142,0.051780283,0.109718919,0.286937863,0.291731924,0.189376071,0.122235194,statesector
1410,14,Jammu and Kashmir,1,30 to 45,NA,NA,NA,NA,4,0.057834141,0.008841258,0.012249034,0.070928693,0.210858971,0.340673357,0.365289927,statesector
1423,14,Jammu and Kashmir,1,NA,NA,NA,4 to 6,NA,4,0.043631423,0.005886862,0.013574277,0.04927887,0.166064769,0.319980264,0.45110181,statesector
1430,14,Jammu and Kashmir,1,NA,NA,NA,NA,1,4,0.037126172,0.007080806,0.013675446,0.050462306,0.170243323,0.305841506,0.459777415,statesector
1431,14,Jammu and Kashmir,1,NA,NA,NA,NA,NA,4,0.144706458,0.118545957,0,0.12279316,0.205813676,0.059468165,0.611925006,statesector
1433,14,Jammu and Kashmir,0,NA,NA,NA,1,NA,4,0.352667034,0.005509414,0.218661606,0.360936552,0.24363561,0.122666948,0.054099277,statesector
1435,14,Jammu and Kashmir,0,NA,Primary,NA,NA,NA,4,0.288174897,0.074882291,0.106113814,0.334779412,0.271895707,0.160553515,0.126657546,statesector
1437,14,Jammu and Kashmir,1,NA,NA,NA,7+,NA,4,0.061085377,0.022925869,0.016892316,0.068093203,0.193496242,0.30063653,0.420881748,statesector
1438,14,Jammu and Kashmir,1,NA,NA,NA,NA,NA,4,0.043421205,0.007689151,0.014102916,0.056214884,0.172156289,0.301355183,0.456170738,statesector
1442,14,Jammu and Kashmir,0,NA,NA,NA,NA,0,4,0.271024704,0.066777334,0.200455859,0.290689766,0.231553182,0.155923486,0.121377729,statesector
1446,14,Jammu and Kashmir,0,15 to 29,NA,NA,NA,NA,4,0.307320952,0.071531639,0.164907619,0.348076224,0.267352313,0.13389799,0.085765854,statesector
1449,14,Jammu and Kashmir,0,NA,NA,NA,2 to 3,NA,4,0.202353314,0.02200437,0.112898417,0.283956081,0.258639723,0.197597802,0.146908,statesector
1451,14,Jammu and Kashmir,1,NA,NA,NA,2 to 3,NA,4,0.028706653,0.003508808,0.011186295,0.051294364,0.179757699,0.260783732,0.496977895,statesector
1452,14,Jammu and Kashmir,0,NA,NA,NA,7+,NA,4,0.230373085,0.060376901,0.105124399,0.257188737,0.270841569,0.195658982,0.171186298,statesector
1456,14,Jammu and Kashmir,0,NA,NA,NA,NA,1,4,0.184515223,0.036191754,0.090657935,0.255608827,0.276945651,0.208149448,0.168638125,statesector
1457,14,Jammu and Kashmir,1,NA,NA,NA,NA,0,4,0.12156111,0.0152405,0.019366302,0.127045482,0.195710257,0.246115714,0.411762238,statesector
1461,14,Jammu and Kashmir,1,NA,NA,2,NA,NA,4,0.056451205,0.012899445,0.016435808,0.059418339,0.169019133,0.246497929,0.508628786,statesector
1465,14,Jammu and Kashmir,0,NA,NA,NA,4 to 6,NA,4,0.169536784,0.0345104,0.09079738,0.250299513,0.278938144,0.210723266,0.169241697,statesector
1469,14,Jammu and Kashmir,1,NA,NA,NA,1,NA,4,0.07292331,0,0.040295888,0.217601195,0.121291786,0.218074352,0.402736783,statesector
1475,15,Jharkhand,1,NA,NA,NA,NA,NA,4,0.563336372,0.019157751,0.138933614,0.20236291,0.283184588,0.272508562,0.103010349,statesector
1479,15,Jharkhand,0,30 to 45,NA,NA,NA,NA,4,0.562684536,0.220143229,0.612220585,0.230862036,0.109027699,0.038631875,0.009257783,statesector
1480,15,Jharkhand,1,65+,NA,NA,NA,NA,4,0.137181371,0.019043026,0.085249484,0.117508262,0.139134347,0.211506769,0.446601152,statesector
1481,15,Jharkhand,1,NA,Higher,NA,NA,NA,4,0.016850004,0.00067367,0.00339883,0.016114829,0.067360468,0.202311113,0.710814774,statesector
1482,15,Jharkhand,1,NA,Secondary,NA,NA,NA,4,0.088070519,0.006541925,0.043113951,0.119182877,0.21385406,0.328712881,0.295136213,statesector
1484,15,Jharkhand,0,NA,No education / Preschool,NA,NA,NA,4,0.70226872,0.291721463,0.765661597,0.167630017,0.054540642,0.010531098,0.00163663,statesector
1487,15,Jharkhand,0,NA,Primary,NA,NA,NA,4,0.640051484,0.256044775,0.652373731,0.222444579,0.096574172,0.023429992,0.005177512,statesector
1488,15,Jharkhand,0,NA,Secondary,NA,NA,NA,4,0.379080892,0.042347874,0.462925106,0.284066945,0.16495645,0.071568392,0.016483104,statesector
1489,15,Jharkhand,0,NA,Higher,NA,NA,NA,4,0.204695836,0.009748149,0.189564407,0.252705127,0.243195638,0.192470416,0.122064412,statesector
1490,15,Jharkhand,1,NA,No education / Preschool,NA,NA,NA,4,0.414300084,0.119177312,0.237239987,0.272438675,0.276769131,0.155579284,0.057972912,statesector
1493,15,Jharkhand,0,46 to 64,NA,NA,NA,NA,4,0.499572575,0.126440734,0.593644798,0.22561425,0.118122533,0.046715535,0.015902909,statesector
1494,15,Jharkhand,0,65+,NA,NA,NA,NA,4,0.578915417,0.138238758,0.628246605,0.190877602,0.108827606,0.053038027,0.01901013,statesector
1499,15,Jharkhand,1,15 to 29,NA,NA,NA,NA,4,0.303520054,0.086665489,0.114824019,0.219022915,0.297198921,0.27204898,0.096905194,statesector
1500,15,Jharkhand,1,30 to 45,NA,NA,NA,NA,4,0.188670352,0.048262004,0.087220564,0.162691996,0.231310219,0.278515816,0.240261391,statesector
1502,15,Jharkhand,1,46 to 64,NA,NA,NA,NA,4,0.132500172,0.021975046,0.072645247,0.116860949,0.176420301,0.244211391,0.38986212,statesector
1505,15,Jharkhand,1,NA,Primary,NA,NA,NA,4,0.338037878,0.089049771,0.12526156,0.251373708,0.278202206,0.226838887,0.118323646,statesector
1506,15,Jharkhand,0,15 to 29,NA,NA,NA,NA,4,0.708207607,0.313554555,0.694592893,0.206321612,0.073367879,0.022832749,0.002884837,statesector
1509,15,Jharkhand,1,NA,NA,NA,1,NA,4,0.27731362,0.044249702,0.216576576,0.172252774,0.180602953,0.279075652,0.151492044,statesector
1511,15,Jharkhand,1,NA,NA,2,NA,NA,4,0.24931848,0.067435689,0.148483574,0.163148731,0.214962229,0.246422186,0.226983279,statesector
1514,15,Jharkhand,0,NA,NA,NA,NA,1,4,0.557865083,0.185246125,0.6115219,0.223704293,0.109867796,0.042339426,0.012566607,statesector
1521,15,Jharkhand,0,NA,NA,NA,7+,NA,4,0.599366903,0.190379053,0.556134045,0.245390952,0.125688761,0.054380018,0.018406231,statesector
1522,15,Jharkhand,0,NA,NA,NA,2 to 3,NA,4,0.566112638,0.173398003,0.688926756,0.180108964,0.083895855,0.037094049,0.009974377,statesector
1523,15,Jharkhand,0,NA,NA,NA,4 to 6,NA,4,0.527731895,0.193898037,0.599895597,0.234878704,0.114569984,0.039781794,0.010873904,statesector
1526,15,Jharkhand,1,NA,NA,NA,7+,NA,4,0.195625439,0.037317041,0.062501378,0.144365534,0.245570019,0.231810361,0.315752715,statesector
1528,15,Jharkhand,0,NA,NA,1,NA,NA,4,0.547308743,0.178531289,0.606770158,0.226534545,0.11051143,0.043286145,0.012897743,statesector
1530,15,Jharkhand,0,NA,NA,NA,NA,NA,4,0.533316195,0.170847893,0.522013783,0.222501919,0.168696433,0.086787835,0,statesector
1533,15,Jharkhand,1,NA,NA,NA,NA,NA,4,0.169493675,0.037443664,0.083478026,0.143703684,0.20374009,0.256367624,0.312710583,statesector
1534,15,Jharkhand,0,NA,NA,NA,NA,NA,4,0.559163153,0.187277839,0.617292941,0.221057191,0.108067289,0.041481376,0.012101186,statesector
1537,15,Jharkhand,0,NA,NA,NA,1,NA,4,0.775158882,0.152960882,0.818850458,0.110398993,0.049548451,0.015150342,0.006051751,statesector
1539,15,Jharkhand,0,NA,NA,NA,NA,NA,4,0.494846314,0,1,0,0,0,0,statesector
1543,15,Jharkhand,1,NA,NA,NA,NA,1,4,0.17030254,0.038807914,0.081464648,0.140714079,0.196659684,0.254627168,0.32653445,statesector
1547,15,Jharkhand,1,NA,NA,NA,NA,0,4,0.16558978,0.030859333,0.093390718,0.158422753,0.238599792,0.264936626,0.244650111,statesector
1552,15,Jharkhand,0,NA,NA,2,NA,NA,4,0.63630259,0.244193524,0.686149359,0.18521601,0.092073984,0.029671792,0.006888889,statesector
1553,15,Jharkhand,0,NA,NA,NA,NA,0,4,0.568056166,0.201196447,0.657229245,0.202739075,0.095607631,0.035543613,0.008880436,statesector
1558,15,Jharkhand,1,NA,NA,1,NA,NA,4,0.159402296,0.033652104,0.075008288,0.141170144,0.202277929,0.257663429,0.323880225,statesector
1571,15,Jharkhand,1,NA,NA,NA,4 to 6,NA,4,0.156681329,0.039521579,0.073119879,0.145788804,0.206777334,0.278650016,0.295663983,statesector
1575,15,Jharkhand,1,NA,NA,NA,2 to 3,NA,4,0.157842919,0.031382829,0.099831946,0.133049011,0.168194324,0.218930006,0.37999472,statesector
1582,16,Karnataka,1,65+,NA,NA,NA,NA,4,0.080900945,0.005723209,0.029064503,0.06697771,0.128341988,0.292349726,0.483266085,statesector
1585,16,Karnataka,0,NA,No education / Preschool,NA,NA,NA,4,0.380115479,0.075886697,0.192625538,0.391083986,0.299745828,0.103498079,0.013046562,statesector
1587,16,Karnataka,0,NA,Primary,NA,NA,NA,4,0.254051685,0.047309615,0.09357287,0.309427977,0.387444288,0.175001383,0.034553491,statesector
1588,16,Karnataka,0,NA,Secondary,NA,NA,NA,4,0.130572364,0.005067926,0.050486706,0.234069005,0.377700895,0.280427694,0.057315685,statesector
1589,16,Karnataka,0,65+,NA,NA,NA,NA,4,0.313612968,0.027651928,0.168305889,0.292994171,0.314501345,0.173005834,0.051192772,statesector
1590,16,Karnataka,1,NA,NA,NA,7+,NA,4,0.089995652,0.012934986,0.011903457,0.057681557,0.147675321,0.402432382,0.380307287,statesector
1595,16,Karnataka,1,15 to 29,NA,NA,NA,NA,4,0.099442959,0.010494613,0.019214841,0.114371367,0.153705552,0.42338565,0.289322585,statesector
1596,16,Karnataka,1,30 to 45,NA,NA,NA,NA,4,0.060300026,0.012053939,0.015610667,0.056061573,0.153986275,0.406197697,0.368143797,statesector
1598,16,Karnataka,1,NA,NA,NA,NA,NA,4,0.065069892,0,0,0.029789574,0.160915628,0.174486995,0.634807825,statesector
1600,16,Karnataka,1,46 to 64,NA,NA,NA,NA,4,0.042288817,0.00472366,0.016305786,0.042961802,0.127340421,0.324700981,0.488691002,statesector
1603,16,Karnataka,0,46 to 64,NA,NA,NA,NA,4,0.217495665,0.031652048,0.093818963,0.292387187,0.353832901,0.212933004,0.047027972,statesector
1604,16,Karnataka,0,NA,NA,NA,NA,0,4,0.257576138,0.045321532,0.121767372,0.293413758,0.337931812,0.207243517,0.039643541,statesector
1611,16,Karnataka,1,NA,NA,2,NA,NA,4,0.096437067,0.011847332,0.035264958,0.082540818,0.184450537,0.349778235,0.347965449,statesector
1613,16,Karnataka,1,NA,Secondary,NA,NA,NA,4,0.027726362,0.001260022,0.006184954,0.037820801,0.114950635,0.410050184,0.430993408,statesector
1616,16,Karnataka,1,NA,NA,NA,2 to 3,NA,4,0.041128542,0.007257634,0.017446866,0.053181399,0.126381874,0.334979117,0.468010753,statesector
1618,16,Karnataka,0,NA,Higher,NA,NA,NA,4,0.053428974,0,0.015695145,0.092872456,0.320498705,0.35552156,0.21541214,statesector
1619,16,Karnataka,0,NA,NA,NA,NA,NA,4,0.163857996,0,0.084220894,0.209701091,0.471902192,0.229169607,0.005006223,statesector
1622,16,Karnataka,1,NA,NA,1,NA,NA,4,0.050038368,0.007463686,0.014219476,0.049800944,0.130768567,0.361683786,0.443527222,statesector
1625,16,Karnataka,0,30 to 45,NA,NA,NA,NA,4,0.267285228,0.062840618,0.118255883,0.336018026,0.348188818,0.165084273,0.032452993,statesector
1626,16,Karnataka,1,NA,NA,NA,4 to 6,NA,4,0.056093741,0.008383385,0.014690895,0.053731535,0.143003732,0.368752331,0.419821501,statesector
1634,16,Karnataka,1,NA,Higher,NA,NA,NA,4,0.003312465,0,0.000508752,0.00367721,0.029183149,0.18102105,0.785609841,statesector
1635,16,Karnataka,1,NA,Primary,NA,NA,NA,4,0.07527402,0.016008219,0.013807632,0.074490845,0.204452261,0.451100349,0.256148905,statesector
1637,16,Karnataka,0,NA,NA,NA,2 to 3,NA,4,0.244380414,0.033897929,0.130873516,0.324382186,0.327950627,0.179647207,0.03714646,statesector
1638,16,Karnataka,0,NA,NA,NA,4 to 6,NA,4,0.217996225,0.044653568,0.096206881,0.308788031,0.353043199,0.198144123,0.043817755,statesector
1639,16,Karnataka,0,15 to 29,NA,NA,NA,NA,4,0.346225798,0.073983483,0.138421908,0.328150839,0.341892689,0.181151301,0.010383244,statesector
1642,16,Karnataka,0,NA,NA,NA,NA,1,4,0.258395642,0.042893652,0.117197737,0.313960254,0.345742851,0.181347817,0.041751333,statesector
1645,16,Karnataka,1,NA,NA,NA,NA,1,4,0.062375162,0.009205073,0.015238832,0.061529987,0.135105297,0.323319495,0.464806378,statesector
1647,16,Karnataka,1,NA,No education / Preschool,NA,NA,NA,4,0.180788174,0.029332155,0.069123171,0.142592341,0.276620001,0.361994296,0.149670213,statesector
1648,16,Karnataka,0,NA,NA,2,NA,NA,4,0.361329019,0.045642,0.201076597,0.348775148,0.301498413,0.131368428,0.017281407,statesector
1652,16,Karnataka,0,NA,NA,NA,7+,NA,4,0.298932672,0.063679136,0.077398516,0.279640615,0.39080146,0.201195225,0.05096418,statesector
1653,16,Karnataka,1,NA,NA,NA,1,NA,4,0.138623029,0.001555694,0.080835126,0.092047304,0.194211841,0.333727717,0.299178004,statesector
1656,16,Karnataka,1,NA,NA,NA,NA,0,4,0.051314492,0.006773383,0.021410722,0.046747565,0.14667362,0.410667539,0.374500573,statesector
1662,16,Karnataka,0,NA,NA,NA,NA,NA,4,0.258206338,0.043454487,0.118258744,0.309189647,0.343929231,0.187360436,0.041261934,statesector
1663,16,Karnataka,0,NA,NA,1,NA,NA,4,0.235629797,0.042975578,0.100264825,0.300588876,0.353148222,0.199525863,0.046472207,statesector
1672,16,Karnataka,1,NA,NA,NA,NA,NA,4,0.057782169,0.008195302,0.01780623,0.055380758,0.139917508,0.359654754,0.427240759,statesector
1677,16,Karnataka,0,NA,NA,NA,1,NA,4,0.617201924,0.024112619,0.396352202,0.318140388,0.200317338,0.076452762,0.008737297,statesector
1684,17,Kerala,1,NA,NA,NA,4 to 6,NA,4,0.004336685,0,0.000737087,0.009481977,0.07141497,0.319773793,0.598592162,statesector
1685,17,Kerala,1,NA,NA,NA,2 to 3,NA,4,0.006116701,0,0.002769819,0.014336178,0.084039204,0.297661811,0.601193011,statesector
1687,17,Kerala,1,NA,NA,NA,NA,NA,4,0,0,0,0.117827684,0.1088164,0.195923939,0.577431977,statesector
1688,17,Kerala,1,NA,No education / Preschool,NA,NA,NA,4,0.047160905,0,0.030315394,0.083352625,0.226751059,0.42584908,0.233731851,statesector
1690,17,Kerala,1,NA,NA,NA,1,NA,4,0.058237713,0,0.02517936,0.165700838,0.19920522,0.268220812,0.341693759,statesector
1691,17,Kerala,0,NA,NA,NA,7+,NA,4,0.037725396,0.009607997,0.011460362,0.036879983,0.183052868,0.448358268,0.320248514,statesector
1692,17,Kerala,1,NA,Primary,NA,NA,NA,4,0.015336358,0,0.001505853,0.030326307,0.165556818,0.45069322,0.351917803,statesector
1693,17,Kerala,1,NA,Secondary,NA,NA,NA,4,0.003757223,0,0.001102942,0.009812411,0.062824838,0.319854468,0.606405318,statesector
1694,17,Kerala,1,NA,Higher,NA,NA,NA,4,0,0,0,0.000587231,0.005184531,0.072656423,0.921571791,statesector
1696,17,Kerala,0,NA,Higher,NA,NA,NA,4,0,0,0,0.001850205,0.016508548,0.174466103,0.807175159,statesector
1700,17,Kerala,1,NA,NA,NA,7+,NA,4,0.014736647,0,0,0.013391714,0.100456364,0.369985878,0.516166031,statesector
1701,17,Kerala,0,46 to 64,NA,NA,NA,NA,4,0.013503679,0.001001693,0.003911736,0.031582411,0.182225078,0.389552921,0.392727852,statesector
1703,17,Kerala,1,15 to 29,NA,NA,NA,NA,4,0.009340236,0,0,0.015025843,0.089761458,0.317920327,0.577292383,statesector
1705,17,Kerala,0,NA,No education / Preschool,NA,NA,NA,4,0.101210564,0.00584293,0.04798219,0.135270029,0.39688468,0.32236433,0.097498752,statesector
1707,17,Kerala,0,NA,NA,NA,4 to 6,NA,4,0.010705557,9.00E-05,0.003755463,0.024754481,0.175114453,0.382743031,0.413632601,statesector
1708,17,Kerala,0,NA,NA,NA,2 to 3,NA,4,0.012893028,0.000227237,0.004356951,0.041670971,0.192678854,0.386827916,0.374465317,statesector
1709,17,Kerala,1,NA,NA,1,NA,NA,4,0.005089943,0,0.001773483,0.012488534,0.071373157,0.301316589,0.613048196,statesector
1710,17,Kerala,0,NA,NA,NA,NA,NA,4,0,0,0,0.069875561,0.309027702,0.384304494,0.236792237,statesector
1716,17,Kerala,0,65+,NA,NA,NA,NA,4,0.021229351,0,0.010332178,0.049824588,0.196798161,0.378006101,0.365038991,statesector
1718,17,Kerala,1,30 to 45,NA,NA,NA,NA,4,0.006066554,0,0.003143006,0.009154601,0.077614151,0.333699077,0.576389194,statesector
1720,17,Kerala,1,NA,NA,2,NA,NA,4,0.015464386,0,0.003579904,0.029855186,0.121671848,0.360789329,0.484103709,statesector
1721,17,Kerala,0,NA,Secondary,NA,NA,NA,4,0.006451056,0.000275756,0.002935118,0.022223789,0.142003208,0.400968492,0.431869388,statesector
1724,17,Kerala,0,NA,NA,NA,1,NA,4,0.132846981,0.003801461,0.081720315,0.198247492,0.301129431,0.269367725,0.14953503,statesector
1729,17,Kerala,0,15 to 29,NA,NA,NA,NA,4,0.021052718,0,0.021734744,0.047314771,0.186988503,0.382535398,0.361426592,statesector
1730,17,Kerala,0,30 to 45,NA,NA,NA,NA,4,0.018330732,0.000893283,0.008246262,0.034115985,0.181950837,0.378321201,0.397365719,statesector
1732,17,Kerala,1,46 to 64,NA,NA,NA,NA,4,0.006017893,0,0.002319927,0.013597997,0.075742647,0.299299419,0.609040022,statesector
1733,17,Kerala,0,NA,Primary,NA,NA,NA,4,0.025512986,0.000823992,0.007098143,0.058467638,0.303935379,0.441327691,0.189171135,statesector
1738,17,Kerala,0,NA,NA,NA,NA,0,4,0.025399026,0.001466434,0.013020628,0.054452326,0.245397478,0.424172461,0.262957126,statesector
1747,17,Kerala,1,65+,NA,NA,NA,NA,4,0.010739664,0,0.000962452,0.027990259,0.098008409,0.326758683,0.546280205,statesector
1750,17,Kerala,0,NA,NA,2,NA,NA,4,0.026637636,0.000762238,0.011254095,0.062154166,0.226879939,0.396550834,0.303160995,statesector
1751,17,Kerala,0,NA,NA,1,NA,NA,4,0.013768016,0.000735536,0.005386686,0.029710064,0.174617469,0.381170034,0.409115762,statesector
1756,17,Kerala,0,NA,NA,NA,NA,NA,4,0.016413657,0.000741025,0.006603302,0.036437396,0.18545416,0.384359241,0.387145877,statesector
1757,17,Kerala,1,NA,NA,NA,NA,NA,4,0.007182017,0,0.002139061,0.016003137,0.081552431,0.313352495,0.586952865,statesector
1768,17,Kerala,1,NA,NA,NA,NA,0,4,0.01315672,0,0.0077509,0.024232099,0.099267513,0.380080521,0.488668978,statesector
1771,17,Kerala,1,NA,NA,NA,NA,1,4,0.0058283,0,0.000865865,0.014136177,0.077533297,0.298213452,0.609251201,statesector
1780,17,Kerala,0,NA,NA,NA,NA,1,4,0.014867486,0.000616199,0.0054973,0.03333259,0.17512317,0.377497613,0.408549339,statesector
1789,18,Lakshadweep,0,NA,NA,NA,4 to 6,NA,4,0.017939527,0,0,0,0.035879053,0.744732916,0.219388053,statesector
1790,18,Lakshadweep,1,NA,NA,NA,2 to 3,NA,4,0,0,0,0.014117738,0.167605758,0.410729736,0.407546759,statesector
