,state_n,State,sector,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,round,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,SourceSheet
3807,NA,NA,NA,NA,NA,NA,NA,NA,4,0.266854614,0.075443424,0.202781901,0.196917877,0.198383003,0.200876668,0.201040551,allindia
3810,NA,NA,NA,NA,NA,NA,NA,0,4,0.234747067,0.069243804,0.175768673,0.175463364,0.210067853,0.247857243,0.190842867,allindia
3811,NA,NA,NA,NA,NA,NA,NA,1,4,0.274814278,0.076980352,0.209591091,0.202325866,0.195437625,0.189034358,0.203611061,allindia
3833,NA,NA,NA,NA,NA,NA,1,NA,4,0.453329563,0.037748527,0.355270892,0.206483424,0.182287663,0.158424392,0.097533636,allindia
3834,NA,NA,NA,NA,NA,NA,2 to 3,NA,4,0.238842204,0.048690047,0.201317579,0.18716383,0.194486111,0.204063714,0.212968767,allindia
3835,NA,NA,NA,NA,NA,NA,4 to 6,NA,4,0.239204958,0.077858388,0.186404869,0.195678517,0.200411513,0.207081109,0.210424006,allindia
3845,NA,NA,NA,NA,NA,1,NA,NA,4,0.253748,0.071809016,0.191692516,0.195796743,0.199498534,0.203543633,0.209468573,allindia
3846,NA,NA,NA,NA,NA,2,NA,NA,4,0.342167884,0.095777616,0.267468125,0.203457594,0.19187592,0.185319841,0.151878536,allindia
3847,NA,NA,NA,NA,NA,NA,NA,NA,4,0.334745765,0.138437927,NA,NA,NA,NA,NA,allindia
3862,NA,NA,NA,65+,NA,NA,NA,NA,4,0.28398633,0.044479553,0.214108378,0.188347757,0.182160705,0.191652045,0.223731115,allindia
3863,NA,NA,NA,NA,NA,NA,NA,NA,4,0.459077865,0.120226383,0.606603384,0.049779449,0.314440221,0.02917693,0,allindia
3895,NA,NA,NA,15 to 29,NA,NA,NA,NA,4,0.42297861,0.164974481,0.281614125,0.242110744,0.213267371,0.167355135,0.095652618,allindia
3896,NA,NA,NA,30 to 45,NA,NA,NA,NA,4,0.275740415,0.097447544,0.213717073,0.205879211,0.207354695,0.204362303,0.168686718,allindia
3897,NA,NA,NA,46 to 64,NA,NA,NA,NA,4,0.219155475,0.047832496,0.171298847,0.18215926,0.192879885,0.208076939,0.245585084,allindia
3927,NA,NA,NA,NA,NA,NA,NA,NA,4,0.27064845,0.086463593,0.222265586,0.217518181,0.203386426,0.206445664,0.150384158,allindia
3932,NA,NA,NA,NA,NA,NA,7+,NA,4,0.354437232,0.118132196,0.223195374,0.214154646,0.201642379,0.185402349,0.175605252,allindia
3943,NA,NA,NA,NA,Secondary,NA,NA,NA,4,0.12988919,0.013505114,0.105117828,0.165167749,0.212912202,0.263519615,0.253282636,allindia
3944,NA,NA,NA,NA,Higher,NA,NA,NA,4,0.0338443,0.002007693,0.01810736,0.046765208,0.093818784,0.211103171,0.630205452,allindia
3945,NA,NA,NA,NA,No education / Preschool,NA,NA,NA,4,0.481133819,0.164141208,0.380254298,0.256708831,0.193992332,0.119593523,0.049451001,allindia
3950,NA,NA,NA,NA,Primary,NA,NA,NA,4,0.33566606,0.10288129,0.226227254,0.251061082,0.231756389,0.19159022,0.09936507,allindia
3808,NA,NA,0,NA,NA,NA,NA,NA,4,0.361959398,0.104371801,0.293807477,0.264053792,0.2201695,0.147468075,0.074501149,indiasector
3809,NA,NA,1,NA,NA,NA,NA,NA,4,0.082861185,0.019477462,0.032901026,0.071622178,0.157722905,0.300553054,0.437200844,indiasector
3812,NA,NA,0,NA,NA,NA,NA,0,4,0.380299091,0.117790304,0.315792352,0.267895311,0.22200264,0.144235671,0.050074,indiasector
3813,NA,NA,0,NA,NA,NA,NA,1,4,0.358639717,0.101942912,0.28978163,0.263350338,0.219833821,0.148059994,0.078974202,indiasector
3814,NA,NA,1,NA,NA,NA,NA,0,4,0.084091678,0.018995157,0.035420634,0.082817294,0.19810544,0.351718843,0.33193779,indiasector
3815,NA,NA,1,NA,NA,NA,NA,1,4,0.082367152,0.019671103,0.031880915,0.067089617,0.141373247,0.279837579,0.479818642,indiasector
3836,NA,NA,0,NA,NA,NA,2 to 3,NA,4,0.34705472,0.072088912,0.30747062,0.26051873,0.219002441,0.145831034,0.067177214,indiasector
3837,NA,NA,0,NA,NA,NA,4 to 6,NA,4,0.324565947,0.108190179,0.273396671,0.267102987,0.227267787,0.153635442,0.078597113,indiasector
3838,NA,NA,0,NA,NA,NA,7+,NA,4,0.431918144,0.145528778,0.291869342,0.264134556,0.215096146,0.146026939,0.082873009,indiasector
3839,NA,NA,1,NA,NA,NA,1,NA,4,0.142095774,0.008944361,0.100204296,0.147692919,0.235960722,0.29415679,0.221985266,indiasector
3840,NA,NA,1,NA,NA,NA,2 to 3,NA,4,0.061815076,0.010411345,0.033074323,0.070902757,0.155629873,0.296357423,0.444035619,indiasector
3841,NA,NA,1,NA,NA,NA,4 to 6,NA,4,0.075794511,0.019792855,0.026436821,0.06433697,0.151025862,0.305361629,0.452838719,indiasector
3842,NA,NA,1,NA,NA,NA,7+,NA,4,0.13886787,0.041908737,0.03802418,0.079389736,0.165365875,0.291573465,0.425646722,indiasector
3848,NA,NA,0,NA,NA,1,NA,NA,4,0.345805705,0.099365309,0.279570967,0.264978677,0.224505782,0.152485535,0.078459047,indiasector
3849,NA,NA,0,NA,NA,2,NA,NA,4,0.45252943,0.13165687,0.374880403,0.258786857,0.195475563,0.118895106,0.051962059,indiasector
3850,NA,NA,0,NA,NA,NA,NA,NA,4,0.440323114,0.186404929,NA,NA,NA,NA,NA,indiasector
3851,NA,NA,1,NA,NA,1,NA,NA,4,0.077603959,0.019082543,0.029340651,0.067985915,0.153298661,0.297871411,0.451503366,indiasector
3852,NA,NA,1,NA,NA,2,NA,NA,4,0.115309164,0.022024384,0.054645874,0.093830489,0.184743732,0.316931039,0.349848866,indiasector
3853,NA,NA,1,NA,NA,NA,NA,NA,4,0.042338934,0.005588613,NA,NA,NA,NA,NA,indiasector
3898,NA,NA,0,15 to 29,NA,NA,NA,NA,4,0.541739762,0.220063895,0.386461437,0.295701772,0.193019092,0.094341658,0.03047603,indiasector
3899,NA,NA,0,30 to 45,NA,NA,NA,NA,4,0.369665831,0.134172633,0.311576456,0.27510494,0.2222514,0.135476306,0.055590887,indiasector
3900,NA,NA,0,46 to 64,NA,NA,NA,NA,4,0.308870971,0.068453535,0.255429357,0.254700989,0.227787361,0.166508853,0.09557341,indiasector
3901,NA,NA,0,65+,NA,NA,NA,NA,4,0.375057012,0.059467748,0.293647617,0.243533626,0.211725339,0.158756644,0.092336752,indiasector
3902,NA,NA,0,NA,NA,NA,NA,NA,4,0.654015899,0.171995223,0.865015388,0.071416996,0.063567609,0,0,indiasector
3903,NA,NA,1,15 to 29,NA,NA,NA,NA,4,0.160799846,0.043358345,0.054238468,0.125891313,0.257178515,0.325694799,0.236996904,indiasector
3904,NA,NA,1,30 to 45,NA,NA,NA,NA,4,0.096874796,0.027510598,0.034861531,0.079356782,0.180128306,0.330263793,0.375389576,indiasector
3905,NA,NA,1,46 to 64,NA,NA,NA,NA,4,0.057833433,0.010752733,0.025256686,0.05623408,0.132283986,0.280234933,0.505990326,indiasector
3906,NA,NA,1,65+,NA,NA,NA,NA,4,0.076610759,0.010350185,0.038816046,0.066726521,0.11700476,0.264148474,0.513304174,indiasector
3907,NA,NA,1,NA,NA,NA,NA,NA,4,0.006359798,0,0.012099381,0,0.891599119,0.096301526,0,indiasector
3921,NA,NA,0,NA,Primary,NA,NA,NA,4,0.409001082,0.129174307,0.2973544,0.302645564,0.232167378,0.12451864,0.043314014,indiasector
3922,NA,NA,0,NA,Secondary,NA,NA,NA,4,0.195849225,0.020888511,0.168222457,0.246958479,0.259656191,0.211996496,0.113166377,indiasector
3923,NA,NA,0,NA,Higher,NA,NA,NA,4,0.088958949,0.00568057,0.052798808,0.128574014,0.213480964,0.302535594,0.302610636,indiasector
3928,NA,NA,0,NA,No education / Preschool,NA,NA,NA,4,0.537285864,0.186450407,0.448958635,0.278485477,0.175831705,0.074752033,0.021972153,indiasector
3930,NA,NA,0,NA,NA,NA,NA,NA,4,0.370327353,0.121263035,0.305545449,0.287046045,0.202692568,0.151576638,0.053139299,indiasector
3935,NA,NA,0,NA,NA,NA,1,NA,4,0.642726839,0.055276923,0.511674047,0.242532894,0.149376124,0.075195253,0.021221703,indiasector
3939,NA,NA,1,NA,No education / Preschool,NA,NA,NA,4,0.253891379,0.073857762,0.109965213,0.17103754,0.265437901,0.296004057,0.157555282,indiasector
3940,NA,NA,1,NA,Primary,NA,NA,NA,4,0.143105924,0.033842154,0.043720242,0.118699059,0.230701834,0.363690913,0.243187934,indiasector
3952,NA,NA,1,NA,Secondary,NA,NA,NA,4,0.031255025,0.002464257,0.013791722,0.046798777,0.145263508,0.338084728,0.456061274,indiasector
3961,NA,NA,1,NA,NA,NA,NA,NA,4,0.054789066,0.011103758,0.054339267,0.077321492,0.204785511,0.317084134,0.346469611,indiasector
3964,NA,NA,1,NA,Higher,NA,NA,NA,4,0.005562386,0.000122967,0.001124325,0.006716093,0.03523872,0.166342854,0.790578008,indiasector
5,1,Andaman and Nicobar Islands,NA,NA,NA,NA,2 to 3,NA,4,0.069429807,0.006995936,0.039318923,0.092509009,0.2110302,0.346278101,0.310863793,state
8,1,Andaman and Nicobar Islands,NA,NA,NA,2,NA,NA,4,0.115750715,0.012455933,0.059007484,0.095411293,0.206329837,0.344016224,0.295235187,state
17,1,Andaman and Nicobar Islands,NA,65+,NA,NA,NA,NA,4,0.11320211,0.011119483,0.074116275,0.090873212,0.215613693,0.282916486,0.336480349,state
22,1,Andaman and Nicobar Islands,NA,NA,NA,1,NA,NA,4,0.068825833,0.009456653,0.046963759,0.113549896,0.216265783,0.318180144,0.305040419,state
24,1,Andaman and Nicobar Islands,NA,30 to 45,NA,NA,NA,NA,4,0.063637197,0.009640282,0.049973063,0.110631883,0.215270594,0.325535923,0.298588514,state
28,1,Andaman and Nicobar Islands,NA,NA,NA,NA,7+,NA,4,0.062326133,0.008216546,0.037408426,0.068160839,0.230654791,0.363499969,0.300275952,state
47,1,Andaman and Nicobar Islands,NA,15 to 29,NA,NA,NA,NA,4,0.1195255,0.026899775,0.082045525,0.174934477,0.266718894,0.335261911,0.141039208,state
48,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA,4,0.086196154,0,0.109253205,0.148832947,0.120845743,0.167288095,0.453780025,state
50,1,Andaman and Nicobar Islands,NA,NA,NA,NA,4 to 6,NA,4,0.072162293,0.011209202,0.048784565,0.120275892,0.2143417,0.304934353,0.311663479,state
52,1,Andaman and Nicobar Islands,NA,NA,NA,NA,1,NA,4,0.183032721,0.017114324,0.125310808,0.184736103,0.214234531,0.29488796,0.180830598,state
72,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,1,4,0.094091989,0.011269507,0.063683912,0.121868595,0.197551906,0.314117193,0.302778393,state
73,1,Andaman and Nicobar Islands,NA,46 to 64,NA,NA,NA,NA,4,0.073274657,0.007471027,0.036091782,0.106413931,0.20602861,0.328177959,0.323287725,state
74,1,Andaman and Nicobar Islands,NA,NA,Secondary,NA,NA,NA,4,0.036888815,0.003359127,0.031967204,0.086238816,0.174543127,0.346212506,0.361038327,state
75,1,Andaman and Nicobar Islands,NA,NA,Higher,NA,NA,NA,4,0.001363469,0,0,0.006126776,0.043034468,0.303200245,0.6476385,state
76,1,Andaman and Nicobar Islands,NA,NA,No education / Preschool,NA,NA,NA,4,0.141698062,0.023056312,0.097841144,0.127168015,0.325205505,0.303601146,0.146184176,state
97,1,Andaman and Nicobar Islands,NA,NA,Primary,NA,NA,NA,4,0.143190756,0.017729206,0.063638255,0.20325911,0.286747009,0.295114219,0.151241392,state
98,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,NA,4,0.076557755,0.009950852,0.04893963,0.110574104,0.2146357,0.322418749,0.303431809,state
99,1,Andaman and Nicobar Islands,NA,NA,NA,NA,NA,0,4,0.050241135,0.00797172,0.026777627,0.093597449,0.240314215,0.334896773,0.304413944,state
107,2,Andhra Pradesh,NA,15 to 29,NA,NA,NA,NA,4,0.269275665,0.077257037,0.065793775,0.191400766,0.402134329,0.26314044,0.077530682,state
108,2,Andhra Pradesh,NA,NA,NA,1,NA,NA,4,0.153266922,0.027292691,0.04569158,0.153237998,0.318346769,0.298707157,0.184016481,state
111,2,Andhra Pradesh,NA,NA,NA,2,NA,NA,4,0.298146367,0.032263033,0.133092239,0.234796196,0.319731176,0.223831236,0.088549145,state
114,2,Andhra Pradesh,NA,65+,NA,NA,NA,NA,4,0.273822278,0.018886399,0.128910348,0.222514287,0.273502678,0.232461244,0.142611429,state
115,2,Andhra Pradesh,NA,NA,NA,NA,NA,NA,4,0,0,1,0,0,0,0,state
117,2,Andhra Pradesh,NA,30 to 45,NA,NA,NA,NA,4,0.137512058,0.030821614,0.039307855,0.151351139,0.328801751,0.317953199,0.162586033,state
119,2,Andhra Pradesh,NA,46 to 64,NA,NA,NA,NA,4,0.155153841,0.019323735,0.048910182,0.151599094,0.309635311,0.282054186,0.207801238,state
120,2,Andhra Pradesh,NA,NA,Primary,NA,NA,NA,4,0.192565441,0.037240982,0.04099625,0.163686827,0.399106055,0.295283854,0.10092704,state
124,2,Andhra Pradesh,NA,NA,NA,NA,NA,NA,4,0,0,0,0.101369739,0.196867451,0.669895947,0.031866837,state
126,2,Andhra Pradesh,NA,NA,NA,NA,7+,NA,4,0.177228987,0.04165718,0.039555587,0.147310317,0.340584666,0.267452896,0.205096543,state
130,2,Andhra Pradesh,NA,NA,No education / Preschool,NA,NA,NA,4,0.297850072,0.049430575,0.108530797,0.262286514,0.373380542,0.216337115,0.039465014,state
132,2,Andhra Pradesh,NA,NA,Higher,NA,NA,NA,4,0.017491944,0,0.003004708,0.018306591,0.092768356,0.256430686,0.62948966,state
140,2,Andhra Pradesh,NA,NA,NA,NA,4 to 6,NA,4,0.136531308,0.032187525,0.038993672,0.143893957,0.324293196,0.318268806,0.174550369,state
144,2,Andhra Pradesh,NA,NA,Secondary,NA,NA,NA,4,0.045969073,0.002349362,0.020218346,0.084914044,0.273108393,0.384781122,0.236978114,state
157,2,Andhra Pradesh,NA,NA,NA,NA,NA,0,4,0.137427032,0.022859965,0.049073752,0.125894055,0.252626657,0.337200642,0.235204875,state
170,2,Andhra Pradesh,NA,NA,NA,NA,NA,1,4,0.184516922,0.029382225,0.061038621,0.175760731,0.33627668,0.274429172,0.152494773,state
175,2,Andhra Pradesh,NA,NA,NA,NA,1,NA,4,0.486573964,0.029499279,0.254345179,0.323853225,0.215849936,0.149723783,0.056227889,state
179,2,Andhra Pradesh,NA,NA,NA,NA,2 to 3,NA,4,0.181986079,0.017864725,0.064062029,0.179416895,0.3201617,0.264072865,0.17228651,state
206,2,Andhra Pradesh,NA,NA,NA,NA,NA,NA,4,0.174752519,0.028029792,0.058503043,0.165193051,0.318549693,0.287731618,0.170022577,state
215,3,Arunachal Pradesh,NA,30 to 45,NA,NA,NA,NA,4,0.233636513,0.078963526,0.177910849,0.2428855,0.239437193,0.234825939,0.104940519,state
217,3,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,4,0.247057647,0,0.018331438,0.296895504,0.222070754,0.303538978,0.159163326,state
218,3,Arunachal Pradesh,NA,NA,Primary,NA,NA,NA,4,0.347140133,0.110956185,0.241809577,0.333870471,0.263348252,0.134976581,0.025995109,state
219,3,Arunachal Pradesh,NA,46 to 64,NA,NA,NA,NA,4,0.24046956,0.045717705,0.210054576,0.252117664,0.250822365,0.198570952,0.088434428,state
225,3,Arunachal Pradesh,NA,NA,NA,2,NA,NA,4,0.235958293,0.049112111,0.187489524,0.202911317,0.249563441,0.279984325,0.080051407,state
226,3,Arunachal Pradesh,NA,NA,No education / Preschool,NA,NA,NA,4,0.432152867,0.12457256,0.351433516,0.298170179,0.234419703,0.100903817,0.015072767,state
228,3,Arunachal Pradesh,NA,NA,Secondary,NA,NA,NA,4,0.094534509,0.009028209,0.090277031,0.213816389,0.291393369,0.299179643,0.105333582,state
233,3,Arunachal Pradesh,NA,65+,NA,NA,NA,NA,4,0.361162215,0.051505033,0.288578391,0.287357032,0.252019435,0.128027782,0.044017375,state
237,3,Arunachal Pradesh,NA,NA,NA,1,NA,NA,4,0.243177086,0.065454036,0.194783419,0.247336134,0.255827129,0.211893976,0.090159357,state
247,3,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,4,0,0,0,0.429285675,0.570714295,0,0,state
248,3,Arunachal Pradesh,NA,NA,NA,NA,2 to 3,NA,4,0.249129936,0.040791448,0.199650049,0.225413904,0.249368876,0.236619741,0.088947438,state
262,3,Arunachal Pradesh,NA,NA,NA,NA,4 to 6,NA,4,0.221318066,0.075644381,0.190170258,0.261058956,0.259777635,0.2008553,0.088137873,state
263,3,Arunachal Pradesh,NA,NA,NA,NA,7+,NA,4,0.292654812,0.102399446,0.203865096,0.251006931,0.247344851,0.191836193,0.105946906,state
272,3,Arunachal Pradesh,NA,NA,Higher,NA,NA,NA,4,0.015664995,0,0.004248299,0.029230829,0.174803644,0.430536151,0.36118108,state
273,3,Arunachal Pradesh,NA,15 to 29,NA,NA,NA,NA,4,0.218279243,0.06738355,0.1567747,0.190298438,0.321298718,0.27245146,0.059176698,state
285,3,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,4,0.242363572,0.063612387,0.193956137,0.242297426,0.255116701,0.219616845,0.089012899,state
289,3,Arunachal Pradesh,NA,NA,NA,NA,1,NA,4,0.272637069,0.01629707,0.180886209,0.173928529,0.259472311,0.316839069,0.06887386,state
292,3,Arunachal Pradesh,NA,NA,NA,NA,NA,1,4,0.265027225,0.070631191,0.212282136,0.278625906,0.251257002,0.178821474,0.079013497,state
307,3,Arunachal Pradesh,NA,NA,NA,NA,NA,0,4,0.200544015,0.050661102,0.160453409,0.175883442,0.262172788,0.294197023,0.107293338,state
324,4,Assam,NA,NA,NA,NA,7+,NA,4,0.40794763,0.131350324,0.246209025,0.391043067,0.189057738,0.115111575,0.058578603,state
327,4,Assam,NA,NA,NA,1,NA,NA,4,0.346823543,0.113921843,0.241897061,0.381684363,0.186607525,0.125381708,0.06442935,state
330,4,Assam,NA,NA,No education / Preschool,NA,NA,NA,4,0.597429454,0.243563563,0.459457666,0.424648225,0.08780878,0.025135813,0.002949488,state
332,4,Assam,NA,NA,NA,NA,4 to 6,NA,4,0.343963921,0.122419588,0.242662996,0.39274019,0.185958803,0.120075606,0.058562391,state
334,4,Assam,NA,NA,NA,NA,2 to 3,NA,4,0.32880637,0.095552675,0.241188809,0.350867271,0.180513665,0.149075985,0.078354269,state
343,4,Assam,NA,NA,NA,2,NA,NA,4,0.411964387,0.128057465,0.288681537,0.348853111,0.165657043,0.13865611,0.05815221,state
345,4,Assam,NA,46 to 64,NA,NA,NA,NA,4,0.304453492,0.08066453,0.221134111,0.353692502,0.187667087,0.146204755,0.091301546,state
347,4,Assam,NA,NA,NA,NA,1,NA,4,0.527226865,0.089450292,0.402213424,0.253606081,0.149131551,0.135226935,0.059821982,state
354,4,Assam,NA,NA,Primary,NA,NA,NA,4,0.458964884,0.1601841,0.283530802,0.456965625,0.174148321,0.070268877,0.015086351,state
361,4,Assam,NA,NA,NA,NA,NA,1,4,0.344642043,0.107831962,0.243141994,0.379223794,0.183929428,0.127678618,0.066026181,state
371,4,Assam,NA,30 to 45,NA,NA,NA,NA,4,0.383909732,0.14316842,0.270620108,0.393520981,0.185700327,0.11259079,0.037567776,state
373,4,Assam,NA,NA,NA,NA,NA,NA,4,0.251406372,0.139076039,0.379562974,0.227762684,0.263061494,0.073475279,0.056137562,state
381,4,Assam,NA,NA,Secondary,NA,NA,NA,4,0.171682715,0.016161753,0.113601737,0.347559303,0.263896227,0.202398881,0.072543859,state
383,4,Assam,NA,NA,Higher,NA,NA,NA,4,0.046924874,0.001867349,0.012916085,0.091811933,0.152157933,0.309687704,0.43342635,state
388,4,Assam,NA,65+,NA,NA,NA,NA,4,0.29017815,0.058942538,0.187836394,0.349572599,0.19176735,0.165379986,0.105443679,state
397,4,Assam,NA,NA,NA,NA,NA,0,4,0.430585533,0.170366421,0.282918155,0.363693357,0.182664201,0.123798169,0.046926111,state
401,4,Assam,NA,NA,NA,NA,NA,NA,4,0.355641365,0.115835324,0.248239607,0.377233446,0.183767289,0.127181306,0.063578367,state
408,4,Assam,NA,15 to 29,NA,NA,NA,NA,4,0.523571372,0.211608842,0.338185668,0.437550128,0.149072066,0.064499348,0.01069282,state
440,5,Bihar,NA,65+,NA,NA,NA,NA,4,0.453636557,0.114188299,0.478280902,0.212557822,0.150322929,0.113241337,0.045596991,state
443,5,Bihar,NA,NA,NA,NA,NA,1,4,0.515743196,0.208095074,0.517510355,0.22985898,0.132847235,0.085100576,0.034682825,state
446,5,Bihar,NA,NA,NA,NA,NA,NA,4,0.167462602,0.167462602,1,0,0,0,0,state
461,5,Bihar,NA,NA,NA,2,NA,NA,4,0.616459608,0.280153155,0.612946212,0.215290919,0.09970773,0.054425139,0.017630024,state
462,5,Bihar,NA,NA,NA,NA,7+,NA,4,0.549379289,0.22403498,0.490266562,0.247009829,0.141736105,0.090925746,0.030061761,state
470,5,Bihar,NA,30 to 45,NA,NA,NA,NA,4,0.536505163,0.251065522,0.555319488,0.222209647,0.117473684,0.078769013,0.026228193,state
472,5,Bihar,NA,NA,NA,NA,1,NA,4,0.642725348,0.05506641,0.607138991,0.163235188,0.130187362,0.076586001,0.022852458,state
483,5,Bihar,NA,NA,NA,NA,NA,0,4,0.51801753,0.215192035,0.567767739,0.202100798,0.116925977,0.085724831,0.02748064,state
487,5,Bihar,NA,NA,NA,1,NA,NA,4,0.483512282,0.18669942,0.501953959,0.226053298,0.138719976,0.095263228,0.038009562,state
502,5,Bihar,NA,NA,NA,NA,4 to 6,NA,4,0.504867017,0.236207977,0.53824985,0.222744241,0.122133911,0.083649807,0.033222217,state
504,5,Bihar,NA,NA,NA,NA,NA,NA,4,0.304390877,0.121753328,0.49985522,0.219551191,0.136953607,0.143639982,0,state
506,5,Bihar,NA,NA,NA,NA,NA,NA,4,0.516264677,0.209722325,0.529180646,0.223413259,0.129150167,0.085245535,0.033010405,state
509,5,Bihar,NA,46 to 64,NA,NA,NA,NA,4,0.45454663,0.142480895,0.485482723,0.235745624,0.142247632,0.092520215,0.044003814,state
512,5,Bihar,NA,15 to 29,NA,NA,NA,NA,4,0.712970316,0.396644056,0.636939406,0.205935031,0.101602904,0.048703402,0.006819227,state
513,5,Bihar,NA,NA,Higher,NA,NA,NA,4,0.090796493,0.004293839,0.076660044,0.155881315,0.236328647,0.302325785,0.228804216,state
515,5,Bihar,NA,NA,Secondary,NA,NA,NA,4,0.284568608,0.031378753,0.319686145,0.275113553,0.211518675,0.14720507,0.046476562,state
517,5,Bihar,NA,NA,NA,NA,2 to 3,NA,4,0.482019126,0.14405331,0.548857749,0.200876996,0.129641935,0.082696363,0.03792695,state
519,5,Bihar,NA,NA,No education / Preschool,NA,NA,NA,4,0.71263057,0.339349747,0.72266072,0.188048631,0.065095849,0.021033823,0.003160974,state
525,5,Bihar,NA,NA,Primary,NA,NA,NA,4,0.602176368,0.287480772,0.585009873,0.254541934,0.101600252,0.051251445,0.007596506,state
533,6,Chandigarh,NA,NA,NA,NA,NA,1,4,0.033945981,0.003394878,0.006855089,0.020621339,0.033084448,0.095185123,0.844254017,state
546,6,Chandigarh,NA,NA,NA,NA,7+,NA,4,0.072030485,0.028583342,0.011657828,0.024960166,0.044261612,0.099092506,0.820027888,state
551,6,Chandigarh,NA,NA,NA,NA,NA,0,4,0.089765631,0.037888397,0.013663745,0.047530614,0.131144628,0.249179527,0.558481514,state
572,6,Chandigarh,NA,NA,NA,NA,4 to 6,NA,4,0.042727616,0.007612092,0.004822017,0.019329451,0.053921133,0.114457764,0.807469606,state
574,6,Chandigarh,NA,NA,NA,NA,2 to 3,NA,4,0.034490708,0.013032675,0,0.036682546,0.056630876,0.114394926,0.792291641,state
582,6,Chandigarh,NA,65+,NA,NA,NA,NA,4,0,0,0,0,0.007692903,0.0502786,0.942028522,state
583,6,Chandigarh,NA,46 to 64,NA,NA,NA,NA,4,0.021798281,0,0,0.01663951,0.035829667,0.048750442,0.898780406,state
586,6,Chandigarh,NA,NA,NA,NA,1,NA,4,0.081111722,0,0.073542856,0.048857484,0.053450692,0.365714133,0.45843485,state
598,6,Chandigarh,NA,NA,NA,2,NA,NA,4,0.034698062,0.018681832,0,0.012864995,0.041453779,0.088692471,0.856988728,state
604,6,Chandigarh,NA,NA,Higher,NA,NA,NA,4,0,0,0,0,0.009239141,0.0149914,0.97576946,state
609,6,Chandigarh,NA,NA,NA,1,NA,NA,4,0.047656737,0.010018452,0.009348101,0.027971119,0.05512543,0.132340342,0.77521503,state
617,6,Chandigarh,NA,NA,NA,NA,NA,NA,4,0.046219543,0.010979274,0.008276669,0.026239732,0.053558454,0.127337649,0.784587502,state
619,6,Chandigarh,NA,NA,No education / Preschool,NA,NA,NA,4,0.158035427,0.021131214,0.031130811,0.080876909,0.137857825,0.193198383,0.556936085,state
622,6,Chandigarh,NA,NA,Secondary,NA,NA,NA,4,0.016133945,0.003395932,0.002937203,0.015047939,0.05829056,0.173124373,0.750599921,state
623,6,Chandigarh,NA,NA,Primary,NA,NA,NA,4,0.134775743,0.056907326,0.02687015,0.084821448,0.063207664,0.207155287,0.617945433,state
625,6,Chandigarh,NA,30 to 45,NA,NA,NA,NA,4,0.054548807,0.015292303,0.013747352,0.042958144,0.069757551,0.181789592,0.691747367,state
626,6,Chandigarh,NA,15 to 29,NA,NA,NA,NA,4,0.176751271,0.050436195,0.032819577,0.042185608,0.138148844,0.347428828,0.439417124,state
635,7,Chhattisgarh,NA,65+,NA,NA,NA,NA,4,0.445726961,0.051489808,0.407204628,0.223909676,0.128649458,0.095003992,0.145232245,state
639,7,Chhattisgarh,NA,NA,NA,NA,NA,1,4,0.392559022,0.088107698,0.35585773,0.252363801,0.153787002,0.111825764,0.126165688,state
649,7,Chhattisgarh,NA,NA,NA,NA,NA,0,4,0.310361862,0.080073684,0.278974414,0.186616659,0.162442118,0.175864547,0.196102262,state
666,7,Chhattisgarh,NA,NA,NA,NA,NA,NA,4,0.382700235,0.087144092,0.346575111,0.244425729,0.154831991,0.119557589,0.134609595,state
669,7,Chhattisgarh,NA,46 to 64,NA,NA,NA,NA,4,0.362304747,0.061099768,0.327490032,0.236297652,0.156036928,0.121196419,0.158978939,state
675,7,Chhattisgarh,NA,NA,NA,NA,4 to 6,NA,4,0.33926332,0.089028828,0.316427499,0.261271,0.162926108,0.120414138,0.138961241,state
680,7,Chhattisgarh,NA,15 to 29,NA,NA,NA,NA,4,0.532669067,0.182270214,0.4056651,0.270032704,0.158348158,0.112618893,0.05333513,state
682,7,Chhattisgarh,NA,NA,NA,NA,NA,NA,4,0.309582621,0.012371273,0.328897774,0.373191178,0.13891004,0.092750087,0.066250928,state
685,7,Chhattisgarh,NA,NA,Higher,NA,NA,NA,4,0.054010384,0.006676485,0.018047277,0.06734696,0.101818018,0.206597462,0.606190264,state
688,7,Chhattisgarh,NA,30 to 45,NA,NA,NA,NA,4,0.344826341,0.101632871,0.330421746,0.252985656,0.161553338,0.127900019,0.127139255,state
689,7,Chhattisgarh,NA,NA,NA,NA,7+,NA,4,0.382982522,0.090395845,0.240588591,0.25894019,0.193090871,0.152042359,0.155337989,state
696,7,Chhattisgarh,NA,NA,NA,NA,1,NA,4,0.692692101,0.059243742,0.64338553,0.133993044,0.08586888,0.075802647,0.060949877,state
697,7,Chhattisgarh,NA,NA,Primary,NA,NA,NA,4,0.462146521,0.121054649,0.37054947,0.297400922,0.176644892,0.100506701,0.054898024,state
