,poor_215,poor_365,poor_685,perc_poor_215,perc_poor_365,perc_poor_685,welfareagg_cat1,welfareagg_cat2,welfareagg_cat3,welfareagg_cat4,welfareagg_cat5,year,SourceSheet,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,educ_cat1,educ_cat2,educ_cat3,educ_cat4,educ_cat5,educ_cat6,gender_cat1,gender_cat2,hhsize_cat,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_land
1356,0.079142503,0.385403586,0.874424931,7.9142503,38.5403586,86.4875637,0.134438425,0.15865919,0.290035486,0.254553527,0.162313387,2011,state,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1357,0.046813444,0.391836509,0.864875637,4.6813444,39.1836509,81.303841,0.112180024,0.20306696,0.247680992,0.25172779,0.185344249,2011,state,NA,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1358,0,0.245419889,0.81303841,0,24.5419889,78.5064236,0.009370468,0.114315361,0.210177824,0.441491812,0.224644542,2011,state,NA,Pondicherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1359,0.00604618,0.198930873,0.785064236,0.604618,19.8930873,71.2127173,0.031439371,0.101358868,0.186941221,0.329619467,0.350641072,2011,state,NA,Pondicherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1360,0,0.056373658,0.712127173,0,5.6373658,61.1951677,0,0.039915346,0.144450352,0.442687809,0.372946501,2011,state,NA,A & N Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1361,0,0.063813231,0.611951677,0,6.3813231,81.9904444,0.003720808,0.021829836,0.125314638,0.346994787,0.502139926,2011,state,NA,A & N Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1362,0.01629929,0.297975719,0.819904444,1.629929,29.7975719,92.6821471,0.056969024,0.157583758,0.250247478,0.229060382,0.30613935,2011,sectorstate,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1363,0.034943211,0.389916127,0.926821471,3.4943211,38.9916127,83.278029,0.078207828,0.212937608,0.330073535,0.256631166,0.122149877,2011,sectorstate,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1364,0.017878776,0.285175684,0.83278029,1.7878776,28.5175684,88.5919403,0.050925478,0.186051831,0.187353343,0.345271021,0.230398312,2011,sectorstate,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1365,0.028976378,0.34106017,0.885919403,2.8976378,34.106017,79.0133281,0.057020992,0.208015993,0.286146015,0.280348897,0.168468118,2011,sectorstate,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1366,0.025460303,0.248773867,0.790133281,2.5460303,24.8773867,88.2655244,0.099655338,0.118684106,0.160231382,0.364588201,0.256840974,2011,sectorstate,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1367,0.038481729,0.403237636,0.882655244,3.8481729,40.3237636,90.0744307,0.10822203,0.218595773,0.25778833,0.243705168,0.171688691,2011,sectorstate,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1368,0,0.489533544,0.900744307,0,48.9533544,80.9117243,0,0.489533544,0,0.411210775,0.099255696,2011,sectorstate,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1369,0,0.370620641,0.809117243,0,37.0620641,92.2025366,0.072215766,0.293222964,0.074410155,0.362517625,0.197633475,2011,sectorstate,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1370,0.01681954,0.428174882,0.922025366,1.681954,42.8174882,92.3817891,0.035855159,0.32925427,0.23435846,0.261111557,0.139420539,2011,sectorstate,0,Uttaranchal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1371,0.033649616,0.492191573,0.923817891,3.3649616,49.2191573,88.7296956,0.075250268,0.317185372,0.291558772,0.216392919,0.099612676,2011,sectorstate,0,Uttaranchal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1372,0.028718775,0.372340771,0.887296956,2.8718775,37.2340771,88.5811176,0.164037526,0.120662913,0.271350086,0.232328638,0.211620823,2011,sectorstate,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1373,0.062934376,0.420229396,0.885811176,6.2934376,42.0229396,100,0.131157279,0.198706463,0.255382657,0.247588232,0.167165354,2011,sectorstate,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1374,0,0.101213038,1,0,10.1213038,84.1632602,0,0.101213038,0.898786962,0,0,2011,sectorstate,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1375,0.046576501,0.324036354,0.841632602,4.6576501,32.4036354,94.1639319,0.13512601,0.026061181,0.451752692,0.111142129,0.275917977,2011,sectorstate,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1376,0.154243063,0.568066504,0.941639319,15.4243063,56.8066504,96.3281423,0.298970342,0.189811945,0.254680932,0.182417527,0.07411927,2011,sectorstate,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1377,0.110890657,0.63100059,0.963281423,11.0890657,63.100059,97.8127155,0.233742476,0.300700486,0.262358636,0.147204623,0.055993777,2011,sectorstate,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1378,0.340716316,0.779521078,0.978127155,34.0716316,77.9521078,98.049449,0.515393674,0.223028168,0.115821794,0.111963771,0.033792604,2011,sectorstate,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1379,0.283965084,0.809485208,0.98049449,28.3965084,80.9485208,97.7438824,0.465777874,0.283358157,0.141387045,0.079551406,0.029925525,2011,sectorstate,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1380,0.268188609,0.896576988,0.977438824,26.8188609,89.6576988,99.3491636,0.544744253,0.274971724,0.135206893,0.016870338,0.028206816,2011,sectorstate,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1381,0.236166082,0.828044166,0.993491636,23.6166082,82.8044166,97.4131827,0.428058952,0.333865523,0.14769952,0.078649953,0.011726039,2011,sectorstate,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1382,0,0.599476882,0.974131827,0,59.9476882,98.0508493,0.012009467,0.519981384,0.276174426,0.126779318,0.065055422,2011,sectorstate,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1383,0.025601554,0.705561922,0.980508493,2.5601554,70.5561922,89.5139967,0.138598919,0.448097825,0.243748873,0.132492125,0.037062276,2011,sectorstate,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1384,0.248918088,0.676873849,0.895139967,24.8918088,67.6873849,87.5853697,0.374503344,0.281096429,0.095246166,0.132888615,0.116265453,2011,sectorstate,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1385,0.289463594,0.623648094,0.875853697,28.9463594,62.3648094,100,0.406086922,0.182260558,0.140888974,0.119181409,0.151582122,2011,sectorstate,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1386,0,0.748157919,1,0,74.8157919,95.4027892,0.147619978,0.294910997,0.335128814,0.215537414,0.006802811,2011,sectorstate,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1387,0.044984674,0.571157556,0.954027892,4.4984674,57.1157556,99.5883483,0.122564673,0.317199975,0.303049147,0.192991897,0.064194292,2011,sectorstate,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1388,0.38176778,0.895664989,0.995883483,38.176778,89.5664989,98.8385321,0.575033188,0.223529249,0.139288455,0.055493038,0.006656031,2011,sectorstate,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1389,0.352666474,0.827558952,0.988385321,35.2666474,82.7558952,90.0503476,0.551497638,0.225522503,0.125271544,0.073285721,0.024422588,2011,sectorstate,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1390,0,0.462480195,0.900503476,0,46.2480195,95.8411847,0.09635058,0.323802948,0.315238655,0.159265742,0.105342083,2011,sectorstate,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1391,0.086724855,0.597462633,0.958411847,8.6724855,59.7462633,91.4118737,0.184568107,0.319888979,0.243829697,0.18262367,0.069089547,2011,sectorstate,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1392,0.106055349,0.507664017,0.914118737,10.6055349,50.7664017,97.3929766,0.258903652,0.124918021,0.253632486,0.157853991,0.204691842,2011,sectorstate,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1393,0.078920282,0.651728953,0.973929766,7.8920282,65.1728953,99.1561251,0.18962723,0.342362076,0.253791332,0.160171583,0.054047767,2011,sectorstate,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1394,0.082602083,0.621801845,0.991561251,8.2602083,62.1801845,97.9925834,0.19221814,0.382795334,0.251820296,0.149226561,0.023939677,2011,sectorstate,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1395,0.080939469,0.721541341,0.979925834,8.0939469,72.1541341,98.4324266,0.22969918,0.423830986,0.217440695,0.099317744,0.029711414,2011,sectorstate,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1396,0.190452822,0.75963317,0.984324266,19.0452822,75.963317,98.3530053,0.405598342,0.270489484,0.189393207,0.107664965,0.026854005,2011,sectorstate,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1397,0.236089463,0.792178151,0.983530053,23.6089463,79.2178151,97.9549161,0.415690601,0.300286323,0.175510436,0.079363331,0.029149296,2011,sectorstate,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1398,0.171858683,0.763266691,0.979549161,17.1858683,76.3266691,97.1724366,0.356736541,0.345636547,0.165743321,0.09748926,0.034394313,2011,sectorstate,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1399,0.196840463,0.752003523,0.971724366,19.6840463,75.2003523,99.5862628,0.356317639,0.311670303,0.17736046,0.11110162,0.043549988,2011,sectorstate,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1400,0.492245888,0.931751101,0.995862628,49.2245888,93.1751101,98.7538199,0.702877104,0.175786927,0.095724411,0.019959819,0.005651735,2011,sectorstate,0,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1401,0.288718814,0.875888679,0.987538199,28.8718814,87.5888679,98.6352375,0.522838235,0.303087384,0.118763559,0.037448484,0.017862331,2011,sectorstate,0,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1402,0.163680236,0.726404469,0.986352375,16.3680236,72.6404469,98.9589021,0.33456549,0.321312755,0.246934325,0.079968877,0.017218551,2011,sectorstate,0,Orissa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1403,0.289689237,0.832547697,0.989589021,28.9689237,83.2547697,96.464372,0.502957344,0.276347429,0.142361775,0.060036108,0.018297339,2011,sectorstate,0,Orissa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1404,0.260446203,0.808486213,0.96464372,26.0446203,80.8486213,98.5612651,0.454856783,0.329494357,0.112438701,0.065546051,0.03766413,2011,sectorstate,0,Chattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1405,0.259233614,0.834527699,0.985612651,25.9233614,83.4527699,99.0377108,0.419742078,0.352902561,0.153822139,0.054255366,0.019277854,2011,sectorstate,0,Chattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1406,0.271686998,0.706540215,0.990377108,27.1686998,70.6540215,97.80328,0.490715533,0.137329325,0.215728551,0.123652272,0.032574303,2011,sectorstate,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1407,0.32264416,0.814782303,0.9780328,32.264416,81.4782303,99.694694,0.501894355,0.260518044,0.123752646,0.083963379,0.029871566,2011,sectorstate,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1408,0.186783241,0.673778078,0.99694694,18.6783241,67.3778078,98.4085122,0.3371315,0.292806447,0.16970405,0.176960394,0.023397591,2011,sectorstate,0,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1409,0.211621067,0.725813744,0.984085122,21.1621067,72.5813744,100,0.381208986,0.303143531,0.18062745,0.103924267,0.031095758,2011,sectorstate,0,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1410,0,0,1,0,0,79.8100602,0,0,0,1,0,2011,sectorstate,0,Daman & Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1411,0,0.517598662,0.798100602,0,51.7598662,98.7862429,0,0.37173605,0.184891149,0.213585347,0.229787469,2011,sectorstate,0,Daman & Diu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1412,0.987862429,0.987862429,0.987862429,98.7862429,98.7862429,99.5988473,0.987862408,0,0,0,0.012137571,2011,sectorstate,0,D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1413,0.481890166,0.911973847,0.995988473,48.1890166,91.1973847,97.804605,0.62198019,0.188489646,0.145367295,0.028880812,0.015282053,2011,sectorstate,0,D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1414,0.107302072,0.686664621,0.97804605,10.7302072,68.6664621,96.4176949,0.22338067,0.350223392,0.227089703,0.146883145,0.05242309,2011,sectorstate,0,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1415,0.120924952,0.681840237,0.964176949,12.0924952,68.1840237,96.5444681,0.253654182,0.335818082,0.225276873,0.130510226,0.054740649,2011,sectorstate,0,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1416,0.080013438,0.575022816,0.965444681,8.0013438,57.5022816,94.7302779,0.179599956,0.309465319,0.222263381,0.227689371,0.060981955,2011,sectorstate,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1417,0.040520921,0.492785555,0.947302779,4.0520921,49.2785555,94.053577,0.122936904,0.2515558,0.322492838,0.218131542,0.084882915,2011,sectorstate,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1418,0.049843983,0.554238398,0.94053577,4.9843983,55.4238398,94.0137815,0.19298996,0.286064059,0.265393853,0.144595668,0.110956445,2011,sectorstate,0,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1419,0.044694651,0.562725031,0.940137815,4.4694651,56.2725031,86.9962744,0.138447553,0.311651826,0.297987103,0.163732439,0.088181093,2011,sectorstate,0,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1420,0,0.332481047,0.869962744,0,33.2481047,90.3268165,0.036677305,0.295803756,0.049425017,0.479524493,0.13856943,2011,sectorstate,0,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1421,0.057849686,0.322276303,0.903268165,5.7849686,32.2276303,72.1244778,0.061203137,0.254435956,0.134379014,0.379474372,0.170507535,2011,sectorstate,0,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1422,0,0.009186837,0.721244778,0,0.9186837,64.0411979,0,0.009186837,0.110091448,0.410466164,0.470255554,2011,sectorstate,0,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1423,0,0.07336514,0.640411979,0,7.336514,77.3385456,0,0.064955041,0.239864498,0.186847627,0.508332849,2011,sectorstate,0,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1424,0.032159564,0.339360035,0.773385456,3.2159564,33.9360035,81.7561486,0.099395283,0.172528893,0.214293078,0.228776678,0.285006076,2011,sectorstate,0,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1425,0.023308388,0.282596844,0.817561486,2.3308388,28.2596844,91.9491516,0.053686548,0.148855105,0.231340975,0.315597504,0.250519872,2011,sectorstate,0,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1426,0.119761773,0.405768158,0.919491516,11.9761773,40.5768158,90.3337907,0.15255034,0.148593619,0.34358725,0.245708257,0.109560534,2011,sectorstate,0,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1427,0.059816053,0.457515868,0.903337907,5.9816053,45.7515868,95.5272684,0.144102946,0.22836557,0.268703371,0.22628738,0.132540718,2011,sectorstate,0,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1428,0,0.288607956,0.955272684,0,28.8607956,91.3631993,0,0.136648953,0.185493112,0.63313061,0.044727314,2011,sectorstate,0,Pondicherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1429,0.003349031,0.332989927,0.913631993,0.3349031,33.2989927,85.1453648,0.050509308,0.160674125,0.230008975,0.35506165,0.203745931,2011,sectorstate,0,Pondicherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1430,0,0.080094216,0.851453648,0,8.0094216,69.3835679,0,0.056384783,0.208091587,0.502810299,0.232713342,2011,sectorstate,0,A & N Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1431,0,0.083722949,0.693835679,0,8.3722949,64.6705175,0.005868647,0.031778302,0.162707791,0.393779814,0.405865461,2011,sectorstate,0,A & N Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1432,0,0.109705339,0.646705175,0,10.9705339,79.5711468,0.019723235,0.07569816,0.265042782,0.19460161,0.444934219,2011,sectorstate,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1433,0.025743084,0.279908534,0.795711468,2.5743084,27.9908534,46.7658632,0.078291088,0.156808391,0.191840321,0.301018745,0.27204147,2011,sectorstate,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1434,0.005587853,0.196349706,0.467658632,0.5587853,19.6349706,73.6184054,0.025589522,0.102303065,0.100404091,0.178699672,0.593003631,2011,sectorstate,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1435,0.019605939,0.189435024,0.736184054,1.9605939,18.9435024,74.4239134,0.046200175,0.101051219,0.186976418,0.284005344,0.381766856,2011,sectorstate,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1436,0.085588312,0.357381576,0.744239134,8.5588312,35.7381576,82.7002397,0.12279854,0.133451656,0.17156066,0.281522185,0.290666968,2011,sectorstate,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1437,0.070327117,0.371334438,0.827002397,7.0327117,37.1334438,93.8506311,0.11528179,0.187158883,0.224948764,0.220942959,0.251667619,2011,sectorstate,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1438,0,0.313448349,0.938506311,0,31.3448349,79.7421721,0.17311044,0.053873792,0.306293309,0.135682151,0.331040323,2011,sectorstate,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1439,0.09880756,0.391084928,0.797421721,9.880756,39.1084928,78.331222,0.162776858,0.191993028,0.158896506,0.187404782,0.298928827,2011,sectorstate,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1440,0.025890338,0.292375473,0.78331222,2.5890338,29.2375473,86.7752714,0.140067339,0.110537119,0.254843563,0.259926915,0.234625071,2011,sectorstate,1,Uttaranchal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1441,0.084216862,0.460367891,0.867752714,8.4216862,46.0367891,75.8785642,0.153094649,0.224328727,0.201462194,0.241597518,0.179516926,2011,sectorstate,1,Uttaranchal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1442,0.062978466,0.373236947,0.758785642,6.2978466,37.3236947,73.854706,0.123334952,0.219211176,0.10907013,0.248312607,0.30007112,2011,sectorstate,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1443,0.064349895,0.279365566,0.73854706,6.4349895,27.9365566,67.9000321,0.097821422,0.129245847,0.192429692,0.250098705,0.330404341,2011,sectorstate,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1444,0.059045894,0.359708351,0.679000321,5.9045894,35.9708351,77.2173129,0.076393299,0.154925376,0.187813431,0.152582422,0.42828545,2011,sectorstate,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1445,0.04207848,0.330507702,0.772173129,4.207848,33.0507702,86.7291444,0.118963428,0.14853625,0.232126608,0.219295517,0.28107819,2011,sectorstate,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1446,0.053985976,0.45328631,0.867291444,5.3985976,45.328631,85.0360843,0.190994248,0.233557463,0.205812722,0.187130973,0.182504594,2011,sectorstate,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1447,0.08080067,0.434780737,0.850360843,8.080067,43.4780737,85.7984638,0.150120586,0.205010056,0.225274116,0.237502679,0.182092577,2011,sectorstate,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1448,0.201103208,0.527969193,0.857984638,20.1103208,52.7969193,88.607035,0.342666477,0.115973003,0.143601134,0.219159588,0.178599775,2011,sectorstate,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1449,0.225251336,0.63068133,0.88607035,22.5251336,63.068133,97.4161067,0.356617957,0.214578405,0.151414096,0.139709741,0.137679815,2011,sectorstate,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1450,0.301251693,0.728737768,0.974161067,30.1251693,72.8737768,95.6369192,0.413869649,0.286042452,0.10669028,0.087775208,0.105622403,2011,sectorstate,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1451,0.242889544,0.688360613,0.956369192,24.2889544,68.8360613,97.6840301,0.40413937,0.247674569,0.141741514,0.137618974,0.06882558,2011,sectorstate,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1452,0.060542011,0.34692604,0.976840301,6.0542011,34.692604,92.8766589,0.06054201,0.286384016,0.03232412,0.298247486,0.322502375,2011,sectorstate,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1453,0.045728635,0.408431425,0.928766589,4.5728635,40.8431425,73.93009,0.097043686,0.204561636,0.282623112,0.255912155,0.159859404,2011,sectorstate,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1454,0.194401989,0.427119075,0.7393009,19.4401989,42.7119075,78.6917966,0.203729331,0.204718992,0.149599567,0.162534013,0.279418111,2011,sectorstate,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1455,0.176413455,0.427579776,0.786917966,17.6413455,42.7579776,80.0797672,0.235820025,0.151868641,0.161022067,0.178773314,0.272515953,2011,sectorstate,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1456,0,0.322086882,0.800797672,0,32.2086882,94.2748558,0,0.178505987,0.143580899,0.4787108,0.199202329,2011,sectorstate,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
