Poor,Urban,State,Education,Attendence,Child Mortality,Nutrition,Electricity,Toilet,Water,House,Fuel,Asset,year
0,0,Meghalaya,0.06,0.01,0.01,0.17,0.03,0.3,0.33,0.45,0.84,0.19,4
0,0,Mizoram,0.07,0.01,0.01,0.15,0.03,0.17,0.09,0.29,0.58,0.17,4
0,0,Nagaland,0.05,0.01,0.01,0.09,0.02,0.15,0.18,0.75,0.8,0.31,4
0,0,Odisha,0.04,0,0.01,0.13,0.08,0.65,0.17,0.45,0.82,0.11,4
0,0,Pondicherry,0.04,0.01,0.01,0.16,0.01,0.5,0.02,0.29,0.23,0.03,4
0,0,Punjab,0.06,0.01,0.01,0.17,0,0.17,0.02,0.23,0.47,0.01,4
0,0,Rajasthan,0.07,0.01,0.01,0.22,0.03,0.48,0.22,0.28,0.76,0.13,4
0,0,Sikkim,0.08,0.01,0.01,0.1,0,0.05,0.03,0.31,0.55,0.09,4
0,0,Tamil Nadu,0.08,0.01,0.01,0.2,0.01,0.61,0.08,0.21,0.31,0.03,4
0,0,Telangana,0.13,0,0,0.21,0.01,0.49,0.33,0.28,0.37,0.12,4
0,0,Tripura,0.03,0.01,0,0.15,0.04,0.3,0.12,0.82,0.72,0.13,4
0,0,Uttar Pradesh,0.03,0.01,0.01,0.16,0.23,0.63,0.03,0.68,0.72,0.09,4
0,0,Uttarakhand,0.06,0.01,0.01,0.18,0.01,0.3,0.11,0.39,0.61,0.14,4
0,0,West Bengal,0.05,0.01,0,0.17,0.04,0.39,0.09,0.56,0.83,0.09,4
0,1,Andaman and Nicobar Islands,0.03,0.01,0.01,0.15,0,0.12,0,0.11,0.02,0.02,4
0,1,Andhra Pradesh,0.1,0.01,0.01,0.12,0,0.2,0.32,0.05,0.07,0.05,4
0,1,Arunachal Pradesh,0.06,0.03,0.01,0.1,0,0.25,0.04,0.41,0.09,0.07,4
0,1,Assam,0.03,0.01,0.01,0.15,0.02,0.34,0.1,0.3,0.15,0.07,4
0,1,Bihar,0.04,0.02,0.01,0.23,0.05,0.35,0.02,0.18,0.22,0.08,4
0,1,Chandigarh,0.05,0,0.01,0.14,0,0.15,0.01,0.04,0.02,0.02,4
0,1,Chhattisgarh,0.04,0.01,0.01,0.21,0,0.3,0.06,0.15,0.2,0.05,4
0,1,Dadra & Nagar Haveli,0.02,0.01,0,0.21,0.01,0.4,0.23,0.19,0.03,0.11,4
0,1,Daman & Diu,0.07,0.01,0,0.11,0,0.41,0.11,0.06,0.02,0.19,4
0,1,Delhi,0.05,0.01,0.01,0.16,0,0.26,0.22,0.1,0.01,0.06,4
0,1,Goa,0.04,0,0,0.14,0,0.21,0.02,0.08,0.05,0.02,4
0,1,Gujarat,0.05,0.02,0,0.22,0.01,0.12,0.08,0.04,0.08,0.06,4
0,1,Himachal Pradesh,0.04,0,0,0.14,0.01,0.2,0.06,0.06,0.07,0.05,4
0,1,Haryana,0.05,0.01,0.01,0.19,0,0.15,0.12,0.08,0.12,0.03,4
0,1,Jammu and Kashmir,0.05,0.01,0.01,0.12,0,0.31,0.02,0.09,0.06,0.04,4
0,1,Jharkhand,0.03,0.01,0.01,0.21,0.01,0.32,0.15,0.1,0.35,0.06,4
0,1,Karnataka,0.03,0.01,0,0.2,0,0.19,0.11,0.15,0.1,0.03,4
0,1,Kerala,0.03,0,0,0.11,0,0.01,0.04,0.08,0.34,0.03,4
0,1,Lakshadweep,0.02,0,0.01,0.22,0,0,0.09,0.02,0.5,0.02,4
0,1,Madhya Pradesh,0.04,0.01,0.01,0.24,0.01,0.26,0.07,0.21,0.15,0.04,4
0,1,Maharashtra,0.04,0.01,0,0.2,0.04,0.38,0.03,0.06,0.05,0.07,4
0,1,Manipur,0.01,0,0,0.08,0.03,0.48,0.52,0.66,0.3,0.06,4
0,1,Meghalaya,0.02,0,0.01,0.18,0,0.3,0.14,0.22,0.18,0.08,4
0,1,Mizoram,0.03,0.01,0.01,0.14,0,0.09,0.06,0.12,0.05,0.05,4
0,1,Nagaland,0.02,0.01,0.01,0.11,0,0.28,0.18,0.44,0.26,0.1,4
0,1,Odisha,0.04,0.01,0,0.14,0.02,0.32,0.08,0.15,0.26,0.04,4
0,1,Pondicherry,0.04,0.01,0,0.17,0,0.25,0.07,0.1,0.06,0.01,4
0,1,Punjab,0.05,0.01,0.01,0.14,0,0.13,0.01,0.06,0.07,0.02,4
0,1,Rajasthan,0.06,0.01,0.01,0.22,0,0.22,0.09,0.07,0.13,0.05,4
0,1,Sikkim,0.06,0.01,0,0.09,0.01,0.23,0.01,0.09,0.02,0.06,4
0,1,Tamil Nadu,0.06,0,0,0.16,0.01,0.28,0.15,0.13,0.08,0.02,4
0,1,Telangana,0.08,0.01,0,0.18,0,0.32,0.21,0.07,0.04,0.05,4
0,1,Tripura,0.03,0.01,0,0.15,0,0.32,0.03,0.39,0.22,0.06,4
0,1,Uttar Pradesh,0.06,0.02,0.01,0.2,0.02,0.25,0.08,0.2,0.12,0.06,4
0,1,Uttarakhand,0.05,0.01,0.01,0.19,0,0.24,0.01,0.08,0.08,0.05,4
0,1,West Bengal,0.06,0.01,0,0.14,0.01,0.33,0.1,0.16,0.25,0.05,4
1,0,Andaman and Nicobar Islands,0.5,0.02,0.05,0.53,0.3,0.83,0.31,0.91,0.82,0.5,4
1,0,Andhra Pradesh,0.73,0.06,0.05,0.47,0.06,0.91,0.37,0.53,0.86,0.55,4
1,0,Arunachal Pradesh,0.69,0.17,0.05,0.41,0.32,0.7,0.26,0.97,0.94,0.64,4
1,0,Assam,0.49,0.13,0.06,0.68,0.45,0.78,0.26,0.98,0.98,0.46,4
1,0,Bihar,0.58,0.18,0.07,0.7,0.58,0.94,0.03,0.94,0.98,0.41,4
1,0,Chandigarh,0.67,0.17,0,0.83,0,1,0,0.5,0.83,0.17,4
1,0,Chhattisgarh,0.46,0.09,0.06,0.64,0.1,0.94,0.29,0.95,0.99,0.41,4
1,0,Dadra & Nagar Haveli,0.29,0.15,0.05,0.82,0.07,0.97,0.35,0.97,0.91,0.48,4
1,0,Daman & Diu,0.87,0.29,0.03,0.42,0,0.88,0.02,0.19,0.56,0.69,4
1,0,Delhi,0.2,0,0,0.8,0,1,0.26,0,0.8,0.94,4
1,0,Goa,0.39,0.03,0.02,0.76,0,0.79,0.15,0.87,0.91,0.42,4
1,0,Gujarat,0.44,0.16,0.05,0.68,0.16,0.9,0.26,0.72,0.97,0.53,4
1,0,Himachal Pradesh,0.42,0.03,0.08,0.64,0.03,0.78,0.18,0.78,0.94,0.46,4
1,0,Haryana,0.48,0.19,0.11,0.71,0.1,0.64,0.3,0.77,0.94,0.32,4
1,0,Jammu and Kashmir,0.38,0.14,0.07,0.68,0.13,0.89,0.4,0.8,0.92,0.53,4
1,0,Jharkhand,0.48,0.13,0.06,0.69,0.35,0.96,0.39,0.92,0.99,0.43,4
1,0,Karnataka,0.53,0.1,0.04,0.58,0.08,0.89,0.24,0.8,0.94,0.46,4
1,0,Kerala,0.51,0.08,0.02,0.5,0.3,0.38,0.32,0.7,0.94,0.7,4
1,0,Lakshadweep,0,0.5,0.5,1,0,0,0.5,0,1,0,4
1,0,Madhya Pradesh,0.46,0.14,0.07,0.66,0.2,0.95,0.48,0.94,0.99,0.44,4
1,0,Maharashtra,0.42,0.11,0.03,0.63,0.24,0.87,0.38,0.79,0.94,0.57,4
1,0,Manipur,0.34,0.08,0.06,0.64,0.21,0.64,0.78,0.98,0.92,0.44,4
1,0,Meghalaya,0.6,0.14,0.07,0.61,0.23,0.61,0.48,0.77,0.99,0.65,4
1,0,Mizoram,0.66,0.19,0.08,0.48,0.33,0.64,0.31,0.84,0.92,0.78,4
1,0,Nagaland,0.64,0.1,0.06,0.47,0.1,0.35,0.27,0.97,0.99,0.81,4
1,0,Odisha,0.52,0.09,0.05,0.65,0.28,0.94,0.3,0.87,0.99,0.46,4
1,0,Pondicherry,0.49,0.03,0.03,0.49,0.03,1,0.02,0.88,0.89,0.42,4
1,0,Punjab,0.65,0.16,0.08,0.61,0.03,0.69,0.08,0.8,0.88,0.17,4
1,0,Rajasthan,0.55,0.17,0.06,0.63,0.24,0.9,0.46,0.71,0.98,0.53,4
1,0,Sikkim,0.72,0.04,0.08,0.51,0.01,0.22,0.11,0.78,0.94,0.71,4
1,0,Tamil Nadu,0.6,0.04,0.04,0.49,0.09,0.97,0.2,0.66,0.87,0.41,4
1,0,Telangana,0.7,0.04,0.04,0.5,0.08,0.9,0.34,0.67,0.84,0.57,4
1,0,Tripura,0.56,0.07,0.04,0.57,0.27,0.7,0.42,0.98,0.94,0.64,4
1,0,Uttar Pradesh,0.48,0.19,0.09,0.67,0.54,0.92,0.06,0.95,0.96,0.3,4
1,0,Uttarakhand,0.48,0.1,0.07,0.63,0.12,0.76,0.23,0.85,0.96,0.53,4
1,0,West Bengal,0.59,0.08,0.04,0.61,0.17,0.85,0.16,0.92,0.99,0.44,4
1,1,Andaman and Nicobar Islands,0.89,0,0,1,0.23,0.54,0,0.34,0.11,0.11,4
1,1,Andhra Pradesh,0.77,0.14,0.08,0.62,0.06,0.73,0.26,0.33,0.53,0.43,4
1,1,Arunachal Pradesh,0.65,0.29,0.03,0.52,0.09,0.64,0.21,0.84,0.6,0.54,4
1,1,Assam,0.49,0.08,0.07,0.7,0.27,0.8,0.27,0.91,0.72,0.47,4
1,1,Bihar,0.59,0.26,0.08,0.68,0.37,0.83,0.04,0.76,0.85,0.5,4
1,1,Chandigarh,0.64,0.29,0.14,0.73,0.13,0.83,0.16,0.49,0.53,0.37,4
1,1,Chhattisgarh,0.54,0.13,0.11,0.66,0.04,0.8,0.2,0.72,0.81,0.33,4
1,1,Dadra & Nagar Haveli,0.49,0.39,0.07,0.65,0,0.92,0.53,0.52,0.35,0.22,4
1,1,Daman & Diu,0.57,0.44,0.11,0.69,0,0.74,0.25,0.23,0.16,0.56,4
1,1,Delhi,0.7,0.21,0.24,0.68,0.03,0.76,0.32,0.33,0.13,0.43,4
1,1,Goa,0.69,0.1,0.14,0.73,0,0.7,0.03,0.35,0.52,0.35,4
1,1,Gujarat,0.58,0.31,0.11,0.72,0.14,0.65,0.17,0.3,0.65,0.41,4
1,1,Himachal Pradesh,0.52,0.17,0.24,0.73,0.08,0.79,0.51,0.54,0.28,0.47,4
1,1,Haryana,0.67,0.24,0.14,0.75,0.03,0.62,0.21,0.46,0.51,0.22,4
1,1,Jammu and Kashmir,0.6,0.16,0.13,0.68,0.05,0.79,0.16,0.53,0.49,0.38,4
1,1,Jharkhand,0.47,0.13,0.06,0.71,0.13,0.87,0.43,0.59,0.92,0.38,4
1,1,Karnataka,0.53,0.17,0.07,0.64,0.1,0.79,0.19,0.64,0.7,0.4,4
1,1,Kerala,0.56,0.17,0.02,0.53,0.16,0.14,0.38,0.51,0.86,0.52,4
1,1,Lakshadweep,0,0.33,0.33,1,0,0.16,0.33,0.33,0.49,0.16,4
1,1,Madhya Pradesh,0.55,0.19,0.11,0.68,0.11,0.8,0.3,0.7,0.75,0.34,4
1,1,Maharashtra,0.54,0.19,0.12,0.74,0.19,0.84,0.16,0.43,0.43,0.44,4
1,1,Manipur,0.27,0.06,0.06,0.71,0.15,0.8,0.74,0.94,0.78,0.27,4
1,1,Meghalaya,0.47,0.13,0.06,0.67,0.09,0.6,0.34,0.7,0.82,0.42,4
1,1,Mizoram,0.65,0.17,0.15,0.59,0.1,0.46,0.15,0.57,0.49,0.48,4
1,1,Nagaland,0.46,0.13,0.05,0.64,0.03,0.62,0.46,0.95,0.77,0.45,4
1,1,Odisha,0.55,0.16,0.05,0.62,0.3,0.91,0.29,0.75,0.9,0.44,4
1,1,Pondicherry,0.69,0.01,0.11,0.56,0.09,0.85,0.22,0.62,0.59,0.46,4
1,1,Punjab,0.77,0.34,0.13,0.64,0.09,0.56,0.06,0.45,0.56,0.25,4
1,1,Rajasthan,0.64,0.27,0.1,0.69,0.1,0.72,0.31,0.37,0.66,0.36,4
1,1,Sikkim,0.87,0.09,0.04,0.65,0.12,0.61,0,0.48,0.24,0.28,4
1,1,Tamil Nadu,0.59,0.07,0.1,0.55,0.09,0.87,0.25,0.6,0.63,0.37,4
1,1,Telangana,0.76,0.11,0.09,0.53,0.09,0.87,0.32,0.41,0.56,0.46,4
1,1,Tripura,0.53,0.01,0.02,0.69,0.07,0.69,0.12,0.93,0.8,0.52,4
1,1,Uttar Pradesh,0.65,0.36,0.12,0.64,0.22,0.67,0.1,0.66,0.64,0.34,4
1,1,Uttarakhand,0.76,0.3,0.17,0.71,0.05,0.63,0.05,0.39,0.65,0.32,4
1,1,West Bengal,0.61,0.14,0.03,0.64,0.15,0.8,0.25,0.78,0.88,0.44,4
0,99,Andaman and Nicobar Islands,0.04,0.01,0.01,0.15,0.01,0.21,0.04,0.29,0.18,0.06,4
0,99,Andhra Pradesh,0.14,0.01,0.01,0.15,0,0.38,0.32,0.12,0.28,0.08,4
0,99,Arunachal Pradesh,0.07,0.02,0.01,0.09,0.05,0.28,0.09,0.67,0.43,0.14,4
0,99,Assam,0.02,0.01,0.01,0.16,0.1,0.38,0.13,0.63,0.62,0.1,4
0,99,Bihar,0.03,0.01,0.01,0.18,0.24,0.55,0.01,0.53,0.65,0.14,4
0,99,Chandigarh,0.05,0,0.01,0.15,0,0.16,0.01,0.04,0.02,0.02,4
0,99,Chhattisgarh,0.03,0.01,0.01,0.19,0.01,0.52,0.12,0.47,0.64,0.08,4
0,99,Dadra & Nagar Haveli,0.02,0.01,0,0.19,0.01,0.52,0.23,0.31,0.18,0.15,4
0,99,Daman & Diu,0.09,0.01,0,0.13,0,0.38,0.11,0.06,0.06,0.18,4
0,99,Delhi,0.05,0.01,0.01,0.16,0,0.26,0.22,0.09,0.01,0.06,4
0,99,Goa,0.04,0,0,0.17,0,0.19,0.03,0.13,0.11,0.03,4
0,99,Gujarat,0.06,0.01,0.01,0.25,0.01,0.23,0.09,0.12,0.33,0.08,4
0,99,Himachal Pradesh,0.04,0,0.01,0.18,0,0.25,0.06,0.24,0.6,0.06,4
0,99,Haryana,0.04,0.01,0.01,0.22,0,0.16,0.1,0.19,0.44,0.03,4
0,99,Jammu and Kashmir,0.04,0.01,0.01,0.14,0.01,0.41,0.1,0.21,0.34,0.11,4
0,99,Jharkhand,0.02,0.01,0,0.17,0.09,0.6,0.23,0.4,0.66,0.12,4
0,99,Karnataka,0.05,0.01,0,0.2,0.01,0.33,0.13,0.29,0.34,0.06,4
0,99,Kerala,0.03,0,0,0.11,0.01,0.02,0.06,0.1,0.42,0.03,4
0,99,Lakshadweep,0.02,0.01,0.01,0.23,0,0.01,0.08,0.02,0.54,0.02,4
0,99,Madhya Pradesh,0.03,0.01,0.01,0.19,0.04,0.47,0.18,0.45,0.52,0.1,4
0,99,Maharashtra,0.04,0.01,0,0.21,0.04,0.41,0.09,0.18,0.27,0.1,4
0,99,Manipur,0.01,0,0,0.08,0.05,0.45,0.56,0.77,0.5,0.1,4
0,99,Meghalaya,0.05,0.01,0.01,0.17,0.02,0.3,0.28,0.38,0.64,0.16,4
0,99,Mizoram,0.05,0.01,0.01,0.14,0.01,0.12,0.07,0.19,0.25,0.1,4
0,99,Nagaland,0.04,0.01,0.01,0.1,0.01,0.2,0.18,0.62,0.58,0.22,4
0,99,Odisha,0.04,0,0,0.14,0.06,0.58,0.15,0.38,0.7,0.09,4
0,99,Pondicherry,0.04,0.01,0,0.17,0,0.32,0.05,0.15,0.11,0.01,4
0,99,Punjab,0.06,0.01,0.01,0.16,0,0.15,0.02,0.16,0.31,0.02,4
0,99,Rajasthan,0.06,0.01,0.01,0.22,0.02,0.4,0.18,0.21,0.55,0.11,4
0,99,Sikkim,0.07,0.01,0.01,0.09,0,0.11,0.02,0.24,0.37,0.08,4
0,99,Tamil Nadu,0.07,0,0.01,0.18,0.01,0.43,0.12,0.17,0.19,0.03,4
0,99,Telangana,0.11,0.01,0,0.2,0,0.41,0.27,0.17,0.21,0.09,4
0,99,Tripura,0.03,0.01,0,0.15,0.03,0.3,0.09,0.67,0.55,0.11,4
0,99,Uttar Pradesh,0.04,0.02,0.01,0.17,0.15,0.49,0.05,0.51,0.5,0.07,4
0,99,Uttarakhand,0.05,0.01,0.01,0.19,0.01,0.28,0.07,0.27,0.4,0.1,4
0,99,West Bengal,0.05,0.01,0,0.16,0.03,0.37,0.09,0.41,0.61,0.08,4
1,99,Andaman and Nicobar Islands,0.52,0.02,0.05,0.55,0.29,0.81,0.29,0.88,0.78,0.48,4
1,99,Andhra Pradesh,0.73,0.07,0.05,0.49,0.06,0.89,0.36,0.51,0.83,0.54,4
1,99,Arunachal Pradesh,0.69,0.18,0.05,0.41,0.31,0.7,0.26,0.96,0.92,0.63,4
1,99,Assam,0.49,0.13,0.06,0.68,0.44,0.78,0.26,0.97,0.97,0.46,4
1,99,Bihar,0.58,0.18,0.07,0.69,0.57,0.94,0.03,0.93,0.98,0.42,4
1,99,Chandigarh,0.64,0.26,0.11,0.75,0.1,0.86,0.12,0.49,0.6,0.32,4
1,99,Chhattisgarh,0.47,0.1,0.07,0.64,0.09,0.93,0.29,0.93,0.98,0.4,4
1,99,Dadra & Nagar Haveli,0.31,0.17,0.05,0.81,0.06,0.96,0.36,0.94,0.87,0.46,4
1,99,Daman & Diu,0.64,0.41,0.09,0.63,0,0.77,0.2,0.23,0.25,0.59,4
1,99,Delhi,0.7,0.21,0.24,0.68,0.03,0.76,0.32,0.32,0.14,0.43,4
1,99,Goa,0.53,0.06,0.07,0.75,0,0.75,0.09,0.63,0.73,0.39,4
1,99,Gujarat,0.46,0.18,0.06,0.69,0.16,0.87,0.24,0.66,0.93,0.51,4
1,99,Himachal Pradesh,0.43,0.04,0.08,0.64,0.03,0.78,0.19,0.77,0.93,0.46,4
1,99,Haryana,0.53,0.2,0.12,0.72,0.08,0.64,0.28,0.69,0.82,0.29,4
1,99,Jammu and Kashmir,0.41,0.14,0.08,0.68,0.12,0.88,0.37,0.77,0.88,0.52,4
1,99,Jharkhand,0.48,0.13,0.06,0.69,0.33,0.95,0.4,0.89,0.98,0.43,4
1,99,Karnataka,0.53,0.11,0.05,0.59,0.08,0.88,0.23,0.78,0.91,0.45,4
1,99,Kerala,0.53,0.1,0.02,0.51,0.26,0.31,0.34,0.65,0.92,0.65,4
1,99,Lakshadweep,0,0.38,0.38,1,0,0.12,0.38,0.24,0.64,0.12,4
1,99,Madhya Pradesh,0.47,0.14,0.07,0.66,0.19,0.94,0.46,0.91,0.96,0.43,4
1,99,Maharashtra,0.44,0.12,0.04,0.65,0.24,0.87,0.35,0.74,0.87,0.55,4
1,99,Manipur,0.32,0.07,0.06,0.66,0.19,0.68,0.77,0.97,0.88,0.4,4
1,99,Meghalaya,0.59,0.14,0.07,0.62,0.22,0.61,0.47,0.77,0.98,0.64,4
1,99,Mizoram,0.66,0.19,0.09,0.49,0.31,0.62,0.3,0.81,0.88,0.75,4
1,99,Nagaland,0.61,0.11,0.06,0.49,0.09,0.39,0.3,0.97,0.96,0.76,4
1,99,Odisha,0.52,0.1,0.05,0.65,0.29,0.94,0.3,0.86,0.98,0.46,4
1,99,Pondicherry,0.57,0.02,0.06,0.52,0.05,0.94,0.1,0.78,0.77,0.44,4
1,99,Punjab,0.68,0.21,0.09,0.62,0.05,0.65,0.08,0.71,0.8,0.19,4
1,99,Rajasthan,0.55,0.18,0.07,0.63,0.23,0.88,0.45,0.68,0.95,0.51,4
1,99,Sikkim,0.75,0.05,0.07,0.53,0.03,0.29,0.09,0.72,0.81,0.63,4
1,99,Tamil Nadu,0.6,0.04,0.06,0.5,0.09,0.95,0.21,0.65,0.82,0.4,4
1,99,Telangana,0.71,0.05,0.05,0.51,0.08,0.9,0.34,0.63,0.8,0.56,4
1,99,Tripura,0.56,0.06,0.04,0.58,0.24,0.7,0.38,0.97,0.92,0.62,4
1,99,Uttar Pradesh,0.49,0.21,0.09,0.67,0.51,0.89,0.06,0.92,0.93,0.3,4
1,99,Uttarakhand,0.53,0.13,0.08,0.64,0.11,0.74,0.21,0.78,0.91,0.5,4
1,99,West Bengal,0.59,0.09,0.04,0.62,0.16,0.84,0.17,0.9,0.97,0.44,4
