staten,state,unemp_cws,lf_cws,emp_cws,neet,unpaid_emp,salaried,casual,self_emp,agri_cws,ind_cws,services_cws,lfpr_female,unemp_female,type,urban,level,area,year,dem,yr
20,Jharkhand,0.032482281,0.513189435,0.496519864,0.099004634,0.106049351,0.145431399,0.204499915,0.6500687,0.396903455,0.326958388,0.276138127,0.28764239,0.009789384,State+AllSectors+All,99,state,All,2022,All,2022
21,Odisha,0.063524224,0.547909737,0.5131042,0.122414425,0.104973488,0.143686771,0.215198681,0.641114533,0.447602838,0.262185425,0.290211737,0.333720207,0.043385588,State+AllSectors+All,99,state,All,2022,All,2022
21,Odisha,0.060555987,0.557443202,0.523686707,0.12191245,0.117481187,0.100134037,0.225813448,0.674052536,0.506834388,0.258266181,0.234899402,0.348392457,0.038195144,State+Urban+All,0,state,urban/rural,2022,All,2022
21,Odisha,0.081409536,0.516592681,0.474537104,0.122618794,0.035002179,0.440998375,0.155624732,0.403376877,0.04492544,0.313077599,0.64199698,0.287000716,0.106618136,State+Urban+All,1,state,urban/rural,2023,All,2023
21,Odisha,0.082824327,0.4930785,0.452239603,0.125538453,0.033036165,0.433944315,0.144456521,0.42159915,0.053115748,0.288287818,0.658596396,0.244100556,0.088634767,State+Urban+All,1,state,urban/rural,2022,All,2022
21,Odisha,0.046740457,0.597264528,0.569348097,0.127267376,0.132554919,0.105746664,0.239075124,0.655178189,0.510740399,0.270265073,0.218994528,0.403315216,0.035496645,State+Urban+All,0,state,urban/rural,2023,All,2023
21,Odisha,0.051488627,0.584758103,0.554649711,0.126599893,0.117431454,0.150275648,0.22799103,0.621733308,0.448956311,0.275943577,0.275100112,0.386101067,0.043320745,State+AllSectors+All,99,state,All,2023,All,2023
22,Chhattisgarh,0.059491642,0.667404294,0.627699316,0.094180182,0.180129394,0.108436733,0.244767115,0.646796167,0.629656851,0.239966959,0.13037622,0.50069648,0.045840599,State+Urban+All,0,state,urban/rural,2022,All,2022
22,Chhattisgarh,0.066988721,0.642117739,0.599103093,0.09588962,0.15484947,0.165851742,0.226505414,0.607642829,0.540774345,0.245432019,0.21379365,0.463815093,0.057968739,State+AllSectors+All,99,state,All,2022,All,2022
22,Chhattisgarh,0.102767177,0.546211123,0.490078568,0.126480997,0.044758435,0.513505459,0.09802822,0.388466299,0.091047853,0.297659516,0.611292601,0.305607051,0.133994922,State+Urban+All,1,state,urban/rural,2023,All,2023
22,Chhattisgarh,0.103949323,0.541055322,0.484812975,0.104360096,0.053813696,0.463071465,0.131970257,0.404958278,0.080842786,0.273711532,0.645445704,0.322459519,0.130145788,State+Urban+All,1,state,urban/rural,2022,All,2022
22,Chhattisgarh,0.060585056,0.638577998,0.599889696,0.116269395,0.17993027,0.177298874,0.187659413,0.635041714,0.569044828,0.214168832,0.21678634,0.465057969,0.052008972,State+AllSectors+All,99,state,All,2023,All,2023
22,Chhattisgarh,0.051658496,0.662278175,0.628065884,0.114173912,0.214613661,0.110161684,0.205557898,0.684280396,0.664746881,0.197452769,0.137800381,0.504893899,0.039611001,State+Urban+All,0,state,urban/rural,2023,All,2023
23,Madhya Pradesh,0.051050827,0.508999884,0.48301506,0.094868146,0.056494258,0.407596976,0.110901318,0.481501698,0.112016045,0.309146941,0.578837037,0.246896639,0.044524159,State+Urban+All,1,state,urban/rural,2023,All,2023
23,Madhya Pradesh,0.048306312,0.572773397,0.545104861,0.128679767,0.134607017,0.169156104,0.185921073,0.644922793,0.559762239,0.193534419,0.246703327,0.320568442,0.045320749,State+AllSectors+All,99,state,All,2022,All,2022
23,Madhya Pradesh,0.021567548,0.648639143,0.634649575,0.109054446,0.199779019,0.076861277,0.188994989,0.734143734,0.704524517,0.171776101,0.123699367,0.443824202,0.02479808,State+Urban+All,0,state,urban/rural,2023,All,2023
23,Madhya Pradesh,0.039727699,0.60530901,0.581261456,0.129928559,0.167663142,0.098599538,0.202933297,0.698467195,0.681713104,0.167975217,0.150311664,0.368626803,0.03928224,State+Urban+All,0,state,urban/rural,2022,All,2022
23,Madhya Pradesh,0.079232097,0.479802459,0.441786706,0.124677651,0.040148541,0.434590042,0.121921092,0.443488866,0.101269215,0.289628148,0.609102607,0.185175076,0.079186641,State+Urban+All,1,state,urban/rural,2022,All,2022
23,Madhya Pradesh,0.028042844,0.61177808,0.594622076,0.105677791,0.16195567,0.147693664,0.17226997,0.680036366,0.577474654,0.201232135,0.221293196,0.390901774,0.02814636,State+AllSectors+All,99,state,All,2023,All,2023
24,Gujarat,0.032888919,0.526372313,0.509060502,0.101395734,0.037561797,0.51625073,0.068508379,0.415240884,0.045663342,0.467549503,0.48678714,0.252555609,0.054808795,State+Urban+All,1,state,urban/rural,2022,All,2022
24,Gujarat,0.025891421,0.607098639,0.59138,0.10682404,0.091973431,0.309753418,0.161355495,0.528891087,0.405928284,0.323376924,0.270694792,0.386873245,0.026411505,State+AllSectors+All,99,state,All,2022,All,2022
24,Gujarat,0.021573307,0.67056036,0.656094134,0.11070925,0.134748235,0.183697194,0.218033984,0.598268807,0.625674546,0.235437796,0.138887659,0.490224421,0.015154541,State+Urban+All,0,state,urban/rural,2022,All,2022
24,Gujarat,0.035458501,0.543635428,0.524358928,0.101886854,0.032872256,0.553230166,0.043044407,0.403725445,0.023926029,0.44310531,0.53296864,0.278046817,0.043728195,State+Urban+All,1,state,urban/rural,2023,All,2023
24,Gujarat,0.022477947,0.620744705,0.606791675,0.09720885,0.103313804,0.321142703,0.116146713,0.562710583,0.411727935,0.297507286,0.290764779,0.410977006,0.017755054,State+AllSectors+All,99,state,All,2023,All,2023
24,Gujarat,0.014735887,0.678111911,0.668119311,0.094257705,0.155720383,0.185877025,0.158752352,0.655370653,0.638161898,0.212493926,0.149344206,0.507019579,0.00746405,State+Urban+All,0,state,urban/rural,2023,All,2023
25,Daman & Diu,0.033121191,0.735097647,0.710750341,0.155270293,0.144509688,0.521531165,0.081721507,0.396747351,0.388475418,0.485432684,0.126091912,0.608080745,0,State+Urban+All,0,state,urban/rural,2023,All,2023
25,Daman & Diu,0.023948144,0.611473024,0.596829414,0.056913186,0.021263342,0.763616204,0.012902669,0.223481134,0.044158198,0.677232623,0.278609186,0.220798641,0.066248156,State+Urban+All,1,state,urban/rural,2022,All,2022
25,Daman & Diu,0.031361837,0.616879404,0.597532928,0.089258388,0.01484649,0.827264607,0.006586809,0.166148603,0.025331547,0.711004913,0.26366353,0.236173943,0.053447008,State+Urban+All,1,state,urban/rural,2023,All,2023
25,Daman & Diu,0.033757608,0.640109837,0.618501246,0.059808914,0.054881204,0.652570546,0.038763855,0.308665603,0.175579309,0.571240664,0.253180027,0.317956537,0.068129867,State+AllSectors+All,99,state,All,2022,All,2022
25,Daman & Diu,0.048657466,0.689131141,0.655599773,0.064840339,0.112429358,0.479519427,0.079065353,0.44141522,0.380383074,0.406065106,0.213551819,0.469100088,0.069507703,State+Urban+All,0,state,urban/rural,2022,All,2022
25,Daman & Diu,0.032168522,0.665987849,0.644564033,0.120075859,0.068709239,0.687220216,0.041003041,0.271776766,0.191673383,0.607679188,0.200647414,0.405942917,0.01690067,State+AllSectors+All,99,state,All,2023,All,2023
27,Maharashtra,0.051667415,0.582427621,0.552335083,0.093569383,0.086618461,0.309196115,0.211640626,0.479163259,0.449364632,0.201101407,0.349533975,0.388222158,0.039987657,State+AllSectors+All,99,state,All,2022,All,2022
27,Maharashtra,0.050267737,0.575214446,0.546299696,0.087704085,0.081145577,0.319365531,0.21042186,0.470212609,0.423658043,0.205575824,0.370766133,0.375833869,0.046102285,State+AllSectors+All,99,state,All,2023,All,2023
27,Maharashtra,0.043946818,0.628555596,0.600932539,0.098303892,0.134947777,0.134526923,0.291185856,0.574287236,0.69528693,0.146389499,0.158323571,0.474134207,0.023731695,State+Urban+All,0,state,urban/rural,2022,All,2022
27,Maharashtra,0.068923064,0.530991673,0.494394124,0.089073986,0.024750117,0.567699552,0.095469013,0.33683145,0.035091102,0.302808136,0.662100792,0.28497687,0.075139187,State+Urban+All,1,state,urban/rural,2023,All,2023
27,Maharashtra,0.038095225,0.608268976,0.585096836,0.086750567,0.123298667,0.162512168,0.283028662,0.554459155,0.669070542,0.144165486,0.186763972,0.441891104,0.032487638,State+Urban+All,0,state,urban/rural,2023,All,2023
27,Maharashtra,0.064369239,0.519683301,0.486231655,0.086700179,0.020879798,0.603060961,0.077813096,0.31912595,0.035945449,0.293077409,0.670977175,0.269871861,0.079331025,State+Urban+All,1,state,urban/rural,2022,All,2022
28,Andhra Pradesh,0.068984352,0.604427278,0.562731266,0.133165002,0.081193447,0.17028138,0.332503974,0.497214675,0.524839044,0.223237455,0.251923501,0.441514105,0.084054202,State+Urban+All,0,state,urban/rural,2022,All,2022
28,Andhra Pradesh,0.07989978,0.569560707,0.524052918,0.109262884,0.067872919,0.243107155,0.265889436,0.491003424,0.400344849,0.256759286,0.342895836,0.392923027,0.085781686,State+AllSectors+All,99,state,All,2023,All,2023
28,Andhra Pradesh,0.075355887,0.577102304,0.533614218,0.127528101,0.066006057,0.2490668,0.281490028,0.469443172,0.403377086,0.237740576,0.358882308,0.40133819,0.091416009,State+AllSectors+All,99,state,All,2022,All,2022
28,Andhra Pradesh,0.092584923,0.514238954,0.466628194,0.11443229,0.031066241,0.467467576,0.140074477,0.392457962,0.066394329,0.277977914,0.655627787,0.309578687,0.115395673,State+Urban+All,1,state,urban/rural,2022,All,2022
28,Andhra Pradesh,0.07964848,0.500762522,0.460877568,0.107708223,0.033407256,0.487904549,0.115543664,0.396551788,0.076208986,0.297185749,0.626605272,0.286530137,0.083377823,State+Urban+All,1,state,urban/rural,2023,All,2023
28,Andhra Pradesh,0.079991445,0.59960866,0.5516451,0.109913759,0.08292599,0.153782591,0.320749372,0.525468051,0.518619418,0.242008001,0.239372596,0.439673722,0.08647006,State+Urban+All,0,state,urban/rural,2023,All,2023
29,Karnataka,0.045976758,0.513692498,0.490074575,0.089163035,0.023063645,0.544389784,0.150597543,0.305012673,0.051624041,0.296438754,0.651937187,0.29134354,0.052122571,State+Urban+All,1,state,urban/rural,2022,All,2022
29,Karnataka,0.030733071,0.551109195,0.534171879,0.089406736,0.080409199,0.267086387,0.228451237,0.504462361,0.451999038,0.209956884,0.338044077,0.354856253,0.022717787,State+AllSectors+All,99,state,All,2023,All,2023
29,Karnataka,0.022151528,0.57575959,0.563005686,0.086711906,0.115869321,0.121779494,0.283020169,0.59520036,0.66096729,0.161918268,0.177114442,0.402338833,0.012647348,State+Urban+All,0,state,urban/rural,2023,All,2023
29,Karnataka,0.046603858,0.51067394,0.486874551,0.094116017,0.022242332,0.542710602,0.124942631,0.332346737,0.055619247,0.301078558,0.643302202,0.275690585,0.047220897,State+Urban+All,1,state,urban/rural,2023,All,2023
29,Karnataka,0.028821388,0.570050299,0.553620636,0.094191164,0.106025174,0.144775629,0.28249374,0.572730601,0.632881522,0.171400964,0.195717514,0.374250948,0.02518088,State+Urban+All,0,state,urban/rural,2022,All,2022
29,Karnataka,0.034779441,0.549127102,0.53002876,0.092418909,0.075225174,0.281951457,0.23721765,0.480830908,0.433352888,0.214322761,0.352324367,0.343932509,0.033526734,State+AllSectors+All,99,state,All,2022,All,2022
30,Goa,0.10773962,0.492027313,0.439016491,0.083179928,0.015808586,0.583180547,0.086613394,0.330206037,0.109117441,0.290118814,0.600763738,0.267809898,0.175832823,State+AllSectors+All,99,state,All,2022,All,2022
30,Goa,0.086829841,0.505889237,0.461962938,0.047475122,0.01847117,0.562860608,0.089728601,0.347410768,0.060743101,0.324771017,0.61448586,0.271507859,0.161801428,State+AllSectors+All,99,state,All,2023,All,2023
30,Goa,0.09632805,0.504316211,0.455736428,0.069367535,0.008362747,0.613594592,0.090119079,0.296286345,0.043857425,0.331339687,0.624802887,0.276914746,0.15213193,State+Urban+All,1,state,urban/rural,2022,All,2022
30,Goa,0.125400767,0.474146158,0.414687872,0.101019129,0.026642764,0.5345456,0.081007473,0.384446949,0.213474557,0.224202603,0.562322855,0.255473226,0.210641786,State+Urban+All,0,state,urban/rural,2022,All,2022
30,Goa,0.099569462,0.505853057,0.455485553,0.035369743,0.030216619,0.491886497,0.108523645,0.399589837,0.136642858,0.305178016,0.55817914,0.244728982,0.122837871,State+Urban+All,0,state,urban/rural,2023,All,2023
30,Goa,0.077583298,0.505915463,0.46666491,0.055858303,0.009945154,0.613146544,0.076412119,0.310441375,0.006967358,0.338652849,0.654379785,0.290699542,0.185309708,State+Urban+All,1,state,urban/rural,2023,All,2023
31,Lakshadweep,0.147703722,0.563262224,0.480066299,0.150166646,0.005034296,0.439238727,0.201305225,0.359456033,0.164205715,0.233607456,0.602186859,0.186664611,0.53611207,State+Urban+All,0,state,urban/rural,2023,All,2023
31,Lakshadweep,0.20155327,0.445991516,0.35610047,0.15510653,0.005769131,0.472186238,0.228679791,0.299133986,0.141771019,0.303091675,0.555137336,0.153031424,0.357038826,State+Urban+All,1,state,urban/rural,2023,All,2023
31,Lakshadweep,0.145498827,0.3860434,0.329874516,0.1301364,0.019910982,0.395201892,0.232546017,0.372252107,0.169415206,0.285529941,0.545054853,0.153640673,0.16216442,State+AllSectors+All,99,state,All,2022,All,2022
31,Lakshadweep,0.147668719,0.374429405,0.319137871,0.146368012,0.012487198,0.387446016,0.229752764,0.382801235,0.175682023,0.265862703,0.558455288,0.164938629,0.153239444,State+Urban+All,1,state,urban/rural,2022,All,2022
31,Lakshadweep,0.183310881,0.479834616,0.391875714,0.153735071,0.005557066,0.460538119,0.219001904,0.320459992,0.149702489,0.278526515,0.571771026,0.161872566,0.411321342,State+AllSectors+All,99,state,All,2023,All,2023
31,Lakshadweep,0.138841957,0.426641732,0.367405981,0.081171691,0.045861866,0.418751836,0.241027445,0.34022072,0.150386676,0.345247477,0.504365861,0.112930477,0.209134549,State+Urban+All,0,state,urban/rural,2022,All,2022
32,Kerala,0.106273025,0.474247932,0.423848182,0.085938998,0.013244743,0.439841956,0.190221444,0.369936615,0.134933338,0.288337439,0.576729238,0.287511706,0.151238382,State+Urban+All,1,state,urban/rural,2022,All,2022
32,Kerala,0.099271975,0.508893549,0.458374679,0.091683112,0.019029438,0.38852185,0.206714541,0.404763609,0.228224993,0.243393481,0.528381526,0.335065246,0.145855322,State+AllSectors+All,99,state,All,2023,All,2023
32,Kerala,0.103599437,0.501169205,0.449248344,0.09882348,0.021622108,0.361705989,0.243725687,0.394568324,0.235390246,0.270722926,0.493886828,0.319111317,0.141210586,State+AllSectors+All,99,state,All,2022,All,2022
32,Kerala,0.097443797,0.492606878,0.44460538,0.06610433,0.014753762,0.462925851,0.15494144,0.382132739,0.122010171,0.253881037,0.624108791,0.314008415,0.143936276,State+Urban+All,1,state,urban/rural,2023,All,2023
32,Kerala,0.100836374,0.523710191,0.470901161,0.114709273,0.022919195,0.324630141,0.251172841,0.424197048,0.319457144,0.234385297,0.446157575,0.354480565,0.147422746,State+Urban+All,0,state,urban/rural,2023,All,2023
32,Kerala,0.101499446,0.524557948,0.471315593,0.110289834,0.028900236,0.300659359,0.285527855,0.413812786,0.313875914,0.256960958,0.429163128,0.346001029,0.134119928,State+Urban+All,0,state,urban/rural,2022,All,2022
33,Tamil Nadu,0.078676961,0.552566946,0.509092689,0.094342172,0.036854431,0.333624005,0.298558772,0.367817193,0.271635413,0.356096476,0.372268111,0.374744862,0.095374465,State+AllSectors+All,99,state,All,2022,All,2022
33,Tamil Nadu,0.073623993,0.602793038,0.558413029,0.101796202,0.044846684,0.248506978,0.346252203,0.405240804,0.415465504,0.313964486,0.27057004,0.464172184,0.090033345,State+Urban+All,0,state,urban/rural,2023,All,2023
33,Tamil Nadu,0.070837043,0.501723409,0.466182828,0.095136315,0.020730933,0.508630514,0.184558198,0.306811303,0.080273025,0.359883517,0.559843481,0.280269921,0.082174219,State+Urban+All,1,state,urban/rural,2022,All,2022
33,Tamil Nadu,0.070256449,0.557839692,0.51864785,0.095094547,0.032533702,0.371679604,0.267481685,0.360838711,0.273930579,0.320192993,0.405876428,0.38476032,0.087484121,State+AllSectors+All,99,state,All,2023,All,2023
33,Tamil Nadu,0.065498568,0.504665971,0.471611083,0.087162003,0.017969107,0.544182897,0.157163501,0.298653573,0.075700156,0.32891649,0.595383346,0.291057825,0.08268708,State+Urban+All,1,state,urban/rural,2023,All,2023
33,Tamil Nadu,0.083805345,0.591796458,0.542200744,0.093792506,0.049294896,0.217648938,0.374105841,0.408245236,0.398584634,0.35358417,0.247831196,0.445908755,0.101624116,State+Urban+All,0,state,urban/rural,2022,All,2022
34,Puducherry,0.074485488,0.456221759,0.42223984,0.063762881,0.011349668,0.610910833,0.093049459,0.296039701,0.036395036,0.23236756,0.731237411,0.244386524,0.098404504,State+Urban+All,1,state,urban/rural,2022,All,2022
34,Puducherry,0.078890264,0.480637282,0.442719698,0.093851835,0.010791771,0.666703641,0.107801557,0.225494802,0.014493058,0.310397208,0.675109744,0.282335818,0.072816662,State+Urban+All,1,state,urban/rural,2023,All,2023
34,Puducherry,0.061950162,0.502951443,0.471793503,0.087672494,0.008702755,0.590712249,0.193126082,0.216161698,0.108147338,0.284735233,0.607117414,0.312290519,0.065032832,State+AllSectors+All,99,state,All,2023,All,2023
34,Puducherry,0.037356403,0.539301336,0.519154966,0.076219171,0.005299734,0.485147417,0.311656147,0.203196451,0.23824884,0.249086455,0.512664735,0.363824725,0.054640856,State+Urban+All,0,state,urban/rural,2023,All,2023
34,Puducherry,0.077891193,0.611039996,0.563445389,0.111566842,0.046231415,0.457607746,0.18840462,0.353987664,0.283097804,0.354506135,0.362396061,0.454147905,0.051563907,State+Urban+All,0,state,urban/rural,2022,All,2022
34,Puducherry,0.075959325,0.512405217,0.473483264,0.082021587,0.024008239,0.544706762,0.134228647,0.321064562,0.142933801,0.285113186,0.571952999,0.319050938,0.074671768,State+AllSectors+All,99,state,All,2022,All,2022
35,Andaman & Nicobar Island,0.108378798,0.673965335,0.60092181,0.117332406,0.144483849,0.317278057,0.137877017,0.544844925,0.478708059,0.176211253,0.345080674,0.50933063,0.153264791,State+Urban+All,0,state,urban/rural,2023,All,2023
35,Andaman & Nicobar Island,0.156801492,0.646793246,0.545375109,0.106771439,0.073904656,0.431460559,0.117486462,0.451052994,0.225042075,0.250052959,0.524904966,0.467619777,0.245187759,State+AllSectors+All,99,state,All,2022,All,2022
35,Andaman & Nicobar Island,0.125919163,0.657265365,0.574503064,0.110991597,0.121242628,0.311849505,0.109563023,0.578587472,0.373345464,0.255002469,0.371652067,0.48424527,0.168196976,State+Urban+All,0,state,urban/rural,2022,All,2022
35,Andaman & Nicobar Island,0.197959125,0.63334471,0.507968307,0.101396233,0.013112237,0.605187356,0.128994718,0.26581794,0.009641663,0.242864147,0.747494221,0.446902335,0.349144459,State+Urban+All,1,state,urban/rural,2022,All,2022
35,Andaman & Nicobar Island,0.116563715,0.627781034,0.55460459,0.110567681,0.085762195,0.475123048,0.120531559,0.404345393,0.300512969,0.184569523,0.514917493,0.422013938,0.183757976,State+AllSectors+All,99,state,All,2023,All,2023
35,Andaman & Nicobar Island,0.128737837,0.569713116,0.496369481,0.103307299,0.011930928,0.715385437,0.094129302,0.190485284,0.029274888,0.19729197,0.773433149,0.313720435,0.24515748,State+Urban+All,1,state,urban/rural,2023,All,2023
36,Telangana,0.045160327,0.620380342,0.592363775,0.093051493,0.124870598,0.105176575,0.239343092,0.655480325,0.619045913,0.19152683,0.189427271,0.491357177,0.035297323,State+Urban+All,0,state,urban/rural,2022,All,2022
36,Telangana,0.046871539,0.637376845,0.607502043,0.090499885,0.10244564,0.124935843,0.278847963,0.596216202,0.548705399,0.250346363,0.200948238,0.507935643,0.04091939,State+Urban+All,0,state,urban/rural,2023,All,2023
36,Telangana,0.060126383,0.599350452,0.563313663,0.088073261,0.073172376,0.265070021,0.215827093,0.519102871,0.375123978,0.264299035,0.360576987,0.431834072,0.06045578,State+AllSectors+All,99,state,All,2023,All,2023
36,Telangana,0.085468978,0.498122662,0.455548614,0.080230869,0.020027505,0.535704613,0.093758434,0.370536953,0.029384175,0.281250507,0.689365327,0.262030721,0.100806393,State+Urban+All,1,state,urban/rural,2022,All,2022
36,Telangana,0.058163248,0.574865937,0.541429818,0.088246837,0.085839324,0.240026683,0.19374302,0.566230297,0.434345245,0.219631121,0.346023619,0.407150418,0.050778061,State+AllSectors+All,99,state,All,2022,All,2022
36,Telangana,0.084606148,0.539865434,0.494189501,0.084734991,0.027380023,0.53435719,0.094723776,0.370919049,0.041329369,0.291129857,0.667540789,0.306976289,0.113491707,State+Urban+All,1,state,urban/rural,2023,All,2023
.,India,0.052289695,0.54719764,0.518584788,0.10251803,0.082618862,0.228901669,0.203966796,0.567131519,0.428131342,0.256098628,0.31577,0.324643791,0.051088989,AllStates+AllSectors+All,99,allindia,All,2022,All,2022
.,India,0.042010989,0.589432001,0.56466943,0.09801963,0.114272118,0.137859911,0.220028251,0.642111838,0.573644936,0.222264677,0.204090402,0.39650479,0.038984984,AllStates+Urban+All,0,allindia,urban/rural,2023,All,2023
.,India,0.066777647,0.507970273,0.474049181,0.095522262,0.030750643,0.486920267,0.110152483,0.40292725,0.059690751,0.320864975,0.619444251,0.261182398,0.086839624,AllStates+Urban+All,1,allindia,urban/rural,2023,All,2023
.,India,0.048835434,0.564487815,0.536920786,0.097362131,0.088697188,0.232156649,0.190345913,0.577497423,0.434696436,0.248921454,0.31638211,0.355689824,0.049583524,AllStates+AllSectors+All,99,allindia,All,2023,All,2023
.,India,0.069684215,0.494293153,0.459848732,0.099684738,0.028218297,0.490327775,0.116089962,0.393582255,0.057514798,0.328514844,0.613970339,0.239821762,0.09092249,AllStates+Urban+All,1,allindia,urban/rural,2022,All,2022
.,India,0.045957763,0.569381356,0.543213844,0.103473574,0.105429962,0.136140674,0.235147849,0.628711462,0.559687614,0.23039335,0.209919006,0.359526336,0.040161867,AllStates+Urban+All,0,allindia,urban/rural,2022,All,2022
