,poor_420,inc_selfemp,inc_salaried,inc_casual,year,level,area,dem,SourceSheet,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_dwelling
3496,1,0,1,0,2022,State,urban/rural,HH Size,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3497,0,0.077849098,0.877611041,0.00855262,2022,State,urban/rural,HH Size,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3498,0,0.041267078,0.90844512,0.019827925,2022,State,urban/rural,HH Size,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3499,0,0.472771764,0.433239907,0.047307365,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3500,1,0.41299668,0.235863343,0.339535773,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3501,0,0.356684119,0.52321279,0.074471146,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3502,1,0.34110865,0.310305744,0.324835837,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3503,0,0.238270193,0.537349343,0.076854102,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3504,1,0.241829753,0.281294644,0.335322857,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3505,0,0.075117543,0.420587212,0.050754488,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3506,1,0,0.091903336,0.04097002,2022,State,urban/rural,HH Size,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3507,0,0.552643001,0.309439898,0.120336473,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3508,1,0.471478909,0.299120307,0.229400784,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3509,0,0.360693723,0.432288229,0.186750978,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3510,1,0.500860572,0.29254663,0.191701055,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3511,0,0.322106123,0.375408024,0.137125656,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3512,1,0.285956562,0.159402296,0.363928586,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3513,0,0.057137921,0.160078466,0.030662419,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3514,1,0,0,0,2022,State,urban/rural,HH Size,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3515,0,0.513671637,0.310970604,0.170368999,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3516,1,0.534419775,0.124681801,0.326125175,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3517,0,0.385482728,0.457562089,0.13627556,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3518,1,0.274494052,0.325746775,0.391029716,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3519,0,0.270995647,0.507401109,0.095713921,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3520,1,0.106994264,0.546718538,0.154024929,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3521,0,0.035048455,0.394615889,0.035547208,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3522,1,0,0,0,2022,State,urban/rural,HH Size,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3523,0,0.531886518,0.435441047,0.032672435,2022,State,urban/rural,HH Size,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3524,0,0.234798282,0.625492513,0.084164135,2022,State,urban/rural,HH Size,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3525,1,0,0.391836554,0.608163416,2022,State,urban/rural,HH Size,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3526,0,0.192337424,0.467332453,0.084918208,2022,State,urban/rural,HH Size,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3527,0,0.038012385,0.697865427,0.135668889,2022,State,urban/rural,HH Size,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3528,0,0.399777412,0.298097461,0.181556016,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3529,1,0.156960651,0.168172121,0.674867213,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3530,0,0.421160221,0.369649559,0.14873074,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3531,1,1,0,0,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3532,0,0.321748704,0.265182614,0.205518156,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3533,0,0.158413991,0.154545307,0.395731509,2022,State,urban/rural,HH Size,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3534,0,0.341826081,0.301333904,0.270222962,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3535,1,0.238218784,0.13654682,0.577148795,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3536,0,0.270620555,0.351078302,0.245825768,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3537,1,0.158053666,0.210917935,0.464498371,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3538,0,0.224155635,0.287093461,0.17695272,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3539,1,0.063005842,0.205229089,0.174827471,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3540,0,0.018760668,0.421683937,0.096399635,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3541,1,0,0.138221338,0.142453521,2022,State,urban/rural,HH Size,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3542,0,0.475662291,0.296171755,0.177912697,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3543,1,0.258984476,0.497915983,0.208953738,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3544,0,0.285678089,0.493097126,0.194888502,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3545,1,0.20881471,0.382900238,0.35403353,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3546,0,0.211286888,0.473221093,0.153127238,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3547,1,0.179496124,0.223449782,0.400652856,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3548,0,0.050097965,0.425158679,0.08507482,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3549,1,0,0.236207321,0.1776907,2022,State,urban/rural,HH Size,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3550,0,0.179048002,0.220671535,0.509574175,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3551,1,0.672938824,0.327061176,0,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3552,0,0.256801605,0.429864496,0.249456614,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3553,1,0.474622875,0.146773189,0.315700889,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3554,0,0.257602751,0.392553478,0.135373935,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3555,1,1,0,0,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3556,0,0.055254839,0.198837131,0.079871364,2022,State,urban/rural,HH Size,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3557,0,0.402711779,0.597288191,0,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3558,0,0.239549682,0.702211022,0.037821438,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3559,1,0,0,0,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3560,0,0.151711345,0.664233983,0.078626558,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3561,0,0.043888886,0.600233078,0.132385522,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3562,1,0,0,1,2022,State,urban/rural,HH Size,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3563,0,0.513099313,0.399538547,0.066518255,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3564,1,0.485925823,0.500892222,0.013181954,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3565,0,0.393065006,0.510881782,0.078037478,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3566,1,0.495087832,0.323270977,0.136461779,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3567,0,0.252044439,0.536629796,0.08367791,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3568,1,0.133946255,0.288322866,0.504184544,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3569,0,0.030750602,0.383072853,0.063922748,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3570,1,0,0.450841784,0.364397317,2022,State,urban/rural,HH Size,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3571,0,0.477076828,0.426620454,0.039191246,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3572,1,0.423904806,0.401560545,0,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3573,0,0.397415489,0.50105381,0.027371708,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3574,1,0.576776266,0.25245741,0,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3575,0,0.440639764,0.420253098,0.042367462,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3576,1,0,0,0,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3577,0,0.699195087,0.130442321,0.104897678,2022,State,urban/rural,HH Size,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3578,0,0.495252043,0.277140707,0.163749337,2011,National,All,All Households,allindia,99,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3579,1,0.510800719,0.09462814,0.364750028,2011,National,All,All Households,allindia,99,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3580,0,0.571860015,0.146031663,0.229772419,2011,National,urban/rural,All Households,sect_allindia,0,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3581,1,0.526315928,0.051227663,0.395231575,2011,National,urban/rural,All Households,sect_allindia,0,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3582,0,0.383588225,0.468245387,0.067514054,2011,National,urban/rural,All Households,sect_allindia,1,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3583,1,0.447430968,0.271891713,0.240252122,2011,National,urban/rural,All Households,sect_allindia,1,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3584,0,0.483446717,0.303544939,0.149879679,2011,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3585,1,0.460263252,0.125796318,0.403176039,2011,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3586,0,0.472123772,0.288150936,0.163032308,2011,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3587,1,0.439476967,0.134193912,0.388416648,2011,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3588,0,0.539091825,0.247430488,0.142106026,2011,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3589,1,0.29494217,0.227455437,0.456265062,2011,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3590,0,0.174720347,0.764451504,0.018697215,2011,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3591,1,0.417984366,0.402706414,0.179309219,2011,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3592,0,0.60558486,0.245627835,0.067373656,2011,State,All,All Households,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3593,1,0.586488068,0.102304168,0.27710858,2011,State,All,All Households,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3594,0,0.561185896,0.250579119,0.117827527,2011,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3595,1,0.369585633,0.140737742,0.465108782,2011,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3596,0,0.441949666,0.499436975,0.019673709,2011,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3597,1,0.382279396,0.534812689,0.076472878,2011,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3598,0,0.594783843,0.199856311,0.142753974,2011,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3599,1,0.558448017,0.081038319,0.336358756,2011,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3600,0,0.643784285,0.206618965,0.097658969,2011,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3601,1,0.612629473,0.062323466,0.297956645,2011,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3602,0,0.600355983,0.120895095,0.152988806,2011,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3603,1,0.522137105,0.042883255,0.363108426,2011,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604,0,0.44496274,0.491148472,0.019557092,2011,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3605,1,0.767866313,0.17370075,0.050063279,2011,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3606,0,0.565443456,0.37528488,0.020922497,2011,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3607,1,0.752117395,0.15395394,0.040400788,2011,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3608,0,0.468197495,0.476277888,0.00266824,2011,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3609,1,0.740931571,0.162633687,0.009830489,2011,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3610,0,0.460345864,0.475725949,0.026110096,2011,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3611,1,0.747154951,0.151723683,0.042507295,2011,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3612,0,0.455554098,0.495821536,0.015547346,2011,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3613,1,0.764981449,0.107683249,0.092699647,2011,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3614,0,0.449356765,0.220655307,0.250497192,2011,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3615,1,0.346644789,0.056803603,0.570568204,2011,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3616,0,0.462758869,0.410892993,0.0688731,2011,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3617,1,0.726696074,0.114356965,0.147776082,2011,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3618,0,0.578090787,0.254672468,0.085012548,2011,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3619,1,0.709428728,0.110690854,0.159592345,2011,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620,0,0.491533399,0.275505126,0.150903434,2011,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3621,1,0.412717372,0.076132029,0.482941836,2011,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3622,0,0.419645786,0.302807689,0.154420227,2011,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3623,1,0.584470987,0.068590537,0.291011125,2011,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
