State,Code,Indicator,Year,Value
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1990,1.81
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1990,21.55
Andhra Pradesh,fiscal_balance,Fiscal balance,1990,-4.02
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1990,108.68
Andhra Pradesh,interest_pct_gdp,Interest payments,1990,2.31
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1990,1.59
Andhra Pradesh,primary_balance,Primary balance,1990,-1.71
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1990,20.93
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1990,24.95
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1991,1.36
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1991,20.94
Andhra Pradesh,fiscal_balance,Fiscal balance,1991,-4.02
Andhra Pradesh,gdp_growth,"GDP growth, percent",1991,3.12
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1991,112.08
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1991,3.59
Andhra Pradesh,interest_pct_gdp,Interest payments,1991,2.26
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1991,2.11
Andhra Pradesh,primary_balance,Primary balance,1991,-1.76
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1991,20.39
Andhra Pradesh,sector_other,Other,1991,3.12
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1991,24.41
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1992,2.46
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1992,22.05
Andhra Pradesh,fiscal_balance,Fiscal balance,1992,-5.09
Andhra Pradesh,gdp_growth,"GDP growth, percent",1992,0.14
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1992,112.23
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1992,-4.45
Andhra Pradesh,interest_pct_gdp,Interest payments,1992,2.55
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1992,2.25
Andhra Pradesh,primary_balance,Primary balance,1992,-2.55
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1992,21.67
Andhra Pradesh,sector_other,Other,1992,0.14
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1992,26.77
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1993,3.44
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1993,20.22
Andhra Pradesh,fiscal_balance,Fiscal balance,1993,-4.95
Andhra Pradesh,gdp_growth,"GDP growth, percent",1993,9.28
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1993,122.65
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1993,9.47
Andhra Pradesh,interest_pct_gdp,Interest payments,1993,2.58
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1993,2.09
Andhra Pradesh,primary_balance,Primary balance,1993,-2.36
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1993,20.8
Andhra Pradesh,sector_other,Other,1993,9.28
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1993,25.75
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1994,4.07
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1994,20.14
Andhra Pradesh,fiscal_balance,Fiscal balance,1994,-7.17
Andhra Pradesh,gdp_growth,"GDP growth, percent",1994,5.61
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1994,129.54
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1994,3.98
Andhra Pradesh,interest_pct_gdp,Interest payments,1994,2.66
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1994,1.56
Andhra Pradesh,primary_balance,Primary balance,1994,-4.51
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1994,18.6
Andhra Pradesh,sector_other,Other,1994,5.61
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1994,25.77
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1995,4.43
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1995,19.39
Andhra Pradesh,fiscal_balance,Fiscal balance,1995,-7.35
Andhra Pradesh,gdp_growth,"GDP growth, percent",1995,5.92
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1995,137.2
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1995,4.67
Andhra Pradesh,interest_pct_gdp,Interest payments,1995,2.79
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1995,1.57
Andhra Pradesh,primary_balance,Primary balance,1995,-4.56
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1995,18.04
Andhra Pradesh,sector_other,Other,1995,5.92
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1995,25.39
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1996,0.21
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1996,23.29
Andhra Pradesh,fiscal_balance,Fiscal balance,1996,-6.83
Andhra Pradesh,gdp_growth,"GDP growth, percent",1996,6.3
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1996,145.85
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1996,5.49
Andhra Pradesh,interest_pct_gdp,Interest payments,1996,2.98
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1996,1.44
Andhra Pradesh,primary_balance,Primary balance,1996,-3.85
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1996,18.12
Andhra Pradesh,sector_other,Other,1996,6.3
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1996,24.94
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1997,1.65
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1997,22.16
Andhra Pradesh,fiscal_balance,Fiscal balance,1997,-5.16
Andhra Pradesh,gdp_growth,"GDP growth, percent",1997,-1.37
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1997,143.85
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1997,-3.79
Andhra Pradesh,interest_pct_gdp,Interest payments,1997,3.28
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1997,2.43
Andhra Pradesh,primary_balance,Primary balance,1997,-1.88
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1997,21.08
Andhra Pradesh,sector_other,Other,1997,-1.37
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1997,26.24
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1998,1.76
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1998,21.51
Andhra Pradesh,fiscal_balance,Fiscal balance,1998,-7.75
Andhra Pradesh,gdp_growth,"GDP growth, percent",1998,12.16
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1998,161.33
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1998,11.63
Andhra Pradesh,interest_pct_gdp,Interest payments,1998,3.36
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1998,2.58
Andhra Pradesh,primary_balance,Primary balance,1998,-4.39
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1998,18.1
Andhra Pradesh,sector_other,Other,1998,12.16
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1998,25.85
Andhra Pradesh,capex_pct_gdp,Capital Outlay,1999,2.32
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,1999,21.01
Andhra Pradesh,fiscal_balance,Fiscal balance,1999,-6.03
Andhra Pradesh,gdp_growth,"GDP growth, percent",1999,4.58
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",1999,168.73
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,1999,3.29
Andhra Pradesh,interest_pct_gdp,Interest payments,1999,3.61
Andhra Pradesh,loans_pct_gdp,Loans and Advances,1999,2.27
Andhra Pradesh,primary_balance,Primary balance,1999,-2.41
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",1999,19.58
Andhra Pradesh,sector_other,Other,1999,4.58
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,1999,25.6
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2000,2.82
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2000,23.92
Andhra Pradesh,fiscal_balance,Fiscal balance,2000,-7.99
Andhra Pradesh,gdp_growth,"GDP growth, percent",2000,8.16
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2000,182.5
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2000,7.44
Andhra Pradesh,interest_pct_gdp,Interest payments,2000,3.93
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2000,1.44
Andhra Pradesh,primary_balance,Primary balance,2000,-4.06
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2000,20.19
Andhra Pradesh,sector_other,Other,2000,8.16
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2000,28.18
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2001,2.96
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2001,23.68
Andhra Pradesh,fiscal_balance,Fiscal balance,2001,-7.34
Andhra Pradesh,gdp_growth,"GDP growth, percent",2001,4.22
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2001,190.2
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2001,3.86
Andhra Pradesh,interest_pct_gdp,Interest payments,2001,4.39
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2001,1.63
Andhra Pradesh,primary_balance,Primary balance,2001,-2.95
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2001,20.92
Andhra Pradesh,sector_other,Other,2001,4.22
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2001,28.26
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2002,3.41
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2002,23.4
Andhra Pradesh,fiscal_balance,Fiscal balance,2002,-7.26
Andhra Pradesh,gdp_growth,"GDP growth, percent",2002,2.73
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2002,195.38
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2002,0.74
Andhra Pradesh,interest_pct_gdp,Interest payments,2002,5.51
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2002,1.11
Andhra Pradesh,primary_balance,Primary balance,2002,-1.76
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2002,20.66
Andhra Pradesh,sector_other,Other,2002,2.73
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2002,27.92
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2003,3.36
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2003,23.56
Andhra Pradesh,fiscal_balance,Fiscal balance,2003,-6.88
Andhra Pradesh,gdp_growth,"GDP growth, percent",2003,9.35
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2003,213.65
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2003,8.53
Andhra Pradesh,interest_pct_gdp,Interest payments,2003,5.41
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2003,1.18
Andhra Pradesh,primary_balance,Primary balance,2003,-1.46
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2003,21.22
Andhra Pradesh,sector_other,Other,2003,9.35
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2003,28.09
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2004,3.84
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2004,22.18
Andhra Pradesh,fiscal_balance,Fiscal balance,2004,-6.78
Andhra Pradesh,gdp_growth,"GDP growth, percent",2004,8.15
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2004,231.06
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2004,6.08
Andhra Pradesh,interest_pct_gdp,Interest payments,2004,5.02
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2004,1.13
Andhra Pradesh,primary_balance,Primary balance,2004,-1.75
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2004,20.37
Andhra Pradesh,sector_other,Other,2004,8.15
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2004,27.14
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2005,4.96
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2005,22.58
Andhra Pradesh,fiscal_balance,Fiscal balance,2005,-5.49
Andhra Pradesh,gdp_growth,"GDP growth, percent",2005,5.35
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2005,243.42
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2005,4.7
Andhra Pradesh,interest_pct_gdp,Interest payments,2005,4.53
Andhra Pradesh,liab_pct_gdp,Total liabilities,2005,53.87
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2005,0.49
Andhra Pradesh,pov_index,Multilateral poverty index,2005,48.8
Andhra Pradesh,primary_balance,Primary balance,2005,-0.95
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2005,22.54
Andhra Pradesh,sector_other,Other,2005,5.35
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2005,28.03
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2006,5.43
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2006,22.73
Andhra Pradesh,fiscal_balance,Fiscal balance,2006,-4.39
Andhra Pradesh,gdp_growth,"GDP growth, percent",2006,10.85
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2006,269.84
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2006,9.63
Andhra Pradesh,interest_pct_gdp,Interest payments,2006,3.99
Andhra Pradesh,liab_pct_gdp,Total liabilities,2006,49.62
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2006,0.5
Andhra Pradesh,primary_balance,Primary balance,2006,-0.4
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2006,24.27
Andhra Pradesh,sector_other,Other,2006,10.85
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2006,28.66
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2007,5.74
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2007,24.27
Andhra Pradesh,fiscal_balance,Fiscal balance,2007,-6.98
Andhra Pradesh,gdp_growth,"GDP growth, percent",2007,13.12
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2007,305.23
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2007,11.48
Andhra Pradesh,interest_pct_gdp,Interest payments,2007,3.41
Andhra Pradesh,liab_pct_gdp,Total liabilities,2007,44.9
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2007,1.31
Andhra Pradesh,primary_balance,Primary balance,2007,-3.57
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2007,24.34
Andhra Pradesh,sector_other,Other,2007,13.12
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2007,31.33
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2008,4.17
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2008,24.88
Andhra Pradesh,fiscal_balance,Fiscal balance,2008,-5.14
Andhra Pradesh,gdp_growth,"GDP growth, percent",2008,2.14
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2008,311.75
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2008,1.55
Andhra Pradesh,interest_pct_gdp,Interest payments,2008,3.24
Andhra Pradesh,liab_pct_gdp,Total liabilities,2008,44.26
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2008,1.37
Andhra Pradesh,primary_balance,Primary balance,2008,-1.9
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2008,25.28
Andhra Pradesh,sector_other,Other,2008,2.14
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2008,30.42
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2009,4.82
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2009,22.16
Andhra Pradesh,fiscal_balance,Fiscal balance,2009,-4.94
Andhra Pradesh,gdp_growth,"GDP growth, percent",2009,7.24
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2009,334.32
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2009,5.76
Andhra Pradesh,interest_pct_gdp,Interest payments,2009,3.11
Andhra Pradesh,liab_pct_gdp,Total liabilities,2009,43.2
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2009,0.56
Andhra Pradesh,primary_balance,Primary balance,2009,-1.83
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2009,22.59
Andhra Pradesh,sector_other,Other,2009,7.24
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2009,27.54
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2010,3.32
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2010,23.44
Andhra Pradesh,fiscal_balance,Fiscal balance,2010,-3.57
Andhra Pradesh,gdp_growth,"GDP growth, percent",2010,6.81
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2010,357.09
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2010,5.69
Andhra Pradesh,interest_pct_gdp,Interest payments,2010,2.89
Andhra Pradesh,liab_pct_gdp,Total liabilities,2010,41.64
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2010,0.99
Andhra Pradesh,primary_balance,Primary balance,2010,-0.69
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2010,24.18
Andhra Pradesh,sector_other,Other,2010,6.81
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2010,27.75
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2011,3.62
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2011,23.83
Andhra Pradesh,fiscal_balance,Fiscal balance,2011,-4.1
Andhra Pradesh,gdp_growth,"GDP growth, percent",2011,6.25
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2011,379.4
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2011,2.25
Andhra Pradesh,inflation,Inflation,2011,4.85
Andhra Pradesh,interest_pct_gdp,Interest payments,2011,2.78
Andhra Pradesh,liab_pct_gdp,Total liabilities,2011,39.68
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2011,1.31
Andhra Pradesh,primary_balance,Primary balance,2011,-1.32
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2011,24.66
Andhra Pradesh,sector_other,Other,2011,6.25
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2011,28.76
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2012,3.68
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2012,24.96
Andhra Pradesh,fiscal_balance,Fiscal balance,2012,-4.36
Andhra Pradesh,gdp_growth,"GDP growth, percent",2012,0.32
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2012,380.63
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2012,-0.2
Andhra Pradesh,inflation,Inflation,2012,9.71
Andhra Pradesh,interest_pct_gdp,Interest payments,2012,2.83
Andhra Pradesh,liab_pct_gdp,Total liabilities,2012,42.36
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2012,0.95
Andhra Pradesh,primary_balance,Primary balance,2012,-1.52
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2012,25.24
Andhra Pradesh,sector_agriculture,Agriculture,2012,4.71
Andhra Pradesh,sector_industry,Industry,2012,-4.03
Andhra Pradesh,sector_other,Other,2012,-0.45
Andhra Pradesh,sector_services,Services,2012,0.09
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2012,29.6
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2013,3.29
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2013,23.77
Andhra Pradesh,fiscal_balance,Fiscal balance,2013,-4.01
Andhra Pradesh,gdp_growth,"GDP growth, percent",2013,6.96
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2013,407.11
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2013,4.92
Andhra Pradesh,inflation,Inflation,2013,10.0
Andhra Pradesh,interest_pct_gdp,Interest payments,2013,2.78
Andhra Pradesh,liab_pct_gdp,Total liabilities,2013,42.26
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2013,0.79
Andhra Pradesh,primary_balance,Primary balance,2013,-1.23
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2013,23.85
Andhra Pradesh,sector_agriculture,Agriculture,2013,4.49
Andhra Pradesh,sector_industry,Industry,2013,0.51
Andhra Pradesh,sector_other,Other,2013,1.69
Andhra Pradesh,sector_services,Services,2013,0.26
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2013,27.86
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2014,2.17
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2014,21.88
Andhra Pradesh,fiscal_balance,Fiscal balance,2014,-7.01
Andhra Pradesh,gdp_growth,"GDP growth, percent",2014,9.2
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2014,444.56
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2014,9.58
Andhra Pradesh,inflation,Inflation,2014,5.51
Andhra Pradesh,interest_pct_gdp,Interest payments,2014,1.91
Andhra Pradesh,liab_pct_gdp,Total liabilities,2014,23.35
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2014,0.23
Andhra Pradesh,primary_balance,Primary balance,2014,-5.11
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2014,17.27
Andhra Pradesh,sector_agriculture,Agriculture,2014,4.73
Andhra Pradesh,sector_industry,Industry,2014,3.07
Andhra Pradesh,sector_other,Other,2014,1.16
Andhra Pradesh,sector_services,Services,2014,0.24
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2014,24.28
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2015,2.35
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2015,15.88
Andhra Pradesh,fiscal_balance,Fiscal balance,2015,-3.67
Andhra Pradesh,gdp_growth,"GDP growth, percent",2015,12.16
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2015,498.61
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2015,11.92
Andhra Pradesh,inflation,Inflation,2015,7.38
Andhra Pradesh,interest_pct_gdp,Interest payments,2015,1.63
Andhra Pradesh,liab_pct_gdp,Total liabilities,2015,24.48
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2015,0.11
Andhra Pradesh,pov_index,Multilateral poverty index,2015,11.77
Andhra Pradesh,primary_balance,Primary balance,2015,-2.04
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2015,14.67
Andhra Pradesh,sector_agriculture,Agriculture,2015,5.62
Andhra Pradesh,sector_industry,Industry,2015,2.7
Andhra Pradesh,sector_other,Other,2015,3.66
Andhra Pradesh,sector_services,Services,2015,0.18
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2015,18.34
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2016,2.22
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2016,16.97
Andhra Pradesh,fiscal_balance,Fiscal balance,2016,-4.81
Andhra Pradesh,gdp_growth,"GDP growth, percent",2016,8.34
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2016,540.21
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2016,6.21
Andhra Pradesh,inflation,Inflation,2016,5.34
Andhra Pradesh,interest_pct_gdp,Interest payments,2016,1.71
Andhra Pradesh,liab_pct_gdp,Total liabilities,2016,37.15
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2016,0.08
Andhra Pradesh,primary_balance,Primary balance,2016,-3.1
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2016,14.46
Andhra Pradesh,sector_agriculture,Agriculture,2016,7.56
Andhra Pradesh,sector_industry,Industry,2016,3.1
Andhra Pradesh,sector_other,Other,2016,-1.98
Andhra Pradesh,sector_services,Services,2016,-0.34
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2016,19.28
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2017,1.72
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2017,15.42
Andhra Pradesh,fiscal_balance,Fiscal balance,2017,-4.12
Andhra Pradesh,gdp_growth,"GDP growth, percent",2017,10.09
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2017,594.74
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2017,9.63
Andhra Pradesh,inflation,Inflation,2017,3.37
Andhra Pradesh,interest_pct_gdp,Interest payments,2017,1.76
Andhra Pradesh,liab_pct_gdp,Total liabilities,2017,29.17
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2017,0.35
Andhra Pradesh,primary_balance,Primary balance,2017,-2.36
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2017,13.36
Andhra Pradesh,sector_agriculture,Agriculture,2017,8.9
Andhra Pradesh,sector_industry,Industry,2017,1.48
Andhra Pradesh,sector_other,Other,2017,-0.33
Andhra Pradesh,sector_services,Services,2017,0.04
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2017,17.49
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2018,2.29
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2018,14.72
Andhra Pradesh,fiscal_balance,Fiscal balance,2018,-4.09
Andhra Pradesh,gdp_growth,"GDP growth, percent",2018,5.36
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2018,626.61
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2018,5.5
Andhra Pradesh,inflation,Inflation,2018,1.17
Andhra Pradesh,interest_pct_gdp,Interest payments,2018,1.76
Andhra Pradesh,liab_pct_gdp,Total liabilities,2018,30.27
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2018,0.21
Andhra Pradesh,primary_balance,Primary balance,2018,-2.33
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2018,13.12
Andhra Pradesh,sector_agriculture,Agriculture,2018,2.92
Andhra Pradesh,sector_industry,Industry,2018,0.79
Andhra Pradesh,sector_other,Other,2018,1.6
Andhra Pradesh,sector_services,Services,2018,0.05
Andhra Pradesh,total_exp_pct_gdp,Total expenditures,2018,17.21
Andhra Pradesh,capex_pct_gdp,Capital Outlay,2019,1.32
Andhra Pradesh,cur_exp_pct_gdp,Total current expenditure,2019,14.85
Andhra Pradesh,fiscal_balance,Fiscal balance,2019,-4.76
Andhra Pradesh,gdp_growth,"GDP growth, percent",2019,3.7
Andhra Pradesh,gdp_percapita,"GDP per capita, thousand INR",2019,649.81
Andhra Pradesh,growth_pcgdp,Growth of real per capita income,2019,1.59
Andhra Pradesh,inflation,Inflation,2019,3.43
Andhra Pradesh,interest_pct_gdp,Interest payments,2019,1.91
Andhra Pradesh,liab_pct_gdp,Total liabilities,2019,33.23
Andhra Pradesh,loans_pct_gdp,Loans and Advances,2019,0.58
Andhra Pradesh,pov_index,Multilateral poverty index,2019,6.06
Andhra Pradesh,primary_balance,Primary balance,2019,-2.85
Andhra Pradesh,rev_pct_gdp,"Fiscal revenues, pct of GDP",2019,11.99
Andhra Pradesh,sector_agriculture,Agriculture,2019,5.45
Andhra Pradesh,sector_industry,Industry,2019,-0.1
Andhra Pradesh,sector_other,Other,2019,-1.68
Andhra Pradesh,sector_services,Services,2019,0.03
