State,Variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Himachal Pradesh,CAP_REC_VIII_DLF,0.08,-3.9,1.03,-0.32,-9.25,-7.82,26.73,-25.93,-355.63,174.38,167.98,-141.42,214.3,960.18,835.87,10.38,5.36,5.14,15.67,24.07,30.83,38.23,48.83,60.64,505.9113,275.729,87.8271,100.7361,106.0431,338.4858,119.0196,122.2807,126.621,215.0,215.0
Himachal Pradesh,CAP_REC_VIII_CA,-0.09,-0.03,0.02,-0.02,-0.04,0.0,0.01,-0.01,0.0,-0.05,0.0,0.0,0.0,122.48,126.77,141.41,160.92,172.32,205.6,192.8,125.06,89.84,104.92,120.61,84.5472,63.5224,62.6585,52.3418,61.6596,44.7428,0.0,0.0,0.0,72.5,72.5
Himachal Pradesh,CAP_REC_IX,34.59,-20.97,4.3,54.61,-89.41,-355.39,86.43,-9.02,0.0,0.0,368.34,-279.46,174.42,824.93,3056.41,13130.95,13991.18,24390.81,31767.29,33709.64,25951.15,27200.56,22470.74,13423.93,5602.4331,20706.9616,25866.5448,42993.2587,36127.1509,37481.5097,29974.425,54944.8041,40864.0177,822.41,822.41
Himachal Pradesh,CAP_REC_IX_SUS,34.64,-21.11,4.28,54.7,-89.42,-355.38,86.39,-8.91,0.0,0.0,368.53,-279.44,174.31,296.7,201.74,217.51,150.47,182.63,255.22,344.93,411.09,358.1,498.72,505.349,487.0813,623.7305,799.8148,763.0651,839.2399,4533.7256,884.56,1063.4925,1569.9264,171.0,171.0
Himachal Pradesh,CAP_REC_IX_CBIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.79,2851.22,12911.61,13842.95,24207.67,31510.01,33362.95,25537.49,26838.85,21968.81,12928.02,5115.3326,20082.98,25066.68,42230.18,35287.88,32947.78,29089.8576,53881.3097,39294.09,150.0,150.0
Himachal Pradesh,CAP_REC_IX_DRBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0
Himachal Pradesh,CAP_REC_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,CAP_REC_XI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.85,0.0,0.0,0.0,650.0,0.0,0.0,34.8159,8.8223,2.0394,2.878,7.0137,12.5919,0.0,0.0
Himachal Pradesh,CAP_REC_DISINV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_TOTAL_PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.87,1926.99,1894.88,3144.81,2974.04,2999.99,3339.05,5934.41,4698.48,6812.69,7049.9179,9016.0936,7273.0876,6781.5138,15768.2311,12944.1249,13398.7321,16623.7232,9963.5339,56728.7987,52806.22
Jammu and Kashmir,CAP_REC_TOTAL,588.15,238.92,231.71,242.67,312.42,316.18,238.08,112.38,1261.46,1715.68,1910.84,892.34,1135.34,2484.23,2373.7,3677.77,3466.16,4637.42,4530.72,4633.21,62957.55,40555.11,40468.81,38412.6,47503.885,64195.0686,56750.6591,56260.2821,64512.3334,63877.7902,67593.6748,81269.8613,73580.6367,63291.925,59412.245
Jammu and Kashmir,CAP_REC_EDEBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_I,101.6,110.8,109.23,111.62,141.42,158.38,109.62,248.04,121.64,212.69,307.54,733.4,1168.95,574.08,760.89,1117.24,882.46,2245.26,2417.43,1971.49,8069.05,8504.91,7014.57,5986.82,10246.799,14627.7796,20723.8253,25525.9763,25332.2767,35461.9081,40450.2367,50199.8629,38114.4756,56673.0,52743.0
Jammu and Kashmir,CAP_REC_I_ML,0.0,0.0,34.3,44.56,0.0,0.0,73.24,84.14,0.0,0.0,0.0,205.36,400.61,88.61,95.42,152.24,167.46,1401.85,1264.43,818.49,3382.44,2975.0,2150.0,2080.0,1400.0,2250.0,2790.0,6200.0,6684.0,7869.0,9328.0,8562.0,8473.0,22641.0,17912.0
Jammu and Kashmir,CAP_REC_I_LIC,0.0,0.0,0.0,0.0,0.0,0.0,21.8,50.0,0.0,0.0,0.0,103.1,123.72,113.0,113.0,113.0,100.0,100.0,100.0,247.0,345.85,217.18,241.2,256.0,255.4906,34.0,34.0,29.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_I_NABARD,0.0,0.0,0.0,0.0,0.0,0.0,1.24,100.0,0.0,0.0,0.0,178.19,250.0,80.0,210.0,210.0,150.0,200.0,265.0,428.0,564.32,444.85,413.0,277.31,365.7072,300.6709,407.954,421.8181,396.0253,388.1181,319.0684,533.1793,680.0,841.19,1500.0
Jammu and Kashmir,CAP_REC_I_SBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.81,200.0
Jammu and Kashmir,CAP_REC_I_NCDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_I_WMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4436.45,3742.08,2849.9,7448.2787,8990.9967,15847.6436,18616.6343,18241.9436,27203.367,30800.2769,36103.0332,28960.7253,0.0,0.0
Jammu and Kashmir,CAP_REC_I_SS_NSSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,284.62,250.47,300.47,600.0,300.0,208.41,453.0,453.0,1593.2,107.85,245.57,315.99,574.44,694.1,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_I_OTH,101.6,110.8,74.93,67.06,141.42,158.38,13.34,13.9,121.64,212.69,307.54,39.75,110.0,42.0,42.0,42.0,165.0,335.0,335.0,25.0,336.38,323.58,222.72,207.62,202.8824,2358.012,1644.2277,257.6339,10.3078,1.423,2.8914,1.6504,0.7503,33131.0,33131.0
Jammu and Kashmir,CAP_REC_I_OTH_LAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.76,201.67,201.67,201.6673,2341.6673,0.0,41.4321,4.033,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_II,499.9,142.94,123.45,147.9,254.96,277.91,425.18,522.1,446.36,935.21,435.06,273.68,240.86,349.88,388.45,394.26,521.0,516.03,0.1,49.71,-1015.42,-32.02,14.18,15.28,12.1486,17.2115,24.7047,31.5984,3.9384,4.4721,2282.695,3845.49,0.0,5.0,5.0
Jammu and Kashmir,CAP_REC_II_SPS,439.91,125.79,108.64,130.15,224.23,277.91,180.18,201.1,446.36,935.21,435.06,256.43,226.41,335.52,388.25,394.26,521.0,516.03,0.0,49.64,16.88,25.04,14.18,15.28,12.1486,17.2115,24.7047,0.0,3.9384,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_II_SPS_NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_II_CPS,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_II_CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_II_NP,59.99,17.15,14.81,17.75,30.73,0.0,145.0,121.0,0.0,0.0,0.0,17.25,14.45,14.36,0.2,0.0,0.0,0.0,0.1,0.07,-1032.29,113.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_II_NP_SS,59.69,17.06,14.7,17.63,30.5,0.0,145.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_II_NP_NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jammu and Kashmir,CAP_REC_II_NP_OT,0.3,0.09,0.11,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,17.25,14.45,14.36,0.2,0.0,0.0,0.0,0.1,0.07,-1032.29,113.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721,5.0,5.0,,,
Jammu and Kashmir,CAP_REC_II_WMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_II_LSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5984,0.0,0.0,2282.695,3845.49,0.0,5.0,5.0
Jammu and Kashmir,CAP_REC_III,3.94,7.21,2.51,3.07,2.56,2.7,4.96,2.63,4.29,4.54,13.82,8.71,3.78,4.28,3.15,3.55,3.77,3.06,2.51,2.19,1.5,168.47,1.54,4.13,2.6931,4.0845,19.3694,4.4106,69.1515,54.4312,1.9263,1.0267,1.3258,5.695,5.695
Jammu and Kashmir,CAP_REC_III_H,0.4,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.27,0.25,0.23,0.49,0.4,0.34,0.06,0.2,0.23,0.18,0.18,0.16,0.03,0.04,0.07,0.09,0.0317,0.0578,0.0435,0.0156,0.0,0.0,0.0054,0.0095,0.0018,0.065,0.065
Jammu and Kashmir,CAP_REC_III_UD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_CH,1.28,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.02,0.04,0.03,0.03,0.0132,0.0073,0.0352,0.0321,0.0,0.0,0.0126,0.0144,0.0136,0.02,0.02
Jammu and Kashmir,CAP_REC_III_FSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_COOP,0.1,0.03,0.03,0.53,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_MI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_VSI,0.18,0.2,0.11,0.1,0.1,0.2,0.08,0.0,0.5,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.01,0.01,0.0,0.01,0.0067,0.0096,0.0058,0.0051,0.0,0.0,0.0207,0.0126,0.012,0.0,0.0
Jammu and Kashmir,CAP_REC_III_IM,0.0,4.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,5.95,0.2,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,2.5,2.5,2.5051,37.9815,22.6312,1.25,0.0,0.0002,5.0,5.0
Jammu and Kashmir,CAP_REC_III_RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_III_GS,1.82,1.84,2.0,2.1,2.1,2.12,2.5,2.12,3.07,3.67,3.92,2.1,3.0,3.5,2.7,3.0,3.0,2.5,2.0,1.8,1.01,1.12,1.1,1.08,0.92,0.8143,1.1657,1.6366,1.17,1.8,0.47,0.7785,0.8109,0.5,0.5
Jammu and Kashmir,CAP_REC_III_OTH,0.16,0.16,0.1,0.06,0.07,0.09,0.11,0.11,0.44,0.11,0.28,0.13,0.13,0.2,0.15,0.23,0.39,0.26,0.21,0.19,0.43,0.25,0.33,0.42,0.4715,0.6955,13.6192,0.2161,0.0,0.0,0.1676,0.2117,0.4873,0.11,0.11
Jammu and Kashmir,CAP_REC_IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.2,0.42,0.0,0.5518,0.0,0.0,0.1555,0.1662,0.0,25.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_VI,65.94,70.12,96.33,100.0,117.81,110.53,125.62,172.21,86.82,595.51,496.64,375.26,308.15,714.62,758.57,1003.94,1039.82,1200.44,1241.52,1570.57,2019.41,3326.96,3238.92,3819.89,3882.7773,5271.1603,4625.7265,5032.4087,8857.9235,6258.3535,5968.2859,6023.9929,6062.489,5881.65,5863.97
Jammu and Kashmir,CAP_REC_VI_SPF,60.24,64.77,88.64,92.35,109.21,100.67,115.55,160.4,93.57,579.95,481.44,361.14,294.8,693.72,736.58,980.0,1014.62,1174.01,1212.65,1540.18,1949.33,3237.96,3063.99,3650.94,3633.7607,5033.9703,4364.902,4721.8857,8567.4633,5949.7336,5620.7691,5688.1082,5761.119,5724.07,5698.97
Jammu and Kashmir,CAP_REC_VI_OTH,5.7,5.35,7.69,7.65,8.6,9.86,10.07,11.81,-6.75,15.56,15.2,14.12,13.35,20.9,21.99,23.94,25.2,26.43,28.87,30.39,70.08,89.0,174.93,168.95,249.0166,237.19,260.8245,310.523,290.4602,308.6199,347.5168,335.8847,301.37,157.58,165.0
Jammu and Kashmir,CAP_REC_VII,11.94,13.72,16.61,19.96,23.72,26.88,31.38,39.72,55.38,19.97,51.64,62.92,65.08,175.39,152.05,774.64,582.26,231.66,397.51,509.71,145.23,196.18,286.47,636.93,489.0502,353.7532,452.4081,419.2188,695.0704,1067.7309,790.6733,432.893,452.4462,489.01,557.01
Jammu and Kashmir,CAP_REC_VII_DRF,11.94,13.72,16.61,19.96,23.72,26.88,31.38,39.72,46.22,51.18,51.18,62.92,65.08,65.08,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_VII_SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,15.63,16.0,29.76,35.73,37.67,33.97,50.79,97.05,39.2676,55.63,45.0,58.91,72.51,42.51
Jammu and Kashmir,CAP_REC_VII_FRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_VII_OTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,-31.21,0.46,0.0,0.0,110.31,152.05,774.64,582.26,231.66,397.51,509.71,145.24,180.55,270.47,607.17,453.3202,316.0832,418.4381,368.4288,598.0204,1028.4633,735.0433,387.893,393.5362,416.5,514.5
Jammu and Kashmir,CAP_REC_VIII,-95.17,-105.87,-116.42,-139.88,-228.05,-260.22,-458.68,-543.51,-11.32,-98.22,-32.27,-561.63,-651.48,445.98,23.0,23.0,23.0,23.0,23.0,23.0,3958.17,3644.73,3808.5,3137.62,3596.2563,3798.2238,3823.4982,4894.4405,4914.0521,4591.3732,3427.2864,4282.2402,4612.8682,23.0,23.0
Jammu and Kashmir,CAP_REC_VIII_CD,1.0,1.05,1.1,1.2,1.2,2.2,2.2,2.2,25.98,17.45,25.83,2.2,2.2,13.2,13.0,13.0,11.0,11.0,11.0,11.0,2875.27,2322.02,2132.47,1546.07,1964.5403,1605.7209,2022.7917,2568.9827,2021.0131,2260.1816,1604.4149,1754.2457,1492.2457,11.0,11.0
Jammu and Kashmir,CAP_REC_VIII_DLF,-96.17,-106.92,-117.52,-141.08,-229.25,-262.42,-460.88,-545.71,-36.95,-115.38,-58.1,-563.83,-654.37,422.78,0.0,0.0,0.0,0.0,0.0,0.0,683.66,793.12,1044.79,984.6,959.6905,1279.6763,1160.5539,1370.7299,1702.5798,1174.8937,705.5325,619.7974,1003.2099,0.0,0.0
Jammu and Kashmir,CAP_REC_VIII_CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.31,0.0,0.0,0.69,10.0,10.0,10.0,12.0,12.0,12.0,12.0,307.29,346.36,397.14,320.74,423.6609,472.621,29.0625,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Jammu and Kashmir,CAP_REC_IX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-328.81,84.64,-92.67,-59.02,0.0,0.0,87.0,154.59,228.15,278.4,284.97,315.65,373.54,765.03,13752.94,14588.22,15199.53,15496.879,22661.3656,17761.5697,19418.2986,21898.4747,12043.9266,12655.1468,16438.3442,24335.856,81.57,81.57
Jammu and Kashmir,CAP_REC_IX_SUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.55,-1.31,4.88,0.0,0.0,27.0,94.59,168.15,218.4,224.97,255.65,313.54,214.04,277.53,273.9,632.84,286.9337,350.2665,3589.8659,3842.1226,1052.5851,728.986,750.8017,1365.8702,1597.3207,21.57,21.57
Jammu and Kashmir,CAP_REC_IX_CBIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,36.0,36.0,0.0,0.0,0.0,13049.63,14267.9,14530.38,15131.184,22055.3592,14165.0817,15576.1758,20845.8896,11314.9404,11904.1247,15072.474,22738.5253,36.0,36.0
Jammu and Kashmir,CAP_REC_IX_DRBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_XI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,CAP_REC_DISINV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jharkhand,CAP_REC_TOTAL_PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3623.4,2333.55,5149.28,4598.33,2344.45,4290.19,3956.94,3468.88,5856.94,4700.65,7788.8967,15755.2417,12851.77714,13627.23436,10480.0521,15475.3107,17659.3892,9801.2595,12003.0805,26455.6921,19269.8762
Jharkhand,CAP_REC_TOTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.77,1815.84,4215.2,6852.64,5521.24,8287.65,8331.39,7039.97,68593.7,75604.92,37118.04,39846.06,51412.35,95796.166,107921.0887,94540.77259,214291.6107,64637.41985,244930.5346,298828.8516,284594.881,496351.4759,442525.8461,435438.6647
Jharkhand,CAP_REC_EDEBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jharkhand,CAP_REC_I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.08,1311.72,1229.23,2250.0,2003.58,4622.55,4547.17,1797.45,2856.89,2856.89,2638.7,4960.35,4596.75,6536.9089,13079.63176,6847.131144,7905.23886,7530.5202,9167.1375,10958.3096,6594.2166,5515.2,12726.0001,13200.0
Jharkhand,CAP_REC_I_ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.21,228.72,300.0,450.0,235.62,338.55,1671.07,595.45,1321.69,1321.69,1254.05,3600.0,2950.0,4950.0,5350.000073,5154.0,5999.65,5509.0,7500.0,9400.0,5000.0,4000.0,9500.0,9850.0
Jharkhand,CAP_REC_I_LIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0
Jharkhand,CAP_REC_I_NABARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.46,130.0,77.23,250.0,350.0,820.0,630.7,260.0,625.0,625.0,650.99,750.0,750.0,790.0,900.0,1416.458792,1600.0,1764.2551,1433.2402,1558.3096,1593.9952,1515.2,3000.0,3000.0
Jharkhand,CAP_REC_I_SBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,CAP_REC_I_NCDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,180.0,204.3,10.0,0.0,0.0,23.24,1.83,36.51,7.9289,0.0,24.5584969,0.0,0.0,3.4171,0.0,0.2214,0.0,0.8,100.0
Jharkhand,CAP_REC_I_WMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.19,368.79,315.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,CAP_REC_I_SS_NSSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,852.0,852.0,1050.0,517.96,1511.0,428.74,502.0,500.2,500.2,281.47,0.0,299.62,772.68,1131.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,CAP_REC_I_OTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41,101.0,0.0,500.0,650.0,1773.0,1612.36,430.0,410.0,410.0,199.75,239.73,245.04,16.3,5698.081684,252.113855,305.58886,257.2651,230.4802,0.0,0.0,0.0,225.2,250.0
Jharkhand,CAP_REC_I_OTH_LAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5553.37,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jharkhand,CAP_REC_II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.95,436.42,436.42,1028.42,0.0,0.0,0.0,0.0,0.0,0.0,32.53,238.65,106.15,153.2079,165.0174779,234.2875,231.6093,272.91155,425.9803,2588.2732,3245.648,3627.1011,5274.0,4800.0
