State,Variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Goa,REV_TAX_I_B_UE,48.76,57.39,68.85,68.95,77.48,51.04,66.17,72.24,71.02,66.13,0.0,0.0,0.0,0.0,0.0,0.0,64.65,71.05,69.27,48.19,74.32,76.36,87.79,97.78,82.23,253.1,362.89,194.37,135.61,218.56,77.1,110.27,45.2,54.76,57.45
Goa,REV_TAX_I_B_IGST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_TAX_I_B_ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,39.26,44.79,45.07,58.24,81.18,113.42,138.16,132.69,326.47,364.63,115.68,26.06,0.0,9.97,32.26,5.77,0.79,0.16
Goa,REV_TAX_I_B_OT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.49,1.57,1.69,3.33,6.03,7.12,7.44
Goa,REV_NTAX_II,144.53,145.89,169.94,197.65,220.66,475.12,417.12,646.0,692.92,673.49,863.09,1195.37,1116.2,777.29,801.42,827.68,1006.11,1191.27,1419.28,1910.51,2718.16,2547.7,2128.55,2018.76,2892.1798,2653.1231,3004.6081,3777.898,3688.264,4067.1921,4867.0153,5124.0542,5792.4844,7683.8568,7630.6266
Goa,REV_NTAX_II_C,69.69,86.15,105.3,136.12,149.62,401.87,347.32,582.2,650.58,633.37,796.14,1136.08,1039.17,724.74,729.26,761.16,917.62,1042.82,1236.16,1731.2,2268.6,2312.12,1832.89,1661.56,2325.6158,2431.9402,2711.9981,3033.276,2873.663,2737.5379,2900.2761,3787.2423,3869.3155,6066.3398,6124.0572
Goa,REV_NTAX_II_C_IR,5.54,5.89,3.31,2.7,2.47,3.41,2.5,2.76,4.45,5.04,2.85,2.17,2.13,2.21,3.47,12.77,15.2,16.7,20.45,13.64,17.88,26.36,18.37,14.12,17.1812,17.7582,20.5072,27.2372,24.1991,62.8195,80.6589,21.5172,48.7778,14.7306,11.4639
Goa,REV_NTAX_II_C_DP,0.3,0.32,0.4,0.39,0.47,0.36,0.52,0.67,0.44,0.33,0.24,0.44,0.19,0.03,0.27,0.18,0.4,0.33,0.89,1.15,0.19,1.48,1.73,1.11,1.8191,1.4269,0.8643,1.9616,1.4644,1.4191,1.2942,1.6095,1.4682,1.3932,1.5287
Goa,REV_NTAX_II_C_GS,2.67,4.03,3.27,3.86,4.26,227.99,147.32,346.94,314.37,263.32,380.58,612.44,373.62,9.06,15.51,9.43,67.08,69.68,43.25,307.25,70.13,76.33,106.42,134.61,175.1897,163.1044,210.0606,184.225,493.6077,304.9585,222.0356,342.1213,461.36,813.8949,637.8479
Goa,REV_NTAX_II_C_SL,1.25,1.13,1.53,0.0,1.91,219.33,142.76,340.19,311.14,257.06,368.39,594.05,358.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43,27.42,29.72,32.38,36.5604,40.3528,41.1014,31.6972,14.528,26.6423,16.472,10.9324,5.6866,51.65,35.75
Goa,REV_NTAX_II_C_SS,6.42,8.17,9.63,12.94,13.72,19.2,21.2,23.73,47.67,46.81,50.73,62.51,68.06,75.91,71.97,77.09,80.22,81.62,86.23,112.81,132.83,156.35,163.91,192.41,183.4937,222.9933,257.3518,246.8102,296.9247,257.9522,219.175,299.0443,377.9049,385.2658,424.8334
Goa,REV_NTAX_II_C_SS_ES,0.34,0.32,0.33,0.38,0.44,0.97,0.87,1.19,1.48,2.22,1.55,2.08,3.17,11.51,5.54,4.78,10.57,9.4,9.24,10.96,12.74,16.17,26.94,22.78,17.1743,29.9632,26.1732,26.489,24.9521,25.2744,21.6842,25.3435,35.8745,35.697,37.9982
Goa,REV_NTAX_II_C_SS_MH,0.84,0.78,0.86,1.5,1.57,2.19,2.22,2.92,4.45,3.74,4.77,4.67,6.94,7.3,8.82,12.67,9.06,8.33,8.3,5.98,8.3,11.0,7.71,11.49,11.8183,14.3224,21.8642,38.368,31.7018,27.3134,23.8151,31.831,45.2163,45.7231,54.3938
Goa,REV_NTAX_II_C_SS_FW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0018,0.0,0.0,0.0,0.0008,0.0001,0.0002
Goa,REV_NTAX_II_C_SS_WS,0.0,0.0,0.0,0.0,0.0,15.5,17.64,19.08,41.19,40.21,43.59,53.14,55.71,54.66,54.95,57.25,58.09,61.23,65.76,70.38,69.59,86.11,97.99,103.97,101.8933,115.3954,119.6851,129.7978,145.9552,147.6619,135.6449,176.556,231.448,222.4756,237.5995
Goa,REV_NTAX_II_C_SS_H,0.16,0.16,0.18,0.19,0.16,0.15,0.16,0.19,0.19,0.19,0.23,0.26,0.21,0.23,0.26,0.23,0.27,0.28,0.37,0.49,0.6,0.69,0.7,0.91,0.7144,0.8462,0.7502,0.7975,1.3129,1.073,1.1419,1.2362,1.3824,1.605,1.6855
Goa,REV_NTAX_II_C_SS_UD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.09,0.02,0.07,0.18,0.0,0.08,0.36,21.61,37.28,37.7,25.07,46.88,44.6689,55.6434,80.4597,43.3245,85.213,48.6316,31.2722,55.7275,48.4688,70.5,82.0
Goa,REV_NTAX_II_C_SS_LE,0.09,0.11,0.17,0.16,0.24,0.33,0.29,0.33,0.33,0.44,0.56,2.21,1.58,1.95,2.21,1.7,1.97,2.12,2.15,3.2,4.15,4.51,5.14,5.94,6.4421,6.6933,7.5087,7.6453,7.3535,7.8702,5.4183,6.9837,9.2127,9.026,10.527
Goa,REV_NTAX_II_C_SS_SW,0.03,0.02,0.03,0.03,0.04,0.06,0.01,0.01,0.01,0.0,0.02,0.13,0.34,0.22,0.08,0.27,0.26,0.17,0.04,0.16,0.15,0.14,0.35,0.42,0.1382,0.1268,0.9024,0.3502,0.4128,0.11,0.1622,1.3027,6.2996,0.222,0.612
Goa,REV_NTAX_II_C_SS_O,4.96,6.78,8.06,10.68,11.27,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.02,0.0,0.02,0.02,0.03,0.6441,0.0026,0.0082,0.0379,0.0216,0.0177,0.0362,0.0637,0.0018,0.017,0.0172
Goa,REV_NTAX_II_C_FS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_C_ES,54.76,67.74,88.69,116.23,128.7,150.91,175.78,208.1,283.65,317.87,361.74,458.52,595.17,637.53,638.04,661.69,754.72,874.48,1085.34,1296.36,2047.56,2051.61,1542.46,1319.31,1947.9321,2026.6574,2223.2142,2573.042,2057.4671,2110.3886,2377.1124,3122.95,2979.8046,4851.0553,5048.3833
Goa,REV_NTAX_II_C_ES_CH,0.56,0.74,0.93,0.75,0.8,0.92,0.95,1.16,0.84,0.92,0.78,0.69,0.93,0.99,1.13,1.17,1.1,1.45,1.11,1.54,1.39,1.1,1.56,1.58,1.5753,1.6124,2.6236,1.7285,1.8277,1.6481,1.7785,1.5459,1.7404,2.4753,2.6367
Goa,REV_NTAX_II_C_ES_AH,0.12,0.19,0.32,0.69,0.32,0.43,0.96,0.57,0.54,0.5,0.56,0.75,0.61,0.74,0.68,0.73,0.68,0.9,0.97,1.11,1.08,2.08,1.59,1.84,1.8087,2.3108,3.7506,3.1365,3.0025,2.8042,2.6314,3.9276,3.9274,5.1757,5.6507
Goa,REV_NTAX_II_C_ES_FI,0.14,0.12,0.12,0.24,0.24,0.2,0.18,0.22,0.22,0.16,0.22,0.65,0.64,0.91,0.76,0.88,1.0,1.2,1.62,2.14,2.27,1.95,2.64,2.38,2.6691,1.3901,4.8525,3.4841,3.6247,3.9949,4.9003,6.3066,6.0234,6.37,7.25
Goa,REV_NTAX_II_C_ES_FW,0.8,1.33,1.29,1.15,1.39,1.39,1.57,1.14,0.71,0.93,1.11,1.18,0.73,1.81,2.08,1.91,1.99,2.49,2.89,2.73,3.1,2.46,3.18,3.15,4.2963,4.0278,3.8271,4.955,5.0025,4.8231,3.9289,4.8283,6.8245,5.75,7.55
Goa,REV_NTAX_II_C_ES_PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_C_ES_CO,0.06,0.05,0.08,0.11,0.17,0.12,0.12,0.21,0.17,0.31,0.18,0.37,0.2,0.25,0.42,0.14,0.09,0.44,0.3,1.15,0.5,0.51,0.55,0.48,0.9372,0.5999,0.6157,1.0547,0.6857,0.7359,1.1043,0.8095,1.219,0.8017,1.6838
Goa,REV_NTAX_II_C_ES_OA,0.0,0.01,0.04,0.07,0.06,0.05,0.04,0.04,0.07,0.05,0.09,0.17,0.02,0.06,0.04,0.06,0.05,0.05,0.02,0.05,0.06,0.05,0.02,0.07,0.0318,0.2974,0.0628,0.1329,0.1376,0.0511,0.0173,0.1778,0.2028,0.07,0.06
Goa,REV_NTAX_II_C_ES_MI,0.23,0.47,0.65,0.18,0.85,0.47,0.34,0.26,0.23,0.5,0.22,13.7,4.26,2.94,3.49,10.32,2.93,3.56,8.51,10.57,23.67,14.7,7.04,12.11,15.8064,29.0461,23.0065,44.7701,6.5122,27.6594,61.0191,614.1595,13.648,611.3955,75.3155
Goa,REV_NTAX_II_C_ES_MII,0.07,0.09,0.11,0.16,0.2,0.16,0.13,0.19,0.16,0.15,0.35,0.2,11.31,1.81,2.58,1.48,0.78,0.58,7.54,6.69,9.95,10.79,17.87,13.8,10.5161,7.2998,10.9322,7.7089,12.0001,48.2401,39.1609,77.0535,18.7803,45.221,36.16
Goa,REV_NTAX_II_C_ES_PW,46.31,57.13,73.0,99.39,109.38,131.71,155.78,181.61,259.22,291.23,330.66,418.4,548.35,592.15,584.66,594.91,682.45,796.26,986.7,941.3,969.06,1000.49,1139.97,1187.95,1321.6647,1708.9087,1765.7954,2119.0893,1919.7988,1960.5211,2051.0548,2191.1178,2757.0551,3980.685,4262.327
Goa,REV_NTAX_II_C_ES_PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_C_ES_VI,0.09,0.07,0.09,0.09,0.11,0.15,0.14,3.58,0.14,0.12,0.22,0.14,0.15,1.01,2.21,2.41,3.48,8.95,4.9,4.19,3.85,6.79,5.13,4.09,3.4572,0.232,0.1008,0.0003,0.0002,5.7857,0.0038,0.0547,0.4598,42.3103,42.3602
Goa,REV_NTAX_II_C_ES_IN,3.28,3.69,8.8,9.29,9.17,10.11,9.43,13.2,12.02,12.6,15.97,13.14,15.79,19.42,23.66,26.77,34.36,36.62,36.46,294.18,984.13,953.98,339.36,46.43,530.6527,217.5731,348.7333,334.4508,35.5423,10.415,168.2522,132.4144,101.3974,86.2597,519.7119
Goa,REV_NTAX_II_C_ES_PH,0.31,0.32,0.56,0.94,1.2,0.88,1.13,1.35,2.36,2.43,3.35,3.3,6.53,8.79,11.06,14.3,16.85,14.39,16.04,20.13,33.17,40.06,13.21,4.37,7.8685,7.1695,9.0444,8.4145,7.2618,6.7919,8.0861,7.3825,10.405,12.4781,14.127
Goa,REV_NTAX_II_C_ES_RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_C_ES_TM,0.09,0.18,0.29,0.31,0.35,0.48,0.73,1.11,0.76,0.87,0.55,0.53,0.7,0.53,0.4,0.34,0.46,0.46,5.98,0.64,0.83,1.51,3.18,3.94,8.4654,4.1456,1.8048,2.7909,2.2919,4.5229,1.8274,6.4154,21.5673,15.3505,29.5003
Goa,REV_NTAX_II_C_ES_O,2.7,3.35,2.41,2.86,4.46,3.84,4.28,1.56,6.21,7.1,7.48,5.3,4.95,6.12,4.87,6.27,8.51,7.15,12.3,9.92,14.5,15.14,7.16,37.11,38.1827,42.0442,48.0645,41.3255,59.7791,32.3952,33.3474,76.7565,36.5542,36.7125,44.0502
Goa,REV_NTAX_II_D,74.84,59.74,64.64,61.53,71.04,73.25,69.8,63.8,42.34,40.12,66.95,59.29,77.03,52.55,72.16,66.52,88.49,148.45,183.12,179.31,449.57,235.58,295.66,357.21,566.564,221.1829,292.61,744.622,814.601,1329.6542,1966.7392,1336.8119,1923.1689,1617.517,1506.5694
Goa,REV_NTAX_II_D_SP,29.64,13.37,16.6,12.35,16.81,18.53,20.15,23.02,23.19,21.83,26.26,24.29,50.3,30.97,55.02,29.95,48.56,148.45,183.12,179.31,449.57,148.38,155.79,185.88,118.402,47.3547,90.9557,20.4695,5.6419,0.0,0.0,149.7,0.2328,265.0,155.0
Goa,REV_NTAX_II_D_SP_ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_NTAX_II_D_CP,3.63,5.89,7.97,6.48,8.99,4.12,4.84,4.51,2.05,3.09,3.85,1.85,3.56,2.97,4.06,4.95,4.53,0.0,0.0,0.0,0.0,9.62,5.07,6.28,40.3,28.2203,26.0272,23.6569,26.4104,22.4021,39.7824,35.9805,64.7419,181.5009,168.3602
Goa,REV_NTAX_II_D_CS,6.28,5.45,5.6,8.55,9.63,9.8,13.35,10.77,9.8,11.37,22.02,21.11,16.09,13.42,11.6,24.78,14.57,0.0,0.0,0.0,0.0,67.53,105.17,51.68,152.4775,126.5559,158.468,271.3311,246.0977,369.5555,164.8261,114.0747,271.7482,962.341,1090.4342
Goa,REV_NTAX_II_D_NEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_D_FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.02,8.4,3.1801,40.38
Goa,REV_NTAX_II_D_FC_NPG,35.29,35.03,34.47,34.15,35.61,40.8,31.46,25.5,7.3,3.83,14.82,11.94,7.08,5.19,1.48,6.84,20.83,0.0,0.0,0.0,0.0,10.05,29.63,113.37,255.3845,19.052,17.1591,429.1645,536.451,937.6966,1718.5282,2147.1921,,,
Goa,REV_NTAX_II_D_FC_NPG_SG,33.86,33.51,33.2,33.08,33.87,39.72,27.62,9.77,3.11,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0948,109.93,148.0781,235.0781,,,
Goa,REV_NTAX_II_D_FC_NPG_NC,0.75,0.0,0.75,0.75,0.75,0.76,0.8,0.0,0.0,0.0,0.47,0.0,1.96,1.59,1.13,0.87,2.47,0.0,0.0,0.0,0.0,3.28,1.17,0.0,4.985,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_NTAX_II_D_FC_NPG_OT,0.68,1.52,0.52,0.32,0.99,0.32,3.04,15.73,4.19,3.09,14.35,11.94,5.12,3.6,0.35,5.97,17.73,0.0,0.0,0.0,0.0,6.78,28.46,113.37,250.3995,16.052,14.1591,429.1645,468.3562,827.7666,1570.4501,1912.114,,,
Goa,REV_NTAX_II_D_FC_NPG_GST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.6994,1553.18,1886.723,,,
Goa,REV_NTAX_II_D_FC_NPG_VAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_NTAX_II_D_FC_NPG_CST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_NTAX_II_D_FC_NPG_CESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Goa,REV_NTAX_II_D_FC_PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.02,0.0,3.18,3.18
Goa,REV_NTAX_II_D_FC_RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0001,37.2
Goa,REV_NTAX_II_D_FC_UL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_D_FC_DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.4,0.0,0.0
Goa,REV_NTAX_II_D_FC_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_D_275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_D_OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.1307,1034.0367,1578.046,205.495,52.395
Goa,REV_NTAX_II_D_OG_GC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Goa,REV_NTAX_II_D_OG_GC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.4682,911.1593,1530.7035,0.0,8.0
Gujarat,REV_TOTAL,3379.27,4662.55,5911.08,7030.01,7806.39,8544.05,9668.04,11125.39,12742.74,13900.34,15738.59,15986.06,17875.33,18247.52,20264.94,25066.87,31002.22,35689.85,38675.71,41672.36,52363.63,62958.97,75228.54,79975.74,91977.8,97482.5731,109841.8115,123291.2747,136001.55,142843.7582,128155.6555,166829.7,199408.3244,215793.2372,229653.17
Gujarat,REV_TAX_I,2680.09,3200.91,4269.64,4924.81,5721.49,6462.13,7240.45,8165.55,9257.38,9826.77,10620.57,10734.86,10883.87,13138.91,15177.01,19070.54,22890.58,27311.66,29282.89,32631.16,43018.07,52032.59,62765.75,66074.3,71636.165,78339.8373,83278.0984,92331.7012,103592.07,99239.5931,90484.71,128783.85,157843.6016,175724.78,191195.0
Gujarat,REV_TAX_I_A,2399.83,2893.44,3456.55,3941.72,4742.86,5322.87,6065.95,6591.06,7615.78,8161.73,9046.82,9246.81,9520.46,11173.41,12957.55,15697.91,18464.59,21885.57,23556.92,26740.24,36338.63,44252.28,53896.7,56372.37,61339.815,62649.4073,64442.6984,73646.4498,80565.35,79007.5028,70266.18,97678.07,124809.6016,134076.166,148949.76
Gujarat,REV_TAX_I_A_1,38.06,38.93,40.63,44.39,44.24,45.65,48.27,61.94,75.33,83.05,104.8,93.31,93.8,99.41,132.76,119.32,131.12,149.67,185.84,196.87,228.22,223.42,224.92,222.22,230.78,240.599,249.24,259.9,260.51,258.91,256.87,257.83,255.49,260.0,265.0
Gujarat,REV_TAX_I_A_1_AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,REV_TAX_I_A_1_PT,38.06,38.93,40.63,44.39,44.24,45.65,48.27,61.94,75.33,83.05,104.8,93.31,93.8,99.41,132.76,119.32,131.12,149.67,185.84,196.87,228.22,223.42,224.92,222.22,230.78,240.599,249.24,259.9,260.51,258.91,256.87,257.83,255.49,260.0,265.0
Gujarat,REV_TAX_I_A_2,159.66,203.83,230.84,270.35,331.99,433.53,487.44,486.96,579.11,639.9,620.39,627.15,746.25,954.64,1202.2,1553.38,2000.67,2813.36,2372.89,3841.67,5585.2,6306.33,6820.53,6696.72,7556.17,8419.77,8040.92,9400.54,10447.59,10389.27,9861.5,13515.85,19165.14,22188.0,21939.0
Gujarat,REV_TAX_I_A_2_LR,34.19,36.61,46.0,59.16,60.75,77.48,87.58,75.13,71.98,116.63,81.53,86.95,95.19,126.79,234.89,380.23,498.71,683.09,543.5,1161.2,1788.79,1477.18,2207.85,1727.41,1892.65,2528.5,1998.52,1859.04,2407.51,2358.74,2133.55,2782.52,4480.53,6596.0,5510.0
Gujarat,REV_TAX_I_A_2_SR,125.26,166.94,184.56,210.77,270.68,355.49,399.13,411.01,506.23,522.38,537.42,539.41,649.88,824.67,962.8,1153.16,1425.03,2018.43,1728.5,2556.72,3666.24,4670.27,4426.93,4749.35,5503.34,5549.42,5782.93,7254.75,7780.77,7701.17,7390.18,10432.57,14206.78,15000.0,16000.0
Gujarat,REV_TAX_I_A_2_UI,0.21,0.28,0.28,0.42,0.56,0.56,0.73,0.82,0.9,0.89,1.44,0.79,1.18,3.18,4.51,19.99,76.93,111.84,100.89,123.75,130.17,158.88,185.75,219.96,160.18,341.85,259.47,286.75,259.31,329.36,337.77,300.76,477.83,592.0,429.0
Gujarat,REV_TAX_I_A_3,2202.11,2650.68,3185.08,3626.98,4366.63,4843.69,5530.24,6042.16,6961.34,7438.78,8321.63,8526.35,8680.41,10119.36,11622.59,14025.2,16332.8,18922.54,20998.19,22701.7,30525.21,37722.53,46851.25,49453.43,53552.865,53989.0383,56152.5384,63986.0098,69857.25,68359.3228,60147.81,83904.39,105388.9716,111628.166,126745.76
Gujarat,REV_TAX_I_A_3_ST,1739.98,2010.53,2300.58,2771.03,3185.99,3593.36,4025.69,4402.39,4795.84,5134.47,5942.73,5857.4,6252.13,7169.58,8308.62,10561.34,12817.46,15104.54,16810.65,18199.79,24893.46,31202.31,39464.67,40976.07,44145.265,44091.0483,46313.7788,29638.89,22414.25,21071.7228,18800.3385,29044.45,36983.8223,31800.0,33900.0
Gujarat,REV_TAX_I_A_3_CST,309.76,358.29,417.13,460.3,516.45,555.26,597.15,677.93,749.88,956.81,1051.66,1015.71,1157.13,1397.0,1607.4,1915.21,1931.25,1905.5,1666.79,2548.59,4666.68,3942.92,5377.98,5290.86,5726.5273,6336.047,4783.2938,3462.7361,2785.8,2343.2599,1748.6659,3038.56,5264.2619,4360.3109,5578.11
Gujarat,REV_TAX_I_A_3_SST,1131.25,1286.56,1456.73,1762.44,2002.37,2292.75,2542.2,2713.43,3049.93,3090.7,3736.32,3661.74,3834.14,4470.28,5223.69,6360.48,10288.02,12718.38,14586.77,15116.0,19539.15,27226.86,34064.9,35679.21,38413.908,4414.9952,5684.9798,3410.681,35.68,2510.6382,2402.6869,3373.3881,4155.8222,6777.2589,4846.03
Gujarat,REV_TAX_I_A_3_STM,251.37,304.2,345.66,449.07,510.94,610.42,755.5,982.15,982.84,1014.26,1127.5,1102.49,1087.35,1295.65,1475.64,2283.15,587.18,451.47,526.35,496.45,607.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Gujarat,REV_TAX_I_A_3_SS,0.0,0.0,10.65,1.54,2.79,0.42,0.53,0.08,0.0,46.21,13.45,10.02,1.38,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.03,0.1,0.01,0.0,1.7298,0.016,0.0068,0.0009,0.12,-0.0045,0.0447,0.0016,0.0,0.047,0.0
Gujarat,REV_TAX_I_A_3_RT,47.88,61.15,67.28,96.41,150.82,133.1,128.64,19.12,0.01,0.0,0.0,10.09,0.02,0.0,0.11,0.48,0.01,8.02,0.31,0.03,0.41,0.15,0.46,0.04,0.2941,0.0045,0.0359,0.001,0.0,0.0004,0.0046,0.0,0.001,0.0,0.0
Gujarat,REV_TAX_I_A_3_OR,-0.28,0.33,3.13,1.27,2.62,1.41,1.67,9.68,13.18,26.49,13.8,57.35,172.11,6.65,1.79,2.02,11.0,21.17,30.37,38.53,79.45,32.27,21.33,5.95,2.8058,33339.9856,35845.4625,22765.471,19592.65,16217.8288,14648.9364,22632.5003,27563.7372,20662.3832,23475.86
Gujarat,REV_TAX_I_A_3_SE,12.0,13.08,14.85,18.42,21.08,21.36,24.32,24.35,27.25,32.02,40.37,47.32,47.11,46.25,47.09,48.06,41.94,47.2,48.71,65.94,62.97,72.11,84.91,109.82,140.27,123.32,151.53,84.75,130.59,138.26,133.65,154.82,187.65,180.0,155.0
Gujarat,REV_TAX_I_A_3_TV,95.75,113.01,145.02,174.69,208.17,305.69,333.94,395.99,460.21,601.71,627.28,676.63,808.11,936.39,1060.93,1153.97,1191.15,1310.09,1381.66,1542.64,2003.68,2251.03,2276.26,2282.81,2695.09,3007.98,3212.95,3885.44,4118.6,3846.94,2981.53,3888.62,5001.68,5183.0,5600.0
Gujarat,REV_TAX_I_A_3_TG,105.51,75.55,121.56,117.44,65.4,107.3,96.19,38.26,62.14,88.88,26.03,99.11,11.09,171.79,160.11,156.3,5.96,151.62,169.35,6.91,6.38,208.34,210.58,833.56,210.35,265.19,66.4,131.28,116.74,48.35,103.82,11.44,54.85,132.0,140.0
Gujarat,REV_TAX_I_A_3_TE,187.39,376.33,544.19,465.53,791.21,695.58,900.6,1023.54,1447.17,1401.63,1521.0,1656.52,1383.84,1592.19,1829.07,1899.68,2087.77,2046.52,2369.91,2643.65,3262.64,3654.55,4406.6,4692.77,5877.65,5999.66,5833.1,6484.29,7347.79,8774.35,8318.87,7012.72,10593.52,11797.78,11754.24
Gujarat,REV_TAX_I_A_3_ET,31.24,32.64,29.36,36.01,41.0,0.0,58.98,59.51,62.71,67.4,53.0,64.8,40.09,41.37,51.19,44.24,28.18,28.76,34.11,47.28,66.19,76.42,125.75,133.92,109.2252,110.3701,132.0944,51.5587,1.3,2.0683,4.168,2.4783,2.7369,3.283,4.04
Gujarat,REV_TAX_I_A_3_GS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23347.89,35351.31,34106.67,29458.54,43486.98,52154.23,61815.0,74596.76
