,,,,,Repayment of Loans to the Centre (1 to 7),EXP_CAP_III,,,,,,,,,,,,,,,,
,,,,,State Plan Schemes,EXP_CAP_III_SPS,,,,,,,,,,,,,,,,
,,,,,Advance release of Plan Assistance for Natural Calamities,EXP_CAP_III_SPS_NC,,,,,,,,,,,,,,,,
,,,,,Central Plan Schemes,EXP_CAP_III_CPS,,,,,,,,,,,,,,,,
,,,,,Centrally Sponsored Schemes,EXP_CAP_III_CSS,,,,,,,,,,,,,,,,
,,,,,Non-Plan Loans,EXP_CAP_III_NPL,,,,,,,,,,,,,,,,
,,,,,Relief for Natural Calamities,EXP_CAP_III_NPL_NC,,,,,,,,,,,,,,,,
,,,,,Others,EXP_CAP_III_NPL_OT,,,,,,,,,,,,,,,,
,,,,,Ways and Means Advances from Centre,EXP_CAP_III_WMA,,,,,,,,,,,,,,,,
,,,,,Loans for Special Schemes,EXP_CAP_III_LOANSS,,,,,,,,,,,,,,,,
,,,,,Other Loans for States/Union Territories with legislature schemes,EXP_CAP_III_OL,,,,,,,,,,,,,,,,
,,,,,Loans and Advances by State Governments (1+2),EXP_CAP_IV,,,,,,,,,,,,,,,,
,,,,,Development Purposes (a + b),EXP_CAP_IV_DEV,,,,,,,,,,,,,,,,
,,,,,Social Services (1 to 7),EXP_CAP_IV_A_SS,,,,,,,,,,,,,,,,
,,,,,"Education, Sports, Art and Culture",EXP_CAP_IV_A_1,,,,,,,,,,,,,,,,
,,,,,Medical and Public Health,EXP_CAP_IV_A_2,,,,,,,,,,,,,,,,
,,,,,Family Welfare,EXP_CAP_IV_A_3,,,,,,,,,,,,,,,,
,,,,,Water Supply and Sanitation,EXP_CAP_IV_A_4,,,,,,,,,,,,,,,,
,,,,,Housing,EXP_CAP_IV_A_5,,,,,,,,,,,,,,,,
,,,,,Government Servants (Housing),EXP_CAP_IV_A_6,,,,,,,,,,,,,,,,
,,,,,Others,EXP_CAP_IV_A_7,,,,,,,,,,,,,,,,
,,,,,Economic Services (1 to 10),EXP_CAP_IV_B_ES,,,,,,,,,,,,,,,,
,,,,,Crop Husbandry,EXP_CAP_IV_B_1,,,,,,,,,,,,,,,,
,,,,,Soil and Water Conservation,EXP_CAP_IV_B_2,,,,,,,,,,,,,,,,
,,,,,Food Storage and Warehousing,EXP_CAP_IV_B_3,,,,,,,,,,,,,,,,
,,,,,Co-operation,EXP_CAP_IV_B_4,,,,,,,,,,,,,,,,
,,,,,"Major and Medium Irrigation, etc.",EXP_CAP_IV_B_5,,,,,,,,,,,,,,,,
,,,,,Power Projects,EXP_CAP_IV_B_6,,,,,,,,,,,,,,,,
,,,,,Village and Small Industries,EXP_CAP_IV_B_7,,,,,,,,,,,,,,,,
,,,,,Other Industries and Minerals,EXP_CAP_IV_B_8,,,,,,,,,,,,,,,,
,,,,,Rural Development,EXP_CAP_IV_B_9,,,,,,,,,,,,,,,,
,,,,,Others,EXP_CAP_IV_B_10,,,,,,,,,,,,,,,,
,,,,,Non-Development Purposes (a + b),EXP_CAP_IV_2_ND,,,,,,,,,,,,,,,,
,,,,,Government Servants (other than Housing),EXP_CAP_IV_2_A_GS,,,,,,,,,,,,,,,,
,,,,,Miscellaneous,EXP_CAP_IV_2_B_MISC,,,,,,,,,,,,,,,,
,,,,,Inter-State Settlement,EXP_CAP_V,,,,,,,,,,,,,,,,
,,,,,Contingency Fund,EXP_CAP_VI,,,,,,,,,,,,,,,,
,,,,,"State Provident Funds, etc. (1+2)",EXP_CAP_VII,,,,,,,,,,,,,,,,
,,,,,State Provident Funds,EXP_CAP_VII_SPF,,,,,,,,,,,,,,,,
,,,,,Others,EXP_CAP_VII_OTH,,,,,,,,,,,,,,,,
,,,,,Reserve Funds (1 to 4),EXP_CAP_VIII,,,,,,,,,,,,,,,,
,,,,,Depreciation/Renewal Reserve Funds,EXP_CAP_VIII_DRF,,,,,,,,,,,,,,,,
,,,,,Sinking Funds,EXP_CAP_VIII_SF,,,,,,,,,,,,,,,,
,,,,,Famine Relief Fund,EXP_CAP_VIII_FRF,,,,,,,,,,,,,,,,
,,,,,Deposits and Advances (1 to 4),EXP_CAP_IX,,,,,,,,,,,,,,,,
,,,,,Civil Deposits,EXP_CAP_IX_CD,,,,,,,,,,,,,,,,
,,,,,Deposits of Local Funds,EXP_CAP_IX_DLF,,,,,,,,,,,,,,,,
,,,,,Civil Advances,EXP_CAP_IX_CA,,,,,,,,,,,,,,,,
,,,,,Suspense and Miscellaneous (1 to 4),EXP_CAP_X,,,,,,,,,,,,,,,,
,,,,,Suspense,EXP_CAP_X_SUS,,,,,,,,,,,,,,,,
,,,,,Cash Balance Investment Accounts,EXP_CAP_X_CBIA,,,,,,,,,,,,,,,,
,,,,,Deposits with RBI,EXP_CAP_X_DRBI,,,,,,,,,,,,,,,,
,,,,,Others,EXP_CAP_X_OTH,,,,,,,,,,,,,,,,
,,,,,Appropriation to Contingency Fund,EXP_CAP_XI,,,,,,,,,,,,,,,,
,,,,,Surplus (+)/Deficit (-) on Revenue Account,BAL_REV,,,,,,,,,,,,,,,,
,,,,,Surplus (+)/Deficit (-) on Capital Account,BAL_CAP,,,,,,,,,,,,,,,,
,,,,,Overall Surplus (+)/Deficit (-) (A+B),BAL_OVR,,,,,,,,,,,,,,,,
,,,,,Financing of Surplus (+)/Deficit (-) (C = i to iii),BAL_FIN,,,,,,,,,,,,,,,,
,,,,,Increase (+)/Decrease (-) in Cash Balances,BAL_CASH,,,,,,,,,,,,,,,,
,,,,,Opening Balance,BAL_CASH_OPEN,,,,,,,,,,,,,,,,
,,,,,Closing Balance,BAL_CASH_CLOSE,,,,,,,,,,,,,,,,
,,,,,Withdrawals from (-)/Additions to (+) Cash Balance Investment Account (net),BAL_CASH_INV_NET,,,,,,,,,,,,,,,,
,,,,,Increase (-)/Decrease (+) in Ways and Means Advances and Overdrafts from RBI (net),BAL_WMA_OD_RBI,,,,,,,,,,,,,,,,
,,,,,Nominal GSDP (Spliced),NGSDP,,,,,,,,,,,,,,,,
,,,,,Population (mn),POP,,,,,,,,,,,,,,,,
,,,,,nomgsva,nomgsva,,,,,,,,,,,,,,,,
,,,,,nomagriculture,nomagriculture,,,,,,,,,,,,,,,,
,,,,,nomcrop,nomcrop,,,,,,,,,,,,,,,,
,,,,,nomlivestock,nomlivestock,,,,,,,,,,,,,,,,
,,,,,nomforest,nomforest,,,,,,,,,,,,,,,,
,,,,,nomfishing,nomfishing,,,,,,,,,,,,,,,,
,,,,,nommining,nommining,,,,,,,,,,,,,,,,
,,,,,nommanufacturing,nommanufacturing,,,,,,,,,,,,,,,,
,,,,,nomelectricity,nomelectricity,,,,,,,,,,,,,,,,
,,,,,nomconstruction,nomconstruction,,,,,,,,,,,,,,,,
,,,,,nomtrade,nomtrade,,,,,,,,,,,,,,,,
,,,,,nomrepair,nomrepair,,,,,,,,,,,,,,,,
,,,,,nomhotel,nomhotel,,,,,,,,,,,,,,,,
,,,,,nomtransport,nomtransport,,,,,,,,,,,,,,,,
,,,,,nomrailways_tr,nomrailways_tr,,,,,,,,,,,,,,,,
,,,,,nomroad_tr,nomroad_tr,,,,,,,,,,,,,,,,
,,,,,nomwater_tr,nomwater_tr,,,,,,,,,,,,,,,,
,,,,,nomair_tr,nomair_tr,,,,,,,,,,,,,,,,
,,,,,nomservices_tr,nomservices_tr,,,,,,,,,,,,,,,,
,,,,,nomstorage,nomstorage,,,,,,,,,,,,,,,,
,,,,,nombroadcasting,nombroadcasting,,,,,,,,,,,,,,,,
,,,,,nomfinancial,nomfinancial,,,,,,,,,,,,,,,,
,,,,,nomreal,nomreal,,,,,,,,,,,,,,,,
,,,,,nompublic,nompublic,,,,,,,,,,,,,,,,
,,,,,nomother,nomother,,,,,,,,,,,,,,,,
,,,,,nomtaxes,nomtaxes,,,,,,,,,,,,,,,,
,,,,,nomsubsidies,nomsubsidies,,,,,,,,,,,,,,,,
,,,,,gsva,gsva,,,,,,,,,,,,,,,,
,,,,,agriculture,agriculture,,,,,,,,,,,,,,,,
,,,,,crop,crop,,,,,,,,,,,,,,,,
,,,,,livestock,livestock,,,,,,,,,,,,,,,,
,,,,,forest,forest,,,,,,,,,,,,,,,,
,,,,,fishing,fishing,,,,,,,,,,,,,,,,
,,,,,mining,mining,,,,,,,,,,,,,,,,
,,,,,manufacturing,manufacturing,,,,,,,,,,,,,,,,
,,,,,electricity,electricity,,,,,,,,,,,,,,,,
,,,,,construction,construction,,,,,,,,,,,,,,,,
,,,,,trade,trade,,,,,,,,,,,,,,,,
,,,,,repair,repair,,,,,,,,,,,,,,,,
,,,,,hotel,hotel,,,,,,,,,,,,,,,,
,,,,,transport,transport,,,,,,,,,,,,,,,,
,,,,,railways_tr,railways_tr,,,,,,,,,,,,,,,,
,,,,,road_tr,road_tr,,,,,,,,,,,,,,,,
,,,,,water_tr,water_tr,,,,,,,,,,,,,,,,
,,,,,air_tr,air_tr,,,,,,,,,,,,,,,,
,,,,,services_tr,services_tr,,,,,,,,,,,,,,,,
,,,,,storage,storage,,,,,,,,,,,,,,,,
,,,,,broadcasting,broadcasting,,,,,,,,,,,,,,,,
,,,,,financial,financial,,,,,,,,,,,,,,,,
,,,,,real,real,,,,,,,,,,,,,,,,
,,,,,public,public,,,,,,,,,,,,,,,,
,,,,,other,other,,,,,,,,,,,,,,,,
,,,,,taxes,taxes,,,,,,,,,,,,,,,,
,,,,,subsidies,subsidies,,,,,,,,,,,,,,,,
,,,,,industry,industry,,,,,,,,,,,,,,,,
,,,,,services,services,,,,,,,,,,,,,,,,
,,,,,Consumer price index,CPI,,,,,,,,,,,,,,,,
,,,,,nomgsdp,nomgsdp,,,,,,,,,,,,,,,,
,,,,,realgsdp,realgsdp,,,,,,,,,,,,,,,,
,,,,,nompcnsdp,nompcnsdp,,,,,,,,,,,,,,,,
,,,,,realpcnsdp,realpcnsdp,,,,,,,,,,,,,,,,
,,,,,Multidimensional poverty index,POV,,,,,,,,,,,,,,,,
,,,,,Total liabilities,TOTLIAB,,,,,,,,,,,,,,,,
,,,,,Wages and Salaries,WAGES,,,,,,,,,,,,,,,,
,,,,,Expenditure on Operations and Maintenance,opsandmant,,,,,,,,,,,,,,,,
,,,,,Social sector expenditure,socialexp,,,,,,,,,,,,,,,,
,,,,,Climate Vulnerability Index,cvi,,,,,,,,,,,,,,,,
,,,,,DISCOM_Performance,DISCOM_Performance,,,,,,,,,,,,,,,,
,,,,,Access_affordability_reliability,Access_affordability_reliability,,,,,,,,,,,,,,,,
,,,,,Clean_Energy_Initiatives,Clean_Energy_Initiatives,,,,,,,,,,,,,,,,
,,,,,Energy_Efficiency,Energy_Efficiency,,,,,,,,,,,,,,,,
,,,,,Environment_Sustainability,Environment_Sustainability,,,,,,,,,,,,,,,,
,,,,,New_Initiatives,New_Initiatives,,,,,,,,,,,,,,,,
,,,,,SECI_score,SECI_score,,,,,,,,,,,,,,,,
,,,,,Cyclical component of current spending,REXP_CUR_TOTAL_cyc,,,,,,,,,,,,,,,,
,,,,,Potential component of current spending,ln_REXP_CUR_TOTAL_pot,,,,,,,,,,,,,,,,
,,,,,Cyclical component of capital outlays,REXP_CAP_I_cyc,,,,,,,,,,,,,,,,
,,,,,Potential component of capital outlays,ln_REXP_CAP_I_pot,,,,,,,,,,,,,,,,
,,,,,Cyclical component of loans and advances,REXP_CAP_IV_cyc,,,,,,,,,,,,,,,,
,,,,,Potential component of loans and advances,ln_REXP_CAP_IV_pot,,,,,,,,,,,,,,,,
,,,,,Cyclical component of real GSDP,RGSDP_cyc,,,,,,,,,,,,,,,,
,,,,,Potential component of real GSDP,ln_RGSDP_pot,,,,,,,,,,,,,,,,
,,,,,"Public expenditure per capita on social welfare-nutrition to compute efficiency in Multi-Dimesional Poverty Free Index (1-MPI, Multi-Dimesional Poverty Index) for the entire sample",SP.INP1.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,"Multi-Dimesional Poverty Free Index (1-MPI, Multi-Dimesional Poverty Index)",SP.OUT.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.OOSS.FDH.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.OOSS.DEA.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.OOSS.BFDH.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.OOSS.BDEA.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.SFA.MPI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on social welfare-nutrition for Multi-Dimesional Poverty Free Index (1-MPI) in the entire sample,SP.OOSS.AVG.GEX.MPI,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on educationto compute efficiency in ASER Math outcome for the entire sample,EDU.INP1.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,ASER Math outcome,EDU.OUT.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on education for ASER Math outcome in the entire sample,EDU.OOSS.FDH.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on education for ASER Math outcome in the entire sample,EDU.OOSS.DEA.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on education for ASER Math outcome in the entire sample,EDU.OOSS.BFDH.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on education for ASER Math outcome in the entire sample,EDU.OOSS.BDEA.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on education for ASER Math outcome in the entire sample,EDU.SFA.ASM,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on education for ASER Math outcome in the entire sample,EDU.OOSS.AVG.GEX.ASM,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on health to compute efficiency in Full immunization coverage for the entire sample,HLT.INP1.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Full immunization coverage,HLT.OUT.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on health for Full immunization coverage in the entire sample,HLT.OOSS.FDH.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on health for Full immunization coverage in the entire sample,HLT.OOSS.DEA.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on health for Full immunization coverage in the entire sample,HLT.OOSS.BFDH.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on health for Full immunization coverage in the entire sample,HLT.OOSS.BDEA.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on health for Full immunization coverage in the entire sample,HLT.SFA.FIC,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on health for Full immunization coverage in the entire sample,HLT.OOSS.AVG.GEX.FIC,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on educationto compute efficiency in Learning Outcomes Language for the entire sample,EDU.INP1.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Learning Outcomes Language,EDU.OUT.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on education for Learning Outcomes Language in the entire sample,EDU.OOSS.FDH.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on education for Learning Outcomes Language in the entire sample,EDU.OOSS.DEA.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on education for Learning Outcomes Language in the entire sample,EDU.OOSS.BFDH.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on education for Learning Outcomes Language in the entire sample,EDU.OOSS.BDEA.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on education for Learning Outcomes Language in the entire sample,EDU.SFA.LOL,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on education for Learning Outcomes Language in the entire sample,EDU.OOSS.AVG.GEX.LOL,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on education to compute efficiency in ASER Reading outcome for the entire sample,EDU.INP1.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,ASER Reading outcome,EDU.OUT.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on education for ASER Reading outcome in the entire sample,EDU.OOSS.FDH.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on education for ASER Reading outcome in the entire sample,EDU.OOSS.DEA.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on education for ASER Reading outcome in the entire sample,EDU.OOSS.BFDH.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on education for ASER Reading outcome in the entire sample,EDU.OOSS.BDEA.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on education for ASER Reading outcome in the entire sample,EDU.SFA.ASR,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on education for ASER Reading outcome in the entire sample,EDU.OOSS.AVG.GEX.ASR,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on health to compute efficiency in NITI Health Index for the entire sample,HLT.INP1.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,NITI Health Index,HLT.OUT.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on health for NITI Health Index in the entire sample,HLT.OOSS.FDH.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on health for NITI Health Index in the entire sample,HLT.OOSS.DEA.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on health for NITI Health Index in the entire sample,HLT.OOSS.BFDH.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on health for NITI Health Index in the entire sample,HLT.OOSS.BDEA.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on health for NITI Health Index in the entire sample,HLT.SFA.NHI,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on health for NITI Health Index in the entire sample,HLT.OOSS.AVG.GEX.NHI,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on health to compute efficiency in TB treatment success rate for the entire sample,HLT.INP1.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,TB treatment success rate,HLT.OUT.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on health for TBtreatment success rate in the entire sample,HLT.OOSS.FDH.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on health for TBtreatment success rate in the entire sample,HLT.OOSS.DEA.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on health for TBtreatment success rate in the entire sample,HLT.OOSS.BFDH.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on health for TBtreatment success rate in the entire sample,HLT.OOSS.BDEA.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on health for TBtreatment success rate in the entire sample,HLT.SFA.TBS,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on health for TBtreatment success rate in the entire sample,HLT.OOSS.AVG.GEX.TBS,,,,,,,,,,,,,,,,
,,,,,Public expenditure per capita on social welfare-nutrition to compute efficiency in Poverty Free Population (%) for the entire sample,SP.INP1.GEX.POF,,,,,,,,,,,,,,,,
,,,,,Poverty Free Population (%),SP.OUT.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (FDH) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.OOSS.FDH.GEX.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (DEA) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.OOSS.DEA.GEX.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped FDH) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.OOSS.BFDH.GEX.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Bootstrapped DEA) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.OOSS.BDEA.GEX.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (SFA) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.SFA.POF,,,,,,,,,,,,,,,,
,,,,,Output-oriented efficiency score (Average) of public spending on social welfare-nutrition for Poverty Free Population (%) in the entire sample,SP.OOSS.AVG.GEX.POF,,,,,,,,,,,,,,,,
