year,sector2,sector,state,state_sec_quint,type,level,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear
2022,rural,0,Puducherry,99,All,State,0.203,0.000,0.348,0.282,0.000,0.902,0.053,0.009,0.080,0.000,0.019,0.000,0.000,0.000,0.008,0.016,0.267,0.036,0.004,0.041,0.006
2022,urban,1,Puducherry,99,All,State,0.102,0.000,0.145,0.160,0.000,0.844,0.023,0.015,0.059,0.003,0.018,0.005,0.000,0.000,0.005,0.016,0.155,0.015,0.007,0.025,0.004
2022,All,99,Punjab,1,quintile,State,0.379,0.005,0.252,0.357,0.001,0.367,0.784,0.080,0.110,0.017,0.016,0.000,0.000,0.000,0.001,0.015,0.315,0.032,0.074,0.075,0.043
2022,rural,0,Punjab,1,quintile,State,0.428,0.008,0.261,0.406,0.001,0.340,0.792,0.105,0.120,0.013,0.023,0.000,0.000,0.000,0.002,0.021,0.350,0.035,0.096,0.102,0.059
2022,urban,1,Punjab,1,quintile,State,0.242,0.000,0.232,0.235,0.003,0.405,0.760,0.031,0.079,0.018,0.002,0.000,0.000,0.000,0.000,0.002,0.228,0.026,0.027,0.016,0.002
2022,All,99,Punjab,2,quintile,State,0.391,0.000,0.211,0.240,0.002,0.420,0.795,0.076,0.137,0.010,0.010,0.000,0.000,0.000,0.000,0.010,0.210,0.026,0.074,0.066,0.047
2022,rural,0,Punjab,2,quintile,State,0.456,0.000,0.203,0.290,0.001,0.406,0.814,0.099,0.163,0.011,0.012,0.000,0.000,0.000,0.000,0.012,0.260,0.034,0.092,0.087,0.071
2022,urban,1,Punjab,2,quintile,State,0.264,0.000,0.170,0.168,0.001,0.510,0.738,0.024,0.074,0.008,0.003,0.000,0.000,0.000,0.000,0.003,0.148,0.007,0.032,0.027,0.012
2022,All,99,Punjab,3,quintile,State,0.367,0.001,0.181,0.184,0.001,0.455,0.762,0.073,0.099,0.008,0.005,0.000,0.000,0.000,0.000,0.005,0.171,0.010,0.074,0.039,0.033
2022,rural,0,Punjab,3,quintile,State,0.454,0.001,0.221,0.209,0.002,0.433,0.800,0.106,0.120,0.015,0.005,0.000,0.000,0.000,0.000,0.005,0.178,0.015,0.078,0.050,0.042
2022,urban,1,Punjab,3,quintile,State,0.238,0.000,0.178,0.126,0.000,0.415,0.712,0.021,0.048,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.002,0.056,0.015,0.008
2022,All,99,Punjab,4,quintile,State,0.309,0.000,0.175,0.154,0.000,0.498,0.767,0.046,0.093,0.006,0.005,0.000,0.000,0.001,0.000,0.004,0.142,0.007,0.075,0.026,0.020
2022,rural,0,Punjab,4,quintile,State,0.366,0.000,0.174,0.198,0.000,0.509,0.770,0.059,0.140,0.006,0.009,0.000,0.000,0.002,0.000,0.008,0.188,0.010,0.103,0.034,0.029
2022,urban,1,Punjab,4,quintile,State,0.137,0.000,0.124,0.065,0.000,0.487,0.715,0.018,0.040,0.009,0.003,0.000,0.000,0.000,0.000,0.003,0.057,0.000,0.035,0.005,0.005
2022,All,99,Punjab,5,quintile,State,0.181,0.000,0.088,0.057,0.000,0.446,0.665,0.019,0.060,0.015,0.001,0.000,0.000,0.001,0.000,0.000,0.054,0.002,0.031,0.008,0.005
2022,rural,0,Punjab,5,quintile,State,0.290,0.000,0.129,0.099,0.001,0.513,0.740,0.036,0.084,0.016,0.003,0.000,0.000,0.002,0.000,0.001,0.089,0.007,0.048,0.023,0.013
2022,urban,1,Punjab,5,quintile,State,0.080,0.000,0.054,0.018,0.000,0.346,0.589,0.001,0.029,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.015,0.000,0.001
2022,All,99,Punjab,99,All,State,0.325,0.001,0.181,0.198,0.001,0.437,0.755,0.059,0.100,0.011,0.007,0.000,0.000,0.001,0.000,0.007,0.178,0.016,0.066,0.043,0.030
2022,rural,0,Punjab,99,All,State,0.399,0.002,0.198,0.240,0.001,0.440,0.783,0.081,0.125,0.012,0.011,0.000,0.000,0.001,0.000,0.009,0.213,0.020,0.083,0.059,0.043
2022,urban,1,Punjab,99,All,State,0.192,0.000,0.152,0.123,0.001,0.432,0.703,0.019,0.054,0.009,0.002,0.000,0.000,0.000,0.000,0.002,0.115,0.007,0.033,0.013,0.006
2022,All,99,Rajasthan,1,quintile,State,0.399,0.000,0.573,0.495,0.003,0.076,0.750,0.113,0.455,0.065,0.009,0.000,0.000,0.000,0.007,0.001,0.482,0.006,0.005,0.087,0.005
2022,rural,0,Rajasthan,1,quintile,State,0.407,0.000,0.598,0.530,0.002,0.070,0.778,0.105,0.479,0.063,0.009,0.000,0.000,0.001,0.008,0.000,0.514,0.004,0.003,0.087,0.004
2022,urban,1,Rajasthan,1,quintile,State,0.339,0.000,0.379,0.280,0.003,0.085,0.589,0.155,0.309,0.063,0.007,0.000,0.000,0.000,0.002,0.006,0.271,0.014,0.015,0.039,0.002
2022,All,99,Rajasthan,2,quintile,State,0.410,0.000,0.471,0.429,0.001,0.067,0.749,0.142,0.345,0.064,0.011,0.000,0.000,0.000,0.009,0.002,0.415,0.009,0.002,0.096,0.003
2022,rural,0,Rajasthan,2,quintile,State,0.429,0.000,0.527,0.490,0.002,0.069,0.785,0.142,0.372,0.069,0.013,0.000,0.000,0.000,0.012,0.002,0.472,0.010,0.001,0.117,0.005
2022,urban,1,Rajasthan,2,quintile,State,0.288,0.000,0.273,0.168,0.000,0.066,0.668,0.069,0.278,0.047,0.004,0.000,0.000,0.000,0.001,0.003,0.167,0.000,0.000,0.016,0.000
2022,All,99,Rajasthan,3,quintile,State,0.385,0.001,0.415,0.367,0.001,0.063,0.730,0.167,0.319,0.062,0.008,0.000,0.000,0.000,0.006,0.003,0.359,0.008,0.002,0.077,0.000
2022,rural,0,Rajasthan,3,quintile,State,0.420,0.001,0.471,0.453,0.002,0.067,0.758,0.196,0.341,0.067,0.008,0.000,0.000,0.000,0.007,0.002,0.445,0.009,0.002,0.106,0.001
2022,urban,1,Rajasthan,3,quintile,State,0.295,0.000,0.232,0.105,0.000,0.062,0.645,0.067,0.248,0.051,0.006,0.000,0.000,0.000,0.005,0.000,0.101,0.005,0.002,0.021,0.000
2022,All,99,Rajasthan,4,quintile,State,0.352,0.000,0.375,0.278,0.001,0.059,0.740,0.158,0.305,0.070,0.008,0.000,0.000,0.000,0.005,0.003,0.268,0.006,0.001,0.044,0.002
2022,rural,0,Rajasthan,4,quintile,State,0.395,0.000,0.450,0.353,0.001,0.056,0.753,0.193,0.332,0.073,0.010,0.000,0.000,0.000,0.005,0.005,0.339,0.009,0.002,0.057,0.003
2022,urban,1,Rajasthan,4,quintile,State,0.188,0.000,0.117,0.065,0.000,0.060,0.691,0.051,0.227,0.053,0.002,0.000,0.000,0.000,0.002,0.000,0.063,0.001,0.000,0.005,0.000
2022,All,99,Rajasthan,5,quintile,State,0.280,0.000,0.210,0.147,0.001,0.050,0.675,0.089,0.249,0.054,0.006,0.000,0.000,0.000,0.004,0.001,0.144,0.004,0.001,0.021,0.000
2022,rural,0,Rajasthan,5,quintile,State,0.381,0.000,0.315,0.234,0.001,0.051,0.724,0.128,0.283,0.063,0.008,0.000,0.000,0.000,0.007,0.002,0.231,0.005,0.001,0.035,0.001
2022,urban,1,Rajasthan,5,quintile,State,0.068,0.000,0.043,0.016,0.000,0.046,0.565,0.027,0.190,0.040,0.001,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.003,0.000,0.000
2022,All,99,Rajasthan,99,All,State,0.365,0.000,0.409,0.343,0.001,0.063,0.729,0.134,0.335,0.063,0.008,0.000,0.000,0.000,0.006,0.002,0.334,0.006,0.002,0.065,0.002
2022,rural,0,Rajasthan,99,All,State,0.406,0.000,0.472,0.412,0.002,0.063,0.760,0.153,0.361,0.067,0.010,0.000,0.000,0.000,0.008,0.002,0.400,0.007,0.002,0.080,0.003
2022,urban,1,Rajasthan,99,All,State,0.236,0.000,0.209,0.127,0.001,0.064,0.631,0.074,0.251,0.051,0.004,0.000,0.000,0.000,0.002,0.002,0.123,0.004,0.004,0.016,0.000
2022,All,99,Sikkim,1,quintile,State,0.610,0.003,0.353,0.222,0.003,0.294,0.288,0.000,0.025,0.017,0.020,0.011,0.000,0.000,0.000,0.009,0.213,0.000,0.013,0.008,0.003
2022,rural,0,Sikkim,1,quintile,State,0.692,0.005,0.400,0.235,0.004,0.317,0.355,0.000,0.025,0.018,0.012,0.012,0.000,0.000,0.000,0.000,0.224,0.000,0.018,0.009,0.005
2022,urban,1,Sikkim,1,quintile,State,0.255,0.000,0.087,0.186,0.000,0.248,0.009,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.032,0.186,0.000,0.000,0.000,0.000
2022,All,99,Sikkim,2,quintile,State,0.448,0.000,0.384,0.210,0.000,0.316,0.196,0.001,0.030,0.012,0.002,0.002,0.000,0.000,0.000,0.000,0.210,0.006,0.000,0.000,0.000
2022,rural,0,Sikkim,2,quintile,State,0.546,0.000,0.473,0.255,0.000,0.327,0.260,0.000,0.052,0.022,0.007,0.007,0.000,0.000,0.000,0.000,0.252,0.008,0.000,0.003,0.000
2022,urban,1,Sikkim,2,quintile,State,0.235,0.000,0.117,0.138,0.000,0.306,0.040,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.000
2022,All,99,Sikkim,3,quintile,State,0.425,0.000,0.392,0.190,0.000,0.339,0.186,0.000,0.034,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.022,0.000,0.000
2022,rural,0,Sikkim,3,quintile,State,0.459,0.000,0.461,0.184,0.000,0.343,0.218,0.000,0.027,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.184,0.000,0.013,0.000,0.000
2022,urban,1,Sikkim,3,quintile,State,0.292,0.000,0.119,0.082,0.000,0.269,0.023,0.000,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.011,0.000,0.000
2022,All,99,Sikkim,4,quintile,State,0.394,0.000,0.378,0.227,0.000,0.314,0.177,0.000,0.011,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.227,0.000,0.027,0.000,0.000
2022,rural,0,Sikkim,4,quintile,State,0.429,0.000,0.503,0.250,0.000,0.326,0.248,0.000,0.027,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.034,0.000,0.000
2022,urban,1,Sikkim,4,quintile,State,0.250,0.000,0.162,0.098,0.000,0.222,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.014,0.000,0.000
2022,All,99,Sikkim,5,quintile,State,0.316,0.000,0.231,0.148,0.001,0.321,0.089,0.000,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.148,0.000,0.074,0.001,0.000
2022,rural,0,Sikkim,5,quintile,State,0.427,0.000,0.359,0.234,0.001,0.368,0.175,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.234,0.000,0.103,0.001,0.000
2022,urban,1,Sikkim,5,quintile,State,0.204,0.000,0.034,0.063,0.000,0.278,0.004,0.000,0.005,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.031,0.000,0.000
2022,All,99,Sikkim,99,All,State,0.439,0.001,0.348,0.199,0.001,0.317,0.187,0.000,0.022,0.009,0.005,0.003,0.000,0.000,0.000,0.002,0.197,0.001,0.027,0.002,0.001
2022,rural,0,Sikkim,99,All,State,0.511,0.001,0.439,0.231,0.001,0.336,0.252,0.000,0.028,0.011,0.004,0.004,0.000,0.000,0.000,0.000,0.229,0.002,0.033,0.002,0.001
2022,urban,1,Sikkim,99,All,State,0.247,0.000,0.104,0.114,0.000,0.265,0.016,0.001,0.005,0.004,0.007,0.000,0.000,0.000,0.000,0.007,0.114,0.000,0.011,0.000,0.000
2022,All,99,Tamil Nadu,1,quintile,State,0.936,0.403,0.660,0.459,0.017,0.283,0.757,0.026,0.162,0.019,0.106,0.006,0.000,0.001,0.020,0.088,0.439,0.267,0.327,0.192,0.123
2022,rural,0,Tamil Nadu,1,quintile,State,0.963,0.509,0.645,0.507,0.019,0.257,0.750,0.019,0.178,0.020,0.139,0.010,0.000,0.001,0.026,0.113,0.490,0.308,0.372,0.208,0.138
2022,urban,1,Tamil Nadu,1,quintile,State,0.888,0.210,0.679,0.359,0.011,0.336,0.766,0.030,0.119,0.013,0.052,0.002,0.000,0.000,0.012,0.042,0.338,0.200,0.253,0.146,0.100
2022,All,99,Tamil Nadu,2,quintile,State,0.935,0.340,0.727,0.366,0.037,0.336,0.814,0.032,0.168,0.018,0.098,0.003,0.000,0.001,0.015,0.083,0.340,0.206,0.240,0.199,0.109
2022,rural,0,Tamil Nadu,2,quintile,State,0.967,0.448,0.732,0.448,0.037,0.313,0.808,0.037,0.204,0.026,0.122,0.003,0.000,0.000,0.013,0.109,0.419,0.252,0.294,0.238,0.132
2022,urban,1,Tamil Nadu,2,quintile,State,0.853,0.165,0.706,0.232,0.026,0.365,0.817,0.028,0.108,0.007,0.053,0.004,0.000,0.001,0.013,0.039,0.199,0.117,0.149,0.119,0.049
2022,All,99,Tamil Nadu,3,quintile,State,0.917,0.285,0.753,0.277,0.034,0.354,0.850,0.029,0.164,0.019,0.094,0.003,0.000,0.000,0.011,0.085,0.249,0.145,0.177,0.153,0.065
2022,rural,0,Tamil Nadu,3,quintile,State,0.968,0.409,0.762,0.366,0.048,0.340,0.858,0.036,0.219,0.025,0.119,0.003,0.000,0.000,0.017,0.107,0.343,0.202,0.237,0.220,0.106
2022,urban,1,Tamil Nadu,3,quintile,State,0.883,0.106,0.717,0.166,0.020,0.363,0.839,0.011,0.114,0.012,0.067,0.001,0.000,0.000,0.006,0.061,0.141,0.078,0.094,0.081,0.028
2022,All,99,Tamil Nadu,4,quintile,State,0.896,0.193,0.725,0.174,0.032,0.340,0.841,0.021,0.157,0.018,0.088,0.004,0.000,0.002,0.007,0.080,0.146,0.081,0.090,0.114,0.040
2022,rural,0,Tamil Nadu,4,quintile,State,0.942,0.345,0.765,0.268,0.049,0.338,0.854,0.031,0.193,0.022,0.116,0.004,0.000,0.000,0.008,0.110,0.237,0.129,0.148,0.177,0.070
2022,urban,1,Tamil Nadu,4,quintile,State,0.843,0.077,0.684,0.106,0.015,0.347,0.823,0.016,0.103,0.018,0.058,0.004,0.000,0.005,0.004,0.049,0.086,0.051,0.053,0.058,0.019
2022,All,99,Tamil Nadu,5,quintile,State,0.804,0.127,0.635,0.085,0.028,0.356,0.824,0.018,0.109,0.017,0.053,0.002,0.000,0.002,0.005,0.047,0.063,0.032,0.032,0.071,0.012
2022,rural,0,Tamil Nadu,5,quintile,State,0.893,0.265,0.770,0.159,0.048,0.325,0.881,0.020,0.173,0.026,0.087,0.003,0.000,0.001,0.010,0.078,0.131,0.073,0.075,0.132,0.028
2022,urban,1,Tamil Nadu,5,quintile,State,0.721,0.038,0.505,0.033,0.012,0.374,0.762,0.019,0.067,0.010,0.034,0.001,0.000,0.003,0.003,0.030,0.016,0.007,0.008,0.032,0.002
2022,All,99,Tamil Nadu,99,All,State,0.897,0.270,0.700,0.272,0.029,0.334,0.817,0.025,0.152,0.018,0.088,0.004,0.000,0.001,0.011,0.076,0.248,0.146,0.173,0.146,0.070
2022,rural,0,Tamil Nadu,99,All,State,0.947,0.395,0.735,0.350,0.040,0.315,0.830,0.029,0.193,0.024,0.117,0.005,0.000,0.000,0.015,0.103,0.324,0.193,0.225,0.195,0.095
2022,urban,1,Tamil Nadu,99,All,State,0.838,0.119,0.658,0.179,0.017,0.357,0.801,0.021,0.102,0.012,0.053,0.002,0.000,0.002,0.007,0.044,0.156,0.091,0.111,0.087,0.040
2022,All,99,Telangana,1,quintile,State,0.230,0.000,0.718,0.339,0.005,0.640,0.033,0.101,0.260,0.015,0.061,0.000,0.000,0.000,0.000,0.061,0.331,0.011,0.013,0.053,0.008
2022,rural,0,Telangana,1,quintile,State,0.260,0.000,0.729,0.385,0.008,0.528,0.051,0.096,0.272,0.012,0.053,0.000,0.000,0.000,0.000,0.053,0.374,0.015,0.019,0.068,0.013
2022,urban,1,Telangana,1,quintile,State,0.196,0.000,0.661,0.213,0.001,0.803,0.005,0.117,0.230,0.018,0.083,0.000,0.000,0.000,0.000,0.083,0.204,0.009,0.009,0.028,0.001
2022,All,99,Telangana,2,quintile,State,0.221,0.000,0.692,0.275,0.002,0.706,0.030,0.128,0.257,0.010,0.088,0.000,0.000,0.001,0.000,0.088,0.260,0.037,0.037,0.074,0.021
2022,rural,0,Telangana,2,quintile,State,0.238,0.000,0.729,0.361,0.004,0.681,0.038,0.134,0.284,0.009,0.078,0.000,0.000,0.000,0.000,0.078,0.356,0.041,0.044,0.093,0.031
2022,urban,1,Telangana,2,quintile,State,0.171,0.000,0.557,0.131,0.002,0.721,0.017,0.066,0.200,0.007,0.088,0.000,0.000,0.002,0.000,0.088,0.110,0.012,0.015,0.033,0.003
2022,All,99,Telangana,3,quintile,State,0.226,0.000,0.623,0.188,0.002,0.743,0.026,0.124,0.209,0.015,0.091,0.000,0.000,0.000,0.000,0.091,0.180,0.016,0.018,0.048,0.010
2022,rural,0,Telangana,3,quintile,State,0.233,0.000,0.732,0.280,0.002,0.742,0.039,0.163,0.255,0.015,0.088,0.000,0.000,0.000,0.000,0.088,0.272,0.030,0.027,0.073,0.016
2022,urban,1,Telangana,3,quintile,State,0.223,0.000,0.388,0.072,0.002,0.701,0.014,0.069,0.170,0.007,0.064,0.000,0.000,0.000,0.000,0.064,0.064,0.002,0.008,0.014,0.009
2022,All,99,Telangana,4,quintile,State,0.235,0.000,0.516,0.129,0.001,0.740,0.030,0.100,0.198,0.016,0.095,0.000,0.000,0.000,0.000,0.095,0.114,0.025,0.019,0.053,0.021
2022,rural,0,Telangana,4,quintile,State,0.268,0.000,0.688,0.211,0.000,0.761,0.043,0.142,0.212,0.024,0.129,0.000,0.000,0.000,0.000,0.129,0.199,0.040,0.032,0.072,0.025
2022,urban,1,Telangana,4,quintile,State,0.146,0.000,0.274,0.045,0.001,0.624,0.011,0.051,0.194,0.006,0.026,0.000,0.001,0.000,0.000,0.024,0.036,0.011,0.004,0.021,0.003
2022,All,99,Telangana,5,quintile,State,0.149,0.000,0.285,0.046,0.001,0.569,0.010,0.059,0.168,0.006,0.037,0.000,0.001,0.000,0.000,0.037,0.042,0.016,0.008,0.010,0.001
2022,rural,0,Telangana,5,quintile,State,0.264,0.000,0.629,0.141,0.001,0.768,0.024,0.107,0.210,0.019,0.109,0.000,0.000,0.000,0.000,0.109,0.129,0.034,0.018,0.041,0.010
2022,urban,1,Telangana,5,quintile,State,0.068,0.000,0.100,0.005,0.000,0.442,0.003,0.043,0.122,0.003,0.005,0.000,0.000,0.000,0.000,0.005,0.005,0.002,0.002,0.000,0.000
2022,All,99,Telangana,99,All,State,0.212,0.000,0.567,0.195,0.002,0.679,0.026,0.102,0.219,0.012,0.074,0.000,0.000,0.000,0.000,0.074,0.186,0.021,0.019,0.047,0.012
2022,rural,0,Telangana,99,All,State,0.253,0.000,0.702,0.276,0.003,0.696,0.039,0.128,0.246,0.016,0.091,0.000,0.000,0.000,0.000,0.091,0.266,0.032,0.028,0.070,0.019
2022,urban,1,Telangana,99,All,State,0.161,0.000,0.396,0.093,0.001,0.658,0.010,0.069,0.183,0.008,0.053,0.000,0.000,0.000,0.000,0.053,0.084,0.007,0.008,0.019,0.003
2022,All,99,Tripura,1,quintile,State,0.961,0.682,0.678,0.507,0.000,0.053,0.011,0.045,0.464,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.507,0.015,0.024,0.000,0.000
2022,rural,0,Tripura,1,quintile,State,0.960,0.705,0.680,0.518,0.000,0.047,0.008,0.047,0.460,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.518,0.016,0.025,0.000,0.000
2022,urban,1,Tripura,1,quintile,State,0.941,0.385,0.608,0.381,0.000,0.096,0.014,0.021,0.421,0.030,0.009,0.000,0.000,0.000,0.009,0.000,0.381,0.011,0.010,0.000,0.000
2022,All,99,Tripura,2,quintile,State,0.975,0.528,0.655,0.401,0.000,0.050,0.009,0.047,0.442,0.032,0.010,0.000,0.000,0.000,0.010,0.000,0.400,0.018,0.037,0.000,0.000
2022,rural,0,Tripura,2,quintile,State,0.978,0.593,0.681,0.428,0.000,0.048,0.011,0.058,0.457,0.030,0.008,0.000,0.000,0.000,0.008,0.000,0.428,0.016,0.035,0.000,0.000
2022,urban,1,Tripura,2,quintile,State,0.958,0.334,0.553,0.317,0.000,0.101,0.013,0.028,0.367,0.026,0.004,0.000,0.000,0.000,0.000,0.004,0.317,0.002,0.016,0.000,0.000
2022,All,99,Tripura,3,quintile,State,0.973,0.471,0.615,0.383,0.000,0.079,0.007,0.053,0.405,0.040,0.003,0.000,0.000,0.000,0.001,0.002,0.383,0.012,0.035,0.001,0.000
2022,rural,0,Tripura,3,quintile,State,0.978,0.495,0.618,0.391,0.000,0.064,0.006,0.051,0.417,0.038,0.005,0.000,0.000,0.000,0.004,0.001,0.389,0.019,0.040,0.000,0.000
2022,urban,1,Tripura,3,quintile,State,0.953,0.226,0.500,0.276,0.000,0.112,0.005,0.028,0.334,0.009,0.002,0.000,0.000,0.000,0.002,0.000,0.276,0.005,0.035,0.002,0.000
2022,All,99,Tripura,4,quintile,State,0.973,0.401,0.581,0.355,0.000,0.095,0.011,0.051,0.376,0.030,0.004,0.000,0.000,0.000,0.003,0.001,0.353,0.018,0.035,0.003,0.000
2022,rural,0,Tripura,4,quintile,State,0.980,0.476,0.648,0.396,0.000,0.089,0.009,0.054,0.399,0.044,0.005,0.000,0.000,0.000,0.004,0.001,0.394,0.020,0.040,0.004,0.000
2022,urban,1,Tripura,4,quintile,State,0.942,0.261,0.346,0.212,0.000,0.126,0.013,0.032,0.286,0.042,0.004,0.000,0.000,0.000,0.004,0.000,0.212,0.000,0.026,0.000,0.000
2022,All,99,Tripura,5,quintile,State,0.945,0.343,0.380,0.216,0.000,0.140,0.005,0.039,0.252,0.036,0.003,0.000,0.000,0.000,0.003,0.001,0.216,0.003,0.026,0.000,0.000
2022,rural,0,Tripura,5,quintile,State,0.969,0.422,0.469,0.267,0.000,0.134,0.008,0.041,0.308,0.041,0.002,0.000,0.000,0.000,0.002,0.000,0.267,0.008,0.031,0.000,0.000
2022,urban,1,Tripura,5,quintile,State,0.883,0.199,0.186,0.145,0.000,0.119,0.000,0.066,0.136,0.009,0.005,0.000,0.000,0.000,0.002,0.003,0.145,0.000,0.012,0.000,0.000
2022,All,99,Tripura,99,All,State,0.965,0.485,0.582,0.372,0.000,0.083,0.009,0.047,0.388,0.034,0.004,0.000,0.000,0.000,0.003,0.001,0.372,0.013,0.031,0.001,0.000
2022,rural,0,Tripura,99,All,State,0.973,0.538,0.619,0.400,0.000,0.076,0.009,0.050,0.408,0.036,0.004,0.000,0.000,0.000,0.003,0.000,0.399,0.016,0.034,0.001,0.000
2022,urban,1,Tripura,99,All,State,0.935,0.281,0.439,0.266,0.000,0.111,0.009,0.035,0.309,0.023,0.005,0.000,0.000,0.000,0.004,0.001,0.266,0.004,0.020,0.000,0.000
2022,All,99,Uttar Pradesh,1,quintile,State,0.311,0.000,0.721,0.289,0.001,0.149,0.014,0.134,0.053,0.002,0.011,0.000,0.000,0.003,0.000,0.008,0.274,0.024,0.162,0.022,0.016
2022,rural,0,Uttar Pradesh,1,quintile,State,0.307,0.000,0.746,0.315,0.001,0.132,0.015,0.143,0.053,0.002,0.012,0.000,0.000,0.003,0.000,0.009,0.298,0.025,0.176,0.024,0.017
2022,urban,1,Uttar Pradesh,1,quintile,State,0.308,0.000,0.576,0.126,0.001,0.243,0.011,0.054,0.059,0.004,0.006,0.001,0.001,0.001,0.000,0.004,0.119,0.011,0.063,0.004,0.004
2022,All,99,Uttar Pradesh,2,quintile,State,0.307,0.001,0.699,0.232,0.000,0.218,0.013,0.112,0.068,0.002,0.015,0.000,0.002,0.003,0.000,0.011,0.219,0.026,0.125,0.022,0.020
2022,rural,0,Uttar Pradesh,2,quintile,State,0.312,0.001,0.726,0.266,0.001,0.205,0.014,0.128,0.068,0.002,0.017,0.000,0.002,0.003,0.000,0.013,0.250,0.031,0.145,0.028,0.026
2022,urban,1,Uttar Pradesh,2,quintile,State,0.303,0.000,0.527,0.076,0.000,0.288,0.010,0.059,0.062,0.003,0.005,0.000,0.000,0.004,0.000,0.001,0.069,0.012,0.041,0.001,0.000
2022,All,99,Uttar Pradesh,3,quintile,State,0.317,0.000,0.647,0.196,0.001,0.244,0.012,0.113,0.061,0.004,0.008,0.000,0.001,0.001,0.000,0.006,0.186,0.025,0.120,0.020,0.018
2022,rural,0,Uttar Pradesh,3,quintile,State,0.315,0.001,0.685,0.228,0.001,0.235,0.012,0.127,0.063,0.004,0.009,0.000,0.001,0.001,0.000,0.007,0.217,0.028,0.139,0.022,0.020
2022,urban,1,Uttar Pradesh,3,quintile,State,0.262,0.000,0.455,0.055,0.000,0.269,0.010,0.053,0.056,0.007,0.004,0.000,0.000,0.001,0.001,0.003,0.049,0.007,0.034,0.004,0.001
2022,All,99,Uttar Pradesh,4,quintile,State,0.310,0.000,0.570,0.142,0.001,0.227,0.009,0.076,0.052,0.005,0.008,0.000,0.001,0.003,0.000,0.004,0.136,0.017,0.085,0.010,0.009
2022,rural,0,Uttar Pradesh,4,quintile,State,0.331,0.000,0.623,0.175,0.001,0.216,0.008,0.088,0.055,0.006,0.007,0.000,0.001,0.002,0.000,0.004,0.167,0.022,0.104,0.015,0.014
2022,urban,1,Uttar Pradesh,4,quintile,State,0.214,0.000,0.321,0.028,0.000,0.293,0.014,0.025,0.029,0.004,0.004,0.001,0.001,0.001,0.000,0.001,0.026,0.008,0.016,0.002,0.000
2022,All,99,Uttar Pradesh,5,quintile,State,0.236,0.000,0.408,0.089,0.000,0.249,0.014,0.050,0.036,0.005,0.005,0.000,0.001,0.002,0.000,0.002,0.085,0.009,0.048,0.006,0.003
2022,rural,0,Uttar Pradesh,5,quintile,State,0.293,0.000,0.522,0.131,0.000,0.225,0.013,0.067,0.043,0.006,0.007,0.000,0.001,0.003,0.000,0.003,0.126,0.011,0.074,0.009,0.006
2022,urban,1,Uttar Pradesh,5,quintile,State,0.092,0.000,0.144,0.009,0.000,0.284,0.017,0.027,0.019,0.001,0.005,0.000,0.002,0.002,0.000,0.001,0.007,0.001,0.004,0.001,0.000
2022,All,99,Uttar Pradesh,99,All,State,0.296,0.000,0.609,0.190,0.001,0.217,0.013,0.097,0.054,0.004,0.009,0.000,0.001,0.002,0.000,0.006,0.180,0.020,0.108,0.016,0.013
2022,rural,0,Uttar Pradesh,99,All,State,0.312,0.000,0.661,0.223,0.001,0.203,0.013,0.111,0.056,0.004,0.011,0.000,0.001,0.003,0.000,0.007,0.212,0.023,0.127,0.020,0.016
2022,urban,1,Uttar Pradesh,99,All,State,0.236,0.000,0.405,0.059,0.000,0.275,0.012,0.044,0.045,0.004,0.005,0.000,0.001,0.002,0.000,0.002,0.054,0.008,0.032,0.002,0.001
2022,All,99,Uttarakhand,1,quintile,State,0.425,0.000,0.412,0.374,0.011,0.397,0.008,0.040,0.382,0.030,0.092,0.000,0.050,0.000,0.000,0.049,0.355,0.000,0.059,0.147,0.073
2022,rural,0,Uttarakhand,1,quintile,State,0.413,0.000,0.445,0.382,0.013,0.412,0.006,0.043,0.396,0.016,0.085,0.000,0.044,0.000,0.000,0.045,0.367,0.000,0.065,0.152,0.085
