year,sector2,sector,state,state_sec_quint,type,level,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear
2011,All,99,Andaman and Nicobar Islands,99,All,State,0.909,0.377,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,99,All,State,0.865,0.181,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,99,All,State,0.934,0.485,,,,,,,,,,,,,,,,,,,
2011,All,99,Andaman and Nicobar Islands,1,quintile,State,0.971,0.692,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,1,quintile,State,0.830,0.449,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,1,quintile,State,0.988,0.758,,,,,,,,,,,,,,,,,,,
2011,All,99,Andaman and Nicobar Islands,2,quintile,State,0.886,0.477,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,2,quintile,State,0.894,0.181,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,2,quintile,State,0.993,0.718,,,,,,,,,,,,,,,,,,,
2011,All,99,Andaman and Nicobar Islands,3,quintile,State,0.904,0.350,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,3,quintile,State,0.915,0.123,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,3,quintile,State,0.811,0.275,,,,,,,,,,,,,,,,,,,
2011,All,99,Andaman and Nicobar Islands,4,quintile,State,0.947,0.221,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,4,quintile,State,0.900,0.105,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,4,quintile,State,0.990,0.486,,,,,,,,,,,,,,,,,,,
2011,All,99,Andaman and Nicobar Islands,5,quintile,State,0.839,0.129,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andaman and Nicobar Islands,5,quintile,State,0.786,0.046,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andaman and Nicobar Islands,5,quintile,State,0.892,0.191,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,99,All,State,0.833,0.741,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,99,All,State,0.614,0.439,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,99,All,State,0.914,0.852,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,1,quintile,State,0.938,0.877,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,1,quintile,State,0.860,0.678,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,1,quintile,State,0.960,0.926,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,2,quintile,State,0.931,0.844,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,2,quintile,State,0.778,0.607,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,2,quintile,State,0.979,0.906,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,3,quintile,State,0.896,0.792,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,3,quintile,State,0.650,0.421,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,3,quintile,State,0.917,0.876,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,4,quintile,State,0.813,0.723,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,4,quintile,State,0.542,0.352,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,4,quintile,State,0.911,0.863,,,,,,,,,,,,,,,,,,,
2011,All,99,Andhra Pradesh,5,quintile,State,0.589,0.470,,,,,,,,,,,,,,,,,,,
2011,rural,0,Andhra Pradesh,5,quintile,State,0.239,0.138,,,,,,,,,,,,,,,,,,,
2011,urban,1,Andhra Pradesh,5,quintile,State,0.801,0.689,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,99,All,State,0.599,0.240,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,99,All,State,0.609,0.154,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,99,All,State,0.596,0.260,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,1,quintile,State,0.546,0.095,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,1,quintile,State,0.794,0.110,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,1,quintile,State,0.525,0.102,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,2,quintile,State,0.617,0.301,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,2,quintile,State,0.463,0.132,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,2,quintile,State,0.622,0.329,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,3,quintile,State,0.594,0.311,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,3,quintile,State,0.661,0.180,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,3,quintile,State,0.592,0.325,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,4,quintile,State,0.589,0.202,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,4,quintile,State,0.562,0.225,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,4,quintile,State,0.583,0.222,,,,,,,,,,,,,,,,,,,
2011,All,99,Arunachal Pradesh,5,quintile,State,0.647,0.295,,,,,,,,,,,,,,,,,,,
2011,rural,0,Arunachal Pradesh,5,quintile,State,0.561,0.124,,,,,,,,,,,,,,,,,,,
2011,urban,1,Arunachal Pradesh,5,quintile,State,0.658,0.328,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,99,All,State,0.742,0.760,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,99,All,State,0.505,0.492,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,99,All,State,0.771,0.793,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,1,quintile,State,0.730,0.797,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,1,quintile,State,0.596,0.660,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,1,quintile,State,0.741,0.812,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,2,quintile,State,0.760,0.788,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,2,quintile,State,0.586,0.671,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,2,quintile,State,0.755,0.778,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,3,quintile,State,0.788,0.814,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,3,quintile,State,0.483,0.404,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,3,quintile,State,0.808,0.836,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,4,quintile,State,0.786,0.785,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,4,quintile,State,0.446,0.392,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,4,quintile,State,0.811,0.811,,,,,,,,,,,,,,,,,,,
2011,All,99,Assam,5,quintile,State,0.643,0.612,,,,,,,,,,,,,,,,,,,
2011,rural,0,Assam,5,quintile,State,0.414,0.331,,,,,,,,,,,,,,,,,,,
2011,urban,1,Assam,5,quintile,State,0.740,0.728,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,99,All,State,0.434,0.862,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,99,All,State,0.236,0.557,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,99,All,State,0.456,0.896,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,1,quintile,State,0.579,0.847,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,1,quintile,State,0.341,0.650,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,1,quintile,State,0.608,0.871,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,2,quintile,State,0.477,0.897,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,2,quintile,State,0.229,0.554,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,2,quintile,State,0.492,0.917,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,3,quintile,State,0.469,0.905,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,3,quintile,State,0.306,0.656,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,3,quintile,State,0.482,0.930,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,4,quintile,State,0.393,0.863,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,4,quintile,State,0.192,0.573,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,4,quintile,State,0.415,0.890,,,,,,,,,,,,,,,,,,,
2011,All,99,Bihar,5,quintile,State,0.251,0.799,,,,,,,,,,,,,,,,,,,
2011,rural,0,Bihar,5,quintile,State,0.111,0.348,,,,,,,,,,,,,,,,,,,
2011,urban,1,Bihar,5,quintile,State,0.281,0.870,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,99,All,State,0.224,0.112,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,99,All,State,0.237,0.116,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,99,All,State,0.076,0.065,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,1,quintile,State,0.468,0.217,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,1,quintile,State,0.504,0.233,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,1,quintile,State,0.000,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,2,quintile,State,0.259,0.158,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,2,quintile,State,0.277,0.171,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,2,quintile,State,0.039,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,3,quintile,State,0.230,0.158,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,3,quintile,State,0.246,0.143,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,3,quintile,State,0.027,0.302,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,4,quintile,State,0.036,0.012,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,4,quintile,State,0.040,0.014,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,4,quintile,State,0.000,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Chandigarh,5,quintile,State,0.126,0.013,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chandigarh,5,quintile,State,0.110,0.014,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chandigarh,5,quintile,State,0.315,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,99,All,State,0.654,0.790,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,99,All,State,0.501,0.526,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,99,All,State,0.698,0.868,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,1,quintile,State,0.758,0.847,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,1,quintile,State,0.823,0.886,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,1,quintile,State,0.736,0.830,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,2,quintile,State,0.764,0.872,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,2,quintile,State,0.627,0.712,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,2,quintile,State,0.767,0.893,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,3,quintile,State,0.719,0.848,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,3,quintile,State,0.550,0.532,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,3,quintile,State,0.783,0.906,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,4,quintile,State,0.618,0.825,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,4,quintile,State,0.448,0.374,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,4,quintile,State,0.689,0.862,,,,,,,,,,,,,,,,,,,
2011,All,99,Chhattisgarh,5,quintile,State,0.408,0.559,,,,,,,,,,,,,,,,,,,
2011,rural,0,Chhattisgarh,5,quintile,State,0.054,0.125,,,,,,,,,,,,,,,,,,,
2011,urban,1,Chhattisgarh,5,quintile,State,0.517,0.849,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,99,All,State,0.356,0.390,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,99,All,State,0.216,0.117,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,99,All,State,0.458,0.586,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,1,quintile,State,0.654,0.678,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,1,quintile,State,0.303,0.163,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,1,quintile,State,0.615,0.615,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,2,quintile,State,0.615,0.606,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,2,quintile,State,0.335,0.110,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,2,quintile,State,0.919,0.950,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,3,quintile,State,0.254,0.392,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,3,quintile,State,0.287,0.166,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,3,quintile,State,0.438,0.695,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,4,quintile,State,0.197,0.159,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,4,quintile,State,0.152,0.045,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,4,quintile,State,0.222,0.385,,,,,,,,,,,,,,,,,,,
2011,All,99,Dadra and Nagar Haveli and Daman and Diu,5,quintile,State,0.061,0.112,,,,,,,,,,,,,,,,,,,
2011,rural,0,Dadra and Nagar Haveli and Daman and Diu,5,quintile,State,0.000,0.103,,,,,,,,,,,,,,,,,,,
2011,urban,1,Dadra and Nagar Haveli and Daman and Diu,5,quintile,State,0.057,0.232,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,99,All,State,0.142,0.025,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,99,All,State,0.139,0.028,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,99,All,State,0.170,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,1,quintile,State,0.219,0.055,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,1,quintile,State,0.189,0.060,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,1,quintile,State,0.386,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,2,quintile,State,0.245,0.011,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,2,quintile,State,0.278,0.012,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,2,quintile,State,0.000,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,3,quintile,State,0.192,0.060,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,3,quintile,State,0.174,0.063,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,3,quintile,State,0.554,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,4,quintile,State,0.041,0.003,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,4,quintile,State,0.044,0.003,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,4,quintile,State,0.001,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Delhi,5,quintile,State,0.010,0.000,,,,,,,,,,,,,,,,,,,
2011,rural,0,Delhi,5,quintile,State,0.011,0.000,,,,,,,,,,,,,,,,,,,
2011,urban,1,Delhi,5,quintile,State,0.000,0.000,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,99,All,State,0.636,0.426,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,99,All,State,0.523,0.315,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,99,All,State,0.745,0.532,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,1,quintile,State,0.806,0.427,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,1,quintile,State,0.808,0.541,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,1,quintile,State,0.804,0.349,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,2,quintile,State,0.881,0.632,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,2,quintile,State,0.758,0.327,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,2,quintile,State,0.994,0.954,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,3,quintile,State,0.592,0.368,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,3,quintile,State,0.421,0.305,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,3,quintile,State,0.750,0.481,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,4,quintile,State,0.557,0.474,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,4,quintile,State,0.421,0.227,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,4,quintile,State,0.661,0.588,,,,,,,,,,,,,,,,,,,
2011,All,99,Goa,5,quintile,State,0.344,0.230,,,,,,,,,,,,,,,,,,,
2011,rural,0,Goa,5,quintile,State,0.176,0.164,,,,,,,,,,,,,,,,,,,
2011,urban,1,Goa,5,quintile,State,0.521,0.344,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,99,All,State,0.260,0.456,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,99,All,State,0.081,0.126,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,99,All,State,0.379,0.675,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,1,quintile,State,0.454,0.688,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,1,quintile,State,0.154,0.289,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,1,quintile,State,0.525,0.821,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,2,quintile,State,0.427,0.610,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,2,quintile,State,0.162,0.220,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,2,quintile,State,0.524,0.683,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,3,quintile,State,0.242,0.506,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,3,quintile,State,0.050,0.072,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,3,quintile,State,0.396,0.725,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,4,quintile,State,0.113,0.316,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,4,quintile,State,0.031,0.042,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,4,quintile,State,0.319,0.652,,,,,,,,,,,,,,,,,,,
2011,All,99,Gujarat,5,quintile,State,0.065,0.162,,,,,,,,,,,,,,,,,,,
2011,rural,0,Gujarat,5,quintile,State,0.006,0.005,,,,,,,,,,,,,,,,,,,
2011,urban,1,Gujarat,5,quintile,State,0.133,0.495,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,99,All,State,0.175,0.142,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,99,All,State,0.107,0.052,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,99,All,State,0.205,0.180,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,1,quintile,State,0.408,0.329,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,1,quintile,State,0.297,0.110,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,1,quintile,State,0.443,0.377,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,2,quintile,State,0.227,0.163,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,2,quintile,State,0.128,0.089,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,2,quintile,State,0.278,0.224,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,3,quintile,State,0.138,0.123,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,3,quintile,State,0.083,0.059,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,3,quintile,State,0.164,0.155,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,4,quintile,State,0.087,0.079,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,4,quintile,State,0.020,0.002,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,4,quintile,State,0.116,0.082,,,,,,,,,,,,,,,,,,,
2011,All,99,Haryana,5,quintile,State,0.017,0.014,,,,,,,,,,,,,,,,,,,
2011,rural,0,Haryana,5,quintile,State,0.005,0.000,,,,,,,,,,,,,,,,,,,
2011,urban,1,Haryana,5,quintile,State,0.021,0.061,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,99,All,State,0.909,0.302,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,99,All,State,0.629,0.098,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,99,All,State,0.944,0.327,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,1,quintile,State,0.974,0.306,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,1,quintile,State,0.752,0.234,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,1,quintile,State,0.986,0.308,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,2,quintile,State,0.957,0.379,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,2,quintile,State,0.697,0.067,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,2,quintile,State,0.976,0.386,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,3,quintile,State,0.942,0.360,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,3,quintile,State,0.636,0.119,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,3,quintile,State,0.967,0.398,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,4,quintile,State,0.889,0.283,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,4,quintile,State,0.553,0.059,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,4,quintile,State,0.915,0.302,,,,,,,,,,,,,,,,,,,
2011,All,99,Himachal Pradesh,5,quintile,State,0.784,0.181,,,,,,,,,,,,,,,,,,,
2011,rural,0,Himachal Pradesh,5,quintile,State,0.499,0.006,,,,,,,,,,,,,,,,,,,
2011,urban,1,Himachal Pradesh,5,quintile,State,0.877,0.241,,,,,,,,,,,,,,,,,,,
2011,All,99,India,99,All,National,0.470,0.656,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,99,All,National,0.331,0.352,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,99,All,National,0.526,0.778,,,,,,,,,,,,,,,,,,,
2011,All,99,India,1,quintile,National,0.534,0.788,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,1,quintile,National,0.447,0.578,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,1,quintile,National,0.557,0.832,,,,,,,,,,,,,,,,,,,
2011,All,99,India,2,quintile,National,0.511,0.771,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,2,quintile,National,0.408,0.461,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,2,quintile,National,0.526,0.822,,,,,,,,,,,,,,,,,,,
2011,All,99,India,3,quintile,National,0.498,0.720,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,3,quintile,National,0.339,0.357,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,3,quintile,National,0.523,0.820,,,,,,,,,,,,,,,,,,,
2011,All,99,India,4,quintile,National,0.462,0.616,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,4,quintile,National,0.286,0.244,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,4,quintile,National,0.542,0.771,,,,,,,,,,,,,,,,,,,
2011,All,99,India,5,quintile,National,0.346,0.384,,,,,,,,,,,,,,,,,,,
2011,rural,0,India,5,quintile,National,0.177,0.120,,,,,,,,,,,,,,,,,,,
2011,urban,1,India,5,quintile,National,0.479,0.644,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,99,All,State,0.864,0.326,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,99,All,State,0.936,0.659,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,1,quintile,State,0.896,0.622,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,1,quintile,State,0.850,0.330,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,1,quintile,State,0.909,0.709,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,2,quintile,State,0.959,0.717,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,2,quintile,State,0.904,0.468,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,2,quintile,State,0.960,0.744,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,3,quintile,State,0.947,0.623,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,3,quintile,State,0.903,0.427,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,3,quintile,State,0.952,0.679,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,4,quintile,State,0.945,0.614,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,4,quintile,State,0.883,0.275,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,4,quintile,State,0.978,0.693,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,5,quintile,State,0.850,0.335,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jammu and Kashmir,5,quintile,State,0.778,0.131,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jammu and Kashmir,5,quintile,State,0.882,0.472,,,,,,,,,,,,,,,,,,,
2011,All,99,Jammu and Kashmir,99,All,State,0.919,0.582,,,,,,,,,,,,,,,,,,,
2011,All,99,Jharkhand,99,All,State,0.292,0.572,,,,,,,,,,,,,,,,,,,
2011,rural,0,Jharkhand,99,All,State,0.071,0.262,,,,,,,,,,,,,,,,,,,
2011,urban,1,Jharkhand,99,All,State,0.351,0.655,,,,,,,,,,,,,,,,,,,
