,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
9252,7901.34,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Tripura,2,NA,Gender,1,NA,NA,NA
9253,2107.02,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Tripura,2,NA,Gender,2,NA,NA,NA
9254,9850.52,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Tripura,3,NA,Gender,1,NA,NA,NA
9255,3832.98,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Tripura,3,NA,Gender,2,NA,NA,NA
9256,12923.88,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Tripura,4,NA,Gender,1,NA,NA,NA
9257,6212.71,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Tripura,4,NA,Gender,2,NA,NA,NA
9258,21953.78,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Tripura,5,NA,Gender,1,NA,NA,NA
9259,11492.27,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Tripura,5,NA,Gender,2,NA,NA,NA
9260,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA
9261,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA
9262,6162.29,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Meghalaya,1,NA,Gender,1,NA,NA,NA
9263,3030.12,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Meghalaya,1,NA,Gender,2,NA,NA,NA
9264,9356.09,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Meghalaya,2,NA,Gender,1,NA,NA,NA
9265,5115.53,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Meghalaya,2,NA,Gender,2,NA,NA,NA
9266,12120.46,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Meghalaya,3,NA,Gender,1,NA,NA,NA
9267,6226.77,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Meghalaya,3,NA,Gender,2,NA,NA,NA
9268,15635.94,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Meghalaya,4,NA,Gender,1,NA,NA,NA
9269,7673.3,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Meghalaya,4,NA,Gender,2,NA,NA,NA
9270,24334.82,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Meghalaya,5,NA,Gender,1,NA,NA,NA
9271,22636.77,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Meghalaya,5,NA,Gender,2,NA,NA,NA
9272,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Meghalaya,NA,NA,Gender,1,NA,NA,NA
9273,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Meghalaya,NA,NA,Gender,2,NA,NA,NA
9274,5799.18,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Assam,1,NA,Gender,1,NA,NA,NA
9275,2899.59,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Assam,1,NA,Gender,2,NA,NA,NA
9276,9278.68,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Assam,2,NA,Gender,1,NA,NA,NA
9277,4296.86,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Assam,2,NA,Gender,2,NA,NA,NA
9278,11772.22,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Assam,3,NA,Gender,1,NA,NA,NA
9279,5799.18,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Assam,3,NA,Gender,2,NA,NA,NA
9280,14480.12,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Assam,4,NA,Gender,1,NA,NA,NA
9281,7488.24,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Assam,4,NA,Gender,2,NA,NA,NA
9282,26393.45,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Assam,5,NA,Gender,1,NA,NA,NA
9283,15794.88,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Assam,5,NA,Gender,2,NA,NA,NA
9284,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Assam,NA,NA,Gender,1,NA,NA,NA
9285,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Assam,NA,NA,Gender,2,NA,NA,NA
9286,4295.04,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,West Bengal,1,NA,Gender,1,NA,NA,NA
9287,1135.82,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,West Bengal,1,NA,Gender,2,NA,NA,NA
9288,6763.39,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,West Bengal,2,NA,Gender,1,NA,NA,NA
9289,2318.24,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,West Bengal,2,NA,Gender,2,NA,NA,NA
9290,8518.68,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,West Bengal,3,NA,Gender,1,NA,NA,NA
9291,3809.94,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,West Bengal,3,NA,Gender,2,NA,NA,NA
9292,11272.32,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,West Bengal,4,NA,Gender,1,NA,NA,NA
9293,5636.16,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,West Bengal,4,NA,Gender,2,NA,NA,NA
9294,17734.1,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,West Bengal,5,NA,Gender,1,NA,NA,NA
9295,9142.72,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,West Bengal,5,NA,Gender,2,NA,NA,NA
9296,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,West Bengal,NA,NA,Gender,1,NA,NA,NA
9297,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,West Bengal,NA,NA,Gender,2,NA,NA,NA
9298,3308.62,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Jharkhand,1,NA,Gender,1,NA,NA,NA
9299,1443.32,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Jharkhand,1,NA,Gender,2,NA,NA,NA
9300,5863.07,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Jharkhand,2,NA,Gender,1,NA,NA,NA
9301,2984.06,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Jharkhand,2,NA,Gender,2,NA,NA,NA
9302,7626.75,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Jharkhand,3,NA,Gender,1,NA,NA,NA
9303,5064.21,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Jharkhand,3,NA,Gender,2,NA,NA,NA
9304,10742.61,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Jharkhand,4,NA,Gender,1,NA,NA,NA
9305,7391.11,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Jharkhand,4,NA,Gender,2,NA,NA,NA
9306,18138.07,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Jharkhand,5,NA,Gender,1,NA,NA,NA
9307,14142.1,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Jharkhand,5,NA,Gender,2,NA,NA,NA
9308,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Jharkhand,NA,NA,Gender,1,NA,NA,NA
9309,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Jharkhand,NA,NA,Gender,2,NA,NA,NA
9310,3986.39,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Odisha,1,NA,Gender,1,NA,NA,NA
9311,1790.44,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Odisha,1,NA,Gender,2,NA,NA,NA
9312,6185.65,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Odisha,2,NA,Gender,1,NA,NA,NA
9313,3228.95,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Odisha,2,NA,Gender,2,NA,NA,NA
9314,8419.35,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Odisha,3,NA,Gender,1,NA,NA,NA
9315,4625.11,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Odisha,3,NA,Gender,2,NA,NA,NA
9316,11426.26,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Odisha,4,NA,Gender,1,NA,NA,NA
9317,6564.93,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Odisha,4,NA,Gender,2,NA,NA,NA
9318,18928.47,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Odisha,5,NA,Gender,1,NA,NA,NA
9319,10406.5,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Odisha,5,NA,Gender,2,NA,NA,NA
9320,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Odisha,NA,NA,Gender,1,NA,NA,NA
9321,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Odisha,NA,NA,Gender,2,NA,NA,NA
9322,3673.58,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Chhattisgarh,1,NA,Gender,1,NA,NA,NA
9323,2420.98,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Chhattisgarh,1,NA,Gender,2,NA,NA,NA
9324,6591.68,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Chhattisgarh,2,NA,Gender,1,NA,NA,NA
9325,3788.71,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Chhattisgarh,2,NA,Gender,2,NA,NA,NA
9326,8959.24,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Chhattisgarh,3,NA,Gender,1,NA,NA,NA
9327,5017.03,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Chhattisgarh,3,NA,Gender,2,NA,NA,NA
9328,12371.29,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Chhattisgarh,4,NA,Gender,1,NA,NA,NA
9329,6046.02,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Chhattisgarh,4,NA,Gender,2,NA,NA,NA
9330,25418.88,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Chhattisgarh,5,NA,Gender,1,NA,NA,NA
9331,10958.51,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Chhattisgarh,5,NA,Gender,2,NA,NA,NA
9332,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Chhattisgarh,NA,NA,Gender,1,NA,NA,NA
9333,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Chhattisgarh,NA,NA,Gender,2,NA,NA,NA
9334,4131.67,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Madhya Pradesh,1,NA,Gender,1,NA,NA,NA
9335,2065.84,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Madhya Pradesh,1,NA,Gender,2,NA,NA,NA
9336,6627.89,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Madhya Pradesh,2,NA,Gender,1,NA,NA,NA
9337,3719.87,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Madhya Pradesh,2,NA,Gender,2,NA,NA,NA
9338,9299.66,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Madhya Pradesh,3,NA,Gender,1,NA,NA,NA
9339,5164.59,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Madhya Pradesh,3,NA,Gender,2,NA,NA,NA
9340,12112.04,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Madhya Pradesh,4,NA,Gender,1,NA,NA,NA
9341,6569.67,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Madhya Pradesh,4,NA,Gender,2,NA,NA,NA
9342,21954.2,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Madhya Pradesh,5,NA,Gender,1,NA,NA,NA
9343,12027.65,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Madhya Pradesh,5,NA,Gender,2,NA,NA,NA
9344,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Madhya Pradesh,NA,NA,Gender,1,NA,NA,NA
9345,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Madhya Pradesh,NA,NA,Gender,2,NA,NA,NA
9346,6154.23,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Gujarat,1,NA,Gender,1,NA,NA,NA
9347,2471.78,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Gujarat,1,NA,Gender,2,NA,NA,NA
9348,9854.81,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Gujarat,2,NA,Gender,1,NA,NA,NA
9349,4390.09,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Gujarat,2,NA,Gender,2,NA,NA,NA
9350,13241.46,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Gujarat,3,NA,Gender,1,NA,NA,NA
9351,6368.53,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Gujarat,3,NA,Gender,2,NA,NA,NA
9352,18538.35,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Gujarat,4,NA,Gender,1,NA,NA,NA
9353,8651.46,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Gujarat,4,NA,Gender,2,NA,NA,NA
9354,30733.1,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Gujarat,5,NA,Gender,1,NA,NA,NA
9355,15291.39,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Gujarat,5,NA,Gender,2,NA,NA,NA
9356,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Gujarat,NA,NA,Gender,1,NA,NA,NA
9357,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Gujarat,NA,NA,Gender,2,NA,NA,NA
9358,8949.84,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Daman and Diu,1,NA,Gender,1,NA,NA,NA
9359,5351,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Daman and Diu,1,NA,Gender,2,NA,NA,NA
9360,12409.51,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Daman and Diu,2,NA,Gender,1,NA,NA,NA
9361,8720.23,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Daman and Diu,2,NA,Gender,2,NA,NA,NA
9362,14765.15,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Daman and Diu,3,NA,Gender,1,NA,NA,NA
9363,11125.15,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Daman and Diu,3,NA,Gender,2,NA,NA,NA
9364,17302.91,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Daman and Diu,4,NA,Gender,1,NA,NA,NA
9365,12925.95,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Daman and Diu,4,NA,Gender,2,NA,NA,NA
9366,31424.22,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Daman and Diu,5,NA,Gender,1,NA,NA,NA
9367,34186.96,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Daman and Diu,5,NA,Gender,2,NA,NA,NA
9368,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Daman and Diu,NA,NA,Gender,1,NA,NA,NA
9369,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Daman and Diu,NA,NA,Gender,2,NA,NA,NA
9370,5979.58,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA
9371,2966.21,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA
9372,9183.94,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA
9373,4193.62,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA
9374,12198.91,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA
9375,6090.38,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA
9376,17995.53,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA
9377,8419.35,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA
9378,36566.36,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA
9379,22041.46,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA
9380,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA
9381,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA
9382,5932.43,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Andhra Pradesh,1,NA,Gender,1,NA,NA,NA
9383,3019.6,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Andhra Pradesh,1,NA,Gender,2,NA,NA,NA
9384,9753.6,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Andhra Pradesh,2,NA,Gender,1,NA,NA,NA
9385,4687.09,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Andhra Pradesh,2,NA,Gender,2,NA,NA,NA
9386,12394.75,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Andhra Pradesh,3,NA,Gender,1,NA,NA,NA
9387,6185.65,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Andhra Pradesh,3,NA,Gender,2,NA,NA,NA
9388,16512.04,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Andhra Pradesh,4,NA,Gender,1,NA,NA,NA
9389,8834.68,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Andhra Pradesh,4,NA,Gender,2,NA,NA,NA
9390,23645.47,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Andhra Pradesh,5,NA,Gender,1,NA,NA,NA
9391,14296.91,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Andhra Pradesh,5,NA,Gender,2,NA,NA,NA
9392,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andhra Pradesh,NA,NA,Gender,1,NA,NA,NA
9393,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Andhra Pradesh,NA,NA,Gender,2,NA,NA,NA
9394,7089.9,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Karnataka,1,NA,Gender,1,NA,NA,NA
9395,2830.64,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Karnataka,1,NA,Gender,2,NA,NA,NA
9396,10296.27,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Karnataka,2,NA,Gender,1,NA,NA,NA
9397,4932.01,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Karnataka,2,NA,Gender,2,NA,NA,NA
9398,13999.43,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Karnataka,3,NA,Gender,1,NA,NA,NA
9399,7045.73,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Karnataka,3,NA,Gender,2,NA,NA,NA
9400,17734.1,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Karnataka,4,NA,Gender,1,NA,NA,NA
9401,9423.66,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Karnataka,4,NA,Gender,2,NA,NA,NA
9402,32665.34,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Karnataka,5,NA,Gender,1,NA,NA,NA
9403,18753.55,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Karnataka,5,NA,Gender,2,NA,NA,NA
9404,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Karnataka,NA,NA,Gender,1,NA,NA,NA
9405,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Karnataka,NA,NA,Gender,2,NA,NA,NA
9406,11764.87,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Goa,1,NA,Gender,1,NA,NA,NA
9407,8074.69,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Goa,1,NA,Gender,2,NA,NA,NA
9408,16499.12,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Goa,2,NA,Gender,1,NA,NA,NA
9409,11779.58,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Goa,2,NA,Gender,2,NA,NA,NA
9410,21830.21,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Goa,3,NA,Gender,1,NA,NA,NA
9411,17378.75,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Goa,3,NA,Gender,2,NA,NA,NA
9412,31860.31,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Goa,4,NA,Gender,1,NA,NA,NA
9413,33103.66,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Goa,4,NA,Gender,2,NA,NA,NA
9414,47140.33,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Goa,5,NA,Gender,1,NA,NA,NA
9415,48833.28,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Goa,5,NA,Gender,2,NA,NA,NA
9416,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Goa,NA,NA,Gender,1,NA,NA,NA
9417,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Goa,NA,NA,Gender,2,NA,NA,NA
9418,8964.24,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Lakshadweep,1,NA,Gender,1,NA,NA,NA
9419,1804.15,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Lakshadweep,1,NA,Gender,2,NA,NA,NA
9420,11822.73,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Lakshadweep,2,NA,Gender,1,NA,NA,NA
9421,11725.33,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Lakshadweep,2,NA,Gender,2,NA,NA,NA
9422,21280.92,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Lakshadweep,3,NA,Gender,1,NA,NA,NA
9423,47290.94,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Lakshadweep,3,NA,Gender,2,NA,NA,NA
9424,39866.14,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Lakshadweep,4,NA,Gender,1,NA,NA,NA
9425,70352.02,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Lakshadweep,4,NA,Gender,2,NA,NA,NA
9426,67389.59,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Lakshadweep,5,NA,Gender,1,NA,NA,NA
9427,70936.41,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Lakshadweep,5,NA,Gender,2,NA,NA,NA
9428,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Lakshadweep,NA,NA,Gender,1,NA,NA,NA
9429,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Lakshadweep,NA,NA,Gender,2,NA,NA,NA
9430,5732.15,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Kerala,1,NA,Gender,1,NA,NA,NA
9431,2280.38,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Kerala,1,NA,Gender,2,NA,NA,NA
9432,11407.26,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Kerala,2,NA,Gender,1,NA,NA,NA
9433,5732.15,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Kerala,2,NA,Gender,2,NA,NA,NA
9434,15828.58,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Kerala,3,NA,Gender,1,NA,NA,NA
9435,9034.07,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Kerala,3,NA,Gender,2,NA,NA,NA
9436,20326.65,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Kerala,4,NA,Gender,1,NA,NA,NA
9437,13559.22,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Kerala,4,NA,Gender,2,NA,NA,NA
9438,30272.31,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Kerala,5,NA,Gender,1,NA,NA,NA
9439,31867.45,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Kerala,5,NA,Gender,2,NA,NA,NA
9440,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Kerala,NA,NA,Gender,1,NA,NA,NA
9441,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Kerala,NA,NA,Gender,2,NA,NA,NA
9442,6527.48,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Tamil Nadu,1,NA,Gender,1,NA,NA,NA
9443,2422.96,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Tamil Nadu,1,NA,Gender,2,NA,NA,NA
9444,10239.67,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Tamil Nadu,2,NA,Gender,1,NA,NA,NA
9445,4133.18,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Tamil Nadu,2,NA,Gender,2,NA,NA,NA
9446,13707.14,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Tamil Nadu,3,NA,Gender,1,NA,NA,NA
9447,5825.75,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Tamil Nadu,3,NA,Gender,2,NA,NA,NA
9448,17411.46,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Tamil Nadu,4,NA,Gender,1,NA,NA,NA
9449,8780.18,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Tamil Nadu,4,NA,Gender,2,NA,NA,NA
9450,29128.75,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Tamil Nadu,5,NA,Gender,1,NA,NA,NA
9451,16679.01,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Tamil Nadu,5,NA,Gender,2,NA,NA,NA
9452,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tamil Nadu,NA,NA,Gender,1,NA,NA,NA
9453,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tamil Nadu,NA,NA,Gender,2,NA,NA,NA
9454,7714.13,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Puducherry,1,NA,Gender,1,NA,NA,NA
9455,4693.11,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Puducherry,1,NA,Gender,2,NA,NA,NA
9456,13470.74,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Puducherry,2,NA,Gender,1,NA,NA,NA
9457,8185.99,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Puducherry,2,NA,Gender,2,NA,NA,NA
9458,16820.53,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Puducherry,3,NA,Gender,1,NA,NA,NA
9459,10831.79,NA,2020,State,All,Sex,3,state_quint,2020,99,NA,Puducherry,3,NA,Gender,2,NA,NA,NA
9460,22575.74,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Puducherry,4,NA,Gender,1,NA,NA,NA
9461,15972.3,NA,2020,State,All,Sex,4,state_quint,2020,99,NA,Puducherry,4,NA,Gender,2,NA,NA,NA
9462,49277.64,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Puducherry,5,NA,Gender,1,NA,NA,NA
9463,42924.18,NA,2020,State,All,Sex,5,state_quint,2020,99,NA,Puducherry,5,NA,Gender,2,NA,NA,NA
9464,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Puducherry,NA,NA,Gender,1,NA,NA,NA
9465,NA,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Puducherry,NA,NA,Gender,2,NA,NA,NA
9466,9810.64,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Andaman and Nicobar Islands,1,NA,Gender,1,NA,NA,NA
9467,5397.28,NA,2020,State,All,Sex,1,state_quint,2020,99,NA,Andaman and Nicobar Islands,1,NA,Gender,2,NA,NA,NA
9468,14187.28,NA,2020,State,All,Sex,2,state_quint,2020,99,NA,Andaman and Nicobar Islands,2,NA,Gender,1,NA,NA,NA
