,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
23592,14343.08,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Daman and Diu,NA,NA,CWSType,NA,NA,2,NA
23593,13009.63,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Daman and Diu,NA,NA,CWSType,NA,NA,3,NA
23594,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Daman and Diu,NA,NA,CWSType,NA,NA,NA,NA
23595,7863.97,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,CWSType,NA,NA,1,NA
23596,13060.65,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,CWSType,NA,NA,2,NA
23597,16757.05,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,CWSType,NA,NA,3,NA
23598,5148.5,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,CWSType,NA,NA,NA,NA
23599,7171.01,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,CWSType,NA,NA,1,NA
23600,10158.81,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,CWSType,NA,NA,2,NA
23601,13060.65,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,CWSType,NA,NA,3,NA
23602,5688.93,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,CWSType,NA,NA,NA,NA
23603,8060.15,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Karnataka,NA,NA,CWSType,NA,NA,1,NA
23604,12038.74,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Karnataka,NA,NA,CWSType,NA,NA,2,NA
23605,15836.73,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Karnataka,NA,NA,CWSType,NA,NA,3,NA
23606,2878.63,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Karnataka,NA,NA,CWSType,NA,NA,NA,NA
23607,10665.93,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Goa,NA,NA,CWSType,NA,NA,1,NA
23608,22418.77,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Goa,NA,NA,CWSType,NA,NA,2,NA
23609,21232.9,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Goa,NA,NA,CWSType,NA,NA,3,NA
23610,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Goa,NA,NA,CWSType,NA,NA,NA,NA
23611,13431.84,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,CWSType,NA,NA,1,NA
23612,14204.18,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,CWSType,NA,NA,2,NA
23613,35614.74,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,CWSType,NA,NA,3,NA
23614,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,CWSType,NA,NA,NA,NA
23615,9443.9,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Kerala,NA,NA,CWSType,NA,NA,1,NA
23616,13547.04,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Kerala,NA,NA,CWSType,NA,NA,2,NA
23617,15904.91,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Kerala,NA,NA,CWSType,NA,NA,3,NA
23618,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Kerala,NA,NA,CWSType,NA,NA,NA,NA
23619,7206.84,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,CWSType,NA,NA,1,NA
23620,10902.28,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,CWSType,NA,NA,2,NA
23621,13535.17,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,CWSType,NA,NA,3,NA
23622,16031.12,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,CWSType,NA,NA,NA,NA
23623,7192.45,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Puducherry,NA,NA,CWSType,NA,NA,1,NA
23624,14976.33,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Puducherry,NA,NA,CWSType,NA,NA,2,NA
23625,16017.55,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Puducherry,NA,NA,CWSType,NA,NA,3,NA
23626,20946.32,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Puducherry,NA,NA,CWSType,NA,NA,NA,NA
23627,13016.1,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,1,NA
23628,16224.38,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,2,NA
23629,20680.98,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,3,NA
23630,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,NA,NA
23631,9982.69,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Telangana,NA,NA,CWSType,NA,NA,1,NA
23632,12163.86,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Telangana,NA,NA,CWSType,NA,NA,2,NA
23633,16177.96,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Telangana,NA,NA,CWSType,NA,NA,3,NA
23634,1983.93,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Telangana,NA,NA,CWSType,NA,NA,NA,NA
23635,3200.97,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Jammu and Kashmir,1,NA,CWSType,NA,NA,1,NA
23636,6158.42,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Jammu and Kashmir,1,NA,CWSType,NA,NA,2,NA
23637,7698.02,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Jammu and Kashmir,1,NA,CWSType,NA,NA,3,NA
23638,6419.39,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Jammu and Kashmir,2,NA,CWSType,NA,NA,1,NA
23639,9982.69,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Jammu and Kashmir,2,NA,CWSType,NA,NA,2,NA
23640,13594.84,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Jammu and Kashmir,2,NA,CWSType,NA,NA,3,NA
23641,10514.54,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Jammu and Kashmir,3,NA,CWSType,NA,NA,1,NA
23642,13134.02,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Jammu and Kashmir,3,NA,CWSType,NA,NA,2,NA
23643,19714.77,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Jammu and Kashmir,3,NA,CWSType,NA,NA,3,NA
23644,15608.55,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Jammu and Kashmir,4,NA,CWSType,NA,NA,1,NA
23645,15406.53,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Jammu and Kashmir,4,NA,CWSType,NA,NA,2,NA
23646,31543.63,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Jammu and Kashmir,4,NA,CWSType,NA,NA,3,NA
23647,23958.46,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Jammu and Kashmir,5,NA,CWSType,NA,NA,1,NA
23648,23204.63,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Jammu and Kashmir,5,NA,CWSType,NA,NA,2,NA
23649,44905.12,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Jammu and Kashmir,5,NA,CWSType,NA,NA,3,NA
23650,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,CWSType,NA,NA,1,NA
23651,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,CWSType,NA,NA,2,NA
23652,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,CWSType,NA,NA,3,NA
23653,4078.45,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,CWSType,NA,NA,NA,NA
23654,1610.88,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Himachal Pradesh,1,NA,CWSType,NA,NA,1,NA
23655,5309.51,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Himachal Pradesh,1,NA,CWSType,NA,NA,2,NA
23656,4738.91,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Himachal Pradesh,1,NA,CWSType,NA,NA,3,NA
23657,3353.62,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Himachal Pradesh,2,NA,CWSType,NA,NA,1,NA
23658,8054.41,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Himachal Pradesh,2,NA,CWSType,NA,NA,2,NA
23659,10140.24,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Himachal Pradesh,2,NA,CWSType,NA,NA,3,NA
23660,5443.27,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Himachal Pradesh,3,NA,CWSType,NA,NA,1,NA
23661,11588.84,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Himachal Pradesh,3,NA,CWSType,NA,NA,2,NA
23662,13677.3,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Himachal Pradesh,3,NA,CWSType,NA,NA,3,NA
23663,9672.38,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Himachal Pradesh,4,NA,CWSType,NA,NA,1,NA
23664,15604.33,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Himachal Pradesh,4,NA,CWSType,NA,NA,2,NA
23665,24424.17,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Himachal Pradesh,4,NA,CWSType,NA,NA,3,NA
23666,20515.95,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Himachal Pradesh,5,NA,CWSType,NA,NA,1,NA
23667,25569.24,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Himachal Pradesh,5,NA,CWSType,NA,NA,2,NA
23668,51973.74,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Himachal Pradesh,5,NA,CWSType,NA,NA,3,NA
23669,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,CWSType,NA,NA,1,NA
23670,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,CWSType,NA,NA,2,NA
23671,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,CWSType,NA,NA,3,NA
23672,3372.82,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,CWSType,NA,NA,NA,NA
23673,5306.34,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Punjab,1,NA,CWSType,NA,NA,1,NA
23674,6231.66,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Punjab,1,NA,CWSType,NA,NA,2,NA
23675,5539.26,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Punjab,1,NA,CWSType,NA,NA,3,NA
23676,10690.71,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Punjab,2,NA,CWSType,NA,NA,1,NA
23677,9924.76,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Punjab,2,NA,CWSType,NA,NA,2,NA
23678,10355.67,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Punjab,2,NA,CWSType,NA,NA,3,NA
23679,14002.47,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Punjab,3,NA,CWSType,NA,NA,1,NA
23680,12426.8,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Punjab,3,NA,CWSType,NA,NA,2,NA
23681,14178.22,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Punjab,3,NA,CWSType,NA,NA,3,NA
23682,23018.56,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Punjab,4,NA,CWSType,NA,NA,1,NA
23683,14702.59,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Punjab,4,NA,CWSType,NA,NA,2,NA
23684,21386.05,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Punjab,4,NA,CWSType,NA,NA,3,NA
23685,37806.66,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Punjab,5,NA,CWSType,NA,NA,1,NA
23686,25260.74,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Punjab,5,NA,CWSType,NA,NA,2,NA
23687,49661.84,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Punjab,5,NA,CWSType,NA,NA,3,NA
23688,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,CWSType,NA,NA,1,NA
23689,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,CWSType,NA,NA,2,NA
23690,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,CWSType,NA,NA,3,NA
23691,3547.92,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,CWSType,NA,NA,NA,NA
23692,31301.36,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Chandigarh,1,NA,CWSType,NA,NA,1,NA
23693,7040.56,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Chandigarh,1,NA,CWSType,NA,NA,2,NA
23694,8423.03,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Chandigarh,1,NA,CWSType,NA,NA,3,NA
23695,10560.83,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Chandigarh,2,NA,CWSType,NA,NA,2,NA
23696,13807.9,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Chandigarh,2,NA,CWSType,NA,NA,3,NA
23697,14398.89,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Chandigarh,3,NA,CWSType,NA,NA,2,NA
23698,21121.67,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Chandigarh,3,NA,CWSType,NA,NA,3,NA
23699,35095.94,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Chandigarh,4,NA,CWSType,NA,NA,1,NA
23700,28797.79,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Chandigarh,4,NA,CWSType,NA,NA,2,NA
23701,34701.01,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Chandigarh,4,NA,CWSType,NA,NA,3,NA
23702,70405.56,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Chandigarh,5,NA,CWSType,NA,NA,1,NA
23703,55521.62,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Chandigarh,5,NA,CWSType,NA,NA,2,NA
23704,69039.48,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Chandigarh,5,NA,CWSType,NA,NA,3,NA
23705,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,CWSType,NA,NA,2,NA
23706,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,CWSType,NA,NA,3,NA
23707,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,CWSType,NA,NA,NA,NA
23708,4683.01,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttarakhand,1,NA,CWSType,NA,NA,1,NA
23709,5557.86,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttarakhand,1,NA,CWSType,NA,NA,2,NA
23710,8521.77,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttarakhand,1,NA,CWSType,NA,NA,3,NA
23711,8515.36,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttarakhand,2,NA,CWSType,NA,NA,1,NA
23712,9192.05,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttarakhand,2,NA,CWSType,NA,NA,2,NA
23713,12909.12,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttarakhand,2,NA,CWSType,NA,NA,3,NA
23714,12899.31,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttarakhand,3,NA,CWSType,NA,NA,1,NA
23715,11362.36,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttarakhand,3,NA,CWSType,NA,NA,2,NA
23716,17212.17,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttarakhand,3,NA,CWSType,NA,NA,3,NA
23717,17225.27,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttarakhand,4,NA,CWSType,NA,NA,1,NA
23718,14202.96,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttarakhand,4,NA,CWSType,NA,NA,2,NA
23719,25546.07,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttarakhand,4,NA,CWSType,NA,NA,3,NA
23720,25818.25,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Uttarakhand,5,NA,CWSType,NA,NA,1,NA
23721,23820.25,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Uttarakhand,5,NA,CWSType,NA,NA,2,NA
23722,49672.91,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Uttarakhand,5,NA,CWSType,NA,NA,3,NA
23723,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,CWSType,NA,NA,1,NA
23724,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,CWSType,NA,NA,2,NA
23725,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,CWSType,NA,NA,3,NA
23726,7263.83,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,CWSType,NA,NA,NA,NA
23727,2788.06,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Haryana,1,NA,CWSType,NA,NA,1,NA
23728,7384.62,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Haryana,1,NA,CWSType,NA,NA,2,NA
23729,8403.9,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Haryana,1,NA,CWSType,NA,NA,3,NA
23730,8296.69,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Haryana,2,NA,CWSType,NA,NA,1,NA
23731,11403.75,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Haryana,2,NA,CWSType,NA,NA,2,NA
23732,13870,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Haryana,2,NA,CWSType,NA,NA,3,NA
23733,13909.46,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Haryana,3,NA,CWSType,NA,NA,1,NA
23734,14006.49,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Haryana,3,NA,CWSType,NA,NA,2,NA
23735,18208.44,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Haryana,3,NA,CWSType,NA,NA,3,NA
23736,18082.3,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Haryana,4,NA,CWSType,NA,NA,1,NA
23737,16769.71,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Haryana,4,NA,CWSType,NA,NA,2,NA
23738,27860.04,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Haryana,4,NA,CWSType,NA,NA,3,NA
23739,29000.91,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Haryana,5,NA,CWSType,NA,NA,1,NA
23740,28012.99,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Haryana,5,NA,CWSType,NA,NA,2,NA
23741,50185.17,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Haryana,5,NA,CWSType,NA,NA,3,NA
23742,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,CWSType,NA,NA,1,NA
23743,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,CWSType,NA,NA,2,NA
23744,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,CWSType,NA,NA,3,NA
23745,3449.36,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,CWSType,NA,NA,NA,NA
23746,14107.28,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Delhi,1,NA,CWSType,NA,NA,1,NA
23747,8675.79,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Delhi,1,NA,CWSType,NA,NA,2,NA
23748,9433.22,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Delhi,1,NA,CWSType,NA,NA,3,NA
23749,21160.91,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Delhi,2,NA,CWSType,NA,NA,1,NA
23750,13417.39,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Delhi,2,NA,CWSType,NA,NA,2,NA
23751,13495.68,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Delhi,2,NA,CWSType,NA,NA,3,NA
23752,21467.82,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Delhi,3,NA,CWSType,NA,NA,1,NA
23753,16147.71,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Delhi,3,NA,CWSType,NA,NA,2,NA
23754,20126.09,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Delhi,3,NA,CWSType,NA,NA,3,NA
23755,28214.55,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Delhi,4,NA,CWSType,NA,NA,1,NA
23756,20302.76,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Delhi,4,NA,CWSType,NA,NA,2,NA
23757,26912.84,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Delhi,4,NA,CWSType,NA,NA,3,NA
23758,35641.68,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Delhi,5,NA,CWSType,NA,NA,1,NA
23759,66989.78,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Delhi,5,NA,CWSType,NA,NA,2,NA
23760,60378.25,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Delhi,5,NA,CWSType,NA,NA,3,NA
23761,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,CWSType,NA,NA,2,NA
23762,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,CWSType,NA,NA,3,NA
23763,10780.82,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,CWSType,NA,NA,NA,NA
23764,4818.92,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Rajasthan,1,NA,CWSType,NA,NA,1,NA
23765,5343.71,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Rajasthan,1,NA,CWSType,NA,NA,2,NA
23766,6712.01,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Rajasthan,1,NA,CWSType,NA,NA,3,NA
23767,6863.55,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Rajasthan,2,NA,CWSType,NA,NA,1,NA
23768,9291.07,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Rajasthan,2,NA,CWSType,NA,NA,2,NA
23769,10125.71,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Rajasthan,2,NA,CWSType,NA,NA,3,NA
23770,9608.98,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Rajasthan,3,NA,CWSType,NA,NA,1,NA
23771,12159.56,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Rajasthan,3,NA,CWSType,NA,NA,2,NA
23772,13535.17,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Rajasthan,3,NA,CWSType,NA,NA,3,NA
23773,12872,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Rajasthan,4,NA,CWSType,NA,NA,1,NA
23774,14186.16,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Rajasthan,4,NA,CWSType,NA,NA,2,NA
23775,20324.21,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Rajasthan,4,NA,CWSType,NA,NA,3,NA
23776,19120.47,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Rajasthan,5,NA,CWSType,NA,NA,1,NA
23777,20590.66,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Rajasthan,5,NA,CWSType,NA,NA,2,NA
23778,43203.02,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Rajasthan,5,NA,CWSType,NA,NA,3,NA
23779,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,CWSType,NA,NA,1,NA
23780,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,CWSType,NA,NA,2,NA
23781,NA,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,CWSType,NA,NA,3,NA
23782,4118.13,NA,2017,State,All,CWS Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,CWSType,NA,NA,NA,NA
23783,2706.51,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttar Pradesh,1,NA,CWSType,NA,NA,1,NA
23784,4248.08,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttar Pradesh,1,NA,CWSType,NA,NA,2,NA
23785,4944.95,NA,2017,State,All,CWS Type,1,state_quint,2017,99,NA,Uttar Pradesh,1,NA,CWSType,NA,NA,3,NA
23786,5651.37,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttar Pradesh,2,NA,CWSType,NA,NA,1,NA
23787,7217.35,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttar Pradesh,2,NA,CWSType,NA,NA,2,NA
23788,8435.83,NA,2017,State,All,CWS Type,2,state_quint,2017,99,NA,Uttar Pradesh,2,NA,CWSType,NA,NA,3,NA
23789,7788.15,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttar Pradesh,3,NA,CWSType,NA,NA,1,NA
23790,9709.9,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttar Pradesh,3,NA,CWSType,NA,NA,2,NA
23791,11319.71,NA,2017,State,All,CWS Type,3,state_quint,2017,99,NA,Uttar Pradesh,3,NA,CWSType,NA,NA,3,NA
23792,11177.06,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttar Pradesh,4,NA,CWSType,NA,NA,1,NA
23793,11201.82,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttar Pradesh,4,NA,CWSType,NA,NA,2,NA
23794,16878.2,NA,2017,State,All,CWS Type,4,state_quint,2017,99,NA,Uttar Pradesh,4,NA,CWSType,NA,NA,3,NA
23795,16954.11,NA,2017,State,All,CWS Type,5,state_quint,2017,99,NA,Uttar Pradesh,5,NA,CWSType,NA,NA,1,NA
