,urban,sector,sector_type,year,state,dem,working_age,age_cohort,edu_cat_1,edu_cat_2,edu_cat_3,edu_cat_4,edu_cat_female_1,edu_cat_female_2,edu_cat_female_3,edu_cat_female_4,edu_cat_male_1,edu_cat_male_2,edu_cat_male_3,edu_cat_male_4,vocat1,vocat1_female,vocat1_male
608,.,99,All,2023,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.610453427,0.388011515,0.001535043,0,0.272070408,0.187927902,0.001535043,0,0.338383019,0.200083613,0,0,0,0,0
742,0,0,Rural,2023,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.58313483,0.4168652,0,0,0.253264844,0.192786515,0,0,0.329869956,0.224078685,0,0,0,0,0
744,1,1,Urban,2023,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.643997908,0.352582186,0.003419917,0,0.295161694,0.181962028,0.003419917,0,0.348836213,0.170620158,0,0,0,0,0
1469,.,99,All,2022,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.657523274,0.342476726,0,0,0.300539047,0.178363115,0,0,0.356984198,0.164113626,0,0,0.010137795,0.008274476,0.001863318
1605,0,0,Rural,2022,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.624322057,0.375677913,0,0,0.315104336,0.191495374,0,0,0.309217721,0.184182554,0,0,0.017169414,0.01401369,0.003155725
1607,1,1,Urban,2022,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.705390871,0.294609129,0,0,0.279539615,0.159429759,0,0,0.425851256,0.135179371,0,0,0,0,0
2333,.,99,All,2021,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.640435755,0.359564215,0,0,0.315322429,0.178084165,0,0,0.325113356,0.181480065,0,0,0,0,0
2469,0,0,Rural,2021,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.646100104,0.353899926,0,0,0.298421621,0.182440922,0,0,0.347678483,0.171458989,0,0,0,0,0
2471,1,1,Urban,2021,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.633551359,0.366448641,0,0,0.335863709,0.172788948,0,0,0.29768765,0.193659693,0,0,0,0,0
3197,.,99,All,2020,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.66149801,0.331701607,0.006800424,0,0.295464098,0.168007702,0.005462403,0,0.366033882,0.16369389,0.001338021,0,0,0,0
3333,0,0,Rural,2020,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.622685492,0.377314538,0,0,0.26389721,0.208051652,0,0,0.358788252,0.169262886,0,0,0,0,0
3335,1,1,Urban,2020,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.715707004,0.267994463,0.016298506,0,0.339553267,0.112078711,0.013091685,0,0.376153767,0.155915752,0.003206821,0,0,0,0
4061,.,99,All,2019,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.705710888,0.294289112,0,0,0.355859011,0.139364526,0,0,0.349851876,0.154924572,0,0,0.00274233,0.00274233,0
4197,0,0,Rural,2019,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.710004628,0.289995372,0,0,0.371751428,0.143499985,0,0,0.3382532,0.146495387,0,0,0,0,0
4199,1,1,Urban,2019,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.69953239,0.300467581,0,0,0.332990497,0.133413762,0,0,0.366541892,0.167053819,0,0,0.006688423,0.006688423,0
4925,.,99,All,2018,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.691721201,0.306482941,0.001795884,0,0.363531709,0.132089913,0.001795884,0,0.328189492,0.174393013,0,0,0,0,0
5061,0,0,Rural,2018,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.7047472,0.2952528,0,0,0.387252748,0.143577009,0,0,0.317494482,0.151675791,0,0,0,0,0
5063,1,1,Urban,2018,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.671207309,0.324168593,0.004624114,0,0.326174885,0.113999583,0.004624114,0,0.345032394,0.210169002,0,0,0,0,0
5789,.,99,All,2017,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.708160102,0.290075392,0.000486845,0.001277689,0.340631664,0.167393297,0.000486845,0,0.367528439,0.122682087,0,0.001277689,0.001277689,0,0.001277689
5925,0,0,Rural,2017,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.704453945,0.295546055,0,0,0.349508196,0.179363653,0,0,0.354945749,0.116182409,0,0,0,0,0
5927,1,1,Urban,2017,Andaman and Nicobar Island,Working_Age,Below working age,NA,0.713435411,0.282288432,0.001179818,0.003096348,0.32799682,0.150354728,0.001179818,0,0.385438561,0.131933704,0,0.003096348,0.003096348,0,0.003096348
594,.,99,All,2023,Andhra Pradesh,Working_Age,Below working age,NA,0.624998808,0.372497708,0.002503478,0,0.289800733,0.187671036,0.001944508,0,0.335198075,0.184826672,0.00055897,0,0,0,0
714,0,0,Rural,2023,Andhra Pradesh,Working_Age,Below working age,NA,0.624842644,0.372236669,0.002920702,0,0.280228019,0.186497062,0.002568922,0,0.344614625,0.185739592,0.000351781,0,0,0,0
716,1,1,Urban,2023,Andhra Pradesh,Working_Age,Below working age,NA,0.625416279,0.373195678,0.001388018,0,0.315393686,0.190809727,0.00027512,0,0.310022622,0.182385951,0.001112897,0,0,0,0
1455,.,99,All,2022,Andhra Pradesh,Working_Age,Below working age,NA,0.648684442,0.351211578,0.000103961,0,0.314671069,0.171564072,0.000103961,0,0.334013373,0.17964752,0,0,0.000465904,0.000465904,0
1577,0,0,Rural,2022,Andhra Pradesh,Working_Age,Below working age,NA,0.653405607,0.346594393,0,0,0.320798337,0.176405892,0,0,0.332607269,0.170188501,0,0,0.000650593,0.000650593,0
1579,1,1,Urban,2022,Andhra Pradesh,Working_Age,Below working age,NA,0.636774719,0.36285907,0.000366215,0,0.299214274,0.159349933,0.000366215,0,0.337560445,0.203509137,0,0,0,0,0
2319,.,99,All,2021,Andhra Pradesh,Working_Age,Below working age,NA,0.681422353,0.318244725,0.000332887,0,0.34090811,0.166777417,0.000116634,0,0.340514272,0.151467308,0.000216253,0,0.000934611,0.000528173,0.000406438
2441,0,0,Rural,2021,Andhra Pradesh,Working_Age,Below working age,NA,0.682324052,0.317675948,0,0,0.349979877,0.158936456,0,0,0.332344145,0.158739492,0,0,0.001389062,0.000784995,0.000604067
2443,1,1,Urban,2021,Andhra Pradesh,Working_Age,Below working age,NA,0.679568052,0.319414467,0.001017492,0,0.322251379,0.182902902,0.000356499,0,0.357316673,0.136511549,0.000660993,0,0,0,0
3183,.,99,All,2020,Andhra Pradesh,Working_Age,Below working age,NA,0.672123075,0.326140046,0.001736914,0,0.319470733,0.158019125,0.001736914,0,0.352652341,0.168120921,0,0,0.001207221,0.00087441,0.00033281
3305,0,0,Rural,2020,Andhra Pradesh,Working_Age,Below working age,NA,0.666763365,0.331594735,0.001641888,0,0.32251367,0.167089432,0.001641888,0,0.344249725,0.164505303,0,0,0.000503055,0,0.000503055
3307,1,1,Urban,2020,Andhra Pradesh,Working_Age,Below working age,NA,0.682600617,0.315476686,0.00192268,0,0.313522071,0.140287623,0.00192268,0,0.369078547,0.175189063,0,0,0.00258379,0.00258379,0
4047,.,99,All,2019,Andhra Pradesh,Working_Age,Below working age,NA,0.682842791,0.31465295,0.002504263,0,0.31580475,0.164058983,0.001946393,0,0.367038041,0.150593966,0.00055787,0,0.002130919,0.002130919,0
4169,0,0,Rural,2019,Andhra Pradesh,Working_Age,Below working age,NA,0.684682786,0.312134147,0.003183086,0,0.309824944,0.161647111,0.002392091,0,0.374857843,0.150487036,0.000790995,0,0.003145234,0.003145234,0
4171,1,1,Urban,2019,Andhra Pradesh,Working_Age,Below working age,NA,0.678977251,0.31994459,0.001078162,0,0.328367412,0.169125959,0.001010051,0,0.350609869,0.150818616,6.81E-05,0,0,0,0
4911,.,99,All,2018,Andhra Pradesh,Working_Age,Below working age,NA,0.703987539,0.293951422,0.002061014,0,0.336896956,0.14039886,0.001249477,0,0.367090613,0.153552562,0.000811537,0,0.003099306,0.002503932,0.000595374
5033,0,0,Rural,2018,Andhra Pradesh,Working_Age,Below working age,NA,0.708333075,0.289115995,0.002550955,0,0.352032572,0.131356657,0.001602602,0,0.356300503,0.157759324,0.000948353,0,0.004544931,0.003671855,0.000873077
5035,1,1,Urban,2018,Andhra Pradesh,Working_Age,Below working age,NA,0.694671154,0.304318219,0.001010618,0,0.304447412,0.159784615,0.000492405,0,0.390223771,0.144533604,0.000518213,0,0,0,0
5775,.,99,All,2017,Andhra Pradesh,Working_Age,Below working age,NA,0.709928155,0.28894186,0.00113,0,0.315125227,0.140629306,0.000488662,0,0.394782662,0.148304939,0.000641305,0,0.001135235,0.000828968,0.000306267
5897,0,0,Rural,2017,Andhra Pradesh,Working_Age,Below working age,NA,0.714785337,0.283953309,0.001261338,0,0.322920829,0.154248774,0.000362603,0,0.391833633,0.129694313,0.000898663,0,0,0,0
5899,1,1,Urban,2017,Andhra Pradesh,Working_Age,Below working age,NA,0.700890243,0.298224151,0.000885616,0,0.300619781,0.115287207,0.000723223,0,0.400270462,0.182936952,0.000162393,0,0.003247763,0.002371572,0.000876191
564,.,99,All,2023,Arunachal Pradesh,Working_Age,Below working age,NA,0.670626402,0.329373568,0,0,0.309974998,0.166587099,0,0,0.360651433,0.162786484,0,0,0.002096839,0.000807398,0.001289441
654,0,0,Rural,2023,Arunachal Pradesh,Working_Age,Below working age,NA,0.668090522,0.331909448,0,0,0.299936503,0.169425637,0,0,0.368154049,0.162483811,0,0,0.002517716,0.000969459,0.001548258
656,1,1,Urban,2023,Arunachal Pradesh,Working_Age,Below working age,NA,0.683260262,0.316739738,0,0,0.359987438,0.152445361,0,0,0.323272824,0.164294377,0,0,0,0,0
1425,.,99,All,2022,Arunachal Pradesh,Working_Age,Below working age,NA,0.698805809,0.301194191,0,0,0.37080121,0.15132454,0,0,0.328004599,0.149869666,0,0,0.001908293,0,0.001908293
1517,0,0,Rural,2022,Arunachal Pradesh,Working_Age,Below working age,NA,0.69651866,0.30348137,0,0,0.377046496,0.152469933,0,0,0.319472164,0.151011437,0,0,0.002218663,0,0.002218663
1519,1,1,Urban,2022,Arunachal Pradesh,Working_Age,Below working age,NA,0.712868273,0.287131697,0,0,0.332402587,0.144282132,0,0,0.380465716,0.142849565,0,0,0,0,0
2289,.,99,All,2021,Arunachal Pradesh,Working_Age,Below working age,NA,0.671603382,0.328396618,0,0,0.333994478,0.179187581,0,0,0.337608874,0.149209052,0,0,0,0,0
2381,0,0,Rural,2021,Arunachal Pradesh,Working_Age,Below working age,NA,0.677160561,0.322839439,0,0,0.33809492,0.173200011,0,0,0.339065641,0.149639428,0,0,0,0,0
2383,1,1,Urban,2021,Arunachal Pradesh,Working_Age,Below working age,NA,0.643721282,0.356278718,0,0,0.313421458,0.209228963,0,0,0.330299824,0.147049755,0,0,0,0,0
3153,.,99,All,2020,Arunachal Pradesh,Working_Age,Below working age,NA,0.674527764,0.324580282,0.000891944,0,0.312876314,0.161925718,0,0,0.36165148,0.162654564,0.000891944,0,0,0,0
3245,0,0,Rural,2020,Arunachal Pradesh,Working_Age,Below working age,NA,0.674491048,0.324429989,0.001078974,0,0.310982287,0.158952177,0,0,0.363508731,0.165477827,0.001078974,0,0,0,0
3247,1,1,Urban,2020,Arunachal Pradesh,Working_Age,Below working age,NA,0.674703002,0.325297028,0,0,0.321908802,0.176106602,0,0,0.35279417,0.149190411,0,0,0,0,0
4017,.,99,All,2019,Arunachal Pradesh,Working_Age,Below working age,NA,0.616333783,0.383000135,0.000666069,0,0.303558916,0.196954295,0.00066583,0,0.312666297,0.185975403,0,0,0.000272414,0.000272414,0
4109,0,0,Rural,2019,Arunachal Pradesh,Working_Age,Below working age,NA,0.606915951,0.392228395,0.000855659,0,0.303496957,0.209181875,0.000855659,0,0.303419024,0.183046505,0,0,0,0,0
4111,1,1,Urban,2019,Arunachal Pradesh,Working_Age,Below working age,NA,0.64942044,0.35057953,0,0,0.303776324,0.154065639,0,0,0.345153749,0.196265206,0,0,0.001227916,0.001227916,0
4881,.,99,All,2018,Arunachal Pradesh,Working_Age,Below working age,NA,0.566326022,0.432829887,0.000844077,0,0.261964619,0.211682573,0.000798656,0,0.304005504,0.220888719,4.54E-05,0,0,0,0
4973,0,0,Rural,2018,Arunachal Pradesh,Working_Age,Below working age,NA,0.554026008,0.445326835,0.000647131,0,0.250512809,0.216176823,0.000592123,0,0.303322971,0.229006365,5.50E-05,0,0,0,0
4975,1,1,Urban,2018,Arunachal Pradesh,Working_Age,Below working age,NA,0.624601066,0.373621732,0.001777171,0,0.316221088,0.190389603,0.001777171,0,0.307229191,0.182548344,0,0,0,0,0
5745,.,99,All,2017,Arunachal Pradesh,Working_Age,Below working age,NA,0.578632593,0.420108944,0.001258475,0,0.266688973,0.183426201,0.001257581,0,0.311156213,0.236098766,0,0,0,0,0
5837,0,0,Rural,2017,Arunachal Pradesh,Working_Age,Below working age,NA,0.575332999,0.423466474,0.001200529,0,0.262439102,0.184370026,0.00120001,0,0.312402159,0.238727689,0,0,0,0,0
5839,1,1,Urban,2017,Arunachal Pradesh,Working_Age,Below working age,NA,0.59610647,0.402328163,0.001565346,0,0.289156169,0.178436622,0.001561934,0,0.304587245,0.222238436,0,0,0,0,0
576,.,99,All,2023,Assam,Working_Age,Below working age,NA,0.741961241,0.258038759,0,0,0.368507564,0.126065046,0,0,0.373453677,0.131973729,0,0,0.001623332,0.001596094,2.72E-05
678,0,0,Rural,2023,Assam,Working_Age,Below working age,NA,0.742060959,0.257939041,0,0,0.36790508,0.127146989,0,0,0.374155879,0.130792052,0,0,0.001659038,0.001629464,2.96E-05
680,1,1,Urban,2023,Assam,Working_Age,Below working age,NA,0.740798175,0.259201825,0,0,0.375534147,0.113446482,0,0,0.365264028,0.145755351,0,0,0.001206897,0.001206897,0
1437,.,99,All,2022,Assam,Working_Age,Below working age,NA,0.706541419,0.293458551,0,0,0.340735048,0.137652203,0,0,0.365806401,0.155806363,0,0,0.000270506,1.31E-05,0.000257371
1541,0,0,Rural,2022,Assam,Working_Age,Below working age,NA,0.706256211,0.293743789,0,0,0.344791263,0.138227239,0,0,0.361464977,0.155516535,0,0,0.000288609,1.40E-05,0.000274595
1543,1,1,Urban,2022,Assam,Working_Age,Below working age,NA,0.71080339,0.28919664,0,0,0.280124903,0.129059538,0,0,0.430678457,0.160137087,0,0,0,0,0
2301,.,99,All,2021,Assam,Working_Age,Below working age,NA,0.706017017,0.293982983,0,0,0.324982285,0.13471517,0,0,0.381034732,0.159267813,0,0,0,0,0
2405,0,0,Rural,2021,Assam,Working_Age,Below working age,NA,0.70920217,0.29079783,0,0,0.32705608,0.1336831,0,0,0.38214609,0.157114744,0,0,0,0,0
2407,1,1,Urban,2021,Assam,Working_Age,Below working age,NA,0.665800273,0.334199697,0,0,0.298797935,0.147746444,0,0,0.367002338,0.186453268,0,0,0,0,0
3165,.,99,All,2020,Assam,Working_Age,Below working age,NA,0.642699003,0.357209295,9.17E-05,0,0.300453573,0.179548562,0,0,0.3422454,0.177660748,9.17E-05,0,0.000345404,0.0003036,4.18E-05
3269,0,0,Rural,2020,Assam,Working_Age,Below working age,NA,0.63657546,0.36342454,0,0,0.297127098,0.184886113,0,0,0.339448363,0.178538427,0,0,0.000385157,0.000338541,4.66E-05
3271,1,1,Urban,2020,Assam,Working_Age,Below working age,NA,0.695904911,0.303206414,0.000888701,0,0.32935673,0.133171692,0,0,0.366548151,0.170034721,0.000888701,0,0,0,0
4029,.,99,All,2019,Assam,Working_Age,Below working age,NA,0.709055901,0.290382296,0.000561808,0,0.322724223,0.132929474,0.000489777,0,0.385749519,0.157213479,7.13E-05,0,9.19E-05,0,9.19E-05
4133,0,0,Rural,2019,Assam,Working_Age,Below working age,NA,0.712369025,0.28743726,0.000193743,0,0.321427286,0.130129859,0.000193428,0,0.39029932,0.1570476,0,0,0,0,0
4135,1,1,Urban,2019,Assam,Working_Age,Below working age,NA,0.67741549,0.318507612,0.004076867,0,0.335130215,0.159709558,0.00332453,0,0.342285305,0.158798069,0.000752337,0,0.000971049,0,0.000971049
4893,.,99,All,2018,Assam,Working_Age,Below working age,NA,0.696198463,0.303801566,0,0,0.320006311,0.126391172,0,0,0.374333978,0.17664893,0,0,0.000866315,0.000866315,0
4997,0,0,Rural,2018,Assam,Working_Age,Below working age,NA,0.697907627,0.302092373,0,0,0.322728485,0.123830862,0,0,0.373130471,0.177439496,0,0,0.000948712,0.000948712,0
4999,1,1,Urban,2018,Assam,Working_Age,Below working age,NA,0.678338528,0.321661472,0,0,0.291415393,0.153282091,0,0,0.386923134,0.168379381,0,0,0,0,0
5757,.,99,All,2017,Assam,Working_Age,Below working age,NA,0.641490161,0.357569098,0.000940712,0,0.28627634,0.152785063,0.000298079,0,0.355104148,0.204725474,0.000642518,0,5.14E-05,5.14E-05,0
5861,0,0,Rural,2017,Assam,Working_Age,Below working age,NA,0.640393317,0.358670413,0.000936288,0,0.28340289,0.150599331,0.000239312,0,0.356872588,0.208008468,0.000696876,0,5.14E-05,5.14E-05,0
5863,1,1,Urban,2017,Assam,Working_Age,Below working age,NA,0.654455602,0.344551414,0.000993002,0,0.320254892,0.178631574,0.000993002,0,0.33420068,0.16591984,0,0,5.12E-05,5.12E-05,0
560,.,99,All,2023,Bihar,Working_Age,Below working age,NA,0.766040564,0.233749449,0.000209968,0,0.356934726,0.109511822,0,0,0.409105867,0.124237627,0.000209968,0,5.92E-05,3.29E-05,2.63E-05
646,0,0,Rural,2023,Bihar,Working_Age,Below working age,NA,0.767675161,0.232198209,0.000126611,0,0.357151091,0.108607419,0,0,0.4105241,0.12359079,0.000126611,0,2.84E-05,0,2.84E-05
648,1,1,Urban,2023,Bihar,Working_Age,Below working age,NA,0.745863974,0.252897143,0.001238892,0,0.354263932,0.120675303,0,0,0.391600072,0.132221833,0.001238892,0,0.000439108,0.000439108,0
1421,.,99,All,2022,Bihar,Working_Age,Below working age,NA,0.74248153,0.257050961,0.000467525,0,0.345840961,0.117023394,0.000389371,0,0.396640569,0.140027553,7.82E-05,0,0.000226338,0,0.000226338
1509,0,0,Rural,2022,Bihar,Working_Age,Below working age,NA,0.744908988,0.25464341,0.000447601,0,0.349512547,0.113953426,0.000364362,0,0.395396471,0.140689969,8.32E-05,0,0.000230909,0,0.000230909
1511,1,1,Urban,2022,Bihar,Working_Age,Below working age,NA,0.705176234,0.294050038,0.000773713,0,0.289416432,0.164202422,0.000773713,0,0.415759832,0.129847601,0,0,0.000156092,0,0.000156092
2285,.,99,All,2021,Bihar,Working_Age,Below working age,NA,0.74728471,0.252157718,0.000557579,0,0.354933143,0.118881345,0.000314068,0,0.392351568,0.133276358,0.00024351,0,0.000237672,0.000197958,3.97E-05
2373,0,0,Rural,2021,Bihar,Working_Age,Below working age,NA,0.747392297,0.25233379,0.000273908,0,0.355410397,0.119426295,0.000120745,0,0.3919819,0.132907495,0.000153164,0,0.000156748,0.000156748,0
2375,1,1,Urban,2021,Bihar,Working_Age,Below working age,NA,0.745778322,0.249691844,0.004529856,0,0.348250151,0.111250274,0.00302121,0,0.397528172,0.138441563,0.001508646,0,0.001370859,0.000775026,0.000595834
3149,.,99,All,2020,Bihar,Working_Age,Below working age,NA,0.7253443,0.273765743,0.000889978,0,0.31828329,0.120865345,0.000191045,0,0.407061011,0.152900398,0.000698933,0,0.000195872,0.000195872,0
3237,0,0,Rural,2020,Bihar,Working_Age,Below working age,NA,0.723134577,0.276370257,0.000495154,0,0.314726979,0.121382743,8.70E-05,0,0.408407599,0.154987499,0.000408148,0,0.000212871,0.000212871,0
3239,1,1,Urban,2020,Bihar,Working_Age,Below working age,NA,0.750806391,0.243754059,0.005439518,0,0.359262317,0.114903405,0.001389874,0,0.391544104,0.128850669,0.004049644,0,0,0,0
4013,.,99,All,2019,Bihar,Working_Age,Below working age,NA,0.749321997,0.249389336,0.001288675,0,0.35474962,0.10753338,0.000393024,0,0.394572377,0.141855955,0.000895652,0,0.000396259,7.38E-05,0.00032241
4101,0,0,Rural,2019,Bihar,Working_Age,Below working age,NA,0.748028874,0.25080654,0.001164565,0,0.357521564,0.107265569,0.000271393,0,0.39050734,0.143540978,0.000893172,0,0.000355861,0,0.000355861
4103,1,1,Urban,2019,Bihar,Working_Age,Below working age,NA,0.761785269,0.235729828,0.002484889,0,0.32803297,0.110114656,0.001565336,0,0.433752328,0.125615165,0.000919554,0,0.000785631,0.000785631,0
4877,.,99,All,2018,Bihar,Working_Age,Below working age,NA,0.732019424,0.267425001,0.000555557,0,0.351796538,0.131728292,0.000120994,0,0.380199194,0.135688052,0.000434545,0,0,0,0
4965,0,0,Rural,2018,Bihar,Working_Age,Below working age,NA,0.730421364,0.269067705,0.000510918,0,0.353358775,0.132288724,0.000100923,0,0.377062589,0.136778995,0.000409994,0,0,0,0
4967,1,1,Urban,2018,Bihar,Working_Age,Below working age,NA,0.750267804,0.248666927,0.001065294,0,0.333964705,0.125331342,0.000350094,0,0.416001529,0.12323565,0.000714772,0,0,0,0
5741,.,99,All,2017,Bihar,Working_Age,Below working age,NA,0.74343127,0.25333643,0.003232271,0,0.339779794,0.117783107,0.001651266,0,0.403160036,0.135383487,0.001578661,0,0.000391924,2.16E-05,0.000370351
5829,0,0,Rural,2017,Bihar,Working_Age,Below working age,NA,0.743649006,0.253239512,0.003111458,0,0.339150518,0.116441816,0.001577011,0,0.403981686,0.136620536,0.001532089,0,0.000403081,0,0.000403081
5831,1,1,Urban,2017,Bihar,Working_Age,Below working age,NA,0.740969956,0.254431993,0.004598048,0,0.346899688,0.132958278,0.002491379,0,0.393870175,0.121397011,0.002105232,0,0.00026568,0.00026568,0
548,.,99,All,2023,Chandigarh,Working_Age,Below working age,NA,0.688346505,0.31075123,0.000902285,0,0.286463648,0.154692203,0.000902285,0,0.401882857,0.156059012,0,0,0,0,0
624,1,1,Urban,2023,Chandigarh,Working_Age,Below working age,NA,0.688346505,0.31075123,0.000902285,0,0.286463648,0.154692203,0.000902285,0,0.401882857,0.156059012,0,0,0,0,0
1409,.,99,All,2022,Chandigarh,Working_Age,Below working age,NA,0.68830508,0.308994502,0.002700421,0,0.331055284,0.14246431,0,0,0.357249767,0.166530207,0.002700421,0,0.000159417,0,0.000159417
1485,0,0,Rural,2022,Chandigarh,Working_Age,Below working age,NA,0.719413757,0.280586213,0,0,0.322320253,0.109113827,0,0,0.397093534,0.171472386,0,0,0.002190944,0,0.002190944
1487,1,1,Urban,2022,Chandigarh,Working_Age,Below working age,NA,0.685863912,0.311223745,0.002912326,0,0.331740737,0.145081371,0,0,0.354123175,0.166142389,0.002912326,0,0,0,0
2273,.,99,All,2021,Chandigarh,Working_Age,Below working age,NA,0.714696765,0.279913694,0.005389531,0,0.320580065,0.122345001,0.005389531,0,0.3941167,0.157568693,0,0,0,0,0
2349,0,0,Rural,2021,Chandigarh,Working_Age,Below working age,NA,0.808729768,0.191270247,0,0,0.42949307,0.075174183,0,0,0.379236698,0.116096064,0,0,0,0,0
2351,1,1,Urban,2021,Chandigarh,Working_Age,Below working age,NA,0.708433449,0.28581804,0.005748516,0,0.313325614,0.12548694,0.005748516,0,0.395107836,0.1603311,0,0,0,0,0
3137,.,99,All,2020,Chandigarh,Working_Age,Below working age,NA,0.68783021,0.31216979,0,0,0.315891027,0.158587262,0,0,0.371939152,0.153582528,0,0,0,0,0
3213,0,0,Rural,2020,Chandigarh,Working_Age,Below working age,NA,0.872003794,0.127996206,0,0,0.289297611,0.112819083,0,0,0.582706213,0.015177118,0,0,0,0,0
3215,1,1,Urban,2020,Chandigarh,Working_Age,Below working age,NA,0.672752142,0.327247858,0,0,0.318068206,0.162334248,0,0,0.354683936,0.16491361,0,0,0,0,0
4001,.,99,All,2019,Chandigarh,Working_Age,Below working age,NA,0.698746622,0.299095273,0.00215812,0,0.326393664,0.12381874,0.00215812,0,0.372014791,0.175117359,0,0,0.004312321,0.004312321,0
4077,0,0,Rural,2019,Chandigarh,Working_Age,Below working age,NA,0.790525854,0.209474117,0,0,0.324213982,0.119404115,0,0,0.466311902,0.090070002,0,0,0,0,0
4079,1,1,Urban,2019,Chandigarh,Working_Age,Below working age,NA,0.69222033,0.305468112,0.002311582,0,0.326548666,0.124132663,0.002311582,0,0.365315974,0.181159079,0,0,0.004618666,0.004618666,0
4865,.,99,All,2018,Chandigarh,Working_Age,Below working age,NA,0.789340436,0.210659578,0,0,0.372650445,0.07741072,0,0,0.415214181,0.132942289,0,0,0.000652386,0.000652386,0
4941,0,0,Rural,2018,Chandigarh,Working_Age,Below working age,NA,0.843206465,0.15679352,0,0,0.609253824,0.119180284,0,0,0.233952627,0.037613239,0,0,0,0,0
4943,1,1,Urban,2018,Chandigarh,Working_Age,Below working age,NA,0.785381019,0.214618981,0,0,0.355332643,0.074353464,0,0,0.428537726,0.139949411,0,0,0.000700136,0.000700136,0
5729,.,99,All,2017,Chandigarh,Working_Age,Below working age,NA,0.724289715,0.264503896,0.011206358,0,0.353491426,0.138632357,0.011206358,0,0.37079832,0.125871554,0,0,0,0,0
5805,0,0,Rural,2017,Chandigarh,Working_Age,Below working age,NA,0.733400226,0.266599774,0,0,0.413577229,0.224180996,0,0,0.319822997,0.042418759,0,0,0,0,0
5807,1,1,Urban,2017,Chandigarh,Working_Age,Below working age,NA,0.723697186,0.26436758,0.011935196,0,0.349583566,0.133068457,0.011935196,0,0.374113619,0.131299138,0,0,0,0,0
584,.,99,All,2023,Chhattisgarh,Working_Age,Below working age,NA,0.709535658,0.289416075,0.001048304,0,0.364587843,0.133136302,0.001048304,0,0.344947785,0.156279758,0,0,0.011332679,0.004042085,0.007290593
694,0,0,Rural,2023,Chhattisgarh,Working_Age,Below working age,NA,0.714084208,0.284667075,0.001248728,0,0.370555669,0.134232134,0.001248728,0,0.343528509,0.150434926,0,0,0.012817904,0.004814889,0.008003015
696,1,1,Urban,2023,Chhattisgarh,Working_Age,Below working age,NA,0.685744762,0.314255267,0,0,0.333373636,0.1274046,0,0,0.352371126,0.186850652,0,0,0.003564333,0,0.003564333
1445,.,99,All,2022,Chhattisgarh,Working_Age,Below working age,NA,0.706353664,0.293437421,0.000208883,0,0.347592235,0.142021701,0.000208883,0,0.35876143,0.151415721,0,0,0.003671278,0.002234813,0.001436464
1557,0,0,Rural,2022,Chhattisgarh,Working_Age,Below working age,NA,0.711705089,0.288049519,0.00024542,0,0.353296101,0.138857037,0.00024542,0,0.358408958,0.149192482,0,0,0.004313452,0.002625724,0.001687729
1559,1,1,Urban,2022,Chhattisgarh,Working_Age,Below working age,NA,0.67576021,0.32423982,0,0,0.314983606,0.160113946,0,0,0.360776573,0.16412586,0,0,0,0,0
2309,.,99,All,2021,Chhattisgarh,Working_Age,Below working age,NA,0.72594744,0.273405105,0.000647423,0,0.348825634,0.140736327,0.000605116,0,0.377121836,0.132668793,4.23E-05,0,0.0079987,0.004892798,0.003105902
2421,0,0,Rural,2021,Chhattisgarh,Working_Age,Below working age,NA,0.725124657,0.274145484,0.000729848,0,0.349284083,0.138841748,0.000729848,0,0.375840604,0.135303736,0,0,0.007377421,0.005008826,0.002368595
2423,1,1,Urban,2021,Chhattisgarh,Working_Age,Below working age,NA,0.729939044,0.269813389,0.000247552,0,0.346601486,0.149927482,0,0,0.383337587,0.119885899,0.000247552,0,0.011012726,0.004329908,0.006682819
3173,.,99,All,2020,Chhattisgarh,Working_Age,Below working age,NA,0.698556006,0.300541162,0.000902833,0,0.322442412,0.142943949,0.000287309,0,0.376113594,0.157597214,0.000615524,0,0.002590493,0.001278986,0.001311506
3285,0,0,Rural,2020,Chhattisgarh,Working_Age,Below working age,NA,0.691192567,0.307696849,0.001110551,0,0.32368955,0.144914806,0.000353412,0,0.367503047,0.162782043,0.00075714,0,0.003186496,0.001573247,0.001613249
