,urban,sector,sector_type,year,state,dem,working_age,age_cohort,edu_cat_1,edu_cat_2,edu_cat_3,edu_cat_4,edu_cat_female_1,edu_cat_female_2,edu_cat_female_3,edu_cat_female_4,edu_cat_male_1,edu_cat_male_2,edu_cat_male_3,edu_cat_male_4,vocat1,vocat1_female,vocat1_male
1708,1,1,Urban,2022,Goa,All,NA,NA,0.180009708,0.356086284,0.272904426,0.190999597,0.120829947,0.143242463,0.126610175,0.103358261,0.059179761,0.212843806,0.146294251,0.087641336,0.277940065,0.070795178,0.207144886
1876,.,99,All,2021,Goa,Age,NA,15 to 29,0.004245002,0.261494488,0.520470321,0.213790178,0.004245002,0.092472121,0.252610922,0.139222398,0,0.169022366,0.267859429,0.074567772,0.143869415,0.036958732,0.106910683
1877,.,99,All,2021,Goa,Age,NA,30 to 44,0.033936884,0.385155022,0.382174641,0.198733464,0.025261452,0.205497235,0.157348379,0.092629403,0.008675431,0.179657787,0.224826261,0.106104061,0.257363468,0.05261948,0.204743981
1878,.,99,All,2021,Goa,Age,NA,45 to 64,0.140273258,0.455058724,0.278537512,0.126130521,0.116919145,0.218324989,0.10920085,0.081060812,0.023354108,0.236733735,0.169336662,0.045069706,0.18550016,0.018577399,0.166922748
1879,.,99,All,2021,Goa,Age,NA,65 and above,0.381650954,0.329166234,0.204138964,0.085043848,0.243025884,0.182678401,0.061820753,0.015656326,0.138625056,0.146487847,0.142318204,0.069387525,0,0,0
1880,.,99,All,2021,Goa,Age,NA,NA,0.624135554,0.375864476,0,0,0.297074646,0.158834621,0,0,0.327060878,0.217029855,0,0,0,0,0
2191,0,0,Rural,2021,Goa,Age,NA,15 to 29,0.00680452,0.210474283,0.596054852,0.186666355,0.00680452,0.087075382,0.303817004,0.148751065,0,0.123398907,0.292237848,0.037915278,0.175632685,0.055798475,0.119834207
2192,0,0,Rural,2021,Goa,Age,NA,30 to 44,0.026268745,0.465985924,0.446012437,0.061732881,0.02172678,0.284278482,0.137088865,0.023815269,0.004541965,0.181707427,0.308923572,0.037917614,0.242981434,0.032816734,0.210164696
2193,0,0,Rural,2021,Goa,Age,NA,45 to 64,0.207197115,0.523291409,0.239158288,0.030353194,0.165003955,0.211332142,0.101787001,0.030353194,0.042193171,0.311959267,0.137371287,0,0.136448845,0.008206977,0.128241867
2194,0,0,Rural,2021,Goa,Age,NA,65 and above,0.563477755,0.307776719,0.070962511,0.057782985,0.350933135,0.157870844,0,0,0.21254465,0.14990589,0.070962511,0.057782985,0,0,0
2195,0,0,Rural,2021,Goa,Age,NA,NA,0.722163618,0.277836353,0,0,0.389811486,0.107556187,0,0,0.332352161,0.170280173,0,0,0,0,0
2196,1,1,Urban,2021,Goa,Age,NA,15 to 29,0.002548644,0.295308858,0.470375597,0.23176688,0.002548644,0.096048892,0.218673334,0.132907137,0,0.199259967,0.251702279,0.098859742,0.122817852,0.024472421,0.098345429
2197,1,1,Urban,2021,Goa,Age,NA,30 to 44,0.038865343,0.333203465,0.34114486,0.286786348,0.027533256,0.15486303,0.170369551,0.136857554,0.011332088,0.178340435,0.170775309,0.149928793,0.266607076,0.065347083,0.201259986
2198,1,1,Urban,2021,Goa,Age,NA,45 to 64,0.094145209,0.408028573,0.305680096,0.192146137,0.083776146,0.223144874,0.114310935,0.11601162,0.010369067,0.184883684,0.191369161,0.076134518,0.21930933,0.025725331,0.193583995
2199,1,1,Urban,2021,Goa,Age,NA,65 and above,0.267460197,0.342599273,0.287776321,0.102164194,0.175258055,0.198258027,0.100645371,0.025488799,0.092202142,0.14434126,0.187130958,0.0766754,0,0,0
2200,1,1,Urban,2021,Goa,Age,NA,NA,0.570988774,0.429011256,0,0,0.246796563,0.186635673,0,0,0.324192166,0.242375582,0,0,0,0,0
2508,.,99,All,2021,Goa,All,NA,NA,0.200174972,0.366368681,0.297239989,0.136216372,0.115476228,0.172865376,0.127051085,0.074257217,0.084698744,0.19350329,0.170188889,0.061959151,0.141461834,0.026338441,0.115123391
2571,0,0,Rural,2021,Goa,All,NA,NA,0.239690781,0.374107122,0.315450191,0.070751898,0.149072126,0.180764839,0.127521574,0.046022363,0.090618663,0.193342298,0.187928617,0.024729537,0.136673853,0.023146285,0.113527574
2572,1,1,Urban,2021,Goa,All,NA,NA,0.175096467,0.361457497,0.285682976,0.17776306,0.094154775,0.167852044,0.126752496,0.092176326,0.080941699,0.193605468,0.158930466,0.085586734,0.144500494,0.028364327,0.116136163
2740,.,99,All,2020,Goa,Age,NA,15 to 29,0.012923842,0.230865926,0.51910913,0.237101078,0.005732134,0.100493945,0.213827878,0.102608882,0.007191709,0.130371988,0.305281281,0.134492204,0.094322369,0.012667343,0.081655025
2741,.,99,All,2020,Goa,Age,NA,30 to 44,0.066464469,0.397279054,0.261311889,0.274944603,0.05202762,0.212905586,0.111543134,0.137588844,0.014436848,0.184373453,0.149768755,0.137355745,0.128674954,0.033336099,0.095338859
2742,.,99,All,2020,Goa,Age,NA,45 to 64,0.220780224,0.398658365,0.24937734,0.131184071,0.162342593,0.211486086,0.078252114,0.062992692,0.058437631,0.187172279,0.171125218,0.068191379,0.079569332,0.015493636,0.064075693
2743,.,99,All,2020,Goa,Age,NA,65 and above,0.384724706,0.19191891,0.278811932,0.144544452,0.273065776,0.078212112,0.100831874,0.050085589,0.111658923,0.113706805,0.17798005,0.094458863,0,0,0
2744,.,99,All,2020,Goa,Age,NA,NA,0.612466574,0.387533426,0,0,0.258698702,0.197611511,0,0,0.353767902,0.189921916,0,0,0.000820554,0.000820554,0
3055,0,0,Rural,2020,Goa,Age,NA,15 to 29,0,0.221318766,0.569225729,0.20945552,0,0.075977713,0.174549073,0.08644288,0,0.145341054,0.394676626,0.12301264,0.116839543,0.023693062,0.093146481
3056,0,0,Rural,2020,Goa,Age,NA,30 to 44,0.077421091,0.449937135,0.286653697,0.185988069,0.059231721,0.223513365,0.083618008,0.118385263,0.018189371,0.22642377,0.203035697,0.067602806,0.128544867,0.04149821,0.087046653
3057,0,0,Rural,2020,Goa,Age,NA,45 to 64,0.290072531,0.502645493,0.164536908,0.042745087,0.205791831,0.273739606,0.040197197,0.021372544,0.084280699,0.228905872,0.124339707,0.021372544,0.081084132,0.004139238,0.076944895
3058,0,0,Rural,2020,Goa,Age,NA,65 and above,0.418330401,0.186614275,0.268219709,0.126835629,0.314838737,0.041390862,0.060989276,0.068500191,0.103491671,0.145223409,0.207230419,0.058335438,0,0,0
3059,0,0,Rural,2020,Goa,Age,NA,NA,0.611024976,0.388975054,0,0,0.219267517,0.210572585,0,0,0.391757429,0.178402454,0,0,0,0,0
3060,1,1,Urban,2020,Goa,Age,NA,15 to 29,0.021347329,0.237088561,0.486444235,0.25511986,0.009468216,0.116473101,0.239428952,0.11314553,0.011879112,0.12061546,0.247015283,0.14197433,0.079646148,0.005481014,0.074165136
3061,1,1,Urban,2020,Goa,Age,NA,30 to 44,0.058457602,0.35879764,0.242792651,0.339952111,0.046763018,0.205153644,0.131950215,0.151622415,0.011694585,0.153643981,0.110842429,0.188329697,0.128770024,0.027371408,0.101398617
3062,1,1,Urban,2020,Goa,Age,NA,45 to 64,0.179214999,0.336281329,0.300269157,0.1842345,0.136279434,0.174143091,0.101079494,0.087958686,0.042935576,0.162138224,0.199189678,0.096275821,0.078660674,0.022304611,0.056356061
3063,1,1,Urban,2020,Goa,Age,NA,65 and above,0.364098072,0.195174813,0.285313278,0.155413836,0.247426227,0.10081239,0.125286609,0.038783006,0.116671845,0.09436243,0.160026655,0.11663083,0,0,0
3064,1,1,Urban,2020,Goa,Age,NA,NA,0.613440812,0.386559188,0,0,0.285345644,0.188852608,0,0,0.328095138,0.197706595,0,0,0.001375071,0.001375071,0
3372,.,99,All,2020,Goa,All,NA,NA,0.221270218,0.338824689,0.271694541,0.168210551,0.126597703,0.171599835,0.105511568,0.077797897,0.094672516,0.167224869,0.166182965,0.090412654,0.073461197,0.015142334,0.058318865
3435,0,0,Rural,2020,Goa,All,NA,NA,0.238513485,0.375647873,0.267944157,0.117894493,0.131998867,0.183256149,0.076791145,0.061820578,0.106514618,0.192391723,0.191153005,0.056073919,0.079630978,0.017286634,0.062344342
3436,1,1,Urban,2020,Goa,All,NA,NA,0.209927499,0.314602196,0.274161547,0.201308742,0.123044789,0.163932234,0.124404021,0.088307865,0.086882718,0.150669977,0.149757519,0.11300087,0.06940268,0.0137318,0.055670884
3604,.,99,All,2019,Goa,Age,NA,15 to 29,0.025380213,0.251791298,0.494587898,0.228240594,0.019323638,0.136221007,0.241899401,0.115035199,0.006056575,0.115570307,0.252688497,0.113205388,0.056264881,0.009674508,0.046590373
3605,.,99,All,2019,Goa,Age,NA,30 to 44,0.070631318,0.456710786,0.303482831,0.169175074,0.041587997,0.232153699,0.140948087,0.083252743,0.029043319,0.224557087,0.162534729,0.085922331,0.070921399,0.014325448,0.056595951
3606,.,99,All,2019,Goa,Age,NA,45 to 64,0.249575943,0.455650568,0.201006278,0.093767203,0.165916726,0.216748416,0.075643286,0.035727795,0.083659224,0.238902166,0.125362992,0.058039404,0.027748916,0,0.027748916
3607,.,99,All,2019,Goa,Age,NA,65 and above,0.639807343,0.136824787,0.155490905,0.06787695,0.446583033,0.067310661,0.06577976,0.030370174,0.193224326,0.069514126,0.089711137,0.037506778,0,0,0
3608,.,99,All,2019,Goa,Age,NA,NA,0.660774469,0.339225501,0,0,0.305646956,0.18423824,0,0,0.355127543,0.154987276,0,0,0,0,0
3919,0,0,Rural,2019,Goa,Age,NA,15 to 29,0.019196067,0.239004135,0.525247395,0.216552407,0.004285271,0.128657788,0.275894761,0.101143718,0.014910796,0.11034634,0.249352634,0.115408681,0.062602066,0.00155095,0.061051112
3920,0,0,Rural,2019,Goa,Age,NA,30 to 44,0.056354087,0.579162955,0.310520083,0.053962871,0.036707718,0.353174359,0.151686132,0.008147731,0.019646371,0.225988612,0.158833951,0.04581514,0.043699738,0.001841957,0.041857779
3921,0,0,Rural,2019,Goa,Age,NA,45 to 64,0.317968786,0.480982959,0.182088584,0.018959668,0.21437037,0.212734461,0.075960994,0.009479834,0.103598423,0.268248498,0.10612759,0.009479834,0.041549858,0,0.041549858
3922,0,0,Rural,2019,Goa,Age,NA,65 and above,0.858236253,0.117481187,0.02428256,0,0.639444053,0.067899719,0,0,0.21879217,0.049581468,0.02428256,0,0,0,0
3923,0,0,Rural,2019,Goa,Age,NA,NA,0.618201196,0.381798774,0,0,0.329383224,0.213934988,0,0,0.288818002,0.167863801,0,0,0,0,0
3924,1,1,Urban,2019,Goa,Age,NA,15 to 29,0.029610369,0.260538161,0.473615795,0.236235693,0.029610369,0.141394481,0.218645468,0.124537423,0,0.119143665,0.254970312,0.111698262,0.051930044,0.015231286,0.036698759
3925,1,1,Urban,2019,Goa,Age,NA,30 to 44,0.078832358,0.386372536,0.299440503,0.235354587,0.044391297,0.16263774,0.134780005,0.126394123,0.034441058,0.223734811,0.164660513,0.108960472,0.086557902,0.021496141,0.065061763
3926,1,1,Urban,2019,Goa,Age,NA,45 to 64,0.203798905,0.438694984,0.213668361,0.143837735,0.133485496,0.219435066,0.075430632,0.053296208,0.070313424,0.219259918,0.13823773,0.090541534,0.018511605,0,0.018511605
3927,1,1,Urban,2019,Goa,Age,NA,65 and above,0.512631059,0.148087248,0.231884599,0.107397087,0.334293157,0.066967696,0.104078852,0.048052665,0.178337902,0.081119552,0.127805755,0.059344426,0,0,0
3928,1,1,Urban,2019,Goa,Age,NA,NA,0.685898721,0.314101279,0,0,0.291639209,0.166712984,0,0,0.394259483,0.147388294,0,0,0,0,0
4236,.,99,All,2019,Goa,All,NA,NA,0.260033816,0.361486256,0.253919691,0.124560222,0.145905629,0.184606299,0.116380967,0.059353165,0.114128187,0.176879957,0.137538731,0.065207057,0.038107969,0.005992219,0.03211575
4299,0,0,Rural,2019,Goa,All,NA,NA,0.271862477,0.400069296,0.25494352,0.073124714,0.167160168,0.21619229,0.125624359,0.03019266,0.104702324,0.183876991,0.129319161,0.042932052,0.036594234,0.000841887,0.035752349
4300,1,1,Urban,2019,Goa,All,NA,NA,0.252637267,0.337360054,0.253279507,0.156723157,0.132615045,0.164855376,0.110601023,0.077587403,0.120022237,0.172504678,0.142678484,0.079135753,0.039054513,0.009212753,0.02984176
4468,.,99,All,2018,Goa,Age,NA,15 to 29,0.025217442,0.257041037,0.456779599,0.26096189,0.025217442,0.125354633,0.201140031,0.144176081,0,0.131686419,0.255639583,0.116785824,0.077102259,0.023389077,0.05371318
4469,.,99,All,2018,Goa,Age,NA,30 to 44,0.082220562,0.348337144,0.236893073,0.332549214,0.059049718,0.174420461,0.110403314,0.161665112,0.023170847,0.173916683,0.126489758,0.170884103,0.138849869,0.06852679,0.070323072
4470,.,99,All,2018,Goa,Age,NA,45 to 64,0.219791234,0.401443988,0.233463168,0.145301595,0.177069589,0.202472955,0.102132849,0.054663766,0.042721651,0.198971048,0.131330311,0.090637833,0.078659616,0.032722436,0.045937181
4471,.,99,All,2018,Goa,Age,NA,65 and above,0.384040982,0.334882736,0.192315474,0.088760823,0.267063528,0.183808997,0.075119071,0.038848475,0.116977468,0.151073724,0.117196396,0.049912352,0,0,0
4472,.,99,All,2018,Goa,Age,NA,NA,0.655314863,0.344685137,0,0,0.300365388,0.16259937,0,0,0.354949474,0.182085767,0,0,0,0,0
4783,0,0,Rural,2018,Goa,Age,NA,15 to 29,0.002068221,0.34017238,0.403811336,0.253948063,0.002068221,0.163975567,0.192932785,0.172296017,0,0.176196814,0.210878566,0.081652038,0.086373873,0.035401974,0.050971895
4784,0,0,Rural,2018,Goa,Age,NA,30 to 44,0.078414097,0.380388379,0.261560857,0.279636681,0.059416275,0.214441493,0.104286827,0.167380825,0.018997824,0.165946886,0.157274023,0.112255864,0.160929292,0.093665786,0.067263499
4785,0,0,Rural,2018,Goa,Age,NA,45 to 64,0.267611086,0.438246787,0.245992884,0.048149228,0.208044484,0.199664488,0.090902641,0.012905709,0.05956661,0.238582298,0.155090243,0.035243519,0.069523402,0.030754607,0.038768798
4786,0,0,Rural,2018,Goa,Age,NA,65 and above,0.512801349,0.378511071,0.083568893,0.025118699,0.355879962,0.221718132,0.083029896,0,0.156921387,0.156792939,0.000538996,0.025118699,0,0,0
4787,0,0,Rural,2018,Goa,Age,NA,NA,0.683988988,0.316011012,0,0,0.307653785,0.158303663,0,0,0.376335204,0.157707334,0,0,0,0,0
4788,1,1,Urban,2018,Goa,Age,NA,15 to 29,0.038751673,0.208438173,0.48774761,0.265062571,0.038751673,0.102774829,0.205938414,0.127735704,0,0.105663344,0.281809181,0.137326866,0.071681589,0.016365714,0.055315875
4789,1,1,Urban,2018,Goa,Age,NA,30 to 44,0.084741518,0.327110171,0.220556051,0.367592275,0.058806952,0.147915229,0.114454158,0.157879695,0.025934568,0.179194942,0.106101893,0.20971258,0.124227047,0.05187767,0.072349377
4790,1,1,Urban,2018,Goa,Age,NA,45 to 64,0.191852152,0.379941702,0.226142585,0.202063546,0.158972293,0.204113811,0.108694173,0.079061195,0.032879867,0.175827906,0.117448412,0.123002343,0.08399751,0.033872154,0.050125357
4791,1,1,Urban,2018,Goa,Age,NA,65 and above,0.335665137,0.318491369,0.233172044,0.112671465,0.233694777,0.169566363,0.072146937,0.053444024,0.101970352,0.148925006,0.161025107,0.059227441,0,0,0
4792,1,1,Urban,2018,Goa,Age,NA,NA,0.633853137,0.366146892,0,0,0.294910252,0.165814564,0,0,0.338942856,0.200332314,0,0,0,0,0
5100,.,99,All,2018,Goa,All,NA,NA,0.246770203,0.339184493,0.232267752,0.181777552,0.148149863,0.168908849,0.102724552,0.087906852,0.09862034,0.170275643,0.1295432,0.093870692,0.069865949,0.02978454,0.040081408
5163,0,0,Rural,2018,Goa,All,NA,NA,0.273767114,0.370585144,0.216734767,0.138912976,0.158481389,0.187830225,0.094822146,0.082741849,0.115285724,0.182754934,0.121912614,0.056171119,0.076072969,0.038814269,0.0372587
5164,1,1,Urban,2018,Goa,All,NA,NA,0.230273142,0.319996446,0.241759524,0.207970887,0.141836554,0.157346547,0.10755349,0.091063045,0.088436596,0.1626499,0.134206027,0.116907835,0.066073015,0.024266727,0.041806288
5332,.,99,All,2017,Goa,Age,NA,15 to 29,0.036006786,0.288750738,0.394070625,0.281171888,0.012317632,0.122774638,0.176094398,0.15836902,0.023689153,0.165976092,0.217976213,0.122802861,0.112508386,0.034396306,0.078112081
5333,.,99,All,2017,Goa,Age,NA,30 to 44,0.050271135,0.293398142,0.386818647,0.269512087,0.044789653,0.173075899,0.17426239,0.137393862,0.005481484,0.120322235,0.212556258,0.13211821,0.128851712,0.065552101,0.063299604
5334,.,99,All,2017,Goa,Age,NA,45 to 64,0.222794846,0.384521425,0.266247481,0.126436248,0.160335675,0.227680445,0.132657662,0.044118106,0.062459167,0.156840965,0.133589834,0.082318142,0.077155031,0.031565093,0.045589935
5335,.,99,All,2017,Goa,Age,NA,65 and above,0.424105138,0.354512304,0.178143978,0.043238603,0.280929506,0.166005179,0.033768691,0.015700327,0.143175632,0.18850711,0.14437528,0.027538275,0,0,0
5336,.,99,All,2017,Goa,Age,NA,NA,0.634069622,0.365930378,0,0,0.342917502,0.206349,0,0,0.29115209,0.159581378,0,0,0,0,0
5647,0,0,Rural,2017,Goa,Age,NA,15 to 29,0.014132091,0.378777444,0.369219899,0.237870559,0.010902904,0.170817569,0.175399199,0.115351669,0.003229186,0.207959875,0.193820715,0.12251889,0.161948398,0.034548145,0.127400249
5648,0,0,Rural,2017,Goa,Age,NA,30 to 44,0.049535625,0.327595741,0.452452421,0.170416206,0.041461986,0.184019238,0.194717899,0.084681861,0.008073638,0.143576488,0.257734537,0.085734345,0.112548977,0.047778975,0.064770006
5649,0,0,Rural,2017,Goa,Age,NA,45 to 64,0.355932713,0.429081321,0.166483417,0.04850255,0.255607098,0.259176761,0.075377233,0.00569584,0.100325622,0.169904545,0.091106184,0.042806711,0.089769751,0.041846104,0.047923647
5650,0,0,Rural,2017,Goa,Age,NA,65 and above,0.640478015,0.251303852,0.101908654,0.006309486,0.382908344,0.127825081,0,0,0.257569671,0.123478763,0.101908654,0.006309486,0,0,0
5651,0,0,Rural,2017,Goa,Age,NA,NA,0.616455019,0.383545011,0,0,0.319424868,0.215775281,0,0,0.297030121,0.16776973,0,0,0,0,0
5652,1,1,Urban,2017,Goa,Age,NA,15 to 29,0.052101787,0.22251071,0.412355304,0.31303221,0.013358563,0.087425523,0.176605925,0.190020397,0.038743224,0.13508518,0.235749394,0.123011798,0.076131321,0.03428458,0.041846741
5653,1,1,Urban,2017,Goa,Age,NA,30 to 44,0.050874252,0.265356302,0.332999289,0.350770175,0.04751832,0.16410242,0.157488972,0.180617437,0.003355931,0.101253867,0.175510302,0.170152739,0.142219856,0.080125965,0.062093887
5654,1,1,Urban,2017,Goa,Age,NA,45 to 64,0.13180986,0.35406965,0.334425181,0.179695293,0.095228218,0.206156194,0.171802476,0.070375465,0.036581647,0.147913456,0.162622705,0.109319836,0.068534262,0.024539161,0.043995105
5655,1,1,Urban,2017,Goa,Age,NA,65 and above,0.323277861,0.402606249,0.213668749,0.060447145,0.23340854,0.183796659,0.049504511,0.023016499,0.08986932,0.218809575,0.164164245,0.037430648,0,0,0
5656,1,1,Urban,2017,Goa,Age,NA,NA,0.645063043,0.354936987,0,0,0.35757944,0.200465992,0,0,0.287483573,0.15447098,0,0,0,0,0
5964,.,99,All,2017,Goa,All,NA,NA,0.238297939,0.332972825,0.264722347,0.164006874,0.1458143,0.178430408,0.116463915,0.0820783,0.092483632,0.154542416,0.148258448,0.081928581,0.074440271,0.03066189,0.043778382
6027,0,0,Rural,2017,Goa,All,NA,NA,0.261959314,0.366078913,0.256401539,0.115560226,0.160801217,0.197912082,0.111464173,0.052406814,0.101158105,0.168166831,0.144937351,0.063153416,0.089794591,0.030312963,0.059481625
6028,1,1,Urban,2017,Goa,All,NA,NA,0.222076043,0.310275763,0.270426989,0.197221205,0.135539502,0.16507405,0.119891666,0.102420643,0.086536542,0.145201728,0.15053533,0.094800562,0.063913576,0.03090111,0.033012472
131,.,99,All,2023,Gujarat,Age,NA,15 to 29,0.07175868,0.4020302,0.365570962,0.16064015,0.043398168,0.201952636,0.157900035,0.065739699,0.028360512,0.200077578,0.207670927,0.094900452,0.221827731,0.077986926,0.143840805
132,.,99,All,2023,Gujarat,Age,NA,30 to 44,0.217460692,0.409066707,0.206018955,0.167453632,0.146360606,0.188092768,0.085388385,0.064045422,0.071100079,0.220973939,0.120630577,0.103408217,0.2896415,0.092521831,0.197119653
133,.,99,All,2023,Gujarat,Age,NA,45 to 64,0.43137446,0.323616952,0.153891191,0.091117375,0.2716088,0.140085846,0.058250602,0.027359772,0.159765676,0.183531106,0.095640592,0.063757606,0.20864363,0.07196293,0.136680707
134,.,99,All,2023,Gujarat,Age,NA,65 and above,0.608656168,0.204440713,0.105330177,0.08157292,0.418825775,0.079146259,0.041297179,0.017664248,0.189830437,0.125294447,0.064032994,0.063908674,0,0,0
135,.,99,All,2023,Gujarat,Age,NA,NA,0.727825463,0.271433324,0.000741196,0,0.346176773,0.113586932,0.000621098,0,0.381648719,0.157846391,0.000120098,0,0.000200008,0,0.000200008
416,0,0,Rural,2023,Gujarat,Age,NA,15 to 29,0.090651251,0.460050255,0.342138499,0.107159987,0.053906318,0.236872926,0.14570719,0.043339312,0.036744934,0.223177344,0.196431309,0.063820675,0.239384502,0.082107849,0.15727666
417,0,0,Rural,2023,Gujarat,Age,NA,30 to 44,0.292117804,0.4404805,0.167178079,0.100223586,0.201668575,0.190730542,0.06587892,0.030166361,0.090449244,0.249749973,0.101299159,0.070057228,0.28412804,0.086796761,0.19733128
418,0,0,Rural,2023,Gujarat,Age,NA,45 to 64,0.586690784,0.291956156,0.091077648,0.030275423,0.360106558,0.111959442,0.019538835,0.005601,0.226584211,0.179996714,0.071538813,0.024674423,0.228762761,0.084603235,0.144159526
419,0,0,Rural,2023,Gujarat,Age,NA,65 and above,0.733949423,0.18588008,0.055679411,0.02449107,0.505201995,0.045306798,0.013053288,0,0.228747457,0.140573278,0.042626124,0.02449107,0,0,0
420,0,0,Rural,2023,Gujarat,Age,NA,NA,0.719452262,0.280355543,0.000192189,0,0.342178375,0.117805131,0,0,0.377273917,0.162550405,0.000192189,0,0,0,0
421,1,1,Urban,2023,Gujarat,Age,NA,15 to 29,0.045227233,0.320550799,0.398477912,0.235744059,0.028641235,0.152912959,0.175022826,0.097197279,0.016585998,0.167637825,0.223455086,0.13854678,0.19717218,0.072199769,0.124972411
422,1,1,Urban,2023,Gujarat,Age,NA,30 to 44,0.122155868,0.368964911,0.255601943,0.253277302,0.075756289,0.184725478,0.110293522,0.107294299,0.046399578,0.184239417,0.14530842,0.145982981,0.296679765,0.09983027,0.196849495
423,1,1,Urban,2023,Gujarat,Age,NA,45 to 64,0.233292684,0.363995403,0.234000102,0.168711826,0.158743635,0.175956711,0.107621439,0.055109702,0.074549042,0.188038677,0.126378655,0.113602124,0.182984814,0.055842187,0.127142623
424,1,1,Urban,2023,Gujarat,Age,NA,65 and above,0.41052714,0.233791053,0.18384406,0.171837762,0.282237083,0.132657364,0.085959882,0.045597125,0.128290072,0.101133689,0.097884178,0.126240626,0,0,0
425,1,1,Urban,2023,Gujarat,Age,NA,NA,0.741774678,0.256569535,0.001655803,0,0.352837831,0.106559701,0.001655803,0,0.388936847,0.150009826,0,0,0.000533208,0,0.000533208
776,.,99,All,2023,Gujarat,All,NA,NA,0.367050499,0.344319731,0.182803527,0.105826244,0.20917818,0.157469824,0.076287061,0.039220046,0.157872334,0.186849907,0.106516466,0.066606194,0.168346211,0.056651421,0.111694798
833,0,0,Rural,2023,Gujarat,All,NA,NA,0.4325535,0.359703779,0.149128959,0.058613777,0.249389276,0.159488365,0.057940241,0.019359581,0.183164209,0.200215399,0.091188721,0.039254196,0.170517847,0.057147413,0.113370433
834,1,1,Urban,2023,Gujarat,All,NA,NA,0.274542481,0.322593272,0.230361164,0.172503069,0.152389154,0.154619098,0.102197751,0.067268416,0.122153327,0.167974174,0.128163412,0.105234645,0.165279284,0.055950943,0.109328337
987,.,99,All,2022,Gujarat,Age,NA,15 to 29,0.070567533,0.400003612,0.363113374,0.166315481,0.042321749,0.201023564,0.165860772,0.068596959,0.028245788,0.198980063,0.197252601,0.097718522,0.221996397,0.071778588,0.150217801
988,.,99,All,2022,Gujarat,Age,NA,30 to 44,0.216580898,0.432394087,0.197383925,0.153641075,0.144775108,0.202853516,0.077281743,0.060148474,0.071805783,0.229540586,0.120102182,0.093492605,0.270050079,0.07978785,0.190262228
989,.,99,All,2022,Gujarat,Age,NA,45 to 64,0.433650523,0.321289718,0.167637289,0.077422492,0.282551736,0.127662197,0.061320763,0.026431024,0.151098788,0.193627521,0.106316522,0.050991464,0.201616526,0.059811343,0.141805187
990,.,99,All,2022,Gujarat,Age,NA,65 and above,0.558379054,0.225440606,0.133575469,0.082604863,0.342362285,0.099530868,0.048848294,0.021348523,0.216016784,0.125909746,0.084727176,0.061256342,0,0,0
991,.,99,All,2022,Gujarat,Age,NA,NA,0.668608487,0.330268234,0.001123314,0,0.312565833,0.163539752,0.000420264,0,0.356042624,0.166728482,0.00070305,0,0.001670259,0.001476576,0.000193683
1277,0,0,Rural,2022,Gujarat,Age,NA,15 to 29,0.082155138,0.458029419,0.345245391,0.114570059,0.055543453,0.22739923,0.165747002,0.041996375,0.026611684,0.230630189,0.179498389,0.072573684,0.20135276,0.069719709,0.131633043
1278,0,0,Rural,2022,Gujarat,Age,NA,30 to 44,0.275607407,0.457617164,0.169766739,0.097008675,0.183436841,0.213843048,0.055799171,0.028356781,0.092170566,0.243774116,0.113967568,0.068651892,0.265019685,0.076429673,0.188590005
1279,0,0,Rural,2022,Gujarat,Age,NA,45 to 64,0.555785656,0.305444151,0.107785322,0.030984873,0.352366656,0.100120418,0.030047968,0.010994606,0.203419,0.205323741,0.077737354,0.019990267,0.194884986,0.05888357,0.136001423
1280,0,0,Rural,2022,Gujarat,Age,NA,65 and above,0.712297976,0.206806451,0.066267267,0.014628289,0.446139038,0.078944325,0.018259246,0,0.266158938,0.127862126,0.048008021,0.014628289,0,0,0
1281,0,0,Rural,2022,Gujarat,Age,NA,NA,0.687179804,0.311324596,0.001495622,0,0.332567185,0.148643568,0.000349798,0,0.354612589,0.162681028,0.001145824,0,0.000973675,0.000646398,0.000327277
1282,1,1,Urban,2022,Gujarat,Age,NA,15 to 29,0.055427052,0.324186474,0.386459857,0.233926609,0.025046127,0.166560829,0.166009411,0.10335356,0.030380927,0.157625645,0.220450446,0.130573034,0.248969585,0.074468747,0.174500838
1283,1,1,Urban,2022,Gujarat,Age,NA,30 to 44,0.145545542,0.402039438,0.230619773,0.221795231,0.098247729,0.189628184,0.1031349,0.098408125,0.047297824,0.212411255,0.127484873,0.123387113,0.276103914,0.083829246,0.192274675
1284,1,1,Urban,2022,Gujarat,Age,NA,45 to 64,0.262403697,0.343506902,0.251556277,0.142533123,0.184663564,0.16627878,0.105168641,0.048074577,0.077740133,0.177228123,0.146387652,0.094458543,0.211054891,0.06111218,0.149942711
1285,1,1,Urban,2022,Gujarat,Age,NA,65 and above,0.395653695,0.24514091,0.204734698,0.154470697,0.232647955,0.121295258,0.081187479,0.043918494,0.163005739,0.123845652,0.123547211,0.110552199,0,0,0
1286,1,1,Urban,2022,Gujarat,Age,NA,NA,0.641684055,0.357732415,0.000583547,0,0.283568203,0.185136005,0.000522423,0,0.358115852,0.17259641,6.11E-05,0,0.002680157,0.002680157,0
1639,.,99,All,2022,Gujarat,All,NA,NA,0.34859544,0.364543378,0.185273439,0.101587735,0.196983293,0.171617925,0.077699184,0.039194487,0.151612148,0.192925453,0.107574254,0.062393252,0.16350542,0.050214041,0.11329139
