,X,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,urban,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
19050,19050,11666.19141,NA,2020,State,All,Youth,3,state_quint,2020,99,NA,Telangana,3,NA,Youth,NA,1,NA,NA
19051,19051,12620.97363,NA,2020,State,All,Youth,3,state_quint,2020,99,NA,Telangana,3,NA,Youth,NA,2,NA,NA
19052,19052,14948.96191,NA,2020,State,All,Youth,4,state_quint,2020,99,NA,Telangana,4,NA,Youth,NA,1,NA,NA
19053,19053,18617.47461,NA,2020,State,All,Youth,4,state_quint,2020,99,NA,Telangana,4,NA,Youth,NA,2,NA,NA
19054,19054,21677.42969,NA,2020,State,All,Youth,5,state_quint,2020,99,NA,Telangana,5,NA,Youth,NA,1,NA,NA
19055,19055,32998.23047,NA,2020,State,All,Youth,5,state_quint,2020,99,NA,Telangana,5,NA,Youth,NA,2,NA,NA
19056,19056,NA,NA,2020,State,All,Youth,Total,state_quint,2020,99,NA,Telangana,NA,NA,Youth,NA,1,NA,NA
19057,19057,NA,NA,2020,State,All,Youth,Total,state_quint,2020,99,NA,Telangana,NA,NA,Youth,NA,2,NA,NA
19058,19058,1245.746948,NA,2020,State,All,Youth,Total,state_quint,2020,99,NA,Telangana,NA,NA,Youth,NA,NA,NA,NA
19059,19059,9702.610352,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,1,NA,NA
19060,19060,12457.46973,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,2,NA,NA
19061,19061,17102.83203,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,NA,NA,NA
19062,19062,11309.64551,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,1,NA,NA
19063,19063,17201.17383,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,2,NA,NA
19064,19064,91427.20313,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,NA,NA,NA
19065,19065,7474.480957,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Himachal Pradesh,NA,NA,Youth,NA,1,NA,NA
19066,19066,8336.538086,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Himachal Pradesh,NA,NA,Youth,NA,2,NA,NA
19067,19067,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Himachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
19068,19068,9903.773438,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Himachal Pradesh,NA,NA,Youth,NA,1,NA,NA
19069,19069,16509.24219,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Himachal Pradesh,NA,NA,Youth,NA,2,NA,NA
19070,19070,6612.319336,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Himachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
19071,19071,9020.734375,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Punjab,NA,NA,Youth,NA,1,NA,NA
19072,19072,10979.02148,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Punjab,NA,NA,Youth,NA,2,NA,NA
19073,19073,9622.116211,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Punjab,NA,NA,Youth,NA,NA,NA,NA
19074,19074,10222.41992,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Punjab,NA,NA,Youth,NA,1,NA,NA
19075,19075,14821.82617,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Punjab,NA,NA,Youth,NA,2,NA,NA
19076,19076,25556.04883,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Punjab,NA,NA,Youth,NA,NA,NA,NA
19077,19077,9603.730469,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chandigarh,NA,NA,Youth,NA,1,NA,NA
19078,19078,17440.45508,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chandigarh,NA,NA,Youth,NA,2,NA,NA
19079,19079,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chandigarh,NA,NA,Youth,NA,NA,NA,NA
19080,19080,11864.85352,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chandigarh,NA,NA,Youth,NA,1,NA,NA
19081,19081,18816.18164,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chandigarh,NA,NA,Youth,NA,2,NA,NA
19082,19082,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chandigarh,NA,NA,Youth,NA,NA,NA,NA
19083,19083,9784.461914,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttrakhand,NA,NA,Youth,NA,1,NA,NA
19084,19084,9733.929688,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttrakhand,NA,NA,Youth,NA,2,NA,NA
19085,19085,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttrakhand,NA,NA,Youth,NA,NA,NA,NA
19086,19086,9815.691406,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttrakhand,NA,NA,Youth,NA,1,NA,NA
19087,19087,15950.5,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttrakhand,NA,NA,Youth,NA,2,NA,NA
19088,19088,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttrakhand,NA,NA,Youth,NA,NA,NA,NA
19089,19089,12481.66895,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Haryana,NA,NA,Youth,NA,1,NA,NA
19090,19090,14734.06055,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Haryana,NA,NA,Youth,NA,2,NA,NA
19091,19091,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Haryana,NA,NA,Youth,NA,NA,NA,NA
19092,19092,13237.61719,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Haryana,NA,NA,Youth,NA,1,NA,NA
19093,19093,18465.64844,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Haryana,NA,NA,Youth,NA,2,NA,NA
19094,19094,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Haryana,NA,NA,Youth,NA,NA,NA,NA
19095,19095,14869.67969,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Delhi,NA,NA,Youth,NA,1,NA,NA
19096,19096,20928.54688,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Delhi,NA,NA,Youth,NA,2,NA,NA
19097,19097,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Delhi,NA,NA,Youth,NA,NA,NA,NA
19098,19098,16696.8457,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Delhi,NA,NA,Youth,NA,1,NA,NA
19099,19099,22129.33203,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Delhi,NA,NA,Youth,NA,2,NA,NA
19100,19100,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Delhi,NA,NA,Youth,NA,NA,NA,NA
19101,19101,9301.577148,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Rajasthan,NA,NA,Youth,NA,1,NA,NA
19102,19102,10824.88086,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Rajasthan,NA,NA,Youth,NA,2,NA,NA
19103,19103,58134.85156,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Rajasthan,NA,NA,Youth,NA,NA,NA,NA
19104,19104,9687.214844,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Rajasthan,NA,NA,Youth,NA,1,NA,NA
19105,19105,14389.56348,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Rajasthan,NA,NA,Youth,NA,2,NA,NA
19106,19106,3632.705322,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Rajasthan,NA,NA,Youth,NA,NA,NA,NA
19107,19107,7971.141113,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttar Pradesh,NA,NA,Youth,NA,1,NA,NA
19108,19108,8517.188477,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttar Pradesh,NA,NA,Youth,NA,2,NA,NA
19109,19109,2979.656982,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Uttar Pradesh,NA,NA,Youth,NA,NA,NA,NA
19110,19110,8651.456055,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttar Pradesh,NA,NA,Youth,NA,1,NA,NA
19111,19111,11929.45215,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttar Pradesh,NA,NA,Youth,NA,2,NA,NA
19112,19112,2967.059326,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Uttar Pradesh,NA,NA,Youth,NA,NA,NA,NA
19113,19113,10464.27344,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Bihar,NA,NA,Youth,NA,1,NA,NA
19114,19114,11605.49316,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Bihar,NA,NA,Youth,NA,2,NA,NA
19115,19115,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Bihar,NA,NA,Youth,NA,NA,NA,NA
19116,19116,11535.27441,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Bihar,NA,NA,Youth,NA,1,NA,NA
19117,19117,13842.3291,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Bihar,NA,NA,Youth,NA,2,NA,NA
19118,19118,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Bihar,NA,NA,Youth,NA,NA,NA,NA
19119,19119,13156.94336,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Sikkim,NA,NA,Youth,NA,1,NA,NA
19120,19120,10230.75195,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Sikkim,NA,NA,Youth,NA,2,NA,NA
19121,19121,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Sikkim,NA,NA,Youth,NA,NA,NA,NA
19122,19122,11002.17383,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Sikkim,NA,NA,Youth,NA,1,NA,NA
19123,19123,20920.00391,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Sikkim,NA,NA,Youth,NA,2,NA,NA
19124,19124,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Sikkim,NA,NA,Youth,NA,NA,NA,NA
19125,19125,10311.60352,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Arunachal Pradesh,NA,NA,Youth,NA,1,NA,NA
19126,19126,13748.80566,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Arunachal Pradesh,NA,NA,Youth,NA,2,NA,NA
19127,19127,1710.283081,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Arunachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
19128,19128,12199.50293,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Arunachal Pradesh,NA,NA,Youth,NA,1,NA,NA
19129,19129,27122.96875,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Arunachal Pradesh,NA,NA,Youth,NA,2,NA,NA
19130,19130,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Arunachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
19131,19131,9001.705078,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Nagaland,NA,NA,Youth,NA,1,NA,NA
19132,19132,11685.24121,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Nagaland,NA,NA,Youth,NA,2,NA,NA
19133,19133,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Nagaland,NA,NA,Youth,NA,NA,NA,NA
19134,19134,11695.68945,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Nagaland,NA,NA,Youth,NA,1,NA,NA
19135,19135,23570.16602,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Nagaland,NA,NA,Youth,NA,2,NA,NA
19136,19136,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Nagaland,NA,NA,Youth,NA,NA,NA,NA
19137,19137,10824.88086,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Manipur,NA,NA,Youth,NA,1,NA,NA
19138,19138,12365.65625,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Manipur,NA,NA,Youth,NA,2,NA,NA
19139,19139,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Manipur,NA,NA,Youth,NA,NA,NA,NA
19140,19140,11710.49316,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Manipur,NA,NA,Youth,NA,1,NA,NA
19141,19141,15796.16895,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Manipur,NA,NA,Youth,NA,2,NA,NA
19142,19142,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Manipur,NA,NA,Youth,NA,NA,NA,NA
19143,19143,10824.88086,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Mizoram,NA,NA,Youth,NA,1,NA,NA
19144,19144,14242.30664,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Mizoram,NA,NA,Youth,NA,2,NA,NA
19145,19145,9622.116211,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Mizoram,NA,NA,Youth,NA,NA,NA,NA
19146,19146,10722.67969,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Mizoram,NA,NA,Youth,NA,1,NA,NA
19147,19147,23070.54883,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Mizoram,NA,NA,Youth,NA,2,NA,NA
19148,19148,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Mizoram,NA,NA,Youth,NA,NA,NA,NA
19149,19149,5488.444824,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Tripura,NA,NA,Youth,NA,1,NA,NA
19150,19150,8756.013672,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Tripura,NA,NA,Youth,NA,2,NA,NA
19151,19151,3230.969238,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Tripura,NA,NA,Youth,NA,NA,NA,NA
19152,19152,7907.085449,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Tripura,NA,NA,Youth,NA,1,NA,NA
19153,19153,11562.10449,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Tripura,NA,NA,Youth,NA,2,NA,NA
19154,19154,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Tripura,NA,NA,Youth,NA,NA,NA,NA
19155,19155,6430.262207,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Meghalaya,NA,NA,Youth,NA,1,NA,NA
19156,19156,9502.849609,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Meghalaya,NA,NA,Youth,NA,2,NA,NA
19157,19157,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Meghalaya,NA,NA,Youth,NA,NA,NA,NA
19158,19158,7400.34668,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Meghalaya,NA,NA,Youth,NA,1,NA,NA
19159,19159,15266.15527,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Meghalaya,NA,NA,Youth,NA,2,NA,NA
19160,19160,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Meghalaya,NA,NA,Youth,NA,NA,NA,NA
19161,19161,8530.772461,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Assam,NA,NA,Youth,NA,1,NA,NA
19162,19162,10464.27344,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Assam,NA,NA,Youth,NA,2,NA,NA
19163,19163,8698.763672,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Assam,NA,NA,Youth,NA,NA,NA,NA
19164,19164,9228.219727,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Assam,NA,NA,Youth,NA,1,NA,NA
19165,19165,17100.34961,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Assam,NA,NA,Youth,NA,2,NA,NA
19166,19166,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Assam,NA,NA,Youth,NA,NA,NA,NA
19167,19167,6443.381348,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,West Bengal,NA,NA,Youth,NA,1,NA,NA
19168,19168,7103.26123,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,West Bengal,NA,NA,Youth,NA,2,NA,NA
19169,19169,1043.209473,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,West Bengal,NA,NA,Youth,NA,NA,NA,NA
19170,19170,6084.773926,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,West Bengal,NA,NA,Youth,NA,1,NA,NA
19171,19171,9792.772461,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,West Bengal,NA,NA,Youth,NA,2,NA,NA
19172,19172,4867.819336,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,West Bengal,NA,NA,Youth,NA,NA,NA,NA
19173,19173,7216.587402,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jharkhand,NA,NA,Youth,NA,1,NA,NA
19174,19174,6394.414063,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jharkhand,NA,NA,Youth,NA,2,NA,NA
19175,19175,3038.529053,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Jharkhand,NA,NA,Youth,NA,NA,NA,NA
19176,19176,8275.914063,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jharkhand,NA,NA,Youth,NA,1,NA,NA
19177,19177,12136.74023,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jharkhand,NA,NA,Youth,NA,2,NA,NA
19178,19178,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Jharkhand,NA,NA,Youth,NA,NA,NA,NA
19179,19179,6194.342773,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Odisha,NA,NA,Youth,NA,1,NA,NA
19180,19180,7344.578613,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Odisha,NA,NA,Youth,NA,2,NA,NA
19181,19181,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Odisha,NA,NA,Youth,NA,NA,NA,NA
19182,19182,8872.720703,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Odisha,NA,NA,Youth,NA,1,NA,NA
19183,19183,11830.29492,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Odisha,NA,NA,Youth,NA,2,NA,NA
19184,19184,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Odisha,NA,NA,Youth,NA,NA,NA,NA
19185,19185,5412.44043,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chhattisgarh,NA,NA,Youth,NA,1,NA,NA
19186,19186,7609.166504,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chhattisgarh,NA,NA,Youth,NA,2,NA,NA
19187,19187,6899.790039,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Chhattisgarh,NA,NA,Youth,NA,NA,NA,NA
19188,19188,7347.152832,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chhattisgarh,NA,NA,Youth,NA,1,NA,NA
19189,19189,11807.64551,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chhattisgarh,NA,NA,Youth,NA,2,NA,NA
19190,19190,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Chhattisgarh,NA,NA,Youth,NA,NA,NA,NA
19191,19191,6199.776367,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Madhya Pradesh,NA,NA,Youth,NA,1,NA,NA
19192,19192,7746.88916,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Madhya Pradesh,NA,NA,Youth,NA,2,NA,NA
19193,19193,14460.86035,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Madhya Pradesh,NA,NA,Youth,NA,NA,NA,NA
19194,19194,7143.853516,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Madhya Pradesh,NA,NA,Youth,NA,1,NA,NA
19195,19195,11153.2041,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Madhya Pradesh,NA,NA,Youth,NA,2,NA,NA
19196,19196,3546.820313,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Madhya Pradesh,NA,NA,Youth,NA,NA,NA,NA
19197,19197,7391.105957,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Gujarat,NA,NA,Youth,NA,1,NA,NA
19198,19198,9778.116211,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Gujarat,NA,NA,Youth,NA,2,NA,NA
19199,19199,2989.792236,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Gujarat,NA,NA,Youth,NA,NA,NA,NA
19200,19200,11231.59863,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Gujarat,NA,NA,Youth,NA,1,NA,NA
19201,19201,17302.91211,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Gujarat,NA,NA,Youth,NA,2,NA,NA
19202,19202,3730.358887,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Gujarat,NA,NA,Youth,NA,NA,NA,NA
19203,19203,10937.66309,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Daman & Diu,NA,NA,Youth,NA,1,NA,NA
19204,19204,12433.99609,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Daman & Diu,NA,NA,Youth,NA,2,NA,NA
19205,19205,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Daman & Diu,NA,NA,Youth,NA,NA,NA,NA
19206,19206,14995.85645,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Daman & Diu,NA,NA,Youth,NA,1,NA,NA
19207,19207,15388.04102,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Daman & Diu,NA,NA,Youth,NA,2,NA,NA
19208,19208,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Daman & Diu,NA,NA,Youth,NA,NA,NA,NA
19209,19209,7324.088379,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Youth,NA,1,NA,NA
19210,19210,8980.616211,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Youth,NA,2,NA,NA
19211,19211,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Youth,NA,NA,NA,NA
19212,19212,11822.73438,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Youth,NA,1,NA,NA
19213,19213,18127.93555,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Youth,NA,2,NA,NA
19214,19214,7415.533691,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Youth,NA,NA,NA,NA
19215,19215,10115.74609,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Andhra Pradesh,NA,NA,Youth,NA,1,NA,NA
19216,19216,9964.411133,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Andhra Pradesh,NA,NA,Youth,NA,2,NA,NA
19217,19217,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Andhra Pradesh,NA,NA,Youth,NA,NA,NA,NA
19218,19218,10635.92871,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Andhra Pradesh,NA,NA,Youth,NA,1,NA,NA
19219,19219,13579.875,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Andhra Pradesh,NA,NA,Youth,NA,2,NA,NA
19220,19220,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Andhra Pradesh,NA,NA,Youth,NA,NA,NA,NA
19221,19221,8807.158203,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Karnataka,NA,NA,Youth,NA,1,NA,NA
19222,19222,10126.5625,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Karnataka,NA,NA,Youth,NA,2,NA,NA
19223,19223,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Karnataka,NA,NA,Youth,NA,NA,NA,NA
19224,19224,12160.52734,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Karnataka,NA,NA,Youth,NA,1,NA,NA
19225,19225,17058.31055,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Karnataka,NA,NA,Youth,NA,2,NA,NA
19226,19226,5686.103516,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Karnataka,NA,NA,Youth,NA,NA,NA,NA
19227,19227,13995.53418,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Goa,NA,NA,Youth,NA,1,NA,NA
19228,19228,19244.23242,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Goa,NA,NA,Youth,NA,2,NA,NA
19229,19229,NA,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,0,NA,Goa,NA,NA,Youth,NA,NA,NA,NA
19230,19230,11991.30273,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Goa,NA,NA,Youth,NA,1,NA,NA
19231,19231,24107.59766,NA,2020,State,urban/rural,Youth,Total,state_sec_quint,2020,1,NA,Goa,NA,NA,Youth,NA,2,NA,NA
