,X,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,urban,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
13733,13733,11418.54785,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Chhattisgarh,5,NA,Youth,NA,1,NA,NA
13734,13734,19483.78906,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Chhattisgarh,5,NA,Youth,NA,2,NA,NA
13735,13735,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,Youth,NA,1,NA,NA
13736,13736,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,Youth,NA,2,NA,NA
13737,13737,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,Youth,NA,NA,NA,NA
13738,13738,3034.343506,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Madhya Pradesh,1,NA,Youth,NA,1,NA,NA
13739,13739,3540.067383,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Madhya Pradesh,1,NA,Youth,NA,2,NA,NA
13740,13740,5478.282227,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Madhya Pradesh,2,NA,Youth,NA,1,NA,NA
13741,13741,6208.919434,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Madhya Pradesh,2,NA,Youth,NA,2,NA,NA
13742,13742,7058.921387,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Madhya Pradesh,3,NA,Youth,NA,1,NA,NA
13743,13743,8496.162109,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Madhya Pradesh,3,NA,Youth,NA,2,NA,NA
13744,13744,8515.355469,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Madhya Pradesh,4,NA,Youth,NA,1,NA,NA
13745,13745,11362.36328,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Madhya Pradesh,4,NA,Youth,NA,2,NA,NA
13746,13746,11396.7168,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Madhya Pradesh,5,NA,Youth,NA,1,NA,NA
13747,13747,24163.23047,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Madhya Pradesh,5,NA,Youth,NA,2,NA,NA
13748,13748,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Madhya Pradesh,NA,NA,Youth,NA,1,NA,NA
13749,13749,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Madhya Pradesh,NA,NA,Youth,NA,2,NA,NA
13750,13750,8515.355469,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Madhya Pradesh,NA,NA,Youth,NA,NA,NA,NA
13751,13751,4024.338623,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Gujarat,1,NA,Youth,NA,1,NA,NA
13752,13752,4695.062012,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Gujarat,1,NA,Youth,NA,2,NA,NA
13753,13753,8054.410645,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Gujarat,2,NA,Youth,NA,1,NA,NA
13754,13754,8164.903809,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Gujarat,2,NA,Youth,NA,2,NA,NA
13755,13755,10724.06152,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Gujarat,3,NA,Youth,NA,1,NA,NA
13756,13756,12124.7959,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Gujarat,3,NA,Youth,NA,2,NA,NA
13757,13757,13530.02148,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Gujarat,4,NA,Youth,NA,1,NA,NA
13758,13758,17400.54492,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Gujarat,4,NA,Youth,NA,2,NA,NA
13759,13759,21202.3457,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Gujarat,5,NA,Youth,NA,1,NA,NA
13760,13760,35774.51563,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Gujarat,5,NA,Youth,NA,2,NA,NA
13761,13761,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Gujarat,NA,NA,Youth,NA,1,NA,NA
13762,13762,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Gujarat,NA,NA,Youth,NA,2,NA,NA
13763,13763,8083.196777,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Gujarat,NA,NA,Youth,NA,NA,NA,NA
13764,13764,9786.966797,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Daman & Diu,1,NA,Youth,NA,1,NA,NA
13765,13765,7828.01416,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Daman & Diu,1,NA,Youth,NA,2,NA,NA
13766,13766,12146.2998,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Daman & Diu,2,NA,Youth,NA,1,NA,NA
13767,13767,11582.20898,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Daman & Diu,2,NA,Youth,NA,2,NA,NA
13768,13768,13174.7627,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Daman & Diu,3,NA,Youth,NA,1,NA,NA
13769,13769,15164.4707,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Daman & Diu,3,NA,Youth,NA,2,NA,NA
13770,13770,15289.12402,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Daman & Diu,4,NA,Youth,NA,1,NA,NA
13771,13771,20441.77734,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Daman & Diu,4,NA,Youth,NA,2,NA,NA
13772,13772,18305.44336,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Daman & Diu,5,NA,Youth,NA,1,NA,NA
13773,13773,32139.15625,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Daman & Diu,5,NA,Youth,NA,2,NA,NA
13774,13774,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Daman & Diu,NA,NA,Youth,NA,1,NA,NA
13775,13775,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Daman & Diu,NA,NA,Youth,NA,2,NA,NA
13776,13776,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Daman & Diu,NA,NA,Youth,NA,NA,NA,NA
13777,13777,4212.842285,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Maharashtra,1,NA,Youth,NA,1,NA,NA
13778,13778,3995.898193,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Maharashtra,1,NA,Youth,NA,2,NA,NA
13779,13779,6603.826172,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Maharashtra,2,NA,Youth,NA,1,NA,NA
13780,13780,7935.713867,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Maharashtra,2,NA,Youth,NA,2,NA,NA
13781,13781,8532.489258,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Maharashtra,3,NA,Youth,NA,1,NA,NA
13782,13782,11845.38379,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Maharashtra,3,NA,Youth,NA,2,NA,NA
13783,13783,11886.8877,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Maharashtra,4,NA,Youth,NA,1,NA,NA
13784,13784,17278.67383,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Maharashtra,4,NA,Youth,NA,2,NA,NA
13785,13785,17092.45313,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Maharashtra,5,NA,Youth,NA,1,NA,NA
13786,13786,42179.13281,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Maharashtra,5,NA,Youth,NA,2,NA,NA
13787,13787,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Youth,NA,1,NA,NA
13788,13788,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Youth,NA,2,NA,NA
13789,13789,5148.499023,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Youth,NA,NA,NA,NA
13790,13790,3386.27002,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Andhra Pradesh,1,NA,Youth,NA,1,NA,NA
13791,13791,3764.900635,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Andhra Pradesh,1,NA,Youth,NA,2,NA,NA
13792,13792,5736.805664,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Andhra Pradesh,2,NA,Youth,NA,1,NA,NA
13793,13793,6631.709961,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Andhra Pradesh,2,NA,Youth,NA,2,NA,NA
13794,13794,8419.829102,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Andhra Pradesh,3,NA,Youth,NA,1,NA,NA
13795,13795,10110.59375,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Andhra Pradesh,3,NA,Youth,NA,2,NA,NA
13796,13796,11787.76172,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Andhra Pradesh,4,NA,Youth,NA,1,NA,NA
13797,13797,13705.61426,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Andhra Pradesh,4,NA,Youth,NA,2,NA,NA
13798,13798,15893.7334,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Andhra Pradesh,5,NA,Youth,NA,1,NA,NA
13799,13799,24485.63477,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Andhra Pradesh,5,NA,Youth,NA,2,NA,NA
13800,13800,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,Youth,NA,1,NA,NA
13801,13801,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,Youth,NA,2,NA,NA
13802,13802,5688.933594,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,Youth,NA,NA,NA,NA
13803,13803,4619.046875,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Karnataka,1,NA,Youth,NA,1,NA,NA
13804,13804,4148.177246,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Karnataka,1,NA,Youth,NA,2,NA,NA
13805,13805,8042.953125,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Karnataka,2,NA,Youth,NA,1,NA,NA
13806,13806,7969.524414,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Karnataka,2,NA,Youth,NA,2,NA,NA
13807,13807,10785.30469,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Karnataka,3,NA,Youth,NA,1,NA,NA
13808,13808,11629.8125,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Karnataka,3,NA,Youth,NA,2,NA,NA
13809,13809,13481.63086,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Karnataka,4,NA,Youth,NA,1,NA,NA
13810,13810,16120.30273,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Karnataka,4,NA,Youth,NA,2,NA,NA
13811,13811,19781.80273,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Karnataka,5,NA,Youth,NA,1,NA,NA
13812,13812,33006.05469,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Karnataka,5,NA,Youth,NA,2,NA,NA
13813,13813,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Karnataka,NA,NA,Youth,NA,1,NA,NA
13814,13814,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Karnataka,NA,NA,Youth,NA,2,NA,NA
13815,13815,2878.625488,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Karnataka,NA,NA,Youth,NA,NA,NA,NA
13816,13816,8480.938477,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Goa,1,NA,Youth,NA,1,NA,NA
13817,13817,8981.024414,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Goa,1,NA,Youth,NA,2,NA,NA
13818,13818,10264.02734,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Goa,2,NA,Youth,NA,1,NA,NA
13819,13819,14782.21191,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Goa,2,NA,Youth,NA,2,NA,NA
13820,13820,12005.56738,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Goa,3,NA,Youth,NA,1,NA,NA
13821,13821,22319.19531,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Goa,3,NA,Youth,NA,2,NA,NA
13822,13822,16961.87695,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Goa,4,NA,Youth,NA,1,NA,NA
13823,13823,34963.30078,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Goa,4,NA,Youth,NA,2,NA,NA
13824,13824,34963.30078,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Goa,5,NA,Youth,NA,1,NA,NA
13825,13825,60136.87891,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Goa,5,NA,Youth,NA,2,NA,NA
13826,13826,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Goa,NA,NA,Youth,NA,1,NA,NA
13827,13827,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Goa,NA,NA,Youth,NA,2,NA,NA
13828,13828,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Goa,NA,NA,Youth,NA,NA,NA,NA
13829,13829,9158.076172,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Lakshadweep,1,NA,Youth,NA,1,NA,NA
13830,13830,9972.126953,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Lakshadweep,1,NA,Youth,NA,2,NA,NA
13831,13831,12210.76758,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Lakshadweep,2,NA,Youth,NA,1,NA,NA
13832,13832,14245.89551,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Lakshadweep,2,NA,Youth,NA,2,NA,NA
13833,13833,14245.89551,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Lakshadweep,3,NA,Youth,NA,1,NA,NA
13834,13834,21368.84375,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Lakshadweep,3,NA,Youth,NA,2,NA,NA
13835,13835,21368.84375,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Lakshadweep,4,NA,Youth,NA,1,NA,NA
13836,13836,42802.39063,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Lakshadweep,4,NA,Youth,NA,2,NA,NA
13837,13837,44692.22266,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Lakshadweep,5,NA,Youth,NA,1,NA,NA
13838,13838,57461.42969,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Lakshadweep,5,NA,Youth,NA,2,NA,NA
13839,13839,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,Youth,NA,1,NA,NA
13840,13840,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,Youth,NA,2,NA,NA
13841,13841,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,Youth,NA,NA,NA,NA
13842,13842,6106.043457,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Kerala,1,NA,Youth,NA,1,NA,NA
13843,13843,4721.94873,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Kerala,1,NA,Youth,NA,2,NA,NA
13844,13844,10315.02734,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Kerala,2,NA,Youth,NA,1,NA,NA
13845,13845,10478.00977,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Kerala,2,NA,Youth,NA,2,NA,NA
13846,13846,13170.7334,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Kerala,3,NA,Youth,NA,1,NA,NA
13847,13847,13574.33984,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Kerala,3,NA,Youth,NA,2,NA,NA
13848,13848,15717.01563,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Kerala,4,NA,Youth,NA,1,NA,NA
13849,13849,19853.2168,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Kerala,4,NA,Youth,NA,2,NA,NA
13850,13850,21328.62109,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Kerala,5,NA,Youth,NA,1,NA,NA
13851,13851,33254.09766,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Kerala,5,NA,Youth,NA,2,NA,NA
13852,13852,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Kerala,NA,NA,Youth,NA,1,NA,NA
13853,13853,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Kerala,NA,NA,Youth,NA,2,NA,NA
13854,13854,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Kerala,NA,NA,Youth,NA,NA,NA,NA
13855,13855,5275.530273,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Tamil Nadu,1,NA,Youth,NA,1,NA,NA
13856,13856,3973.43335,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Tamil Nadu,1,NA,Youth,NA,2,NA,NA
13857,13857,8550.553711,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Tamil Nadu,2,NA,Youth,NA,1,NA,NA
13858,13858,7495.318848,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Tamil Nadu,2,NA,Youth,NA,2,NA,NA
13859,13859,10733.91211,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Tamil Nadu,3,NA,Youth,NA,1,NA,NA
13860,13860,11215.74414,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Tamil Nadu,3,NA,Youth,NA,2,NA,NA
13861,13861,13407.66699,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Tamil Nadu,4,NA,Youth,NA,1,NA,NA
13862,13862,15972.30469,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Tamil Nadu,4,NA,Youth,NA,2,NA,NA
13863,13863,19951.29297,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Tamil Nadu,5,NA,Youth,NA,1,NA,NA
13864,13864,28376.4375,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Tamil Nadu,5,NA,Youth,NA,2,NA,NA
13865,13865,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,Youth,NA,1,NA,NA
13866,13866,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,Youth,NA,2,NA,NA
13867,13867,16031.11621,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,Youth,NA,NA,NA,NA
13868,13868,4475.302246,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Puducherry,1,NA,Youth,NA,1,NA,NA
13869,13869,6673.980469,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Puducherry,1,NA,Youth,NA,2,NA,NA
13870,13870,8153.130859,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Puducherry,2,NA,Youth,NA,1,NA,NA
13871,13871,11171.36914,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Puducherry,2,NA,Youth,NA,2,NA,NA
13872,13872,9841.797852,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Puducherry,3,NA,Youth,NA,1,NA,NA
13873,13873,15860.2959,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Puducherry,3,NA,Youth,NA,2,NA,NA
13874,13874,12380.9082,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Puducherry,4,NA,Youth,NA,1,NA,NA
13875,13875,20634.84766,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Puducherry,4,NA,Youth,NA,2,NA,NA
13876,13876,20528.00977,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Puducherry,5,NA,Youth,NA,1,NA,NA
13877,13877,41331.15234,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Puducherry,5,NA,Youth,NA,2,NA,NA
13878,13878,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Puducherry,NA,NA,Youth,NA,1,NA,NA
13879,13879,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Puducherry,NA,NA,Youth,NA,2,NA,NA
13880,13880,20946.31641,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Puducherry,NA,NA,Youth,NA,NA,NA,NA
13881,13881,9155.533203,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,A & N Island,1,NA,Youth,NA,1,NA,NA
13882,13882,9149.18457,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,A & N Island,1,NA,Youth,NA,2,NA,NA
13883,13883,10816.25293,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,A & N Island,2,NA,Youth,NA,1,NA,NA
13884,13884,13500.94434,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,A & N Island,2,NA,Youth,NA,2,NA,NA
13885,13885,12168.28418,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,A & N Island,3,NA,Youth,NA,1,NA,NA
13886,13886,16910.16602,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,A & N Island,3,NA,Youth,NA,2,NA,NA
13887,13887,13911.71387,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,A & N Island,4,NA,Youth,NA,1,NA,NA
13888,13888,44018.82813,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,A & N Island,4,NA,Youth,NA,2,NA,NA
13889,13889,24966,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,A & N Island,5,NA,Youth,NA,1,NA,NA
13890,13890,71962.17188,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,A & N Island,5,NA,Youth,NA,2,NA,NA
13891,13891,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,A & N Island,NA,NA,Youth,NA,1,NA,NA
13892,13892,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,A & N Island,NA,NA,Youth,NA,2,NA,NA
13893,13893,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,A & N Island,NA,NA,Youth,NA,NA,NA,NA
13894,13894,5392.652344,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Telangana,1,NA,Youth,NA,1,NA,NA
13895,13895,4730.389648,NA,2017,State,All,Youth,1,state_quint,2017,99,NA,Telangana,1,NA,Youth,NA,2,NA,NA
13896,13896,8199.076172,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Telangana,2,NA,Youth,NA,1,NA,NA
13897,13897,9155.533203,NA,2017,State,All,Youth,2,state_quint,2017,99,NA,Telangana,2,NA,Youth,NA,2,NA,NA
13898,13898,10588.38184,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Telangana,3,NA,Youth,NA,1,NA,NA
13899,13899,12309.57031,NA,2017,State,All,Youth,3,state_quint,2017,99,NA,Telangana,3,NA,Youth,NA,2,NA,NA
13900,13900,13226.18945,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Telangana,4,NA,Youth,NA,1,NA,NA
13901,13901,16337.81934,NA,2017,State,All,Youth,4,state_quint,2017,99,NA,Telangana,4,NA,Youth,NA,2,NA,NA
13902,13902,16471.13867,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Telangana,5,NA,Youth,NA,1,NA,NA
13903,13903,34112.42578,NA,2017,State,All,Youth,5,state_quint,2017,99,NA,Telangana,5,NA,Youth,NA,2,NA,NA
13904,13904,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Telangana,NA,NA,Youth,NA,1,NA,NA
13905,13905,NA,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Telangana,NA,NA,Youth,NA,2,NA,NA
13906,13906,1983.928467,NA,2017,State,All,Youth,Total,state_quint,2017,99,NA,Telangana,NA,NA,Youth,NA,NA,NA,NA
13907,13907,10997.17285,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,1,NA,NA
13908,13908,13576.45898,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,2,NA,NA
13909,13909,NA,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,NA,Youth,NA,NA,NA,NA
13910,13910,10875.87305,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,1,NA,NA
13911,13911,19579.44922,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,2,NA,NA
13912,13912,4078.452393,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,NA,Youth,NA,NA,NA,NA
13913,13913,9464.22168,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,NA,Youth,NA,1,NA,NA
13914,13914,9390.124023,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,NA,Youth,NA,2,NA,NA
13915,13915,3372.820313,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
13916,13916,9403.40332,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,NA,Youth,NA,1,NA,NA
13917,13917,17211.70117,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,NA,Youth,NA,2,NA,NA
13918,13918,NA,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,NA,Youth,NA,NA,NA,NA
13919,13919,10582.55957,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Punjab,NA,NA,Youth,NA,1,NA,NA
13920,13920,12860.18945,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Punjab,NA,NA,Youth,NA,2,NA,NA
13921,13921,9722.273438,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Punjab,NA,NA,Youth,NA,NA,NA,NA
13922,13922,11188.25684,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Punjab,NA,NA,Youth,NA,1,NA,NA
13923,13923,14432.58984,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Punjab,NA,NA,Youth,NA,2,NA,NA
13924,13924,2128.364258,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Punjab,NA,NA,Youth,NA,NA,NA,NA
13925,13925,13134.02051,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Chandigarh,NA,NA,Youth,NA,1,NA,NA
13926,13926,19701.03125,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Chandigarh,NA,NA,Youth,NA,2,NA,NA
13927,13927,NA,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Chandigarh,NA,NA,Youth,NA,NA,NA,NA
13928,13928,12060.73145,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Chandigarh,NA,NA,Youth,NA,1,NA,NA
13929,13929,21398.51172,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Chandigarh,NA,NA,Youth,NA,2,NA,NA
13930,13930,NA,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,1,NA,Chandigarh,NA,NA,Youth,NA,NA,NA,NA
13931,13931,9213.790039,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Uttrakhand,NA,NA,Youth,NA,1,NA,NA
13932,13932,12968.33984,NA,2017,State,urban/rural,Youth,Total,state_sec_quint,2017,0,NA,Uttrakhand,NA,NA,Youth,NA,2,NA,NA
