"","poor_420","inc_selfemp","inc_salaried","inc_casual","year","level","area","dem","SourceSheet","sector2","state","age_cat1","age_cat2","age_cat3","age_cat4","edu_cat1","edu_cat2","edu_cat3","edu_cat4","edu_cat5","edu_cat6","gender_cat1","gender_cat2","hhsize_cat1","hhsize_cat2","hhsize_cat3","hhsize_cat4","owns_dwelling","owns_land","inc_selfemp_agri","inc_selfemp_nonagri","inc_casual_agri","inc_casual_nonagri","inc_selfemp_urban","inc_casual_urban","inc_others"
"5193",1,0.444762378931046,0.0609498843550682,0.481233358383179,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232229605317116,0.212532758712769,0.387263745069504,0.0939696058630943,0,0,0.0130543867126107
"5194",0,0.576944828033447,0.140229865908623,0.247257456183434,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238035604357719,0.338909208774567,0.131657660007477,0.115599803626537,0,0,0.0355678834021091
"5195",1,0.342622220516205,0.0329755917191505,0.606684267520905,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13811132311821,0.204510897397995,0.476143002510071,0.130541250109673,0,0,0.0177179351449013
"5196",0,0.311229109764099,0.0629114136099815,0.49575799703598,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113908357918262,0.197320744395256,0.206748425960541,0.289009571075439,0,0,0.130101472139359
"5197",1,0.286533027887344,0.040422584861517,0.610451877117157,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0790303722023964,0.207502663135529,0.481756508350372,0.128695353865623,0,0,0.0625925287604332
"5198",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5199",0,0.39373180270195,0.0258108302950859,0.159403502941132,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0994150266051292,0.294316798448563,0.116312809288502,0.0430906899273396,0,0,0.421053856611252
"5200",1,0.622757017612457,0.00686608767136931,0.184399262070656,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478114187717438,0.144642859697342,0.00216331775300205,0.182235941290855,0,0,0.16852118074894
"5201",0,0.501513123512268,0.22555935382843,0.120363660156727,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272155821323395,0.229357302188873,0.0109143452718854,0.109449312090874,0,0,0.152563869953156
"5202",1,0.672607064247131,0.0388433523476124,0.254520297050476,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516013383865356,0.156593695282936,0.0355424433946609,0.218977853655815,0,0,0.0340120568871498
"5203",0,0.593325078487396,0.140640690922737,0.228329703211784,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320102095603943,0.273222982883453,0.10214289277792,0.126186802983284,0,0,0.0377045124769211
"5204",1,0.611469507217407,0.0254012625664473,0.331227749586105,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457501798868179,0.153967753052711,0.0389878265559673,0.292239904403687,0,0,0.0319014601409435
"5205",0,0.347059935331345,0.0183960758149624,0.560948371887207,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21582318842411,0.131236746907234,0.0187904126942158,0.542158007621765,0,0,0.0735955983400345
"5206",1,0.422328889369965,0.110932819545269,0.421653389930725,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239343926310539,0.182984977960587,0.0347217097878456,0.38693168759346,0,0,0.0450848788022995
"5207",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5208",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5209",0,0.638040781021118,0.18219818174839,0.0377836041152477,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379987418651581,0.258053362369537,0.0290291756391525,0.0087544284760952,0,0,0.141977459192276
"5210",1,0.665591418743134,0.0374859273433685,0.241963803768158,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475478023290634,0.190113395452499,0.154438614845276,0.0875252038240433,0,0,0.0549588389694691
"5211",0,0.619352042675018,0.196907639503479,0.114250205457211,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356906443834305,0.262445569038391,0.0696215927600861,0.0446286089718342,0,0,0.0694901421666145
"5212",1,0.552591443061829,0.0481693670153618,0.37451359629631,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379080712795258,0.173510730266571,0.243578344583511,0.130935251712799,0,0,0.0247256048023701
"5213",0,0.609184324741364,0.195797860622406,0.15584023296833,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284163534641266,0.325020760297775,0.072508879005909,0.0833313539624214,0,0,0.0391776040196419
"5214",1,0.538636326789856,0.035768024623394,0.410976648330688,2011,"State","urban/rural","Age","sector_state",0,"Odisha",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382580935955048,0.156055375933647,0.255545169115067,0.1554314494133,0,0,0.0146190254017711
"5215",0,0.409751296043396,0.142982050776482,0.409871250391006,2011,"State","urban/rural","Age","sector_state",0,"Odisha",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155943900346756,0.25380739569664,0.202418148517609,0.207453101873398,0,0,0.0373953953385353
"5216",1,0.304327309131622,0.0134214032441378,0.680280566215515,2011,"State","urban/rural","Age","sector_state",0,"Odisha",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171492844820023,0.132834449410439,0.40474209189415,0.275538474321365,0,0,0.00197070906870067
"5217",0,0,1,0,2011,"State","urban/rural","Age","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"5218",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5219",0,0.890946090221405,0.0346830859780312,0.0460626296699047,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.740596055984497,0.150350019335747,0.0460626296699047,0,0,0,0.0283081829547882
"5220",1,0.5127072930336,0,0.436132103204727,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502591013908386,0.0101162828505039,0.362702459096909,0.0734296590089798,0,0,0.0511605925858021
"5221",0,0.671710193157196,0.221590742468834,0.0818906277418137,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577437818050385,0.0942724049091339,0.061164915561676,0.0207257103174925,0,0,0.0248084329068661
"5222",1,0.64610481262207,0.0336027666926384,0.317286670207977,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59378457069397,0.0523202307522297,0.265074759721756,0.0522118993103504,0,0,0.00300575885921717
"5223",0,0.762634217739105,0.126152187585831,0.110277943313122,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631327211856842,0.131306990981102,0.095533549785614,0.0147443944588304,0,0,0.000935660325922072
"5224",1,0.523920476436615,0.0450590774416924,0.428229361772537,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433532804250717,0.0903877019882202,0.373412758111954,0.0548165962100029,0,0,0.00279105547815561
"5225",0,0.510023355484009,0.22899454832077,0.247314378619194,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49555242061615,0.0144709572196007,0.157075762748718,0.0902386158704758,0,0,0.0136677101254463
"5226",1,0.333906412124634,0.0243253726512194,0.638940155506134,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274297326803207,0.059609092772007,0.560741543769836,0.0781986638903618,0,0,0.0028280415572226
"5227",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5228",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5229",0,0.749834418296814,0.0205279774963856,0.120352849364281,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665074527263641,0.084759920835495,0.0872474983334541,0.0331053473055363,0,0,0.109284743666649
"5230",1,0.579891681671143,0.0181134399026632,0.360816866159439,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512085139751434,0.0678065344691277,0.321268707513809,0.039548184722662,0,0,0.0411780029535294
"5231",0,0.764853954315186,0.125336363911629,0.0882624909281731,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618536710739136,0.146317213773727,0.0697688981890678,0.0184935890138149,0,0,0.0215472206473351
"5232",1,0.56000542640686,0.0726381838321686,0.366922378540039,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471203833818436,0.0888016000390053,0.244228333234787,0.122694045305252,0,0,0.000434014684287831
"5233",0,0.721714198589325,0.132485747337341,0.127484858036041,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549242377281189,0.172471776604652,0.0780909806489944,0.0493938773870468,0,0,0.0183152183890343
"5234",1,0.497555375099182,0.0413804762065411,0.460525631904602,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376712799072266,0.120842568576336,0.264838814735413,0.195686817169189,0,0,0.000538511085323989
"5235",0,0.566317141056061,0.0479523204267025,0.346677035093307,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41960746049881,0.146709680557251,0.142398148775101,0.204278901219368,0,0,0.0390535071492195
"5236",1,0.500495433807373,0.0377459600567818,0.460228085517883,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403609484434128,0.096885934472084,0.210106566548347,0.250121504068375,0,0,0.00153052061796188
"5237",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5238",0,0.72228878736496,0.0263538099825382,0.202133879065514,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654054284095764,0.0682345107197762,0.168972179293633,0.0331617072224617,0,0,0.0492235012352467
"5239",1,0.60175085067749,0.0344686880707741,0.336515039205551,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456013739109039,0.145737126469612,0.26345682144165,0.073058195412159,0,0,0.0272654239088297
"5240",0,0.732402741909027,0.135096728801727,0.120935894548893,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607822179794312,0.124580539762974,0.105415061116219,0.0155208371579647,0,0,0.0115646598860621
"5241",1,0.554398000240326,0.0482899993658066,0.385505229234695,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467438161373138,0.0869598314166069,0.321448594331741,0.0640566423535347,0,0,0.0118067860603333
"5242",0,0.600031495094299,0.239387333393097,0.148667961359024,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359693586826324,0.240337878465652,0.105461783707142,0.0432061702013016,0,0,0.0119132269173861
"5243",1,0.502941429615021,0.0608848594129086,0.435896992683411,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421694606542587,0.0812468156218529,0.346167653799057,0.0897293388843536,0,0,0.00027674000011757
"5244",0,0.678915679454803,0.187007933855057,0.0628092810511589,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210370779037476,0.46854493021965,0.0298569668084383,0.0329523161053658,0,0,0.0712670907378197
"5245",1,0.446085393428802,0.0545454919338226,0.499369114637375,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332129061222076,0.113956324756145,0.328473925590515,0.17089518904686,0,0,0
"5246",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5247",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5248",0,0.301066845655441,0.405571550130844,0,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260448604822159,0.0406182520091534,0,0,0,0,0.293361574411392
"5249",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5250",0,0.365539371967316,0.634252369403839,0.000208251920412295,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136900082230568,0.228639289736748,0.000208251920412295,0,0,0,0
"5251",1,0.487911492586136,0.426825910806656,0.0577589571475983,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473364621400833,0.0145468562841415,0,0.0577589571475983,0,0,0.0275036636739969
"5252",0,0.359739452600479,0.640260517597198,0,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114790342748165,0.244949102401733,0,0,0,0,0
"5253",1,0.535679042339325,0.25345316529274,0.210867777466774,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372496217489243,0.163182839751244,0.115224033594131,0.0956437438726425,0,0,0
"5254",0,0.0328901894390583,0.850915253162384,0.116194576025009,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0328901894390583,0,0.116194576025009,0,0,0
"5255",1,0.190663546323776,0.353571683168411,0.302755802869797,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177212029695511,0.0134515082463622,0,0.302755802869797,0,0,0.153008952736855
"5256",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Daman & Diu & D & N Haveli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5257",0,0.73029237985611,0.0517512336373329,0.169173151254654,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606131076812744,0.124161265790462,0.121508851647377,0.0476643033325672,0,0,0.0487832464277744
"5258",1,0.51418000459671,0.0598017945885658,0.400592714548111,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441512674093246,0.0726673156023026,0.349666506052017,0.050926212221384,0,0,0.0254255142062902
"5259",0,0.58957827091217,0.161556616425514,0.225768655538559,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434285551309586,0.155292704701424,0.186950296163559,0.0388183668255806,0,0,0.0230964608490467
"5260",1,0.453799337148666,0.0840536057949066,0.451881498098373,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359708726406097,0.094090610742569,0.388732492923737,0.0631490051746368,0,0,0.0102655533701181
"5261",0,0.552775859832764,0.243093580007553,0.199359104037285,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40480700135231,0.147968843579292,0.150911793112755,0.0484473071992397,0,0,0.00477146822959185
"5262",1,0.459104180335999,0.0739315897226334,0.461815267801285,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362874418497086,0.0962297767400742,0.373224794864655,0.0885904654860497,0,0,0.00514895189553499
"5263",0,0.421740740537643,0.167435184121132,0.316963404417038,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272234857082367,0.149505883455276,0.25337815284729,0.0635852590203285,0,0,0.0938606560230255
"5264",1,0.508590936660767,0.0757195577025414,0.411940962076187,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441181421279907,0.06740952283144,0.332059800624847,0.0798811763525009,0,0,0.00374854379333556
"5265",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5266",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5267",0,0.365248262882233,0.11740005761385,0.338660091161728,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237158983945847,0.128089278936386,0.258078247308731,0.080581858754158,0,0,0.17869159579277
"5268",1,0.427488267421722,0.0706846192479134,0.376035302877426,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304623365402222,0.12286489456892,0.307590395212173,0.0684449151158333,0,0,0.12579183280468
"5269",0,0.489359021186829,0.0968711897730827,0.367711186408997,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324336528778076,0.165022477507591,0.280019074678421,0.0876921117305756,0,0,0.0460585989058018
"5270",1,0.484159976243973,0.0317678526043892,0.463522583246231,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345475852489471,0.138684123754501,0.398278653621674,0.0652439221739769,0,0,0.0205495711416006
"5271",0,0.421398282051086,0.129937395453453,0.444920688867569,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238136440515518,0.183261841535568,0.337024956941605,0.107895746827126,0,0,0.00374362012371421
"5272",1,0.380796045064926,0.0758500099182129,0.54259842634201,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211199179291725,0.169596865773201,0.415686219930649,0.126912191510201,0,0,0.000755523738916963
"5273",0,0.326756030321121,0.199696958065033,0.377092391252518,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111327774822712,0.21542826294899,0.264676481485367,0.112415924668312,0,0,0.0964546054601669
"5274",1,0.31109231710434,0.0915340781211853,0.587180495262146,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15766017138958,0.15343214571476,0.468094170093536,0.119086317718029,0,0,0.0101930983364582
"5275",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5276",1,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
"5277",0,0.563227772712708,0.142037719488144,0.225619748234749,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391764968633652,0.171462804079056,0.115045644342899,0.11057410389185,0,0,0.0691147521138191
"5278",1,0.535096108913422,0.0391546636819839,0.364323526620865,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45075649023056,0.0843396335840225,0.31542444229126,0.0488990806043148,0,0,0.0614256970584393
"5279",0,0.660301804542542,0.0863268151879311,0.241115614771843,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523555755615234,0.13674607872963,0.16258293390274,0.0785326659679413,0,0,0.0122557580471039
"5280",1,0.548436343669891,0.0297821257263422,0.420291095972061,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414096266031265,0.134340047836304,0.337783962488174,0.0825071409344673,0,0,0.00149044720456004
"5281",0,0.567011713981628,0.126190707087517,0.306399583816528,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36771234869957,0.199299409985542,0.224972873926163,0.0814266949892044,0,0,0.000397975061787292
"5282",1,0.391286998987198,0.0754612609744072,0.533251762390137,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303421676158905,0.0878653302788734,0.459042698144913,0.0742090344429016,0,0,0
"5283",0,0.449065446853638,0.212302625179291,0.308171510696411,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167649507522583,0.281415939331055,0.186980322003365,0.121191188693047,0,0,0.030460411682725
"5284",1,0.630965054035187,0.0688706338405609,0.292568385601044,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482186377048492,0.148778706789017,0.253914475440979,0.0386538952589035,0,0,0.00759591255337
"5285",0,0,0,0,2011,"State","urban/rural","Age","sector_state",0,"Karnataka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
