"","poor_420","inc_selfemp","inc_salaried","inc_casual","year","level","area","dem","SourceSheet","sector2","state","age_cat1","age_cat2","age_cat3","age_cat4","edu_cat1","edu_cat2","edu_cat3","edu_cat4","edu_cat5","edu_cat6","gender_cat1","gender_cat2","hhsize_cat1","hhsize_cat2","hhsize_cat3","hhsize_cat4","owns_dwelling","owns_land","inc_selfemp_agri","inc_selfemp_nonagri","inc_casual_agri","inc_casual_nonagri","inc_selfemp_urban","inc_casual_urban","inc_others"
"2019",0,0.53019642829895,0.244666919112206,0.190681502223015,2022,"State","urban/rural","Education","sector_state",1,"Uttar Pradesh",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020",1,0.448894888162613,0.249909102916718,0.266113877296448,2022,"State","urban/rural","Education","sector_state",1,"Uttar Pradesh",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021",0,0.444790333509445,0.263197094202042,0.23892942070961,2022,"State","urban/rural","Education","sector_state",1,"Uttar Pradesh",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022",1,0.455482363700867,0.206457152962685,0.301892071962357,2022,"State","urban/rural","Education","sector_state",1,"Uttar Pradesh",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023",0,0.469448357820511,0.415522962808609,0,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024",1,0.601542472839355,0.398457527160645,0,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025",0,0.436189651489258,0.415985584259033,0.0385877750813961,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026",1,0.324861586093903,0.523192644119263,0.074161559343338,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027",0,0.528180360794067,0.282483816146851,0.0928681641817093,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028",1,0.524266242980957,0.235664322972298,0.208381935954094,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029",0,0.514496922492981,0.248900800943375,0.206653371453285,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030",1,0.339040160179138,0.284559458494186,0.376400381326675,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031",0,0.455891191959381,0.230099081993103,0.27998086810112,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",1,0.409283995628357,0.186721667647362,0.403994351625443,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033",0,0.449653446674347,0.182222425937653,0.327302902936935,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034",1,0.327885419130325,0.28511768579483,0.365436613559723,2022,"State","urban/rural","Education","sector_state",1,"Bihar",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035",0,0,0.916760683059692,0,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",0,0.131637826561928,0.729740977287292,0.00544417044147849,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037",1,0,1,0,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038",0,0.421471327543259,0.4666867852211,0.0372608043253422,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039",1,1,0,0,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040",0,0.456616669893265,0.378161609172821,0.161517634987831,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041",0,0.587804019451141,0.28482648730278,0.115347385406494,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042",0,0.399532616138458,0.415994971990585,0.143784508109093,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",1,0.598753333091736,0.401246666908264,0,2022,"State","urban/rural","Education","sector_state",1,"Sikkim",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044",0,0.0274093337357044,0.909770309925079,0,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045",1,0,1,0,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046",0,0.230855196714401,0.690059244632721,0.00314423232339323,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047",1,0.466585397720337,0.49983885884285,0,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048",0,0.404852360486984,0.499444425106049,0.01731813326478,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049",1,0.479049682617188,0.491757273674011,0.014680378139019,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050",0,0.481191903352737,0.428669422864914,0.0640486180782318,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051",1,0.662851810455322,0.316882014274597,0.0202661566436291,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",0,0.321336179971695,0.53638482093811,0.095512866973877,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053",1,0.760867595672607,0.115447677671909,0.123684726655483,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054",0,0.552714407444,0.296586155891418,0.112888671457767,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055",1,0.424073368310928,0.288029670715332,0.257346987724304,2022,"State","urban/rural","Education","sector_state",1,"Arunachal Pradesh",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056",0,0.0404486991465092,0.877713620662689,0,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057",1,1,0,0,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058",0,0.242717936635017,0.677701413631439,0.0166198126971722,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059",1,0.682611167430878,0.3173888027668,0,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2060",0,0.318615883588791,0.540108978748322,0.0336104892194271,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2061",1,0.479455471038818,0.312606155872345,0.207938358187675,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062",0,0.44869139790535,0.374453455209732,0.108296550810337,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2063",1,0.175962716341019,0.693121671676636,0.130915597081184,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064",0,0.540585160255432,0.289810925722122,0.108833201229572,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",1,0.300545752048492,0.543527245521545,0.15592697262764,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066",0,0.562292397022247,0.244148001074791,0.111563518643379,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",1,0.505586206912994,0.328729242086411,0.165684536099434,2022,"State","urban/rural","Education","sector_state",1,"Nagaland",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068",0,0.233066454529762,0.634365081787109,0.00829544011503458,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",1,0.195903152227402,0.262931346893311,0.262197464704514,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",0,0.371524184942245,0.493733912706375,0.0437025800347328,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071",1,0.35942217707634,0.338772505521774,0.193437665700912,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",0,0.488625228404999,0.352869838476181,0.115019164979458,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073",1,0.539037823677063,0.192171350121498,0.199445977807045,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074",0,0.431266099214554,0.352331012487411,0.169902473688126,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",1,0.347941875457764,0.323268115520477,0.275111705064774,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",0,0.565634727478027,0.21479643881321,0.152215763926506,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077",1,0.531108498573303,0.225418835878372,0.223605781793594,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078",0,0.581592977046967,0.260805994272232,0.115005977451801,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079",1,0.534776508808136,0.252243250608444,0.157997950911522,2022,"State","urban/rural","Education","sector_state",1,"Manipur",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080",0,0.164569601416588,0.806572914123535,0.0146561628207564,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081",0,0.24824483692646,0.669214248657227,0.0106817772611976,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082",1,0.344908624887466,0.489528030157089,0,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083",0,0.431800603866577,0.420911997556686,0.0900011658668518,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084",1,0.722234547138214,0.185628354549408,0.0921371132135391,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085",0,0.431039363145828,0.371095925569534,0.131263092160225,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086",1,0.533229112625122,0.342617452144623,0,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087",0,0.52702534198761,0.339642614126205,0.0670005306601524,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088",1,0.695840656757355,0.24295100569725,0.0612083487212658,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",0,0.396806567907333,0.324211627244949,0.192256584763527,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090",1,0.531572282314301,0.302332490682602,0.0621064119040966,2022,"State","urban/rural","Education","sector_state",1,"Mizoram",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091",0,0.247624769806862,0.680712938308716,0,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092",0,0.276650696992874,0.461079239845276,0.0156361442059278,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093",1,1,0,0,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094",0,0.433974146842957,0.362559914588928,0.0684717893600464,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095",1,0,0,1,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096",0,0.496566116809845,0.250376552343369,0.191731929779053,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097",1,0.574301660060883,0,0.425698310136795,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098",0,0.517138063907623,0.161129623651505,0.288120597600937,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099",1,0,0.595320522785187,0.404679507017136,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",0,0.46501100063324,0.196338161826134,0.294558346271515,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101",1,0.339220374822617,0,0.660779654979706,2022,"State","urban/rural","Education","sector_state",1,"Tripura",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102",0,0.148340687155724,0.851659297943115,0,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",0,0.265773445367813,0.699830770492554,0.0166918318718672,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104",1,0.776507914066315,0.223492071032524,0,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",0,0.340277254581451,0.526344060897827,0.104554824531078,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106",1,0.241499453783035,0.213765382766724,0.404324352741241,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",0,0.45370215177536,0.361959546804428,0.170433983206749,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108",1,0.385604113340378,0.333298921585083,0.281096965074539,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",0,0.428163170814514,0.313969045877457,0.227427870035172,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110",1,0.415488719940186,0.127712324261665,0.45679897069931,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",0,0.468954354524612,0.254816353321075,0.247993037104607,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",1,0.29101499915123,0.177732214331627,0.531252801418304,2022,"State","urban/rural","Education","sector_state",1,"Meghalaya",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",0,0.208095759153366,0.707872629165649,0,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114",0,0.300306916236877,0.541077315807343,0.0108174299821258,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115",1,0.502240359783173,0.393887013196945,0.103872634470463,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",0,0.519934177398682,0.321389496326447,0.0467856824398041,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117",1,0.635060966014862,0.210675626993179,0.0848940387368202,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118",0,0.458940982818604,0.323780417442322,0.15199688076973,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119",1,0.524420201778412,0.233907639980316,0.133656695485115,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120",0,0.528452932834625,0.286840409040451,0.151543185114861,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121",1,0.43481308221817,0.309858769178391,0.245617762207985,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122",0,0.444387376308441,0.343218892812729,0.178539872169495,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123",1,0.381439417600632,0.177072837948799,0.433765083551407,2022,"State","urban/rural","Education","sector_state",1,"Assam",NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",0,0.303933799266815,0.564178168773651,0.00201243674382567,2022,"State","urban/rural","Education","sector_state",1,"West Bengal",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125",1,0.0511286184191704,0.948871374130249,0,2022,"State","urban/rural","Education","sector_state",1,"West Bengal",NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126",0,0.361648321151733,0.462354123592377,0.0148509563878179,2022,"State","urban/rural","Education","sector_state",1,"West Bengal",NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
