,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,age_cat1,age_cat2,age_cat3,age_cat4,owns_land
1,0.16,0.62,0.92,0.27,0.58,0.92,2011,National,All,All Households,allindia,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.18,0.69,0.96,0.31,0.65,0.96,2011,National,urban/rural,All Households,sect_allindia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.11,0.44,0.83,0.17,0.4,0.84,2011,National,urban/rural,All Households,sect_allindia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.03,0.36,0.89,0.07,0.3,0.89,2011,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.03,0.32,0.86,0.05,0.28,0.86,2011,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.05,0.38,0.85,0.09,0.34,0.85,2011,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.08,0.38,0.81,0.15,0.38,0.81,2011,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.04,0.47,0.91,0.08,0.43,0.91,2011,State,All,All Households,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.06,0.38,0.84,0.11,0.33,0.84,2011,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.04,0.33,0.77,0.1,0.29,0.77,2011,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.11,0.58,0.94,0.2,0.54,0.94,2011,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.27,0.77,0.96,0.42,0.74,0.96,2011,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.24,0.82,0.99,0.41,0.78,0.99,2011,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.03,0.64,0.97,0.11,0.57,0.97,2011,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.27,0.59,0.86,0.36,0.57,0.86,2011,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.08,0.54,0.95,0.17,0.48,0.95,2011,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.36,0.84,0.99,0.53,0.82,0.99,2011,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.06,0.45,0.9,0.13,0.4,0.9,2011,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.07,0.61,0.95,0.17,0.55,0.95,2011,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.08,0.64,0.97,0.18,0.6,0.97,2011,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.22,0.76,0.97,0.37,0.72,0.97,2011,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.18,0.66,0.92,0.3,0.62,0.92,2011,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.28,0.8,0.97,0.46,0.77,0.97,2011,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.27,0.79,0.97,0.44,0.76,0.97,2011,State,All,All Households,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.25,0.78,0.96,0.38,0.74,0.96,2011,State,All,All Households,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.29,0.75,0.95,0.43,0.72,0.95,2011,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.16,0.61,0.95,0.28,0.58,0.95,2011,State,All,All Households,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.23,0.62,0.91,0.28,0.55,0.91,2011,State,All,All Households,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.09,0.55,0.9,0.18,0.5,0.9,2011,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.05,0.46,0.91,0.13,0.4,0.91,2011,State,All,All Households,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.06,0.5,0.89,0.13,0.46,0.89,2011,State,All,All Households,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.04,0.28,0.82,0.05,0.26,0.82,2011,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0,0.1,0.68,0,0.08,0.68,2011,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.03,0.29,0.79,0.06,0.25,0.79,2011,State,All,All Households,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.05,0.39,0.87,0.1,0.34,0.87,2011,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.01,0.21,0.79,0.03,0.15,0.79,2011,State,All,All Households,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0,0.06,0.63,0,0.03,0.63,2011,State,All,All Households,state,99,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.04,0.43,0.89,0.08,0.37,0.89,2011,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0,0.29,0.9,0,0.17,0.9,2011,State,All,All Households,state,99,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.03,0.39,0.92,0.07,0.32,0.92,2011,State,urban/rural,All Households,sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.03,0.33,0.88,0.05,0.29,0.88,2011,State,urban/rural,All Households,sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.04,0.39,0.87,0.09,0.35,0.88,2011,State,urban/rural,All Households,sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0,0.37,0.81,0.06,0.37,0.81,2011,State,urban/rural,All Households,sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.03,0.48,0.92,0.06,0.45,0.92,2011,State,urban/rural,All Households,sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.06,0.42,0.89,0.11,0.37,0.89,2011,State,urban/rural,All Households,sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.05,0.32,0.85,0.05,0.32,0.85,2011,State,urban/rural,All Households,sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.11,0.63,0.96,0.22,0.58,0.96,2011,State,urban/rural,All Households,sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.29,0.81,0.98,0.44,0.78,0.98,2011,State,urban/rural,All Households,sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.24,0.83,0.99,0.41,0.79,0.99,2011,State,urban/rural,All Households,sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.02,0.69,0.98,0.11,0.63,0.98,2011,State,urban/rural,All Households,sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.29,0.63,0.88,0.39,0.61,0.88,2011,State,urban/rural,All Households,sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.04,0.57,0.95,0.12,0.51,0.95,2011,State,urban/rural,All Households,sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.36,0.83,0.99,0.52,0.81,0.99,2011,State,urban/rural,All Households,sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.08,0.59,0.95,0.16,0.52,0.95,2011,State,urban/rural,All Households,sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.08,0.64,0.97,0.18,0.57,0.97,2011,State,urban/rural,All Households,sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.08,0.71,0.98,0.19,0.68,0.98,2011,State,urban/rural,All Households,sector_state,0,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.23,0.79,0.98,0.39,0.75,0.98,2011,State,urban/rural,All Households,sector_state,0,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.19,0.75,0.97,0.34,0.71,0.97,2011,State,urban/rural,All Households,sector_state,0,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.31,0.88,0.99,0.51,0.86,0.99,2011,State,urban/rural,All Households,sector_state,0,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.28,0.83,0.99,0.47,0.79,0.99,2011,State,urban/rural,All Households,sector_state,0,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.26,0.83,0.98,0.39,0.79,0.99,2011,State,urban/rural,All Households,sector_state,0,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.32,0.81,0.98,0.48,0.78,0.98,2011,State,urban/rural,All Households,sector_state,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.21,0.72,0.98,0.35,0.7,0.98,2011,State,urban/rural,All Households,sector_state,0,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.33,0.78,0.93,0.4,0.71,0.93,2011,State,urban/rural,All Households,sector_state,0,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.12,0.68,0.96,0.23,0.63,0.97,2011,State,urban/rural,All Households,sector_state,0,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.05,0.49,0.94,0.13,0.42,0.94,2011,State,urban/rural,All Households,sector_state,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.05,0.56,0.94,0.12,0.5,0.94,2011,State,urban/rural,All Households,sector_state,0,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.04,0.32,0.9,0.05,0.32,0.9,2011,State,urban/rural,All Households,sector_state,0,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0,0.04,0.68,0,0.04,0.68,2011,State,urban/rural,All Households,sector_state,0,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.03,0.3,0.81,0.06,0.26,0.81,2011,State,urban/rural,All Households,sector_state,0,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.07,0.45,0.91,0.13,0.4,0.91,2011,State,urban/rural,All Households,sector_state,0,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0,0.32,0.92,0.04,0.21,0.92,2011,State,urban/rural,All Households,sector_state,0,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0,0.08,0.72,0,0.05,0.72,2011,State,urban/rural,All Households,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.03,0.52,0.96,0.09,0.45,0.96,2011,State,urban/rural,All Households,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0,0.31,0.92,0,0.18,0.92,2011,State,urban/rural,All Households,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.02,0.27,0.78,0.06,0.24,0.79,2011,State,urban/rural,All Households,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.02,0.19,0.7,0.04,0.16,0.7,2011,State,urban/rural,All Households,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.07,0.37,0.82,0.1,0.33,0.82,2011,State,urban/rural,All Households,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.09,0.38,0.81,0.16,0.38,0.81,2011,State,urban/rural,All Households,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.08,0.45,0.86,0.15,0.4,0.86,2011,State,urban/rural,All Households,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.06,0.29,0.74,0.09,0.25,0.74,2011,State,urban/rural,All Households,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.04,0.33,0.77,0.11,0.29,0.77,2011,State,urban/rural,All Households,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.08,0.44,0.85,0.14,0.39,0.85,2011,State,urban/rural,All Households,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.22,0.62,0.88,0.34,0.59,0.88,2011,State,urban/rural,All Households,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.25,0.69,0.96,0.37,0.67,0.96,2011,State,urban/rural,All Households,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.05,0.4,0.93,0.09,0.34,0.93,2011,State,urban/rural,All Households,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.18,0.43,0.78,0.23,0.41,0.79,2011,State,urban/rural,All Households,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.14,0.47,0.94,0.24,0.44,0.94,2011,State,urban/rural,All Households,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.37,0.86,0.99,0.57,0.84,0.99,2011,State,urban/rural,All Households,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.03,0.31,0.85,0.09,0.27,0.85,2011,State,urban/rural,All Households,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0.04,0.45,0.86,0.11,0.42,0.86,2011,State,urban/rural,All Households,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.08,0.35,0.91,0.12,0.31,0.91,2011,State,urban/rural,All Households,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.16,0.48,0.88,0.24,0.46,0.88,2011,State,urban/rural,All Households,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.14,0.43,0.79,0.2,0.41,0.79,2011,State,urban/rural,All Households,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.18,0.51,0.91,0.27,0.47,0.91,2011,State,urban/rural,All Households,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.19,0.59,0.87,0.25,0.55,0.87,2011,State,urban/rural,All Households,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.2,0.58,0.88,0.31,0.57,0.88,2011,State,urban/rural,All Households,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0.21,0.58,0.88,0.29,0.54,0.88,2011,State,urban/rural,All Households,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.1,0.44,0.9,0.18,0.39,0.9,2011,State,urban/rural,All Households,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.09,0.41,0.87,0.11,0.34,0.87,2011,State,urban/rural,All Households,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.06,0.39,0.82,0.11,0.34,0.82,2011,State,urban/rural,All Households,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.04,0.37,0.8,0.11,0.33,0.81,2011,State,urban/rural,All Households,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.08,0.4,0.79,0.15,0.37,0.79,2011,State,urban/rural,All Households,sector_state,1,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.03,0.24,0.75,0.05,0.19,0.75,2011,State,urban/rural,All Households,sector_state,1,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0,0.17,0.68,0,0.12,0.68,2011,State,urban/rural,All Households,sector_state,1,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.03,0.29,0.74,0.07,0.25,0.74,2011,State,urban/rural,All Households,sector_state,1,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.03,0.32,0.82,0.06,0.28,0.82,2011,State,urban/rural,All Households,sector_state,1,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.01,0.14,0.71,0.02,0.11,0.71,2011,State,urban/rural,All Households,sector_state,1,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0,0.03,0.46,0,0.01,0.46,2011,State,urban/rural,All Households,sector_state,1,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.04,0.3,0.79,0.08,0.25,0.8,2011,State,urban/rural,All Households,sector_state,1,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0,0.18,0.78,0.02,0.11,0.78,2011,State,urban/rural,All Households,sector_state,1,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,0.28,0.79,0.98,0.43,0.76,0.98,2011,National,All,HH Size,allindia,99,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.14,0.62,0.94,0.25,0.57,0.94,2011,National,All,HH Size,allindia,99,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.05,0.37,0.82,0.1,0.32,0.82,2011,National,All,HH Size,allindia,99,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.03,0.21,0.6,0.05,0.17,0.6,2011,National,All,HH Size,allindia,99,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.29,0.83,0.99,0.45,0.8,0.99,2011,National,urban/rural,HH Size,sect_allindia,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.17,0.69,0.97,0.29,0.65,0.97,2011,National,urban/rural,HH Size,sect_allindia,0,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.06,0.45,0.89,0.13,0.4,0.89,2011,National,urban/rural,HH Size,sect_allindia,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,0.05,0.31,0.73,0.07,0.26,0.73,2011,National,urban/rural,HH Size,sect_allindia,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.23,0.68,0.95,0.35,0.64,0.95,2011,National,urban/rural,HH Size,sect_allindia,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.09,0.43,0.86,0.16,0.39,0.86,2011,National,urban/rural,HH Size,sect_allindia,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.02,0.2,0.67,0.04,0.17,0.67,2011,National,urban/rural,HH Size,sect_allindia,1,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.02,0.12,0.49,0.04,0.1,0.49,2011,National,urban/rural,HH Size,sect_allindia,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.07,0.52,0.97,0.12,0.43,0.97,2011,State,All,HH Size,state,99,Jammu & Kashmir,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.01,0.31,0.89,0.05,0.27,0.89,2011,State,All,HH Size,state,99,Jammu & Kashmir,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,0,0.09,0.61,0,0.07,0.62,2011,State,All,HH Size,state,99,Jammu & Kashmir,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.04,0.14,0.59,0.07,0.11,0.59,2011,State,All,HH Size,state,99,Jammu & Kashmir,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,0.07,0.58,0.96,0.12,0.54,0.96,2011,State,All,HH Size,state,99,Himachal Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,0.02,0.3,0.9,0.03,0.25,0.9,2011,State,All,HH Size,state,99,Himachal Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,0,0.09,0.66,0.01,0.07,0.67,2011,State,All,HH Size,state,99,Himachal Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0,0.01,0.22,0,0.01,0.22,2011,State,All,HH Size,state,99,Himachal Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.09,0.46,0.89,0.14,0.42,0.89,2011,State,All,HH Size,state,99,Punjab,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.04,0.4,0.87,0.09,0.35,0.87,2011,State,All,HH Size,state,99,Punjab,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.01,0.2,0.74,0.03,0.16,0.74,2011,State,All,HH Size,state,99,Punjab,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
