,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,age_cat1,age_cat2,age_cat3,age_cat4,owns_land
3691,0,0.07,0.62,0,0.05,0.63,2022,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3692,0,0.04,0.3,0.01,0.04,0.3,2022,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3693,0,1,1,0,1,1,2022,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3694,0,0.1,0.72,0,0.07,0.73,2022,State,All,Age,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3695,0,0.09,0.68,0.01,0.07,0.68,2022,State,All,Age,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3696,0,0.11,0.69,0.01,0.08,0.69,2022,State,All,Age,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3697,0.01,0.14,0.62,0.02,0.12,0.62,2022,State,All,Age,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3698,0,0,0,0,0,0,2022,State,All,Age,state,99,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3699,0,0,0.09,0,0,0.09,2022,State,All,Age,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3700,0,0,0.16,0,0,0.16,2022,State,All,Age,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3701,0,0,0.22,0,0,0.22,2022,State,All,Age,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3702,0,0,0.12,0,0,0.12,2022,State,All,Age,state,99,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3703,0.01,0.22,0.81,0.03,0.18,0.81,2022,State,All,Age,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3704,0,0.21,0.76,0.02,0.17,0.76,2022,State,All,Age,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3705,0.01,0.17,0.75,0.03,0.15,0.75,2022,State,All,Age,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3706,0,0.15,0.72,0.01,0.15,0.72,2022,State,All,Age,state,99,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3707,0.03,0.18,0.75,0.05,0.15,0.75,2022,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3708,0.02,0.17,0.74,0.04,0.14,0.74,2022,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3709,0.02,0.16,0.72,0.03,0.14,0.73,2022,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3710,0.01,0.16,0.67,0.03,0.13,0.67,2022,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3711,0.02,0.12,0.68,0.04,0.1,0.69,2022,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3712,0.01,0.13,0.65,0.02,0.11,0.65,2022,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3713,0,0.11,0.65,0.01,0.09,0.65,2022,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3714,0,0.09,0.47,0,0.06,0.48,2022,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3715,0.02,0.24,0.82,0.05,0.2,0.82,2022,State,All,Age,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3716,0.02,0.25,0.83,0.05,0.22,0.83,2022,State,All,Age,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3717,0.03,0.27,0.81,0.06,0.24,0.81,2022,State,All,Age,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3718,0.04,0.27,0.71,0.07,0.22,0.71,2022,State,All,Age,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3719,0,0.25,0.6,0,0.12,0.6,2022,State,All,Age,state,99,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3720,0.03,0.41,0.9,0.08,0.35,0.9,2022,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3721,0.02,0.37,0.9,0.06,0.32,0.9,2022,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3722,0.02,0.35,0.91,0.05,0.29,0.91,2022,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3723,0.01,0.28,0.86,0.04,0.24,0.86,2022,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3724,0.26,0.89,0.89,0.26,0.26,0.89,2022,State,All,Age,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3725,0.06,0.42,0.91,0.11,0.38,0.91,2022,State,All,Age,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3726,0.05,0.42,0.92,0.09,0.38,0.93,2022,State,All,Age,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3727,0.03,0.4,0.94,0.07,0.35,0.94,2022,State,All,Age,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3728,0.02,0.28,0.89,0.05,0.23,0.89,2022,State,All,Age,state,99,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3729,0,0.04,0.6,0.01,0.03,0.6,2022,State,All,Age,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3730,0,0.03,0.48,0,0.03,0.48,2022,State,All,Age,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3731,0,0.02,0.33,0,0.01,0.33,2022,State,All,Age,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3732,0,0.01,0.18,0,0.01,0.18,2022,State,All,Age,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3733,0,0,0,0,0,0,2022,State,All,Age,state,99,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3734,0.1,0.44,0.84,0.16,0.42,0.84,2022,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3735,0.06,0.31,0.77,0.11,0.29,0.77,2022,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3736,0.03,0.23,0.75,0.07,0.21,0.75,2022,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3737,0.03,0.2,0.65,0.09,0.16,0.65,2022,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3738,0.02,0.31,0.88,0.04,0.26,0.89,2022,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3739,0.04,0.29,0.85,0.06,0.24,0.86,2022,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3740,0.02,0.27,0.78,0.05,0.23,0.78,2022,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3741,0.05,0.2,0.67,0.08,0.2,0.68,2022,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3742,0.03,0.46,0.95,0.09,0.4,0.95,2022,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3743,0.03,0.37,0.92,0.07,0.33,0.92,2022,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3744,0.04,0.36,0.9,0.09,0.3,0.9,2022,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3745,0.04,0.31,0.88,0.07,0.29,0.88,2022,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3746,0,0,0.21,0,0,0.21,2022,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3747,0.01,0.2,0.83,0.02,0.16,0.83,2022,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3748,0.01,0.14,0.73,0.02,0.11,0.73,2022,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3749,0.01,0.12,0.68,0.01,0.09,0.69,2022,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3750,0,0.1,0.61,0,0.04,0.62,2022,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3751,0,0.07,0.75,0,0.05,0.76,2022,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3752,0,0.09,0.7,0,0.07,0.7,2022,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3753,0,0.06,0.66,0.01,0.04,0.67,2022,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3754,0,0.07,0.66,0,0.05,0.66,2022,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3755,0.05,0.42,0.89,0.13,0.37,0.89,2022,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3756,0.04,0.36,0.9,0.09,0.32,0.9,2022,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3757,0.05,0.38,0.91,0.11,0.32,0.91,2022,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3758,0.04,0.36,0.89,0.08,0.32,0.89,2022,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3759,0.5,1,1,0.5,1,1,2022,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3760,0.05,0.51,0.94,0.12,0.45,0.94,2022,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3761,0.05,0.45,0.93,0.1,0.39,0.93,2022,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3762,0.03,0.36,0.93,0.06,0.3,0.93,2022,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3763,0.01,0.35,0.9,0.05,0.28,0.9,2022,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3764,0.02,0.28,0.82,0.04,0.24,0.82,2022,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3765,0.01,0.29,0.85,0.04,0.24,0.85,2022,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3766,0.01,0.29,0.88,0.04,0.23,0.88,2022,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3767,0.01,0.28,0.87,0.03,0.22,0.87,2022,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3768,0,0,0,0,0,0,2022,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3769,0.09,0.46,0.88,0.18,0.42,0.88,2022,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3770,0.1,0.5,0.91,0.19,0.46,0.91,2022,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3771,0.08,0.49,0.9,0.15,0.44,0.91,2022,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3772,0.09,0.47,0.9,0.16,0.41,0.9,2022,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3773,0,0,0.87,0,0,0.87,2022,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3774,0.03,0.42,0.91,0.08,0.35,0.91,2022,State,All,Age,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3775,0.04,0.42,0.91,0.1,0.37,0.91,2022,State,All,Age,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3776,0.04,0.46,0.92,0.1,0.41,0.92,2022,State,All,Age,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3777,0.06,0.5,0.91,0.09,0.45,0.91,2022,State,All,Age,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3778,0.05,0.67,1,0.05,0.6,1,2022,State,All,Age,state,99,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3779,0.11,0.5,0.93,0.22,0.46,0.93,2022,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3780,0.11,0.52,0.92,0.19,0.47,0.92,2022,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3781,0.1,0.52,0.93,0.17,0.46,0.93,2022,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3782,0.07,0.52,0.88,0.17,0.45,0.89,2022,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3783,0.09,0.18,0.4,0.18,0.18,0.4,2022,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3784,0.01,0.31,0.87,0.05,0.26,0.87,2022,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3785,0.02,0.32,0.87,0.05,0.27,0.87,2022,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3786,0.02,0.3,0.89,0.05,0.25,0.89,2022,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3787,0.02,0.32,0.85,0.05,0.27,0.85,2022,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3788,0,0,0.51,0,0,0.51,2022,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3789,0.01,0.28,0.84,0.04,0.23,0.84,2022,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3790,0.01,0.27,0.82,0.04,0.23,0.82,2022,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3791,0.01,0.26,0.84,0.03,0.22,0.84,2022,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3792,0.02,0.24,0.76,0.03,0.19,0.76,2022,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3793,0,0,1,0,0,1,2022,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3794,0.07,0.29,0.85,0.1,0.26,0.85,2022,State,All,Age,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3795,0.12,0.37,0.9,0.21,0.33,0.9,2022,State,All,Age,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3796,0.03,0.27,0.87,0.05,0.23,0.88,2022,State,All,Age,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3797,0.02,0.14,0.61,0.02,0.12,0.61,2022,State,All,Age,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3798,0,0,1,0,0,1,2022,State,All,Age,state,99,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,0.04,0.36,0.85,0.08,0.31,0.85,2022,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3800,0.03,0.29,0.81,0.06,0.25,0.81,2022,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3801,0.03,0.3,0.82,0.06,0.26,0.82,2022,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3802,0.04,0.27,0.73,0.07,0.24,0.73,2022,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3803,0.1,0.35,0.71,0.1,0.27,0.71,2022,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3804,0.01,0.12,0.72,0.02,0.1,0.72,2022,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3805,0.01,0.11,0.67,0.01,0.09,0.67,2022,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3806,0,0.13,0.71,0.01,0.09,0.71,2022,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3807,0.01,0.08,0.62,0.01,0.07,0.62,2022,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3808,0.1,0.2,0.71,0.15,0.16,0.71,2022,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3809,0.01,0.18,0.78,0.02,0.15,0.78,2022,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3810,0,0.11,0.7,0.01,0.09,0.7,2022,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3811,0,0.12,0.68,0.01,0.09,0.68,2022,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3812,0,0.11,0.5,0.01,0.09,0.5,2022,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3813,0.06,0.18,0.89,0.06,0.11,0.89,2022,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,0,0,0.61,0,0,0.61,2022,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3815,0,0.01,0.45,0,0.01,0.45,2022,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3816,0.02,0.09,0.56,0.02,0.06,0.56,2022,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3817,0,0.01,0.55,0,0,0.55,2022,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3818,0,0.1,0.77,0,0.08,0.77,2022,State,All,Age,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3819,0,0,0.7,0,0,0.7,2022,State,All,Age,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3820,0,0.02,0.62,0,0.02,0.62,2022,State,All,Age,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3821,0,0,0.2,0,0,0.2,2022,State,All,Age,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3822,0.01,0.17,0.7,0.02,0.13,0.71,2022,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3823,0.01,0.11,0.62,0.01,0.08,0.63,2022,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3824,0,0.11,0.71,0.01,0.09,0.71,2022,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3825,0,0.03,0.35,0,0.02,0.35,2022,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3826,0,0.46,1,0,0,1,2022,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3827,0.01,0.1,0.66,0.01,0.08,0.67,2022,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3828,0,0.06,0.6,0.01,0.05,0.61,2022,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3829,0,0.08,0.65,0.01,0.06,0.65,2022,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3830,0,0.06,0.47,0.01,0.04,0.47,2022,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3831,0,0,1,0,0,1,2022,State,All,Age,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3832,0,0.08,0.57,0.01,0.08,0.57,2022,State,All,Age,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3833,0,0.04,0.51,0.01,0.04,0.51,2022,State,All,Age,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
3834,0,0.04,0.54,0.01,0.03,0.54,2022,State,All,Age,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
3835,0,0.1,0.45,0,0.1,0.45,2022,State,All,Age,state,99,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
3836,0,0.05,0.58,0,0.03,0.58,2022,State,All,Age,state,99,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
3837,0,0.01,0.33,0,0,0.33,2022,State,All,Age,state,99,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
