,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
10122,0,0.07,0.01,0,0.09,0,0.53,0.13,0.05,0.01,0.26,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,2 to 3,NA
10123,1,0.65,0.06,0.28,0.62,0,0.87,0.35,0.3,0.25,0.6,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,2 to 3,NA
10124,NA,0.02,0,0.12,0.35,0,0.25,0.07,0.01,0,0.16,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,2 to 3,NA
10125,0,0.02,0.02,0,0.15,0,0.28,0.1,0.07,0.02,0.1,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,4 to 6,NA
10126,1,0.5,0.7,0,0.79,0,0.69,0.16,0.13,0.01,0.53,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,4 to 6,NA
10127,NA,0,0.06,0,0,0,0.16,0.1,0.14,0,0.05,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,4 to 6,NA
10128,0,0,0,0,0.3,0,0.18,0.06,0.13,0.07,0.02,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,7+,NA
10129,1,0.44,0.75,0.05,0.76,0,0.41,0.37,0.19,0.39,0.41,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,7+,NA
10130,NA,0,0.08,0,NA,0,0,0,0.37,0,0,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,7+,NA
10131,0,0,0,0,0,0,0,0,0,0,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,1,NA
10132,0,0.17,0,0,0.16,0,0.08,0.14,0.09,0,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,2 to 3,NA
10133,1,1,0,0,0,0,1,1,0,0,1,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,2 to 3,NA
10134,NA,0,0,0,NA,0,0,0.33,0,0,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,2 to 3,NA
10135,0,0,0,0,0.2,0,0.12,0.4,0,0.37,0.08,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,4 to 6,NA
10136,1,0,0,0,1,0,1,0.08,0,1,0.92,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,4 to 6,NA
10137,NA,0.01,0,0,0,0,0.19,0.34,0,0.1,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,4 to 6,NA
10138,0,0,0,0,0.49,0,0,0.47,0.2,0,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,7+,NA
10139,NA,0,0,0,NA,0,0,0.86,0,0,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,7+,NA
10140,0,0.19,0,0,0,0.01,0.49,0.21,0.05,0.01,0.19,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,1,NA
10141,1,1,0,0.07,0.05,0.22,0.93,0.27,0.71,0.14,0.66,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,1,NA
10142,NA,0.13,0,0,NA,0,0.28,0.26,0.06,0,0.06,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,1,NA
10143,0,0.08,0,0.01,0.07,0,0.24,0.18,0.08,0.01,0.1,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,2 to 3,NA
10144,1,0.84,0.11,0.2,0.45,0,0.86,0.41,0.32,0.15,0.55,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,2 to 3,NA
10145,NA,0.07,0.02,0,0.07,0,0.14,0.11,0.04,0.01,0.06,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,2 to 3,NA
10146,0,0.03,0.01,0.01,0.19,0,0.26,0.23,0.11,0.01,0.04,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,4 to 6,NA
10147,1,0.76,0.2,0.3,0.77,0.03,0.77,0.28,0.25,0.15,0.39,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,4 to 6,NA
10148,NA,0.03,0.04,0.01,0.09,0,0.25,0.24,0.09,0.01,0.05,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,4 to 6,NA
10149,0,0.02,0.03,0.01,0.31,0.01,0.21,0.27,0.09,0.02,0.02,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,7+,NA
10150,1,0.27,0.44,0.2,0.92,0,0.53,0.37,0.39,0.08,0.32,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,7+,NA
10151,NA,0.01,0.04,0.01,0.61,0,0.14,0.1,0.05,0.01,0.03,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,7+,NA
10152,0,0.39,0,0,0,0,0.25,0.02,0.14,0.17,0.12,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,1,NA
10153,1,1,0,0,0.36,0,0.84,0,0.84,1,1,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,1,NA
10154,0,0.07,0.01,0,0.08,0,0.13,0.04,0.23,0.18,0.05,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,2 to 3,NA
10155,1,0.51,0,0.05,0.62,0,0.81,0.26,0.85,0.86,0.75,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,2 to 3,NA
10156,NA,0,0,0,0,0,0.47,0,0.4,0.24,0.24,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,2 to 3,NA
10157,0,0,0,0,0.27,0,0.14,0.08,0.23,0.24,0.02,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,4 to 6,NA
10158,1,0.26,0.04,0,0.91,0,0.75,0.07,0.91,0.94,0.12,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,4 to 6,NA
10159,NA,0,0,0,NA,0,0,0,0.21,0,0,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,4 to 6,NA
10160,0,0,0.02,0,0.48,0,0.06,0.02,0.14,0.26,0,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,7+,NA
10161,1,0,0.14,0,1,0,0.86,0.18,0.86,0.86,0,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,7+,NA
10162,0,0.17,0,0,0.04,0,0.22,0.01,0.12,0.05,0.13,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,1,NA
10163,1,1,0,0,0,0,0.78,0,0.55,1,1,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,1,NA
10164,NA,1,0,0,NA,0,1,0,0,0,0,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,1,NA
10165,0,0.04,0.01,0,0.09,0,0.22,0.02,0.06,0.03,0.04,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,2 to 3,NA
10166,1,0.3,0,0.15,1,0,0.41,0.15,0.66,0.7,0.49,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,2 to 3,NA
10167,NA,0.2,0,0,0,0,0,0,0,0,0,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,2 to 3,NA
10168,0,0.03,0,0,0.16,0,0.21,0.03,0.09,0.06,0.01,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,4 to 6,NA
10169,1,0.87,0.13,0.21,0.74,0,0.71,0,0.13,0.33,0.13,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,4 to 6,NA
10170,NA,0,0,NA,NA,0,0,0,0,0,0,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,4 to 6,NA
10171,0,0.05,0,0,0.39,0,0.21,0.05,0.09,0.04,0,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,7+,NA
10172,1,0.31,0.21,0,1,0,1,0,0.49,0.49,0.31,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,7+,NA
10173,0,0.44,0,0,0.01,0.02,0.31,0.08,0.17,0.34,0.42,4,State,urban/rural,HH Size,statesector,0,gujarat,Gujarat,NA,NA,NA,1,NA
10174,1,0.99,0,0,0.04,0.32,0.95,0.19,0.74,0.94,0.98,4,State,urban/rural,HH Size,statesector,0,gujarat,Gujarat,NA,NA,NA,1,NA
