,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
213,0.42,0.42,0.42,0.58,0,0,0,5,State,All,Age,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
214,0.12,0.03,0.11,0.17,0.26,0.27,0.19,5,State,All,Age,state,99,maharashtra,Maharashtra,15 to 29,NA,NA,NA,NA
215,0.09,0.02,0.1,0.18,0.23,0.25,0.24,5,State,All,Age,state,99,maharashtra,Maharashtra,30 to 45,NA,NA,NA,NA
216,0.07,0.01,0.08,0.14,0.21,0.25,0.32,5,State,All,Age,state,99,maharashtra,Maharashtra,46 to 64,NA,NA,NA,NA
217,0.13,0.01,0.14,0.16,0.19,0.22,0.3,5,State,All,Age,state,99,maharashtra,Maharashtra,65+,NA,NA,NA,NA
218,1,1,1,0,0,0,0,5,State,All,Age,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
219,0.22,0.03,0.25,0.46,0.2,0.07,0.01,5,State,All,Age,state,99,manipur,Manipur,15 to 29,NA,NA,NA,NA
220,0.11,0.02,0.21,0.35,0.26,0.14,0.05,5,State,All,Age,state,99,manipur,Manipur,30 to 45,NA,NA,NA,NA
221,0.08,0.01,0.2,0.31,0.25,0.18,0.07,5,State,All,Age,state,99,manipur,Manipur,46 to 64,NA,NA,NA,NA
222,0.1,0.01,0.19,0.3,0.21,0.2,0.11,5,State,All,Age,state,99,manipur,Manipur,65+,NA,NA,NA,NA
223,0.41,0.14,0.44,0.32,0.18,0.06,0.01,5,State,All,Age,state,99,meghalaya,Meghalaya,15 to 29,NA,NA,NA,NA
224,0.28,0.12,0.33,0.35,0.21,0.08,0.03,5,State,All,Age,state,99,meghalaya,Meghalaya,30 to 45,NA,NA,NA,NA
225,0.15,0.03,0.23,0.34,0.24,0.13,0.07,5,State,All,Age,state,99,meghalaya,Meghalaya,46 to 64,NA,NA,NA,NA
226,0.21,0.05,0.24,0.32,0.19,0.15,0.1,5,State,All,Age,state,99,meghalaya,Meghalaya,65+,NA,NA,NA,NA
227,0.14,0.03,0.16,0.2,0.3,0.25,0.09,5,State,All,Age,state,99,mizoram,Mizoram,15 to 29,NA,NA,NA,NA
228,0.07,0.02,0.08,0.16,0.27,0.31,0.17,5,State,All,Age,state,99,mizoram,Mizoram,30 to 45,NA,NA,NA,NA
229,0.04,0.01,0.05,0.13,0.25,0.29,0.27,5,State,All,Age,state,99,mizoram,Mizoram,46 to 64,NA,NA,NA,NA
230,0.04,0,0.03,0.12,0.27,0.32,0.26,5,State,All,Age,state,99,mizoram,Mizoram,65+,NA,NA,NA,NA
231,0.2,0.04,0.28,0.31,0.25,0.12,0.03,5,State,All,Age,state,99,nagaland,Nagaland,15 to 29,NA,NA,NA,NA
232,0.16,0.03,0.25,0.27,0.23,0.17,0.08,5,State,All,Age,state,99,nagaland,Nagaland,30 to 45,NA,NA,NA,NA
233,0.15,0.01,0.28,0.3,0.2,0.16,0.07,5,State,All,Age,state,99,nagaland,Nagaland,46 to 64,NA,NA,NA,NA
234,0.27,0.01,0.39,0.29,0.16,0.1,0.06,5,State,All,Age,state,99,nagaland,Nagaland,65+,NA,NA,NA,NA
235,0.06,0,0.01,0.08,0.24,0.36,0.31,5,State,All,Age,state,99,nct of delhi,Nct Of Delhi,15 to 29,NA,NA,NA,NA
236,0.04,0.01,0,0.04,0.13,0.26,0.57,5,State,All,Age,state,99,nct of delhi,Nct Of Delhi,30 to 45,NA,NA,NA,NA
237,0.02,0,0,0.02,0.06,0.17,0.75,5,State,All,Age,state,99,nct of delhi,Nct Of Delhi,46 to 64,NA,NA,NA,NA
238,0.01,0,0,0.02,0.05,0.12,0.81,5,State,All,Age,state,99,nct of delhi,Nct Of Delhi,65+,NA,NA,NA,NA
239,0.36,0.12,0.49,0.26,0.17,0.06,0.02,5,State,All,Age,state,99,odisha,Odisha,15 to 29,NA,NA,NA,NA
240,0.23,0.06,0.38,0.27,0.18,0.11,0.06,5,State,All,Age,state,99,odisha,Odisha,30 to 45,NA,NA,NA,NA
241,0.19,0.03,0.34,0.25,0.18,0.13,0.1,5,State,All,Age,state,99,odisha,Odisha,46 to 64,NA,NA,NA,NA
242,0.23,0.02,0.37,0.21,0.18,0.14,0.1,5,State,All,Age,state,99,odisha,Odisha,65+,NA,NA,NA,NA
243,0,0,0,1,0,0,0,5,State,All,Age,state,99,odisha,Odisha,NA,NA,NA,NA,NA
244,0.03,0,0.03,0.09,0.23,0.29,0.37,5,State,All,Age,state,99,puducherry,Puducherry,15 to 29,NA,NA,NA,NA
245,0.01,0,0.02,0.08,0.16,0.3,0.44,5,State,All,Age,state,99,puducherry,Puducherry,30 to 45,NA,NA,NA,NA
246,0.01,0,0.02,0.08,0.13,0.3,0.47,5,State,All,Age,state,99,puducherry,Puducherry,46 to 64,NA,NA,NA,NA
247,0.05,0.01,0.07,0.12,0.15,0.22,0.43,5,State,All,Age,state,99,puducherry,Puducherry,65+,NA,NA,NA,NA
248,0.17,0.03,0.04,0.16,0.22,0.28,0.29,5,State,All,Age,state,99,punjab,Punjab,15 to 29,NA,NA,NA,NA
249,0.06,0.01,0.02,0.07,0.17,0.26,0.48,5,State,All,Age,state,99,punjab,Punjab,30 to 45,NA,NA,NA,NA
250,0.03,0,0.01,0.04,0.09,0.2,0.65,5,State,All,Age,state,99,punjab,Punjab,46 to 64,NA,NA,NA,NA
251,0.04,0,0.02,0.05,0.08,0.17,0.68,5,State,All,Age,state,99,punjab,Punjab,65+,NA,NA,NA,NA
252,0.29,0.08,0.19,0.27,0.24,0.17,0.11,5,State,All,Age,state,99,rajasthan,Rajasthan,15 to 29,NA,NA,NA,NA
253,0.17,0.05,0.16,0.23,0.24,0.2,0.17,5,State,All,Age,state,99,rajasthan,Rajasthan,30 to 45,NA,NA,NA,NA
254,0.14,0.02,0.12,0.19,0.21,0.22,0.25,5,State,All,Age,state,99,rajasthan,Rajasthan,46 to 64,NA,NA,NA,NA
255,0.17,0.02,0.14,0.2,0.2,0.22,0.24,5,State,All,Age,state,99,rajasthan,Rajasthan,65+,NA,NA,NA,NA
256,0.03,0,0.02,0.12,0.44,0.38,0.04,5,State,All,Age,state,99,sikkim,Sikkim,15 to 29,NA,NA,NA,NA
257,0.03,0.01,0.02,0.17,0.37,0.35,0.09,5,State,All,Age,state,99,sikkim,Sikkim,30 to 45,NA,NA,NA,NA
258,0.03,0,0.03,0.2,0.29,0.31,0.17,5,State,All,Age,state,99,sikkim,Sikkim,46 to 64,NA,NA,NA,NA
259,0.06,0,0.04,0.24,0.37,0.23,0.12,5,State,All,Age,state,99,sikkim,Sikkim,65+,NA,NA,NA,NA
260,0.05,0,0.04,0.16,0.33,0.3,0.17,5,State,All,Age,state,99,tamil nadu,Tamil Nadu,15 to 29,NA,NA,NA,NA
261,0.03,0,0.04,0.16,0.29,0.3,0.21,5,State,All,Age,state,99,tamil nadu,Tamil Nadu,30 to 45,NA,NA,NA,NA
262,0.04,0,0.06,0.16,0.25,0.27,0.25,5,State,All,Age,state,99,tamil nadu,Tamil Nadu,46 to 64,NA,NA,NA,NA
263,0.11,0,0.13,0.21,0.23,0.21,0.22,5,State,All,Age,state,99,tamil nadu,Tamil Nadu,65+,NA,NA,NA,NA
264,0.11,0.02,0.07,0.22,0.34,0.28,0.09,5,State,All,Age,state,99,telangana,Telangana,15 to 29,NA,NA,NA,NA
265,0.07,0.01,0.05,0.19,0.29,0.29,0.18,5,State,All,Age,state,99,telangana,Telangana,30 to 45,NA,NA,NA,NA
266,0.06,0,0.06,0.18,0.28,0.26,0.23,5,State,All,Age,state,99,telangana,Telangana,46 to 64,NA,NA,NA,NA
267,0.12,0,0.13,0.25,0.24,0.2,0.19,5,State,All,Age,state,99,telangana,Telangana,65+,NA,NA,NA,NA
268,0.3,0.06,0.42,0.31,0.19,0.06,0.01,5,State,All,Age,state,99,tripura,Tripura,15 to 29,NA,NA,NA,NA
269,0.16,0.03,0.34,0.35,0.22,0.09,0.01,5,State,All,Age,state,99,tripura,Tripura,30 to 45,NA,NA,NA,NA
270,0.14,0.02,0.3,0.31,0.23,0.12,0.04,5,State,All,Age,state,99,tripura,Tripura,46 to 64,NA,NA,NA,NA
271,0.21,0.01,0.34,0.29,0.22,0.13,0.03,5,State,All,Age,state,99,tripura,Tripura,65+,NA,NA,NA,NA
272,0.39,0.12,0.31,0.29,0.19,0.13,0.08,5,State,All,Age,state,99,uttar pradesh,Uttar Pradesh,15 to 29,NA,NA,NA,NA
273,0.26,0.09,0.29,0.25,0.18,0.15,0.14,5,State,All,Age,state,99,uttar pradesh,Uttar Pradesh,30 to 45,NA,NA,NA,NA
274,0.18,0.03,0.22,0.23,0.18,0.17,0.21,5,State,All,Age,state,99,uttar pradesh,Uttar Pradesh,46 to 64,NA,NA,NA,NA
275,0.21,0.03,0.25,0.21,0.16,0.16,0.22,5,State,All,Age,state,99,uttar pradesh,Uttar Pradesh,65+,NA,NA,NA,NA
276,0.19,0.03,0.07,0.19,0.29,0.28,0.16,5,State,All,Age,state,99,uttarakhand,Uttarakhand,15 to 29,NA,NA,NA,NA
277,0.11,0.02,0.07,0.19,0.22,0.24,0.28,5,State,All,Age,state,99,uttarakhand,Uttarakhand,30 to 45,NA,NA,NA,NA
278,0.07,0.01,0.06,0.18,0.19,0.19,0.38,5,State,All,Age,state,99,uttarakhand,Uttarakhand,46 to 64,NA,NA,NA,NA
279,0.11,0.01,0.09,0.2,0.2,0.18,0.34,5,State,All,Age,state,99,uttarakhand,Uttarakhand,65+,NA,NA,NA,NA
280,0.29,0.07,0.44,0.32,0.17,0.05,0.02,5,State,All,Age,state,99,west bengal,West Bengal,15 to 29,NA,NA,NA,NA
281,0.16,0.03,0.37,0.27,0.18,0.13,0.05,5,State,All,Age,state,99,west bengal,West Bengal,30 to 45,NA,NA,NA,NA
282,0.14,0.02,0.31,0.25,0.2,0.15,0.1,5,State,All,Age,state,99,west bengal,West Bengal,46 to 64,NA,NA,NA,NA
283,0.16,0.01,0.28,0.19,0.17,0.21,0.14,5,State,All,Age,state,99,west bengal,West Bengal,65+,NA,NA,NA,NA
284,0.26,0.09,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,0,india,India,65+,NA,NA,NA,NA
285,0.08,0.03,NA,NA,NA,NA,NA,5,State,urban/rural,Age,statesector,1,india,India,65+,NA,NA,NA,NA
286,0.08,0,0.13,0.24,0.29,0.32,0.03,5,State,urban/rural,Age,statesector,0,andaman & nicobar islands,Andaman & Nicobar Islands,15 to 29,NA,NA,NA,NA
287,0.04,0,0.13,0.2,0.33,0.27,0.07,5,State,urban/rural,Age,statesector,0,andaman & nicobar islands,Andaman & Nicobar Islands,30 to 45,NA,NA,NA,NA
288,0.06,0.01,0.12,0.22,0.26,0.3,0.1,5,State,urban/rural,Age,statesector,0,andaman & nicobar islands,Andaman & Nicobar Islands,46 to 64,NA,NA,NA,NA
289,0.08,0.01,0.13,0.25,0.35,0.21,0.07,5,State,urban/rural,Age,statesector,0,andaman & nicobar islands,Andaman & Nicobar Islands,65+,NA,NA,NA,NA
290,0.07,0,0.03,0.25,0.18,0.47,0.06,5,State,urban/rural,Age,statesector,1,andaman & nicobar islands,Andaman & Nicobar Islands,15 to 29,NA,NA,NA,NA
291,0.01,0,0.01,0.06,0.26,0.4,0.27,5,State,urban/rural,Age,statesector,1,andaman & nicobar islands,Andaman & Nicobar Islands,30 to 45,NA,NA,NA,NA
292,0.01,0,0.01,0.04,0.19,0.4,0.36,5,State,urban/rural,Age,statesector,1,andaman & nicobar islands,Andaman & Nicobar Islands,46 to 64,NA,NA,NA,NA
293,0,0,0,0.04,0.17,0.44,0.35,5,State,urban/rural,Age,statesector,1,andaman & nicobar islands,Andaman & Nicobar Islands,65+,NA,NA,NA,NA
294,0.15,0.02,0.09,0.26,0.39,0.21,0.04,5,State,urban/rural,Age,statesector,0,andhra pradesh,Andhra Pradesh,15 to 29,NA,NA,NA,NA
295,0.09,0.01,0.06,0.25,0.38,0.25,0.06,5,State,urban/rural,Age,statesector,0,andhra pradesh,Andhra Pradesh,30 to 45,NA,NA,NA,NA
296,0.1,0.01,0.09,0.26,0.35,0.24,0.07,5,State,urban/rural,Age,statesector,0,andhra pradesh,Andhra Pradesh,46 to 64,NA,NA,NA,NA
297,0.14,0.01,0.14,0.31,0.32,0.18,0.04,5,State,urban/rural,Age,statesector,0,andhra pradesh,Andhra Pradesh,65+,NA,NA,NA,NA
298,0.07,0,0.01,0.13,0.29,0.36,0.21,5,State,urban/rural,Age,statesector,1,andhra pradesh,Andhra Pradesh,15 to 29,NA,NA,NA,NA
299,0.03,0,0.01,0.06,0.21,0.41,0.31,5,State,urban/rural,Age,statesector,1,andhra pradesh,Andhra Pradesh,30 to 45,NA,NA,NA,NA
300,0.02,0,0.01,0.06,0.17,0.33,0.42,5,State,urban/rural,Age,statesector,1,andhra pradesh,Andhra Pradesh,46 to 64,NA,NA,NA,NA
301,0.02,0,0.03,0.09,0.2,0.33,0.35,5,State,urban/rural,Age,statesector,1,andhra pradesh,Andhra Pradesh,65+,NA,NA,NA,NA
302,0.15,0.04,0.24,0.35,0.28,0.11,0.02,5,State,urban/rural,Age,statesector,0,arunachal pradesh,Arunachal Pradesh,15 to 29,NA,NA,NA,NA
303,0.14,0.03,0.24,0.34,0.24,0.14,0.04,5,State,urban/rural,Age,statesector,0,arunachal pradesh,Arunachal Pradesh,30 to 45,NA,NA,NA,NA
304,0.16,0.02,0.29,0.36,0.21,0.1,0.04,5,State,urban/rural,Age,statesector,0,arunachal pradesh,Arunachal Pradesh,46 to 64,NA,NA,NA,NA
305,0.26,0.02,0.38,0.33,0.21,0.06,0.02,5,State,urban/rural,Age,statesector,0,arunachal pradesh,Arunachal Pradesh,65+,NA,NA,NA,NA
306,0.06,0.01,0.04,0.16,0.4,0.34,0.06,5,State,urban/rural,Age,statesector,1,arunachal pradesh,Arunachal Pradesh,15 to 29,NA,NA,NA,NA
307,0.04,0.01,0.02,0.12,0.34,0.38,0.13,5,State,urban/rural,Age,statesector,1,arunachal pradesh,Arunachal Pradesh,30 to 45,NA,NA,NA,NA
308,0.03,0,0.03,0.11,0.33,0.4,0.14,5,State,urban/rural,Age,statesector,1,arunachal pradesh,Arunachal Pradesh,46 to 64,NA,NA,NA,NA
309,0.04,0.01,0.08,0.18,0.26,0.36,0.12,5,State,urban/rural,Age,statesector,1,arunachal pradesh,Arunachal Pradesh,65+,NA,NA,NA,NA
310,0,0,0,0,1,0,0,5,State,urban/rural,Age,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
311,0.37,0.1,0.56,0.34,0.09,0.02,0,5,State,urban/rural,Age,statesector,0,assam,Assam,15 to 29,NA,NA,NA,NA
312,0.26,0.08,0.47,0.35,0.13,0.04,0.01,5,State,urban/rural,Age,statesector,0,assam,Assam,30 to 45,NA,NA,NA,NA
313,0.2,0.04,0.41,0.34,0.16,0.08,0.02,5,State,urban/rural,Age,statesector,0,assam,Assam,46 to 64,NA,NA,NA,NA
314,0.21,0.03,0.37,0.33,0.17,0.1,0.04,5,State,urban/rural,Age,statesector,0,assam,Assam,65+,NA,NA,NA,NA
315,0.2,0.06,0.12,0.34,0.3,0.14,0.09,5,State,urban/rural,Age,statesector,1,assam,Assam,15 to 29,NA,NA,NA,NA
316,0.1,0.01,0.07,0.21,0.33,0.27,0.13,5,State,urban/rural,Age,statesector,1,assam,Assam,30 to 45,NA,NA,NA,NA
317,0.06,0,0.05,0.14,0.26,0.32,0.22,5,State,urban/rural,Age,statesector,1,assam,Assam,46 to 64,NA,NA,NA,NA
318,0.06,0,0.07,0.09,0.19,0.37,0.29,5,State,urban/rural,Age,statesector,1,assam,Assam,65+,NA,NA,NA,NA
319,0.59,0.27,0.6,0.28,0.08,0.03,0,5,State,urban/rural,Age,statesector,0,bihar,Bihar,15 to 29,NA,NA,NA,NA
320,0.39,0.17,0.52,0.29,0.13,0.05,0.01,5,State,urban/rural,Age,statesector,0,bihar,Bihar,30 to 45,NA,NA,NA,NA
321,0.32,0.08,0.47,0.27,0.15,0.08,0.03,5,State,urban/rural,Age,statesector,0,bihar,Bihar,46 to 64,NA,NA,NA,NA
322,0.37,0.06,0.47,0.25,0.16,0.08,0.04,5,State,urban/rural,Age,statesector,0,bihar,Bihar,65+,NA,NA,NA,NA
323,0,0,0,0,0,1,0,5,State,urban/rural,Age,statesector,0,bihar,Bihar,NA,NA,NA,NA,NA
324,0.29,0.12,0.21,0.17,0.29,0.25,0.08,5,State,urban/rural,Age,statesector,1,bihar,Bihar,15 to 29,NA,NA,NA,NA
325,0.17,0.05,0.13,0.16,0.23,0.29,0.19,5,State,urban/rural,Age,statesector,1,bihar,Bihar,30 to 45,NA,NA,NA,NA
326,0.11,0.03,0.11,0.13,0.2,0.3,0.26,5,State,urban/rural,Age,statesector,1,bihar,Bihar,46 to 64,NA,NA,NA,NA
327,0.13,0.02,0.13,0.11,0.15,0.28,0.34,5,State,urban/rural,Age,statesector,1,bihar,Bihar,65+,NA,NA,NA,NA
328,0.33,0,0,0,0.67,0,0.33,5,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,15 to 29,NA,NA,NA,NA
329,0,0,0,0,0.45,0.09,0.45,5,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,30 to 45,NA,NA,NA,NA
330,0,0,0,0.2,0,0.4,0.4,5,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,46 to 64,NA,NA,NA,NA
331,0,0,0,0,0,0,1,5,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,65+,NA,NA,NA,NA
332,0.19,0.04,0.1,0.15,0,0.27,0.48,5,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,15 to 29,NA,NA,NA,NA
333,0.05,0,0.01,0.03,0.08,0.19,0.69,5,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,30 to 45,NA,NA,NA,NA
334,0.02,0.01,0.01,0.01,0.04,0.1,0.84,5,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,46 to 64,NA,NA,NA,NA
335,0,0,0.01,0,0.01,0.02,0.96,5,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,65+,NA,NA,NA,NA
336,0.33,0.09,0.47,0.28,0.16,0.07,0.02,5,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,15 to 29,NA,NA,NA,NA
337,0.22,0.06,0.41,0.28,0.18,0.1,0.03,5,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,30 to 45,NA,NA,NA,NA
338,0.22,0.03,0.39,0.28,0.19,0.11,0.04,5,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,46 to 64,NA,NA,NA,NA
339,0.3,0.02,0.43,0.26,0.15,0.11,0.05,5,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,65+,NA,NA,NA,NA
340,0,0,1,0,0,0,0,5,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
341,0.16,0.04,0.14,0.15,0.25,0.28,0.18,5,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,15 to 29,NA,NA,NA,NA
342,0.05,0.01,0.06,0.12,0.2,0.31,0.32,5,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,30 to 45,NA,NA,NA,NA
343,0.04,0,0.05,0.1,0.15,0.31,0.39,5,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,46 to 64,NA,NA,NA,NA
344,0.09,0,0.13,0.08,0.13,0.26,0.4,5,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,65+,NA,NA,NA,NA
345,0.14,0.03,0.18,0.44,0.3,0.07,0.02,5,State,urban/rural,Age,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,15 to 29,NA,NA,NA,NA
346,0.17,0.03,0.19,0.37,0.25,0.15,0.04,5,State,urban/rural,Age,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,30 to 45,NA,NA,NA,NA
347,0.21,0.03,0.2,0.3,0.25,0.19,0.06,5,State,urban/rural,Age,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,46 to 64,NA,NA,NA,NA
348,0.4,0.02,0.33,0.33,0.15,0.17,0.03,5,State,urban/rural,Age,statesector,0,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,65+,NA,NA,NA,NA
349,0.04,0,0.02,0.34,0.35,0.24,0.05,5,State,urban/rural,Age,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,15 to 29,NA,NA,NA,NA
350,0.06,0.02,0.02,0.1,0.27,0.35,0.26,5,State,urban/rural,Age,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,30 to 45,NA,NA,NA,NA
351,0.03,0,0.01,0.06,0.13,0.31,0.5,5,State,urban/rural,Age,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,46 to 64,NA,NA,NA,NA
352,0.03,0,0.02,0.03,0.11,0.29,0.55,5,State,urban/rural,Age,statesector,1,dadra & nagar haveli and daman & diu,Dadra & Nagar Haveli And Daman & Diu,65+,NA,NA,NA,NA
353,0.14,0,0,0.52,0.13,0.31,0.05,5,State,urban/rural,Age,statesector,0,goa,Goa,15 to 29,NA,NA,NA,NA
354,0.06,0.01,0.02,0.07,0.22,0.36,0.34,5,State,urban/rural,Age,statesector,0,goa,Goa,30 to 45,NA,NA,NA,NA
355,0.02,0,0.01,0.02,0.12,0.32,0.53,5,State,urban/rural,Age,statesector,0,goa,Goa,46 to 64,NA,NA,NA,NA
356,0.02,0,0.01,0.04,0.11,0.36,0.48,5,State,urban/rural,Age,statesector,0,goa,Goa,65+,NA,NA,NA,NA
357,0.03,0,0,0.12,0.28,0.32,0.28,5,State,urban/rural,Age,statesector,1,goa,Goa,15 to 29,NA,NA,NA,NA
358,0.01,0,0.01,0.03,0.12,0.21,0.62,5,State,urban/rural,Age,statesector,1,goa,Goa,30 to 45,NA,NA,NA,NA
359,0,0,0,0,0.06,0.18,0.75,5,State,urban/rural,Age,statesector,1,goa,Goa,46 to 64,NA,NA,NA,NA
360,0,0,0,0,0.03,0.17,0.8,5,State,urban/rural,Age,statesector,1,goa,Goa,65+,NA,NA,NA,NA
361,0.33,0.09,0.28,0.31,0.25,0.14,0.02,5,State,urban/rural,Age,statesector,0,gujarat,Gujarat,15 to 29,NA,NA,NA,NA
362,0.22,0.05,0.22,0.28,0.27,0.19,0.05,5,State,urban/rural,Age,statesector,0,gujarat,Gujarat,30 to 45,NA,NA,NA,NA
363,0.19,0.03,0.19,0.24,0.26,0.24,0.08,5,State,urban/rural,Age,statesector,0,gujarat,Gujarat,46 to 64,NA,NA,NA,NA
364,0.22,0.02,0.23,0.24,0.24,0.23,0.06,5,State,urban/rural,Age,statesector,0,gujarat,Gujarat,65+,NA,NA,NA,NA
365,0,0,0,1,0,0,0,5,State,urban/rural,Age,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
366,0.11,0.02,0.04,0.07,0.24,0.35,0.3,5,State,urban/rural,Age,statesector,1,gujarat,Gujarat,15 to 29,NA,NA,NA,NA
367,0.05,0.01,0.02,0.04,0.12,0.33,0.48,5,State,urban/rural,Age,statesector,1,gujarat,Gujarat,30 to 45,NA,NA,NA,NA
368,0.02,0,0.01,0.02,0.07,0.27,0.62,5,State,urban/rural,Age,statesector,1,gujarat,Gujarat,46 to 64,NA,NA,NA,NA
369,0.03,0,0.02,0.04,0.09,0.22,0.64,5,State,urban/rural,Age,statesector,1,gujarat,Gujarat,65+,NA,NA,NA,NA
370,0,0,0,0,1,0,0,5,State,urban/rural,Age,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
371,0.2,0.07,0.04,0.2,0.28,0.25,0.22,5,State,urban/rural,Age,statesector,0,haryana,Haryana,15 to 29,NA,NA,NA,NA
372,0.1,0.03,0.03,0.14,0.24,0.29,0.3,5,State,urban/rural,Age,statesector,0,haryana,Haryana,30 to 45,NA,NA,NA,NA
373,0.06,0.01,0.03,0.1,0.19,0.29,0.39,5,State,urban/rural,Age,statesector,0,haryana,Haryana,46 to 64,NA,NA,NA,NA
374,0.08,0.01,0.04,0.11,0.15,0.3,0.39,5,State,urban/rural,Age,statesector,0,haryana,Haryana,65+,NA,NA,NA,NA
375,0.15,0.03,0.02,0.18,0.26,0.26,0.28,5,State,urban/rural,Age,statesector,1,haryana,Haryana,15 to 29,NA,NA,NA,NA
376,0.05,0.01,0.01,0.04,0.14,0.23,0.58,5,State,urban/rural,Age,statesector,1,haryana,Haryana,30 to 45,NA,NA,NA,NA
377,0.02,0,0,0.03,0.06,0.17,0.73,5,State,urban/rural,Age,statesector,1,haryana,Haryana,46 to 64,NA,NA,NA,NA
378,0.03,0,0.01,0.02,0.06,0.13,0.79,5,State,urban/rural,Age,statesector,1,haryana,Haryana,65+,NA,NA,NA,NA
379,0.13,0.02,0.09,0.2,0.42,0.21,0.07,5,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,15 to 29,NA,NA,NA,NA
380,0.06,0.01,0.05,0.2,0.3,0.28,0.18,5,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,30 to 45,NA,NA,NA,NA
381,0.04,0,0.04,0.13,0.26,0.31,0.26,5,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,46 to 64,NA,NA,NA,NA
382,0.08,0,0.06,0.16,0.26,0.28,0.24,5,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,65+,NA,NA,NA,NA
383,0.06,0.02,0.01,0.12,0.35,0.36,0.16,5,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,15 to 29,NA,NA,NA,NA
384,0.03,0.02,0.03,0.03,0.13,0.36,0.46,5,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,30 to 45,NA,NA,NA,NA
385,0.01,0,0.01,0.01,0.05,0.24,0.69,5,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,46 to 64,NA,NA,NA,NA
386,0,0,0,0,0.05,0.15,0.81,5,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,65+,NA,NA,NA,NA
387,0.14,0.03,0.21,0.26,0.2,0.2,0.13,5,State,urban/rural,Age,statesector,0,jammu & kashmir,Jammu & Kashmir,15 to 29,NA,NA,NA,NA
388,0.09,0.02,0.15,0.22,0.24,0.25,0.15,5,State,urban/rural,Age,statesector,0,jammu & kashmir,Jammu & Kashmir,30 to 45,NA,NA,NA,NA
389,0.06,0.01,0.11,0.19,0.23,0.27,0.2,5,State,urban/rural,Age,statesector,0,jammu & kashmir,Jammu & Kashmir,46 to 64,NA,NA,NA,NA
390,0.07,0.01,0.13,0.18,0.23,0.27,0.19,5,State,urban/rural,Age,statesector,0,jammu & kashmir,Jammu & Kashmir,65+,NA,NA,NA,NA
391,0,0,1,0,0,0,0,5,State,urban/rural,Age,statesector,0,jammu & kashmir,Jammu & Kashmir,NA,NA,NA,NA,NA
392,0.05,0.01,0.05,0.09,0.17,0.28,0.42,5,State,urban/rural,Age,statesector,1,jammu & kashmir,Jammu & Kashmir,15 to 29,NA,NA,NA,NA
393,0.02,0,0.02,0.05,0.15,0.33,0.45,5,State,urban/rural,Age,statesector,1,jammu & kashmir,Jammu & Kashmir,30 to 45,NA,NA,NA,NA
