,nat_quint,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,sec_quint,state,state_quint,state_sec_quint,age_cat,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,quintile_overall
2603,NA,4685.454675,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2604,NA,5778.70872,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2605,NA,7848.811037,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,30 to 45,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2606,NA,2977.624576,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,46 to 64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2607,NA,3951.777145,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,46 to 64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2608,NA,4834.4122,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,46 to 64,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2609,NA,5991.807439,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,46 to 64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2610,NA,8130.373339,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,46 to 64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2611,NA,2763.868924,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2612,NA,3687.894903,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2613,NA,4553.347709,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2614,NA,5605.918352,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2615,NA,7643.697321,2022,State,urban/rural,Age,state_sec_quint,1,NA,Tamil Nadu,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2616,NA,3081.812345,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2617,NA,4388.587959,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2618,NA,7042.067444,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2619,NA,21396.31995,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2620,NA,27761.71735,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2621,NA,2894.62583,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2622,NA,3686.955441,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2623,NA,4170.254307,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2624,NA,4764.546402,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2625,NA,5921.663355,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2626,NA,3114.897181,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2627,NA,3867.461558,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2628,NA,4435.447064,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2629,NA,5005.737317,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2630,NA,6954.412037,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2631,NA,2762.891027,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2632,NA,3228.746242,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2633,NA,3814.089106,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2634,NA,5064.779582,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2635,NA,7057.243119,2022,State,urban/rural,Age,state_sec_quint,0,NA,Puducherry,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2636,NA,2938.112629,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2637,NA,4092.030983,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2638,NA,6155.632586,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2639,NA,7436.049535,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2640,NA,9844.852956,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,15 to 29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2641,NA,3029.249547,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2642,NA,4432.176988,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2643,NA,5007.027061,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2644,NA,5814.407167,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2645,NA,7590.384616,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,30 to 45,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2646,NA,3220.734067,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2647,NA,4254.013879,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2648,NA,5199.595409,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2649,NA,6244.498041,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2650,NA,8886.0858,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,46 to 64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2651,NA,2843.500837,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2652,NA,3732.71813,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2653,NA,5035.871364,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2654,NA,5953.996383,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2655,NA,9052.880492,2022,State,urban/rural,Age,state_sec_quint,1,NA,Puducherry,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2656,NA,3905.192803,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2657,NA,4935.531912,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2658,NA,5828.037626,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2659,NA,7173.081447,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2660,NA,12376.48833,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2661,NA,3616.16507,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2662,NA,4867.499129,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2663,NA,5374.773554,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2664,NA,6474.551224,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2665,NA,8315.829206,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2666,NA,3299.003679,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2667,NA,4209.264301,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2668,NA,5319.39106,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2669,NA,6407.774701,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2670,NA,8396.609336,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2671,NA,3179.528024,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2672,NA,3785.873826,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2673,NA,4231.848778,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2674,NA,5725.555529,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2675,NA,6904.951998,2022,State,urban/rural,Age,state_sec_quint,0,NA,A & N Island,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2676,NA,3443.837696,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2677,NA,5991.912672,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2678,NA,8251.769102,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2679,NA,9893.039685,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2680,NA,14938.28452,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,15 to 29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2681,NA,4114.224316,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2682,NA,5186.74288,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2683,NA,6545.206201,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2684,NA,7492.753635,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2685,NA,10095.78663,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,30 to 45,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2686,NA,4348.981456,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2687,NA,5642.10136,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2688,NA,6184.432958,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2689,NA,7822.632943,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2690,NA,9591.361055,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,46 to 64,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2691,NA,3308.410202,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,65+,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2692,NA,4192.528608,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,65+,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2693,NA,4703.891817,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,65+,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2694,NA,5530.843541,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,65+,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2695,NA,7052.945221,2022,State,urban/rural,Age,state_sec_quint,1,NA,A & N Island,NA,NA,65+,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2696,NA,2386.561768,2022,State,urban/rural,Age,state_sec_quint,0,NA,Telangana,NA,NA,15 to 29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
