"","nat_quint","welfare_agg21_sp","year","level","area","dem","SourceSheet","sector2","sec_quint","state","state_quint","state_sec_quint","age_cat","nat_age_quint","sec_age_quint","state_age_quint","state_sec_age_quint","edu_cat","nat_edu_quint","sec_edu_quint","state_edu_quint","state_sec_edu_quint","gen_cat","nat_gen_quint","sec_gen_quint","state_gen_quint","state_sec_gen_quint","hhsize_cat","nat_hhsize_quint","sec_hhsize_quint","state_hhsize_quint","state_sec_hhsize_quint","owns_dwelling","nat_dwel_quint","sec_dwel_quint","state_dwel_quint","state_sec_dwel_quint","owns_land","nat_land_quint","sec_land_quint","state_land_quint","state_sec_land_quint","quintile_overall"
"6470",NA,3059.35009917273,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6471",NA,3720.01418022447,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6472",NA,4889.99996126683,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6473",NA,7278.65263031537,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6474",NA,2749.02663710255,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6475",NA,3735.96669878177,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6476",NA,4587.02246041193,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6477",NA,5480.65837882659,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6478",NA,7399.68013989258,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6479",NA,3113.45793273974,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6480",NA,3983.45962837515,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6481",NA,4582.29077728098,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6482",NA,5655.91207835964,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6483",NA,7899.97805776608,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6484",NA,2705.07866316378,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6485",NA,3385.95931673691,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6486",NA,4189.74089715581,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6487",NA,5160.02181808226,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6488",NA,7556.73739206255,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6489",NA,2978.39281062443,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6490",NA,3650.40540982717,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6491",NA,4499.18482238345,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6492",NA,5561.13252402858,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6493",NA,9127.12708985373,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6494",NA,2935.22099538726,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6495",NA,3827.51505241266,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6496",NA,4782.42255491258,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6497",NA,6179.90162906758,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6498",NA,9197.60449172596,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6499",NA,2632.70354558863,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6500",NA,4075.11578335859,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6501",NA,5522.78069669439,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6502",NA,6918.37693568539,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6503",NA,12432.5003539634,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6504",NA,2630.50563951608,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6505",NA,3330.57547639235,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6506",NA,3983.85500104248,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6507",NA,4742.49299939557,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6508",NA,6284.66096228801,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6509",NA,2556.52667036105,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6510",NA,3136.85306438521,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6511",NA,3945.88525079613,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6512",NA,4864.52681908846,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6513",NA,6819.61867570542,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6514",NA,2604.73359012802,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6515",NA,3520.08776250635,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6516",NA,4321.74511725011,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6517",NA,5325.35036679343,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6518",NA,7779.80733427031,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6519",NA,2654.6928143875,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6520",NA,3477.03697049694,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6521",NA,4328.4537269198,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6522",NA,5221.37174219084,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6523",NA,7394.60323888932,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6524",NA,3288.41062512914,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6525",NA,4082.56496292922,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6526",NA,4973.29908617446,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6527",NA,6176.83915669779,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6528",NA,8098.52809251881,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6529",NA,3896.60956538312,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6530",NA,4454.93859410122,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6531",NA,5997.02653914511,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6532",NA,6658.50074226825,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6533",NA,10780.5129285934,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6534",NA,4248.27509091534,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6535",NA,6265.72763586697,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6536",NA,8181.91477608067,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6537",NA,10387.4753399789,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6538",NA,14606.1429044991,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6539",NA,4096.56065062118,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6540",NA,6391.04974809048,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6541",NA,11092.3686544138,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6542",NA,14715.5685166751,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6543",NA,18955.3037679058,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Chandigarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6544",NA,2229.55365381643,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6545",NA,2912.90099680947,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6546",NA,3529.71528197664,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6547",NA,4336.40673833679,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6548",NA,5916.3193116932,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6549",NA,2021.90225558156,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6550",NA,2729.20296793563,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6551",NA,3289.20120886046,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6552",NA,4272.46231918128,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6553",NA,5502.36631055978,2022,"State","urban/rural","Gender","state_sec_quint",0,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6554",NA,2460.1457901718,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6555",NA,3552.94816920232,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"6556",NA,4379.60825987837,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"6557",NA,5818.57455543484,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"6558",NA,8280.07463477142,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"6559",NA,2293.04137689762,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"6560",NA,3403.62612126499,2022,"State","urban/rural","Gender","state_sec_quint",1,NA,"Uttrakhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
