,welfareagg_21_cat1,welfareagg_21_cat2,welfareagg_21_cat3,welfareagg_21_cat4,welfareagg_21_cat5,welfare_agg21_sp,year,level,area,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,owns_land
8615,0,1,0,0,0,2855.25,2022,state,urban/rural,w21_sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8616,0,1,0,0,0,2994.28,2022,state,urban/rural,w21_sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8617,1,0,0,0,0,2292.33,2022,state,urban/rural,w21_sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8618,1,0,0,0,0,2235.72,2022,state,urban/rural,w21_sector_state,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8619,0,0,0,0,1,7276.13,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8620,0,0,0,0,1,7130.34,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8621,0,0,0,1,0,4726.01,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8622,0,0,0,1,0,4764.21,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8623,0,0,1,0,0,3707.6,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8624,0,0,1,0,0,3732.73,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8625,0,1,0,0,0,3053.14,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8626,0,1,0,0,0,3013.26,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8627,1,0,0,0,0,2549.53,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8628,1,0,0,0,0,2303.67,2022,state,urban/rural,w21_sector_state,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8629,0,0,0,0,1,6819.62,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8630,0,0,0,0,1,6526.36,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8631,0,0,0,1,0,4707.95,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8632,0,0,0,1,0,4716.67,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8633,0,0,1,0,0,3756.08,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8634,0,0,1,0,0,3696.35,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8635,0,1,0,0,0,3011.76,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8636,0,1,0,0,0,2990.44,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8637,1,0,0,0,0,2372.78,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8638,1,0,0,0,0,2301.5,2022,state,urban/rural,w21_sector_state,0,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8639,0,0,0,0,1,6658.5,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8640,0,0,0,0,1,7160.31,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8641,0,0,0,1,0,4454.94,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8642,0,0,0,1,0,4755.25,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8643,0,0,1,0,0,3922.67,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8644,0,0,1,0,0,3753.68,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8645,0,1,0,0,0,3088.76,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8646,1,0,0,0,0,2492.7,2022,state,urban/rural,w21_sector_state,0,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8647,0,0,0,0,1,6503.46,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8648,0,0,0,0,1,6438.34,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8649,0,0,0,1,0,4766.95,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8650,0,0,0,1,0,4668.44,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8651,0,0,1,0,0,3671.6,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8652,0,0,1,0,0,3685.26,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8653,0,1,0,0,0,2960.57,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8654,0,1,0,0,0,2937.99,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8655,1,0,0,0,0,2137.56,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8656,1,0,0,0,0,2233.61,2022,state,urban/rural,w21_sector_state,0,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8657,0,0,0,0,1,6430.94,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8658,0,0,0,0,1,6595.4,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8659,0,0,0,1,0,4631.53,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8660,0,0,0,1,0,4644.3,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8661,0,0,1,0,0,3677.82,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8662,0,0,1,0,0,3673.91,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8663,0,1,0,0,0,3028.14,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8664,0,1,0,0,0,2978.22,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8665,1,0,0,0,0,2188.73,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8666,1,0,0,0,0,2130.91,2022,state,urban/rural,w21_sector_state,0,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8667,0,0,0,0,1,5868.39,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8668,0,0,0,0,1,6513.05,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8669,0,0,0,1,0,4663.19,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8670,0,0,0,1,0,4845.14,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8671,0,0,1,0,0,3549.36,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8672,0,0,1,0,0,3626.25,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8673,0,1,0,0,0,2981.03,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8674,1,0,0,0,0,2111.74,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8675,1,0,0,0,0,2198.46,2022,state,urban/rural,w21_sector_state,0,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8676,0,0,0,0,1,6594.74,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8677,0,0,0,0,1,6720.34,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8678,0,0,0,1,0,4652.23,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8679,0,0,0,1,0,4646.82,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8680,0,0,1,0,0,3711.1,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8681,0,0,1,0,0,3704.79,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8682,0,1,0,0,0,2947.78,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8683,0,1,0,0,0,2970.55,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8684,1,0,0,0,0,2157.31,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8685,1,0,0,0,0,2117.31,2022,state,urban/rural,w21_sector_state,0,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8686,0,0,0,0,1,6550.81,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8687,0,0,0,0,1,6523.7,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8688,0,0,0,1,0,4696.98,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8689,0,0,0,1,0,4626.22,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8690,0,0,1,0,0,3635.87,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8691,0,0,1,0,0,3663.91,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8692,0,1,0,0,0,2940.4,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8693,0,1,0,0,0,2930.1,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8694,1,0,0,0,0,2174.27,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8695,1,0,0,0,0,2174.06,2022,state,urban/rural,w21_sector_state,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8696,0,0,0,0,1,6383.92,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8697,0,0,0,0,1,6329.45,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8698,0,0,0,1,0,4575.13,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8699,0,0,0,1,0,4624.64,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8700,0,0,1,0,0,3719,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8701,0,0,1,0,0,3655.7,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8702,0,1,0,0,0,3028.19,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8703,0,1,0,0,0,2913.61,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8704,1,0,0,0,0,1863.93,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8705,1,0,0,0,0,2183.06,2022,state,urban/rural,w21_sector_state,0,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8706,0,0,0,0,1,6664.61,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8707,0,0,0,0,1,6683.43,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8708,0,0,0,1,0,4779.78,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8709,0,0,0,1,0,4886.05,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8710,0,0,1,0,0,3875.46,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8711,0,0,1,0,0,3753.8,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8712,0,1,0,0,0,3045.06,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8713,0,1,0,0,0,2984.92,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8714,1,0,0,0,0,2377.91,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8715,1,0,0,0,0,2330.97,2022,state,urban/rural,w21_sector_state,0,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8716,0,0,0,0,1,7180.23,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8717,0,0,0,0,1,6560.03,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8718,0,0,0,1,0,4822.89,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8719,0,0,0,1,0,4726.72,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8720,0,0,1,0,0,3812.88,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8721,0,0,1,0,0,3689.69,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8722,0,1,0,0,0,3002.82,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8723,0,1,0,0,0,2983.53,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8724,1,0,0,0,0,2005.44,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8725,1,0,0,0,0,1956.02,2022,state,urban/rural,w21_sector_state,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8726,0,0,0,0,1,6731.67,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8727,0,0,0,0,1,6373.99,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8728,0,0,0,1,0,4921.86,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8729,0,0,0,1,0,4619.15,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8730,0,0,1,0,0,3799.23,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8731,0,0,1,0,0,3698.65,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8732,0,1,0,0,0,2919.82,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8733,0,1,0,0,0,2958.58,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8734,1,0,0,0,0,2065.1,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8735,1,0,0,0,0,2121.86,2022,state,urban/rural,w21_sector_state,0,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8736,0,0,0,0,1,6382.98,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8737,0,0,0,0,1,6436.88,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8738,0,0,0,1,0,4537.81,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8739,0,0,0,1,0,4655.52,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8740,0,0,1,0,0,3630.89,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8741,0,0,1,0,0,3658.46,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8742,0,1,0,0,0,2991.82,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8743,0,1,0,0,0,2933.26,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8744,1,0,0,0,0,2119.07,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8745,1,0,0,0,0,2100.34,2022,state,urban/rural,w21_sector_state,0,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8746,0,0,0,0,1,6689.14,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8747,0,0,0,0,1,6399.45,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8748,0,0,0,1,0,4955.22,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8749,0,0,0,1,0,4633.21,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8750,0,0,1,0,0,3606.13,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8751,0,0,1,0,0,3678.17,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8752,0,1,0,0,0,2960.95,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8753,0,1,0,0,0,2961.27,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8754,1,0,0,0,0,2137.71,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8755,1,0,0,0,0,2221.27,2022,state,urban/rural,w21_sector_state,0,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8756,0,0,0,0,1,6508.05,2022,state,urban/rural,w21_sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8757,0,0,0,0,1,6396.99,2022,state,urban/rural,w21_sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
8758,0,0,0,1,0,4641.63,2022,state,urban/rural,w21_sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
8759,0,0,0,1,0,4709.04,2022,state,urban/rural,w21_sector_state,0,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
