,welfareagg_21_cat1,welfareagg_21_cat2,welfareagg_21_cat3,welfareagg_21_cat4,welfareagg_21_cat5,welfare_agg21_sp,year,level,area,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,owns_land
2495,0,0,1,0,0,3734.08,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2496,0,0,1,0,0,3820.63,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,0,0,1,0,0,3715.37,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2498,0,1,0,0,0,2898.93,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2499,0,1,0,0,0,3007.94,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500,0,1,0,0,0,3007.8,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,0,1,0,0,0,2958.3,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2502,1,0,0,0,0,2074.91,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2503,1,0,0,0,0,2283.86,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2504,1,0,0,0,0,2276.92,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2505,1,0,0,0,0,1319.64,2022,state,urban/rural,w21_sector_state,1,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2506,0,0,0,0,1,6301.36,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2507,0,0,0,0,1,6945.77,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2508,0,0,0,0,1,7518.51,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2509,0,0,0,0,1,10003.37,2022,state,urban/rural,w21_sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,0,0,0,1,0,4749.68,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,0,0,0,1,0,4766.59,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2512,0,0,0,1,0,4876.54,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,0,0,0,1,0,4962.61,2022,state,urban/rural,w21_sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,0,0,1,0,0,3743.04,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2515,0,0,1,0,0,3683.81,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,0,0,1,0,0,3799.96,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517,0,0,1,0,0,3714.87,2022,state,urban/rural,w21_sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,0,1,0,0,0,2937.85,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2519,0,1,0,0,0,3030.56,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,0,1,0,0,0,3050.78,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2521,0,1,0,0,0,2974.27,2022,state,urban/rural,w21_sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,1,0,0,0,0,2112.28,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,1,0,0,0,0,2288.09,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,1,0,0,0,0,2354.38,2022,state,urban/rural,w21_sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,1,0,0,0,0,2338.49,2022,state,urban/rural,w21_sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,0,0,0,0,1,5850.72,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2527,0,0,0,0,1,6518.74,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2528,0,0,0,0,1,7416.8,2022,state,urban/rural,w21_sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,0,0,0,0,1,7260.93,2022,state,urban/rural,w21_sector_state,1,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,0,0,0,1,0,4176.12,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2531,0,0,0,1,0,4780.34,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2532,0,0,0,1,0,4870.15,2022,state,urban/rural,w21_sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,0,0,0,1,0,4596.57,2022,state,urban/rural,w21_sector_state,1,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,0,0,1,0,0,3741.39,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,0,0,1,0,0,3805.41,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,0,0,1,0,0,3808.78,2022,state,urban/rural,w21_sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,0,0,1,0,0,3887.54,2022,state,urban/rural,w21_sector_state,1,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,0,1,0,0,0,3126.01,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2539,0,1,0,0,0,3128.19,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,0,1,0,0,0,2855.71,2022,state,urban/rural,w21_sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,1,0,0,0,0,2034.68,2022,state,urban/rural,w21_sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,0,0,0,0,1,6004.63,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,0,0,0,0,1,6262.88,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,0,0,0,0,1,6555.7,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,0,0,0,0,1,7817.46,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,0,0,0,1,0,4613.79,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,0,0,0,1,0,4795.1,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,0,0,0,1,0,4896.16,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,0,0,0,1,0,5300.96,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,0,0,1,0,0,3651.88,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,0,0,1,0,0,3760.93,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,0,0,1,0,0,3967.72,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,0,1,0,0,0,2993.97,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,0,1,0,0,0,3171,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2555,0,1,0,0,0,2769.04,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,1,0,0,0,0,2394.67,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,1,0,0,0,0,2093.95,2022,state,urban/rural,w21_sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,0,0,0,0,1,7524.67,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2559,0,0,0,0,1,6758.55,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,0,0,0,0,1,7523.86,2022,state,urban/rural,w21_sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,0,0,0,0,1,9111.7,2022,state,urban/rural,w21_sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,0,0,0,1,0,4581.87,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2563,0,0,0,1,0,4680.7,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,0,0,0,1,0,4910.99,2022,state,urban/rural,w21_sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,0,0,0,1,0,4909.04,2022,state,urban/rural,w21_sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,0,0,1,0,0,3709.84,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,0,0,1,0,0,3732.33,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,0,0,1,0,0,3793.62,2022,state,urban/rural,w21_sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,0,0,1,0,0,3961.16,2022,state,urban/rural,w21_sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,0,1,0,0,0,2928.35,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,0,1,0,0,0,2993.71,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2572,0,1,0,0,0,3031.66,2022,state,urban/rural,w21_sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2573,0,1,0,0,0,3156.41,2022,state,urban/rural,w21_sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2574,1,0,0,0,0,2156.9,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,1,0,0,0,0,2332.27,2022,state,urban/rural,w21_sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,1,0,0,0,0,2457.86,2022,state,urban/rural,w21_sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2577,1,0,0,0,0,1849.07,2022,state,urban/rural,w21_sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2578,0,0,0,0,1,7326.35,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,0,0,0,0,1,6650.47,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,0,0,0,0,1,7163.35,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,0,0,0,0,1,8879.73,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,0,0,0,1,0,4734.35,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,0,0,0,1,0,4774.18,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,0,0,0,1,0,4833.15,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2585,0,0,0,1,0,4706.79,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2586,0,0,1,0,0,3773.32,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,0,0,1,0,0,3744.07,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,0,0,1,0,0,3763.05,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,0,0,1,0,0,3753.26,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2590,0,1,0,0,0,2953.33,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2591,0,1,0,0,0,3007.65,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,0,1,0,0,0,3029.33,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,0,1,0,0,0,2791.2,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,1,0,0,0,0,2117.77,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,1,0,0,0,0,2343.65,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2596,1,0,0,0,0,2358.93,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2597,1,0,0,0,0,2415.04,2022,state,urban/rural,w21_sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,0,0,0,0,1,6551.53,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,0,0,0,0,1,6727.88,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,0,0,0,0,1,6912.73,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,0,0,0,0,1,9755.81,2022,state,urban/rural,w21_sector_state,1,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,0,0,0,1,0,5199.6,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,0,0,0,1,0,4857.28,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2604,0,0,0,1,0,5064.26,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,0,0,0,1,0,4830.67,2022,state,urban/rural,w21_sector_state,1,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,0,0,1,0,0,3500.3,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,0,0,1,0,0,3799.7,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,0,0,1,0,0,3761.62,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,0,0,1,0,0,3954.38,2022,state,urban/rural,w21_sector_state,1,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,0,1,0,0,0,2755.36,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,0,1,0,0,0,2962.64,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,0,1,0,0,0,3069.08,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,1,0,0,0,0,1954.71,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,1,0,0,0,0,2169.05,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,1,0,0,0,0,2098.2,2022,state,urban/rural,w21_sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,0,0,0,0,1,5859.77,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,0,0,0,0,1,7178.01,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,0,0,0,0,1,7492.75,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,0,0,0,0,1,10912.07,2022,state,urban/rural,w21_sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,0,0,0,1,0,4928.34,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,0,0,0,1,0,4890.94,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,0,0,0,1,0,5056.25,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,0,0,0,1,0,5106.45,2022,state,urban/rural,w21_sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,0,0,1,0,0,4017.83,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,0,0,1,0,0,3823.81,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,0,0,1,0,0,3779.83,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,0,0,1,0,0,3832.6,2022,state,urban/rural,w21_sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2628,0,1,0,0,0,3058.44,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,0,1,0,0,0,3209,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,0,1,0,0,0,3027.79,2022,state,urban/rural,w21_sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,1,0,0,0,0,2266.07,2022,state,urban/rural,w21_sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,1,0,0,0,0,1376.17,2022,state,urban/rural,w21_sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,0,0,0,0,1,7809.63,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,0,0,0,0,1,6908.23,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,0,0,0,0,1,6982.8,2022,state,urban/rural,w21_sector_state,1,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,0,0,0,0,1,8948.18,2022,state,urban/rural,w21_sector_state,1,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,0,0,0,1,0,4519.33,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,0,0,0,1,0,4739.03,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,0,0,0,1,0,4921.49,2022,state,urban/rural,w21_sector_state,1,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2640,0,0,0,1,0,5120.58,2022,state,urban/rural,w21_sector_state,1,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,0,0,1,0,0,3885.82,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2642,0,0,1,0,0,3653.36,2022,state,urban/rural,w21_sector_state,1,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,0,0,1,0,0,3769.26,2022,state,urban/rural,w21_sector_state,1,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
