,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,quintile_overall,state,age_cat,edu_cat,gen_cat,hhsize_cat,owns_land,nat_quint,sec_quint,state_sec_quint,state_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint
102,1701.29,2011,State,urban/rural,All Households,state_sec_quint,1,2,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2176.3,2011,State,urban/rural,All Households,state_sec_quint,1,3,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,3043.51,2011,State,urban/rural,All Households,state_sec_quint,1,4,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,5376.14,2011,State,urban/rural,All Households,state_sec_quint,1,5,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1288.39,2011,State,urban/rural,All Households,state_sec_quint,0,1,Bihar,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1630.09,2011,State,urban/rural,All Households,state_sec_quint,0,2,Bihar,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1914.85,2011,State,urban/rural,All Households,state_sec_quint,0,3,Bihar,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2244,2011,State,urban/rural,All Households,state_sec_quint,0,4,Bihar,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,3030.43,2011,State,urban/rural,All Households,state_sec_quint,0,5,Bihar,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1184,2011,State,urban/rural,All Households,state_sec_quint,1,1,Bihar,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1604.02,2011,State,urban/rural,All Households,state_sec_quint,1,2,Bihar,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2010.34,2011,State,urban/rural,All Households,state_sec_quint,1,3,Bihar,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2652.84,2011,State,urban/rural,All Households,state_sec_quint,1,4,Bihar,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,4081.92,2011,State,urban/rural,All Households,state_sec_quint,1,5,Bihar,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1752.22,2011,State,urban/rural,All Households,state_sec_quint,0,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2058.04,2011,State,urban/rural,All Households,state_sec_quint,0,2,Sikkim,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,2304.99,2011,State,urban/rural,All Households,state_sec_quint,0,3,Sikkim,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2632.58,2011,State,urban/rural,All Households,state_sec_quint,0,4,Sikkim,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,3771.12,2011,State,urban/rural,All Households,state_sec_quint,0,5,Sikkim,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1854.6,2011,State,urban/rural,All Households,state_sec_quint,1,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2344.24,2011,State,urban/rural,All Households,state_sec_quint,1,2,Sikkim,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,2786.75,2011,State,urban/rural,All Households,state_sec_quint,1,3,Sikkim,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,3606.84,2011,State,urban/rural,All Households,state_sec_quint,1,4,Sikkim,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,4804.39,2011,State,urban/rural,All Households,state_sec_quint,1,5,Sikkim,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1113.55,2011,State,urban/rural,All Households,state_sec_quint,0,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1550.34,2011,State,urban/rural,All Households,state_sec_quint,0,2,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2081.07,2011,State,urban/rural,All Households,state_sec_quint,0,3,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,2932.85,2011,State,urban/rural,All Households,state_sec_quint,0,4,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,5232.47,2011,State,urban/rural,All Households,state_sec_quint,0,5,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1253.07,2011,State,urban/rural,All Households,state_sec_quint,1,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,2033.71,2011,State,urban/rural,All Households,state_sec_quint,1,2,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,2862.3,2011,State,urban/rural,All Households,state_sec_quint,1,3,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,4124.57,2011,State,urban/rural,All Households,state_sec_quint,1,4,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,6810.34,2011,State,urban/rural,All Households,state_sec_quint,1,5,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1734.98,2011,State,urban/rural,All Households,state_sec_quint,0,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,2197.2,2011,State,urban/rural,All Households,state_sec_quint,0,2,Nagaland,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2478,2011,State,urban/rural,All Households,state_sec_quint,0,3,Nagaland,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2958.81,2011,State,urban/rural,All Households,state_sec_quint,0,4,Nagaland,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,3918.59,2011,State,urban/rural,All Households,state_sec_quint,0,5,Nagaland,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1501.51,2011,State,urban/rural,All Households,state_sec_quint,1,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,2098.15,2011,State,urban/rural,All Households,state_sec_quint,1,2,Nagaland,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,2689.15,2011,State,urban/rural,All Households,state_sec_quint,1,3,Nagaland,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,3424.38,2011,State,urban/rural,All Households,state_sec_quint,1,4,Nagaland,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,4421.85,2011,State,urban/rural,All Households,state_sec_quint,1,5,Nagaland,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1147.51,2011,State,urban/rural,All Households,state_sec_quint,0,1,Manipur,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1490.53,2011,State,urban/rural,All Households,state_sec_quint,0,2,Manipur,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1743.47,2011,State,urban/rural,All Households,state_sec_quint,0,3,Manipur,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,2159.47,2011,State,urban/rural,All Households,state_sec_quint,0,4,Manipur,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,3080.75,2011,State,urban/rural,All Households,state_sec_quint,0,5,Manipur,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,998.94,2011,State,urban/rural,All Households,state_sec_quint,1,1,Manipur,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1465.66,2011,State,urban/rural,All Households,state_sec_quint,1,2,Manipur,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1674.96,2011,State,urban/rural,All Households,state_sec_quint,1,3,Manipur,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1921.35,2011,State,urban/rural,All Households,state_sec_quint,1,4,Manipur,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2869.53,2011,State,urban/rural,All Households,state_sec_quint,1,5,Manipur,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1610.46,2011,State,urban/rural,All Households,state_sec_quint,0,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,2051.26,2011,State,urban/rural,All Households,state_sec_quint,0,2,Mizoram,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,2428.11,2011,State,urban/rural,All Households,state_sec_quint,0,3,Mizoram,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,2964.33,2011,State,urban/rural,All Households,state_sec_quint,0,4,Mizoram,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,4097.33,2011,State,urban/rural,All Households,state_sec_quint,0,5,Mizoram,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1810.05,2011,State,urban/rural,All Households,state_sec_quint,1,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2590.41,2011,State,urban/rural,All Households,state_sec_quint,1,2,Mizoram,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,3150.95,2011,State,urban/rural,All Households,state_sec_quint,1,3,Mizoram,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,3911.47,2011,State,urban/rural,All Households,state_sec_quint,1,4,Mizoram,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,5402.95,2011,State,urban/rural,All Households,state_sec_quint,1,5,Mizoram,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1618.97,2011,State,urban/rural,All Households,state_sec_quint,0,1,Tripura,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2004.35,2011,State,urban/rural,All Households,state_sec_quint,0,2,Tripura,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2364.55,2011,State,urban/rural,All Households,state_sec_quint,0,3,Tripura,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2828.96,2011,State,urban/rural,All Households,state_sec_quint,0,4,Tripura,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,4001.53,2011,State,urban/rural,All Households,state_sec_quint,0,5,Tripura,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1768.39,2011,State,urban/rural,All Households,state_sec_quint,1,1,Tripura,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2229.36,2011,State,urban/rural,All Households,state_sec_quint,1,2,Tripura,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,2829.01,2011,State,urban/rural,All Households,state_sec_quint,1,3,Tripura,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,3874.21,2011,State,urban/rural,All Households,state_sec_quint,1,4,Tripura,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,5603.48,2011,State,urban/rural,All Households,state_sec_quint,1,5,Tripura,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1571.69,2011,State,urban/rural,All Households,state_sec_quint,0,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1902.57,2011,State,urban/rural,All Households,state_sec_quint,0,2,Meghalaya,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2161.98,2011,State,urban/rural,All Households,state_sec_quint,0,3,Meghalaya,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,2587.03,2011,State,urban/rural,All Households,state_sec_quint,0,4,Meghalaya,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,3306.85,2011,State,urban/rural,All Households,state_sec_quint,0,5,Meghalaya,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1727.29,2011,State,urban/rural,All Households,state_sec_quint,1,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,2474.84,2011,State,urban/rural,All Households,state_sec_quint,1,2,Meghalaya,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2880.35,2011,State,urban/rural,All Households,state_sec_quint,1,3,Meghalaya,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,3506.62,2011,State,urban/rural,All Households,state_sec_quint,1,4,Meghalaya,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,4838.83,2011,State,urban/rural,All Households,state_sec_quint,1,5,Meghalaya,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1325.05,2011,State,urban/rural,All Households,state_sec_quint,0,1,Assam,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1653.16,2011,State,urban/rural,All Households,state_sec_quint,0,2,Assam,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1948.03,2011,State,urban/rural,All Households,state_sec_quint,0,3,Assam,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2366.93,2011,State,urban/rural,All Households,state_sec_quint,0,4,Assam,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,3257.06,2011,State,urban/rural,All Households,state_sec_quint,0,5,Assam,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1342.17,2011,State,urban/rural,All Households,state_sec_quint,1,1,Assam,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1960.03,2011,State,urban/rural,All Households,state_sec_quint,1,2,Assam,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2671.58,2011,State,urban/rural,All Households,state_sec_quint,1,3,Assam,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,3267.66,2011,State,urban/rural,All Households,state_sec_quint,1,4,Assam,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,5576.75,2011,State,urban/rural,All Households,state_sec_quint,1,5,Assam,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1372.28,2011,State,urban/rural,All Households,state_sec_quint,0,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1715.23,2011,State,urban/rural,All Households,state_sec_quint,0,2,West Bengal,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,2065.44,2011,State,urban/rural,All Households,state_sec_quint,0,3,West Bengal,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,2473.46,2011,State,urban/rural,All Households,state_sec_quint,0,4,West Bengal,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,3514.21,2011,State,urban/rural,All Households,state_sec_quint,0,5,West Bengal,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1420.25,2011,State,urban/rural,All Households,state_sec_quint,1,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2105.95,2011,State,urban/rural,All Households,state_sec_quint,1,2,West Bengal,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2912.67,2011,State,urban/rural,All Households,state_sec_quint,1,3,West Bengal,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,3927.54,2011,State,urban/rural,All Households,state_sec_quint,1,4,West Bengal,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,6637.42,2011,State,urban/rural,All Households,state_sec_quint,1,5,West Bengal,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1201.56,2011,State,urban/rural,All Households,state_sec_quint,0,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,1535.47,2011,State,urban/rural,All Households,state_sec_quint,0,2,Jharkhand,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1769.74,2011,State,urban/rural,All Households,state_sec_quint,0,3,Jharkhand,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2075.37,2011,State,urban/rural,All Households,state_sec_quint,0,4,Jharkhand,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
