,quintile_overall,welfare_agg21_sp,year,level,area,dem,state,SourceSheet,sector,sector2,nat_quint,sec_quint,state_quint,state_sec_quint,age_cat,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
33175,5,7882.037603,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 to 4 members,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33176,1,1688.898517,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 6 members,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33177,2,2256.486654,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 6 members,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33178,3,2796.656681,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 6 members,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33179,4,3607.332921,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 6 members,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33180,5,5432.319709,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 to 6 members,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33181,1,1618.049411,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7+ members,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33182,2,2000.689803,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7+ members,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33183,3,2254.058317,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7+ members,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33184,4,2806.755403,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7+ members,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33185,5,3772.889759,2011,State,urban/rural,HH Size,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7+ members,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33819,1,1825.718825,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
33820,2,2523.084317,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
33821,3,3064.599086,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA
33822,4,3820.751938,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA
33823,5,5750.477804,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA
33824,1,1686.062473,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
33825,2,2154.056066,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA
33826,3,2619.696718,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA
33827,4,3172.430934,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA
33828,5,4411.93149,2011,State,All,Owns Dwelling,Andhra Pradesh,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA
34436,1,1961.149499,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
34437,2,2681.819011,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2
34438,3,3142.194142,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3
34439,4,3700.186918,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4
34440,5,5165.194726,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5
34441,1,1683.83105,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
34442,2,2143.049603,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
34443,3,2580.988833,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3
34444,4,3035.936813,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4
34445,5,4144.442839,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5
34446,1,1766.515306,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
34447,2,2457.001044,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2
34448,3,3040.505705,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3
34449,4,4104.729674,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4
34450,5,6023.837246,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5
34451,1,1774.047595,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
34452,2,2310.92802,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
34453,3,3050.381059,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3
34454,4,3935.925132,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4
34455,5,6047.878437,2011,State,urban/rural,Owns Dwelling,Andhra Pradesh,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5
71,1,2630.233807,2023,State,All,All Households,Arunachal Pradesh,state_quint,NA,99,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2,3547.680218,2023,State,All,All Households,Arunachal Pradesh,state_quint,NA,99,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,3,4435.535003,2023,State,All,All Households,Arunachal Pradesh,state_quint,NA,99,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,4,5655.319868,2023,State,All,All Households,Arunachal Pradesh,state_quint,NA,99,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,5,8230.111552,2023,State,All,All Households,Arunachal Pradesh,state_quint,NA,99,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,2533.575054,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,2,3378.071675,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,3,4158.555189,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,4,5131.008124,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,5,7199.537058,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,3322.931293,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,2,4601.807317,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,3,6016.925583,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,4,7603.544136,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,5,10574.57175,2023,State,urban/rural,All Households,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,1,3316.2395,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,2,4604.94037,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,3,5938.012732,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,4,7703.701151,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,5,11676.6471,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,1,2726.947206,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,2,3740.276097,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,3,4643.420009,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,4,5737.266433,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,5,8264.845803,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,1,2583.426867,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,46–64,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,2,3394.932075,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,46–64,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,3,4160.357006,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,46–64,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,4,5244.334497,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,46–64,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,5,7584.610013,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,46–64,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,1,2238.736053,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,65+,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,2,2965.351031,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,65+,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,3,3646.193301,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,65+,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,4,4567.661034,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,65+,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,5,7115.342006,2023,State,All,Age,Arunachal Pradesh,state_quint,NA,99,NA,NA,NA,NA,65+,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776,1,2991.418415,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,2,4030.526042,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,3,5035.121075,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,4,6312.303402,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,5,9775.898661,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,15-29,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1781,1,2531.835365,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,2,3545.609229,2023,State,urban/rural,Age,Arunachal Pradesh,state_sec_quint,NA,99,NA,NA,NA,NA,30–45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
